date_obj,Blue%20wizard%20robe%20(g) price
2019-03-26,279195
2019-03-27,277399
2019-03-28,276716
2019-03-29,277515
2019-03-30,278081
2019-03-31,281679
2019-04-01,281171
2019-04-02,280293
2019-04-03,281524
2019-04-04,280951
2019-04-05,279275
2019-04-06,278349
2019-04-07,281699
2019-04-08,283328
2019-04-09,280663
2019-04-10,280693
2019-04-11,280195
2019-04-12,279945
2019-04-13,277155
2019-04-14,275341
2019-04-15,274385
2019-04-16,271990
2019-04-17,265901
2019-04-18,260397
2019-04-19,257400
2019-04-20,253896
2019-04-21,248886
2019-04-22,240152
2019-04-23,229450
2019-04-24,219934
2019-04-25,209695
2019-04-26,204281
2019-04-27,199197
2019-04-28,193167
2019-04-29,190021
2019-04-30,185711
2019-05-01,182400
2019-05-02,179750
2019-05-03,181334
2019-05-04,183490
2019-05-05,188636
2019-05-06,194494
2019-05-07,196791
2019-05-08,198188
2019-05-09,200865
2019-05-10,202171
2019-05-11,201528
2019-05-12,203958
2019-05-13,201597
2019-05-14,201187
2019-05-15,203252
2019-05-16,204573
2019-05-17,204622
2019-05-18,202996
2019-05-19,200500
2019-05-20,197076
2019-05-21,197067
2019-05-22,196317
2019-05-23,194679
2019-05-24,191093
2019-05-25,189788
2019-05-26,185901
2019-05-27,182933
2019-05-28,179983
2019-05-29,178519
2019-05-30,179412
2019-05-31,178974
2019-06-01,179321
2019-06-02,180427
2019-06-03,182471
2019-06-04,183516
2019-06-05,184841
2019-06-06,187057
2019-06-07,196268
2019-06-08,206082
2019-06-09,216387
2019-06-10,226641
2019-06-11,237974
2019-06-12,249520
2019-06-13,261996
2019-06-14,275096
2019-06-15,288851
2019-06-16,303223
2019-06-17,317182
2019-06-18,324054
2019-06-19,338148
2019-06-20,353320
2019-06-21,370599
2019-06-22,386602
2019-06-23,405574
2019-06-24,425853
2019-06-25,446834
2019-06-26,461645
2019-06-27,484078
2019-06-28,484078
2019-06-29,483033
2019-06-30,468256
2019-07-01,471786
2019-07-02,471886
2019-07-03,458824
2019-07-04,440945
2019-07-05,421849
2019-07-06,403151
2019-07-07,382993
2019-07-08,364217
2019-07-09,346039
2019-07-10,329922
2019-07-11,313425
2019-07-12,299263
2019-07-13,286336
2019-07-14,278656
2019-07-15,277750
2019-07-16,281378
2019-07-17,277590
2019-07-18,279507
2019-07-19,279248
2019-07-20,280893
2019-07-21,275019
2019-07-22,267975
2019-07-23,254933
2019-07-24,247438
2019-07-25,239841
2019-07-26,235347
2019-07-27,232549
2019-07-28,231697
2019-07-29,234153
2019-07-30,239622
2019-07-31,243144
2019-08-01,246955
2019-08-02,254527
2019-08-03,260542
2019-08-04,263910
2019-08-05,261483
2019-08-06,261461
2019-08-07,261029
2019-08-08,259094
2019-08-09,258586
2019-08-10,258518
2019-08-11,261131
2019-08-12,266124
2019-08-13,267259
2019-08-14,269531
2019-08-15,271887
2019-08-16,272603
2019-08-17,272603
2019-08-18,276175
2019-08-19,273616
2019-08-20,271368
2019-08-21,271491
2019-08-22,270887
2019-08-23,267712
2019-08-24,267399
2019-08-24,267399
2019-08-25,270004
2019-08-25,270004
2019-08-26,270518
2019-08-27,272050
2019-08-27,272050
2019-08-28,275731
2019-08-29,278276
2019-08-30,277529
2019-08-31,279199
2019-09-01,276929
2019-09-02,276929
2019-09-03,277140
2019-09-04,280494
2019-09-05,281086
2019-09-06,281086
2019-09-07,280098
2019-09-08,280655
2019-09-09,280508
2019-09-10,278436
2019-09-11,275871
2019-09-12,274894
2019-09-13,275076
2019-09-14,277720
2019-09-15,279276
2019-09-16,278149
2019-09-17,277553
2019-09-18,271770
2019-09-19,268312
2019-09-20,264690
2019-09-21,261041
2019-09-22,256628
2019-09-23,252498
2019-09-24,252498
2019-09-25,247044
2019-09-26,242246
2019-09-27,237192
2019-09-28,232069
2019-09-29,232069
2019-09-30,225533
2019-10-01,215299
2019-10-02,204534
2019-10-03,195683
2019-10-04,187081
2019-10-05,185371
2019-10-06,186404
2019-10-07,191844
2019-10-08,196113
2019-10-09,196113
2019-10-10,195219
2019-10-11,197012
2019-10-12,197082
2019-10-13,199862
2019-10-14,206194
2019-10-15,212183
2019-10-16,214363
2019-10-17,215541
2019-10-18,218320
2019-10-19,220887
2019-10-20,220496
2019-10-21,216958
2019-10-22,217795
2019-10-23,218163
2019-10-24,216564
2019-10-25,219058
2019-10-26,219810
2019-10-27,215480
2019-10-28,211071
2019-10-29,209582
2019-10-30,206534
2019-10-31,208056
2019-11-01,211603
2019-11-02,213035
2019-11-03,211158
2019-11-04,210837
2019-11-05,210837
2019-11-06,208013
2019-11-07,206127
2019-11-08,206642
2019-11-09,205239
2019-11-10,206421
2019-11-11,206526
2019-11-12,208503
2019-11-13,213219
2019-11-14,213733
2019-11-15,214561
2019-11-16,212217
2019-11-17,212217
2019-11-18,214634
2019-11-19,214080
2019-11-20,212355
2019-11-21,210830
2019-11-22,211250
2019-11-23,211361
2019-11-24,213572
2019-11-25,213653
2019-11-26,210722
2019-11-27,208339
2019-11-28,208570
2019-11-29,208214
2019-11-30,207831
2019-12-01,209312
2019-12-02,210380
2019-12-03,213476
2019-12-04,211874
2019-12-05,211874
2019-12-06,212474
2019-12-07,210482
2019-12-08,213488
2019-12-09,212349
2019-12-10,212385
2019-12-11,214883
2019-12-12,214001
2019-12-13,214324
2019-12-14,214035
2019-12-15,211499
2019-12-16,212783
2019-12-17,213620
2019-12-18,211617
2019-12-19,213414
2019-12-20,214768
2019-12-21,213388
2019-12-22,216090
2019-12-23,217295
2019-12-24,215379
2019-12-25,218570
2019-12-26,224450
2019-12-27,222973
2019-12-28,223072
2019-12-29,224681
2019-12-30,228664
2019-12-31,235475
2020-01-01,231420
2020-01-02,231995
2020-01-03,232399
2020-01-04,233968
2020-01-05,230693
2020-01-06,232414
2020-01-07,231493
2020-01-08,229983
2020-01-09,231548
2020-01-10,231370
2020-01-11,230869
2020-01-12,233039
2020-01-13,231174
2020-01-14,234002
2020-01-15,232684
2020-01-16,232570
2020-01-17,231513
2020-01-18,235284
2020-01-19,233998
2020-01-20,234411
2020-01-21,235504
2020-01-22,236030
2020-01-23,236238
2020-01-24,237604
2020-01-25,238481
2020-01-26,240147
2020-01-27,236937
2020-01-28,236320
2020-01-29,235327
2020-01-30,237523
2020-01-31,236781
2020-02-01,236200
2020-02-02,234390
2020-02-03,235088
2020-02-04,235657
2020-02-05,237638
2020-02-06,233810
2020-02-07,232526
2020-02-08,226959
2020-02-09,224726
2020-02-10,220192
2020-02-11,217775
2020-02-12,214248
2020-02-13,212743
2020-02-14,211382
2020-02-15,210345
2020-02-16,205639
2020-02-17,203108
2020-02-18,200748
2020-02-19,196652
2020-02-20,190172
2020-02-21,190172
2020-02-22,185012
2020-02-23,179858
2020-02-24,175427
2020-02-25,174977
2020-02-26,174056
2020-02-27,173748
2020-02-28,173615
2020-02-29,173615
2020-03-01,173796
2020-03-02,171910
2020-03-03,171232
2020-03-04,173125
2020-03-05,174962
2020-03-06,171562
2020-03-07,168333
2020-03-08,160095
2020-03-09,154058
2020-03-10,147316
2020-03-11,140299
2020-03-12,134985
2020-03-13,132299
2020-03-14,133939
2020-03-15,136465
2020-03-16,138894
2020-03-17,142878
2020-03-18,146413
2020-03-19,151622
2020-03-20,154090
2020-03-21,157111
2020-03-22,161377
2020-03-23,163830
2020-03-24,168157
2020-03-25,169530
2020-03-26,173422
2020-03-27,172769
2020-03-28,171402
2020-03-29,174828
2020-03-30,180072
2020-03-31,185146
2020-04-01,177490
2020-04-02,180485
2020-04-03,183961
2020-04-04,185011
2020-04-05,180784
2020-04-06,179954
2020-04-07,178557
2020-04-08,179014
2020-04-09,180443
2020-04-10,177978
2020-04-11,181013
2020-04-12,178441
2020-04-13,176019
2020-04-14,176257
2020-04-15,176623
2020-04-16,173517
2020-04-17,172646
2020-04-18,172704
2020-04-19,170874
2020-04-20,170233
2020-04-21,167255
2020-04-22,164571
2020-04-23,161602
2020-04-24,160630
2020-04-25,158435
2020-04-26,158400
2020-04-27,159681
2020-04-28,160116
2020-04-29,160342
2020-04-30,160072
2020-05-01,161311
2020-05-02,160500
2020-05-03,160508
2020-05-04,161028
2020-05-05,162586
2020-05-06,165271
2020-05-07,166471
2020-05-08,166747
2020-05-09,164640
2020-05-10,164805
2020-05-11,166577
2020-05-12,167736
2020-05-13,168100
