date_obj,Fruit%20batta price
2015-03-26,400
2015-03-27,400
2015-03-28,400
2015-03-29,400
2015-03-30,400
2015-03-31,400
2015-04-01,400
2015-04-02,400
2015-04-03,400
2015-04-04,400
2015-04-05,400
2015-04-06,400
2015-04-07,400
2015-04-08,400
2015-04-09,400
2015-04-10,400
2015-04-11,400
2015-04-12,400
2015-04-13,400
2015-04-14,400
2015-04-15,400
2015-04-16,400
2015-04-17,400
2015-04-18,400
2015-04-19,400
2015-04-20,400
2015-04-21,400
2015-04-22,400
2015-04-23,400
2015-04-24,400
2015-04-25,400
2015-04-26,400
2015-04-27,400
2015-04-28,400
2015-04-29,400
2015-04-30,400
2015-05-01,400
2015-05-02,400
2015-05-03,400
2015-05-04,400
2015-05-05,400
2015-05-06,415
2015-05-07,415
2015-05-08,415
2015-05-09,415
2015-05-10,415
2015-05-11,415
2015-05-12,415
2015-05-13,415
2015-05-14,415
2015-05-15,415
2015-05-16,415
2015-05-17,415
2015-05-18,415
2015-05-19,415
2015-05-20,415
2015-05-21,415
2015-05-22,415
2015-05-23,415
2015-05-24,415
2015-05-25,415
2015-05-26,415
2015-05-27,415
2015-05-28,415
2015-05-29,415
2015-05-30,415
2015-05-31,415
2015-06-01,415
2015-06-02,415
2015-06-03,415
2015-06-04,415
2015-06-05,415
2015-06-06,415
2015-06-07,415
2015-06-08,415
2015-06-09,415
2015-06-10,415
2015-06-11,415
2015-06-12,415
2015-06-13,415
2015-06-14,415
2015-06-15,415
2015-06-16,415
2015-06-17,415
2015-06-18,415
2015-06-19,415
2015-06-20,415
2015-06-21,415
2015-06-22,415
2015-06-23,415
2015-06-24,415
2015-06-25,415
2015-06-26,415
2015-06-27,415
2015-06-28,415
2015-06-29,415
2015-06-30,415
2015-07-01,415
2015-07-02,415
2015-07-03,415
2015-07-04,415
2015-07-05,415
2015-07-06,415
2015-07-07,415
2015-07-08,415
2015-07-09,415
2015-07-10,424
2015-07-11,424
2015-07-12,424
2015-07-13,424
2015-07-14,424
2015-07-15,424
2015-07-16,424
2015-07-17,424
2015-07-18,424
2015-07-19,424
2015-07-20,424
2015-07-21,424
2015-07-22,424
2015-07-23,424
2015-07-24,424
2015-07-25,424
2015-07-26,424
2015-07-27,424
2015-07-28,424
2015-07-29,424
2015-07-30,424
2015-07-31,424
2015-08-01,424
2015-08-02,424
2015-08-03,424
2015-08-04,424
2015-08-05,424
2015-08-06,424
2015-08-07,424
2015-08-08,424
2015-08-09,424
2015-08-10,424
2015-08-11,424
2015-08-12,424
2015-08-13,424
2015-08-14,424
2015-08-15,424
2015-08-16,424
2015-08-17,424
2015-08-18,424
2015-08-19,424
2015-08-20,424
2015-08-21,424
2015-08-22,424
2015-08-23,424
2015-08-24,424
2015-08-25,424
2015-08-26,424
2015-08-27,424
2015-08-28,424
2015-08-29,424
2015-08-30,424
2015-08-31,424
2015-09-01,424
2015-09-02,424
2015-09-03,424
2015-09-04,424
2015-09-05,424
2015-09-06,424
2015-09-07,424
2015-09-08,424
2015-09-09,424
2015-09-10,424
2015-09-11,424
2015-09-12,424
2015-09-13,424
2015-09-14,424
2015-09-15,424
2015-09-16,424
2015-09-17,424
2015-09-18,424
2015-09-19,424
2015-09-20,424
2015-09-21,439
2015-09-22,439
2015-09-23,439
2015-09-24,439
2015-09-25,439
2015-09-27,439
2015-09-28,439
2015-09-29,439
2015-09-30,439
2015-10-05,439
2015-10-06,439
2015-10-07,439
2015-10-08,439
2015-10-09,439
2015-10-10,439
2015-10-11,439
2015-10-12,439
2015-10-13,439
2015-10-14,439
2015-10-15,439
2015-10-16,439
2015-10-17,439
2015-10-18,439
2015-10-19,439
2015-10-20,439
2015-10-22,439
2015-10-23,439
2015-10-24,439
2015-10-25,439
2015-10-26,439
2015-10-27,439
2015-10-29,439
2015-10-30,439
2015-10-31,439
2015-11-01,439
2015-11-02,439
2015-11-03,439
2015-11-04,439
2015-11-05,439
2015-11-06,439
2015-11-07,439
2015-11-08,439
2015-11-09,439
2015-11-10,439
2015-11-11,439
2015-11-12,439
2015-11-13,439
2015-11-14,439
2015-11-15,439
2015-11-16,439
2015-11-17,439
2015-11-18,439
2015-11-19,439
2015-11-20,439
2015-11-21,439
2015-11-22,439
2015-11-23,439
2015-11-24,439
2015-11-25,439
2015-11-26,439
2015-11-27,439
2015-11-28,439
2015-11-29,439
2015-11-30,439
2015-12-01,439
2015-12-02,439
2015-12-03,439
2015-12-04,439
2015-12-05,439
2015-12-06,439
2015-12-07,439
2015-12-08,439
2015-12-09,439
2015-12-10,439
2015-12-11,439
2015-12-12,439
2015-12-13,439
2015-12-14,439
2015-12-15,439
2015-12-16,439
2015-12-17,439
2015-12-18,439
2015-12-19,439
2015-12-20,452
2015-12-21,452
2015-12-22,452
2015-12-23,452
2015-12-24,452
2015-12-25,452
2015-12-26,452
2015-12-27,452
2015-12-28,452
2015-12-29,452
2015-12-30,452
2015-12-31,452
2016-01-01,452
2016-01-02,452
2016-01-03,452
2016-01-04,452
2016-01-05,452
2016-01-06,452
2016-01-07,452
2016-01-08,452
2016-01-09,452
2016-01-10,452
2016-01-11,452
2016-01-12,452
2016-01-13,452
2016-01-14,452
2016-01-15,452
2016-01-16,452
2016-01-17,452
2016-01-18,452
2016-01-19,452
2016-01-20,452
2016-01-21,452
2016-01-22,452
2016-01-23,452
2016-01-24,452
2016-01-25,452
2016-01-26,452
2016-01-27,452
2016-01-28,452
2016-01-29,452
2016-01-30,452
2016-01-31,452
2016-02-01,452
2016-02-02,452
2016-02-03,452
2016-02-04,452
2016-02-05,452
2016-02-06,461
2016-02-07,461
2016-02-08,461
2016-02-09,461
2016-02-10,461
2016-02-11,461
2016-02-12,461
2016-02-13,461
2016-02-14,461
2016-02-15,461
2016-02-16,461
2016-02-17,461
2016-02-18,461
2016-02-19,461
2016-02-20,461
2016-02-21,461
2016-02-22,461
2016-02-23,461
2016-02-24,461
2016-02-25,461
2016-02-26,461
2016-02-27,461
2016-02-28,461
2016-02-29,461
2016-03-01,461
2016-03-02,461
2016-03-03,461
2016-03-04,461
2016-03-05,461
2016-03-06,461
2016-03-07,461
2016-03-08,461
2016-03-09,461
2016-03-10,461
2016-03-11,461
2016-03-12,461
2016-03-13,461
2016-03-14,461
2016-03-15,461
2016-03-16,461
2016-03-17,461
2016-03-18,461
2016-03-19,461
2016-03-20,461
2016-03-21,461
2016-03-22,461
2016-03-23,461
2016-03-24,461
2016-03-25,461
2016-03-26,461
2016-03-27,461
2016-03-28,461
2016-03-29,461
2016-03-30,461
2016-03-31,460
2016-04-01,460
2016-04-02,460
2016-04-03,460
2016-04-04,460
2016-04-05,460
2016-04-06,460
2016-04-07,460
2016-04-08,460
2016-04-09,460
2016-04-10,460
2016-04-11,460
2016-04-12,460
2016-04-13,460
2016-04-14,460
2016-04-15,460
2016-04-16,460
2016-04-17,460
2016-04-18,460
2016-04-19,460
2016-04-20,460
2016-04-21,460
2016-04-22,460
2016-04-23,460
2016-04-24,460
2016-04-25,460
2016-04-26,460
2016-04-27,460
2016-04-28,460
2016-04-29,460
2016-04-30,460
2016-05-01,460
2016-05-02,460
2016-05-03,460
2016-05-04,460
2016-05-05,460
2016-05-06,460
2016-05-07,460
2016-05-08,460
2016-05-09,460
2016-05-10,460
2016-05-11,460
2016-05-12,475
2016-05-13,475
2016-05-14,475
2016-05-15,475
2016-05-16,475
2016-05-17,475
2016-05-18,475
2016-05-19,475
2016-05-22,475
2016-05-23,475
2016-05-24,475
2016-05-25,475
2016-05-26,475
2016-05-27,475
2016-05-28,475
2016-05-29,475
2016-05-30,475
2016-05-31,475
2016-06-01,475
2016-06-02,475
2016-06-03,475
2016-06-04,475
2016-06-05,475
2016-06-06,475
2016-06-07,475
2016-06-08,475
2016-06-09,475
2016-06-10,475
2016-06-11,475
2016-06-12,475
2016-06-13,475
2016-06-14,475
2016-06-15,475
2016-06-16,482
2016-06-17,482
2016-06-18,482
2016-06-19,482
2016-06-20,482
2016-06-21,482
2016-06-22,482
2016-06-23,482
2016-06-24,482
2016-06-25,482
2016-06-26,482
2016-06-27,482
2016-06-28,482
2016-06-29,482
2016-06-30,482
2016-07-01,482
2016-07-02,482
2016-07-03,482
2016-07-04,482
2016-07-05,482
2016-07-06,482
2016-07-07,482
2016-07-08,482
2016-07-09,482
2016-07-10,482
2016-07-11,482
2016-07-12,482
2016-07-13,482
2016-07-14,482
2016-07-15,482
2016-07-16,482
2016-07-17,482
2016-07-18,482
2016-07-23,482
2016-07-24,482
2016-07-25,482
2016-07-26,482
2016-07-27,482
2016-07-28,482
2016-07-29,482
2016-07-30,482
2016-07-31,482
2016-08-01,482
2016-08-02,483
2016-08-03,483
2016-08-04,483
2016-08-05,483
2016-08-06,483
2016-08-07,483
2016-08-08,483
2016-08-09,483
2016-08-10,483
2016-08-11,483
2016-08-12,483
2016-08-13,483
2016-08-14,483
2016-08-15,483
2016-08-16,483
2016-08-17,483
2016-08-18,483
2016-08-19,483
2016-08-20,483
2016-08-21,483
2016-08-22,483
2016-08-23,483
