date_obj,Musketeer%20pants price
2015-07-10,32103
2015-07-11,32103
2015-07-12,32103
2015-07-13,32971
2015-07-14,32971
2015-07-15,34566
2015-07-16,34566
2015-07-17,36099
2015-07-18,36099
2015-07-19,36099
2015-07-20,37754
2015-07-21,37754
2015-07-22,39549
2015-07-23,39549
2015-07-24,39549
2015-07-25,40761
2015-07-26,40761
2015-07-27,41273
2015-07-28,41273
2015-07-29,42365
2015-07-30,42365
2015-07-31,42365
2015-08-01,44080
2015-08-02,44080
2015-08-03,45348
2015-08-04,45348
2015-08-05,45604
2015-08-06,45604
2015-08-07,45604
2015-08-08,45447
2015-08-09,45447
2015-08-10,44421
2015-08-11,44421
2015-08-12,44421
2015-08-13,43659
2015-08-14,43659
2015-08-15,43432
2015-08-16,43432
2015-08-17,43475
2015-08-18,43475
2015-08-19,43475
2015-08-20,44471
2015-08-21,44471
2015-08-22,44535
2015-08-23,44535
2015-08-24,44202
2015-08-25,44202
2015-08-26,44524
2015-08-27,44524
2015-08-28,44175
2015-08-29,44175
2015-08-30,43886
2015-08-31,43886
2015-09-01,43666
2015-09-02,43666
2015-09-03,43666
2015-09-04,43795
2015-09-05,43795
2015-09-06,43795
2015-09-07,43252
2015-09-08,43252
2015-09-09,42340
2015-09-10,42340
2015-09-11,42378
2015-09-12,42378
2015-09-13,41835
2015-09-14,41835
2015-09-15,39882
2015-09-16,39882
2015-09-17,39637
2015-09-18,39637
2015-09-19,39459
2015-09-20,39459
2015-09-21,39136
2015-09-22,39136
2015-09-23,38656
2015-09-24,38656
2015-09-25,38656
2015-09-27,38484
2015-09-28,38230
2015-09-29,38230
2015-09-30,37669
2015-10-05,35976
2015-10-06,35976
2015-10-07,35452
2015-10-08,35452
2015-10-09,34898
2015-10-10,34898
2015-10-11,34841
2015-10-12,34841
2015-10-13,34841
2015-10-14,34752
2015-10-15,34752
2015-10-16,35315
2015-10-17,35315
2015-10-18,35315
2015-10-19,36954
2015-10-20,36954
2015-10-22,37946
2015-10-23,39572
2015-10-24,39572
2015-10-25,40963
2015-10-26,40963
2015-10-27,40963
2015-10-29,41145
2015-10-30,41145
2015-10-31,42617
2015-11-01,42617
2015-11-02,42617
2015-11-03,43756
2015-11-04,43756
2015-11-05,43756
2015-11-06,41957
2015-11-07,41957
2015-11-08,42819
2015-11-09,42819
2015-11-10,42819
2015-11-11,44627
2015-11-12,44627
2015-11-13,44627
2015-11-14,46695
2015-11-15,46695
2015-11-16,48434
2015-11-17,48434
2015-11-18,48434
2015-11-19,50743
2015-11-20,50743
2015-11-21,50743
2015-11-22,53205
2015-11-23,53205
2015-11-24,53205
2015-11-25,55510
2015-11-26,55510
2015-11-27,55510
2015-11-28,58203
2015-11-29,58203
2015-11-30,60070
2015-12-02,60070
2015-12-03,63059
2015-12-04,63059
2015-12-05,63059
2015-12-06,66212
2015-12-07,66212
2015-12-08,66212
2015-12-09,69523
2015-12-10,69523
2015-12-11,69523
2015-12-12,72613
2015-12-13,72613
2015-12-14,72613
2015-12-15,75330
2015-12-16,75330
2015-12-17,75330
2015-12-18,75297
2015-12-19,75297
2015-12-20,73761
2015-12-21,73761
2015-12-22,73761
2015-12-23,73406
2015-12-24,73406
2015-12-25,73406
2015-12-26,73207
2015-12-27,73207
2015-12-28,73967
2015-12-29,73967
2015-12-30,76723
2015-12-31,76723
2016-01-01,76723
2016-01-02,79221
2016-01-03,79221
2016-01-04,82239
2016-01-05,82239
2016-01-06,82239
2016-01-07,81340
2016-01-08,81340
2016-01-09,81340
2016-01-10,79193
2016-01-11,79193
2016-01-12,77064
2016-01-13,77064
2016-01-14,75771
2016-01-15,75771
2016-01-16,75301
2016-01-17,75301
2016-01-18,75053
2016-01-19,75053
2016-01-20,74538
2016-01-21,74538
2016-01-22,73446
2016-01-23,73446
2016-01-24,73708
2016-01-25,73708
2016-01-26,72105
2016-01-27,72105
2016-01-28,72105
2016-01-29,71685
2016-01-30,71685
2016-01-31,70757
2016-02-01,70757
2016-02-02,71149
2016-02-03,71149
2016-02-04,70660
2016-02-05,70660
2016-02-06,71617
2016-02-07,71617
2016-02-08,73078
2016-02-09,73078
2016-02-10,73086
2016-02-11,73086
2016-02-12,73086
2016-02-13,73992
2016-02-14,73992
2016-02-15,75268
2016-02-16,75268
2016-02-17,74707
2016-02-18,74707
2016-02-19,74707
2016-02-20,72692
2016-02-21,70150
2016-02-22,70150
2016-02-23,70150
2016-02-24,67706
2016-02-25,67706
2016-02-26,64634
2016-02-27,64634
2016-02-28,63189
2016-02-29,63189
2016-03-01,60773
2016-03-02,60773
2016-03-03,59852
2016-03-04,59852
2016-03-05,59852
2016-03-06,57931
2016-03-07,57931
2016-03-08,56023
2016-03-09,56023
2016-03-10,54987
2016-03-11,54987
2016-03-12,54266
2016-03-13,54266
2016-03-14,54266
2016-03-15,53530
2016-03-16,53530
2016-03-17,52503
2016-03-18,52503
2016-03-19,51666
2016-03-20,51666
2016-03-21,50524
2016-03-22,50524
2016-03-23,49973
2016-03-24,49973
2016-03-25,49973
2016-03-26,49274
2016-03-27,49274
2016-03-28,48202
2016-03-29,48202
2016-03-30,48202
2016-03-31,47042
2016-04-01,47042
2016-04-02,47042
2016-04-03,47072
2016-04-04,47072
2016-04-05,47149
2016-04-06,47149
2016-04-07,46901
2016-04-08,46901
2016-04-09,46013
2016-04-10,46013
2016-04-11,46013
2016-04-12,46138
2016-04-13,46138
2016-04-14,45854
2016-04-15,45854
2016-04-16,46141
2016-04-17,46141
2016-04-18,47495
2016-04-19,47495
2016-04-20,48477
2016-04-21,48477
2016-04-22,48477
2016-04-23,48244
2016-04-24,48244
2016-04-25,48360
2016-04-26,48360
2016-04-27,49109
2016-04-28,49109
2016-04-29,49141
2016-04-30,49141
2016-05-01,50045
2016-05-02,50045
2016-05-03,50437
2016-05-04,50437
2016-05-05,50281
2016-05-06,50281
2016-05-07,48891
2016-05-08,48891
2016-05-09,48921
2016-05-10,48921
2016-05-11,48607
2016-05-12,48607
2016-05-13,48045
2016-05-14,48045
2016-05-15,47397
2016-05-16,47397
2016-05-17,47302
2016-05-18,47302
2016-05-19,46593
2016-05-22,46285
2016-05-23,46111
2016-05-24,46111
2016-05-25,45246
2016-05-26,45246
2016-05-27,43771
2016-05-28,43771
2016-05-29,43358
2016-05-30,43358
2016-05-31,43358
2016-06-01,42472
2016-06-02,42472
2016-06-03,41275
2016-06-04,41275
2016-06-05,41127
2016-06-06,41127
2016-06-07,40908
2016-06-08,40908
2016-06-09,40891
2016-06-10,40891
2016-06-11,39910
2016-06-12,39910
2016-06-13,39934
2016-06-14,39934
2016-06-15,40061
2016-06-16,40061
2016-06-17,40285
2016-06-18,40285
2016-06-19,40982
2016-06-20,40982
2016-06-21,41806
2016-06-22,41806
2016-06-23,43198
2016-06-24,43198
2016-06-25,42539
2016-06-26,42539
2016-06-27,42539
2016-06-28,42513
2016-06-29,42513
2016-06-30,42262
2016-07-01,42262
2016-07-02,41896
2016-07-03,41896
2016-07-04,41256
2016-07-05,41256
2016-07-06,40844
2016-07-07,40844
2016-07-08,40862
2016-07-09,40862
2016-07-10,40862
2016-07-11,40770
2016-07-12,40770
2016-07-13,40802
2016-07-14,40802
2016-07-15,40442
2016-07-16,40442
2016-07-17,40845
2016-07-18,40845
2016-07-23,40443
2016-07-24,40372
2016-07-25,40372
2016-07-26,40676
2016-07-27,40676
2016-07-28,40676
2016-07-29,40567
2016-07-30,40567
2016-07-31,40567
2016-08-01,42003
2016-08-02,42003
2016-08-03,42326
2016-08-04,42326
2016-08-05,42326
2016-08-06,42118
2016-08-07,42118
2016-08-08,42118
2016-08-09,42182
2016-08-10,42182
2016-08-11,42182
2016-08-12,42161
2016-08-13,42161
2016-08-14,42161
2016-08-15,42161
2016-08-16,42161
2016-08-17,42161
2016-08-18,42008
2016-08-19,42008
2016-08-20,41680
2016-08-21,41680
2016-08-22,41680
2016-08-23,41439
2016-08-24,41439
2016-08-25,41439
2016-08-26,41592
2016-08-28,41592
2016-08-31,41514
2016-09-01,42202
2016-09-02,42202
2016-09-03,42202
2016-09-04,42220
2016-09-05,42220
2016-09-06,42220
2016-09-07,42429
2016-09-08,42429
2016-09-09,42429
2016-09-10,42195
2016-09-11,42195
2016-09-12,42195
2016-09-13,42297
2016-09-14,42297
2016-09-15,42297
2016-09-16,42337
2016-09-17,42337
2016-09-18,41880
2016-09-19,41880
2016-09-20,41880
2016-09-21,42321
2016-09-22,42321
2016-09-23,41398
2016-09-24,41398
2016-09-25,41398
2016-09-26,39974
2016-09-27,39974
2016-09-28,39974
2016-09-29,39617
2016-09-30,39617
2016-10-01,39605
2016-10-02,39605
2016-10-03,39605
2016-10-04,39662
2016-10-05,39662
2016-10-06,39662
2016-10-07,40218
2016-10-08,40218
2016-10-09,40759
2016-10-10,40759
2016-10-11,40759
2016-10-12,40676
2016-10-13,40676
2016-10-14,41750
2016-10-15,41750
2016-10-16,41750
2016-10-17,41753
2016-10-18,41753
2016-10-19,41753
2016-10-20,41666
2016-10-21,41666
2016-10-22,41666
2016-10-23,41780
2016-10-24,41780
2016-10-25,41780
2016-10-26,42241
2016-10-27,42241
2016-10-28,42241
2016-10-29,42167
2016-10-30,42167
2016-10-31,42515
2016-11-01,42515
2016-11-02,42515
2016-11-03,42515
2016-11-04,42148
2016-11-05,42148
2016-11-06,42148
2016-11-07,42514
2016-11-08,42514
2016-11-09,42574
2016-11-10,42574
2016-11-11,42574
2016-11-12,42954
2016-11-13,42954
2016-11-14,42954
2016-12-07,44383
2016-12-08,44597
2016-12-09,44597
2016-12-10,44597
2016-12-11,44724
2016-12-12,44724
2016-12-13,44724
2016-12-14,45013
2016-12-15,45013
2016-12-16,45013
2016-12-17,44848
2016-12-18,44848
2016-12-19,44848
2016-12-20,44826
2016-12-21,44826
2016-12-22,44826
2016-12-23,44235
2016-12-24,44235
2016-12-25,44235
2016-12-26,44412
2016-12-27,44412
2016-12-28,44412
2016-12-29,44143
2016-12-30,44143
2016-12-31,44143
2017-01-01,44290
2017-01-02,44290
2017-01-03,44290
2017-01-04,43863
2017-01-05,43863
2017-01-06,43863
2017-01-07,43727
2017-01-08,43727
2017-01-09,43842
2017-01-10,43842
2017-01-11,44630
2017-01-12,44630
2017-01-13,44559
2017-01-14,44559
2017-01-15,45021
2017-01-16,45021
2017-01-17,44170
2017-01-18,44170
2017-01-19,44170
2017-01-20,43763
2017-01-21,43763
2017-01-22,43763
2017-01-27,43942
2017-01-28,43296
2017-01-29,43296
2017-01-30,43296
2017-01-31,43095
2017-02-01,43095
2017-02-02,43920
2017-02-03,43920
2017-02-04,44411
2017-02-05,44411
2017-02-06,44411
2017-02-07,44283
2017-02-08,44283
2017-02-09,44283
2017-02-10,44558
2017-02-11,44558
2017-02-12,44558
2017-02-13,44599
2017-02-14,44599
2017-02-15,44125
2017-02-16,44125
2017-02-18,44151
2017-02-19,44151
2017-02-20,44344
2017-02-21,44344
2017-02-22,44344
2017-02-23,43465
2017-02-24,43465
2017-02-25,43465
2017-02-26,43867
2017-02-27,43867
2017-02-28,43334
2017-03-01,43334
2017-03-02,43237
2017-03-03,43237
2017-03-04,43563
2017-03-05,43563
2017-03-06,42877
2017-03-07,42877
2017-03-08,42877
2017-03-09,42730
2017-03-10,42730
2017-03-11,43401
2017-03-12,43401
2017-03-13,44955
2017-03-14,44955
2017-03-15,45590
2017-03-16,45590
2017-03-17,45590
2017-03-18,45855
2017-03-19,45855
2017-03-20,45324
2017-03-21,45324
2017-03-22,45324
2017-03-23,45587
2017-03-24,45587
2017-03-25,45587
2017-03-26,45925
2017-03-27,45925
2017-03-28,45586
2017-03-29,45586
2017-03-30,45586
2017-03-31,45045
2017-04-01,45045
2017-04-02,45045
2017-04-03,45294
2017-04-04,45294
2017-04-12,44925
2017-04-13,44925
2017-04-14,44925
2017-04-15,45048
2017-04-16,45048
2017-04-17,44829
2017-04-18,44829
2017-04-19,44829
2017-04-20,44562
2017-04-21,44562
2017-04-22,44562
2017-04-23,44796
2017-04-24,44796
2017-04-25,44365
2017-04-26,44365
2017-04-27,44365
2017-04-28,44470
2017-04-29,44470
2017-04-30,44470
2017-05-01,44456
2017-05-02,44456
2017-05-03,44689
2017-05-04,44689
2017-05-05,44591
2017-05-06,44591
2017-05-07,44591
2017-05-08,45064
2017-05-09,45064
2017-05-10,45064
2017-05-11,45047
2017-05-12,45047
2017-05-13,45268
2017-05-14,45268
2017-05-15,45268
2017-05-16,45276
2017-05-17,45276
2017-05-18,45286
2017-05-19,45286
2017-05-20,45286
2017-05-21,45287
2017-05-22,45287
2017-05-23,46532
2017-05-24,46532
2017-05-25,48139
2017-05-26,48139
2017-05-27,48831
2017-05-28,48831
2017-05-29,48831
2017-05-30,49642
2017-05-31,49642
2017-06-01,49642
2017-06-02,49829
2017-06-03,49829
2017-06-06,49372
2017-06-07,49098
2017-06-08,49098
2017-06-09,49098
2017-06-10,47992
2017-06-11,47992
2017-06-12,47992
2017-06-13,47451
2017-06-14,47451
2017-06-15,47451
2017-06-16,46735
2017-06-17,46735
2017-06-18,47099
2017-06-19,47099
2017-06-20,47099
2017-06-21,46913
2017-06-22,46913
2017-06-23,46913
2017-06-24,46567
2017-06-25,46567
2017-06-26,46539
2017-06-27,46539
2017-06-28,46539
2017-06-29,46642
2017-06-30,46642
2017-07-01,46642
2017-07-02,45607
2017-07-03,45607
2017-07-04,45607
2017-07-05,46987
2017-07-06,46987
2017-07-07,46987
2017-07-08,47735
2017-07-13,47439
2017-07-14,47086
2017-07-15,47086
2017-07-16,47086
2017-07-17,46700
2017-07-18,46700
2017-07-19,46700
2017-07-20,46525
2017-07-21,46525
2017-07-22,46863
2017-07-23,46863
2017-07-24,46863
2017-07-25,45903
2017-07-26,45903
2017-07-27,45244
2017-07-28,45244
2017-07-29,45244
2017-07-30,44349
2017-07-31,44349
2017-08-01,44349
2017-08-02,44114
2017-08-03,44114
2017-08-04,44114
2017-08-05,42646
2017-08-06,42646
2017-08-09,42628
2017-08-10,42626
2017-08-11,42626
2017-08-12,42626
2017-08-13,41926
2017-08-14,41926
2017-08-15,40378
2017-08-16,40378
2017-08-17,40168
2017-08-18,40168
2017-08-19,40168
2017-08-20,41175
2017-08-22,41175
2017-08-23,40812
2017-08-24,40812
2017-08-25,40812
2017-08-26,41055
2017-08-27,41055
2017-08-28,41055
2017-08-29,40858
2017-08-30,40858
2017-08-31,40704
2017-09-01,40704
2017-09-02,39733
2017-09-03,39733
2017-09-04,39733
2017-09-05,38696
2017-09-06,38696
2017-09-07,38232
2017-09-08,38232
2017-09-09,38169
2017-09-10,38169
2017-09-11,38415
2017-09-12,38415
2017-09-13,38415
2017-09-14,38121
2017-09-15,38121
2017-09-16,38121
2017-09-17,37070
2017-09-19,37070
2017-09-20,36666
2017-09-21,36666
2017-09-22,35611
2017-09-23,35611
2017-09-24,35611
2017-09-25,35008
2017-09-26,35008
2017-09-27,35008
2017-09-28,34517
2017-09-29,34517
2017-09-30,34182
2017-10-01,34182
2017-10-02,33816
2017-10-03,33816
2017-10-04,33816
2017-10-05,33776
2017-10-06,33776
2017-10-07,33776
2017-10-08,32957
2017-10-09,32957
2017-10-10,33273
2017-10-11,33273
2017-10-12,33273
2017-10-13,33422
2017-10-14,33422
2017-10-15,33422
2017-10-16,33192
2017-10-17,33192
2017-10-18,33192
2017-10-19,32764
2017-10-20,32764
2017-10-21,32764
2017-10-22,32358
2017-10-23,32358
2017-10-24,32358
2017-10-25,31981
2017-10-26,31981
2017-10-27,31981
2017-10-28,31705
2017-10-29,31705
2017-10-30,31844
2017-10-31,31844
2017-11-01,31844
2017-11-02,31835
2017-11-03,31835
2017-11-04,31444
2017-11-05,31444
2017-11-06,31444
2017-11-07,30986
2017-11-08,30986
2017-11-09,30986
2017-11-10,30630
2017-11-11,30630
2017-11-12,29936
2017-11-13,29936
2017-11-14,29936
2017-11-15,29426
2017-11-16,29426
2017-11-17,29241
2017-11-18,29241
2017-11-19,29241
2017-11-20,28516
2017-11-21,28516
2017-11-22,28516
2017-11-23,27938
2017-11-24,27938
2017-11-25,27938
2017-11-26,27016
2017-11-27,27016
2017-11-28,27016
2017-11-29,26527
2017-11-30,26527
2017-12-01,25491
2017-12-02,25491
2017-12-03,24459
2017-12-04,24459
2017-12-05,24459
2017-12-06,24198
2017-12-07,24198
2017-12-08,24198
2017-12-09,24154
2017-12-10,24154
2017-12-11,24059
2017-12-12,24059
2017-12-14,23554
2017-12-15,23554
2017-12-17,22877
2017-12-18,22877
2017-12-19,22626
2017-12-20,22626
2017-12-21,22074
2017-12-22,22074
2017-12-23,22000
2017-12-24,22000
2017-12-25,22000
2017-12-26,21897
2017-12-27,21897
2017-12-28,21897
2017-12-29,22008
2017-12-30,22008
2017-12-31,21895
2018-01-01,21895
2018-01-02,21790
2018-01-03,21790
2018-01-04,21790
2018-01-05,21405
2018-01-06,21405
2018-01-07,21405
2018-01-08,20393
2018-01-09,20393
2018-01-10,19832
2018-01-11,19832
2018-01-12,19422
2018-01-13,19422
2018-01-14,18816
2018-01-15,18816
2018-01-16,18512
2018-01-17,18512
2018-01-18,18403
2018-01-19,18403
2018-01-20,18403
2018-01-21,17748
2018-01-22,17748
2018-01-23,17116
2018-01-25,16487
2018-01-26,16487
2018-01-27,16153
2018-01-28,16153
2018-01-29,16217
2018-01-31,16782
2018-02-01,16782
2018-02-02,17122
2018-02-03,17557
2018-02-04,17557
2018-02-05,17557
2018-02-06,17005
2018-02-07,17005
2018-02-08,16693
2018-02-09,16693
2018-02-10,17116
2018-02-11,17116
2018-02-12,17517
2018-02-13,17517
2018-02-14,17964
2018-02-15,17964
2018-02-16,18637
2018-02-17,18637
2018-02-18,19424
2018-02-19,19424
2018-02-20,19988
2018-02-21,19988
2018-02-22,19862
2018-02-23,19862
2018-02-24,20154
2018-02-25,20154
2018-02-26,19375
2018-02-27,19375
2018-03-01,18665
2018-03-02,18477
2018-03-03,18477
2018-03-04,18595
2018-03-05,18595
2018-03-06,19150
2018-03-07,19150
2018-03-08,19402
2018-03-09,19402
2018-03-10,19572
2018-03-11,19572
2018-03-12,19162
2018-03-13,19162
2018-03-14,18824
2018-03-15,18824
2018-03-16,18824
2018-03-17,18772
2018-03-18,18772
2018-03-19,18772
2018-03-20,18948
2018-03-21,18948
2018-03-23,19792
2018-03-24,19792
2018-03-26,20774
2018-03-27,21669
2018-03-28,21669
2018-03-29,22513
2018-03-30,22513
2018-03-31,22513
2018-04-01,23550
2018-04-02,23550
2018-04-03,24642
2018-04-04,24642
2018-04-05,24642
2018-04-06,25058
2018-04-07,25058
2018-04-08,25058
2018-04-09,25070
2018-04-10,25070
2018-04-11,25070
2018-04-12,24959
2018-04-13,24959
2018-04-14,24959
2018-04-15,24635
2018-04-16,24635
2018-04-17,24142
2018-04-18,24142
2018-04-19,24142
2018-04-20,23722
2018-04-21,23722
2018-04-22,23722
2018-04-23,23420
2018-04-24,23420
2018-04-25,23420
2018-04-26,22954
2018-04-27,22954
2018-04-28,21964
2018-04-29,21964
2018-04-30,21370
2018-05-01,21370
2018-05-04,21492
2018-05-05,20927
2018-05-06,20927
2018-05-07,20927
2018-05-08,20394
2018-05-09,20394
2018-05-10,20213
2018-05-11,20213
2018-05-12,21095
2018-05-13,21095
2018-05-14,21095
2018-05-15,21901
2018-05-16,21901
2018-05-17,21901
2018-05-18,21245
2018-05-19,21245
2018-05-20,20532
2018-05-21,20532
2018-05-22,20532
2018-05-23,20141
2018-05-24,20141
2018-05-25,20141
2018-05-26,19998
2018-05-27,19998
2018-05-28,19998
2018-05-29,19829
2018-05-30,19829
2018-05-31,19829
2018-06-01,19258
2018-06-02,19258
2018-06-03,18684
2018-06-04,18684
2018-06-05,18822
2018-06-06,18822
2018-06-07,18822
2018-06-08,18839
2018-06-09,18839
2018-06-10,18839
2018-06-11,18816
2018-06-12,18816
2018-06-13,18861
2018-06-14,18861
2018-06-15,18978
2018-06-16,18978
2018-06-17,18671
2018-06-18,18671
2018-06-19,18094
2018-06-20,18094
2018-06-21,18094
2018-06-22,17189
2018-06-23,17189
2018-06-24,16339
2018-06-25,16339
2018-06-26,15622
2018-06-27,15622
2018-06-28,14906
2018-06-29,14906
2018-06-30,14607
2018-07-01,14607
2018-07-02,14607
2018-07-03,14269
2018-07-04,14269
2018-07-05,14269
2018-07-06,13988
2018-07-07,13988
2018-07-08,13988
2018-07-09,13633
2018-07-10,13633
2018-07-11,13115
2018-07-12,13115
2018-07-13,13118
2018-07-14,13118
2018-07-15,13646
2018-07-16,13646
2018-07-17,14106
2018-07-18,14106
2018-07-19,14106
2018-07-20,14684
2018-07-21,14684
2018-07-22,15005
2018-07-23,15005
2018-07-24,15531
2018-07-25,15531
2018-07-26,15531
2018-07-27,15771
2018-07-28,15771
2018-07-29,16065
2018-07-30,16065
2018-07-31,16462
2018-08-01,16462
2018-08-02,17211
2018-08-03,17211
2018-08-04,17382
2018-08-05,17382
2018-08-06,17823
2018-08-07,17823
2018-08-08,17368
2018-08-09,17368
2018-08-10,17368
2018-08-11,18032
2018-08-12,18032
2018-08-14,18484
2018-08-16,17973
2018-08-17,18357
2018-08-18,18357
2018-08-19,19105
2018-08-20,19836
2018-08-21,19836
2018-08-22,20593
2018-08-23,20593
2018-08-24,21599
2018-08-25,21599
2018-08-26,22198
2018-08-27,22198
2018-08-28,22113
2018-08-29,22113
2018-08-30,22517
2018-08-31,22517
2018-09-01,22759
2018-09-02,22759
2018-09-03,22714
2018-09-04,22714
2018-09-05,23362
2018-09-06,23362
2018-09-07,23982
2018-09-08,23982
2018-09-09,24815
2018-09-10,24815
2018-09-11,25308
2018-09-12,25308
2018-09-13,25617
2018-09-14,25617
2018-09-15,26521
2018-09-16,26521
2018-09-17,26521
2018-09-18,27325
2018-09-19,27325
2018-09-20,27375
2018-09-21,27375
2018-09-22,28175
2018-09-23,28175
2018-09-24,28542
2018-09-25,28542
2018-09-26,28094
2018-09-27,28094
2018-09-28,27356
2018-09-29,27356
2018-09-30,27048
2018-10-02,25828
2018-10-03,25828
2018-10-04,25059
2018-10-05,25059
2018-10-06,25025
2018-10-07,25025
2018-10-08,24530
2018-10-09,24530
2018-10-10,23798
2018-10-11,23798
2018-10-12,24004
2018-10-13,24004
2018-10-14,24296
2018-10-15,24296
2018-10-16,24055
2018-10-17,24055
2018-10-18,23894
2018-10-19,23894
2018-10-20,23965
2018-10-21,23965
2018-10-22,23931
2018-10-23,23931
2018-10-24,23014
2018-10-25,23014
2018-10-26,23061
2018-10-27,23061
2018-10-28,23236
2018-10-29,23236
2018-10-30,23236
2018-10-31,24212
2018-11-01,24843
2018-11-03,25447
2018-11-04,25447
2018-11-05,25017
2018-11-06,26164
2018-11-07,26164
2018-11-08,27172
2018-11-09,27172
2018-11-10,28409
2018-11-11,28409
2018-11-12,28910
2018-11-13,29592
2018-11-15,30499
2018-11-16,31061
2018-11-17,31061
2018-11-18,31964
2018-11-19,31964
2018-11-20,33216
2018-11-21,33216
2018-11-22,34659
2018-11-23,34659
2018-11-24,36084
2018-11-25,37612
2018-11-26,37612
2018-11-27,38933
2018-11-28,38933
2018-11-29,40549
2018-12-01,42219
2018-12-02,43776
2018-12-03,43776
2018-12-05,46650
2018-12-07,47780
2018-12-09,49191
2018-12-10,48936
2018-12-11,48936
2018-12-12,49676
2018-12-13,50192
2018-12-14,50192
2018-12-15,49973
2018-12-16,49459
2018-12-17,49459
2018-12-18,49771
2018-12-19,49771
2018-12-20,48891
2018-12-21,48891
2018-12-22,48247
2018-12-23,47546
2018-12-24,48135
2018-12-25,48135
2018-12-26,48051
2018-12-27,47231
2018-12-28,47231
2018-12-29,47010
2018-12-30,47010
2018-12-31,46355
2019-01-01,46355
2019-01-02,45969
2019-01-03,45969
2019-01-04,44627
2019-01-05,43099
2019-01-06,42122
2019-01-08,41555
2019-01-10,40456
2019-01-11,40456
2019-01-12,39924
2019-01-13,39924
2019-01-14,39239
2019-01-15,39637
2019-01-16,39637
2019-01-17,39425
2019-01-18,39425
2019-01-19,39471
2019-01-20,39471
2019-01-21,38888
2019-01-22,37666
2019-01-23,36731
2019-01-24,36731
2019-01-25,36186
2019-01-26,35652
2019-01-27,34590
2019-01-28,34433
2019-01-29,33844
2019-01-30,34455
2019-01-31,34455
2019-02-01,34063
2019-02-02,34063
2019-02-03,33522
2019-02-04,33522
2019-02-05,33321
2019-02-06,33321
2019-02-07,32958
2019-02-08,32958
2019-02-09,32413
2019-02-10,32413
2019-02-11,31912
2019-02-12,31912
2019-02-13,30484
2019-02-14,30484
2019-02-15,29672
2019-02-16,29672
2019-02-17,29711
2019-02-18,29711
2019-02-19,29125
2019-02-20,29125
2019-02-21,29236
2019-02-22,29236
2019-02-23,29234
2019-02-24,29915
2019-02-25,29915
2019-02-26,29883
2019-02-27,29883
2019-02-28,29883
2019-03-01,29809
2019-03-02,29809
2019-03-03,29199
2019-03-04,29320
2019-03-05,29320
2019-03-06,28859
2019-03-07,28859
2019-03-08,28516
2019-03-09,28516
2019-03-10,28152
2019-03-11,28152
2019-03-12,27603
2019-03-13,27603
2019-03-14,27517
2019-03-15,27517
2019-03-16,27110
2019-03-17,26891
2019-03-18,26891
2019-03-19,27056
2019-03-20,27308
2019-03-21,27308
2019-03-22,26641
2019-03-23,26012
2019-03-24,26012
2019-03-25,25529
2019-03-26,25529
2019-03-27,25529
2019-03-28,25529
2019-03-29,25560
2019-03-30,25560
2019-03-31,25331
2019-04-01,25331
2019-04-02,25135
2019-04-03,26001
2019-04-04,26001
2019-04-05,26376
2019-04-06,26376
2019-04-07,26495
2019-04-08,26495
2019-04-09,26109
2019-04-10,26109
