date_obj,Silver%20bar price
2015-10-05,213
2015-10-06,222
2015-10-07,222
2015-10-08,216
2015-10-09,206
2015-10-10,206
2015-10-11,197
2015-10-12,197
2015-10-13,191
2015-10-14,191
2015-10-15,181
2015-10-16,181
2015-10-17,173
2015-10-18,173
2015-10-19,165
2015-10-20,165
2015-10-22,167
2015-10-23,168
2015-10-24,168
2015-10-25,167
2015-10-26,167
2015-10-27,161
2015-10-29,158
2015-10-30,158
2015-10-31,158
2015-11-01,158
2015-11-02,153
2015-11-03,153
2015-11-04,155
2015-11-05,155
2015-11-06,160
2015-11-07,157
2015-11-08,157
2015-11-09,152
2015-11-10,152
2015-11-11,156
2015-11-12,156
2015-11-13,161
2015-11-14,161
2015-11-15,159
2015-11-16,159
2015-11-17,161
2015-11-18,161
2015-11-19,165
2015-11-20,165
2015-11-21,173
2015-11-22,174
2015-11-23,174
2015-11-24,171
2015-11-25,178
2015-11-26,178
2015-11-27,174
2015-11-28,174
2015-11-29,166
2015-11-30,163
2015-12-01,163
2015-12-02,169
2015-12-03,169
2015-12-04,173
2015-12-05,173
2015-12-06,177
2015-12-07,177
2015-12-08,181
2015-12-09,182
2015-12-10,182
2015-12-11,180
2015-12-12,180
2015-12-13,183
2015-12-14,183
2015-12-15,188
2015-12-16,195
2015-12-17,195
2015-12-18,202
2015-12-19,202
2015-12-20,192
2015-12-21,192
2015-12-22,184
2015-12-23,174
2015-12-24,174
2015-12-25,165
2015-12-26,165
2015-12-27,156
2015-12-28,156
2015-12-29,153
2015-12-30,159
2015-12-31,162
2016-01-01,162
2016-01-02,163
2016-01-03,160
2016-01-04,155
2016-01-05,149
2016-01-06,145
2016-01-07,145
2016-01-08,145
2016-01-09,145
2016-01-10,152
2016-01-11,152
2016-01-12,159
2016-01-13,159
2016-01-14,155
2016-01-15,155
2016-01-16,163
2016-01-17,171
2016-01-18,177
2016-01-19,177
2016-01-20,174
2016-01-21,174
2016-01-22,179
2016-01-23,179
2016-01-24,177
2016-01-25,171
2016-01-26,171
2016-01-27,168
2016-01-28,168
2016-01-29,169
2016-01-30,169
2016-01-31,161
2016-02-01,162
2016-02-02,162
2016-02-03,162
2016-02-04,162
2016-02-05,162
2016-02-06,161
2016-02-07,161
2016-02-08,159
2016-02-09,159
2016-02-10,160
2016-02-11,160
2016-02-12,155
2016-02-13,153
2016-02-14,153
2016-02-15,147
2016-02-16,147
2016-02-17,141
2016-02-18,141
2016-02-19,138
2016-02-20,137
2016-02-21,142
2016-02-22,142
2016-02-23,146
2016-02-24,146
2016-02-25,149
2016-02-26,149
2016-02-27,153
2016-02-28,153
2016-02-29,152
2016-03-01,144
2016-03-02,144
2016-03-03,139
2016-03-04,139
2016-03-05,134
2016-03-06,134
2016-03-07,134
2016-03-08,140
2016-03-09,146
2016-03-10,141
2016-03-11,141
2016-03-12,136
2016-03-13,136
2016-03-14,133
2016-03-15,135
2016-03-16,133
2016-03-17,133
2016-03-18,139
2016-03-19,139
2016-03-20,140
2016-03-21,140
2016-03-22,144
2016-03-23,147
2016-03-24,147
2016-03-25,153
2016-03-26,151
2016-03-27,151
2016-03-28,153
2016-03-29,150
2016-03-30,150
2016-03-31,146
2016-04-01,146
2016-04-02,141
2016-04-03,133
2016-04-04,127
2016-04-05,127
2016-04-06,128
2016-04-07,128
2016-04-08,132
2016-04-09,138
2016-04-10,139
2016-04-11,139
2016-04-12,135
2016-04-13,135
2016-04-14,137
2016-04-15,142
2016-04-16,147
2016-04-17,150
2016-04-18,153
2016-04-19,153
2016-04-20,152
2016-04-21,152
2016-04-22,156
2016-04-23,151
2016-04-24,154
2016-04-25,158
2016-04-26,158
2016-04-27,158
2016-04-28,158
2016-04-29,157
2016-04-30,158
2016-05-01,158
2016-05-02,152
2016-05-03,153
2016-05-04,153
2016-05-05,158
2016-05-06,158
2016-05-07,164
2016-05-08,164
2016-05-09,164
2016-05-10,167
2016-05-11,167
2016-05-12,166
2016-05-13,158
2016-05-14,151
2016-05-15,145
2016-05-16,145
2016-05-17,140
2016-05-18,136
2016-05-19,136
2016-05-22,146
2016-05-23,152
2016-05-24,156
2016-05-25,156
2016-05-26,154
2016-05-27,150
2016-05-28,150
2016-05-29,153
2016-05-30,153
2016-05-31,148
2016-06-01,146
2016-06-02,152
2016-06-03,152
2016-06-04,148
2016-06-05,148
2016-06-06,153
2016-06-07,153
2016-06-08,159
2016-06-09,155
2016-06-10,156
2016-06-11,156
2016-06-12,158
2016-06-13,158
2016-06-14,153
2016-06-15,153
2016-06-16,149
2016-06-17,150
2016-06-18,150
2016-06-19,152
2016-06-20,157
2016-06-21,157
2016-06-22,157
2016-06-23,154
2016-06-24,154
2016-06-25,149
2016-06-26,149
2016-06-27,146
2016-06-28,140
2016-06-29,138
2016-06-30,136
2016-07-01,139
2016-07-02,139
2016-07-03,143
2016-07-04,144
2016-07-05,144
2016-07-06,147
2016-07-07,149
2016-07-08,149
2016-07-09,152
2016-07-10,152
2016-07-11,151
2016-07-12,150
2016-07-13,151
2016-07-14,153
2016-07-15,156
2016-07-16,156
2016-07-17,161
2016-07-18,155
2016-07-24,140
2016-07-25,136
2016-07-26,136
2016-07-27,135
2016-07-28,135
2016-07-29,134
2016-07-30,136
2016-07-31,136
2016-08-01,138
2016-08-02,138
2016-08-03,132
2016-08-04,132
2016-08-05,130
2016-08-06,135
2016-08-07,133
2016-08-08,133
2016-08-09,135
2016-08-10,141
2016-08-11,141
2016-08-12,149
2016-08-13,149
2016-08-14,156
2016-08-15,162
2016-08-16,168
2016-08-17,168
2016-08-18,167
2016-08-19,162
2016-08-20,165
2016-08-21,165
2016-08-22,164
2016-08-23,158
2016-08-24,158
2016-08-25,152
2016-08-26,152
2016-08-28,145
2016-08-31,139
2016-09-01,135
2016-09-02,135
2016-09-03,138
2016-09-04,138
2016-09-05,133
2016-09-06,133
2016-09-07,136
2016-09-08,136
2016-09-09,135
2016-09-10,135
2016-09-11,135
2016-09-12,136
2016-09-13,136
2016-09-14,136
2016-09-15,143
2016-09-16,143
2016-09-17,139
2016-09-18,139
2016-09-19,133
2016-09-20,133
2016-09-21,134
2016-09-22,138
2016-09-23,138
2016-09-24,137
2016-09-25,138
2016-09-26,138
2016-09-27,141
2016-09-28,141
2016-09-29,139
2016-09-30,139
2016-10-01,141
2016-10-02,141
2016-10-03,134
2016-10-04,134
2016-10-05,132
2016-10-06,132
2016-10-07,134
2016-10-08,131
2016-10-09,131
2016-10-11,119
2016-10-12,119
2016-10-13,116
2016-10-14,113
2016-10-15,111
2016-10-16,111
2016-10-17,115
2016-10-18,115
2016-10-19,117
2016-10-20,117
2016-10-21,123
2016-10-22,123
2016-10-23,130
2016-10-24,137
2016-10-25,137
2016-10-26,144
2016-10-27,144
2016-10-28,151
2016-10-29,159
2016-10-30,159
2016-10-31,167
2016-11-01,167
2016-11-02,176
2016-11-03,176
2016-11-04,182
2016-11-05,182
2016-11-06,178
2016-11-07,178
2016-11-08,170
2016-11-09,179
2016-11-10,188
2016-11-11,197
2016-11-12,207
2016-11-13,207
2016-11-14,218
2016-12-08,255
2016-12-09,258
2016-12-10,258
2016-12-11,252
2016-12-12,245
2016-12-13,246
2016-12-14,246
2016-12-15,246
2016-12-16,245
2016-12-17,238
2016-12-18,238
2016-12-19,234
2016-12-20,239
2016-12-21,247
2016-12-22,247
2016-12-23,248
2016-12-24,248
2016-12-25,244
2016-12-26,245
2016-12-27,253
2016-12-28,255
2016-12-29,254
2016-12-30,255
2016-12-31,258
2017-01-01,255
2017-01-02,244
2017-01-03,239
2017-01-04,248
2017-01-05,248
2017-01-06,254
2017-01-07,259
2017-01-08,267
2017-01-09,277
2017-01-10,291
2017-01-11,293
2017-01-12,285
2017-01-13,272
2017-01-14,262
2017-01-15,264
2017-01-16,270
2017-01-17,265
2017-01-18,266
2017-01-19,278
2017-01-20,282
2017-01-21,278
2017-01-22,281
2017-01-27,264
2017-01-28,259
2017-01-29,254
2017-01-30,243
2017-01-31,236
2017-02-01,240
2017-02-02,228
2017-02-03,216
2017-02-04,205
2017-02-05,194
2017-02-06,184
2017-02-07,174
2017-02-08,165
2017-02-09,157
2017-02-10,149
2017-02-11,141
2017-02-12,134
2017-02-13,127
2017-02-14,120
2017-02-15,115
2017-02-16,110
2017-02-18,106
2017-02-19,103
2017-02-20,103
2017-02-21,103
2017-02-22,103
2017-02-23,101
2017-02-24,101
2017-02-25,99
2017-02-26,99
2017-02-27,99
2017-02-28,97
2017-03-01,94
2017-03-02,90
2017-03-03,90
2017-03-04,92
2017-03-05,93
2017-03-06,97
2017-03-07,95
2017-03-08,95
2017-03-09,95
2017-03-10,94
2017-03-11,90
2017-03-12,87
2017-03-13,87
2017-03-14,87
2017-03-15,87
2017-03-16,84
2017-03-17,87
2017-03-18,87
2017-03-19,88
2017-03-20,87
2017-03-21,83
2017-03-22,85
2017-03-23,86
2017-03-24,84
2017-03-25,84
2017-03-26,86
2017-03-27,89
2017-03-28,88
2017-03-29,93
2017-03-30,97
2017-03-31,99
2017-04-01,101
2017-04-02,99
2017-04-03,98
2017-04-04,98
2017-04-12,107
2017-04-13,108
2017-04-14,109
2017-04-15,111
2017-04-16,111
2017-04-17,113
2017-04-18,114
2017-04-19,115
2017-04-20,118
2017-04-21,118
2017-04-22,115
2017-04-23,115
2017-04-24,113
2017-04-25,114
2017-04-26,114
2017-04-27,110
2017-04-28,113
2017-04-29,111
2017-04-30,112
2017-05-01,114
2017-05-02,115
2017-05-03,116
2017-05-04,115
2017-05-05,115
2017-05-06,114
2017-05-07,115
2017-05-08,116
2017-05-09,115
2017-05-10,115
2017-05-11,114
2017-05-12,115
2017-05-13,113
2017-05-14,113
2017-05-15,113
2017-05-16,114
2017-05-17,113
2017-05-18,113
2017-05-19,113
2017-05-20,111
2017-05-21,111
2017-05-22,109
2017-05-23,110
2017-05-24,107
2017-05-25,105
2017-05-26,102
2017-05-27,101
2017-05-28,103
2017-05-29,106
2017-05-30,108
2017-05-31,112
2017-06-01,110
2017-06-02,107
2017-06-03,107
2017-06-06,110
2017-06-07,110
2017-06-08,110
2017-06-09,108
2017-06-10,108
2017-06-11,107
2017-06-12,106
2017-06-13,108
2017-06-14,107
2017-06-15,108
2017-06-16,108
2017-06-17,107
2017-06-18,104
2017-06-19,104
2017-06-20,103
2017-06-21,107
2017-06-22,107
2017-06-23,107
2017-06-24,105
2017-06-25,103
2017-06-26,101
2017-06-27,98
2017-06-28,94
2017-06-29,95
2017-06-30,97
2017-07-01,97
2017-07-02,98
2017-07-03,99
2017-07-04,101
2017-07-05,101
2017-07-06,102
2017-07-07,102
2017-07-08,106
2017-07-13,116
2017-07-14,121
2017-07-15,121
2017-07-16,119
2017-07-17,113
2017-07-18,113
2017-07-19,113
2017-07-20,111
2017-07-21,107
2017-07-22,106
2017-07-23,106
2017-07-24,106
2017-07-25,108
2017-07-26,106
2017-07-27,105
2017-07-28,102
2017-07-29,102
2017-07-30,102
2017-07-31,102
2017-08-01,105
2017-08-02,106
2017-08-03,108
2017-08-04,108
2017-08-05,108
2017-08-06,109
2017-08-09,107
2017-08-10,107
2017-08-11,108
2017-08-12,108
2017-08-13,106
2017-08-14,108
2017-08-15,110
2017-08-17,111
2017-08-18,111
2017-08-19,110
2017-08-20,107
2017-08-21,109
2017-08-22,111
2017-08-23,108
2017-08-24,107
2017-08-25,108
2017-08-26,108
2017-08-27,108
2017-08-28,108
2017-08-29,108
2017-08-30,109
2017-08-31,107
2017-09-01,107
2017-09-02,106
2017-09-03,106
2017-09-04,108
2017-09-05,107
2017-09-06,104
2017-09-07,105
2017-09-08,105
2017-09-09,104
2017-09-10,103
2017-09-11,105
2017-09-12,105
2017-09-13,106
2017-09-14,104
2017-09-15,104
2017-09-16,103
2017-09-17,103
2017-09-19,104
2017-09-20,104
2017-09-21,106
2017-09-22,100
2017-09-23,100
2017-09-24,97
2017-09-25,95
2017-09-26,98
2017-09-27,98
2017-09-28,100
2017-09-29,100
2017-09-30,100
2017-10-01,102
2017-10-02,100
2017-10-03,102
2017-10-04,102
2017-10-05,101
2017-10-06,99
2017-10-07,98
2017-10-08,98
2017-10-09,97
2017-10-10,97
2017-10-11,97
2017-10-12,100
2017-10-13,102
2017-10-14,101
2017-10-15,101
2017-10-16,102
2017-10-17,102
2017-10-18,100
2017-10-19,98
2017-10-20,97
2017-10-21,97
2017-10-22,97
2017-10-23,98
2017-10-24,101
2017-10-25,102
2017-10-26,103
2017-10-27,99
2017-10-28,99
2017-10-29,99
2017-10-30,100
2017-10-31,101
2017-11-01,101
2017-11-02,99
2017-11-03,97
2017-11-04,96
2017-11-05,97
2017-11-06,99
2017-11-07,99
2017-11-08,100
2017-11-09,100
2017-11-10,100
2017-11-11,101
2017-11-12,104
2017-11-13,107
2017-11-14,111
2017-11-15,113
2017-11-16,114
2017-11-17,111
2017-11-18,111
2017-11-19,110
2017-11-20,107
2017-11-21,109
2017-11-22,108
2017-11-23,108
2017-11-24,108
2017-11-25,111
2017-11-26,113
2017-11-27,113
2017-11-28,114
2017-11-29,118
2017-11-30,123
2017-12-01,126
2017-12-02,126
2017-12-03,124
2017-12-04,122
2017-12-05,116
2017-12-06,113
2017-12-07,114
2017-12-08,114
2017-12-09,113
2017-12-10,112
2017-12-11,111
2017-12-12,111
2017-12-13,110
2017-12-14,108
2017-12-15,108
2017-12-16,106
2017-12-17,108
2017-12-18,109
2017-12-19,108
2017-12-20,110
2017-12-21,111
2017-12-22,111
2017-12-23,110
2017-12-24,111
2017-12-25,114
2017-12-26,113
2017-12-27,118
2017-12-28,121
2017-12-29,118
2017-12-30,113
2017-12-31,112
2018-01-01,112
2018-01-02,112
2018-01-03,110
2018-01-04,110
2018-01-05,108
2018-01-06,108
2018-01-07,109
2018-01-08,106
2018-01-09,100
2018-01-10,97
2018-01-11,94
2018-01-12,93
2018-01-13,92
2018-01-14,95
2018-01-15,100
2018-01-16,102
2018-01-17,104
2018-01-18,105
2018-01-19,105
2018-01-20,104
2018-01-21,105
2018-01-22,104
2018-01-23,105
2018-01-24,108
2018-01-25,104
2018-01-26,102
2018-01-27,102
2018-01-28,102
2018-01-29,100
2018-01-30,101
2018-01-31,103
2018-02-01,104
2018-02-02,103
2018-02-03,107
2018-02-04,111
2018-02-05,112
2018-02-06,110
2018-02-07,107
2018-02-08,107
2018-02-09,103
2018-02-10,99
2018-02-11,99
2018-02-12,100
2018-02-13,101
2018-02-14,102
2018-02-15,102
2018-02-16,100
2018-02-17,99
2018-02-18,99
2018-02-19,99
2018-02-20,101
2018-02-21,103
2018-02-22,105
2018-02-23,106
2018-02-24,107
2018-02-25,110
2018-02-26,115
2018-02-27,119
2018-02-28,120
2018-03-01,122
2018-03-02,121
2018-03-03,118
2018-03-04,118
2018-03-05,117
2018-03-06,115
2018-03-07,110
2018-03-08,108
2018-03-09,107
2018-03-10,107
2018-03-11,106
2018-03-12,109
2018-03-13,110
2018-03-14,108
2018-03-15,107
2018-03-16,112
2018-03-17,112
2018-03-18,112
2018-03-19,114
2018-03-20,116
2018-03-21,116
2018-03-23,117
2018-03-24,118
2018-03-26,120
2018-03-27,119
2018-03-28,116
2018-03-29,116
2018-03-30,116
2018-03-31,112
2018-04-01,111
2018-04-02,110
2018-04-03,113
2018-04-04,110
2018-04-05,110
2018-04-06,109
2018-04-08,108
2018-04-09,109
2018-04-10,112
2018-04-11,111
2018-04-12,111
2018-04-13,110
2018-04-14,113
2018-04-16,110
2018-04-17,112
2018-04-18,116
2018-04-19,116
2018-04-20,115
2018-04-21,111
2018-04-22,107
2018-04-23,110
2018-04-24,110
2018-04-25,111
2018-04-26,111
2018-04-27,110
2018-04-28,110
2018-04-29,110
2018-04-30,113
2018-05-01,112
2018-05-02,114
2018-05-03,114
2018-05-04,116
2018-05-05,121
2018-05-06,121
2018-05-07,122
2018-05-08,124
2018-05-09,123
2018-05-10,123
2018-05-11,125
2018-05-12,125
2018-05-13,125
2018-05-14,123
2018-05-15,119
2018-05-16,118
2018-05-17,118
2018-05-18,114
2018-05-19,111
2018-05-20,107
2018-05-21,101
2018-05-22,103
2018-05-23,105
2018-05-24,107
2018-05-25,110
2018-05-26,107
2018-05-27,106
2018-05-28,103
2018-05-29,103
2018-05-30,103
2018-05-31,103
2018-06-01,103
2018-06-02,104
2018-06-03,104
2018-06-04,105
2018-06-05,106
2018-06-06,106
2018-06-07,105
2018-06-08,102
2018-06-09,103
2018-06-10,103
2018-06-11,103
2018-06-12,104
2018-06-13,105
2018-06-14,105
2018-06-15,105
2018-06-16,106
2018-06-17,106
2018-06-18,107
2018-06-19,104
2018-06-20,104
2018-06-21,104
2018-06-22,106
2018-06-23,106
2018-06-24,107
2018-06-25,108
2018-06-26,106
2018-06-27,107
2018-06-28,110
2018-06-29,111
2018-06-30,111
2018-07-01,110
2018-07-02,112
2018-07-03,111
2018-07-04,111
2018-07-05,112
2018-07-06,109
2018-07-07,107
2018-07-08,107
2018-07-09,106
2018-07-10,106
2018-07-11,110
2018-07-12,110
2018-07-13,110
2018-07-14,109
2018-07-15,110
2018-07-16,111
2018-07-17,112
2018-07-18,112
2018-07-19,115
2018-07-20,117
2018-07-21,119
2018-07-22,124
2018-07-23,124
2018-07-24,122
2018-07-25,119
2018-07-26,123
2018-07-27,122
2018-07-28,123
2018-07-29,125
2018-07-30,129
2018-07-31,128
2018-08-01,131
2018-08-02,133
2018-08-03,131
2018-08-04,131
2018-08-05,130
2018-08-06,129
2018-08-07,134
2018-08-08,133
2018-08-09,133
2018-08-10,137
2018-08-11,137
2018-08-12,135
2018-08-14,133
2018-08-16,130
2018-08-17,129
2018-08-18,128
2018-08-19,129
2018-08-20,127
2018-08-21,127
2018-08-22,127
2018-08-23,128
2018-08-24,129
2018-08-25,127
2018-08-26,124
2018-08-27,126
2018-08-28,127
2018-08-29,128
2018-08-30,129
2018-08-31,133
2018-09-01,134
2018-09-02,133
2018-09-03,132
2018-09-04,137
2018-09-05,140
2018-09-06,140
2018-09-07,139
2018-09-08,140
2018-09-09,144
2018-09-10,145
2018-09-11,148
2018-09-12,147
2018-09-13,143
2018-09-14,142
2018-09-15,141
2018-09-16,137
2018-09-17,136
2018-09-18,136
2018-09-19,139
2018-09-20,139
2018-09-21,136
2018-09-22,138
2018-09-23,135
2018-09-24,135
2018-09-25,139
2018-09-26,138
2018-09-27,136
2018-09-28,136
2018-09-29,137
2018-09-30,139
2018-10-02,140
2018-10-03,136
2018-10-04,134
2018-10-05,137
2018-10-06,137
2018-10-07,135
2018-10-08,129
2018-10-09,128
2018-10-10,128
2018-10-11,129
2018-10-12,127
2018-10-13,127
2018-10-14,127
2018-10-15,129
2018-10-16,124
2018-10-17,124
2018-10-18,123
2018-10-19,122
2018-10-20,121
2018-10-21,119
2018-10-22,118
2018-10-23,123
2018-10-24,126
2018-10-25,123
2018-10-26,121
2018-10-27,118
2018-10-28,117
2018-10-29,117
2018-10-30,114
2018-10-31,110
2018-11-01,106
2018-11-03,104
2018-11-04,106
2018-11-05,106
2018-11-06,109
2018-11-07,110
2018-11-08,110
2018-11-09,112
2018-11-10,111
2018-11-11,109
2018-11-12,107
2018-11-13,106
2018-11-14,105
2018-11-15,106
2018-11-16,104
2018-11-17,100
2018-11-18,98
2018-11-19,97
2018-11-20,98
2018-11-21,97
2018-11-22,96
2018-11-23,96
2018-11-24,93
2018-11-25,92
2018-11-26,93
2018-11-27,96
2018-11-28,93
2018-11-29,90
2018-12-01,89
2018-12-02,87
2018-12-03,87
2018-12-04,87
2018-12-05,91
2018-12-07,92
2018-12-09,94
2018-12-10,95
2018-12-11,97
2018-12-12,99
2018-12-13,99
2018-12-14,97
2018-12-15,94
2018-12-16,95
2018-12-17,96
2018-12-18,97
2018-12-19,98
2018-12-20,99
2018-12-21,99
2018-12-22,101
2018-12-23,100
2018-12-24,99
2018-12-25,99
2018-12-26,99
2018-12-27,98
2018-12-28,98
2018-12-29,98
2018-12-30,98
2018-12-31,96
2019-01-01,96
2019-01-02,96
2019-01-03,97
2019-01-04,97
2019-01-05,98
2019-01-06,97
2019-01-08,99
2019-01-10,97
2019-01-11,96
2019-01-12,94
2019-01-13,93
2019-01-14,93
2019-01-15,92
2019-01-16,91
2019-01-17,91
2019-01-18,91
2019-01-19,93
2019-01-20,95
2019-01-21,96
2019-01-22,99
2019-01-23,99
2019-01-24,96
2019-01-25,95
2019-01-26,97
2019-01-27,96
2019-01-28,97
2019-01-29,97
2019-01-30,95
2019-01-31,93
2019-02-01,93
2019-02-02,92
2019-02-03,94
2019-02-04,97
2019-02-05,97
2019-02-06,97
2019-02-07,96
2019-02-08,96
2019-02-09,96
2019-02-10,97
2019-02-11,98
2019-02-12,99
2019-02-13,102
2019-02-14,103
2019-02-15,105
2019-02-16,104
2019-02-17,103
2019-02-18,104
2019-02-19,109
2019-02-20,110
2019-02-21,112
2019-02-22,109
2019-02-23,107
2019-02-24,104
2019-02-25,103
2019-02-26,107
2019-02-27,110
2019-02-28,109
2019-03-01,106
2019-03-02,104
2019-03-03,102
2019-03-04,100
2019-03-05,99
2019-03-06,103
2019-03-07,105
2019-03-08,107
2019-03-09,107
2019-03-10,108
2019-03-11,109
2019-03-12,110
2019-03-13,111
2019-03-14,113
2019-03-15,118
2019-03-16,117
2019-03-17,118
2019-03-18,123
2019-03-19,125
2019-03-20,122
2019-03-21,117
2019-03-22,115
2019-03-23,112
2019-03-24,108
2019-03-25,107
2019-03-26,109
2019-03-27,112
2019-03-28,109
2019-03-29,108
2019-03-30,107
2019-03-31,109
2019-04-01,113
2019-04-02,113
2019-04-03,115
2019-04-04,117
2019-04-05,114
2019-04-06,113
2019-04-07,112
2019-04-08,112
2019-04-09,110
2019-04-10,111
2019-04-11,114
2019-04-12,112
2019-04-13,113
2019-04-14,113
2019-04-15,112
2019-04-16,111
2019-04-17,113
2019-04-18,115
2019-04-19,117
2019-04-20,118
2019-04-21,121
2019-04-22,123
2019-04-23,120
2019-04-24,117
2019-04-25,113
2019-04-26,110
2019-04-27,108
2019-04-28,106
2019-04-29,103
2019-04-30,102
2019-05-01,103
2019-05-02,104
2019-05-03,106
2019-05-04,109
2019-05-05,111
2019-05-06,115
2019-05-07,120
2019-05-08,123
2019-05-09,126
2019-05-10,124
2019-05-11,121
2019-05-12,118
2019-05-13,117
2019-05-14,116
2019-05-15,111
2019-05-16,110
2019-05-17,109
2019-05-18,107
2019-05-19,105
2019-05-20,108
2019-05-21,106
2019-05-22,108
2019-05-23,106
2019-05-24,104
2019-05-25,103
2019-05-26,104
2019-05-27,106
2019-05-28,108
2019-05-29,110
2019-05-30,110
2019-05-31,111
2019-06-01,112
2019-06-02,112
2019-06-03,112
2019-06-04,109
2019-06-05,108
2019-06-06,110
2019-06-07,113
2019-06-08,115
2019-06-09,115
2019-06-10,113
2019-06-11,111
2019-06-12,109
2019-06-13,107
2019-06-14,106
2019-06-15,103
2019-06-16,104
2019-06-17,106
2019-06-18,108
2019-06-19,110
2019-06-20,110
2019-06-21,112
2019-06-22,111
2019-06-23,108
2019-06-24,107
2019-06-25,107
2019-06-26,105
2019-06-27,106
2019-06-28,109
2019-06-29,109
2019-06-30,108
2019-07-01,107
2019-07-02,106
2019-07-03,106
2019-07-04,107
2019-07-05,108
2019-07-06,109
2019-07-07,109
2019-07-08,107
2019-07-09,107
2019-07-10,108
2019-07-11,108
2019-07-12,108
2019-07-13,109
2019-07-14,108
2019-07-15,108
2019-07-16,107
2019-07-17,107
2019-07-18,106
2019-07-19,109
2019-07-20,109
2019-07-21,113
2019-07-22,118
2019-07-23,118
2019-07-24,113
2019-07-25,111
2019-07-26,110
2019-07-27,109
2019-07-28,107
2019-07-29,106
2019-07-30,103
2019-07-31,100
2019-08-01,101
2019-08-02,101
2019-08-03,99
2019-08-04,98
2019-08-05,96
2019-08-06,94
2019-08-07,97
2019-08-08,100
2019-08-09,101
2019-08-10,99
2019-08-11,95
2019-08-12,92
2019-08-13,91
2019-08-14,92
2019-08-15,90
2019-08-16,93
2019-08-17,94
2019-08-18,95
2019-08-19,95
2019-08-20,97
2019-08-21,100
2019-08-22,101
2019-08-23,101
2019-08-24,100
2019-08-24,100
2019-08-25,99
2019-08-25,99
2019-08-26,100
2019-08-26,100
2019-08-27,100
2019-08-27,100
2019-08-28,100
2019-08-29,99
2019-08-30,99
2019-08-31,97
2019-09-01,98
2019-09-02,97
2019-09-03,98
2019-09-04,99
