date_obj,Pegasian%20boots price
2015-09-13,25388979
2015-09-14,25388979
2015-09-15,24119530
2015-09-16,24119530
2015-09-17,22958334
2015-09-18,22958334
2015-09-19,23668390
2015-09-20,23993676
2015-09-21,24196028
2015-09-22,24325886
2015-09-23,24023055
2015-09-24,24023055
2015-09-25,22948294
2015-09-27,22194759
2015-09-28,21159893
2015-09-29,21159893
2015-09-30,21652628
2015-10-05,21790441
2015-10-06,22051675
2015-10-07,22161965
2015-10-08,22444937
2015-10-09,21882163
2015-10-10,21882163
2015-10-11,21439079
2015-10-12,21051067
2015-10-13,21051067
2015-10-14,20694476
2015-10-15,20461602
2015-10-16,20382268
2015-10-17,20382268
2015-10-18,20619866
2015-10-19,21144353
2015-10-20,21195319
2015-10-22,21289317
2015-10-23,21595638
2015-10-24,22164524
2015-10-25,22223420
2015-10-26,22434933
2015-10-27,22434933
2015-10-29,23149697
2015-10-30,23009243
2015-10-31,23025490
2015-11-01,23025490
2015-11-02,23096389
2015-11-03,23096389
2015-11-04,22826273
2015-11-05,22651188
2015-11-06,22651188
2015-11-07,22318623
2015-11-08,22318623
2015-11-09,22469513
2015-11-10,22469513
2015-11-11,22621901
2015-11-12,22621901
2015-11-13,22719122
2015-11-14,23301509
2015-11-15,23719822
2015-11-16,23719822
2015-11-17,23830593
2015-11-18,23830593
2015-11-19,23592049
2015-11-20,23708008
2015-11-21,23708008
2015-11-22,23537754
2015-11-23,23537754
2015-11-24,23801766
2015-11-25,23929731
2015-11-26,23929731
2015-11-27,24197246
2015-11-28,24082496
2015-11-29,24043663
2015-11-30,23977888
2015-12-01,23977888
2015-12-02,23781938
2015-12-03,23932770
2015-12-04,23932770
2015-12-05,24294509
2015-12-06,24345584
2015-12-07,24573119
2015-12-08,24392958
2015-12-09,24382894
2015-12-10,24402804
2015-12-11,24491496
2015-12-12,24450547
2015-12-13,24737724
2015-12-14,24737724
2015-12-15,25218378
2015-12-16,25598129
2015-12-17,25688408
2015-12-18,25465655
2015-12-19,25346694
2015-12-20,25183859
2015-12-21,25038541
2015-12-22,25189677
2015-12-23,25427370
2015-12-24,25283196
2015-12-25,25599131
2015-12-26,25932657
2015-12-27,26489496
2015-12-28,26325980
2015-12-29,25953140
2015-12-30,25894696
2015-12-31,26591300
2016-01-01,26690892
2016-01-02,27008436
2016-01-03,27317253
2016-01-04,27098332
2016-01-05,26705958
2016-01-06,26586199
2016-01-07,26461278
2016-01-08,26434848
2016-01-09,27004285
2016-01-10,27091801
2016-01-11,27069901
2016-01-12,27045031
2016-01-13,26726952
2016-01-14,26539708
2016-01-15,26523782
2016-01-16,26425055
2016-01-17,26702135
2016-01-18,26614164
2016-01-19,26537859
2016-01-20,26562245
2016-01-21,26449500
2016-01-22,26473935
2016-01-23,26164579
2016-01-24,26129877
2016-01-25,26039613
2016-01-26,25855411
2016-01-27,25861879
2016-01-28,25861879
2016-01-29,25622131
2016-01-30,25755814
2016-01-31,25797502
2016-02-01,25737096
2016-02-02,25737991
2016-02-03,25737961
2016-02-04,25409580
2016-02-05,25574939
2016-02-06,25739145
2016-02-07,25979956
2016-02-08,26262787
2016-02-09,26217965
2016-02-10,26226577
2016-02-11,26340170
2016-02-12,26624105
2016-02-13,26751584
2016-02-14,26652018
2016-02-15,26544677
2016-02-16,26389254
2016-02-17,26366267
2016-02-18,26345404
2016-02-19,26430650
2016-02-20,26512616
2016-02-21,26384743
2016-02-22,26384743
2016-02-23,26047609
2016-02-24,25444664
2016-02-25,25621215
2016-02-26,25830530
2016-02-27,26133924
2016-02-28,25895235
2016-02-29,25925299
2016-03-01,26228074
2016-03-02,26413169
2016-03-03,26397486
2016-03-04,26490529
2016-03-05,26572841
2016-03-06,26584775
2016-03-07,26728103
2016-03-08,26774542
2016-03-09,27047400
2016-03-10,26973090
2016-03-11,26951422
2016-03-12,27028774
2016-03-13,27101362
2016-03-14,27131398
2016-03-15,26802642
2016-03-16,26728393
2016-03-17,26673515
2016-03-18,26776736
2016-03-19,26754992
2016-03-20,26653082
2016-03-21,26630492
2016-03-22,26541758
2016-03-23,26585186
2016-03-24,26872696
2016-03-25,27374599
2016-03-26,27113755
2016-03-27,27059665
2016-03-28,26833557
2016-03-29,26684449
2016-03-30,26684449
2016-03-31,26209568
2016-04-01,24907958
2016-04-02,24988515
2016-04-03,26061120
2016-04-04,26577623
2016-04-05,26331400
2016-04-06,26256380
2016-04-07,25782412
2016-04-08,25975125
2016-04-09,26049327
2016-04-10,26054316
2016-04-11,26054316
2016-04-12,25877450
2016-04-13,25897687
2016-04-14,25942782
2016-04-15,26187876
2016-04-16,26288481
2016-04-17,26168281
2016-04-18,26021254
2016-04-19,26148385
2016-04-20,25943425
2016-04-21,25645008
2016-04-22,25658266
2016-04-23,25691170
2016-04-24,25786588
2016-04-25,25611269
2016-04-26,25481354
2016-04-27,25378012
2016-04-28,25148962
2016-04-29,25245983
2016-04-30,25285530
2016-05-01,25379567
2016-05-02,25454769
2016-05-03,25435577
2016-05-04,25462207
2016-05-05,25527046
2016-05-06,25548017
2016-05-07,25686778
2016-05-08,25881737
2016-05-09,26284829
2016-05-10,26494362
2016-05-11,26510583
2016-05-12,26531042
2016-05-13,26783896
2016-05-14,27127968
2016-05-15,27282550
2016-05-16,27250341
2016-05-17,27121588
2016-05-18,27045044
2016-05-19,27119325
2016-05-22,27169170
2016-05-23,27059574
2016-05-24,27103013
2016-05-25,26912584
2016-05-26,26843591
2016-05-27,27155493
2016-05-28,27665497
2016-05-29,27743660
2016-05-30,27671013
2016-05-31,27608610
2016-06-01,27945599
2016-06-02,28021122
2016-06-03,28002548
2016-06-04,27935953
2016-06-05,28004091
2016-06-06,27870709
2016-06-07,27837752
2016-06-08,27836274
2016-06-09,27986322
2016-06-10,28696155
2016-06-11,28945606
2016-06-12,29725860
2016-06-13,29342780
2016-06-14,29134542
2016-06-15,28824773
2016-06-16,28592740
2016-06-17,28130920
2016-06-18,28233757
2016-06-19,28163997
2016-06-20,28123671
2016-06-21,28202075
2016-06-22,27954366
2016-06-23,27897164
2016-06-24,27738734
2016-06-25,27823012
2016-06-26,27945119
2016-06-27,27931748
2016-06-28,28061585
2016-06-29,27933494
2016-06-30,27878390
2016-07-01,27947635
2016-07-02,28008773
2016-07-03,27991610
2016-07-04,28091149
2016-07-05,27981830
2016-07-06,27468238
2016-07-07,26209809
2016-07-08,24926797
2016-07-09,24077215
2016-07-10,22993223
2016-07-11,22081019
2016-07-12,21694936
2016-07-13,21560363
2016-07-14,20482708
2016-07-15,19494177
2016-07-16,18727272
2016-07-17,18519885
2016-07-18,19380421
2016-07-23,22414196
2016-07-24,22697160
2016-07-25,23486457
2016-07-26,23758056
2016-07-27,23737225
2016-07-28,23593943
2016-07-29,23007877
2016-07-30,22698520
2016-07-31,22815149
2016-08-01,22812392
2016-08-02,22634273
2016-08-03,22395609
2016-08-04,22056724
2016-08-05,21728433
2016-08-06,21434732
2016-08-07,21386955
2016-08-08,20749656
2016-08-09,20912029
2016-08-10,20675866
2016-08-11,20505252
2016-08-12,20491681
2016-08-13,20762648
2016-08-14,20762665
2016-08-15,20890875
2016-08-16,21035592
2016-08-17,20922344
2016-08-18,20318974
2016-08-19,20149230
2016-08-20,20499296
2016-08-21,20510375
2016-08-22,20447521
2016-08-23,19544835
2016-08-24,19087453
2016-08-25,18284468
2016-08-26,18414847
2016-08-28,19469313
2016-08-31,19407717
2016-09-01,19491081
2016-09-02,19491081
2016-09-03,19691976
2016-09-04,19749572
2016-09-05,19691200
2016-09-06,19738582
2016-09-07,19743380
2016-09-08,19640634
2016-09-09,19480861
2016-09-10,19073644
2016-09-11,19079863
2016-09-12,18612795
2016-09-13,17873297
2016-09-14,17414815
2016-09-15,17386846
2016-09-16,17772047
2016-09-17,18363447
2016-09-18,18614050
2016-09-19,18844391
2016-09-20,18930528
2016-09-21,18728948
2016-09-22,18985232
2016-09-23,19398153
2016-09-24,19398153
2016-09-25,19603913
2016-09-26,19491825
2016-09-27,19557575
2016-09-28,19864790
2016-09-29,20141129
2016-09-30,19931797
2016-10-01,20189394
2016-10-02,20273155
2016-10-03,20539429
2016-10-04,20362825
2016-10-05,20447756
2016-10-06,20568570
2016-10-07,20741015
2016-10-08,20982760
2016-10-09,21378008
2016-10-10,21307228
2016-10-11,21179568
2016-10-12,21399485
2016-10-13,21149089
2016-10-14,21355825
2016-10-15,21622230
2016-10-16,22064886
2016-10-17,22371395
2016-10-18,22104704
2016-10-19,22168954
2016-10-20,22178152
2016-10-21,22331251
2016-10-22,22309163
2016-10-23,22386852
2016-10-24,22025291
2016-10-25,22033279
2016-10-26,22012527
2016-10-27,22317954
2016-10-28,22061341
2016-10-29,21831185
2016-10-30,21807342
2016-10-31,21757468
2016-11-01,21887434
2016-11-02,22006039
2016-11-03,22257160
2016-11-04,22676498
2016-11-05,22697518
2016-11-06,22916338
2016-11-07,23059410
2016-11-08,22315319
2016-11-09,21778394
2016-11-10,20912911
2016-11-11,21014412
2016-11-12,21228680
2016-11-13,21707264
2016-11-14,21635761
2016-12-07,22605307
2016-12-08,22433228
2016-12-09,22265137
2016-12-10,22301045
2016-12-11,22455415
2016-12-12,22646282
2016-12-13,22491019
2016-12-14,22502902
2016-12-15,22824674
2016-12-16,23103692
2016-12-17,23174737
2016-12-18,23130032
2016-12-19,23275764
2016-12-20,23581725
2016-12-21,23697283
2016-12-22,24218953
2016-12-23,24644878
2016-12-24,25512187
2016-12-25,25901398
2016-12-26,26176672
2016-12-27,25752611
2016-12-28,24607821
2016-12-29,23826548
2016-12-30,23858755
2016-12-31,24124553
2017-01-01,25015423
2017-01-02,25062626
2017-01-03,24989356
2017-01-04,25382167
2017-01-05,25663147
2017-01-06,26759855
2017-01-07,27582116
2017-01-08,27678263
2017-01-09,27820760
2017-01-10,27363362
2017-01-11,26939783
2017-01-12,27033508
2017-01-13,27860943
2017-01-14,28728443
2017-01-15,28963620
2017-01-16,28502777
2017-01-17,27898315
2017-01-18,28082542
2017-01-19,27995827
2017-01-20,28021378
2017-01-21,28218883
2017-01-22,28144922
2017-01-27,27008879
2017-01-28,26982190
2017-01-29,27129309
2017-01-30,27254114
2017-01-31,27415690
2017-02-01,27311450
2017-02-02,27289225
2017-02-03,27578113
2017-02-04,28054857
2017-02-05,28368969
2017-02-06,28114149
2017-02-07,28140248
2017-02-08,28198081
2017-02-09,28392586
2017-02-10,28833888
2017-02-11,29244870
2017-02-12,28965927
2017-02-13,28749752
2017-02-14,28538443
2017-02-15,28636082
2017-02-16,29032736
2017-02-18,29414532
2017-02-19,29343160
2017-02-20,29269282
2017-02-21,29150637
2017-02-22,28328167
2017-02-23,27246074
2017-02-24,27715250
2017-02-25,28357294
2017-02-26,28713460
2017-02-27,29125251
2017-02-28,29113828
2017-03-01,29160088
2017-03-02,29673306
2017-03-03,29442083
2017-03-04,29728777
2017-03-05,29764516
2017-03-06,29856705
2017-03-07,29882854
2017-03-08,29843396
2017-03-09,29906454
2017-03-10,29864369
2017-03-11,30051564
2017-03-12,29957570
2017-03-13,29894410
2017-03-14,29979727
2017-03-15,29596474
2017-03-16,28861759
2017-03-17,27521049
2017-03-18,27282581
2017-03-19,27700888
2017-03-20,26815575
2017-03-21,27211755
2017-03-22,28214665
2017-03-23,28663138
2017-03-24,28932267
2017-03-25,28707507
2017-03-26,28828931
2017-03-27,28851598
2017-03-28,28866185
2017-03-29,28754120
2017-03-30,28812182
2017-03-31,29273377
2017-04-01,29541089
2017-04-02,29796877
2017-04-03,29688554
2017-04-04,29844058
2017-04-12,29722981
2017-04-13,29846427
2017-04-14,29940025
2017-04-15,29917593
2017-04-16,29941297
2017-04-17,29955321
2017-04-18,29940131
2017-04-19,29997643
2017-04-20,29995029
2017-04-21,30194294
2017-04-22,30162169
2017-04-23,29865909
2017-04-24,29369010
2017-04-25,29370769
2017-04-26,29614462
2017-04-27,29805253
2017-04-28,29889865
2017-04-29,30098321
2017-04-30,29902279
2017-05-01,29972832
2017-05-02,29846846
2017-05-03,29850326
2017-05-04,29949144
2017-05-05,29944036
2017-05-06,29980594
2017-05-07,30224582
2017-05-08,30562539
2017-05-09,30814322
2017-05-10,30825875
2017-05-11,30488381
2017-05-12,30292562
2017-05-13,30210145
2017-05-14,30037123
2017-05-15,30018224
2017-05-16,29979532
2017-05-17,29911447
2017-05-18,29840031
2017-05-19,29811516
2017-05-20,29904626
2017-05-21,29863183
2017-05-22,29723224
2017-05-23,29680259
2017-05-24,29235980
2017-05-25,27847001
2017-05-26,26530308
2017-05-27,26735479
2017-05-28,27388506
2017-05-29,27538621
2017-05-30,28496748
2017-05-31,29013735
2017-06-01,27801265
2017-06-02,26823164
2017-06-03,26170099
2017-06-06,25815461
2017-06-07,25225251
2017-06-08,24883370
2017-06-09,23939864
2017-06-10,23279007
2017-06-11,22142468
2017-06-12,21296933
2017-06-13,22353696
2017-06-14,23471381
2017-06-15,24644283
2017-06-16,25556183
2017-06-17,25360469
2017-06-18,25039574
2017-06-19,24654511
2017-06-20,24663984
2017-06-21,24683058
2017-06-22,24596891
2017-06-23,24441310
2017-06-24,24260269
2017-06-25,24246347
2017-06-26,24487481
2017-06-27,24598120
2017-06-28,24745991
2017-06-29,24406510
2017-06-30,24518938
2017-07-01,24649740
2017-07-02,24862379
2017-07-03,24969814
2017-07-04,24920577
2017-07-05,25112484
2017-07-06,24937668
2017-07-07,24951827
2017-07-08,24912842
2017-07-13,23329267
2017-07-14,23364473
2017-07-15,23807377
2017-07-16,24530191
2017-07-17,24037699
2017-07-18,24084546
2017-07-19,24077270
2017-07-20,24056457
2017-07-21,24282956
2017-07-22,24658773
2017-07-23,24536588
2017-07-24,24474090
2017-07-25,24468638
2017-07-26,24592131
2017-07-27,24668758
2017-07-28,24757541
2017-07-29,24781019
2017-07-30,25071210
2017-07-31,24916989
2017-08-01,24968052
2017-08-02,24903593
2017-08-03,24804538
2017-08-04,24848102
2017-08-05,24899756
2017-08-06,25001358
2017-08-09,24653420
2017-08-10,24459859
2017-08-11,24509838
2017-08-12,24576560
2017-08-13,24776635
2017-08-14,24690541
2017-08-15,25013003
2017-08-17,25224666
2017-08-18,25603327
2017-08-19,25621128
2017-08-20,25872104
2017-08-21,26169882
2017-08-22,25989006
2017-08-23,25919526
2017-08-24,25862169
2017-08-25,25857772
2017-08-26,25837255
2017-08-27,25725602
2017-08-28,25705543
2017-08-29,25699195
2017-08-30,25686792
2017-08-31,25735761
2017-09-01,25670370
2017-09-02,26103378
2017-09-03,26011490
2017-09-04,25988626
2017-09-05,26140067
2017-09-06,26071886
2017-09-07,25926436
2017-09-08,25756392
2017-09-09,25805550
2017-09-10,25750786
2017-09-11,25570681
2017-09-12,25677466
2017-09-13,25573903
2017-09-14,25226525
2017-09-15,25008798
2017-09-16,24930556
2017-09-17,24843632
2017-09-19,24688853
2017-09-20,24571949
2017-09-21,24420496
2017-09-22,24377539
2017-09-23,24525184
2017-09-24,24367130
2017-09-25,24294538
2017-09-26,24415084
2017-09-27,24330181
2017-09-28,24268369
2017-09-29,24432282
2017-09-30,24607315
2017-10-01,24724011
2017-10-02,24801577
2017-10-03,24692865
2017-10-04,24700462
2017-10-05,24634553
2017-10-06,24671414
2017-10-07,24818298
2017-10-08,24876637
2017-10-09,25086640
2017-10-10,25118165
2017-10-11,25257131
2017-10-12,25152321
2017-10-13,25142772
2017-10-14,25340732
2017-10-15,25336459
2017-10-16,25274170
2017-10-17,25289840
2017-10-18,25343836
2017-10-19,25468586
2017-10-20,25421589
2017-10-21,25506504
2017-10-22,25423758
2017-10-23,25284012
2017-10-24,25279738
2017-10-25,25201597
2017-10-26,25159503
2017-10-27,25373096
2017-10-28,25513816
2017-10-29,25415091
2017-10-30,25509676
2017-10-31,25868596
2017-11-01,26312324
2017-11-02,26386080
2017-11-03,26655214
2017-11-04,26916021
2017-11-05,26908056
2017-11-06,26935032
2017-11-07,26802190
2017-11-08,26661275
2017-11-09,26300479
2017-11-10,25942718
2017-11-11,26002679
2017-11-12,25923815
2017-11-13,25794945
2017-11-14,25755925
2017-11-15,25686376
2017-11-16,25595083
2017-11-17,25746238
2017-11-18,26372841
2017-11-19,26962370
2017-11-20,26852418
2017-11-21,26621832
2017-11-22,26481580
2017-11-23,26446108
2017-11-24,26552642
2017-11-25,27080783
2017-11-26,27477400
2017-11-27,26974356
2017-11-28,26565056
2017-11-29,26130825
2017-11-30,25911753
2017-12-01,25907619
2017-12-02,25843215
2017-12-03,26098121
2017-12-04,26107558
2017-12-05,25943941
2017-12-06,25882752
2017-12-07,26147373
2017-12-08,26733027
2017-12-09,27611021
2017-12-10,27298561
2017-12-11,26970115
2017-12-12,26714353
2017-12-14,26509042
2017-12-15,26432089
2017-12-16,26541254
2017-12-17,26685101
2017-12-18,26917191
2017-12-19,26884621
2017-12-20,27080297
2017-12-21,27425024
2017-12-22,27513850
2017-12-23,27806226
2017-12-24,27767939
2017-12-25,27867486
2017-12-26,27801717
2017-12-27,27610392
2017-12-28,27649477
2017-12-29,27949526
2017-12-30,28213622
2017-12-31,28389099
2018-01-01,28400494
2018-01-02,28399456
2018-01-03,28625416
2018-01-04,28955652
2018-01-05,29477593
2018-01-06,29397985
2018-01-07,29612149
2018-01-08,30874882
2018-01-09,31305889
2018-01-10,31191325
2018-01-11,30929919
2018-01-12,31058781
2018-01-13,31776846
2018-01-14,31418479
2018-01-15,30949312
2018-01-16,30337015
2018-01-17,30200163
2018-01-18,29519944
2018-01-19,29231165
2018-01-20,29630457
2018-01-21,29799356
2018-01-22,29951351
2018-01-23,30201448
2018-01-24,30746586
2018-01-25,31368116
2018-01-26,31708528
2018-01-27,31825101
2018-01-28,32102697
2018-01-29,31891595
2018-01-31,31458247
2018-02-01,31002785
2018-02-02,30808379
2018-02-03,30433374
2018-02-04,30644732
2018-02-05,30513156
2018-02-06,30293297
2018-02-07,30376248
2018-02-08,30882164
2018-02-09,31262674
2018-02-10,31057411
2018-02-11,30686753
2018-02-12,30451651
2018-02-13,30525735
2018-02-14,30709476
2018-02-15,30918242
2018-02-16,31182590
2018-02-17,31541756
2018-02-18,31454919
2018-02-19,31751664
2018-02-20,32690281
2018-02-21,32976742
2018-02-22,32932259
2018-02-23,33237226
2018-02-24,33554591
2018-02-25,33682178
2018-02-26,33935204
2018-02-27,33738237
2018-03-01,33531301
2018-03-02,33667715
2018-03-03,33892733
2018-03-04,34000536
2018-03-05,34145705
2018-03-06,34203896
2018-03-07,34292568
2018-03-08,34355525
2018-03-09,34632494
2018-03-10,35140730
2018-03-11,35311476
2018-03-12,35289362
2018-03-13,35005480
2018-03-14,34718066
2018-03-15,33938691
2018-03-16,32832905
2018-03-17,32680716
2018-03-18,33152489
2018-03-19,33149710
2018-03-20,33125820
2018-03-21,33014684
2018-03-23,33440838
2018-03-24,33668365
2018-03-26,34020117
2018-03-27,33866723
2018-03-28,33722066
2018-03-29,33455154
2018-03-30,33502963
2018-03-31,33850883
2018-04-01,33928824
2018-04-02,34030548
2018-04-03,34011960
2018-04-04,34212327
2018-04-05,34373431
2018-04-06,34512760
2018-04-08,35036113
2018-04-09,34793609
2018-04-10,34760487
2018-04-11,34575133
2018-04-12,35290244
2018-04-13,35361908
2018-04-14,35497861
2018-04-15,35902658
2018-04-16,35985963
2018-04-17,35992468
2018-04-18,35939946
2018-04-19,36231803
2018-04-20,36812150
2018-04-21,37198064
2018-04-22,37651591
2018-04-23,37993803
2018-04-24,37927250
2018-04-25,37617054
2018-04-26,37717816
2018-04-27,37700911
2018-04-28,37780600
2018-04-29,37917467
2018-04-30,38234877
2018-05-01,38460599
2018-05-02,38483140
2018-05-03,38537570
2018-05-04,38481508
2018-05-05,38602916
2018-05-06,38892198
2018-05-07,38534171
2018-05-08,37991383
2018-05-09,36159429
2018-05-10,34352047
2018-05-11,33989709
2018-05-12,35174184
2018-05-13,34950082
2018-05-14,35393122
2018-05-15,35508071
2018-05-16,35510216
2018-05-17,35870464
2018-05-18,36450963
2018-05-19,36844161
2018-05-20,37546508
2018-05-21,37127861
2018-05-22,36586096
2018-05-23,36783633
2018-05-24,36746581
2018-05-25,36817633
2018-05-26,36937975
2018-05-27,37231199
2018-05-28,37131190
2018-05-29,36985395
2018-05-30,36834502
2018-05-31,36268075
2018-06-01,35641596
2018-06-02,35724967
2018-06-03,35728468
2018-06-04,36007211
2018-06-05,35978421
2018-06-06,34473658
2018-06-07,33006415
2018-06-08,34226417
2018-06-09,35166668
2018-06-10,35389547
2018-06-11,34636333
2018-06-12,34069597
2018-06-13,33325613
2018-06-14,33722927
2018-06-15,33947401
2018-06-16,34482944
2018-06-17,34728151
2018-06-18,34572212
2018-06-19,34562822
2018-06-20,34563202
2018-06-21,34753545
2018-06-22,35018611
2018-06-23,35098478
2018-06-24,35268573
2018-06-25,35338130
2018-06-26,35409679
2018-06-27,35338930
2018-06-28,34707478
2018-06-29,34593523
2018-06-30,34867729
2018-07-01,34953397
2018-07-02,34877217
2018-07-03,35190677
2018-07-04,35486090
2018-07-05,35186619
2018-07-06,35740083
2018-07-07,36451038
2018-07-08,36553654
2018-07-09,36776054
2018-07-10,37028543
2018-07-11,37145429
2018-07-12,36911643
2018-07-13,37247206
2018-07-14,38016564
2018-07-15,37692712
2018-07-16,37892917
2018-07-17,37959208
2018-07-18,38075135
2018-07-19,38008736
2018-07-20,38214573
2018-07-21,38175414
2018-07-22,38147332
2018-07-23,37908225
2018-07-24,37932514
2018-07-25,37867891
2018-07-26,37874686
2018-07-27,38015009
2018-07-28,38455309
2018-07-29,38912122
2018-07-30,39147621
2018-07-31,39129100
2018-08-01,39213779
2018-08-02,39151346
2018-08-03,38551130
2018-08-04,38335214
2018-08-05,37786009
2018-08-06,37663245
2018-08-07,36720919
2018-08-08,35286492
2018-08-09,35732478
2018-08-10,35750621
2018-08-11,36216148
2018-08-12,36419405
2018-08-14,36133118
2018-08-16,34737789
2018-08-17,35072343
2018-08-18,35385104
2018-08-19,36366972
2018-08-20,36772028
2018-08-21,36739742
2018-08-22,36915385
2018-08-23,37039170
2018-08-24,37162017
2018-08-25,37367322
2018-08-26,37268343
2018-08-27,37016225
2018-08-28,36805435
2018-08-29,36839707
2018-08-30,36522238
2018-08-31,36629108
2018-09-01,36780403
2018-09-02,36909972
2018-09-03,37112427
2018-09-04,36922051
2018-09-05,36630294
2018-09-06,36602200
2018-09-07,36483511
2018-09-08,36304594
2018-09-09,35852356
2018-09-10,34856518
2018-09-11,34130528
2018-09-12,34135726
2018-09-13,34552754
2018-09-14,34768013
2018-09-15,35294062
2018-09-16,35380103
2018-09-17,35724355
2018-09-18,35447517
2018-09-19,35446976
2018-09-20,35423736
2018-09-21,35664221
2018-09-22,35933024
2018-09-23,36026444
2018-09-24,36175811
2018-09-25,36195663
2018-09-26,36311286
2018-09-27,36164919
2018-09-28,36397684
2018-09-29,36797873
2018-09-30,36732555
2018-10-02,36279558
2018-10-03,36306451
2018-10-04,36266278
2018-10-05,36382687
2018-10-06,36499536
2018-10-07,36533891
2018-10-08,36765797
2018-10-09,37020750
2018-10-10,37024588
2018-10-11,36884975
2018-10-12,36983334
2018-10-13,36980378
2018-10-14,37322879
2018-10-15,37038962
2018-10-16,37156192
2018-10-17,37067965
2018-10-18,36749754
2018-10-19,36524017
2018-10-20,36611479
2018-10-21,36722376
2018-10-22,36557462
2018-10-23,36680546
2018-10-24,36616047
2018-10-25,36703977
2018-10-26,36857602
2018-10-27,37177986
2018-10-28,37031606
2018-10-29,36852824
2018-10-30,36685625
2018-10-31,36586084
2018-11-01,36706949
2018-11-03,36901707
2018-11-04,37345689
2018-11-05,37295624
2018-11-06,37227522
2018-11-07,37461164
2018-11-08,37442022
2018-11-09,37419448
2018-11-10,37308787
2018-11-11,37346069
2018-11-12,37113662
2018-11-13,36801787
2018-11-15,36564530
2018-11-16,36587220
2018-11-17,36436377
2018-11-18,36294825
2018-11-19,36092288
2018-11-20,35036318
2018-11-21,34971957
2018-11-22,34462387
2018-11-23,33055605
2018-11-24,33509000
