date_obj,Steel%20kiteshield%20(t) price
2017-05-27,18436
2017-05-28,18436
2017-05-29,18211
2017-05-30,18211
2017-05-31,18211
2017-06-01,18211
2017-06-02,18211
2017-06-03,18211
2017-06-06,17962
2017-06-07,17962
2017-06-08,17962
2017-06-09,17962
2017-06-10,17962
2017-06-11,17962
2017-06-12,18715
2017-06-13,18715
2017-06-14,18715
2017-06-15,18715
2017-06-16,18715
2017-06-17,18715
2017-06-18,18715
2017-06-19,18715
2017-06-20,19209
2017-06-21,19209
2017-06-22,19209
2017-06-23,19209
2017-06-24,19209
2017-06-25,19209
2017-06-26,19209
2017-06-27,19209
2017-06-28,19209
2017-06-29,18909
2017-06-30,18909
2017-07-01,18909
2017-07-02,18909
2017-07-03,18909
2017-07-04,18909
2017-07-05,18909
2017-07-06,18909
2017-07-07,18909
2017-07-08,18110
2017-07-13,18110
2017-07-14,18110
2017-07-15,18110
2017-07-16,18110
2017-07-17,17642
2017-07-18,17642
2017-07-19,17642
2017-07-20,17642
2017-07-21,17642
2017-07-22,17642
2017-07-23,17642
2017-07-24,17642
2017-07-25,16999
2017-07-26,16999
2017-07-27,16999
2017-07-28,16999
2017-07-29,16999
2017-07-30,16999
2017-07-31,16999
2017-08-01,16999
2017-08-02,16497
2017-08-03,16497
2017-08-04,16497
2017-08-05,16497
2017-08-06,16497
2017-08-09,16497
2017-08-10,15874
2017-08-11,15874
2017-08-12,15874
2017-08-13,15874
2017-08-14,15874
2017-08-15,15874
2017-08-17,15470
2017-08-18,15470
2017-08-19,15470
2017-08-20,15470
2017-08-21,15470
2017-08-22,15470
2017-08-23,15470
2017-08-24,15470
2017-08-25,15470
2017-08-26,16060
2017-08-27,16060
2017-08-28,16060
2017-08-29,16060
2017-08-30,16060
2017-08-31,16060
2017-09-01,16060
2017-09-02,15864
2017-09-03,15864
2017-09-04,15864
2017-09-05,15864
2017-09-06,15864
2017-09-07,15864
2017-09-08,15864
2017-09-09,15134
2017-09-10,15134
2017-09-11,15134
2017-09-12,15134
2017-09-13,15134
2017-09-14,15134
2017-09-15,15134
2017-09-16,15217
2017-09-17,15217
2017-09-19,15217
2017-09-20,15217
2017-09-21,15217
2017-09-22,15661
2017-09-23,15661
2017-09-24,15661
2017-09-25,15661
2017-09-26,15661
2017-09-27,15661
2017-09-28,15661
2017-09-29,15661
2017-09-30,15817
2017-10-01,15817
2017-10-02,15817
2017-10-03,15817
2017-10-04,15817
2017-10-05,15817
2017-10-06,15817
2017-10-07,15848
2017-10-08,15848
2017-10-09,15848
2017-10-10,15848
2017-10-11,15848
2017-10-12,15848
2017-10-13,15848
2017-10-14,15848
2017-10-15,15840
2017-10-16,15840
2017-10-17,15840
2017-10-18,15840
2017-10-19,15840
2017-10-20,15840
2017-10-21,15840
2017-10-22,15840
2017-10-23,15840
2017-10-24,15840
2017-10-25,16555
2017-10-26,16555
2017-10-27,16555
2017-10-28,16555
2017-10-29,16555
2017-10-30,16555
2017-10-31,16555
2017-11-01,16555
2017-11-02,16555
2017-11-03,16555
2017-11-04,17171
2017-11-05,17171
2017-11-06,17171
2017-11-07,17171
2017-11-08,17171
2017-11-09,17171
2017-11-10,17171
2017-11-11,17171
2017-11-12,17171
2017-11-13,17674
2017-11-14,17674
2017-11-15,17674
2017-11-16,17674
2017-11-17,17674
2017-11-18,17674
2017-11-19,17674
2017-11-20,17674
2017-11-21,17674
2017-11-22,17674
2017-11-23,16991
2017-11-24,16991
2017-11-25,16991
2017-11-26,16991
2017-11-27,16991
2017-11-28,16991
2017-11-29,16991
2017-11-30,16991
2017-12-01,16512
2017-12-02,16512
2017-12-03,16512
2017-12-04,16512
2017-12-05,16512
2017-12-06,16512
2017-12-07,16512
2017-12-08,16512
2017-12-09,15913
2017-12-10,15913
2017-12-11,15913
2017-12-12,15913
2017-12-13,15913
2017-12-14,15913
2017-12-15,15913
2017-12-16,15972
2017-12-17,15972
2017-12-18,15972
2017-12-19,15972
2017-12-20,15972
2017-12-21,15972
2017-12-22,15972
2017-12-23,15972
2017-12-24,15461
2017-12-25,15461
2017-12-26,15461
2017-12-27,15461
2017-12-28,15461
2017-12-29,15461
2017-12-30,15461
2017-12-31,14898
2018-01-01,14898
2018-01-02,14898
2018-01-03,14898
2018-01-04,14898
2018-01-05,14898
2018-01-06,14898
2018-01-07,14817
2018-01-08,14817
2018-01-09,14817
2018-01-10,14817
2018-01-11,14817
2018-01-12,14817
2018-01-13,14817
2018-01-14,15006
2018-01-15,15006
2018-01-16,15006
2018-01-17,15006
2018-01-18,15006
2018-01-19,15006
2018-01-20,15006
2018-01-21,14772
2018-01-22,14772
2018-01-23,14772
2018-01-24,15141
2018-01-25,15141
2018-01-26,15141
2018-01-27,15141
2018-01-28,15656
2018-01-29,15656
2018-01-30,15656
2018-02-01,16266
2018-02-02,16266
2018-02-03,16266
2018-02-04,16266
2018-02-05,16435
2018-02-06,16435
2018-02-07,16435
2018-02-08,16435
2018-02-09,17001
2018-02-10,17001
2018-02-11,17001
2018-02-12,16934
2018-02-13,16934
2018-02-14,16934
2018-02-15,16934
2018-02-16,16939
2018-02-17,16939
2018-02-18,16939
2018-02-19,16573
2018-02-20,16573
2018-02-21,16573
2018-02-22,16573
2018-02-23,16206
2018-02-24,16206
2018-02-25,16206
2018-02-26,16206
2018-02-27,15899
2018-02-28,15899
2018-03-01,15899
2018-03-02,15899
2018-03-03,15425
2018-03-04,15425
2018-03-05,15425
2018-03-06,15425
2018-03-07,14832
2018-03-08,14832
2018-03-09,14832
2018-03-10,14832
2018-03-11,14714
2018-03-12,14714
2018-03-13,14714
2018-03-14,14714
2018-03-15,14714
2018-03-16,15229
2018-03-17,15229
2018-03-18,15229
2018-03-19,15229
2018-03-20,15506
2018-03-21,15506
2018-03-23,15506
2018-03-24,15506
2018-03-26,15641
2018-03-27,15641
2018-03-28,15641
2018-03-29,16020
2018-03-30,16020
2018-03-31,16020
2018-04-01,16020
2018-04-02,16020
2018-04-03,16232
2018-04-04,16232
2018-04-05,16232
2018-04-06,16232
2018-04-08,16847
2018-04-09,16847
2018-04-10,16847
2018-04-11,16847
2018-04-12,17317
2018-04-13,17317
2018-04-14,17317
2018-04-16,17317
2018-04-17,17761
2018-04-18,17761
2018-04-19,17761
2018-04-20,17761
2018-04-21,17761
2018-04-22,17761
2018-04-23,17936
2018-04-24,17936
2018-04-25,17936
2018-04-26,17936
2018-04-27,17936
2018-04-28,17936
2018-04-29,17930
2018-04-30,17930
2018-05-01,17930
2018-05-02,17930
2018-05-03,17930
2018-05-04,18028
2018-05-05,18028
2018-05-06,18028
2018-05-07,18028
2018-05-08,18028
2018-05-09,18157
2018-05-10,18157
2018-05-11,18157
2018-05-12,18157
2018-05-13,18248
2018-05-14,18248
2018-05-15,18248
2018-05-16,18248
2018-05-17,18679
2018-05-18,18679
2018-05-19,18679
2018-05-20,18679
2018-05-21,18561
2018-05-22,18561
2018-05-23,18561
2018-05-24,18561
2018-05-25,18269
2018-05-26,18269
2018-05-27,18269
2018-05-28,18269
2018-05-29,18356
2018-05-30,18356
2018-05-31,18356
2018-06-01,18356
2018-06-02,17653
2018-06-03,17653
2018-06-04,17653
2018-06-05,17653
2018-06-06,16819
2018-06-07,16819
2018-06-08,16819
2018-06-09,16819
2018-06-10,16502
2018-06-11,16502
2018-06-12,16502
2018-06-13,16502
2018-06-14,15707
2018-06-15,15707
2018-06-16,15707
2018-06-17,15707
2018-06-18,15054
2018-06-19,15054
2018-06-20,15054
2018-06-21,15054
2018-06-22,14615
2018-06-23,14615
2018-06-24,14615
2018-06-25,14615
2018-06-26,14651
2018-06-27,14651
2018-06-28,14651
2018-06-29,14651
2018-06-30,14815
2018-07-01,14815
2018-07-02,14815
2018-07-03,14815
2018-07-04,14914
2018-07-05,14914
2018-07-06,14914
2018-07-07,14914
2018-07-08,14967
2018-07-09,14967
2018-07-10,14967
2018-07-11,14967
2018-07-12,14967
2018-07-13,14967
2018-07-14,14967
2018-07-15,14894
2018-07-16,14894
2018-07-17,14894
2018-07-18,14894
2018-07-19,14710
2018-07-20,14710
2018-07-21,14710
2018-07-22,14710
2018-07-23,14452
2018-07-24,14452
2018-07-25,14452
2018-07-26,14452
2018-07-27,14977
2018-07-28,14977
2018-07-29,14977
2018-07-30,14977
2018-07-31,15314
2018-08-01,15314
2018-08-02,15314
2018-08-03,15314
2018-08-04,15740
2018-08-05,15740
2018-08-06,15740
2018-08-07,15740
2018-08-08,15645
2018-08-09,15645
2018-08-10,15645
2018-08-11,15645
2018-08-12,15837
2018-08-14,15837
2018-08-16,15901
2018-08-17,15901
2018-08-18,16363
2018-08-19,16363
2018-08-20,16363
2018-08-21,16116
2018-08-22,16116
2018-08-23,16116
2018-08-24,16523
2018-08-25,16523
2018-08-26,16523
2018-08-27,16922
2018-08-28,16922
2018-08-29,16922
2018-08-30,16958
2018-08-31,16958
2018-09-01,16958
2018-09-02,16751
2018-09-03,16751
2018-09-04,16751
2018-09-05,16992
2018-09-06,16992
2018-09-07,16992
2018-09-08,16844
2018-09-09,16844
2018-09-10,16844
2018-09-11,16844
2018-09-12,17314
2018-09-13,17314
2018-09-14,17314
2018-09-15,17000
2018-09-16,17000
2018-09-17,17000
2018-09-18,16809
2018-09-19,16809
2018-09-20,16809
2018-09-21,16859
2018-09-22,16859
2018-09-23,16859
2018-09-24,17100
2018-09-25,17100
2018-09-26,17100
2018-09-27,17100
2018-09-28,16981
2018-09-29,16981
2018-09-30,16981
2018-10-02,16703
2018-10-03,16703
2018-10-04,16629
2018-10-05,16629
2018-10-06,16629
2018-10-07,16281
2018-10-08,16281
2018-10-09,16281
2018-10-10,15653
2018-10-11,15653
2018-10-12,15653
2018-10-13,15401
2018-10-14,15401
2018-10-15,15401
2018-10-16,15612
2018-10-17,15612
2018-10-18,15612
2018-10-19,15223
2018-10-20,15223
2018-10-21,15223
2018-10-22,14955
2018-10-23,14955
2018-10-24,14955
2018-10-25,15126
2018-10-26,15126
2018-10-27,15126
2018-10-28,15578
2018-10-29,15578
2018-10-30,15578
2018-10-31,15825
2018-11-01,16261
2018-11-03,16759
2018-11-04,17410
2018-11-05,18078
2018-11-06,18597
2018-11-07,18597
2018-11-08,19404
2018-11-09,20083
2018-11-10,20966
2018-11-11,20966
2018-11-12,22015
2018-11-13,22990
2018-11-14,22990
2018-11-15,24140
2018-11-16,25129
2018-11-17,25129
2018-11-18,26210
2018-11-19,26210
2018-11-20,27521
2018-11-21,27521
2018-11-22,28668
2018-11-23,28668
2018-11-24,29823
2018-11-25,29957
2018-11-26,29957
2018-11-27,29661
2018-11-28,29661
2018-11-29,29565
2018-12-01,30629
2018-12-02,30629
2018-12-03,31169
2018-12-04,31169
2018-12-05,32012
2018-12-07,33250
2018-12-09,32700
2018-12-10,33664
2018-12-11,33664
2018-12-12,33261
2018-12-13,33261
2018-12-14,33537
2018-12-15,33537
2018-12-16,34454
2018-12-17,34454
2018-12-18,33726
2018-12-19,33726
2018-12-20,33820
2018-12-21,33820
2018-12-22,32399
2018-12-23,32399
2018-12-24,31151
2018-12-25,31151
2018-12-26,29941
2018-12-27,28759
2018-12-28,28759
2018-12-29,27760
2018-12-30,27760
2018-12-31,26498
2019-01-01,26498
2019-01-02,25173
2019-01-03,25173
2019-01-04,24300
2019-01-05,24300
2019-01-06,23371
2019-01-08,22597
2019-01-10,21515
2019-01-11,21515
2019-01-12,20578
2019-01-13,20578
2019-01-14,19613
2019-01-15,19613
2019-01-16,18892
2019-01-17,18892
2019-01-18,18135
2019-01-19,18135
2019-01-20,17640
2019-01-21,17640
2019-01-22,17065
2019-01-23,17065
2019-01-24,16364
2019-01-25,16364
2019-01-26,15803
2019-01-27,15803
2019-01-28,15294
2019-01-29,15294
2019-01-30,14783
2019-01-31,14783
2019-02-01,14347
2019-02-02,14347
2019-02-03,14004
2019-02-04,14004
2019-02-05,13832
2019-02-06,13832
2019-02-07,13413
2019-02-08,13413
2019-02-09,13085
2019-02-10,13085
2019-02-11,13022
2019-02-12,13022
2019-02-13,12804
2019-02-14,12804
2019-02-15,12804
2019-02-16,12687
2019-02-17,12687
2019-02-18,12884
2019-02-19,12884
2019-02-20,12677
2019-02-21,12677
2019-02-22,12989
2019-02-23,12989
2019-02-24,13085
2019-02-25,13085
2019-02-26,13459
2019-02-27,13459
2019-02-28,13459
2019-03-01,13459
2019-03-02,13386
2019-03-03,13386
2019-03-04,13000
2019-03-05,13000
2019-03-06,12993
2019-03-07,12993
2019-03-08,12993
2019-03-09,13037
2019-03-10,13037
2019-03-11,13477
2019-03-12,13477
2019-03-13,13477
2019-03-14,13431
2019-03-15,13431
2019-03-16,13431
2019-03-17,13504
2019-03-18,13504
2019-03-19,13504
2019-03-20,13470
2019-03-21,13470
2019-03-22,13470
2019-03-23,13610
2019-03-24,13610
2019-03-25,13610
2019-03-26,13926
2019-03-27,13926
2019-03-28,13926
2019-03-29,14029
2019-03-30,14029
2019-03-31,14029
2019-04-01,14046
2019-04-02,14046
2019-04-03,14046
2019-04-04,13880
2019-04-05,13880
2019-04-06,13880
2019-04-07,13654
2019-04-08,13654
2019-04-09,13654
2019-04-10,13461
2019-04-11,13461
2019-04-12,13502
2019-04-13,13502
2019-04-14,13106
2019-04-15,13106
2019-04-16,13165
2019-04-17,13165
2019-04-18,13807
2019-04-19,13807
2019-04-20,14498
2019-04-21,14498
2019-04-22,13992
2019-04-23,13992
2019-04-24,14404
2019-04-25,14404
2019-04-26,14912
2019-04-27,14912
2019-04-28,14912
2019-04-29,14884
2019-04-30,14884
2019-05-01,15269
2019-05-02,15269
2019-05-03,15269
2019-05-04,15322
2019-05-05,15322
2019-05-06,15322
2019-05-07,14841
2019-05-08,14841
2019-05-09,14841
2019-05-10,14390
2019-05-11,14390
2019-05-12,14390
2019-05-13,13898
2019-05-14,13898
2019-05-15,13898
2019-05-16,13437
2019-05-17,13437
2019-05-18,13526
2019-05-19,13526
2019-05-20,13526
2019-05-21,13421
2019-05-22,13421
2019-05-23,13421
2019-05-24,13421
2019-05-25,13479
2019-05-26,13479
2019-05-27,13479
2019-05-28,12925
2019-05-29,12925
2019-05-30,12377
2019-05-31,12377
2019-06-01,12377
2019-06-02,12277
2019-06-03,12277
2019-06-04,12277
2019-06-05,12160
2019-06-06,12160
2019-06-07,12160
2019-06-08,12440
2019-06-09,12440
2019-06-10,12440
2019-06-11,12218
2019-06-12,12218
2019-06-13,12218
2019-06-14,11726
2019-06-15,11726
2019-06-16,11726
2019-06-17,11537
2019-06-18,11537
2019-06-19,11537
2019-06-20,11662
2019-06-21,11662
2019-06-22,11662
2019-06-23,12076
2019-06-24,12076
2019-06-25,12076
2019-06-26,12076
2019-06-27,12006
2019-06-28,12006
2019-06-29,12006
2019-06-30,11738
2019-07-01,11738
2019-07-02,11738
2019-07-03,11835
2019-07-04,11835
2019-07-05,11835
2019-07-06,11543
2019-07-07,11543
2019-07-08,11543
2019-07-09,11637
2019-07-10,11637
2019-07-11,11637
2019-07-12,11947
2019-07-13,11947
2019-07-14,11947
2019-07-15,11947
2019-07-16,12139
2019-07-17,12139
2019-07-18,12139
2019-07-19,12130
2019-07-20,12130
2019-07-21,12130
2019-07-22,12412
2019-07-23,12412
2019-07-24,12412
2019-07-25,13003
2019-07-26,13003
2019-07-27,13003
2019-07-28,13507
2019-07-29,13507
2019-07-30,13507
2019-07-31,13911
2019-08-01,13911
2019-08-02,13911
2019-08-03,13606
2019-08-04,13606
2019-08-05,13606
2019-08-06,13606
2019-08-07,13412
2019-08-08,13412
2019-08-09,13412
2019-08-10,13102
2019-08-11,13102
2019-08-12,13102
2019-08-13,13102
2019-08-14,12914
2019-08-15,12914
2019-08-16,12914
2019-08-17,12914
2019-08-18,12797
2019-08-19,12797
2019-08-20,12797
2019-08-21,12797
2019-08-22,12560
2019-08-23,12560
2019-08-24,12560
2019-08-24,12560
2019-08-25,12560
2019-08-25,12560
2019-08-26,12643
2019-08-26,12643
2019-08-27,12643
2019-08-27,12643
2019-08-28,12643
2019-08-29,12643
2019-08-30,12925
2019-08-31,12925
2019-09-01,12925
2019-09-02,12925
2019-09-03,13454
2019-09-04,13454
2019-09-05,13454
2019-09-06,13454
2019-09-07,13454
2019-09-08,13926
2019-09-09,13926
2019-09-10,13926
2019-09-11,13926
2019-09-12,13695
2019-09-13,13695
2019-09-14,13695
2019-09-15,13695
2019-09-16,13373
2019-09-17,13373
2019-09-18,13373
2019-09-19,13373
2019-09-20,13194
2019-09-21,13194
2019-09-22,13194
2019-09-23,13194
2019-09-24,13094
2019-09-25,13094
2019-09-26,13094
2019-09-27,13094
2019-09-28,12966
2019-09-29,12966
2019-09-30,12966
2019-10-01,12966
2019-10-02,13232
2019-10-03,13232
2019-10-04,13232
2019-10-05,13232
2019-10-06,13288
2019-10-07,13288
2019-10-08,13288
2019-10-09,13288
2019-10-10,12743
2019-10-11,12743
2019-10-12,12743
2019-10-13,12743
2019-10-14,12409
2019-10-15,12409
2019-10-16,12409
2019-10-17,12409
2019-10-18,12232
2019-10-19,12232
2019-10-20,12232
2019-10-21,12232
2019-10-22,11871
2019-10-23,11871
2019-10-24,11871
2019-10-25,11871
2019-10-26,11487
2019-10-27,11487
2019-10-28,11487
2019-10-29,11487
2019-10-30,11677
2019-10-31,11677
2019-11-01,11677
2019-11-02,11409
2019-11-03,11409
2019-11-04,11409
2019-11-05,11263
2019-11-06,11263
2019-11-07,11263
2019-11-08,11263
2019-11-09,11480
2019-11-10,11480
2019-11-11,11480
2019-11-12,11480
2019-11-13,11885
2019-11-14,11885
2019-11-15,11885
2019-11-16,11958
2019-11-17,11958
2019-11-18,11958
2019-11-19,11958
2019-11-20,12035
2019-11-21,12035
2019-11-22,12035
2019-11-23,12035
2019-11-24,11811
2019-11-25,11811
2019-11-26,11811
2019-11-27,11811
2019-11-28,11714
2019-11-29,11714
2019-11-30,11714
2019-12-01,11714
2019-12-02,11973
2019-12-03,11973
2019-12-04,11973
2019-12-05,11973
2019-12-06,11997
2019-12-07,11997
2019-12-08,11997
2019-12-09,11997
2019-12-10,12560
2019-12-11,12560
2019-12-12,12560
2019-12-13,12560
2019-12-14,12560
2019-12-15,12977
2019-12-16,12977
2019-12-17,12977
2019-12-18,12977
2019-12-19,13100
2019-12-20,13100
2019-12-21,13100
2019-12-22,12981
2019-12-23,12981
2019-12-24,12981
2019-12-25,12981
2019-12-26,12756
2019-12-27,12756
2019-12-28,12756
2019-12-29,12756
2019-12-30,12481
2019-12-31,12481
2020-01-01,12481
2020-01-02,12194
2020-01-03,12194
2020-01-04,12194
2020-01-05,12194
2020-01-06,12194
2020-01-07,12587
2020-01-08,12587
2020-01-09,12587
2020-01-10,12587
2020-01-11,13030
2020-01-12,13030
2020-01-13,13030
2020-01-14,13030
2020-01-15,13621
2020-01-16,13621
2020-01-17,13621
2020-01-18,14059
2020-01-19,14059
2020-01-20,14059
2020-01-21,14059
2020-01-22,14700
2020-01-23,14700
2020-01-24,14700
2020-01-25,15072
2020-01-26,15072
2020-01-27,14945
2020-01-28,14945
2020-01-29,14945
2020-01-30,14945
2020-01-31,14814
2020-02-01,14814
2020-02-02,14814
2020-02-03,14814
2020-02-04,14800
2020-02-05,14800
2020-02-06,14800
2020-02-07,14800
2020-02-08,14471
2020-02-09,14471
2020-02-10,14471
2020-02-11,14684
2020-02-12,14684
2020-02-13,14684
2020-02-14,14133
2020-02-15,14133
2020-02-16,14133
2020-02-17,14511
2020-02-18,14511
2020-02-19,14511
2020-02-20,14244
2020-02-21,14244
2020-02-22,14244
2020-02-23,14244
2020-02-24,14224
2020-02-25,14224
2020-02-26,14224
2020-02-27,14224
2020-02-28,14613
2020-02-29,14613
2020-03-01,14613
2020-03-02,14613
2020-03-03,14418
2020-03-04,14418
2020-03-05,14418
2020-03-06,14418
2020-03-07,14095
2020-03-08,14095
2020-03-09,14095
2020-03-10,13858
2020-03-11,13858
2020-03-12,13858
2020-03-13,13858
2020-03-14,13360
2020-03-15,13360
2020-03-16,13360
2020-03-17,12776
2020-03-18,12776
2020-03-19,12776
2020-03-20,12483
2020-03-21,12483
2020-03-22,12483
2020-03-23,12363
2020-03-24,12363
2020-03-25,12363
2020-03-26,11744
2020-03-27,11744
2020-03-28,11617
2020-03-29,11617
2020-03-30,11635
2020-03-31,11635
2020-04-01,11635
2020-04-02,11540
2020-04-03,11540
2020-04-04,11540
2020-04-05,11402
2020-04-06,11402
2020-04-07,11021
2020-04-08,11021
2020-04-09,11021
2020-04-10,10599
2020-04-11,10599
2020-04-12,10522
2020-04-13,10522
2020-04-14,10571
2020-04-15,10571
2020-04-16,10195
2020-04-17,10195
2020-04-18,9798
2020-04-19,9798
2020-04-20,9580
2020-04-21,9580
2020-04-22,9440
2020-04-23,9440
2020-04-24,9440
2020-04-25,9673
2020-04-26,9673
2020-04-27,9826
2020-04-28,9826
2020-04-29,9983
2020-04-30,9983
2020-05-01,9867
2020-05-02,9867
2020-05-03,9750
2020-05-04,9750
2020-05-05,9750
2020-05-06,9977
2020-05-07,9977
2020-05-08,9977
2020-05-09,9836
2020-05-10,9836
2020-05-11,9836
2020-05-12,9974
2020-05-13,9974
