date_obj,Magic%20fang price
2018-12-21,3420929
2018-12-22,3426888
2018-12-23,3425023
2018-12-24,3331585
2018-12-25,3234842
2018-12-26,3256293
2018-12-27,3210004
2018-12-28,3196782
2018-12-29,3131301
2018-12-30,3041433
2018-12-31,2922150
2019-01-01,3028689
2019-01-02,3171609
2019-01-03,3329196
2019-01-04,3495656
2019-01-05,3670274
2019-01-06,3780170
2019-01-08,3761625
2019-01-10,3578099
2019-01-11,3622219
2019-01-12,3785271
2019-01-13,3942970
2019-01-14,4081908
2019-01-15,4253686
2019-01-16,4261763
2019-01-17,4266657
2019-01-18,4415040
2019-01-19,4552720
2019-01-20,4661911
2019-01-22,4827016
2019-01-23,4922517
2019-01-24,4975250
2019-01-25,4917147
2019-01-26,4804877
2019-01-27,4648267
2019-01-28,4513144
2019-01-29,4524753
2019-01-30,4663175
2019-01-31,4880881
2019-02-01,5085941
2019-02-02,5301662
2019-02-03,5242958
2019-02-04,5226141
2019-02-05,5172876
2019-02-06,5136334
2019-02-07,5053045
2019-02-08,4904990
2019-02-09,4662175
2019-02-10,4452463
2019-02-11,4253768
2019-02-12,4041079
2019-02-13,3897260
2019-02-14,3968932
2019-02-15,3884525
2019-02-16,3794614
2019-02-17,3735453
2019-02-18,3716396
2019-02-19,3864539
2019-02-20,4043364
2019-02-21,4242687
2019-02-22,4257786
2019-02-23,4125684
2019-02-24,4081701
2019-02-25,3977546
2019-02-26,3927896
2019-02-27,3930908
2019-02-28,3926869
2019-03-01,3859241
2019-03-02,3840484
2019-03-03,3866490
2019-03-04,3888698
2019-03-05,3914834
2019-03-06,4050781
2019-03-07,4185664
2019-03-08,4147343
2019-03-09,4167748
2019-03-10,4260569
2019-03-11,4204051
2019-03-12,4048012
2019-03-13,3885047
2019-03-14,3810881
2019-03-15,3813025
2019-03-16,3745186
2019-03-17,3699816
2019-03-18,3688319
2019-03-19,3670234
2019-03-20,3761225
2019-03-21,3847241
2019-03-22,3839890
2019-03-23,3764745
2019-03-24,3684155
2019-03-25,3602171
2019-03-26,3545604
2019-03-27,3528691
2019-03-28,3585792
2019-03-29,3740470
2019-03-30,3754219
2019-03-31,3717831
2019-04-01,3674173
2019-04-02,3613315
2019-04-03,3593926
2019-04-04,3626822
2019-04-05,3607839
2019-04-06,3596758
2019-04-07,3603804
2019-04-08,3602503
2019-04-09,3657772
2019-04-10,3736659
2019-04-11,3861896
2019-04-12,3861112
2019-04-13,3859310
2019-04-14,3846120
2019-04-15,3854999
2019-04-16,3868350
2019-04-17,3845841
2019-04-18,3849121
2019-04-19,3850792
2019-04-20,3824380
2019-04-21,3756506
2019-04-22,3691100
2019-04-23,3586791
2019-04-24,3586634
2019-04-25,3586146
2019-04-26,3610559
2019-04-27,3640830
2019-04-28,3653719
2019-04-29,3678241
2019-04-30,3649065
2019-05-01,3650254
2019-05-02,3673235
2019-05-03,3744954
2019-05-04,3791266
2019-05-05,3809938
2019-05-06,3818818
2019-05-07,3807574
2019-05-08,3771413
2019-05-09,3726073
2019-05-10,3675436
2019-05-11,3646497
2019-05-12,3599108
2019-05-13,3608065
2019-05-14,3612926
2019-05-15,3616086
2019-05-16,3658843
2019-05-17,3616014
2019-05-18,3550674
2019-05-19,3530148
2019-05-20,3533571
2019-05-21,3532505
2019-05-22,3545946
2019-05-23,3578241
2019-05-24,3575741
2019-05-25,3506150
2019-05-26,3472881
2019-05-27,3424540
2019-05-28,3387137
2019-05-29,3347689
2019-05-30,3324971
2019-05-31,3313905
2019-06-01,3295389
2019-06-02,3273154
2019-06-03,3265294
2019-06-04,3250098
2019-06-05,3264683
2019-06-06,3279707
2019-06-07,3322811
2019-06-08,3334589
2019-06-09,3328810
2019-06-10,3350334
2019-06-11,3342362
2019-06-12,3331403
2019-06-13,3325215
2019-06-14,3328447
2019-06-15,3320022
2019-06-16,3315067
2019-06-17,3330993
2019-06-18,3334058
2019-06-19,3363771
2019-06-20,3419976
2019-06-21,3406856
2019-06-22,3425838
2019-06-23,3470623
2019-06-24,3487410
2019-06-25,3473842
2019-06-26,3490907
2019-06-27,3511478
2019-06-28,3491180
2019-06-29,3462643
2019-06-30,3433038
2019-07-01,3417689
2019-07-02,3379483
2019-07-03,3353500
2019-07-04,3310456
2019-07-05,3281181
2019-07-06,3318314
2019-07-07,3357082
2019-07-08,3346470
2019-07-09,3348021
2019-07-10,3368362
2019-07-11,3354529
2019-07-12,3337150
2019-07-13,3328830
2019-07-14,3311750
2019-07-15,3293888
2019-07-16,3277512
2019-07-17,3282078
2019-07-18,3290209
2019-07-19,3302421
2019-07-20,3296835
2019-07-21,3269308
2019-07-22,3271264
2019-07-23,3297832
2019-07-24,3284328
2019-07-25,3402268
2019-07-26,3566178
2019-07-27,3484257
2019-07-28,3543565
2019-07-29,3390789
2019-07-30,3228691
2019-07-31,3103474
2019-08-01,3041634
2019-08-02,3034540
2019-08-03,3019670
2019-08-04,3002264
2019-08-05,3013091
2019-08-06,3028016
2019-08-07,3047768
2019-08-08,3043535
2019-08-09,3038687
2019-08-10,3042386
2019-08-11,3044263
2019-08-12,3067252
2019-08-13,3092369
2019-08-14,3108318
2019-08-15,3157287
2019-08-16,3155430
2019-08-17,3135744
2019-08-18,3101495
2019-08-19,3079533
2019-08-20,3069172
2019-08-21,3071991
2019-08-22,3081575
2019-08-23,3103287
2019-08-24,3050711
2019-08-24,3050711
2019-08-25,3002236
2019-08-25,3002236
2019-08-26,2982050
2019-08-26,2982050
2019-08-27,2958546
2019-08-27,2958546
2019-08-28,2956232
2019-08-29,2996666
2019-08-30,2986046
2019-08-31,2958311
2019-09-01,2941397
2019-09-02,2926700
2019-09-03,2874647
2019-09-04,2842553
2019-09-05,2857851
2019-09-06,2881202
2019-09-07,3016484
2019-09-08,3164461
2019-09-09,3226429
2019-09-10,3337506
2019-09-11,3497945
2019-09-12,3671742
2019-09-13,3782786
2019-09-14,3810833
2019-09-15,3790949
2019-09-16,3779274
2019-09-17,3853724
2019-09-18,4007334
2019-09-19,4081977
2019-09-20,4058732
2019-09-21,4099393
2019-09-22,4156393
2019-09-23,4220578
2019-09-24,4355986
2019-09-25,4556514
2019-09-26,4406031
2019-09-27,4262106
2019-09-28,4082312
2019-09-29,3982608
2019-09-30,3959456
2019-10-01,4002016
2019-10-02,4130377
2019-10-03,4296559
2019-10-04,4482906
2019-10-05,4615170
2019-10-06,4621352
2019-10-07,4582776
2019-10-08,4603368
2019-10-09,4629789
2019-10-10,4645037
2019-10-11,4651656
2019-10-12,4681730
2019-10-13,4805046
2019-10-14,4858020
2019-10-15,4896389
2019-10-16,4942064
2019-10-17,4944426
2019-10-18,4956707
2019-10-19,4958035
2019-10-20,4916781
2019-10-21,4865923
2019-10-22,4803306
2019-10-23,4738304
2019-10-24,4722748
2019-10-25,4774193
2019-10-26,4877562
2019-10-27,4899946
2019-10-28,4909110
2019-10-29,4923531
2019-10-30,4933115
2019-10-31,4981526
2019-11-01,5043195
2019-11-02,5153725
2019-11-03,5044148
2019-11-04,4897402
2019-11-05,4875241
2019-11-06,4829438
2019-11-07,4835975
2019-11-08,4844271
2019-11-09,4883490
2019-11-10,4863970
2019-11-11,4881550
2019-11-12,4914967
2019-11-13,4974395
2019-11-14,4962499
2019-11-15,4911063
2019-11-16,4857832
2019-11-17,4810511
2019-11-18,4699935
2019-11-19,4691064
2019-11-20,4640437
2019-11-21,4562602
2019-11-22,4508949
2019-11-23,4509070
2019-11-24,4473146
2019-11-25,4264928
2019-11-26,4302151
2019-11-27,4446672
2019-11-28,4661481
2019-11-29,4830645
2019-11-30,4844775
2019-12-01,4790351
2019-12-02,4731572
2019-12-03,4671561
2019-12-04,4754020
2019-12-05,4887924
2019-12-06,5009469
2019-12-07,5120744
2019-12-08,5048077
2019-12-09,5001430
2019-12-10,4945199
2019-12-11,4952334
2019-12-12,4960929
2019-12-13,5041625
2019-12-14,5098719
2019-12-15,5050383
2019-12-16,5057588
2019-12-17,5058117
2019-12-18,5013432
2019-12-19,4947819
2019-12-20,4834430
2019-12-21,4605585
2019-12-22,4375981
2019-12-23,4157454
2019-12-24,3973897
2019-12-25,3797631
2019-12-26,3712181
2019-12-27,3835408
2019-12-28,4027138
2019-12-29,4016706
2019-12-30,3989411
2019-12-31,4086867
2020-01-01,4276839
2020-01-02,4432780
2020-01-03,4606586
2020-01-04,4566665
2020-01-05,4497495
2020-01-06,4429212
2020-01-07,4397852
2020-01-08,4369062
2020-01-09,4318622
2020-01-10,4423284
2020-01-11,4451995
2020-01-12,4509930
2020-01-13,4529429
2020-01-14,4561285
2020-01-15,4721223
2020-01-16,4801504
2020-01-17,4894525
2020-01-18,4911192
2020-01-19,4858394
2020-01-20,4789226
2020-01-21,4806492
2020-01-22,4862016
2020-01-23,4873018
2020-01-24,4946173
2020-01-25,4940258
2020-01-26,4891124
2020-01-27,4856502
2020-01-28,4857973
2020-01-29,4880981
2020-01-30,4956536
2020-01-31,5188592
2020-02-01,5227526
2020-02-02,5144596
2020-02-03,5055493
2020-02-04,5063203
2020-02-05,5132682
2020-02-06,5154725
2020-02-07,5280346
2020-02-08,5191634
2020-02-09,5024343
2020-02-10,4793487
2020-02-11,4827954
2020-02-12,4832654
2020-02-13,4902154
2020-02-14,5030061
2020-02-15,4991476
2020-02-16,4972133
2020-02-17,4922143
2020-02-18,4893540
2020-02-19,4889578
2020-02-20,4924775
2020-02-21,4984778
2020-02-22,5012392
2020-02-23,4973918
2020-02-24,4917856
2020-02-25,4923528
2020-02-26,4934665
2020-02-27,5015070
2020-02-28,5161146
2020-02-29,5061091
2020-03-01,4986820
2020-03-02,4853733
2020-03-03,4814577
2020-03-04,4842363
2020-03-05,4857170
2020-03-06,4912311
2020-03-07,4886059
2020-03-08,4855350
2020-03-09,4814934
2020-03-10,4803083
2020-03-11,4799779
2020-03-12,4799055
2020-03-13,4767636
2020-03-14,4677852
2020-03-15,4646468
2020-03-16,4534651
2020-03-17,4520011
2020-03-18,4518418
2020-03-19,4662547
2020-03-20,4867772
2020-03-21,4840278
2020-03-22,4789164
2020-03-23,4756386
2020-03-24,4760018
2020-03-25,4824177
2020-03-26,4945283
2020-03-27,5079581
2020-03-28,5037345
2020-03-29,4867871
2020-03-30,4806105
2020-03-31,4801513
2020-04-01,4856302
2020-04-02,5019069
2020-04-03,5146284
2020-04-04,5093298
2020-04-05,4969711
2020-04-06,4925385
2020-04-07,4955480
2020-04-08,5078031
2020-04-09,5247461
2020-04-10,5478494
2020-04-11,5406200
2020-04-12,5287644
2020-04-13,5249301
2020-04-14,5223098
2020-04-15,5147499
2020-04-16,5158560
2020-04-17,5156420
2020-04-18,5123785
2020-04-19,5048230
2020-04-20,5027424
2020-04-21,4966518
2020-04-22,4898783
2020-04-23,4882022
2020-04-24,4839006
2020-04-25,4755748
2020-04-26,4709220
2020-04-27,4628120
2020-04-28,4627136
2020-04-29,4715506
2020-04-30,4866074
2020-05-01,4900989
2020-05-02,4876497
2020-05-03,4800467
2020-05-04,4764241
2020-05-05,4735083
2020-05-06,4777367
2020-05-07,4844326
2020-05-08,4855259
2020-05-09,4732704
2020-05-10,4661104
2020-05-11,4623808
2020-05-12,4620548
2020-05-13,4697341
