date_obj,Black%20set%20(sk) price
2015-11-17,35657
2015-11-18,35657
2015-11-19,35657
2015-11-20,35657
2015-11-21,35657
2015-11-22,35657
2015-11-23,35657
2015-11-24,35657
2015-11-25,35657
2015-11-26,35657
2015-11-27,33917
2015-11-28,33917
2015-11-29,33917
2015-11-30,33917
2015-12-01,33917
2015-12-02,33917
2015-12-03,33917
2015-12-04,33917
2015-12-05,33917
2015-12-06,33917
2015-12-07,33917
2015-12-08,32308
2015-12-09,32308
2015-12-10,32308
2015-12-11,32308
2015-12-12,32308
2015-12-13,32308
2015-12-14,32308
2015-12-15,32308
2015-12-16,32308
2015-12-17,32308
2015-12-18,32308
2015-12-19,32308
2015-12-20,30799
2015-12-21,30799
2015-12-22,30799
2015-12-23,30799
2015-12-24,30799
2015-12-25,30799
2015-12-26,30799
2015-12-27,30799
2015-12-28,30799
2015-12-29,30799
2015-12-30,30799
2015-12-31,31139
2016-01-01,31139
2016-01-02,31139
2016-01-03,31139
2016-01-04,31139
2016-01-05,31139
2016-01-06,31139
2016-01-07,31139
2016-01-08,31139
2016-01-09,31139
2016-01-10,31139
2016-01-11,31139
2016-01-12,31139
2016-01-13,31139
2016-01-14,30389
2016-01-15,30389
2016-01-16,30389
2016-01-17,30389
2016-01-18,30389
2016-01-19,30389
2016-01-20,30389
2016-01-21,30389
2016-01-22,30389
2016-01-23,30389
2016-01-24,30389
2016-01-25,29544
2016-01-26,29544
2016-01-27,29544
2016-01-28,29544
2016-01-29,29544
2016-01-30,29544
2016-01-31,29544
2016-02-01,29544
2016-02-02,29544
2016-02-03,29544
2016-02-04,29544
2016-02-05,29544
2016-02-06,28545
2016-02-07,28545
2016-02-08,28545
2016-02-09,28545
2016-02-10,28545
2016-02-11,28545
2016-02-12,28545
2016-02-13,28545
2016-02-14,28545
2016-02-15,28545
2016-02-16,28545
2016-02-17,28545
2016-02-18,28545
2016-02-19,28393
2016-02-20,28393
2016-02-21,28393
2016-02-22,28393
2016-02-23,28393
2016-02-24,28393
2016-02-25,28393
2016-02-26,28393
2016-02-27,28393
2016-02-28,27222
2016-02-29,27222
2016-03-01,27222
2016-03-02,27222
2016-03-03,27222
2016-03-04,27222
2016-03-05,27222
2016-03-06,27222
2016-03-07,27222
2016-03-08,27222
2016-03-09,27222
2016-03-10,26115
2016-03-11,26115
2016-03-12,26115
2016-03-13,26115
2016-03-14,26115
2016-03-15,26115
2016-03-16,26115
2016-03-17,26115
2016-03-18,26115
2016-03-19,26115
2016-03-20,26115
2016-03-21,24863
2016-03-22,24863
2016-03-23,24863
2016-03-24,24863
2016-03-25,24863
2016-03-26,24863
2016-03-27,24863
2016-03-28,24863
2016-03-29,24863
2016-03-30,24863
2016-03-31,24863
2016-04-01,24863
2016-04-02,23725
2016-04-03,23725
2016-04-04,23725
2016-04-05,23725
2016-04-06,23725
2016-04-07,23725
2016-04-08,23725
2016-04-09,23725
2016-04-10,23725
2016-04-11,23725
2016-04-12,23725
2016-04-13,23725
2016-04-14,23281
2016-04-15,23281
2016-04-16,23281
2016-04-17,23281
2016-04-18,23281
2016-04-19,23281
2016-04-20,23281
2016-04-21,23281
2016-04-22,23281
2016-04-23,23281
2016-04-24,23281
2016-04-25,22116
2016-04-26,22116
2016-04-27,22116
2016-04-28,22116
2016-04-29,22116
2016-04-30,22116
2016-05-01,22116
2016-05-02,22116
2016-05-03,22116
2016-05-04,21036
2016-05-05,21036
2016-05-06,21036
2016-05-07,21036
2016-05-08,21036
2016-05-09,21036
2016-05-10,21036
2016-05-11,21036
2016-05-12,21036
2016-05-13,21036
2016-05-14,20077
2016-05-15,20077
2016-05-16,20077
2016-05-17,20077
2016-05-18,20077
2016-05-19,20077
2016-05-22,20077
2016-05-23,19093
2016-05-24,19093
2016-05-25,19093
2016-05-26,19093
2016-05-27,19093
2016-05-28,19093
2016-05-29,19093
2016-05-30,19093
2016-05-31,18159
2016-06-01,18159
2016-06-02,18159
2016-06-03,18159
2016-06-04,18159
2016-06-05,18159
2016-06-06,18159
2016-06-07,18159
2016-06-08,17281
2016-06-09,17281
2016-06-10,17281
2016-06-11,17281
2016-06-12,17281
2016-06-13,17281
2016-06-14,17281
2016-06-15,16451
2016-06-16,16451
2016-06-17,16451
2016-06-18,16451
2016-06-19,16451
2016-06-20,16451
2016-06-21,16451
2016-06-22,16432
2016-06-23,16432
2016-06-24,16432
2016-06-25,16432
2016-06-26,16432
2016-06-27,16432
2016-06-28,16432
2016-06-29,16432
2016-06-30,16432
2016-07-01,16316
2016-07-02,16316
2016-07-03,16316
2016-07-04,16316
2016-07-05,16316
2016-07-06,16316
2016-07-07,16316
2016-07-08,16316
2016-07-09,16316
2016-07-10,16036
2016-07-11,16036
2016-07-12,16036
2016-07-13,16036
2016-07-14,16036
2016-07-15,16036
2016-07-16,16036
2016-07-17,16036
2016-07-18,16036
2016-07-23,15505
2016-07-24,15505
2016-07-25,15505
2016-07-26,15505
2016-07-27,15505
2016-07-28,15505
2016-07-29,15505
2016-07-30,15505
2016-07-31,14948
2016-08-01,14948
2016-08-02,14948
2016-08-03,14948
2016-08-04,14948
2016-08-05,14948
2016-08-06,14948
2016-08-07,14948
2016-08-08,14948
2016-08-09,14948
2016-08-10,14236
2016-08-11,14236
2016-08-12,14236
2016-08-13,14236
2016-08-14,14236
2016-08-15,14236
2016-08-16,14236
2016-08-17,14236
2016-08-18,14236
2016-08-19,14236
2016-08-20,14236
2016-08-21,14236
2016-08-22,13562
2016-08-23,13562
2016-08-24,13562
2016-08-25,13562
2016-08-26,13562
2016-08-28,13562
2016-08-31,13562
2016-09-01,13562
2016-09-02,13562
2016-09-03,12907
2016-09-04,12907
2016-09-05,12907
2016-09-06,12907
2016-09-07,12907
2016-09-08,12907
2016-09-09,12907
2016-09-10,12907
2016-09-11,12907
2016-09-12,12907
2016-09-13,12288
2016-09-14,12288
2016-09-15,12288
2016-09-16,12288
2016-09-17,12288
2016-09-18,12288
2016-09-19,12288
2016-09-20,12288
2016-09-21,12288
2016-09-22,12288
2016-09-23,12288
2016-09-24,11680
2016-09-25,11680
2016-09-26,11680
2016-09-27,11680
2016-09-28,11680
2016-09-29,11680
2016-09-30,11680
2016-10-01,11680
2016-10-02,11680
2016-10-03,11680
2016-10-04,11266
2016-10-05,11266
2016-10-06,11266
2016-10-07,11266
2016-10-08,11266
2016-10-09,11266
2016-10-10,11266
2016-10-11,11266
2016-10-12,11266
2016-10-13,11266
2016-10-14,11327
2016-10-15,11327
2016-10-16,11327
2016-10-17,11327
2016-10-18,11327
2016-10-19,11327
2016-10-20,11327
2016-10-21,11327
2016-10-22,11327
2016-10-23,11327
2016-10-24,11327
2016-10-25,11327
2016-10-26,11484
2016-10-27,11484
2016-10-28,11484
2016-10-29,11484
2016-10-30,11484
2016-10-31,11484
2016-11-01,11484
2016-11-02,11484
2016-11-03,11484
2016-11-04,11484
2016-11-05,11194
2016-11-06,11194
2016-11-07,11194
2016-11-08,11194
2016-11-09,11194
2016-11-10,11194
2016-11-11,11194
2016-11-12,10634
2016-11-13,10634
2016-11-14,10634
2016-11-15,10634
2016-12-07,10532
2016-12-08,10532
2016-12-09,10532
2016-12-10,10532
2016-12-11,10532
2016-12-12,10532
2016-12-13,10532
2016-12-14,10532
2016-12-15,10822
2016-12-16,10822
2016-12-17,10822
2016-12-18,10822
2016-12-19,10822
2016-12-20,10822
2016-12-21,10822
2016-12-22,10822
2016-12-23,11007
2016-12-24,11007
2016-12-25,11007
2016-12-26,11007
2016-12-27,11007
2016-12-28,11007
2016-12-29,11007
2016-12-30,11007
2016-12-31,11007
2017-01-01,10832
2017-01-02,10832
2017-01-03,10832
2017-01-04,10832
2017-01-05,10832
2017-01-06,10832
2017-01-07,10832
2017-01-08,11138
2017-01-09,11138
2017-01-10,11138
2017-01-11,11138
2017-01-12,11138
2017-01-13,11138
2017-01-14,11138
2017-01-15,11257
2017-01-16,11257
2017-01-17,11257
2017-01-18,11257
2017-01-19,11257
2017-01-20,11257
2017-01-21,11257
2017-01-22,11082
2017-01-23,11082
2017-01-27,11082
2017-01-28,11082
2017-01-29,10589
2017-01-30,10589
2017-01-31,10589
2017-02-01,10589
2017-02-02,10589
2017-02-03,10589
2017-02-04,10589
2017-02-05,10589
2017-02-06,10140
2017-02-07,10140
2017-02-08,10140
2017-02-09,10140
2017-02-10,10140
2017-02-11,10140
2017-02-12,10140
2017-02-13,9633
2017-02-14,9633
2017-02-15,9633
2017-02-16,9633
2017-02-18,9189
2017-02-19,9189
2017-02-20,9189
2017-02-21,9189
2017-02-22,9189
2017-02-23,9189
2017-02-24,9329
2017-02-25,9329
2017-02-26,9329
2017-02-27,9329
2017-02-28,9329
2017-03-01,9329
2017-03-02,9329
2017-03-03,9617
2017-03-04,9617
2017-03-05,9617
2017-03-06,9617
2017-03-07,9617
2017-03-08,9617
2017-03-09,9617
2017-03-10,9617
2017-03-11,9836
2017-03-12,9836
2017-03-13,9836
2017-03-14,9836
2017-03-15,9836
2017-03-16,9836
2017-03-17,9836
2017-03-18,9836
2017-03-19,10124
2017-03-20,10124
2017-03-21,10124
2017-03-22,10124
2017-03-23,10124
2017-03-24,10124
2017-03-25,10124
2017-03-26,10327
2017-03-27,10327
2017-03-28,10327
2017-03-29,10327
2017-03-30,10327
2017-03-31,10327
2017-04-01,10327
2017-04-02,10327
2017-04-03,10126
2017-04-04,10126
2017-04-12,9987
2017-04-13,9987
2017-04-14,9987
2017-04-15,9987
2017-04-16,9987
2017-04-17,9987
2017-04-18,9891
2017-04-19,9891
2017-04-20,9891
2017-04-21,9891
2017-04-22,9891
2017-04-23,9891
2017-04-24,9891
2017-04-25,9961
2017-04-26,9961
2017-04-27,9961
2017-04-28,9961
2017-04-29,9961
2017-04-30,9961
2017-05-01,9961
2017-05-02,9961
2017-05-03,9998
2017-05-04,9998
2017-05-05,9998
2017-05-06,9998
2017-05-07,9998
2017-05-08,9998
2017-05-09,9998
2017-05-10,9998
2017-05-11,10182
2017-05-12,10182
2017-05-13,10182
2017-05-14,10182
2017-05-15,10182
2017-05-16,10182
2017-05-17,10182
2017-05-18,9921
2017-05-19,9921
2017-05-20,9921
2017-05-21,9921
2017-05-22,9921
2017-05-23,9921
2017-05-24,10140
2017-05-25,10140
2017-05-26,10140
2017-05-27,10140
2017-05-28,10140
2017-05-29,10140
2017-05-30,10140
2017-05-31,10140
2017-06-01,10417
2017-06-02,10417
2017-06-03,10417
2017-06-04,10417
2017-06-05,10417
2017-06-06,10417
2017-06-07,10417
2017-06-08,10417
2017-06-09,10698
2017-06-10,10698
2017-06-11,10698
2017-06-12,10698
2017-06-13,10698
2017-06-14,10698
2017-06-15,10698
2017-06-16,10698
2017-06-17,10939
2017-06-18,10939
2017-06-19,10939
2017-06-20,10939
2017-06-21,10939
2017-06-22,10939
2017-06-23,10939
2017-06-24,10939
2017-06-25,10939
2017-06-26,10939
2017-06-27,11317
2017-06-28,11317
2017-06-29,11317
2017-06-30,11317
2017-07-01,11317
2017-07-02,11317
2017-07-03,11317
2017-07-04,11317
2017-07-05,11317
2017-07-06,11437
2017-07-07,11437
2017-07-08,11437
2017-07-13,11437
2017-07-14,11437
2017-07-15,11437
2017-07-16,11739
2017-07-17,11739
2017-07-18,11739
2017-07-19,11739
2017-07-20,11739
2017-07-21,11739
2017-07-22,11739
2017-07-23,12168
2017-07-24,12168
2017-07-25,12168
2017-07-26,12168
2017-07-27,12168
2017-07-28,12168
2017-07-29,12168
2017-07-30,12570
2017-07-31,12570
2017-08-01,12570
2017-08-02,12570
2017-08-03,12570
2017-08-04,12570
2017-08-05,12570
2017-08-06,12570
2017-08-07,12919
2017-08-08,12919
2017-08-09,12919
2017-08-10,12919
2017-08-11,12919
2017-08-12,12919
2017-08-13,12919
2017-08-14,12919
2017-08-15,12340
2017-08-16,12340
2017-08-17,12340
2017-08-18,12340
2017-08-19,12340
2017-08-20,12340
2017-08-21,12340
2017-08-22,11947
2017-08-23,11947
2017-08-24,11947
2017-08-25,11947
2017-08-26,11947
2017-08-27,11947
2017-08-28,11947
2017-08-29,11443
2017-08-30,11443
2017-08-31,11443
2017-09-01,11443
2017-09-02,11443
2017-09-03,11443
2017-09-04,11443
2017-09-05,10977
2017-09-06,10977
2017-09-07,10977
2017-09-08,10977
2017-09-09,10977
2017-09-10,10977
2017-09-11,10445
2017-09-12,10445
2017-09-13,10445
2017-09-14,10445
2017-09-15,10445
2017-09-16,10445
2017-09-17,10445
2017-09-18,10261
2017-09-19,10261
2017-09-20,10261
2017-09-22,10261
2017-09-23,10261
2017-09-24,10261
2017-09-25,10144
2017-09-26,10144
2017-09-27,10144
2017-09-28,10144
2017-09-29,10144
2017-09-30,10144
2017-10-01,10144
2017-10-02,10223
2017-10-03,10223
2017-10-04,10223
2017-10-05,10223
2017-10-06,10223
2017-10-07,10223
2017-10-08,10223
2017-10-09,10223
2017-10-10,10558
2017-10-11,10558
2017-10-12,10558
2017-10-13,10558
2017-10-14,10558
2017-10-15,10558
2017-10-16,10558
2017-10-17,10558
2017-10-18,10805
2017-10-19,10805
2017-10-20,10805
2017-10-21,10805
2017-10-22,10805
2017-10-23,10805
2017-10-24,10805
2017-10-25,10805
2017-10-26,11182
2017-10-27,11182
2017-10-28,11182
2017-10-29,11182
2017-10-30,11182
2017-10-31,11182
2017-11-01,11182
2017-11-02,11182
2017-11-03,11236
2017-11-04,11236
2017-11-05,11236
2017-11-06,11236
2017-11-07,11236
2017-11-08,11236
2017-11-09,11236
2017-11-10,11236
2017-11-11,11504
2017-11-12,11504
2017-11-13,11504
2017-11-14,11504
2017-11-15,11504
2017-11-16,11504
2017-11-17,11504
2017-11-18,11504
2017-11-19,11752
2017-11-20,11752
2017-11-21,11752
2017-11-22,11752
2017-11-23,11752
2017-11-24,11752
2017-11-25,11752
2017-11-26,11607
2017-11-27,11607
2017-11-28,11607
2017-11-29,11607
2017-11-30,11607
2017-12-01,11607
2017-12-02,11607
2017-12-03,11607
2017-12-04,11607
2017-12-05,11713
2017-12-06,11713
2017-12-07,11713
2017-12-08,11713
2017-12-09,11713
2017-12-10,11713
2017-12-11,11713
2017-12-12,12030
2017-12-13,12030
2017-12-14,12030
2017-12-15,12030
2017-12-16,12030
2017-12-17,12030
2017-12-18,12012
2017-12-19,12012
2017-12-20,12012
2017-12-21,12012
2017-12-22,12012
2017-12-23,12012
2017-12-24,12012
2017-12-25,12102
2017-12-26,12102
2017-12-27,12102
2017-12-28,12102
2017-12-29,12102
2017-12-30,12102
2017-12-31,12102
2018-01-01,11849
2018-01-02,11849
2018-01-03,11849
2018-01-04,11849
2018-01-05,11849
2018-01-06,11849
2018-01-07,11972
2018-01-08,11972
2018-01-09,11972
2018-01-10,11972
2018-01-11,11972
2018-01-12,11972
2018-01-13,12243
2018-01-14,12243
2018-01-15,12243
2018-01-16,12243
2018-01-17,12243
2018-01-18,12243
2018-01-19,12400
2018-01-20,12400
2018-01-21,12400
2018-01-22,12400
2018-01-23,12400
2018-01-24,11948
2018-01-25,11948
2018-01-26,11948
2018-01-27,11883
2018-01-28,11883
2018-01-29,11535
2018-01-30,11535
2018-01-31,11535
2018-02-01,11193
2018-02-02,11193
2018-02-03,11193
2018-02-04,11199
2018-02-05,11199
2018-02-06,11199
2018-02-07,10837
2018-02-08,10837
2018-02-09,10837
2018-02-10,10837
2018-02-11,10766
2018-02-12,10766
2018-02-13,10766
2018-02-14,11012
2018-02-15,11012
2018-02-16,11012
2018-02-17,11321
2018-02-18,11321
2018-02-19,11321
2018-02-20,11626
2018-02-21,11626
2018-02-22,11626
2018-02-23,11744
2018-02-24,11744
2018-02-25,11744
2018-02-26,11671
2018-02-27,11671
2018-02-28,11671
2018-03-01,11671
2018-03-02,12002
2018-03-03,12002
2018-03-04,12002
2018-03-05,11940
2018-03-06,11940
2018-03-07,11940
2018-03-08,12008
2018-03-09,12008
2018-03-10,12008
2018-03-11,12008
2018-03-12,11961
2018-03-13,11961
2018-03-14,11961
2018-03-15,12059
2018-03-16,12059
2018-03-17,12059
2018-03-18,12059
2018-03-20,12207
2018-03-21,12207
2018-03-22,12207
2018-03-23,12484
2018-03-24,12484
2018-03-25,12484
2018-03-26,12700
2018-03-27,12700
2018-03-28,12700
2018-03-29,12241
2018-03-30,12241
2018-03-31,12241
2018-04-01,12241
2018-04-02,11678
2018-04-03,11678
2018-04-04,11678
2018-04-05,11991
2018-04-06,11991
2018-04-07,11991
2018-04-08,12065
2018-04-09,12065
2018-04-10,12065
2018-04-11,12065
2018-04-12,12433
2018-04-13,12433
2018-04-14,12433
2018-04-15,12402
2018-04-16,12402
2018-04-17,12402
2018-04-18,12402
2018-04-19,12402
2018-04-20,12485
2018-04-21,12485
2018-04-22,12485
2018-04-23,12485
2018-04-24,12476
2018-04-25,12476
2018-04-26,12476
2018-04-27,12476
2018-04-28,12508
2018-04-29,12508
2018-04-30,12508
2018-05-01,12508
2018-05-02,12632
2018-05-03,12632
2018-05-04,12632
2018-05-05,12533
2018-05-06,12533
2018-05-07,12533
2018-05-08,12533
2018-05-09,12157
2018-05-10,12157
2018-05-11,12157
2018-05-12,12047
2018-05-13,12047
2018-05-14,12047
2018-05-15,11791
2018-05-16,11791
2018-05-17,11791
2018-05-18,11817
2018-05-19,11817
2018-05-20,11817
2018-05-21,11238
2018-05-22,11238
2018-05-23,11238
2018-05-24,10676
2018-05-25,10676
2018-05-26,10676
2018-05-27,10676
2018-05-28,10250
2018-05-29,10250
2018-05-30,10250
2018-05-31,9944
2018-06-01,9944
2018-06-02,9944
2018-06-03,9824
2018-06-04,9824
2018-06-05,9824
2018-06-06,9913
2018-06-07,9913
2018-06-08,9913
2018-06-09,9913
2018-06-10,10201
2018-06-11,10201
2018-06-12,10201
2018-06-13,10420
2018-06-14,10420
2018-06-15,10420
2018-06-16,10420
2018-06-17,10414
2018-06-18,10414
2018-06-19,10414
2018-06-20,10414
2018-06-21,10585
2018-06-22,10585
2018-06-23,10585
2018-06-24,10585
2018-06-25,10744
2018-06-26,10744
2018-06-27,10744
2018-06-28,10744
2018-06-29,10974
2018-06-30,10974
2018-07-01,10974
2018-07-02,10974
2018-07-03,10992
2018-07-04,10992
2018-07-05,10992
2018-07-06,10992
2018-07-07,10963
2018-07-08,10963
2018-07-09,10963
2018-07-10,10746
2018-07-11,10746
2018-07-12,10746
2018-07-13,10746
2018-07-14,10724
2018-07-15,10724
2018-07-16,10724
2018-07-17,10307
2018-07-18,10307
2018-07-19,10307
2018-07-20,10307
2018-07-21,9997
2018-07-22,9997
2018-07-23,9540
2018-07-24,9540
2018-07-25,9540
2018-07-26,9606
2018-07-27,9606
2018-07-28,9876
2018-07-29,9876
2018-07-30,9982
2018-07-31,10104
2018-08-01,10104
2018-08-02,10104
2018-08-03,10456
2018-08-04,10456
2018-08-05,10768
2018-08-06,10768
2018-08-07,10768
2018-08-08,11069
2018-08-09,11069
2018-08-10,11069
2018-08-11,11494
2018-08-12,11494
2018-08-14,11672
2018-08-16,11672
2018-08-17,11476
2018-08-18,11476
2018-08-19,11476
2018-08-20,11593
2018-08-21,11593
2018-08-22,11593
2018-08-23,12001
2018-08-24,12001
2018-08-25,11940
2018-08-26,11940
2018-08-27,11940
2018-08-28,11963
2018-08-29,11963
2018-08-30,11963
2018-08-31,12172
2018-09-01,12172
2018-09-02,12302
2018-09-03,12302
2018-09-04,12641
2018-09-05,12641
2018-09-06,12641
2018-09-07,12662
2018-09-08,12662
2018-09-09,12859
2018-09-10,12859
2018-09-11,12787
2018-09-12,12787
2018-09-13,12722
2018-09-14,12722
2018-09-15,12817
2018-09-16,12817
2018-09-17,12817
2018-09-18,12621
2018-09-19,12621
2018-09-20,12127
2018-09-21,12127
2018-09-22,11843
2018-09-23,11843
2018-09-24,11520
2018-09-25,11520
2018-09-26,11359
2018-09-27,11359
2018-09-28,11359
2018-09-29,11189
2018-09-30,11189
2018-10-01,10782
2018-10-02,10782
2018-10-03,10242
2018-10-04,10242
2018-10-05,10242
2018-10-06,10143
2018-10-07,10143
2018-10-08,10093
2018-10-09,10093
2018-10-10,10389
2018-10-11,10389
2018-10-12,10389
2018-10-13,10478
2018-10-14,10478
2018-10-15,10478
2018-10-16,10858
2018-10-17,10858
2018-10-18,10858
2018-10-19,11197
2018-10-20,11197
2018-10-21,11197
2018-10-22,11230
2018-10-23,11230
2018-10-24,11230
2018-10-25,11230
2018-10-26,11437
2018-10-27,11437
2018-10-28,11793
2018-10-29,11793
2018-10-30,12172
2018-10-31,12633
2018-11-01,13145
2018-11-03,14155
2018-11-04,14689
2018-11-05,15275
2018-11-06,15702
2018-11-07,16037
2018-11-08,16032
2018-11-09,15722
2018-11-10,15602
2018-11-11,15958
2018-11-12,16073
2018-11-13,16183
2018-11-15,16422
2018-11-16,16189
2018-11-17,15551
2018-11-18,14792
2018-11-19,14153
2018-11-20,14191
2018-11-21,14191
2018-11-22,13883
2018-11-23,13327
2018-11-24,12870
2018-11-25,12295
2018-11-26,12057
2018-11-27,11752
2018-11-28,11805
2018-11-29,11428
2018-12-01,11065
2018-12-02,10899
2018-12-03,10899
2018-12-04,10645
2018-12-05,10377
2018-12-07,10257
2018-12-09,10158
2018-12-10,9927
2018-12-11,9927
2018-12-12,9509
2018-12-13,9501
2018-12-14,9501
2018-12-15,9237
2018-12-16,9132
2018-12-17,9132
2018-12-18,8777
2018-12-19,8777
2018-12-20,8949
2018-12-21,9224
2018-12-22,9224
2018-12-23,9409
2018-12-24,9759
2018-12-25,9759
2018-12-26,10081
2018-12-27,10436
2018-12-28,10436
2018-12-29,10332
2018-12-30,10332
2018-12-31,10044
2019-01-01,9827
2019-01-02,9724
2019-01-03,9560
2019-01-04,9560
2019-01-05,9455
2019-01-06,9050
2019-01-08,8779
2019-01-10,8937
2019-01-11,8937
2019-01-12,8626
2019-01-13,8421
2019-01-14,8188
2019-01-15,8257
2019-01-16,8257
2019-01-17,7979
2019-01-18,7979
2019-01-19,8031
2019-01-20,8031
2019-01-21,8322
2019-01-22,8322
2019-01-23,8590
2019-01-24,8590
2019-01-25,8896
2019-01-26,8896
2019-01-27,9180
2019-01-28,9180
2019-01-29,9257
2019-01-30,9257
2019-01-31,9241
2019-02-01,8979
2019-02-02,8979
2019-02-03,8606
2019-02-04,8606
2019-02-05,8217
2019-02-06,8217
2019-02-07,8140
2019-02-08,8140
2019-02-09,8048
2019-02-10,8048
2019-02-11,7747
2019-02-12,7747
2019-02-13,7445
2019-02-14,7445
2019-02-15,7134
2019-02-16,7134
2019-02-17,6905
2019-02-18,6905
2019-02-19,6718
2019-02-20,6718
2019-02-21,6983
2019-02-22,6983
2019-02-23,7267
2019-02-24,7267
2019-02-25,7557
2019-02-26,7557
2019-02-27,7557
2019-02-28,7557
2019-03-01,7821
2019-03-02,7821
2019-03-03,8105
2019-03-04,8105
2019-03-05,8281
2019-03-06,8281
2019-03-07,8445
2019-03-08,8445
2019-03-09,8445
2019-03-10,8608
2019-03-11,8608
2019-03-12,8801
2019-03-13,8801
2019-03-14,8899
2019-03-15,8899
2019-03-16,8899
2019-03-17,8827
2019-03-18,8827
2019-03-19,8827
2019-03-20,8757
2019-03-21,8757
2019-03-22,8664
2019-03-23,8664
