date_obj,Saradomin%20crozier price
2016-02-17,4534
2016-02-18,4534
2016-02-19,4497
2016-02-20,4505
2016-02-21,4608
2016-02-22,4608
2016-02-23,4732
2016-02-24,4740
2016-02-25,4961
2016-02-26,4961
2016-02-27,5015
2016-02-28,5015
2016-02-29,4965
2016-03-01,5043
2016-03-02,5086
2016-03-03,5301
2016-03-04,5471
2016-03-05,5682
2016-03-06,5868
2016-03-07,5868
2016-03-08,5962
2016-03-09,5867
2016-03-10,5780
2016-03-11,5780
2016-03-12,5823
2016-03-13,5789
2016-03-14,5655
2016-03-15,5562
2016-03-16,5458
2016-03-17,5475
2016-03-18,5532
2016-03-19,5724
2016-03-20,5816
2016-03-21,5917
2016-03-22,6109
2016-03-23,6184
2016-03-24,6371
2016-03-25,6475
2016-03-26,6151
2016-03-27,5854
2016-03-28,5655
2016-03-29,5617
2016-03-30,5617
2016-03-31,5459
2016-04-01,5382
2016-04-02,5337
2016-04-03,5294
2016-04-04,5220
2016-04-05,5147
2016-04-06,5002
2016-04-07,4987
2016-04-08,4939
2016-04-09,4976
2016-04-10,5045
2016-04-11,5045
2016-04-12,5076
2016-04-13,5018
2016-04-14,4898
2016-04-15,4799
2016-04-16,4732
2016-04-17,4740
2016-04-18,4651
2016-04-19,4631
2016-04-20,4546
2016-04-21,4489
2016-04-22,4489
2016-04-23,4482
2016-04-24,4419
2016-04-25,4361
2016-04-26,4361
2016-04-27,4252
2016-04-28,4277
2016-04-29,4277
2016-04-30,4333
2016-05-01,4347
2016-05-02,4246
2016-05-03,4241
2016-05-04,4287
2016-05-05,4299
2016-05-06,4299
2016-05-07,4319
2016-05-08,4319
2016-05-09,4344
2016-05-10,4391
2016-05-11,4391
2016-05-12,4433
2016-05-13,4419
2016-05-14,4303
2016-05-15,4226
2016-05-16,4233
2016-05-17,4245
2016-05-18,4269
2016-05-19,4269
2016-05-22,4432
2016-05-23,4556
2016-05-24,4637
2016-05-25,4620
2016-05-26,4544
2016-05-27,4478
2016-05-28,4478
2016-05-29,4415
2016-05-30,4415
2016-05-31,4415
2016-06-01,4383
2016-06-02,4303
2016-06-03,4248
2016-06-04,4164
2016-06-05,4164
2016-06-06,4043
2016-06-07,4043
2016-06-08,3909
2016-06-09,3794
2016-06-10,3713
2016-06-11,3839
2016-06-12,3981
2016-06-13,3981
2016-06-14,4144
2016-06-15,4346
2016-06-16,4413
2016-06-17,4557
2016-06-18,4557
2016-06-19,4437
2016-06-20,4337
2016-06-21,4268
2016-06-22,4292
2016-06-23,4428
2016-06-24,4428
2016-06-25,4556
2016-06-26,4556
2016-06-27,4349
2016-06-28,4131
2016-06-29,4131
2016-06-30,3941
2016-07-01,3743
2016-07-02,3634
2016-07-03,3545
2016-07-04,3499
2016-07-05,3379
2016-07-06,3322
2016-07-07,3275
2016-07-08,3394
2016-07-09,3326
2016-07-10,3307
2016-07-11,3397
2016-07-12,3515
2016-07-13,3545
2016-07-14,3603
2016-07-15,3603
2016-07-16,3616
2016-07-17,3616
2016-07-18,3669
2016-07-23,3962
2016-07-24,4094
2016-07-25,4021
2016-07-26,4021
2016-07-27,3938
2016-07-28,3938
2016-07-29,4110
2016-07-30,4283
2016-07-31,4283
2016-08-01,4281
2016-08-02,4066
2016-08-03,3864
2016-08-04,3864
2016-08-05,3785
2016-08-06,3613
2016-08-07,3472
2016-08-08,3472
2016-08-09,3390
2016-08-10,3390
2016-08-11,3384
2016-08-12,3384
2016-08-13,3258
2016-08-14,3258
2016-08-15,3200
2016-08-16,3236
2016-08-17,3236
2016-08-18,3289
2016-08-19,3410
2016-08-20,3459
2016-08-21,3526
2016-08-22,3547
2016-08-23,3565
2016-08-24,3627
2016-08-25,3558
2016-08-26,3558
2016-08-28,3587
2016-08-31,3482
2016-09-01,3455
2016-09-02,3455
2016-09-03,3408
2016-09-04,3391
2016-09-05,3283
2016-09-06,3249
2016-09-07,3249
2016-09-08,3257
2016-09-09,3257
2016-09-10,3221
2016-09-11,3221
2016-09-12,3172
2016-09-13,3172
2016-09-14,3230
2016-09-15,3310
2016-09-16,3310
2016-09-17,3323
2016-09-18,3323
2016-09-19,3325
2016-09-20,3325
2016-09-21,3446
2016-09-22,3546
2016-09-23,3546
2016-09-24,3512
2016-09-25,3408
2016-09-26,3408
2016-09-27,3477
2016-09-28,3477
2016-09-29,3436
2016-09-30,3513
2016-10-01,3639
2016-10-02,3639
2016-10-03,3815
2016-10-04,3986
2016-10-05,3986
2016-10-06,4088
2016-10-07,4088
2016-10-08,4232
2016-10-09,4232
2016-10-10,4309
2016-10-11,4492
2016-10-12,4492
2016-10-13,4602
2016-10-14,4777
2016-10-15,4967
2016-10-16,4967
2016-10-17,5099
2016-10-18,5099
2016-10-19,5189
2016-10-20,5189
2016-10-21,5235
2016-10-22,5235
2016-10-23,5427
2016-10-24,5586
2016-10-25,5586
2016-10-26,5785
2016-10-27,5785
2016-10-28,6021
2016-10-29,5883
2016-10-30,5883
2016-10-31,5631
2016-11-01,5631
2016-11-02,5539
2016-11-03,5539
2016-11-04,5665
2016-11-05,5665
2016-11-06,5575
2016-11-07,5575
2016-11-08,5411
2016-11-09,5411
2016-11-10,5202
2016-11-11,5202
2016-11-12,4957
2016-11-13,4957
2016-11-14,4745
2016-12-08,4067
2016-12-09,4124
2016-12-10,4124
2016-12-11,4136
2016-12-12,4136
2016-12-13,4066
2016-12-14,3999
2016-12-15,3999
2016-12-16,3936
2016-12-17,3784
2016-12-18,3784
2016-12-19,3667
2016-12-20,3564
2016-12-21,3475
2016-12-22,3475
2016-12-23,3381
2016-12-24,3381
2016-12-25,3360
2016-12-26,3360
2016-12-27,3308
2016-12-28,3207
2016-12-29,3176
2016-12-30,3176
2016-12-31,3188
2017-01-01,3191
2017-01-02,3154
2017-01-03,3124
2017-01-04,3115
2017-01-05,3115
2017-01-06,3074
2017-01-07,3033
2017-01-08,3011
2017-01-09,2946
2017-01-10,2915
2017-01-11,2836
2017-01-12,2761
2017-01-13,2761
2017-01-14,2836
2017-01-15,2932
2017-01-16,2963
2017-01-17,2922
2017-01-18,2999
2017-01-19,2999
2017-01-20,2995
2017-01-21,2961
2017-01-22,2920
2017-01-27,3079
2017-01-28,3092
2017-01-29,3058
2017-01-30,3077
2017-01-31,3089
2017-02-01,3220
2017-02-02,3374
2017-02-03,3374
2017-02-04,3516
2017-02-05,3668
2017-02-06,3850
2017-02-07,4033
2017-02-08,4216
2017-02-09,4216
2017-02-10,4323
2017-02-11,4529
2017-02-12,4529
2017-02-13,4744
2017-02-14,4817
2017-02-15,4817
2017-02-16,4752
2017-02-18,4599
2017-02-19,4431
2017-02-20,4431
2017-02-21,4321
2017-02-22,4321
2017-02-23,4237
2017-02-24,4237
2017-02-25,4105
2017-02-26,4105
2017-02-27,4094
2017-02-28,4220
2017-03-01,4298
2017-03-02,4435
2017-03-03,4435
2017-03-04,4591
2017-03-05,4591
2017-03-06,4581
2017-03-07,4735
2017-03-08,4735
2017-03-09,4785
2017-03-10,4910
2017-03-11,5096
2017-03-12,5145
2017-03-13,5175
2017-03-14,5287
2017-03-15,5344
2017-03-16,5211
2017-03-17,5282
2017-03-18,5282
2017-03-19,5258
2017-03-20,5059
2017-03-21,4931
2017-03-22,4931
2017-03-23,4862
2017-03-24,4952
2017-03-25,4952
2017-03-26,4840
2017-03-27,4840
2017-03-28,4777
2017-03-29,4814
2017-03-30,4814
2017-03-31,4926
2017-04-01,4738
2017-04-02,4738
2017-04-03,4722
2017-04-04,4559
2017-04-12,4216
2017-04-13,4407
2017-04-14,4447
2017-04-15,4573
2017-04-16,4784
2017-04-17,4932
2017-04-18,4932
2017-04-19,4982
2017-04-20,4982
2017-04-21,4953
2017-04-22,4953
2017-04-23,5138
2017-04-24,5344
2017-04-25,5369
2017-04-26,5369
2017-04-27,5451
2017-04-28,5660
2017-04-29,5774
2017-04-30,5790
2017-05-01,5790
2017-05-02,5505
2017-05-03,5263
2017-05-04,5103
2017-05-05,5157
2017-05-06,5206
2017-05-07,5226
2017-05-08,5185
2017-05-09,5058
2017-05-10,5157
2017-05-11,5389
2017-05-12,5593
2017-05-13,5726
2017-05-14,5658
2017-05-15,5658
2017-05-16,5631
2017-05-17,5755
2017-05-18,6018
2017-05-19,6018
2017-05-20,6070
2017-05-21,6070
2017-05-22,6118
2017-05-23,6171
2017-05-24,6454
2017-05-25,6714
2017-05-26,6891
2017-05-27,6828
2017-05-28,7119
2017-05-29,7333
2017-05-30,7470
2017-05-31,7699
2017-06-01,7673
2017-06-02,7532
2017-06-03,7532
2017-06-06,7175
2017-06-07,6938
2017-06-08,6938
2017-06-09,6648
2017-06-10,6378
2017-06-11,6120
2017-06-12,6120
2017-06-13,5859
2017-06-14,5637
2017-06-15,5637
2017-06-16,5392
2017-06-17,5392
2017-06-18,5321
2017-06-19,5321
2017-06-20,5054
2017-06-21,5054
2017-06-22,4812
2017-06-23,4812
2017-06-24,4688
2017-06-25,4688
2017-06-26,4475
2017-06-27,4475
2017-06-28,4362
2017-06-29,4260
2017-06-30,4357
2017-07-01,4357
2017-07-02,4571
2017-07-03,4571
2017-07-04,4652
2017-07-05,4652
2017-07-06,4873
2017-07-07,4873
2017-07-08,4996
2017-07-13,5337
2017-07-14,5444
2017-07-15,5444
2017-07-16,5440
2017-07-17,5413
2017-07-18,5413
2017-07-19,5479
2017-07-20,5472
2017-07-21,5326
2017-07-22,5155
2017-07-23,5168
2017-07-24,5168
2017-07-25,5418
2017-07-26,5513
2017-07-27,5411
2017-07-28,5321
2017-07-29,5321
2017-07-30,5181
2017-07-31,5181
2017-08-01,5055
2017-08-02,4961
2017-08-03,4961
2017-08-04,4902
2017-08-05,4810
2017-08-06,4772
2017-08-09,4372
2017-08-10,4224
2017-08-11,4072
2017-08-12,3907
2017-08-13,3907
2017-08-14,3764
2017-08-15,3647
2017-08-17,3584
2017-08-18,3584
2017-08-19,3636
2017-08-20,3587
2017-08-21,3587
2017-08-22,3448
2017-08-23,3448
2017-08-24,3356
2017-08-25,3356
2017-08-26,3489
2017-08-27,3632
2017-08-28,3802
2017-08-29,3802
2017-08-30,3948
2017-08-31,3948
2017-09-01,4046
2017-09-02,4214
2017-09-03,4214
2017-09-04,4354
2017-09-05,4551
2017-09-06,4551
2017-09-07,4604
2017-09-08,4604
2017-09-09,4570
2017-09-10,4519
2017-09-11,4604
2017-09-12,4604
2017-09-13,4795
2017-09-14,4943
2017-09-15,4943
2017-09-16,4963
2017-09-17,4859
2017-09-19,4758
2017-09-20,4550
2017-09-21,4550
2017-09-22,4372
2017-09-23,4372
2017-09-24,4155
2017-09-25,4155
2017-09-26,4000
2017-09-27,4000
2017-09-28,3972
2017-09-29,4135
2017-09-30,4135
2017-10-01,4247
2017-10-02,4396
2017-10-03,4396
2017-10-04,4489
2017-10-05,4705
2017-10-06,4905
2017-10-07,5075
2017-10-08,5075
2017-10-09,5063
2017-10-10,5091
2017-10-11,5091
2017-10-12,5064
2017-10-13,5141
2017-10-14,5210
2017-10-15,5210
2017-10-16,5223
2017-10-17,5223
2017-10-18,5469
2017-10-19,5686
2017-10-20,5686
2017-10-21,5700
2017-10-22,5761
2017-10-23,5761
2017-10-24,5605
2017-10-25,5608
2017-10-26,5608
2017-10-27,5458
2017-10-28,5458
2017-10-29,5216
2017-10-30,4986
2017-10-31,4925
2017-11-01,4925
2017-11-02,5026
2017-11-03,5026
2017-11-04,4983
2017-11-05,4983
2017-11-06,5142
2017-11-07,5142
2017-11-08,5240
2017-11-09,5459
2017-11-10,5459
2017-11-11,5679
2017-11-12,5692
2017-11-13,5692
2017-11-14,5650
2017-11-15,5650
2017-11-16,5868
2017-11-17,5868
2017-11-18,5905
2017-11-19,5834
2017-11-20,5834
2017-11-21,5612
2017-11-22,5612
2017-11-23,5483
2017-11-24,5483
2017-11-25,5322
2017-11-26,5322
2017-11-27,5117
2017-11-28,5117
2017-11-29,4958
2017-11-30,4958
2017-12-01,4875
2017-12-02,4875
2017-12-03,5034
2017-12-04,5034
2017-12-05,5100
2017-12-06,5100
2017-12-07,5170
2017-12-08,5170
2017-12-09,5245
2017-12-10,5343
2017-12-11,5343
2017-12-12,5381
2017-12-13,5381
2017-12-14,5511
2017-12-15,5572
2017-12-16,5572
2017-12-17,5631
2017-12-18,5763
2017-12-19,5763
2017-12-20,5890
2017-12-21,5890
2017-12-22,6037
2017-12-23,6037
2017-12-24,6156
2017-12-25,6156
2017-12-26,6121
2017-12-27,6389
2017-12-28,6389
2017-12-29,6619
2017-12-30,6757
2017-12-31,6757
2018-01-01,6833
2018-01-02,6833
2018-01-03,6869
2018-01-04,6869
2018-01-05,7045
2018-01-06,6971
2018-01-07,7012
2018-01-08,7012
2018-01-09,7252
2018-01-10,7252
2018-01-11,7301
2018-01-12,7301
2018-01-13,7162
2018-01-14,7162
2018-01-15,6840
2018-01-16,6740
2018-01-17,6466
2018-01-18,6276
2018-01-19,6276
2018-01-20,6030
2018-01-21,6030
2018-01-22,5925
2018-01-23,5898
2018-01-24,5898
2018-01-25,5656
2018-01-26,5656
2018-01-27,5500
2018-01-28,5348
2018-01-29,5312
2018-01-30,5290
2018-02-01,5152
2018-02-02,5152
2018-02-03,5044
2018-02-04,5044
2018-02-05,4950
2018-02-06,4866
2018-02-07,4765
2018-02-08,4765
2018-02-09,4676
2018-02-10,4676
2018-02-11,4672
2018-02-12,4678
2018-02-13,4678
2018-02-14,4625
2018-02-15,4625
2018-02-16,4573
2018-02-17,4667
2018-02-18,4667
2018-02-19,4727
2018-02-20,4727
2018-02-21,4666
2018-02-22,4666
2018-02-23,4518
2018-02-24,4518
2018-02-25,4326
2018-02-26,4209
2018-02-27,4253
2018-02-28,4253
2018-03-01,4398
2018-03-02,4436
2018-03-03,4414
2018-03-04,4414
2018-03-05,4274
2018-03-06,4110
2018-03-07,3971
2018-03-08,3971
2018-03-09,3842
2018-03-10,3842
2018-03-11,3872
2018-03-12,3872
2018-03-13,3919
2018-03-14,3919
2018-03-15,4047
2018-03-16,4047
2018-03-17,4054
2018-03-18,4054
2018-03-19,4208
2018-03-20,4252
2018-03-21,4252
2018-03-23,4274
2018-03-24,4352
2018-03-26,4452
2018-03-27,4540
2018-03-28,4540
2018-03-29,4767
2018-03-30,4767
2018-03-31,4747
2018-04-01,4747
2018-04-02,4563
2018-04-03,4563
2018-04-04,4518
2018-04-05,4518
2018-04-06,4409
2018-04-08,4282
2018-04-09,4157
2018-04-10,4157
2018-04-11,4062
2018-04-12,4028
2018-04-13,4028
2018-04-14,3978
2018-04-15,3958
2018-04-16,3958
2018-04-17,3967
2018-04-18,3967
2018-04-19,4131
2018-04-20,4227
2018-04-21,4300
2018-04-22,4300
2018-04-23,4382
2018-04-24,4382
2018-04-25,4536
2018-04-26,4536
2018-04-27,4725
2018-04-28,4725
2018-04-29,4747
2018-04-30,4714
2018-05-01,4714
2018-05-02,4750
2018-05-03,4750
2018-05-04,4916
2018-05-05,4989
2018-05-06,4989
2018-05-07,5045
2018-05-08,5045
2018-05-09,4918
2018-05-10,4918
2018-05-11,4895
2018-05-12,4948
2018-05-13,4948
2018-05-14,4943
2018-05-15,4943
2018-05-16,4884
2018-05-17,4884
2018-05-18,4899
2018-05-19,4737
2018-05-20,4737
2018-05-21,4591
2018-05-22,4591
2018-05-23,4445
2018-05-24,4445
2018-05-25,4578
2018-05-26,4672
2018-05-27,4672
2018-05-28,4670
2018-05-29,4686
2018-05-30,4686
2018-05-31,4903
2018-06-01,4903
2018-06-02,4908
2018-06-03,4908
2018-06-04,4750
2018-06-05,4543
2018-06-06,4377
2018-06-07,4377
2018-06-08,4246
2018-06-09,4246
2018-06-10,4133
2018-06-11,4022
2018-06-12,3903
2018-06-13,3813
2018-06-14,3795
2018-06-15,3795
2018-06-16,3780
2018-06-17,3932
2018-06-18,3983
2018-06-19,4138
2018-06-20,4138
2018-06-21,4276
2018-06-22,4434
2018-06-23,4434
2018-06-24,4417
2018-06-25,4529
2018-06-26,4529
2018-06-27,4515
2018-06-28,4521
2018-06-29,4487
2018-06-30,4487
2018-07-01,4456
2018-07-02,4456
2018-07-03,4361
2018-07-04,4361
2018-07-05,4219
2018-07-06,4062
2018-07-07,4062
2018-07-08,3965
2018-07-09,4007
2018-07-10,3915
2018-07-11,3807
2018-07-12,3807
2018-07-13,3716
2018-07-14,3618
2018-07-15,3618
2018-07-16,3530
2018-07-17,3548
2018-07-18,3548
2018-07-19,3477
2018-07-20,3477
2018-07-21,3394
2018-07-22,3304
2018-07-23,3274
2018-07-24,3274
2018-07-25,3261
2018-07-26,3204
2018-07-27,3153
2018-07-28,3153
2018-07-29,3076
2018-07-30,3076
2018-07-31,3012
2018-08-01,3012
2018-08-02,2930
2018-08-03,2930
2018-08-04,3014
2018-08-05,3098
2018-08-06,3165
2018-08-07,3267
2018-08-08,3237
2018-08-09,3237
2018-08-10,3163
2018-08-11,3148
2018-08-12,3124
2018-08-14,3200
2018-08-16,3265
2018-08-17,3321
2018-08-18,3321
2018-08-19,3362
2018-08-20,3445
2018-08-21,3445
2018-08-22,3533
2018-08-23,3651
2018-08-24,3767
2018-08-25,3845
2018-08-26,3845
2018-08-27,3840
2018-08-28,3827
2018-08-29,3906
2018-08-30,3905
2018-08-31,3902
2018-09-01,3850
2018-09-02,3850
2018-09-03,3781
2018-09-04,3643
2018-09-05,3584
2018-09-06,3584
2018-09-07,3488
2018-09-08,3363
2018-09-09,3363
2018-09-10,3292
2018-09-11,3292
2018-09-12,3217
2018-09-13,3163
2018-09-14,3108
2018-09-15,3103
2018-09-16,3103
2018-09-17,3118
2018-09-18,3187
2018-09-19,3287
2018-09-20,3324
2018-09-21,3427
2018-09-22,3537
2018-09-23,3531
2018-09-24,3568
2018-09-25,3568
2018-09-26,3554
2018-09-27,3554
2018-09-28,3527
2018-09-29,3527
2018-09-30,3463
2018-10-02,3678
2018-10-03,3778
2018-10-04,3778
2018-10-05,3879
2018-10-06,3950
2018-10-07,3950
2018-10-08,4060
2018-10-09,4260
2018-10-10,4470
2018-10-11,4617
2018-10-12,4617
2018-10-13,4753
2018-10-14,4880
2018-10-15,4940
2018-10-16,5058
2018-10-17,5157
2018-10-18,5156
2018-10-19,5249
2018-10-20,5249
2018-10-21,5286
2018-10-22,5438
2018-10-23,5599
2018-10-24,5660
2018-10-25,5931
2018-10-26,6216
2018-10-27,6523
2018-10-28,6799
2018-10-29,6799
2018-10-30,7137
2018-10-31,7488
2018-11-01,7851
2018-11-03,8624
2018-11-04,9016
2018-11-05,9467
2018-11-06,9782
2018-11-07,10256
2018-11-08,10704
2018-11-09,11147
2018-11-10,11543
2018-11-11,11902
2018-11-12,12335
2018-11-13,12524
2018-11-14,12524
2018-11-15,12173
2018-11-16,11650
2018-11-17,11650
2018-11-18,11091
2018-11-19,10614
2018-11-20,10087
2018-11-21,9683
2018-11-22,9198
2018-11-23,8787
2018-11-24,8534
2018-11-25,8111
2018-11-26,8111
2018-11-27,7814
2018-11-28,7500
2018-11-29,7125
2018-12-01,6564
2018-12-02,6352
2018-12-03,6352
2018-12-04,6113
2018-12-05,5956
2018-12-07,5761
2018-12-09,5513
2018-12-10,5530
2018-12-11,5668
2018-12-12,5497
2018-12-13,5365
2018-12-14,5205
2018-12-15,5139
2018-12-16,5128
2018-12-17,5197
2018-12-18,5154
2018-12-19,5251
2018-12-20,5168
2018-12-21,5098
2018-12-22,5018
2018-12-23,5076
2018-12-24,5247
2018-12-25,5306
2018-12-26,5311
2018-12-27,5291
2018-12-28,5202
2018-12-29,5095
2018-12-30,5044
2018-12-31,4944
2019-01-01,4778
2019-01-02,4765
2019-01-03,4688
2019-01-04,4634
2019-01-05,4686
2019-01-06,4863
2019-01-08,5013
2019-01-10,5047
2019-01-11,5062
2019-01-12,5121
2019-01-13,5119
2019-01-14,5091
2019-01-15,5046
2019-01-16,5160
2019-01-17,5375
2019-01-18,5497
2019-01-19,5517
2019-01-20,5738
2019-01-21,5995
2019-01-22,6143
2019-01-23,6159
2019-01-24,6129
2019-01-25,6051
2019-01-26,6033
2019-01-27,5960
2019-01-28,5970
2019-01-29,6014
2019-01-30,6024
2019-01-31,6076
2019-02-01,6067
2019-02-02,5832
2019-02-03,5739
2019-02-04,5739
2019-02-05,5669
2019-02-06,5669
2019-02-07,5500
2019-02-08,5269
2019-02-09,5186
2019-02-10,5176
2019-02-11,4936
2019-02-12,4751
2019-02-13,4622
2019-02-14,4622
2019-02-15,4517
2019-02-16,4643
2019-02-17,4800
2019-02-18,4938
2019-02-19,5104
2019-02-20,5180
2019-02-21,5282
2019-02-22,5380
2019-02-23,5454
2019-02-24,5476
2019-02-25,5537
2019-02-26,5647
2019-02-27,5727
2019-02-28,5806
2019-03-01,5829
2019-03-02,5852
2019-03-03,5708
2019-03-04,5709
2019-03-05,5814
2019-03-06,5798
2019-03-07,5730
2019-03-08,5730
2019-03-09,5714
2019-03-10,5725
2019-03-11,5703
2019-03-12,5727
2019-03-13,5727
2019-03-14,5603
2019-03-15,5535
2019-03-16,5432
2019-03-17,5467
2019-03-18,5467
2019-03-19,5451
2019-03-20,5426
2019-03-21,5394
2019-03-22,5413
2019-03-23,5493
2019-03-24,5536
2019-03-25,5536
2019-03-26,5474
2019-03-27,5474
2019-03-28,5299
2019-03-29,5156
2019-03-30,5156
2019-03-31,5157
2019-04-01,5173
2019-04-02,5070
2019-04-03,5014
