date_obj,Ballista%20spring price
2016-09-27,45507
2016-09-28,43231
2016-09-29,43231
2016-09-30,43231
2016-10-01,43231
2016-10-02,43231
2016-10-03,41069
2016-10-04,41069
2016-10-05,41069
2016-10-06,41069
2016-10-07,41069
2016-10-08,39015
2016-10-09,39015
2016-10-10,39015
2016-10-11,39015
2016-10-12,39015
2016-10-13,37133
2016-10-14,37133
2016-10-15,37133
2016-10-16,37133
2016-10-17,35324
2016-10-18,35324
2016-10-19,35324
2016-10-20,35324
2016-10-21,35324
2016-10-22,34992
2016-10-23,34992
2016-10-24,34992
2016-10-25,34992
2016-10-26,33642
2016-10-27,33642
2016-10-28,33642
2016-10-29,33642
2016-10-30,33556
2016-10-31,33556
2016-11-01,33556
2016-11-02,33556
2016-11-03,33346
2016-11-04,33346
2016-11-05,33346
2016-11-06,33346
2016-11-07,32454
2016-11-08,32454
2016-11-09,32454
2016-11-10,33362
2016-11-11,33362
2016-11-12,33362
2016-11-13,33362
2016-11-14,33072
2016-11-15,33072
2016-12-07,31522
2016-12-08,31522
2016-12-09,31575
2016-12-10,31575
2016-12-11,31575
2016-12-12,31575
2016-12-13,31440
2016-12-14,31440
2016-12-15,31440
2016-12-16,31440
2016-12-17,31654
2016-12-18,31654
2016-12-19,31654
2016-12-20,31654
2016-12-21,31346
2016-12-22,31346
2016-12-23,31346
2016-12-24,31346
2016-12-25,31235
2016-12-26,31235
2016-12-27,31235
2016-12-28,31235
2016-12-29,30520
2016-12-30,30520
2016-12-31,30520
2017-01-01,30520
2017-01-02,30345
2017-01-03,30345
2017-01-04,30345
2017-01-05,30345
2017-01-06,30393
2017-01-07,30393
2017-01-08,30393
2017-01-09,30331
2017-01-10,30331
2017-01-11,30331
2017-01-12,30759
2017-01-13,30759
2017-01-14,30759
2017-01-15,30759
2017-01-16,31300
2017-01-17,31300
2017-01-18,31300
2017-01-19,31300
2017-01-20,31703
2017-01-21,31703
2017-01-22,31703
2017-01-23,30881
2017-01-27,30878
2017-01-28,30878
2017-01-29,31211
2017-01-30,31211
2017-01-31,31211
2017-02-01,30967
2017-02-02,30967
2017-02-03,30967
2017-02-04,31507
2017-02-05,31507
2017-02-06,31507
2017-02-07,31507
2017-02-08,31355
2017-02-09,31355
2017-02-10,31355
2017-02-11,31135
2017-02-12,31135
2017-02-13,31135
2017-02-14,31748
2017-02-15,31748
2017-02-16,31748
2017-02-18,31575
2017-02-19,31479
2017-02-20,31479
2017-02-21,31479
2017-02-22,31479
2017-02-23,30020
2017-02-24,30020
2017-02-25,30020
2017-02-26,30020
2017-02-27,30164
2017-02-28,30164
2017-03-01,30164
2017-03-02,31083
2017-03-03,31083
2017-03-04,31083
2017-03-05,31535
2017-03-06,31535
2017-03-07,31535
2017-03-08,32060
2017-03-09,32060
2017-03-10,32060
2017-03-11,32326
2017-03-12,32326
2017-03-13,32326
2017-03-14,32516
2017-03-15,32516
2017-03-16,32516
2017-03-17,32421
2017-03-18,32421
2017-03-19,32421
2017-03-20,32041
2017-03-21,32041
2017-03-22,32041
2017-03-23,31544
2017-03-24,31544
2017-03-25,31544
2017-03-26,31544
2017-03-27,31265
2017-03-28,31265
2017-03-29,31265
2017-03-30,30884
2017-03-31,30884
2017-04-01,30884
2017-04-02,30884
2017-04-03,31632
2017-04-04,31632
2017-04-05,31632
2017-04-12,32416
2017-04-13,32416
2017-04-14,32064
2017-04-15,32064
2017-04-16,32064
2017-04-17,32012
2017-04-18,32012
2017-04-19,32012
2017-04-20,32012
2017-04-21,32426
2017-04-22,32426
2017-04-23,32426
2017-04-24,32426
2017-04-25,31733
2017-04-26,31733
2017-04-27,31733
2017-04-28,31733
2017-04-29,30706
2017-04-30,30706
2017-05-01,30706
2017-05-02,30706
2017-05-03,30568
2017-05-04,30568
2017-05-05,30568
2017-05-06,30568
2017-05-07,30342
2017-05-08,30342
2017-05-09,30342
2017-05-10,30342
2017-05-11,30396
2017-05-12,30396
2017-05-13,30396
2017-05-14,30396
2017-05-15,30328
2017-05-16,30328
2017-05-17,30328
2017-05-18,30328
2017-05-19,31191
2017-05-20,31191
2017-05-21,31191
2017-05-22,31191
2017-05-23,31094
2017-05-24,31094
2017-05-25,31094
2017-05-26,30309
2017-05-27,30309
2017-05-28,30309
2017-05-29,29667
2017-05-30,29667
2017-05-31,29667
2017-06-01,28828
2017-06-02,28828
2017-06-03,28828
2017-06-04,28823
2017-06-05,28823
2017-06-06,28823
2017-06-07,28897
2017-06-08,28897
2017-06-09,28897
2017-06-10,28897
2017-06-11,28899
2017-06-12,28899
2017-06-13,28899
2017-06-14,28899
2017-06-15,28899
2017-06-16,29158
2017-06-17,29158
2017-06-18,29158
2017-06-19,29158
2017-06-20,29158
2017-06-21,28962
2017-06-22,28962
2017-06-23,28962
2017-06-24,28962
2017-06-25,28962
2017-06-26,29181
2017-06-27,29181
2017-06-28,29181
2017-06-29,29181
2017-06-30,29181
2017-07-01,29130
2017-07-02,29130
2017-07-03,29130
2017-07-04,29130
2017-07-05,29130
2017-07-06,29325
2017-07-07,29325
2017-07-08,29325
2017-07-09,29325
2017-07-13,29131
2017-07-14,29131
2017-07-15,29131
2017-07-16,29131
2017-07-17,29685
2017-07-18,29685
2017-07-19,29685
2017-07-20,29685
2017-07-21,29685
2017-07-22,30064
2017-07-23,30064
2017-07-24,30064
2017-07-25,30064
2017-07-26,30064
2017-07-27,29674
2017-07-28,29674
2017-07-29,29674
2017-07-30,29674
2017-07-31,29674
2017-08-01,29202
2017-08-02,29202
2017-08-03,29202
2017-08-04,29202
2017-08-05,29850
2017-08-06,29850
2017-08-07,29850
2017-08-08,29850
2017-08-09,29850
2017-08-10,29572
2017-08-11,29572
2017-08-12,29572
2017-08-13,29572
2017-08-14,29572
2017-08-15,29453
2017-08-16,29453
2017-08-17,29453
2017-08-18,29453
2017-08-19,29453
2017-08-20,29269
2017-08-21,29269
2017-08-22,29269
2017-08-23,29269
2017-08-24,29269
2017-08-25,29413
2017-08-26,29413
2017-08-27,29413
2017-08-28,29413
2017-08-29,29413
2017-08-30,29668
2017-08-31,29668
2017-09-01,29668
2017-09-02,29668
2017-09-03,29668
2017-09-04,29245
2017-09-05,29245
2017-09-06,29245
2017-09-07,29245
2017-09-08,29427
2017-09-09,29427
2017-09-10,29427
2017-09-11,29427
2017-09-12,29421
2017-09-13,29421
2017-09-14,29421
2017-09-15,29421
2017-09-16,29421
2017-09-17,29610
2017-09-18,29610
2017-09-19,29610
2017-09-20,29610
2017-09-22,29086
2017-09-23,29086
2017-09-24,29086
2017-09-25,29086
2017-09-26,29086
2017-09-27,29479
2017-09-28,29479
2017-09-29,29479
2017-09-30,29479
2017-10-01,29479
2017-10-02,29525
2017-10-03,29525
2017-10-04,29525
2017-10-05,29525
2017-10-06,29525
2017-10-07,29203
2017-10-08,29203
2017-10-09,29203
2017-10-10,29203
2017-10-11,29203
2017-10-12,29576
2017-10-13,29576
2017-10-14,29576
2017-10-15,29576
2017-10-16,29576
2017-10-17,29888
2017-10-18,29888
2017-10-19,29888
2017-10-20,29888
2017-10-21,29888
2017-10-22,29657
2017-10-23,29657
2017-10-24,29657
2017-10-25,29657
2017-10-26,29657
2017-10-27,29596
2017-10-28,29596
2017-10-29,29596
2017-10-30,29596
2017-10-31,29652
2017-11-01,29652
2017-11-02,29652
2017-11-03,29652
2017-11-04,29772
2017-11-05,29772
2017-11-06,29772
2017-11-07,29772
2017-11-08,29772
2017-11-09,29276
2017-11-10,29276
2017-11-11,29276
2017-11-12,29276
2017-11-13,29276
2017-11-14,28789
2017-11-15,28789
2017-11-16,28789
2017-11-17,28789
2017-11-18,28789
2017-11-19,29251
2017-11-20,29251
2017-11-21,29251
2017-11-22,29251
2017-11-23,29462
2017-11-24,29462
2017-11-25,29462
2017-11-26,29462
2017-11-27,29462
2017-11-28,29073
2017-11-29,29073
2017-11-30,29073
2017-12-01,29073
2017-12-02,29260
2017-12-03,29260
2017-12-04,29260
2017-12-05,29260
2017-12-06,29451
2017-12-07,29451
2017-12-08,29451
2017-12-09,29451
2017-12-10,29025
2017-12-11,29025
2017-12-12,29025
2017-12-13,29025
2017-12-14,29395
2017-12-15,29395
2017-12-16,29395
2017-12-17,29395
2017-12-18,29258
2017-12-19,29258
2017-12-20,29258
2017-12-21,29258
2017-12-22,29382
2017-12-23,29382
2017-12-24,29382
2017-12-25,29382
2017-12-26,29362
2017-12-27,29362
2017-12-28,29362
2017-12-29,29362
2017-12-30,28999
2017-12-31,28999
2018-01-01,28999
2018-01-02,28999
2018-01-03,29286
2018-01-04,29286
2018-01-05,29286
2018-01-06,29415
2018-01-07,29415
2018-01-08,29415
2018-01-09,29415
2018-01-10,29233
2018-01-11,29233
2018-01-12,29233
2018-01-13,29384
2018-01-14,29384
2018-01-15,29384
2018-01-16,29384
2018-01-17,29410
2018-01-18,29410
2018-01-19,29410
2018-01-20,29410
2018-01-21,29568
2018-01-22,29568
2018-01-23,29568
2018-01-24,29675
2018-01-25,29675
2018-01-26,29675
2018-01-27,29817
2018-01-28,29817
2018-01-29,29443
2018-01-30,29443
2018-01-31,29398
2018-02-01,29398
2018-02-02,29398
2018-02-03,29522
2018-02-04,29522
2018-02-05,29522
2018-02-06,29398
2018-02-07,29398
2018-02-08,29398
2018-02-09,29550
2018-02-10,29550
2018-02-11,29824
2018-02-12,29824
2018-02-13,29824
2018-02-14,29554
2018-02-15,29554
2018-02-16,29554
2018-02-17,29477
2018-02-18,29477
2018-02-19,29174
2018-02-20,29174
2018-02-21,29174
2018-02-22,29015
2018-02-23,29015
2018-02-24,29015
2018-02-25,29831
2018-02-26,29831
2018-02-27,29831
2018-02-28,30239
2018-03-01,30239
2018-03-02,30192
2018-03-03,30192
2018-03-04,30192
2018-03-05,29672
2018-03-06,29672
2018-03-07,29890
2018-03-08,29890
2018-03-09,29890
2018-03-10,29500
2018-03-11,29500
2018-03-12,29500
2018-03-13,29965
2018-03-14,29965
2018-03-15,29965
2018-03-16,30101
2018-03-17,30101
2018-03-18,29640
2018-03-20,29640
2018-03-22,29735
2018-03-23,29735
2018-03-24,29513
2018-03-25,29513
2018-03-26,29490
2018-03-27,29490
2018-03-28,29722
2018-03-29,29722
2018-03-30,29722
2018-03-31,29616
2018-04-01,29616
2018-04-02,29616
2018-04-03,29044
2018-04-04,29044
2018-04-05,29044
2018-04-06,29320
2018-04-07,29320
2018-04-08,29320
2018-04-09,29527
2018-04-10,29527
2018-04-11,29527
2018-04-12,29038
2018-04-13,29038
2018-04-14,29038
2018-04-15,28449
2018-04-16,28449
2018-04-17,28449
2018-04-18,29106
2018-04-19,29106
2018-04-20,29106
2018-04-21,29546
2018-04-22,29546
2018-04-23,29546
2018-04-24,29392
2018-04-25,29392
2018-04-26,29392
2018-04-27,29439
2018-04-28,29439
2018-04-29,29592
2018-04-30,29592
2018-05-01,29592
2018-05-02,29453
2018-05-03,29453
2018-05-04,29453
2018-05-05,29429
2018-05-06,29429
2018-05-07,29429
2018-05-08,30325
2018-05-09,30325
2018-05-10,30963
2018-05-11,30963
2018-05-12,30914
2018-05-13,30914
2018-05-14,30914
2018-05-15,29849
2018-05-16,29849
2018-05-17,29849
2018-05-18,29820
2018-05-19,29820
2018-05-20,29804
2018-05-21,29804
2018-05-22,29804
2018-05-23,29431
2018-05-24,29431
2018-05-25,29431
2018-05-26,28923
2018-05-27,28923
2018-05-28,29390
2018-05-29,29390
2018-05-30,29390
2018-05-31,29756
2018-06-01,29756
2018-06-02,28714
2018-06-04,28714
2018-06-05,28813
2018-06-06,28813
2018-06-07,28813
2018-06-08,28745
2018-06-09,28745
2018-06-10,29082
2018-06-11,29082
2018-06-12,29082
2018-06-13,29509
2018-06-14,29509
2018-06-15,29509
2018-06-16,29201
2018-06-17,29201
2018-06-18,29458
2018-06-19,29458
2018-06-20,29458
2018-06-21,28959
2018-06-22,28959
2018-06-23,28959
2018-06-24,28663
2018-06-25,28663
2018-06-26,28910
2018-06-27,28910
2018-06-28,28910
2018-06-29,29236
2018-06-30,29236
2018-07-01,29113
2018-07-02,29113
2018-07-03,29113
2018-07-04,29090
2018-07-05,29090
2018-07-06,29461
2018-07-07,29461
2018-07-08,29461
2018-07-09,29711
2018-07-10,29711
2018-07-11,29521
2018-07-12,29521
2018-07-13,28805
2018-07-14,28805
2018-07-15,28672
2018-07-16,28672
2018-07-17,29572
2018-07-18,29572
2018-07-19,29572
2018-07-20,30047
2018-07-21,30047
2018-07-22,30263
2018-07-23,30518
2018-07-24,30518
2018-07-25,29835
2018-07-26,29835
2018-07-27,30202
2018-07-28,30202
2018-07-29,30420
2018-07-30,30420
2018-07-31,29951
2018-08-01,29951
2018-08-02,29545
2018-08-03,29545
2018-08-04,30275
2018-08-05,30275
2018-08-06,29701
2018-08-07,29701
2018-08-08,29786
2018-08-09,29786
2018-08-10,29786
2018-08-11,30241
2018-08-12,30241
2018-08-14,29675
2018-08-16,30419
2018-08-17,29891
2018-08-18,29891
2018-08-19,29891
2018-08-20,29839
2018-08-21,29839
2018-08-22,29716
2018-08-23,29716
2018-08-24,29252
2018-08-25,29252
2018-08-26,29828
2018-08-27,29828
2018-08-28,30313
2018-08-29,30313
2018-08-30,30313
2018-08-31,30305
2018-09-01,30305
2018-09-02,30139
2018-09-03,30139
2018-09-04,30609
2018-09-05,30609
2018-09-06,30609
2018-09-07,30438
2018-09-08,30438
2018-09-09,30650
2018-09-10,30650
2018-09-11,30650
2018-09-12,30632
2018-09-13,30632
2018-09-14,30106
2018-09-15,30106
2018-09-16,29923
2018-09-17,29923
2018-09-18,29793
2018-09-19,29793
2018-09-20,29874
2018-09-21,29874
2018-09-22,29907
2018-09-23,29907
2018-09-24,29956
2018-09-25,29956
2018-09-26,29672
2018-09-27,29672
2018-09-28,29118
2018-09-29,29118
2018-09-30,29118
2018-10-01,29738
2018-10-02,29738
2018-10-03,30171
2018-10-04,30171
2018-10-05,30171
2018-10-06,30165
2018-10-07,30165
2018-10-08,30165
2018-10-09,29613
2018-10-10,29613
2018-10-11,29694
2018-10-12,29694
2018-10-13,29937
2018-10-14,29937
2018-10-15,29396
2018-10-16,29396
2018-10-17,29818
2018-10-18,29818
2018-10-19,29904
2018-10-20,29904
2018-10-21,29904
2018-10-22,30211
2018-10-23,30211
2018-10-24,30672
2018-10-25,30672
2018-10-26,29903
2018-10-27,29903
2018-10-28,29712
2018-10-29,29712
2018-10-30,29712
2018-10-31,29219
2018-11-01,29219
2018-11-03,29079
2018-11-04,28962
2018-11-05,28962
2018-11-06,29036
2018-11-07,29036
2018-11-08,29253
2018-11-09,29253
2018-11-10,29705
2018-11-11,29705
2018-11-12,30203
2018-11-13,30203
2018-11-14,29720
2018-11-15,29720
2018-11-16,30470
2018-11-17,30470
2018-11-18,30229
2018-11-19,30229
2018-11-20,30594
2018-11-21,30594
2018-11-22,30864
2018-11-23,30864
2018-11-24,30245
2018-11-25,29729
2018-11-26,29729
2018-11-27,29737
2018-11-28,29737
2018-11-29,29991
2018-12-01,29585
2018-12-02,29752
2018-12-03,29752
2018-12-04,29432
2018-12-05,29706
2018-12-07,29381
2018-12-09,29375
2018-12-10,29402
2018-12-11,29402
2018-12-12,29763
2018-12-13,29750
2018-12-14,29750
2018-12-15,29784
2018-12-16,29510
2018-12-17,29510
2018-12-18,29326
2018-12-19,29326
2018-12-20,28984
2018-12-21,29146
2018-12-22,29146
2018-12-23,29306
2018-12-24,29263
2018-12-25,29263
2018-12-26,29145
2018-12-27,29224
2018-12-28,29224
2018-12-29,29210
2018-12-30,29210
2018-12-31,28712
2019-01-01,28712
2019-01-02,29006
2019-01-03,28894
2019-01-04,28894
2019-01-05,29174
2019-01-06,29327
2019-01-08,29512
2019-01-10,29246
2019-01-11,29246
2019-01-12,28796
2019-01-13,29038
2019-01-14,29038
2019-01-15,29528
2019-01-16,29528
2019-01-17,29288
2019-01-18,29288
2019-01-19,29495
2019-01-20,29495
2019-01-21,29669
2019-01-22,29669
2019-01-23,29654
2019-01-24,29654
2019-01-25,29653
2019-01-26,29653
2019-01-27,28995
2019-01-28,28995
2019-01-29,29538
2019-01-30,29538
2019-01-31,29338
2019-02-01,29568
2019-02-02,29568
2019-02-03,29287
2019-02-04,29287
2019-02-05,29221
2019-02-06,29221
2019-02-07,29830
2019-02-08,29830
2019-02-09,30016
2019-02-10,30016
2019-02-11,29959
2019-02-12,29959
2019-02-13,29712
2019-02-14,29712
2019-02-15,29878
2019-02-16,29878
2019-02-17,30146
2019-02-18,30146
2019-02-19,29882
2019-02-20,29882
2019-02-21,29791
2019-02-22,29791
2019-02-23,29733
2019-02-24,29733
2019-02-25,29549
2019-02-26,29549
2019-02-27,30041
2019-02-28,30041
2019-03-01,29699
2019-03-02,29699
2019-03-03,29299
2019-03-04,29588
2019-03-05,29588
2019-03-06,29486
2019-03-07,29486
2019-03-08,29459
2019-03-09,29459
2019-03-10,29510
2019-03-11,29510
2019-03-12,29702
2019-03-13,29702
2019-03-14,29461
2019-03-15,29461
2019-03-16,29356
2019-03-17,29203
2019-03-18,29203
2019-03-19,29290
2019-03-20,29290
2019-03-21,29235
2019-03-22,29235
2019-03-23,29376
2019-03-24,29376
2019-03-25,29386
2019-03-26,29386
2019-03-27,29516
2019-03-28,29516
2019-03-29,29376
2019-03-30,29376
2019-03-31,29376
2019-04-01,28999
2019-04-02,28999
2019-04-03,29070
2019-04-04,29070
2019-04-05,29623
2019-04-06,29623
2019-04-07,29786
2019-04-08,29786
2019-04-09,29843
2019-04-10,29843
2019-04-11,29647
2019-04-12,29647
2019-04-13,28975
2019-04-14,28975
2019-04-15,28400
2019-04-16,28400
2019-04-17,28551
2019-04-18,28551
2019-04-19,28704
2019-04-20,28704
2019-04-21,29239
2019-04-22,29239
2019-04-23,29202
2019-04-24,29202
2019-04-25,29144
2019-04-26,29144
2019-04-27,29189
2019-04-28,29189
2019-04-29,29287
2019-04-30,29287
2019-05-01,29672
2019-05-02,29672
2019-05-03,29640
2019-05-04,29304
2019-05-05,29304
2019-05-06,29218
2019-05-07,29218
2019-05-08,29281
2019-05-09,29281
2019-05-10,29010
2019-05-11,29010
2019-05-12,29000
2019-05-13,29000
2019-05-14,29290
2019-05-15,29290
2019-05-16,29411
2019-05-17,29411
2019-05-18,29388
2019-05-19,29388
2019-05-20,29266
2019-05-21,29266
2019-05-22,29070
2019-05-23,29070
2019-05-24,29165
2019-05-25,29165
2019-05-26,29280
2019-05-27,29280
2019-05-28,29484
2019-05-29,29484
2019-05-30,29688
2019-05-31,29688
2019-06-01,29262
2019-06-02,29262
2019-06-03,28940
2019-06-04,28940
2019-06-05,29453
2019-06-06,29453
2019-06-07,29537
2019-06-08,29537
2019-06-09,29462
2019-06-10,29462
2019-06-11,29345
2019-06-12,29345
2019-06-13,29578
2019-06-14,29578
2019-06-15,29434
2019-06-16,29434
2019-06-17,29296
2019-06-18,29296
2019-06-19,29438
2019-06-20,29438
2019-06-21,29385
2019-06-22,29385
2019-06-23,29706
2019-06-24,29706
2019-06-25,29563
2019-06-26,29563
2019-06-27,29489
2019-06-28,29489
2019-06-29,29572
2019-06-30,29572
2019-07-01,29581
2019-07-02,29581
2019-07-03,29704
2019-07-04,29704
2019-07-05,29507
2019-07-06,29507
2019-07-07,29420
2019-07-08,29420
2019-07-09,29270
2019-07-10,29270
2019-07-11,29390
2019-07-12,29390
2019-07-13,29225
2019-07-14,29225
2019-07-15,29294
2019-07-16,29294
2019-07-17,29022
2019-07-18,29022
2019-07-19,29022
2019-07-20,29302
2019-07-21,29302
2019-07-22,29560
2019-07-23,29560
2019-07-24,29527
2019-07-25,29527
2019-07-26,29527
2019-07-27,29488
2019-07-28,29488
2019-07-29,29390
2019-07-30,29390
2019-07-31,29643
2019-08-01,29643
2019-08-02,29643
2019-08-03,29310
2019-08-04,29310
2019-08-05,29432
2019-08-06,29432
2019-08-07,29029
2019-08-08,29029
2019-08-09,29029
2019-08-10,29261
2019-08-11,29261
2019-08-12,29434
2019-08-13,29434
2019-08-14,29622
2019-08-15,29622
2019-08-16,29606
2019-08-17,29606
2019-08-18,29477
2019-08-19,29477
2019-08-20,29180
2019-08-21,29180
2019-08-22,29021
2019-08-23,29021
2019-08-24,28987
2019-08-24,28987
2019-08-25,28987
2019-08-25,28987
2019-08-26,28628
2019-08-27,28628
2019-08-27,28628
2019-08-28,29172
2019-08-29,29172
2019-08-30,29456
2019-08-31,29456
2019-09-01,28896
2019-09-02,28896
2019-09-03,29064
2019-09-04,29064
2019-09-05,29350
2019-09-06,29350
2019-09-07,29585
2019-09-08,29585
2019-09-09,29221
2019-09-10,29221
2019-09-11,29449
2019-09-12,29449
2019-09-13,29449
2019-09-14,29730
2019-09-15,29730
2019-09-16,29170
2019-09-17,29170
2019-09-18,29201
2019-09-19,29201
2019-09-20,29201
2019-09-21,29279
2019-09-22,29279
2019-09-23,29887
2019-09-24,29887
2019-09-25,29887
2019-09-26,29752
2019-09-27,29752
2019-09-28,29416
2019-09-29,29416
2019-09-30,29416
2019-10-01,29395
2019-10-02,29395
2019-10-03,29395
2019-10-04,29571
2019-10-05,29571
2019-10-06,29420
2019-10-07,29420
2019-10-08,29420
2019-10-09,29640
2019-10-10,29640
2019-10-11,29640
2019-10-12,29507
2019-10-13,29507
2019-10-14,29502
2019-10-15,29502
2019-10-16,29502
2019-10-17,29498
2019-10-18,29498
2019-10-19,29495
2019-10-20,29495
2019-10-21,29495
2019-10-22,29595
2019-10-23,29595
2019-10-24,29595
2019-10-25,29744
2019-10-26,29744
2019-10-27,29487
2019-10-28,29487
2019-10-29,29487
2019-10-30,29569
2019-10-31,29569
2019-11-01,29569
2019-11-02,29652
2019-11-03,29652
2019-11-04,29594
2019-11-05,29594
2019-11-06,29594
2019-11-07,29354
2019-11-08,29354
2019-11-09,29401
2019-11-10,29401
2019-11-11,29169
2019-11-12,29169
2019-11-13,29169
2019-11-14,29409
2019-11-15,29409
2019-11-16,29077
2019-11-17,29077
2019-11-18,29077
2019-11-19,29253
2019-11-20,29253
2019-11-21,29253
2019-11-22,29470
2019-11-23,29470
2019-11-24,29529
2019-11-25,29529
2019-11-26,29411
2019-11-27,29411
2019-11-28,29411
2019-11-29,29629
2019-11-30,29629
2019-12-01,29360
2019-12-02,29360
2019-12-03,29132
2019-12-04,29132
2019-12-05,29132
2019-12-06,29057
2019-12-07,29057
2019-12-08,29057
2019-12-09,29249
2019-12-10,29249
2019-12-11,29352
2019-12-12,29352
2019-12-13,29207
2019-12-14,29207
2019-12-15,29361
2019-12-16,29361
2019-12-17,29053
2019-12-18,29053
2019-12-19,29053
2019-12-20,28995
2019-12-21,28995
2019-12-22,28712
2019-12-23,28712
2019-12-24,28991
2019-12-25,28991
2019-12-26,29281
2019-12-27,29281
2019-12-28,29412
2019-12-29,29412
2019-12-30,29318
2019-12-31,29318
2020-01-01,29319
2020-01-02,29319
2020-01-03,28923
2020-01-04,28923
2020-01-05,29183
2020-01-06,29183
2020-01-07,29287
2020-01-08,29287
2020-01-09,29287
2020-01-10,29507
2020-01-11,29507
2020-01-12,29383
2020-01-13,29383
2020-01-14,29383
2020-01-15,29324
2020-01-16,29324
2020-01-17,29529
2020-01-18,29529
2020-01-19,29392
2020-01-20,29392
2020-01-21,29392
2020-01-22,29234
2020-01-23,29234
2020-01-24,29496
2020-01-25,29496
2020-01-26,29561
2020-01-27,29561
2020-01-28,29307
2020-01-29,29307
2020-01-30,29203
2020-01-31,29203
2020-02-01,28891
2020-02-02,28891
2020-02-03,29169
2020-02-04,29169
2020-02-05,29048
2020-02-06,28993
2020-02-07,28993
2020-02-08,29174
2020-02-09,29174
2020-02-10,29130
2020-02-11,29130
2020-02-12,28948
2020-02-13,28948
2020-02-14,28968
2020-02-15,28968
2020-02-16,29406
2020-02-17,29315
2020-02-18,29315
2020-02-19,29252
2020-02-20,29252
2020-02-21,29651
2020-02-22,29497
2020-02-23,29497
2020-02-24,29436
2020-02-25,29436
2020-02-26,29259
2020-02-27,29259
2020-02-28,29575
2020-02-29,29575
2020-03-01,29460
2020-03-02,29460
2020-03-03,29270
2020-03-04,29270
2020-03-05,29218
2020-03-06,29218
2020-03-07,29101
2020-03-08,29101
2020-03-09,29288
2020-03-10,29288
2020-03-11,29335
2020-03-12,29335
2020-03-13,29337
2020-03-14,29337
2020-03-15,29275
2020-03-16,29275
2020-03-17,29507
2020-03-18,29507
2020-03-19,29045
2020-03-20,29299
2020-03-21,29299
2020-03-22,29327
2020-03-23,29327
2020-03-24,29067
2020-03-25,29067
2020-03-26,29581
2020-03-27,29679
2020-03-28,29679
2020-03-29,29273
2020-03-30,29468
2020-03-31,29526
2020-04-01,29342
2020-04-02,29311
2020-04-03,29311
2020-04-04,29479
2020-04-05,29479
2020-04-06,29489
2020-04-07,29489
2020-04-08,29366
2020-04-09,29240
2020-04-10,29240
2020-04-11,29229
2020-04-12,29370
2020-04-13,29533
2020-04-14,29457
2020-04-15,29520
2020-04-16,29520
2020-04-17,29117
2020-04-18,29271
2020-04-19,29617
2020-04-20,29789
