date_obj,Rune%20dagger price
2019-03-28,4523
2019-03-29,4548
2019-03-30,4555
2019-03-31,4519
2019-04-01,4486
2019-04-02,4525
2019-04-03,4491
2019-04-04,4530
2019-04-05,4532
2019-04-06,4538
2019-04-07,4537
2019-04-08,4535
2019-04-09,4553
2019-04-10,4545
2019-04-11,4503
2019-04-12,4458
2019-04-13,4444
2019-04-14,4452
2019-04-15,4471
2019-04-16,4478
2019-04-17,4467
2019-04-18,4510
2019-04-19,4510
2019-04-20,4501
2019-04-21,4507
2019-04-22,4467
2019-04-23,4505
2019-04-24,4513
2019-04-25,4523
2019-04-26,4531
2019-04-27,4470
2019-04-28,4467
2019-04-29,4487
2019-04-30,4491
2019-05-01,4464
2019-05-02,4490
2019-05-03,4503
2019-05-04,4519
2019-05-05,4535
2019-05-06,4541
2019-05-07,4551
2019-05-08,4555
2019-05-09,4562
2019-05-10,4569
2019-05-11,4560
2019-05-12,4529
2019-05-13,4540
2019-05-14,4536
2019-05-15,4534
2019-05-16,4555
2019-05-17,4565
2019-05-18,4538
2019-05-19,4509
2019-05-20,4510
2019-05-21,4490
2019-05-22,4503
2019-05-23,4515
2019-05-24,4511
2019-05-25,4494
2019-05-26,4513
2019-05-27,4484
2019-05-28,4495
2019-05-29,4504
2019-05-30,4498
2019-05-31,4519
2019-06-01,4512
2019-06-02,4528
2019-06-03,4508
2019-06-04,4518
2019-06-05,4529
2019-06-06,4538
2019-06-07,4530
2019-06-08,4508
2019-06-09,4506
2019-06-10,4523
2019-06-11,4518
2019-06-12,4501
2019-06-13,4501
2019-06-14,4506
2019-06-15,4514
2019-06-16,4514
2019-06-17,4526
2019-06-18,4515
2019-06-19,4524
2019-06-20,4518
2019-06-21,4531
2019-06-22,4509
2019-06-23,4496
2019-06-24,4499
2019-06-25,4515
2019-06-26,4511
2019-06-27,4514
2019-06-28,4528
2019-06-29,4518
2019-06-30,4517
2019-07-01,4530
2019-07-02,4527
2019-07-03,4520
2019-07-04,4512
2019-07-05,4509
2019-07-06,4477
2019-07-07,4487
2019-07-08,4498
2019-07-09,4504
2019-07-10,4516
2019-07-11,4533
2019-07-12,4543
2019-07-13,4524
2019-07-14,4523
2019-07-15,4515
2019-07-16,4514
2019-07-17,4501
2019-07-18,4514
2019-07-19,4519
2019-07-20,4507
2019-07-21,4526
2019-07-22,4518
2019-07-23,4492
2019-07-24,4412
2019-07-25,4480
2019-07-26,4508
2019-07-27,4476
2019-07-28,4474
2019-07-29,4447
2019-07-30,4451
2019-07-31,4463
2019-08-01,4453
2019-08-02,4441
2019-08-03,4444
2019-08-04,4430
2019-08-05,4423
2019-08-06,4435
2019-08-07,4451
2019-08-08,4448
2019-08-09,4468
2019-08-10,4434
2019-08-11,4427
2019-08-12,4414
2019-08-13,4476
2019-08-14,4447
2019-08-15,4424
2019-08-16,4433
2019-08-17,4453
2019-08-18,4429
2019-08-19,4432
2019-08-20,4431
2019-08-21,4481
2019-08-22,4450
2019-08-23,4457
2019-08-24,4453
2019-08-24,4453
2019-08-25,4479
2019-08-25,4479
2019-08-26,4439
2019-08-26,4439
2019-08-27,4453
2019-08-27,4453
2019-08-28,4448
2019-08-29,4456
2019-08-30,4454
2019-08-31,4442
2019-09-01,4442
2019-09-02,4404
2019-09-03,4427
2019-09-04,4426
2019-09-05,4423
2019-09-06,4414
2019-09-07,4426
2019-09-08,4434
2019-09-09,4459
2019-09-10,4462
2019-09-11,4451
2019-09-12,4442
2019-09-13,4468
2019-09-14,4444
2019-09-15,4425
2019-09-16,4408
2019-09-17,4412
2019-09-18,4434
2019-09-19,4412
2019-09-20,4384
2019-09-21,4378
2019-09-22,4381
2019-09-23,4401
2019-09-24,4419
2019-09-25,4393
2019-09-26,4413
2019-09-27,4385
2019-09-28,4389
2019-09-29,4410
2019-09-30,4382
2019-10-01,4356
2019-10-02,4354
2019-10-03,4395
2019-10-04,4427
2019-10-05,4374
2019-10-06,4384
2019-10-07,4381
2019-10-08,4386
2019-10-09,4445
2019-10-10,4470
2019-10-11,4462
2019-10-12,4419
2019-10-13,4400
2019-10-14,4405
2019-10-15,4401
2019-10-16,4404
2019-10-17,4448
2019-10-18,4473
2019-10-19,4449
2019-10-20,4419
2019-10-21,4462
2019-10-22,4455
2019-10-23,4433
2019-10-24,4435
2019-10-25,4424
2019-10-26,4419
2019-10-27,4400
2019-10-28,4432
2019-10-29,4415
2019-10-30,4459
2019-10-31,4440
2019-11-01,4470
2019-11-02,4462
2019-11-03,4446
2019-11-04,4454
2019-11-05,4449
2019-11-06,4458
2019-11-07,4475
2019-11-08,4470
2019-11-09,4462
2019-11-10,4455
2019-11-11,4477
2019-11-12,4482
2019-11-13,4486
2019-11-14,4483
2019-11-15,4495
2019-11-16,4469
2019-11-17,4402
2019-11-18,4453
2019-11-19,4463
2019-11-20,4440
2019-11-21,4444
2019-11-22,4444
2019-11-23,4455
2019-11-24,4465
2019-11-25,4465
2019-11-26,4481
2019-11-27,4494
2019-11-28,4502
2019-11-29,4487
2019-11-30,4475
2019-12-01,4471
2019-12-02,4495
2019-12-03,4497
2019-12-04,4501
2019-12-05,4499
2019-12-06,4497
2019-12-07,4483
2019-12-08,4440
2019-12-09,4396
2019-12-10,4432
2019-12-11,4449
2019-12-12,4457
2019-12-13,4455
2019-12-14,4448
2019-12-15,4471
2019-12-16,4470
2019-12-17,4440
2019-12-18,4431
2019-12-19,4419
2019-12-20,4429
2019-12-21,4405
2019-12-22,4378
2019-12-23,4384
2019-12-24,4358
2019-12-25,4370
2019-12-26,4336
2019-12-27,4362
2019-12-28,4374
2019-12-29,4359
2019-12-30,4416
2019-12-31,4425
2020-01-01,4451
2020-01-02,4434
2020-01-03,4434
2020-01-04,4440
2020-01-05,4437
2020-01-06,4434
2020-01-07,4465
2020-01-08,4452
2020-01-09,4462
2020-01-10,4469
2020-01-11,4472
2020-01-12,4451
2020-01-13,4426
2020-01-14,4431
2020-01-15,4445
2020-01-16,4431
2020-01-17,4424
2020-01-18,4425
2020-01-19,4443
2020-01-20,4455
2020-01-21,4468
2020-01-22,4470
2020-01-23,4471
2020-01-24,4468
2020-01-25,4432
2020-01-26,4421
2020-01-27,4452
2020-01-28,4459
2020-01-29,4446
2020-01-30,4451
2020-01-31,4463
2020-02-01,4461
2020-02-02,4449
2020-02-03,4450
2020-02-04,4458
2020-02-05,4438
2020-02-06,4435
2020-02-07,4436
2020-02-08,4437
2020-02-09,4417
2020-02-10,4418
2020-02-11,4445
2020-02-12,4433
2020-02-13,4452
2020-02-14,4434
2020-02-15,4430
2020-02-16,4387
2020-02-17,4439
2020-02-18,4444
2020-02-19,4436
2020-02-20,4436
2020-02-21,4406
2020-02-22,4411
2020-02-23,4380
2020-02-24,4409
2020-02-25,4418
2020-02-26,4438
2020-02-27,4421
2020-02-28,4403
2020-02-29,4397
2020-03-01,4393
2020-03-02,4414
2020-03-03,4418
2020-03-04,4417
2020-03-05,4423
2020-03-06,4432
2020-03-07,4418
2020-03-08,4436
2020-03-09,4440
2020-03-10,4386
2020-03-11,4420
2020-03-12,4430
2020-03-13,4414
2020-03-14,4416
2020-03-15,4419
2020-03-16,4436
2020-03-17,4443
2020-03-18,4430
2020-03-19,4425
2020-03-20,4419
2020-03-21,4398
2020-03-22,4411
2020-03-23,4425
2020-03-24,4436
2020-03-25,4417
2020-03-26,4403
2020-03-27,4402
2020-03-28,4374
2020-03-29,4380
2020-03-30,4425
2020-03-31,4428
2020-04-01,4421
2020-04-02,4437
2020-04-03,4452
2020-04-04,4448
2020-04-05,4430
2020-04-06,4427
2020-04-07,4439
2020-04-08,4434
2020-04-09,4429
2020-04-10,4404
2020-04-11,4409
2020-04-12,4382
2020-04-13,4405
2020-04-14,4390
2020-04-15,4422
2020-04-16,4434
2020-04-17,4436
2020-04-18,4423
2020-04-19,4435
2020-04-20,4433
2020-04-21,4435
2020-04-22,4443
2020-04-23,4434
2020-04-24,4447
2020-04-25,4430
2020-04-26,4418
2020-04-27,4440
2020-04-28,4450
2020-04-29,4472
2020-04-30,4448
2020-05-01,4459
2020-05-02,4425
2020-05-03,4411
2020-05-04,4410
2020-05-05,4441
2020-05-06,4452
2020-05-07,4447
2020-05-08,4432
2020-05-09,4411
2020-05-10,4424
2020-05-11,4454
2020-05-12,4461
2020-05-13,4483
