date_obj,Mithril%20set%20(lg) price
2016-03-19,6584
2016-03-20,6587
2016-03-21,6733
2016-03-22,6911
2016-03-23,6987
2016-03-24,7199
2016-03-25,7244
2016-03-26,7227
2016-03-27,7154
2016-03-28,7020
2016-03-29,6893
2016-03-30,7063
2016-03-31,7268
2016-04-01,7299
2016-04-02,7324
2016-04-03,7339
2016-04-04,7237
2016-04-05,7195
2016-04-06,7150
2016-04-07,7207
2016-04-08,7199
2016-04-09,7121
2016-04-10,7023
2016-04-11,7099
2016-04-12,7229
2016-04-13,7111
2016-04-14,7067
2016-04-15,7001
2016-04-16,7065
2016-04-17,7216
2016-04-18,7247
2016-04-19,7254
2016-04-20,7194
2016-04-21,7164
2016-04-22,7085
2016-04-23,7069
2016-04-24,7162
2016-04-25,7133
2016-04-26,7220
2016-04-27,7224
2016-04-28,7104
2016-04-29,7110
2016-04-30,7064
2016-05-01,7099
2016-05-02,7185
2016-05-03,7250
2016-05-04,7155
2016-05-05,7170
2016-05-06,7087
2016-05-07,7047
2016-05-08,7022
2016-05-09,6989
2016-05-10,6837
2016-05-11,6749
2016-05-12,6722
2016-05-13,6820
2016-05-14,6932
2016-05-15,7077
2016-05-16,7219
2016-05-17,7176
2016-05-18,7142
2016-05-19,7085
2016-05-22,6944
2016-05-23,6961
2016-05-24,7055
2016-05-25,7000
2016-05-26,6969
2016-05-27,7015
2016-05-28,7003
2016-05-29,6946
2016-05-30,6953
2016-05-31,6958
2016-06-01,6973
2016-06-02,7059
2016-06-03,7123
2016-06-04,7134
2016-06-05,7000
2016-06-06,6967
2016-06-07,6991
2016-06-08,7007
2016-06-09,7047
2016-06-10,7045
2016-06-11,7084
2016-06-12,7138
2016-06-13,7148
2016-06-14,7182
2016-06-15,7128
2016-06-16,7078
2016-06-17,7104
2016-06-18,7305
2016-06-19,7331
2016-06-20,7279
2016-06-21,7620
2016-06-22,7954
2016-06-23,7848
2016-06-24,7685
2016-06-25,7533
2016-06-26,7417
2016-06-27,7367
2016-06-28,7199
2016-06-29,7122
2016-06-30,7068
2016-07-01,7050
2016-07-02,7076
2016-07-03,7067
2016-07-04,7110
2016-07-05,7283
2016-07-06,7228
2016-07-07,7421
2016-07-08,7421
2016-07-09,7313
2016-07-10,7383
2016-07-11,7223
2016-07-12,7167
2016-07-13,7005
2016-07-14,6882
2016-07-15,6810
2016-07-16,6668
2016-07-17,6517
2016-07-18,6397
2016-07-23,6940
2016-07-24,7149
2016-07-25,7184
2016-07-26,7063
2016-07-27,7034
2016-07-28,6966
2016-07-29,6961
2016-07-30,6973
2016-07-31,7028
2016-08-01,7004
2016-08-02,6972
2016-08-03,6946
2016-08-04,6927
2016-08-05,6995
2016-08-06,7051
2016-08-07,7121
2016-08-08,7066
2016-08-09,7112
2016-08-10,7042
2016-08-11,7054
2016-08-12,7051
2016-08-13,7019
2016-08-14,6977
2016-08-15,7016
2016-08-16,7036
2016-08-17,7015
2016-08-18,7065
2016-08-19,7028
2016-08-20,6984
2016-08-21,7015
2016-08-22,6934
2016-08-23,6843
2016-08-24,6911
2016-08-25,6994
2016-08-26,6994
2016-08-28,6921
2016-08-31,6786
2016-09-01,6802
2016-09-02,6802
2016-09-03,6851
2016-09-04,6958
2016-09-05,6962
2016-09-06,6914
2016-09-07,6928
2016-09-08,6849
2016-09-09,6765
2016-09-10,6837
2016-09-11,6855
2016-09-12,6801
2016-09-13,6729
2016-09-14,6684
2016-09-15,6776
2016-09-16,6866
2016-09-17,6868
2016-09-18,6853
2016-09-19,6909
2016-09-20,6887
2016-09-21,6905
2016-09-22,6932
2016-09-23,7010
2016-09-24,7010
2016-09-25,6996
2016-09-26,7040
2016-09-27,7002
2016-09-28,6956
2016-09-29,6990
2016-09-30,6999
2016-10-01,7092
2016-10-02,7040
2016-10-03,6994
2016-10-04,6995
2016-10-05,6977
2016-10-06,6979
2016-10-07,7005
2016-10-08,6966
2016-10-09,6921
2016-10-10,6988
2016-10-11,6979
2016-10-12,6885
2016-10-13,6827
2016-10-14,6897
2016-10-15,6990
2016-10-16,6974
2016-10-17,6955
2016-10-18,7060
2016-10-19,7007
2016-10-20,6986
2016-10-21,7007
2016-10-22,7021
2016-10-23,7023
2016-10-24,7035
2016-10-25,6899
2016-10-26,6850
2016-10-27,6950
2016-10-28,6976
2016-10-29,6958
2016-10-30,6936
2016-10-31,6869
2016-11-01,6801
2016-11-02,6962
2016-11-03,7020
2016-11-04,6996
2016-11-05,7034
2016-11-06,7015
2016-11-07,7047
2016-11-08,7060
2016-11-09,7062
2016-11-10,7046
2016-11-11,7062
2016-11-12,7014
2016-11-13,7048
2016-11-14,7034
2016-12-07,6925
2016-12-08,6888
2016-12-09,6895
2016-12-10,6730
2016-12-11,6663
2016-12-12,6762
2016-12-13,6890
2016-12-14,6926
2016-12-15,6928
2016-12-16,6920
2016-12-17,6925
2016-12-18,6896
2016-12-19,6929
2016-12-20,6906
2016-12-21,6896
2016-12-22,6880
2016-12-23,6882
2016-12-24,6889
2016-12-25,6831
2016-12-26,6849
2016-12-27,6885
2016-12-28,6882
2016-12-29,6898
2016-12-30,6910
2016-12-31,6860
2017-01-01,6886
2017-01-02,6953
2017-01-03,7057
2017-01-04,7271
2017-01-05,7413
2017-01-06,7568
2017-01-07,7750
2017-01-08,7874
2017-01-09,7642
2017-01-10,7631
2017-01-11,7549
2017-01-12,7489
2017-01-13,7377
2017-01-14,7393
2017-01-15,7347
2017-01-16,7032
2017-01-17,6859
2017-01-18,6866
2017-01-19,6845
2017-01-20,6855
2017-01-21,6877
2017-01-22,6872
2017-01-27,6844
2017-01-28,6809
2017-01-29,6831
2017-01-30,6830
2017-01-31,6787
2017-02-01,6746
2017-02-02,6645
2017-02-03,6781
2017-02-04,6815
2017-02-05,6758
2017-02-06,6767
2017-02-07,6829
2017-02-08,6832
2017-02-09,6834
2017-02-10,6834
2017-02-11,6867
2017-02-12,6871
2017-02-13,6815
2017-02-14,6774
2017-02-15,6744
2017-02-16,6726
2017-02-18,6870
2017-02-19,6810
2017-02-20,6753
2017-02-21,6820
2017-02-22,6910
2017-02-23,6857
2017-02-24,6794
2017-02-25,6807
2017-02-26,6695
2017-02-27,6712
2017-02-28,6826
2017-03-01,6802
2017-03-02,6867
2017-03-03,6785
2017-03-04,6797
2017-03-05,6912
2017-03-06,6886
2017-03-07,6843
2017-03-08,6900
2017-03-09,6905
2017-03-10,6907
2017-03-11,6915
2017-03-12,6914
2017-03-13,6867
2017-03-14,6837
2017-03-15,6845
2017-03-16,6865
2017-03-17,6831
2017-03-18,6759
2017-03-19,6800
2017-03-20,6791
2017-03-21,6776
2017-03-22,6776
2017-03-23,6797
2017-03-24,6919
2017-03-25,7163
2017-03-26,7080
2017-03-27,6967
2017-03-28,6976
2017-03-29,6971
2017-03-30,6918
2017-03-31,6978
2017-04-01,7015
2017-04-02,6951
2017-04-03,6900
2017-04-04,7088
2017-04-12,6908
2017-04-13,6883
2017-04-14,6990
2017-04-15,7000
2017-04-16,7028
2017-04-17,7072
2017-04-18,7133
2017-04-19,7271
2017-04-20,7475
2017-04-21,7752
2017-04-22,7975
2017-04-23,8045
2017-04-24,7838
2017-04-25,7752
2017-04-26,7427
2017-04-27,7229
2017-04-28,7212
2017-04-29,7130
2017-04-30,7139
2017-05-01,7113
2017-05-02,7013
2017-05-03,7075
2017-05-04,7130
2017-05-05,7143
2017-05-06,7097
2017-05-07,7233
2017-05-08,7298
2017-05-09,7217
2017-05-10,7095
2017-05-11,7097
2017-05-12,7096
2017-05-13,7078
2017-05-14,7020
2017-05-15,6959
2017-05-16,6910
2017-05-17,6904
2017-05-18,6923
2017-05-19,6862
2017-05-20,6954
2017-05-21,7109
2017-05-22,7038
2017-05-23,7248
2017-05-24,7209
2017-05-25,7175
2017-05-26,7120
2017-05-27,7089
2017-05-28,7088
2017-05-29,7083
2017-05-30,7091
2017-05-31,6981
2017-06-01,6921
2017-06-02,6970
2017-06-03,7053
2017-06-06,7288
2017-06-07,7481
2017-06-08,7431
2017-06-09,7432
2017-06-10,7280
2017-06-11,7300
2017-06-12,7537
2017-06-13,7582
2017-06-14,7560
2017-06-15,7475
2017-06-16,7104
2017-06-17,7084
2017-06-18,6942
2017-06-19,6942
2017-06-20,7094
2017-06-21,7000
2017-06-22,7255
2017-06-23,7103
2017-06-24,6995
2017-06-25,6910
2017-06-26,6849
2017-06-27,6860
2017-06-28,6779
2017-06-29,6819
2017-06-30,6816
2017-07-01,6870
2017-07-02,6788
2017-07-03,6859
2017-07-04,6901
2017-07-05,6922
2017-07-06,6931
2017-07-07,6914
2017-07-08,6894
2017-07-13,6845
2017-07-14,6874
2017-07-15,6916
2017-07-16,6909
2017-07-17,6893
2017-07-18,6922
2017-07-19,6841
2017-07-20,6895
2017-07-21,6870
2017-07-22,6880
2017-07-23,6918
2017-07-24,6930
2017-07-25,6887
2017-07-26,6876
2017-07-27,6891
2017-07-28,6886
2017-07-29,6903
2017-07-30,6902
2017-07-31,6943
2017-08-01,6935
2017-08-02,6971
2017-08-03,6979
2017-08-04,7012
2017-08-05,6988
2017-08-06,6980
2017-08-09,7299
2017-08-10,7214
2017-08-11,7131
2017-08-12,7067
2017-08-13,6919
2017-08-14,6960
2017-08-15,6915
2017-08-16,6821
2017-08-17,6801
2017-08-18,6756
2017-08-19,6838
2017-08-20,6848
2017-08-21,6871
2017-08-22,6862
2017-08-23,6915
2017-08-24,6853
2017-08-25,6850
2017-08-26,6897
2017-08-27,6915
2017-08-28,6908
2017-08-29,6909
2017-08-30,6881
2017-08-31,6909
2017-09-01,6883
2017-09-02,6911
2017-09-03,6888
2017-09-04,6913
2017-09-05,6995
2017-09-06,6936
2017-09-07,6890
2017-09-08,6856
2017-09-09,6915
2017-09-10,6938
2017-09-11,6864
2017-09-12,6944
2017-09-13,6962
2017-09-14,6951
2017-09-15,6921
2017-09-16,6934
2017-09-17,6875
2017-09-19,6948
2017-09-20,6957
2017-09-21,6945
2017-09-22,6939
2017-09-23,6952
2017-09-24,6933
2017-09-25,6899
2017-09-26,6855
2017-09-27,6788
2017-09-28,6806
2017-09-29,6931
2017-09-30,6914
2017-10-01,6861
2017-10-02,6885
2017-10-03,6847
2017-10-04,6843
2017-10-05,6864
2017-10-06,6866
2017-10-07,6866
2017-10-08,6840
2017-10-09,6766
2017-10-10,6735
2017-10-11,6666
2017-10-12,6609
2017-10-13,6634
2017-10-14,6636
2017-10-15,6644
2017-10-16,6778
2017-10-17,6841
2017-10-18,6830
2017-10-19,6847
2017-10-20,6803
2017-10-21,6794
2017-10-22,6794
2017-10-23,6754
2017-10-24,6813
2017-10-25,6862
2017-10-26,6873
2017-10-27,6884
2017-10-28,6884
2017-10-29,7059
2017-10-30,6951
2017-10-31,6771
2017-11-01,6660
2017-11-02,6661
2017-11-03,6765
2017-11-04,6847
2017-11-05,6880
2017-11-06,6878
2017-11-07,6860
2017-11-08,6901
2017-11-09,6921
2017-11-10,6879
2017-11-11,6900
2017-11-12,6814
2017-11-13,6683
2017-11-14,6743
2017-11-15,6634
2017-11-16,6726
2017-11-17,6877
2017-11-18,6734
2017-11-19,6872
2017-11-20,6893
2017-11-21,6917
2017-11-22,6920
2017-11-23,6925
2017-11-24,6863
2017-11-25,6842
2017-11-26,6883
2017-11-27,6883
2017-11-28,6948
2017-11-29,6897
2017-11-30,6869
2017-12-01,6785
2017-12-02,6693
2017-12-03,6721
2017-12-04,6732
2017-12-05,6774
2017-12-06,6769
2017-12-07,6720
2017-12-08,6753
2017-12-09,6745
2017-12-10,6735
2017-12-11,6668
2017-12-12,6634
2017-12-14,6513
2017-12-15,6466
2017-12-17,6405
2017-12-18,6328
2017-12-19,6316
2017-12-20,6325
2017-12-21,6339
2017-12-22,6394
2017-12-23,6591
2017-12-24,6604
2017-12-25,6770
2017-12-26,6843
2017-12-27,6895
2017-12-28,6877
2017-12-29,6879
2017-12-30,6868
2017-12-31,6830
2018-01-01,6823
2018-01-02,6842
2018-01-03,6960
2018-01-04,7177
2018-01-05,7355
2018-01-06,7521
2018-01-07,7549
2018-01-08,7300
2018-01-09,7369
2018-01-10,7549
2018-01-11,7835
2018-01-12,7562
2018-01-13,7306
2018-01-14,7186
2018-01-15,7086
2018-01-16,7106
2018-01-17,6972
2018-01-18,6896
2018-01-19,6882
2018-01-20,6913
2018-01-21,7029
2018-01-22,6955
2018-01-23,6917
2018-01-25,6965
2018-01-26,6973
2018-01-27,7048
2018-01-28,6951
2018-01-29,6889
2018-01-31,6753
2018-02-01,6671
2018-02-02,6633
2018-02-03,6730
2018-02-04,6808
2018-02-05,6861
2018-02-06,6907
2018-02-07,6920
2018-02-08,6914
2018-02-09,6993
2018-02-10,7253
2018-02-11,7461
2018-02-12,7211
2018-02-13,7136
2018-02-14,7279
2018-02-15,7103
2018-02-16,7053
2018-02-17,7038
2018-02-18,6937
2018-02-19,6914
2018-02-20,6914
2018-02-21,6917
2018-02-22,6838
2018-02-23,6794
2018-02-24,6824
2018-02-25,6794
2018-02-26,6858
2018-02-27,6903
2018-03-01,6967
2018-03-02,6960
2018-03-03,6994
2018-03-04,7005
2018-03-05,7006
2018-03-06,6982
2018-03-07,6897
2018-03-08,6952
2018-03-09,6805
2018-03-10,6813
2018-03-11,6797
2018-03-12,6810
2018-03-13,6799
2018-03-14,6761
2018-03-15,6885
2018-03-16,6949
2018-03-17,6982
2018-03-18,6994
2018-03-19,7022
2018-03-20,6988
2018-03-21,6962
2018-03-23,6991
2018-03-24,6930
2018-03-26,6871
2018-03-27,6787
2018-03-28,6706
2018-03-29,6597
2018-03-30,6607
2018-03-31,6508
2018-04-01,6516
2018-04-02,6542
2018-04-03,6772
2018-04-04,6874
2018-04-05,6836
2018-04-06,6811
2018-04-07,6758
2018-04-08,6686
2018-04-09,6624
2018-04-10,6732
2018-04-11,6878
2018-04-12,6827
2018-04-13,7082
2018-04-14,7362
2018-04-15,7343
2018-04-16,7202
2018-04-17,7080
2018-04-18,7013
2018-04-19,6902
2018-04-20,6926
2018-04-21,6834
2018-04-22,6835
2018-04-23,6739
2018-04-24,6687
2018-04-25,6756
2018-04-26,6639
2018-04-27,6677
2018-04-28,6674
2018-04-29,6630
2018-04-30,6673
2018-05-01,6667
2018-05-04,6833
2018-05-05,6859
2018-05-06,6883
2018-05-07,6845
2018-05-08,6909
2018-05-09,6916
2018-05-10,6891
2018-05-11,6795
2018-05-12,6804
2018-05-13,6731
2018-05-14,6744
2018-05-15,6643
2018-05-16,6609
2018-05-17,6732
2018-05-18,6723
2018-05-19,6699
2018-05-20,6670
2018-05-21,6870
2018-05-22,6754
2018-05-23,6757
2018-05-24,6762
2018-05-25,6734
2018-05-26,6556
2018-05-27,6586
2018-05-28,6726
2018-05-29,6662
2018-05-30,6661
2018-05-31,6607
2018-06-01,6579
2018-06-02,6609
2018-06-03,6490
2018-06-04,6504
2018-06-05,6511
2018-06-06,6513
2018-06-07,6581
2018-06-08,6576
2018-06-09,6668
2018-06-10,6746
2018-06-11,6732
2018-06-12,6804
2018-06-13,6881
2018-06-14,6759
2018-06-15,6720
2018-06-16,6818
2018-06-17,6805
2018-06-18,6822
2018-06-19,6780
2018-06-20,6865
2018-06-21,6840
2018-06-22,6875
2018-06-23,6913
2018-06-24,6911
2018-06-25,6882
2018-06-26,6927
2018-06-27,6797
2018-06-28,6703
2018-06-29,6789
2018-06-30,6680
2018-07-01,6558
2018-07-02,6564
2018-07-03,6619
2018-07-04,6855
2018-07-05,6898
2018-07-06,6912
2018-07-07,6851
2018-07-08,6899
2018-07-09,6853
2018-07-10,6825
2018-07-11,6795
2018-07-12,6630
2018-07-13,6531
2018-07-14,6626
2018-07-15,6664
2018-07-16,6823
2018-07-17,6824
2018-07-18,6736
2018-07-19,6694
2018-07-20,6668
2018-07-21,6659
2018-07-22,6789
2018-07-23,6852
2018-07-24,6839
2018-07-25,6766
2018-07-26,6684
2018-07-27,6729
2018-07-28,6815
2018-07-29,6814
2018-07-30,6730
2018-07-31,6748
2018-08-01,6662
2018-08-02,6773
2018-08-03,6758
2018-08-04,6867
2018-08-05,6846
2018-08-06,6796
2018-08-07,6826
2018-08-08,6695
2018-08-09,6470
2018-08-10,6515
2018-08-11,6561
2018-08-12,6377
2018-08-14,6551
2018-08-16,6740
2018-08-17,6856
2018-08-18,6812
2018-08-19,6795
2018-08-20,6744
2018-08-21,6799
2018-08-22,6795
2018-08-23,6630
2018-08-24,6535
2018-08-25,6284
2018-08-26,6429
2018-08-27,6605
2018-08-28,6696
2018-08-29,6826
2018-08-30,6845
2018-08-31,6755
2018-09-01,6645
2018-09-02,6603
2018-09-03,6707
2018-09-04,6619
2018-09-05,6498
2018-09-06,6535
2018-09-07,6538
2018-09-08,6635
2018-09-09,6606
2018-09-10,6572
2018-09-11,6551
2018-09-12,6561
2018-09-13,6661
2018-09-14,6662
2018-09-15,6647
2018-09-16,6605
2018-09-17,6558
2018-09-18,6534
2018-09-19,6525
2018-09-20,6474
2018-09-21,6485
2018-09-22,6468
2018-09-23,6463
2018-09-24,6419
2018-09-25,6431
2018-09-26,6430
2018-09-27,6429
2018-09-28,6451
2018-09-29,6505
2018-09-30,6661
2018-10-02,6666
2018-10-03,6538
2018-10-04,6523
2018-10-05,6572
2018-10-06,6572
2018-10-07,6462
2018-10-08,6440
2018-10-09,6425
2018-10-10,6564
2018-10-11,6734
2018-10-12,6753
2018-10-13,6830
2018-10-14,6861
2018-10-15,6868
2018-10-16,6674
2018-10-17,6665
2018-10-18,6610
2018-10-19,6561
2018-10-20,6572
2018-10-21,6511
2018-10-22,6530
2018-10-23,6508
2018-10-24,6610
2018-10-25,6782
2018-10-26,6722
2018-10-27,6651
2018-10-28,6715
2018-10-29,6716
2018-10-30,6800
2018-10-31,6892
2018-11-01,6819
2018-11-03,6882
2018-11-04,6812
2018-11-05,6933
2018-11-06,6830
2018-11-07,6779
2018-11-08,6690
2018-11-09,6617
2018-11-10,6570
2018-11-11,6542
2018-11-12,6504
2018-11-13,6424
2018-11-14,6366
2018-11-15,6338
2018-11-16,6221
2018-11-17,6169
2018-11-18,6105
2018-11-19,6124
2018-11-20,6145
2018-11-21,6199
2018-11-22,6203
2018-11-23,6248
2018-11-24,6262
2018-11-25,6238
2018-11-26,6350
2018-11-27,6367
2018-11-28,6289
2018-11-29,6295
2018-12-01,6286
2018-12-02,6253
2018-12-03,6270
2018-12-04,6315
2018-12-05,6319
2018-12-07,6117
2018-12-09,6231
2018-12-10,6248
2018-12-11,6338
2018-12-12,6411
2018-12-13,6466
2018-12-14,6484
2018-12-15,6373
2018-12-16,6355
2018-12-17,6287
2018-12-18,6348
2018-12-19,6431
2018-12-20,6553
2018-12-21,6665
2018-12-22,6752
2018-12-23,6701
2018-12-24,6614
2018-12-25,6587
2018-12-26,6597
2018-12-27,6529
2018-12-28,6445
2018-12-29,6409
2018-12-30,6374
2018-12-31,6320
2019-01-01,6242
2019-01-02,6248
2019-01-03,6370
2019-01-04,6383
2019-01-05,6392
2019-01-06,6463
2019-01-08,6428
2019-01-10,6401
2019-01-11,6435
2019-01-12,6389
2019-01-13,6358
2019-01-14,6377
2019-01-15,6356
2019-01-16,6389
2019-01-17,6385
2019-01-18,6335
2019-01-19,6305
2019-01-20,6358
2019-01-21,6266
2019-01-22,6249
2019-01-23,6211
2019-01-24,6155
2019-01-25,6097
2019-01-26,6013
2019-01-27,6012
2019-01-28,6030
2019-01-29,6057
2019-01-30,6024
2019-01-31,6126
2019-02-01,6164
2019-02-02,6198
2019-02-03,6229
2019-02-04,6321
2019-02-05,6277
2019-02-06,6237
2019-02-07,6294
2019-02-08,6306
2019-02-09,6381
2019-02-10,6378
2019-02-11,6400
2019-02-12,6480
2019-02-13,6437
2019-02-14,6403
2019-02-15,6327
2019-02-16,6244
2019-02-17,6171
2019-02-18,6129
2019-02-19,6099
2019-02-20,6094
2019-02-21,6074
2019-02-22,6140
2019-02-23,6193
2019-02-24,6158
2019-02-25,6126
2019-02-26,6110
2019-02-27,6074
2019-02-28,6028
2019-03-01,5992
2019-03-02,5942
2019-03-03,6048
2019-03-04,6088
2019-03-05,6144
2019-03-06,6096
2019-03-07,6197
2019-03-08,6271
2019-03-09,6260
2019-03-10,6316
2019-03-11,6398
2019-03-12,6392
2019-03-13,6611
2019-03-14,6688
2019-03-15,6497
2019-03-16,6460
2019-03-17,6388
2019-03-18,6314
2019-03-19,6271
2019-03-20,6326
2019-03-21,6268
2019-03-22,6276
2019-03-23,6246
2019-03-24,6249
2019-03-25,6204
2019-03-26,6110
2019-03-27,6100
2019-03-28,5973
2019-03-29,6020
2019-03-30,6119
2019-03-31,6119
2019-04-01,6147
2019-04-02,6011
2019-04-03,6058
2019-04-04,6134
2019-04-05,6046
2019-04-06,6175
