date_obj,Monk's%20robe%20(g) price
2017-12-01,1492587
2017-12-02,1492587
2017-12-03,1534349
2017-12-04,1534349
2017-12-05,1534349
2017-12-06,1559692
2017-12-07,1559692
2017-12-08,1559692
2017-12-09,1559692
2017-12-10,1599869
2017-12-11,1599869
2017-12-12,1599869
2017-12-14,1628803
2017-12-15,1628803
2017-12-17,1577082
2017-12-18,1577082
2017-12-19,1577082
2017-12-20,1515122
2017-12-21,1515122
2017-12-22,1515122
2017-12-23,1515122
2017-12-24,1495485
2017-12-25,1495485
2017-12-26,1495485
2017-12-27,1495485
2017-12-28,1462708
2017-12-29,1462708
2017-12-30,1405685
2017-12-31,1405685
2018-01-01,1405685
2018-01-02,1378306
2018-01-03,1378306
2018-01-04,1378306
2018-01-05,1329604
2018-01-06,1329604
2018-01-07,1329604
2018-01-08,1274850
2018-01-09,1274850
2018-01-10,1274850
2018-01-11,1250735
2018-01-12,1250735
2018-01-13,1224112
2018-01-14,1224112
2018-01-15,1224112
2018-01-16,1254199
2018-01-17,1254199
2018-01-18,1254199
2018-01-19,1254199
2018-01-20,1303151
2018-01-21,1303151
2018-01-22,1303151
2018-01-23,1338054
2018-01-25,1395491
2018-01-26,1395491
2018-01-27,1395491
2018-01-28,1441481
2018-01-29,1441481
2018-01-31,1492025
2018-02-01,1492025
2018-02-02,1492025
2018-02-03,1557805
2018-02-04,1557805
2018-02-05,1557805
2018-02-06,1557805
2018-02-07,1617218
2018-02-08,1617218
2018-02-09,1617218
2018-02-10,1617218
2018-02-11,1648435
2018-02-12,1648435
2018-02-13,1648435
2018-02-14,1648435
2018-02-15,1631569
2018-02-16,1631569
2018-02-17,1631569
2018-02-18,1574234
2018-02-19,1574234
2018-02-20,1574234
2018-02-21,1543412
2018-02-22,1543412
2018-02-23,1543412
2018-02-24,1558139
2018-02-25,1558139
2018-02-26,1572109
2018-02-27,1572109
2018-03-01,1516569
2018-03-02,1516569
2018-03-03,1516569
2018-03-04,1506844
2018-03-05,1506844
2018-03-06,1506844
2018-03-07,1469281
2018-03-08,1469281
2018-03-09,1469281
2018-03-10,1508863
2018-03-11,1508863
2018-03-12,1508863
2018-03-13,1568286
2018-03-14,1568286
2018-03-15,1568286
2018-03-16,1636440
2018-03-17,1636440
2018-03-18,1636440
2018-03-19,1629271
2018-03-20,1629271
2018-03-21,1629271
2018-03-23,1597541
2018-03-24,1597541
2018-03-26,1622637
2018-03-27,1622637
2018-03-28,1622637
2018-03-29,1607099
2018-03-30,1607099
2018-03-31,1607099
2018-04-01,1607099
2018-04-02,1601772
2018-04-03,1601772
2018-04-04,1601772
2018-04-05,1590935
2018-04-06,1590935
2018-04-07,1590935
2018-04-08,1586340
2018-04-09,1586340
2018-04-10,1586340
2018-04-11,1584345
2018-04-12,1584345
2018-04-13,1584345
2018-04-14,1584345
2018-04-15,1569191
2018-04-16,1569191
2018-04-17,1569191
2018-04-18,1569191
2018-04-19,1535568
2018-04-20,1535568
2018-04-21,1535568
2018-04-22,1526382
2018-04-23,1526382
2018-04-24,1526382
2018-04-25,1460965
2018-04-26,1460965
2018-04-27,1460965
2018-04-28,1426898
2018-04-29,1426898
2018-04-30,1472262
2018-05-01,1472262
2018-05-04,1498404
2018-05-05,1535313
2018-05-06,1535313
2018-05-07,1535313
2018-05-08,1597129
2018-05-09,1597129
2018-05-10,1655965
2018-05-11,1655965
2018-05-12,1723907
2018-05-13,1723907
2018-05-14,1723907
2018-05-15,1801542
2018-05-16,1801542
2018-05-17,1801542
2018-05-18,1885885
2018-05-19,1885885
2018-05-20,1885885
2018-05-21,1913566
2018-05-22,1913566
2018-05-23,1913566
2018-05-24,1888469
2018-05-25,1888469
2018-05-26,1888469
2018-05-27,1914325
2018-05-28,1914325
2018-05-29,1996925
2018-05-30,1996925
2018-05-31,1996925
2018-06-01,1996925
2018-06-02,2018621
2018-06-03,2018621
2018-06-04,2018621
2018-06-05,1944674
2018-06-06,1944674
2018-06-07,1944674
2018-06-08,1884975
2018-06-09,1884975
2018-06-10,1884975
2018-06-11,1884975
2018-06-12,1796916
2018-06-13,1796916
2018-06-14,1796916
2018-06-15,1713397
2018-06-16,1713397
2018-06-17,1713397
2018-06-18,1650393
2018-06-19,1650393
2018-06-20,1650393
2018-06-21,1650393
2018-06-22,1615601
2018-06-23,1615601
2018-06-24,1615601
2018-06-25,1615601
2018-06-26,1632953
2018-06-27,1632953
2018-06-28,1632953
2018-06-29,1650279
2018-06-30,1650279
2018-07-01,1650279
2018-07-02,1670865
2018-07-03,1670865
2018-07-04,1670865
2018-07-05,1670865
2018-07-06,1734632
2018-07-07,1734632
2018-07-08,1734632
2018-07-09,1734632
2018-07-10,1664384
2018-07-11,1664384
2018-07-12,1664384
2018-07-13,1664384
2018-07-14,1615350
2018-07-15,1615350
2018-07-16,1615350
2018-07-17,1615350
2018-07-18,1564493
2018-07-19,1564493
2018-07-20,1564493
2018-07-21,1564493
2018-07-22,1536574
2018-07-23,1536574
2018-07-24,1536574
2018-07-25,1536574
2018-07-26,1532919
2018-07-27,1532919
2018-07-28,1532919
2018-07-29,1514684
2018-07-30,1514684
2018-07-31,1514684
2018-08-01,1514816
2018-08-02,1514816
2018-08-03,1514816
2018-08-04,1485793
2018-08-05,1485793
2018-08-06,1485793
2018-08-07,1485793
2018-08-08,1514754
2018-08-09,1514754
2018-08-10,1514754
2018-08-11,1514754
2018-08-12,1529147
2018-08-14,1529147
2018-08-16,1554753
2018-08-17,1554753
2018-08-18,1554753
2018-08-19,1516107
2018-08-20,1516107
2018-08-21,1516107
2018-08-22,1516107
2018-08-23,1512911
2018-08-24,1512911
2018-08-25,1512911
2018-08-26,1514171
2018-08-27,1514171
2018-08-28,1514171
2018-08-29,1532339
2018-08-30,1532339
2018-08-31,1532339
2018-09-01,1584741
2018-09-02,1584741
2018-09-03,1584741
2018-09-04,1621248
2018-09-05,1621248
2018-09-06,1621248
2018-09-07,1621248
2018-09-08,1601698
2018-09-09,1601698
2018-09-10,1601698
2018-09-11,1631542
2018-09-12,1631542
2018-09-13,1631542
2018-09-14,1679823
2018-09-15,1679823
2018-09-16,1679823
2018-09-17,1738012
2018-09-18,1738012
2018-09-19,1738012
2018-09-20,1742029
2018-09-21,1742029
2018-09-22,1742029
2018-09-23,1809201
2018-09-24,1809201
2018-09-25,1809201
2018-09-26,1840907
2018-09-27,1840907
2018-09-28,1840907
2018-09-29,1840907
2018-09-30,1799109
2018-10-02,1799109
2018-10-03,1789783
2018-10-04,1789783
2018-10-05,1789783
2018-10-06,1796634
2018-10-07,1796634
2018-10-08,1796634
2018-10-09,1796634
2018-10-10,1792690
2018-10-11,1792690
2018-10-12,1792690
2018-10-13,1801177
2018-10-14,1801177
2018-10-15,1801177
2018-10-16,1810066
2018-10-17,1810066
2018-10-18,1810066
2018-10-19,1850919
2018-10-20,1850919
2018-10-21,1850919
2018-10-22,1850919
2018-10-23,1865176
2018-10-24,1865176
2018-10-25,1865176
2018-10-26,1865176
2018-10-27,1850013
2018-10-28,1850013
2018-10-29,1850013
2018-10-30,1867232
2018-10-31,1867232
2018-11-01,1891113
2018-11-03,1965778
2018-11-04,1965778
2018-11-05,2050986
2018-11-06,2143937
2018-11-07,2244752
2018-11-08,2244752
2018-11-09,2344607
2018-11-10,2445807
2018-11-11,2445807
2018-11-12,2563592
2018-11-13,2673306
2018-11-14,2673306
2018-11-15,2776632
2018-11-16,2828570
2018-11-17,2828570
2018-11-18,2837530
2018-11-19,2837530
2018-11-20,2808898
2018-11-21,2808898
2018-11-22,2768193
2018-11-23,2768193
2018-11-24,2759046
2018-11-25,2759046
2018-11-26,2759183
2018-11-27,2759183
2018-11-28,2739354
2018-11-29,2739354
2018-12-01,2696620
2018-12-02,2696620
2018-12-03,2696620
2018-12-04,2643096
2018-12-05,2643096
2018-12-07,2595094
2018-12-09,2573629
2018-12-10,2573629
2018-12-11,2573629
2018-12-12,2592178
2018-12-13,2592178
2018-12-14,2592178
2018-12-15,2557974
2018-12-16,2557974
2018-12-17,2545415
2018-12-18,2545415
2018-12-19,2501964
2018-12-20,2501964
2018-12-21,2495179
2018-12-22,2495179
2018-12-23,2476516
2018-12-24,2476516
2018-12-25,2424519
2018-12-26,2424519
2018-12-27,2305999
2018-12-28,2305999
2018-12-29,2264340
2018-12-30,2264340
2018-12-31,2237264
2019-01-01,2237264
2019-01-02,2191819
2019-01-03,2191819
2019-01-04,2105459
2019-01-05,2105459
2019-01-06,2004252
2019-01-08,1912780
2019-01-10,1822433
2019-01-11,1822433
2019-01-12,1731311
2019-01-13,1731311
2019-01-14,1644952
2019-01-15,1644952
2019-01-16,1570643
2019-01-17,1570643
2019-01-18,1492790
2019-01-19,1492790
2019-01-20,1418441
2019-01-21,1418441
2019-01-22,1347518
2019-01-23,1281838
2019-01-24,1281838
2019-01-25,1219808
2019-01-26,1219808
2019-01-27,1171697
2019-01-28,1171697
2019-01-29,1145129
2019-01-30,1145129
2019-01-31,1152432
2019-02-01,1152432
2019-02-02,1171241
2019-02-03,1184143
2019-02-04,1184143
2019-02-05,1205056
2019-02-06,1205056
2019-02-07,1183982
2019-02-08,1183982
2019-02-09,1165574
2019-02-10,1165574
2019-02-11,1178674
2019-02-12,1178674
2019-02-13,1164659
2019-02-14,1164659
2019-02-15,1160965
2019-02-16,1160965
2019-02-17,1160965
2019-02-18,1180708
2019-02-19,1180708
2019-02-20,1177081
2019-02-21,1191903
2019-02-22,1191903
2019-02-23,1249466
2019-02-24,1304997
2019-02-25,1304997
2019-02-26,1366357
2019-02-27,1366357
2019-02-28,1366357
2019-03-01,1424646
2019-03-02,1424646
2019-03-03,1470750
2019-03-04,1470750
2019-03-05,1490641
2019-03-06,1490641
2019-03-07,1519133
2019-03-08,1519133
2019-03-09,1519133
2019-03-10,1537267
2019-03-11,1537267
2019-03-12,1530946
2019-03-13,1530946
2019-03-14,1503193
2019-03-15,1503193
2019-03-16,1503193
2019-03-17,1501745
2019-03-18,1501745
2019-03-19,1501745
2019-03-20,1474876
2019-03-21,1474876
2019-03-22,1474876
2019-03-23,1454623
2019-03-24,1454623
2019-03-25,1445579
2019-03-26,1445579
2019-03-27,1445579
2019-03-28,1408825
2019-03-29,1408825
2019-03-30,1405619
2019-03-31,1405619
2019-04-01,1401037
2019-04-02,1401037
2019-04-03,1359789
2019-04-04,1359789
2019-04-05,1369334
2019-04-06,1369334
2019-04-07,1343483
2019-04-08,1343483
2019-04-09,1295538
2019-04-10,1295538
2019-04-11,1278070
2019-04-12,1278070
2019-04-13,1270502
2019-04-14,1296814
2019-04-15,1296814
2019-04-16,1248990
2019-04-17,1248990
2019-04-18,1199709
2019-04-19,1199709
2019-04-20,1160573
2019-04-21,1160573
2019-04-22,1140918
2019-04-23,1140918
2019-04-24,1097681
2019-04-25,1097681
2019-04-26,1058549
2019-04-27,1058549
2019-04-28,1044418
2019-04-29,1044418
2019-04-30,1014765
2019-05-01,1014765
2019-05-02,968497
2019-05-03,968497
2019-05-04,950840
2019-05-05,950840
2019-05-06,950840
2019-05-07,946102
2019-05-08,946102
2019-05-09,940457
2019-05-10,940457
2019-05-11,934861
2019-05-12,934861
2019-05-13,963994
2019-05-14,963994
2019-05-15,963994
2019-05-16,955861
2019-05-17,955861
2019-05-18,944755
2019-05-19,944755
2019-05-20,944755
2019-05-21,943873
2019-05-22,943873
2019-05-23,943873
2019-05-24,931524
2019-05-25,931524
2019-05-26,920877
2019-05-27,920877
2019-05-28,928909
2019-05-29,928909
2019-05-30,929046
2019-05-31,929046
2019-06-01,929046
2019-06-02,912591
2019-06-03,912591
2019-06-04,907623
2019-06-05,907623
2019-06-06,898082
2019-06-07,898082
2019-06-08,914486
2019-06-09,914486
2019-06-10,933480
2019-06-11,933480
2019-06-12,956828
2019-06-13,956828
2019-06-14,971418
2019-06-15,971418
2019-06-16,994829
2019-06-17,994829
2019-06-18,994829
2019-06-19,1019122
2019-06-20,1059965
2019-06-21,1059965
2019-06-22,1059965
2019-06-23,1037312
2019-06-24,1037312
2019-06-25,1013333
2019-06-26,1013333
2019-06-27,1009878
2019-06-28,1009878
2019-06-29,1009878
2019-06-30,993622
2019-07-01,993622
2019-07-02,993622
2019-07-03,975990
2019-07-04,975990
2019-07-05,975990
2019-07-06,964823
2019-07-07,964823
2019-07-08,955923
2019-07-09,955923
2019-07-10,938878
2019-07-11,938878
2019-07-12,918373
2019-07-13,918373
2019-07-14,934075
2019-07-15,934075
2019-07-16,934075
2019-07-17,980779
2019-07-18,980779
2019-07-19,1026753
2019-07-20,1026753
2019-07-21,1040325
2019-07-22,1040325
2019-07-23,1043595
2019-07-24,1043595
2019-07-25,1043595
2019-07-26,1048532
2019-07-27,1048532
2019-07-28,1032387
2019-07-29,1032387
2019-07-30,1025384
2019-07-31,1025384
2019-08-01,1025384
2019-08-02,1009593
2019-08-03,1012323
2019-08-04,1012323
2019-08-05,969459
2019-08-06,969459
2019-08-07,928893
2019-08-08,928893
2019-08-09,928893
2019-08-10,937682
2019-08-11,937682
2019-08-12,960510
2019-08-13,960510
2019-08-14,980275
2019-08-15,980275
2019-08-16,978967
2019-08-17,978967
2019-08-18,983345
2019-08-19,983345
2019-08-20,984167
2019-08-21,984167
2019-08-22,1022605
2019-08-23,1022605
2019-08-24,1069125
2019-08-24,1069125
2019-08-25,1069125
2019-08-25,1069125
2019-08-26,1069125
2019-08-26,1069125
2019-08-27,1117905
2019-08-27,1117905
2019-08-28,1117905
2019-08-29,1164518
2019-08-30,1164518
2019-08-31,1215245
2019-09-01,1215245
2019-09-02,1215245
2019-09-03,1266961
2019-09-04,1266961
2019-09-05,1266961
2019-09-06,1281797
2019-09-07,1281797
2019-09-08,1271689
2019-09-09,1271689
2019-09-10,1271689
2019-09-11,1252114
2019-09-12,1252114
2019-09-13,1252114
2019-09-14,1236595
2019-09-15,1236595
2019-09-16,1227737
2019-09-17,1227737
2019-09-18,1227737
2019-09-19,1217662
2019-09-20,1217662
2019-09-21,1217662
2019-09-22,1225996
2019-09-23,1225996
2019-09-24,1225996
2019-09-25,1201146
2019-09-26,1201146
2019-09-27,1201146
2019-09-28,1167428
2019-09-29,1167428
2019-09-30,1167428
2019-10-01,1165145
2019-10-02,1165145
2019-10-03,1165145
2019-10-04,1191011
2019-10-05,1191011
2019-10-06,1205001
2019-10-07,1205001
2019-10-08,1205001
2019-10-09,1224244
2019-10-10,1224244
2019-10-11,1224244
2019-10-12,1259143
2019-10-13,1259143
2019-10-14,1307247
2019-10-15,1307247
2019-10-16,1307247
2019-10-17,1307247
2019-10-18,1286318
2019-10-19,1286318
2019-10-20,1286318
2019-10-21,1270466
2019-10-22,1270466
2019-10-23,1265456
2019-10-24,1265456
2019-10-25,1265456
2019-10-26,1249055
2019-10-27,1249055
2019-10-28,1231299
2019-10-29,1231299
2019-10-30,1231299
2019-10-31,1236337
2019-11-01,1236337
2019-11-02,1236337
2019-11-03,1281566
2019-11-04,1281566
2019-11-05,1281566
2019-11-06,1315927
2019-11-07,1315927
2019-11-08,1315927
2019-11-09,1327900
2019-11-10,1327900
2019-11-11,1331024
2019-11-12,1331024
2019-11-13,1331024
2019-11-14,1322562
2019-11-15,1322562
2019-11-16,1307312
2019-11-17,1307312
2019-11-18,1307312
2019-11-19,1295763
2019-11-20,1295763
2019-11-21,1295763
2019-11-22,1287982
2019-11-23,1287982
2019-11-24,1272282
2019-11-25,1272282
2019-11-26,1331085
2019-11-27,1331085
2019-11-28,1331085
2019-11-29,1390359
2019-11-30,1390359
2019-12-01,1390359
2019-12-02,1432269
2019-12-03,1432269
2019-12-04,1478685
2019-12-05,1478685
2019-12-06,1478685
2019-12-07,1540597
2019-12-08,1540597
2019-12-09,1540597
2019-12-10,1582323
2019-12-11,1582323
2019-12-12,1582323
2019-12-13,1594438
2019-12-14,1594438
2019-12-15,1594438
2019-12-16,1625395
2019-12-17,1625395
2019-12-18,1625395
2019-12-19,1625395
2019-12-20,1635552
2019-12-21,1635552
2019-12-22,1701194
2019-12-23,1701194
2019-12-24,1701194
2019-12-25,1767653
2019-12-26,1767653
2019-12-27,1767653
2019-12-28,1805262
2019-12-29,1805262
2019-12-30,1805262
2019-12-31,1861213
2020-01-01,1861213
2020-01-02,1888587
2020-01-03,1888587
2020-01-04,1888587
2020-01-05,1889367
2020-01-06,1889367
2020-01-07,1889367
2020-01-08,1850920
2020-01-09,1850920
2020-01-10,1809286
2020-01-11,1809286
2020-01-12,1795509
2020-01-13,1795509
2020-01-14,1795509
2020-01-15,1766464
2020-01-16,1766464
2020-01-17,1761382
2020-01-18,1761382
2020-01-19,1741880
2020-01-20,1741880
2020-01-21,1741880
2020-01-22,1706784
2020-01-23,1706784
2020-01-24,1706784
2020-01-25,1689018
2020-01-26,1689018
2020-01-27,1644591
2020-01-28,1644591
2020-01-29,1644591
2020-01-30,1576836
2020-01-31,1576836
2020-02-01,1527487
2020-02-02,1527487
2020-02-03,1510343
2020-02-04,1510343
2020-02-05,1510343
2020-02-06,1489500
2020-02-07,1489500
2020-02-08,1442194
2020-02-09,1442194
2020-02-10,1414423
2020-02-11,1414423
2020-02-12,1414423
2020-02-13,1375777
2020-02-14,1375777
2020-02-15,1328697
2020-02-16,1328697
2020-02-17,1300653
2020-02-18,1300653
2020-02-19,1300653
2020-02-20,1290099
2020-02-21,1290099
2020-02-22,1290099
2020-02-23,1256844
2020-02-24,1256844
2020-02-25,1226353
2020-02-26,1226353
2020-02-27,1180174
2020-02-28,1180174
2020-02-29,1152874
2020-03-01,1152874
2020-03-02,1113783
2020-03-03,1113783
2020-03-04,1113783
2020-03-05,1086699
2020-03-06,1086699
2020-03-07,1081577
