date_obj,Bloody%20bracer price
2018-10-25,2254
2018-10-26,2254
2018-10-27,2254
2018-10-28,2254
2018-10-29,2254
2018-10-30,2254
2018-10-31,2254
2018-11-01,2254
2018-11-03,2254
2018-11-04,2254
2018-11-05,2254
2018-11-06,2254
2018-11-07,2254
2018-11-08,2156
2018-11-09,2156
2018-11-10,2156
2018-11-11,2156
2018-11-12,2156
2018-11-13,2156
2018-11-15,2156
2018-11-16,2156
2018-11-17,2156
2018-11-18,2156
2018-11-19,2156
2018-11-20,2156
2018-11-21,2156
2018-11-22,2156
2018-11-23,2156
2018-11-24,2156
2018-11-25,2062
2018-11-26,2062
2018-11-27,2062
2018-11-28,2062
2018-11-29,2062
2018-12-01,2062
2018-12-02,2062
2018-12-03,2062
2018-12-04,2062
2018-12-05,2062
2018-12-07,2062
2018-12-09,2062
2018-12-10,2062
2018-12-11,2062
2018-12-12,2062
2018-12-13,2062
2018-12-14,2062
2018-12-15,2062
2018-12-16,1978
2018-12-17,1978
2018-12-18,1978
2018-12-19,1978
2018-12-20,1978
2018-12-21,1978
2018-12-22,1978
2018-12-23,1978
2018-12-24,1978
2018-12-25,1978
2018-12-26,1978
2018-12-27,1978
2018-12-28,1978
2018-12-29,1978
2018-12-30,1978
2018-12-31,1978
2019-01-01,1978
2019-01-02,1970
2019-01-03,1970
2019-01-04,1970
2019-01-05,1970
2019-01-06,1970
2019-01-08,1970
2019-01-10,1970
2019-01-11,1970
2019-01-12,1970
2019-01-13,1970
2019-01-14,1970
2019-01-15,1970
2019-01-16,1970
2019-01-17,1878
2019-01-18,1878
2019-01-19,1878
2019-01-20,1878
2019-01-21,1878
2019-01-22,1878
2019-01-23,1878
2019-01-24,1878
2019-01-25,1878
2019-01-26,1878
2019-01-27,1878
2019-01-28,1878
2019-01-29,1878
2019-01-30,1878
2019-01-31,1878
2019-02-01,1878
2019-02-02,1878
2019-02-03,1878
2019-02-04,1792
2019-02-05,1792
2019-02-06,1792
2019-02-07,1792
2019-02-08,1792
2019-02-09,1792
2019-02-10,1792
2019-02-11,1792
2019-02-12,1792
2019-02-13,1792
2019-02-14,1792
2019-02-15,1792
2019-02-16,1792
2019-02-17,1792
2019-02-18,1792
2019-02-19,1792
2019-02-20,1792
2019-02-21,1792
2019-02-22,1792
2019-02-23,1792
2019-02-24,1792
2019-02-25,1775
2019-02-26,1775
2019-02-27,1775
2019-02-28,1775
2019-03-01,1775
2019-03-02,1775
2019-03-03,1775
2019-03-04,1775
2019-03-05,1775
2019-03-06,1775
2019-03-07,1775
2019-03-08,1775
2019-03-09,1775
2019-03-10,1775
2019-03-11,1775
2019-03-12,1775
2019-03-13,1775
2019-03-14,1775
2019-03-15,1775
2019-03-16,1775
2019-03-17,1753
2019-03-18,1753
2019-03-19,1753
2019-03-20,1753
2019-03-21,1753
2019-03-22,1753
2019-03-23,1753
2019-03-24,1753
2019-03-25,1753
2019-03-26,1753
2019-03-27,1753
2019-03-28,1753
2019-03-29,1753
2019-03-30,1753
2019-03-31,1753
2019-04-01,1753
2019-04-02,1753
2019-04-03,1753
2019-04-04,1753
2019-04-05,1753
2019-04-06,1701
2019-04-07,1701
2019-04-08,1701
2019-04-09,1701
2019-04-10,1701
2019-04-11,1701
2019-04-12,1701
2019-04-13,1701
2019-04-14,1701
2019-04-15,1701
2019-04-16,1701
2019-04-17,1701
2019-04-18,1701
2019-04-19,1701
2019-04-20,1701
2019-04-21,1701
2019-04-22,1701
2019-04-23,1701
2019-04-24,1701
2019-04-25,1701
2019-04-26,1701
2019-04-27,1635
2019-04-28,1635
2019-04-29,1635
2019-04-30,1635
2019-05-01,1635
2019-05-02,1635
2019-05-03,1635
2019-05-04,1635
2019-05-05,1635
2019-05-06,1635
2019-05-07,1635
2019-05-08,1635
2019-05-09,1635
2019-05-10,1635
2019-05-11,1635
2019-05-12,1635
2019-05-13,1635
2019-05-14,1635
2019-05-15,1635
2019-05-16,1635
2019-05-17,1635
2019-05-18,1635
2019-05-19,1635
2019-05-20,1586
2019-05-21,1586
2019-05-22,1586
2019-05-23,1586
2019-05-24,1586
2019-05-25,1586
2019-05-26,1586
2019-05-27,1586
2019-05-28,1586
2019-05-29,1586
2019-05-30,1586
2019-05-31,1586
2019-06-01,1586
2019-06-02,1586
2019-06-03,1586
2019-06-04,1586
2019-06-05,1586
2019-06-06,1586
2019-06-07,1586
2019-06-08,1586
2019-06-09,1586
2019-06-10,1586
2019-06-11,1512
2019-06-12,1512
2019-06-13,1512
2019-06-14,1512
2019-06-15,1512
2019-06-16,1512
2019-06-17,1512
2019-06-18,1512
2019-06-19,1512
2019-06-20,1512
2019-06-21,1512
2019-06-22,1512
2019-06-23,1512
2019-06-24,1512
2019-06-25,1512
2019-06-26,1512
2019-06-27,1512
2019-06-28,1512
2019-06-29,1512
2019-06-30,1512
2019-07-01,1512
2019-07-02,1512
2019-07-03,1512
2019-07-04,1512
2019-07-05,1512
2019-07-06,1557
2019-07-07,1557
2019-07-08,1557
2019-07-09,1557
2019-07-10,1557
2019-07-11,1557
2019-07-12,1557
2019-07-13,1557
2019-07-14,1557
2019-07-15,1557
2019-07-16,1557
2019-07-17,1557
2019-07-18,1557
2019-07-19,1557
2019-07-20,1557
2019-07-21,1557
2019-07-22,1557
2019-07-23,1557
2019-07-24,1557
2019-07-25,1557
2019-07-26,1557
2019-07-27,1557
2019-07-28,1557
2019-07-29,1557
2019-07-30,1557
2019-07-31,1557
2019-08-01,1580
2019-08-02,1580
2019-08-03,1580
2019-08-04,1580
2019-08-05,1580
2019-08-06,1580
2019-08-07,1580
2019-08-08,1580
2019-08-09,1580
2019-08-10,1580
2019-08-11,1580
2019-08-12,1580
2019-08-13,1580
2019-08-14,1580
2019-08-15,1580
2019-08-16,1580
2019-08-17,1580
2019-08-18,1580
2019-08-19,1580
2019-08-20,1580
2019-08-21,1580
2019-08-22,1580
2019-08-23,1580
2019-08-24,1580
2019-08-24,1580
2019-08-25,1580
2019-08-25,1580
2019-08-26,1637
2019-08-27,1637
2019-08-27,1637
2019-08-28,1637
2019-08-29,1637
2019-08-30,1637
2019-08-31,1637
2019-09-01,1637
2019-09-02,1637
2019-09-03,1637
2019-09-04,1637
2019-09-05,1637
2019-09-06,1637
2019-09-07,1637
2019-09-08,1637
2019-09-09,1637
2019-09-10,1637
2019-09-11,1637
2019-09-12,1637
2019-09-13,1637
2019-09-14,1637
2019-09-15,1637
2019-09-16,1637
2019-09-17,1637
2019-09-18,1637
2019-09-19,1637
2019-09-20,1637
2019-09-21,1637
2019-09-22,1637
2019-09-23,1637
2019-09-24,1637
2019-09-25,1672
2019-09-26,1672
2019-09-27,1672
2019-09-28,1672
2019-09-29,1672
2019-09-30,1672
2019-10-01,1672
2019-10-02,1672
2019-10-03,1672
2019-10-04,1672
2019-10-05,1672
2019-10-06,1672
2019-10-07,1672
2019-10-08,1672
2019-10-09,1672
2019-10-10,1672
2019-10-11,1672
2019-10-12,1672
2019-10-13,1672
2019-10-14,1672
2019-10-15,1672
2019-10-16,1672
2019-10-17,1672
2019-10-18,1672
2019-10-19,1621
2019-10-20,1621
2019-10-21,1621
2019-10-22,1621
2019-10-23,1621
2019-10-24,1621
2019-10-25,1621
2019-10-26,1621
2019-10-27,1621
2019-10-28,1621
2019-10-29,1621
2019-10-30,1621
2019-10-31,1621
2019-11-01,1621
2019-11-02,1621
2019-11-03,1621
2019-11-04,1621
2019-11-05,1621
2019-11-06,1621
2019-11-07,1621
2019-11-08,1621
2019-11-09,1621
2019-11-10,1621
2019-11-11,1621
2019-11-12,1621
2019-11-13,1624
2019-11-14,1624
2019-11-15,1624
2019-11-16,1624
2019-11-17,1624
2019-11-18,1624
2019-11-19,1624
2019-11-20,1624
2019-11-21,1624
2019-11-22,1624
2019-11-23,1624
2019-11-24,1624
2019-11-25,1624
2019-11-26,1624
2019-11-27,1624
2019-11-28,1624
2019-11-29,1624
2019-11-30,1624
2019-12-01,1624
2019-12-02,1624
2019-12-03,1624
2019-12-04,1624
2019-12-05,1624
2019-12-06,1624
2019-12-07,1624
2019-12-08,1624
2019-12-09,1624
2019-12-10,1624
2019-12-11,1624
2019-12-12,1624
2019-12-13,1624
2019-12-14,1624
2019-12-15,1624
2019-12-16,1624
2019-12-17,1624
2019-12-18,1624
2019-12-19,1558
2019-12-20,1558
2019-12-21,1558
2019-12-22,1558
2019-12-23,1558
2019-12-24,1558
2019-12-25,1558
2019-12-26,1558
2019-12-27,1558
2019-12-28,1558
2019-12-29,1558
2019-12-30,1558
2019-12-31,1558
2020-01-01,1558
2020-01-02,1558
2020-01-03,1558
2020-01-04,1558
2020-01-05,1558
2020-01-06,1558
2020-01-07,1558
2020-01-08,1558
2020-01-09,1558
2020-01-10,1558
2020-01-11,1558
2020-01-12,1558
2020-01-13,1558
2020-01-14,1558
2020-01-15,1521
2020-01-16,1521
2020-01-17,1521
2020-01-18,1521
2020-01-19,1521
2020-01-20,1521
2020-01-21,1521
2020-01-22,1521
2020-01-23,1521
2020-01-24,1521
2020-01-25,1521
2020-01-26,1521
2020-01-27,1521
2020-01-28,1521
2020-01-29,1460
2020-01-30,1460
2020-01-31,1460
2020-02-01,1460
2020-02-02,1460
2020-02-03,1460
2020-02-04,1460
2020-02-05,1460
2020-02-06,1460
2020-02-07,1460
2020-02-08,1460
2020-02-09,1460
2020-02-10,1460
2020-02-11,1484
2020-02-12,1484
2020-02-13,1484
2020-02-14,1484
2020-02-15,1484
2020-02-16,1484
2020-02-17,1484
2020-02-18,1484
2020-02-19,1484
2020-02-20,1484
2020-02-21,1484
2020-02-22,1484
2020-02-23,1484
2020-02-24,1484
2020-02-25,1484
2020-02-26,1484
2020-02-27,1484
2020-02-28,1484
2020-02-29,1484
2020-03-01,1484
2020-03-02,1484
2020-03-03,1484
2020-03-04,1484
2020-03-05,1484
2020-03-06,1430
2020-03-07,1430
2020-03-08,1430
2020-03-09,1430
2020-03-10,1430
2020-03-11,1430
2020-03-12,1430
2020-03-13,1430
2020-03-14,1430
2020-03-15,1430
2020-03-16,1430
2020-03-17,1430
2020-03-18,1430
2020-03-19,1430
2020-03-20,1430
2020-03-21,1430
2020-03-22,1430
2020-03-23,1430
2020-03-24,1430
2020-03-25,1430
2020-03-26,1430
2020-03-27,1476
2020-03-28,1476
2020-03-29,1476
2020-03-30,1476
2020-03-31,1476
2020-04-01,1476
2020-04-02,1476
2020-04-03,1476
2020-04-04,1476
2020-04-05,1476
2020-04-06,1476
2020-04-07,1476
2020-04-08,1476
2020-04-09,1476
2020-04-10,1476
2020-04-11,1476
2020-04-12,1476
2020-04-13,1476
2020-04-14,1500
2020-04-15,1500
2020-04-16,1500
2020-04-17,1500
2020-04-18,1500
2020-04-19,1500
2020-04-20,1500
2020-04-21,1500
2020-04-22,1500
2020-04-23,1500
2020-04-24,1500
2020-04-25,1500
2020-04-26,1500
2020-04-27,1500
2020-04-28,1500
2020-04-29,1500
2020-04-30,1500
2020-05-01,1500
2020-05-02,1473
2020-05-03,1473
2020-05-04,1473
2020-05-05,1473
2020-05-06,1473
2020-05-07,1473
2020-05-08,1473
2020-05-09,1473
2020-05-10,1473
2020-05-11,1473
2020-05-12,1473
2020-05-13,1473
