date_obj,Poison%20ivy%20seed price
2015-03-05,1105
2015-03-06,1087
2015-03-07,1087
2015-03-08,1039
2015-03-09,1039
2015-03-10,994
2015-03-11,994
2015-03-12,994
2015-03-13,945
2015-03-14,945
2015-03-15,900
2015-03-16,900
2015-03-17,855
2015-03-18,855
2015-03-19,855
2015-03-20,827
2015-03-21,827
2015-03-22,789
2015-03-23,789
2015-03-24,753
2015-03-25,753
2015-03-26,719
2015-03-27,719
2015-03-28,719
2015-03-29,695
2015-03-30,695
2015-03-31,663
2015-04-01,663
2015-04-02,663
2015-04-03,632
2015-04-04,632
2015-04-05,618
2015-04-06,618
2015-04-07,612
2015-04-08,612
2015-04-09,612
2015-04-10,618
2015-04-11,618
2015-04-12,626
2015-04-13,626
2015-04-14,643
2015-04-15,643
2015-04-16,633
2015-04-17,633
2015-04-18,614
2015-04-19,614
2015-04-20,638
2015-04-21,638
2015-04-22,657
2015-04-23,657
2015-04-24,667
2015-04-25,667
2015-04-26,655
2015-04-27,655
2015-04-28,637
2015-04-29,637
2015-04-30,637
2015-05-01,630
2015-05-02,630
2015-05-03,630
2015-05-04,645
2015-05-05,645
2015-05-06,664
2015-05-07,664
2015-05-08,685
2015-05-09,685
2015-05-10,686
2015-05-11,686
2015-05-12,700
2015-05-13,700
2015-05-14,720
2015-05-15,720
2015-05-16,720
2015-05-17,716
2015-05-18,716
2015-05-19,711
2015-05-20,711
2015-05-21,711
2015-05-22,722
2015-05-23,722
2015-05-24,701
2015-05-25,701
2015-05-26,709
2015-05-27,709
2015-05-28,718
2015-05-29,718
2015-05-30,704
2015-05-31,704
2015-06-01,707
2015-06-02,707
2015-06-03,697
2015-06-04,697
2015-06-05,717
2015-06-06,700
2015-06-07,700
2015-06-08,698
2015-06-09,698
2015-06-10,717
2015-06-11,717
2015-06-12,729
2015-06-13,729
2015-06-14,735
2015-06-15,735
2015-06-16,730
2015-06-17,730
2015-06-18,761
2015-06-19,761
2015-06-20,777
2015-06-21,777
2015-06-22,769
2015-06-23,769
2015-06-24,760
2015-06-25,760
2015-06-26,770
2015-06-27,770
2015-06-28,766
2015-06-29,766
2015-06-30,777
2015-07-01,777
2015-07-02,740
2015-07-03,735
2015-07-04,735
2015-07-05,754
2015-07-06,754
2015-07-07,771
2015-07-08,771
2015-07-09,757
2015-07-10,757
2015-07-11,730
2015-07-12,730
2015-07-13,731
2015-07-14,731
2015-07-15,738
2015-07-16,738
2015-07-17,725
2015-07-18,725
2015-07-19,710
2015-07-20,710
2015-07-21,687
2015-07-22,707
2015-07-23,707
2015-07-24,706
2015-07-25,706
2015-07-26,729
2015-07-27,729
2015-07-28,750
2015-07-29,773
2015-07-30,773
2015-07-31,765
2015-08-01,765
2015-08-02,785
2015-08-03,785
2015-08-04,775
2015-08-05,798
2015-08-06,798
2015-08-07,797
2015-08-08,797
2015-08-09,787
2015-08-10,787
2015-08-11,791
2015-08-12,791
2015-08-13,812
2015-08-14,812
2015-08-15,812
2015-08-16,825
2015-08-17,861
2015-08-18,861
2015-08-19,877
2015-08-20,877
2015-08-21,886
2015-08-22,886
2015-08-23,892
2015-08-24,864
2015-08-25,864
2015-08-26,823
2015-08-27,791
2015-08-28,791
2015-08-29,771
2015-08-30,771
2015-08-31,771
2015-09-02,776
2015-09-07,754
2015-09-08,760
2015-09-10,761
2015-09-14,813
2015-09-16,854
2015-09-22,806
2015-09-23,841
2015-09-24,841
2015-09-25,841
2015-09-27,828
2015-09-28,804
2015-09-29,804
2015-09-30,792
2015-10-05,809
2015-10-06,820
2015-10-07,820
2015-10-08,827
2015-10-09,825
2015-10-10,825
2015-10-11,831
2015-10-12,831
2015-10-13,812
2015-10-14,812
2015-10-15,801
2015-10-16,801
2015-10-17,767
2015-10-18,767
2015-10-19,767
2015-10-20,767
2015-10-22,767
2015-10-23,731
2015-10-24,731
2015-10-25,739
2015-10-26,739
2015-10-27,767
2015-10-29,806
2015-10-30,806
2015-10-31,837
2015-11-01,837
2015-11-02,877
2015-11-03,877
2015-11-04,896
2015-11-05,872
2015-11-06,872
2015-11-07,869
2015-11-08,869
2015-11-09,869
2015-11-10,869
2015-11-11,850
2015-11-12,850
2015-11-13,832
2015-11-14,832
2015-11-15,821
2015-11-16,821
2015-11-17,842
2015-11-18,842
2015-11-19,836
2015-11-20,836
2015-11-21,830
2015-11-22,841
2015-11-23,841
2015-11-24,869
2015-11-25,881
2015-11-26,881
2015-11-27,875
2015-11-28,875
2015-11-29,872
2015-11-30,902
2015-12-01,902
2015-12-02,892
2015-12-03,892
2015-12-04,900
2015-12-05,900
2015-12-06,881
2015-12-07,881
2015-12-08,889
2015-12-09,883
2015-12-10,883
2015-12-11,900
2015-12-12,900
2015-12-13,860
2015-12-14,860
2015-12-15,837
2015-12-16,837
2015-12-17,809
2015-12-18,803
2015-12-19,803
2015-12-20,783
2015-12-21,783
2015-12-22,779
2015-12-23,766
2015-12-24,766
2015-12-25,779
2015-12-26,779
2015-12-27,762
2015-12-28,762
2015-12-29,742
2015-12-30,727
2015-12-31,727
2016-01-01,705
2016-01-02,705
2016-01-03,717
2016-01-04,724
2016-01-05,724
2016-01-06,692
2016-01-07,661
2016-01-08,670
2016-01-09,670
2016-01-10,657
2016-01-11,657
2016-01-12,676
2016-01-13,676
2016-01-14,683
2016-01-15,683
2016-01-16,658
2016-01-17,658
2016-01-18,656
2016-01-19,656
2016-01-20,677
2016-01-21,677
2016-01-22,711
2016-01-23,711
2016-01-24,694
2016-01-25,678
2016-01-26,678
2016-01-27,667
2016-01-28,667
2016-01-29,656
2016-01-30,656
2016-01-31,670
2016-02-01,668
2016-02-02,668
2016-02-03,684
2016-02-04,684
2016-02-05,719
2016-02-06,750
2016-02-07,750
2016-02-08,783
2016-02-09,783
2016-02-10,795
2016-02-11,795
2016-02-12,822
2016-02-13,832
2016-02-14,832
2016-02-15,849
2016-02-16,849
2016-02-17,859
2016-02-18,859
2016-02-19,852
2016-02-20,862
2016-02-21,835
2016-02-22,835
2016-02-23,834
2016-02-24,834
2016-02-25,826
2016-02-26,826
2016-02-27,803
2016-02-28,803
2016-02-29,778
2016-03-01,752
2016-03-02,752
2016-03-03,725
2016-03-04,725
2016-03-05,698
2016-03-06,691
2016-03-07,691
2016-03-08,696
2016-03-09,704
2016-03-10,699
2016-03-11,699
2016-03-12,677
2016-03-13,677
2016-03-14,644
2016-03-15,644
2016-03-16,614
2016-03-17,614
2016-03-18,597
2016-03-19,597
2016-03-20,581
2016-03-21,581
2016-03-22,557
2016-03-23,539
2016-03-24,539
2016-03-25,515
2016-03-26,515
2016-03-27,499
2016-03-28,489
2016-03-29,489
2016-03-30,507
2016-03-31,507
2016-04-01,512
2016-04-02,512
2016-04-03,509
2016-04-04,509
2016-04-05,504
2016-04-06,504
2016-04-07,530
2016-04-08,557
2016-04-09,585
2016-04-10,610
2016-04-11,610
2016-04-12,609
2016-04-14,594
2016-04-15,575
2016-04-16,575
2016-04-17,562
2016-04-18,561
2016-04-19,561
2016-04-20,551
2016-04-21,551
2016-04-22,536
2016-04-23,536
2016-04-24,523
2016-04-25,550
2016-04-26,550
2016-04-27,569
2016-04-28,569
2016-04-29,595
2016-04-30,595
2016-05-01,590
2016-05-02,594
2016-05-03,618
2016-05-04,618
2016-05-05,605
2016-05-06,605
2016-05-07,631
2016-05-08,631
2016-05-09,637
2016-05-10,618
2016-05-11,618
2016-05-12,597
2016-05-13,568
2016-05-14,568
2016-05-15,575
2016-05-16,575
2016-05-17,597
2016-05-18,578
2016-05-19,578
2016-05-22,637
2016-05-23,642
2016-05-24,644
2016-05-25,644
2016-05-26,651
2016-05-27,639
2016-05-28,639
2016-05-29,664
2016-05-30,664
2016-05-31,673
2016-06-01,704
2016-06-02,696
2016-06-03,696
2016-06-04,692
2016-06-05,692
2016-06-06,723
2016-06-07,723
2016-06-08,753
2016-06-09,764
2016-06-10,778
2016-06-11,783
2016-06-12,790
2016-06-13,790
2016-06-14,773
2016-06-15,773
2016-06-16,768
2016-06-17,764
2016-06-18,764
2016-06-19,748
2016-06-20,762
2016-06-21,783
2016-06-22,768
2016-06-23,753
2016-06-24,752
2016-06-25,739
2016-06-26,739
2016-06-27,739
2016-06-28,745
2016-06-29,763
2016-06-30,748
2016-07-01,746
2016-07-02,746
2016-07-03,733
2016-07-04,741
2016-07-05,741
2016-07-06,728
2016-07-07,696
2016-07-08,686
2016-07-09,689
2016-07-10,689
2016-07-11,698
2016-07-12,698
2016-07-13,702
2016-07-14,734
2016-07-15,751
2016-07-16,764
2016-07-17,764
2016-07-18,761
2016-07-23,762
2016-07-24,763
2016-07-25,791
2016-07-26,791
2016-07-27,826
2016-07-28,826
2016-07-29,837
2016-07-30,864
2016-07-31,864
2016-08-01,847
2016-08-02,835
2016-08-03,827
2016-08-04,857
2016-08-05,857
2016-08-06,900
2016-08-07,945
2016-08-08,945
2016-08-09,970
2016-08-10,974
2016-08-11,974
2016-08-12,968
2016-08-13,976
2016-08-14,992
2016-08-15,980
2016-08-16,982
2016-08-17,982
2016-08-18,1003
2016-08-19,989
2016-08-20,1039
2016-08-21,1039
2016-08-22,1044
2016-08-23,1080
2016-08-24,1123
2016-08-25,1121
2016-08-26,1121
2016-08-28,1144
2016-08-31,1145
2016-09-01,1122
2016-09-02,1122
2016-09-03,1065
2016-09-04,1011
2016-09-05,985
2016-09-06,989
2016-09-07,989
2016-09-08,963
2016-09-09,963
2016-09-10,946
2016-09-11,946
2016-09-12,930
2016-09-13,908
2016-09-14,908
2016-09-15,880
2016-09-16,880
2016-09-17,887
2016-09-18,866
2016-09-19,831
2016-09-20,831
2016-09-21,831
2016-09-22,844
2016-09-23,864
2016-09-24,864
2016-09-25,903
2016-09-26,903
2016-09-27,919
2016-09-28,913
2016-09-29,913
2016-09-30,931
2016-10-01,884
2016-10-02,884
2016-10-03,868
2016-10-04,894
2016-10-05,929
2016-10-06,911
2016-10-07,911
2016-10-08,907
2016-10-09,907
2016-10-10,938
2016-10-11,981
2016-10-12,981
2016-10-13,1027
2016-10-14,1066
2016-10-15,1109
2016-10-16,1141
2016-10-17,1163
2016-10-18,1132
2016-10-19,1154
2016-10-20,1146
2016-10-21,1109
2016-10-22,1109
2016-10-23,1053
2016-10-24,1000
2016-10-25,1000
2016-10-26,954
2016-10-27,954
2016-10-28,909
2016-10-29,905
2016-10-30,912
2016-10-31,896
2016-11-01,896
2016-11-02,876
2016-11-03,876
2016-11-04,855
2016-11-05,855
2016-11-06,861
2016-11-07,861
2016-11-08,873
2016-11-09,916
2016-11-10,946
2016-11-11,946
2016-11-12,940
2016-11-13,940
2016-11-14,975
2016-12-07,919
2016-12-08,919
2016-12-09,913
2016-12-10,913
2016-12-11,915
2016-12-12,919
2016-12-13,920
2016-12-14,926
2016-12-15,926
2016-12-16,924
2016-12-17,956
2016-12-18,956
2016-12-19,981
2016-12-20,1005
2016-12-21,1013
2016-12-22,1011
2016-12-23,962
2016-12-24,918
2016-12-25,883
2016-12-26,878
2016-12-27,912
2016-12-28,914
2016-12-29,902
2016-12-30,899
2016-12-31,892
2017-01-01,876
2017-01-02,882
2017-01-03,876
2017-01-04,878
2017-01-05,878
2017-01-06,850
2017-01-07,840
2017-01-08,818
2017-01-09,844
2017-01-10,837
2017-01-11,850
2017-01-12,851
2017-01-13,851
2017-01-14,877
2017-01-15,879
2017-01-16,899
2017-01-17,874
2017-01-18,856
2017-01-19,856
2017-01-20,852
2017-01-21,841
2017-01-22,843
2017-01-27,747
2017-01-28,753
2017-01-29,736
2017-01-30,736
2017-01-31,750
2017-02-01,758
2017-02-02,766
2017-02-03,774
2017-02-04,783
2017-02-05,798
2017-02-06,826
2017-02-07,818
2017-02-08,799
2017-02-09,799
2017-02-10,791
2017-02-11,778
2017-02-12,778
2017-02-13,802
2017-02-14,798
2017-02-15,798
2017-02-16,799
2017-02-18,779
2017-02-19,772
2017-02-20,754
2017-02-21,743
2017-02-22,743
2017-02-23,718
2017-02-24,718
2017-02-25,710
2017-02-26,721
2017-02-27,733
2017-02-28,733
2017-03-01,738
2017-03-02,746
2017-03-03,746
2017-03-04,762
2017-03-05,770
2017-03-06,780
2017-03-07,775
2017-03-08,775
2017-03-09,786
2017-03-10,770
2017-03-11,766
2017-03-12,746
2017-03-13,720
2017-03-14,747
2017-03-15,762
2017-03-16,761
2017-03-17,760
2017-03-18,766
2017-03-19,801
2017-03-20,839
2017-03-21,878
2017-03-22,898
2017-03-23,879
2017-03-24,854
2017-03-25,854
2017-03-26,821
2017-03-27,819
2017-03-28,817
2017-03-29,843
2017-03-30,827
2017-03-31,813
2017-04-01,837
2017-04-02,835
2017-04-03,843
2017-04-04,831
2017-04-12,832
2017-04-13,854
2017-04-14,829
2017-04-15,849
2017-04-16,862
2017-04-17,858
2017-04-18,864
2017-04-19,889
2017-04-20,902
2017-04-21,883
2017-04-22,857
2017-04-23,840
2017-04-24,866
2017-04-25,876
2017-04-26,876
2017-04-27,899
2017-04-28,933
2017-04-29,974
2017-04-30,976
2017-05-01,968
2017-05-02,1002
2017-05-03,1030
2017-05-04,1033
2017-05-05,1010
2017-05-06,976
2017-05-07,964
2017-05-08,963
2017-05-09,965
2017-05-10,961
2017-05-11,985
2017-05-12,1011
2017-05-13,1002
2017-05-14,1003
2017-05-15,1000
2017-05-16,970
2017-05-17,955
2017-05-18,944
2017-05-19,966
2017-05-20,958
2017-05-21,958
2017-05-22,968
2017-05-23,978
2017-05-24,1008
2017-05-25,993
2017-05-26,1000
2017-05-27,997
2017-05-28,1001
2017-05-29,1022
2017-05-30,1046
2017-05-31,1032
2017-06-01,1014
2017-06-02,1001
2017-06-03,958
2017-06-06,972
2017-06-07,980
2017-06-08,980
2017-06-09,962
2017-06-10,972
2017-06-11,960
2017-06-12,971
2017-06-13,992
2017-06-14,960
2017-06-15,963
2017-06-16,956
2017-06-17,933
2017-06-18,920
2017-06-19,920
2017-06-20,929
2017-06-21,925
2017-06-22,930
2017-06-23,916
2017-06-24,882
2017-06-25,855
2017-06-26,856
2017-06-27,874
2017-06-28,852
2017-06-29,858
2017-06-30,841
2017-07-01,841
2017-07-02,847
2017-07-03,854
2017-07-04,876
2017-07-05,876
2017-07-06,887
2017-07-07,887
2017-07-08,891
2017-07-13,922
2017-07-14,901
2017-07-15,894
2017-07-16,895
2017-07-17,894
2017-07-18,909
2017-07-19,903
2017-07-20,869
2017-07-21,864
2017-07-22,876
2017-07-23,877
2017-07-24,856
2017-07-25,870
2017-07-26,872
2017-07-27,861
2017-07-28,867
2017-07-29,880
2017-07-30,858
2017-07-31,858
2017-08-01,841
2017-08-02,828
2017-08-03,810
2017-08-04,815
2017-08-05,808
2017-08-06,803
2017-08-09,785
2017-08-10,817
2017-08-11,841
2017-08-12,860
2017-08-13,853
2017-08-14,853
2017-08-15,821
2017-08-17,829
2017-08-18,829
2017-08-19,843
2017-08-20,866
2017-08-22,901
2017-08-23,888
2017-08-24,906
2017-08-25,902
2017-08-26,885
2017-08-27,881
2017-08-28,856
2017-08-29,830
2017-08-30,836
2017-08-31,825
2017-09-01,850
2017-09-02,838
2017-09-03,836
2017-09-04,842
2017-09-05,841
2017-09-06,844
2017-09-07,839
2017-09-08,831
2017-09-09,811
2017-09-10,812
2017-09-11,793
2017-09-12,766
2017-09-13,756
2017-09-14,750
2017-09-15,750
2017-09-16,733
2017-09-17,717
2017-09-19,668
2017-09-20,646
2017-09-21,646
2017-09-22,638
2017-09-23,638
2017-09-24,633
2017-09-25,636
2017-09-26,645
2017-09-27,668
2017-09-28,693
2017-09-29,714
2017-09-30,705
2017-10-01,717
2017-10-02,737
2017-10-03,758
2017-10-04,757
2017-10-05,750
2017-10-06,749
2017-10-07,753
2017-10-08,756
2017-10-09,773
2017-10-10,757
2017-10-11,757
2017-10-12,737
2017-10-13,762
2017-10-14,797
2017-10-15,797
2017-10-16,784
2017-10-17,784
2017-10-18,767
2017-10-19,750
2017-10-20,721
2017-10-21,724
2017-10-22,746
2017-10-23,755
2017-10-24,761
2017-10-25,784
2017-10-26,804
2017-10-27,814
2017-10-28,814
2017-10-29,803
2017-10-30,782
2017-10-31,796
2017-11-01,796
2017-11-02,781
2017-11-03,815
2017-11-04,821
2017-11-05,803
2017-11-06,795
2017-11-07,797
2017-11-08,786
2017-11-09,795
2017-11-10,765
2017-11-11,733
2017-11-12,721
2017-11-13,722
2017-11-14,724
2017-11-15,701
2017-11-16,704
2017-11-17,713
2017-11-18,708
2017-11-19,691
2017-11-20,705
2017-11-21,685
2017-11-22,689
2017-11-23,682
2017-11-24,654
2017-11-25,657
2017-11-26,660
2017-11-27,660
2017-11-28,633
2017-11-29,606
2017-11-30,581
2017-12-01,581
2017-12-02,581
2017-12-03,595
2017-12-04,611
2017-12-05,604
2017-12-06,626
2017-12-07,598
2017-12-08,598
2017-12-09,581
2017-12-10,569
2017-12-11,556
2017-12-12,582
2017-12-14,634
2017-12-15,637
2017-12-16,630
2017-12-17,615
2017-12-18,610
2017-12-19,636
2017-12-20,661
2017-12-21,685
2017-12-22,681
2017-12-23,678
2017-12-24,666
2017-12-25,653
2017-12-26,657
2017-12-27,641
2017-12-28,623
2017-12-29,598
2017-12-30,594
2017-12-31,591
2018-01-01,574
2018-01-02,566
2018-01-03,558
2018-01-04,542
2018-01-05,547
2018-01-06,524
2018-01-07,511
2018-01-08,504
2018-01-09,492
2018-01-10,477
2018-01-11,468
2018-01-12,445
2018-01-13,437
2018-01-14,426
2018-01-15,428
2018-01-16,440
2018-01-17,458
2018-01-18,472
2018-01-19,472
2018-01-20,487
2018-01-21,512
2018-01-22,517
2018-01-23,507
2018-01-24,532
2018-01-25,543
2018-01-26,524
2018-01-27,549
2018-01-28,565
2018-01-29,574
2018-01-31,557
2018-02-01,567
2018-02-02,550
2018-02-03,542
2018-02-04,533
2018-02-05,536
2018-02-06,533
2018-02-07,533
2018-02-08,543
2018-02-09,546
2018-02-10,569
2018-02-11,583
2018-02-12,596
