date_obj,Poison%20ivy%20seed price
2018-02-13,608
2018-02-14,626
2018-02-15,635
2018-02-16,647
2018-02-17,669
2018-02-18,698
2018-02-19,712
2018-02-20,735
2018-02-21,750
2018-02-22,747
2018-02-23,726
2018-02-24,703
2018-02-25,687
2018-02-26,691
2018-02-27,678
2018-02-28,677
2018-03-01,669
2018-03-02,679
2018-03-03,705
2018-03-05,759
2018-03-06,763
2018-03-07,798
2018-03-08,834
2018-03-09,857
2018-03-10,892
2018-03-11,904
2018-03-12,883
2018-03-13,876
2018-03-14,849
2018-03-15,809
2018-03-16,788
2018-03-17,796
2018-03-18,803
2018-03-19,844
2018-03-20,831
2018-03-21,801
2018-03-23,801
2018-03-24,799
2018-03-26,742
2018-03-27,705
2018-03-28,705
2018-03-29,704
2018-03-30,683
2018-03-31,682
2018-04-01,686
2018-04-02,686
2018-04-03,695
2018-04-04,707
2018-04-05,710
2018-04-06,713
2018-04-08,727
2018-04-09,763
2018-04-10,742
2018-04-11,730
2018-04-12,731
2018-04-13,710
2018-04-14,731
2018-04-15,732
2018-04-16,707
2018-04-17,704
2018-04-18,712
2018-04-19,715
2018-04-20,714
2018-04-21,703
2018-04-22,707
2018-04-23,716
2018-04-24,700
2018-04-25,692
2018-04-26,668
2018-04-27,654
2018-04-28,642
2018-04-29,646
2018-04-30,654
2018-05-01,656
2018-05-02,654
2018-05-03,648
2018-05-04,645
2018-05-05,639
2018-05-06,640
2018-05-07,650
2018-05-08,655
2018-05-09,639
2018-05-10,627
2018-05-11,623
2018-05-12,635
2018-05-13,625
2018-05-14,613
2018-05-15,619
2018-05-16,617
2018-05-17,614
2018-05-18,598
2018-05-19,585
2018-05-20,569
2018-05-21,566
2018-05-22,550
2018-05-23,544
2018-05-24,523
2018-05-25,517
2018-05-26,523
2018-05-27,515
2018-05-28,515
2018-05-29,515
2018-05-30,508
2018-05-31,500
2018-06-01,487
2018-06-02,481
2018-06-03,466
2018-06-04,474
2018-06-05,465
2018-06-06,467
2018-06-07,454
2018-06-08,449
2018-06-09,449
2018-06-10,442
2018-06-11,442
2018-06-12,426
2018-06-13,421
2018-06-14,425
2018-06-15,419
2018-06-16,431
2018-06-17,452
2018-06-18,475
2018-06-19,496
2018-06-20,496
2018-06-21,507
2018-06-22,519
2018-06-23,517
2018-06-24,527
2018-06-25,526
2018-06-26,541
2018-06-27,551
2018-06-28,548
2018-06-29,536
2018-06-30,528
2018-07-01,506
2018-07-02,494
2018-07-03,489
2018-07-04,486
2018-07-05,481
2018-07-06,475
2018-07-07,477
2018-07-08,479
2018-07-09,473
2018-07-10,471
2018-07-11,470
2018-07-12,470
2018-07-13,474
2018-07-14,487
2018-07-15,505
2018-07-16,510
2018-07-17,509
2018-07-18,495
2018-07-19,499
2018-07-20,485
2018-07-21,495
2018-07-22,492
2018-07-23,507
2018-07-24,521
2018-07-25,528
2018-07-26,548
2018-07-27,563
2018-07-28,570
2018-07-29,565
2018-07-30,579
2018-07-31,572
2018-08-01,557
2018-08-02,549
2018-08-03,540
2018-08-04,525
2018-08-05,525
2018-08-06,529
2018-08-07,528
2018-08-08,529
2018-08-09,521
2018-08-10,514
2018-08-11,509
2018-08-12,495
2018-08-14,510
2018-08-16,528
2018-08-17,526
2018-08-18,531
2018-08-19,544
2018-08-20,554
2018-08-21,553
2018-08-22,560
2018-08-23,588
2018-08-24,610
2018-08-25,634
2018-08-26,665
2018-08-27,694
2018-08-28,701
2018-08-29,690
2018-08-30,709
2018-08-31,734
2018-09-01,718
2018-09-02,711
2018-09-03,716
2018-09-04,699
2018-09-05,664
2018-09-06,647
2018-09-07,634
2018-09-08,642
2018-09-09,632
2018-09-10,607
2018-09-11,580
2018-09-12,558
2018-09-13,539
2018-09-14,559
2018-09-15,545
2018-09-16,545
2018-09-17,538
2018-09-18,527
2018-09-19,512
2018-09-20,509
2018-09-21,516
2018-09-22,533
2018-09-23,535
2018-09-24,547
2018-09-25,572
2018-09-26,586
2018-09-27,558
2018-09-28,550
2018-09-29,545
2018-09-30,562
2018-10-02,568
2018-10-03,561
2018-10-04,533
2018-10-05,527
2018-10-06,505
2018-10-07,488
2018-10-08,479
2018-10-09,481
2018-10-10,490
2018-10-11,489
2018-10-12,493
2018-10-13,509
2018-10-14,522
2018-10-15,525
2018-10-16,534
2018-10-17,549
2018-10-18,547
2018-10-19,554
2018-10-20,561
2018-10-21,536
2018-10-22,520
2018-10-23,508
2018-10-24,489
2018-10-25,470
2018-10-26,449
2018-10-27,432
2018-10-28,418
2018-10-29,399
2018-10-30,396
2018-10-31,406
2018-11-01,417
2018-11-03,427
2018-11-04,418
2018-11-05,413
2018-11-06,401
2018-11-07,387
2018-11-08,375
2018-11-09,372
2018-11-10,367
2018-11-11,373
2018-11-12,378
2018-11-13,393
2018-11-15,406
2018-11-16,422
2018-11-17,411
2018-11-18,393
2018-11-19,395
2018-11-20,399
2018-11-21,405
2018-11-22,414
2018-11-23,420
2018-11-24,430
2018-11-25,430
2018-11-26,421
2018-11-27,418
2018-11-28,422
2018-11-29,423
2018-12-01,424
2018-12-02,420
2018-12-03,412
2018-12-04,412
2018-12-05,401
2018-12-07,387
2018-12-09,376
2018-12-10,366
2018-12-11,350
2018-12-12,365
2018-12-13,355
2018-12-14,340
2018-12-15,332
2018-12-16,332
2018-12-17,336
2018-12-18,329
2018-12-19,314
2018-12-20,318
2018-12-21,312
2018-12-22,296
2018-12-23,287
2018-12-24,273
2018-12-25,267
2018-12-26,271
2018-12-27,269
2018-12-28,259
2018-12-29,258
2018-12-30,255
2018-12-31,247
2019-01-01,242
2019-01-02,236
2019-01-03,248
2019-01-04,261
2019-01-05,270
2019-01-06,280
2019-01-08,308
2019-01-10,334
2019-01-11,342
2019-01-12,351
2019-01-13,357
2019-01-14,349
2019-01-15,336
2019-01-16,320
2019-01-17,304
2019-01-18,288
2019-01-19,273
2019-01-20,259
2019-01-21,246
2019-01-22,233
2019-01-23,221
2019-01-24,209
2019-01-25,198
2019-01-26,188
2019-01-27,178
2019-01-28,169
2019-01-29,160
2019-01-30,152
2019-01-31,144
2019-02-01,136
2019-02-02,129
2019-02-03,122
2019-02-04,115
2019-02-05,109
2019-02-06,103
2019-02-07,97
2019-02-08,92
2019-02-09,87
2019-02-10,82
2019-02-11,77
2019-02-12,73
2019-02-13,69
2019-02-14,65
2019-02-15,61
2019-02-16,57
2019-02-17,54
2019-02-18,51
2019-02-19,48
2019-02-20,45
2019-02-21,42
2019-02-22,39
2019-02-23,37
2019-02-24,35
2019-02-25,33
2019-02-26,31
2019-02-27,29
2019-02-28,28
2019-03-01,27
2019-03-02,26
2019-03-03,25
2019-03-04,24
2019-03-05,23
2019-03-06,22
2019-03-07,22
2019-03-08,22
2019-03-09,22
2019-03-10,21
2019-03-11,20
2019-03-12,19
2019-03-13,19
2019-03-14,19
2019-03-15,18
2019-03-16,17
2019-03-17,17
2019-03-18,16
2019-03-19,15
2019-03-20,15
2019-03-21,14
2019-03-22,13
2019-03-23,13
2019-03-24,12
2019-03-25,12
2019-03-26,12
2019-03-27,12
2019-03-28,12
2019-03-29,12
2019-03-30,13
2019-03-31,13
2019-04-01,14
2019-04-02,14
2019-04-03,14
2019-04-04,14
2019-04-05,14
2019-04-06,13
2019-04-07,12
2019-04-08,11
2019-04-09,11
2019-04-10,11
2019-04-11,11
2019-04-12,11
2019-04-13,11
2019-04-14,11
2019-04-15,11
2019-04-16,11
2019-04-17,11
2019-04-18,11
2019-04-19,11
2019-04-20,11
2019-04-21,11
2019-04-22,11
2019-04-23,11
2019-04-24,12
2019-04-25,11
2019-04-26,10
2019-04-27,11
2019-04-28,12
2019-04-29,12
2019-04-30,13
2019-05-01,13
2019-05-02,13
2019-05-03,13
2019-05-04,13
2019-05-05,13
2019-05-06,13
2019-05-07,13
2019-05-08,13
2019-05-09,14
2019-05-10,14
2019-05-11,14
2019-05-12,14
2019-05-13,14
2019-05-14,14
2019-05-15,14
2019-05-16,14
2019-05-17,14
2019-05-18,14
2019-05-19,15
2019-05-20,16
2019-05-21,16
2019-05-22,16
2019-05-23,16
2019-05-24,16
2019-05-25,16
2019-05-26,16
2019-05-27,15
2019-05-28,16
2019-05-29,16
2019-05-30,16
2019-05-31,16
2019-06-01,16
2019-06-02,16
2019-06-03,17
2019-06-04,17
2019-06-05,17
2019-06-06,17
2019-06-07,17
2019-06-08,17
2019-06-09,17
2019-06-10,17
2019-06-11,17
2019-06-12,17
2019-06-13,17
2019-06-14,17
2019-06-15,17
2019-06-16,17
2019-06-17,18
2019-06-18,18
2019-06-19,18
2019-06-20,18
2019-06-21,18
2019-06-22,18
2019-06-23,18
2019-06-24,18
2019-06-25,18
2019-06-26,18
2019-06-27,19
2019-06-28,19
2019-06-29,20
2019-06-30,20
2019-07-01,20
2019-07-02,20
2019-07-03,20
2019-07-04,21
2019-07-05,22
2019-07-06,22
2019-07-07,21
2019-07-08,19
2019-07-09,19
2019-07-10,19
2019-07-11,19
2019-07-12,19
2019-07-13,19
2019-07-14,19
2019-07-15,19
2019-07-16,20
2019-07-17,21
2019-07-18,20
2019-07-19,20
2019-07-20,20
2019-07-21,20
2019-07-22,21
2019-07-23,22
2019-07-24,24
2019-07-25,25
2019-07-26,26
2019-07-27,27
2019-07-28,28
2019-07-29,27
2019-07-30,26
2019-07-31,26
2019-08-01,26
2019-08-02,24
2019-08-03,24
2019-08-04,25
2019-08-05,25
2019-08-06,25
2019-08-07,26
2019-08-08,24
2019-08-09,23
2019-08-10,23
2019-08-11,23
2019-08-12,24
2019-08-13,24
2019-08-14,25
2019-08-15,25
2019-08-16,25
2019-08-17,25
2019-08-18,25
2019-08-19,25
2019-08-20,26
2019-08-21,26
2019-08-22,26
2019-08-23,25
2019-08-24,24
2019-08-24,24
2019-08-25,22
2019-08-25,22
2019-08-26,22
