date_obj,Dharok's%20platebody price
2019-01-13,1494764
2019-01-14,1496278
2019-01-15,1496185
2019-01-16,1495798
2019-01-17,1475065
2019-01-18,1465979
2019-01-19,1449331
2019-01-20,1411474
2019-01-21,1405999
2019-01-22,1405788
2019-01-23,1405736
2019-01-24,1405747
2019-01-25,1405803
2019-01-26,1405960
2019-01-27,1433372
2019-01-28,1435848
2019-01-29,1457275
2019-01-30,1465876
2019-01-31,1460646
2019-02-01,1465985
2019-02-02,1465900
2019-02-03,1465830
2019-02-04,1465701
2019-02-05,1465742
2019-02-06,1465598
2019-02-07,1465775
2019-02-08,1465757
2019-02-09,1465772
2019-02-10,1465777
2019-02-11,1465756
2019-02-12,1465775
2019-02-13,1465788
2019-02-14,1465722
2019-02-15,1465659
2019-02-16,1465772
2019-02-17,1465670
2019-02-18,1465874
2019-02-19,1465886
2019-02-20,1465855
2019-02-21,1465814
2019-02-22,1488906
2019-02-23,1475728
2019-02-24,1466460
2019-02-25,1490504
2019-02-26,1495997
2019-02-27,1495646
2019-02-28,1487583
2019-03-01,1495945
2019-03-02,1495681
2019-03-03,1501888
2019-03-04,1479598
2019-03-05,1472394
2019-03-06,1473854
2019-03-07,1474035
2019-03-08,1473645
2019-03-09,1453034
2019-03-10,1447502
2019-03-11,1447001
2019-03-12,1447112
2019-03-13,1447670
2019-03-14,1447990
2019-03-15,1448324
2019-03-16,1448224
2019-03-17,1414555
2019-03-18,1406945
2019-03-19,1406734
2019-03-20,1406789
2019-03-21,1406165
2019-03-22,1405305
2019-03-23,1406772
2019-03-24,1407656
2019-03-25,1407161
2019-03-26,1406191
2019-03-27,1406357
2019-03-28,1399142
2019-03-29,1434842
2019-03-30,1438580
2019-03-31,1436795
2019-04-01,1437620
2019-04-02,1418572
2019-04-03,1407711
2019-04-04,1407087
2019-04-05,1406859
2019-04-06,1407975
2019-04-07,1382982
2019-04-08,1361347
2019-04-09,1339979
2019-04-10,1331125
2019-04-11,1293430
2019-04-12,1257840
2019-04-13,1218457
2019-04-14,1215767
2019-04-15,1232554
2019-04-16,1211381
2019-04-17,1175986
2019-04-18,1125331
2019-04-19,1114262
2019-04-20,1078709
2019-04-21,1085597
2019-04-22,1101942
2019-04-23,1127067
2019-04-24,1149430
2019-04-25,1152908
2019-04-26,1134635
2019-04-27,1132866
2019-04-28,1162093
2019-04-29,1196705
2019-04-30,1208628
2019-05-01,1182472
2019-05-02,1152850
2019-05-03,1137211
2019-05-04,1115369
2019-05-05,1098441
2019-05-06,1081502
2019-05-07,1082647
2019-05-08,1082959
2019-05-09,1081372
2019-05-10,1063897
2019-05-11,1071497
2019-05-12,1072631
2019-05-13,1089621
2019-05-14,1083771
2019-05-15,1093709
2019-05-16,1125910
2019-05-17,1144428
2019-05-18,1149625
2019-05-19,1141308
2019-05-20,1159080
2019-05-21,1165881
2019-05-22,1183086
2019-05-23,1171859
2019-05-24,1166762
2019-05-25,1162164
2019-05-26,1168268
2019-05-27,1159972
2019-05-28,1145834
2019-05-29,1135153
2019-05-30,1139432
2019-05-31,1132359
2019-06-01,1145409
2019-06-02,1138266
2019-06-03,1113708
2019-06-04,1103374
2019-06-05,1091600
2019-06-06,1084884
2019-06-07,1100329
2019-06-08,1090860
2019-06-09,1082175
2019-06-10,1078250
2019-06-11,1046333
2019-06-12,1024244
2019-06-13,990035
2019-06-14,967257
2019-06-15,955635
2019-06-16,956482
2019-06-17,955979
2019-06-18,961001
2019-06-19,975998
2019-06-20,983891
2019-06-21,990915
2019-06-22,989187
2019-06-23,968294
2019-06-24,954293
2019-06-25,939267
2019-06-26,923467
2019-06-27,944399
2019-06-28,966777
2019-06-29,975585
2019-06-30,986179
2019-07-01,1020723
2019-07-02,1011777
2019-07-03,992492
2019-07-04,977358
2019-07-05,980632
2019-07-06,983285
2019-07-07,998736
2019-07-08,982411
2019-07-09,997156
2019-07-10,994593
2019-07-11,997171
2019-07-12,994732
2019-07-13,974568
2019-07-14,974742
2019-07-15,955621
2019-07-16,945855
2019-07-17,942355
2019-07-18,972997
2019-07-19,1003766
2019-07-20,1044738
2019-07-21,1060389
2019-07-22,1050306
2019-07-23,1019980
2019-07-24,993233
2019-07-25,955681
2019-07-26,929211
2019-07-27,915547
2019-07-28,924766
2019-07-29,926132
2019-07-30,925423
2019-07-31,943314
2019-08-01,955935
2019-08-02,975718
2019-08-03,981864
2019-08-04,999600
2019-08-05,1000338
2019-08-06,1002223
2019-08-07,984961
2019-08-08,968557
2019-08-09,953745
2019-08-10,951972
2019-08-11,961660
2019-08-12,950582
2019-08-13,956540
2019-08-14,959892
2019-08-15,959246
2019-08-16,973289
2019-08-17,972105
2019-08-18,958412
2019-08-19,952250
2019-08-20,951391
2019-08-21,942431
2019-08-22,935012
2019-08-23,916699
2019-08-24,910477
2019-08-24,910477
2019-08-25,925760
2019-08-25,925760
2019-08-26,923753
2019-08-26,923753
2019-08-27,921356
2019-08-27,921356
2019-08-28,896382
2019-08-29,892518
2019-08-30,876790
2019-08-31,877170
2019-09-01,878725
2019-09-02,884000
2019-09-03,892491
2019-09-04,906910
2019-09-05,891912
2019-09-06,882620
2019-09-07,908694
2019-09-08,920565
2019-09-09,929929
2019-09-10,910622
2019-09-11,903436
2019-09-12,887108
2019-09-13,884595
2019-09-14,889071
2019-09-15,880484
2019-09-16,878778
2019-09-17,874420
2019-09-18,880800
2019-09-19,874690
2019-09-20,884780
2019-09-21,884666
2019-09-22,876063
2019-09-23,871881
2019-09-24,886096
2019-09-25,878417
2019-09-26,878416
2019-09-27,868767
2019-09-28,891594
2019-09-29,895951
2019-09-30,892067
2019-10-01,896146
2019-10-02,915786
2019-10-03,907269
2019-10-04,912825
2019-10-05,905068
2019-10-06,916379
2019-10-07,912704
2019-10-08,906089
2019-10-09,912066
2019-10-10,903877
2019-10-11,895515
2019-10-12,907114
2019-10-13,910817
2019-10-14,909370
2019-10-15,917575
2019-10-16,921347
2019-10-17,893867
2019-10-18,864483
2019-10-19,862682
2019-10-20,858941
2019-10-21,861549
2019-10-22,858746
2019-10-23,868330
2019-10-24,878128
2019-10-25,911024
2019-10-26,897559
2019-10-27,893008
2019-10-28,912911
2019-10-29,904036
2019-10-30,924804
2019-10-31,901079
2019-11-01,914754
2019-11-02,916146
2019-11-03,946072
2019-11-04,961208
2019-11-05,940936
2019-11-06,947528
2019-11-07,957600
2019-11-08,960861
2019-11-09,957837
2019-11-10,969518
2019-11-11,971403
2019-11-12,968462
2019-11-13,973167
2019-11-14,977205
2019-11-15,962685
2019-11-16,951586
2019-11-17,955262
2019-11-18,938767
2019-11-19,931851
2019-11-20,924236
2019-11-21,924417
2019-11-22,916051
2019-11-23,914698
2019-11-24,898132
2019-11-25,888794
2019-11-26,888051
2019-11-27,880265
2019-11-28,887165
2019-11-29,887938
2019-11-30,899407
2019-12-01,905731
2019-12-02,897952
2019-12-03,905442
2019-12-04,905257
2019-12-05,907006
2019-12-06,901874
2019-12-07,886748
2019-12-08,912951
2019-12-09,913819
2019-12-10,919630
2019-12-11,910792
2019-12-12,894832
2019-12-13,901175
2019-12-14,910846
2019-12-15,907968
2019-12-16,902438
2019-12-17,902121
2019-12-18,906245
2019-12-19,929181
2019-12-20,920662
2019-12-21,919358
2019-12-22,947339
2019-12-23,923864
2019-12-24,922397
2019-12-25,941750
2019-12-26,942911
2019-12-27,946109
2019-12-28,943619
2019-12-29,943407
2019-12-30,937543
2019-12-31,924047
2020-01-01,929773
2020-01-02,926041
2020-01-03,937633
2020-01-04,945484
2020-01-05,935850
2020-01-06,926417
2020-01-07,937868
2020-01-08,941300
2020-01-09,933665
2020-01-10,952914
2020-01-11,946548
2020-01-12,954330
2020-01-13,978296
2020-01-14,973272
2020-01-15,988092
2020-01-16,996518
2020-01-17,996483
2020-01-18,984913
2020-01-19,989844
2020-01-20,996949
2020-01-21,993466
2020-01-22,988062
2020-01-23,1014525
2020-01-24,1004873
2020-01-25,997080
2020-01-26,986964
2020-01-27,977544
2020-01-28,977923
2020-01-29,968208
2020-01-30,969115
2020-01-31,973123
2020-02-01,968615
2020-02-02,979217
2020-02-03,963370
2020-02-04,959257
2020-02-05,964866
2020-02-06,954485
2020-02-07,944280
2020-02-08,954214
2020-02-09,963450
2020-02-10,960638
2020-02-11,958663
2020-02-12,949725
2020-02-13,939152
2020-02-14,929055
2020-02-15,923531
2020-02-16,921832
2020-02-17,917368
2020-02-18,938381
2020-02-19,933279
2020-02-20,925274
2020-02-21,941805
2020-02-22,946498
2020-02-23,945577
2020-02-24,973149
2020-02-25,959709
2020-02-26,969377
2020-02-27,975177
2020-02-28,982248
2020-02-29,989566
2020-03-01,993890
2020-03-02,990619
2020-03-03,1015077
2020-03-04,1012421
2020-03-05,1003978
2020-03-06,995299
2020-03-07,991228
2020-03-08,981320
2020-03-09,1006511
2020-03-10,995596
2020-03-11,973348
2020-03-12,988682
2020-03-13,985647
2020-03-14,997182
2020-03-15,985452
2020-03-16,988659
2020-03-17,1003256
2020-03-18,1015209
2020-03-19,1040457
2020-03-20,1091075
2020-03-21,1079664
2020-03-22,1084872
2020-03-23,1092321
2020-03-24,1110867
2020-03-25,1129759
2020-03-26,1125996
2020-03-27,1131421
2020-03-28,1137009
2020-03-29,1131954
2020-03-30,1119712
2020-03-31,1098738
2020-04-01,1079528
2020-04-02,1079749
2020-04-03,1087098
2020-04-04,1097323
2020-04-05,1103041
2020-04-06,1103348
2020-04-07,1073706
2020-04-08,1076104
2020-04-09,1075269
2020-04-10,1069488
2020-04-11,1061645
2020-04-12,1080085
2020-04-13,1079648
2020-04-14,1067706
2020-04-15,1081971
2020-04-16,1094245
2020-04-17,1061224
2020-04-18,1058967
2020-04-19,1045014
2020-04-20,1037271
2020-04-21,1038788
2020-04-22,1052052
2020-04-23,1101581
2020-04-24,1114910
2020-04-25,1113275
2020-04-26,1098905
2020-04-27,1087117
2020-04-28,1071513
2020-04-29,1066228
2020-04-30,1063154
2020-05-01,1065806
2020-05-02,1065917
2020-05-03,1056986
2020-05-04,1063819
2020-05-05,1059470
2020-05-06,1052374
2020-05-07,1060817
2020-05-08,1055416
2020-05-09,1073426
2020-05-10,1088807
2020-05-11,1081734
2020-05-12,1077832
2020-05-13,1062473
