date_obj,Binding%20necklace price
2019-05-31,846
2019-06-01,854
2019-06-02,851
2019-06-03,852
2019-06-04,849
2019-06-05,855
2019-06-06,859
2019-06-07,855
2019-06-08,854
2019-06-09,890
2019-06-10,888
2019-06-11,875
2019-06-12,862
2019-06-13,891
2019-06-14,933
2019-06-15,957
2019-06-16,935
2019-06-17,925
2019-06-18,927
2019-06-19,915
2019-06-20,898
2019-06-21,864
2019-06-22,851
2019-06-23,820
2019-06-24,812
2019-06-25,818
2019-06-26,819
2019-06-27,815
2019-06-28,788
2019-06-29,810
2019-06-30,823
2019-07-01,828
2019-07-02,822
2019-07-03,826
2019-07-04,829
2019-07-05,824
2019-07-06,826
2019-07-07,832
2019-07-08,830
2019-07-09,824
2019-07-10,829
2019-07-11,839
2019-07-12,857
2019-07-13,845
2019-07-14,865
2019-07-15,887
2019-07-16,900
2019-07-17,916
2019-07-18,931
2019-07-19,936
2019-07-20,937
2019-07-21,927
2019-07-22,906
2019-07-23,902
2019-07-24,902
2019-07-25,910
2019-07-26,912
2019-07-27,926
2019-07-28,911
2019-07-29,895
2019-07-30,906
2019-07-31,930
2019-08-01,940
2019-08-02,920
2019-08-03,891
2019-08-04,881
2019-08-05,879
2019-08-06,877
2019-08-07,891
2019-08-08,904
2019-08-09,917
2019-08-10,918
2019-08-11,927
2019-08-12,932
2019-08-13,915
2019-08-14,907
2019-08-15,894
2019-08-16,878
2019-08-17,894
2019-08-18,896
2019-08-19,897
2019-08-20,921
2019-08-21,941
2019-08-22,959
2019-08-23,974
2019-08-24,975
2019-08-24,975
2019-08-25,967
2019-08-25,967
2019-08-26,963
2019-08-27,958
2019-08-27,958
2019-08-28,961
2019-08-29,964
2019-08-30,951
2019-08-31,934
2019-09-01,928
2019-09-02,924
2019-09-03,943
2019-09-04,934
2019-09-05,936
2019-09-06,980
2019-09-07,1001
2019-09-08,977
2019-09-09,991
2019-09-10,1014
2019-09-11,1054
2019-09-12,1044
2019-09-13,1029
2019-09-14,1001
2019-09-15,978
2019-09-16,951
2019-09-17,999
2019-09-18,1001
2019-09-19,955
2019-09-20,988
2019-09-21,1002
2019-09-22,984
2019-09-23,1008
2019-09-24,997
2019-09-25,1004
2019-09-26,1004
2019-09-27,987
2019-09-28,995
2019-09-29,992
2019-09-30,990
2019-10-01,956
2019-10-02,936
2019-10-03,958
2019-10-04,967
2019-10-05,948
2019-10-06,930
2019-10-07,929
2019-10-08,926
2019-10-09,930
2019-10-10,931
2019-10-11,929
2019-10-12,924
2019-10-13,906
2019-10-14,917
2019-10-15,921
2019-10-16,901
2019-10-17,896
2019-10-18,903
2019-10-19,891
2019-10-20,890
2019-10-21,896
2019-10-22,874
2019-10-23,898
2019-10-24,938
2019-10-25,967
2019-10-26,961
2019-10-27,981
2019-10-28,984
2019-10-29,974
2019-10-30,958
2019-10-31,958
2019-11-01,960
2019-11-02,929
2019-11-03,918
2019-11-04,904
2019-11-05,889
2019-11-06,886
2019-11-07,870
2019-11-08,897
2019-11-09,892
2019-11-10,868
2019-11-11,844
2019-11-12,814
2019-11-13,849
2019-11-14,829
2019-11-15,820
2019-11-16,840
2019-11-17,879
2019-11-18,923
2019-11-19,969
2019-11-20,995
2019-11-21,986
2019-11-22,1002
2019-11-23,962
2019-11-24,933
2019-11-25,907
2019-11-26,881
2019-11-27,916
2019-11-28,907
2019-11-29,953
2019-11-30,936
2019-12-01,899
2019-12-02,908
2019-12-03,904
2019-12-04,940
2019-12-05,973
2019-12-06,955
2019-12-07,940
2019-12-08,912
2019-12-09,906
2019-12-10,925
2019-12-11,926
2019-12-12,931
2019-12-13,924
2019-12-14,957
2019-12-15,968
2019-12-16,952
2019-12-17,946
2019-12-18,949
2019-12-19,944
2019-12-20,939
2019-12-21,943
2019-12-22,948
2019-12-23,949
2019-12-24,952
2019-12-25,952
2019-12-26,954
2019-12-27,948
2019-12-28,936
2019-12-29,934
2019-12-30,922
2019-12-31,913
2020-01-01,914
2020-01-02,913
2020-01-03,917
2020-01-04,912
2020-01-05,906
2020-01-06,898
2020-01-07,868
2020-01-08,848
2020-01-09,888
2020-01-10,908
2020-01-11,906
2020-01-12,914
2020-01-13,939
2020-01-14,919
2020-01-15,925
2020-01-16,945
2020-01-17,915
2020-01-18,876
2020-01-19,857
2020-01-20,842
2020-01-21,832
2020-01-22,801
2020-01-23,780
2020-01-24,778
2020-01-25,802
2020-01-26,823
2020-01-27,826
2020-01-28,827
2020-01-29,827
2020-01-30,816
2020-01-31,797
2020-02-01,811
2020-02-02,834
2020-02-03,846
2020-02-04,857
2020-02-05,855
2020-02-06,849
2020-02-07,857
2020-02-08,868
2020-02-09,889
2020-02-10,903
2020-02-11,868
2020-02-12,872
2020-02-13,876
2020-02-14,865
2020-02-15,900
2020-02-16,926
2020-02-17,929
2020-02-18,951
2020-02-19,940
2020-02-20,924
2020-02-21,903
2020-02-22,889
2020-02-23,918
2020-02-24,905
2020-02-25,903
2020-02-26,893
2020-02-27,873
2020-02-28,848
2020-02-29,851
2020-03-01,860
2020-03-02,868
2020-03-03,872
2020-03-04,869
2020-03-05,880
2020-03-06,862
2020-03-07,855
2020-03-08,853
2020-03-09,855
2020-03-10,848
2020-03-11,839
2020-03-12,855
2020-03-13,850
2020-03-14,854
2020-03-15,852
2020-03-16,864
2020-03-17,864
2020-03-18,870
2020-03-19,873
2020-03-20,884
2020-03-21,906
2020-03-22,911
2020-03-23,938
2020-03-24,944
2020-03-25,924
2020-03-26,929
2020-03-27,900
2020-03-28,881
2020-03-29,876
2020-03-30,900
2020-03-31,906
2020-04-01,890
2020-04-02,868
2020-04-03,850
2020-04-04,851
2020-04-05,868
2020-04-06,866
2020-04-07,876
2020-04-08,864
2020-04-09,847
2020-04-10,823
2020-04-11,838
2020-04-12,824
2020-04-13,819
2020-04-14,817
2020-04-15,831
2020-04-16,812
2020-04-17,824
2020-04-18,838
2020-04-19,850
2020-04-20,866
2020-04-21,875
2020-04-22,858
2020-04-23,848
2020-04-24,846
2020-04-25,837
2020-04-26,829
2020-04-27,830
2020-04-28,826
2020-04-29,826
2020-04-30,827
2020-05-01,821
2020-05-02,828
2020-05-03,843
2020-05-04,844
2020-05-05,859
2020-05-06,866
2020-05-07,884
2020-05-08,911
2020-05-09,943
2020-05-10,915
2020-05-11,902
2020-05-12,923
2020-05-13,969
