date_obj,White%20kiteshield price
2015-11-20,39263
2015-11-21,39263
2015-11-22,39263
2015-11-23,39263
2015-11-24,39263
2015-11-25,39263
2015-11-26,39263
2015-11-27,39263
2015-11-28,37315
2015-11-29,37315
2015-11-30,37315
2015-12-01,37315
2015-12-02,37315
2015-12-03,37315
2015-12-04,37315
2015-12-05,37315
2015-12-06,37315
2015-12-07,37315
2015-12-08,37315
2015-12-09,37315
2015-12-10,37315
2015-12-11,37315
2015-12-13,37315
2015-12-14,37315
2015-12-15,35477
2015-12-16,35477
2015-12-17,35477
2015-12-18,35477
2015-12-19,35477
2015-12-20,35477
2015-12-21,35477
2015-12-22,35477
2015-12-23,35477
2015-12-24,35477
2015-12-25,35477
2015-12-26,35477
2015-12-27,35477
2015-12-28,35477
2015-12-29,33722
2015-12-30,33722
2015-12-31,33722
2016-01-01,33722
2016-01-02,33722
2016-01-03,33722
2016-01-04,33722
2016-01-05,33722
2016-01-06,33722
2016-01-07,33722
2016-01-08,33722
2016-01-09,33722
2016-01-10,33722
2016-01-11,33722
2016-01-12,33722
2016-01-13,32073
2016-01-14,32073
2016-01-15,32073
2016-01-16,32073
2016-01-17,32073
2016-01-18,32073
2016-01-19,32073
2016-01-20,32073
2016-01-21,30500
2016-01-22,30500
2016-01-23,30500
2016-01-24,30500
2016-01-25,30500
2016-01-26,30500
2016-01-27,30500
2016-01-28,30500
2016-01-29,30500
2016-01-30,30500
2016-01-31,30500
2016-02-01,28979
2016-02-02,28979
2016-02-03,28979
2016-02-04,28979
2016-02-05,28979
2016-02-06,28979
2016-02-07,28979
2016-02-08,28979
2016-02-09,28979
2016-02-10,28979
2016-02-11,28979
2016-02-12,27543
2016-02-13,27543
2016-02-14,27543
2016-02-15,27543
2016-02-16,27543
2016-02-17,27543
2016-02-18,27543
2016-02-19,27543
2016-02-20,27543
2016-02-21,27543
2016-02-22,27543
2016-02-23,26226
2016-02-24,26226
2016-02-25,26226
2016-02-26,26226
2016-02-27,26226
2016-02-28,26226
2016-02-29,26226
2016-03-01,26226
2016-03-02,26226
2016-03-03,24925
2016-03-04,24925
2016-03-05,24925
2016-03-06,24925
2016-03-07,24925
2016-03-08,24925
2016-03-09,24925
2016-03-10,24925
2016-03-11,24925
2016-03-12,24925
2016-03-13,24925
2016-03-14,23716
2016-03-15,23716
2016-03-16,23716
2016-03-17,23716
2016-03-18,23716
2016-03-19,23716
2016-03-20,23716
2016-03-21,23716
2016-03-22,23716
2016-03-23,23716
2016-03-24,23716
2016-03-25,23716
2016-03-26,22569
2016-03-27,22569
2016-03-28,22569
2016-03-29,22569
2016-03-30,22569
2016-03-31,22569
2016-04-01,22569
2016-04-02,22569
2016-04-03,22569
2016-04-04,22569
2016-04-05,22569
2016-04-06,22569
2016-04-07,22569
2016-04-08,21455
2016-04-09,21455
2016-04-10,21455
2016-04-11,21455
2016-04-12,21455
2016-04-13,21455
2016-04-14,21455
2016-04-15,21455
2016-04-16,21455
2016-04-17,21455
2016-04-18,21455
2016-04-19,20389
2016-04-20,20389
2016-04-21,20389
2016-04-22,20389
2016-04-23,20389
2016-04-24,20389
2016-04-25,20389
2016-04-26,20389
2016-04-27,20389
2016-04-28,20389
2016-04-29,20389
2016-04-30,20389
2016-05-01,19380
2016-05-02,19380
2016-05-03,19380
2016-05-04,19380
2016-05-05,19380
2016-05-06,19380
2016-05-07,19380
2016-05-08,19380
2016-05-09,19380
2016-05-10,19380
2016-05-11,19380
2016-05-12,19380
2016-05-13,18423
2016-05-14,18423
2016-05-15,18423
2016-05-16,18423
2016-05-17,18423
2016-05-18,18423
2016-05-19,18423
2016-05-22,18423
2016-05-23,17540
2016-05-24,17540
2016-05-25,17540
2016-05-26,17540
2016-05-27,17540
2016-05-28,17540
2016-05-29,17540
2016-05-30,17540
2016-05-31,17540
2016-06-01,17540
2016-06-02,16675
2016-06-03,16675
2016-06-04,16675
2016-06-05,16675
2016-06-06,16675
2016-06-07,16675
2016-06-08,16675
2016-06-09,16675
2016-06-10,16675
2016-06-11,16675
2016-06-12,16675
2016-06-13,15857
2016-06-14,15857
2016-06-15,15857
2016-06-16,15857
2016-06-17,15857
2016-06-18,15857
2016-06-19,15857
2016-06-20,15857
2016-06-21,15857
2016-06-22,15857
2016-06-23,15103
2016-06-24,15103
2016-06-25,15103
2016-06-26,15103
2016-06-27,15103
2016-06-28,15103
2016-06-29,15103
2016-06-30,15103
2016-07-01,15103
2016-07-02,15103
2016-07-03,14384
2016-07-04,14384
2016-07-05,14384
2016-07-06,14142
2016-07-07,14142
2016-07-08,14142
2016-07-09,13769
2016-07-10,13769
2016-07-11,13769
2016-07-12,13080
2016-07-13,13080
2016-07-14,13080
2016-07-15,13080
2016-07-16,12430
2016-07-17,12430
2016-07-18,12430
2016-07-24,11833
2016-07-25,11833
2016-07-26,11833
2016-07-27,11833
2016-07-28,11248
2016-07-29,11248
2016-07-30,11248
2016-07-31,11248
2016-08-01,11248
2016-08-02,11248
2016-08-03,11248
2016-08-04,11248
2016-08-05,10707
2016-08-06,10707
2016-08-07,10707
2016-08-08,10707
2016-08-09,10707
2016-08-10,10707
2016-08-11,10707
2016-08-12,10707
2016-08-13,10185
2016-08-14,10185
2016-08-15,10185
2016-08-16,10185
2016-08-17,10185
2016-08-18,10185
2016-08-19,10185
2016-08-20,10185
2016-08-21,10185
2016-08-22,9684
2016-08-23,9684
2016-08-24,9684
2016-08-25,9684
2016-08-26,9684
2016-08-28,9684
2016-08-31,9684
2016-09-01,9213
2016-09-02,9213
2016-09-03,9213
2016-09-04,9213
2016-09-05,9213
2016-09-06,9213
2016-09-07,9213
2016-09-08,9213
2016-09-09,9213
2016-09-10,9213
2016-09-11,8766
2016-09-12,8766
2016-09-13,8766
2016-09-14,8766
2016-09-15,8766
2016-09-16,8766
2016-09-17,8766
2016-09-18,8766
2016-09-19,8766
2016-09-20,8766
2016-09-21,8336
2016-09-22,8336
2016-09-23,8336
2016-09-24,8336
2016-09-25,8336
2016-09-26,8336
2016-09-27,8336
2016-09-28,8336
2016-09-29,8336
2016-09-30,8336
2016-10-01,8336
2016-10-02,8336
2016-10-03,7932
2016-10-04,7932
2016-10-05,7932
2016-10-06,7932
2016-10-07,7932
2016-10-08,7932
2016-10-09,7932
2016-10-10,7932
2016-10-11,7932
2016-10-12,7932
2016-10-13,7932
2016-10-14,7932
2016-10-15,7545
2016-10-16,7545
2016-10-17,7545
2016-10-18,7545
2016-10-19,7545
2016-10-20,7545
2016-10-21,7545
2016-10-22,7545
2016-10-23,7545
2016-10-24,7545
2016-10-25,7545
2016-10-26,7255
2016-10-27,7255
2016-10-28,7255
2016-10-29,7255
2016-10-30,7255
2016-10-31,7255
2016-11-01,7255
2016-11-02,7255
2016-11-03,7255
2016-11-04,7255
2016-11-05,7255
2016-11-06,7255
2016-11-07,7255
2016-11-08,7255
2016-11-09,7139
2016-11-10,7139
2016-11-11,7139
2016-11-12,7139
2016-11-13,7139
2016-11-14,7139
2016-12-08,6920
2016-12-09,6920
2016-12-10,6920
2016-12-11,6920
2016-12-12,6920
2016-12-13,6920
2016-12-14,6920
2016-12-15,6920
2016-12-16,6683
2016-12-17,6683
2016-12-18,6683
2016-12-19,6683
2016-12-20,6683
2016-12-21,6683
2016-12-22,6683
2016-12-23,6683
2016-12-24,6683
2016-12-25,6683
2016-12-26,6683
2016-12-27,6408
2016-12-28,6408
2016-12-29,6408
2016-12-30,6408
2016-12-31,6408
2017-01-01,6408
2017-01-02,6408
2017-01-03,6408
2017-01-04,6408
2017-01-05,6408
2017-01-06,6095
2017-01-07,6095
2017-01-08,6095
2017-01-09,6095
2017-01-10,6095
2017-01-11,6095
2017-01-12,6095
2017-01-13,6095
2017-01-14,6095
2017-01-15,6095
2017-01-16,5793
2017-01-17,5793
2017-01-18,5793
2017-01-19,5793
2017-01-20,5793
2017-01-21,5793
2017-01-22,5793
2017-01-27,5689
2017-01-28,5689
2017-01-29,5689
2017-01-30,5689
2017-01-31,5689
2017-02-01,5689
2017-02-02,5689
2017-02-03,5689
2017-02-04,5689
2017-02-05,5689
2017-02-06,5689
2017-02-07,5439
2017-02-08,5439
2017-02-09,5439
2017-02-10,5439
2017-02-11,5439
2017-02-12,5439
2017-02-13,5439
2017-02-14,5439
2017-02-15,5439
2017-02-16,5257
2017-02-18,5257
2017-02-19,5257
2017-02-20,5257
2017-02-21,5257
2017-02-22,5257
2017-02-23,5257
2017-02-24,5257
2017-02-25,5257
2017-02-26,5257
2017-02-27,5257
2017-02-28,5078
2017-03-01,5078
2017-03-02,5078
2017-03-03,5078
2017-03-04,5078
2017-03-05,5078
2017-03-06,5078
2017-03-07,5078
2017-03-08,5078
2017-03-09,5078
2017-03-10,5078
2017-03-11,5078
2017-03-12,5078
2017-03-13,4830
2017-03-14,4830
2017-03-15,4830
2017-03-16,4830
2017-03-17,4830
2017-03-18,4830
2017-03-19,4830
2017-03-20,4830
2017-03-21,4830
2017-03-22,4830
2017-03-23,4614
2017-03-24,4614
2017-03-25,4614
2017-03-26,4614
2017-03-27,4614
2017-03-28,4614
2017-03-29,4614
2017-03-30,4614
2017-03-31,4614
2017-04-01,4614
2017-04-02,4614
2017-04-03,4614
2017-04-04,4391
2017-04-12,4391
2017-04-13,4391
2017-04-14,4391
2017-04-15,4391
2017-04-16,4250
2017-04-17,4250
2017-04-18,4250
2017-04-19,4250
2017-04-20,4250
2017-04-21,4250
2017-04-22,4250
2017-04-23,4250
2017-04-24,4250
2017-04-25,4250
2017-04-26,4250
2017-04-27,4173
2017-04-28,4173
2017-04-29,4173
2017-04-30,4173
2017-05-01,4173
2017-05-02,4173
2017-05-03,4173
2017-05-04,4173
2017-05-05,4173
2017-05-06,4173
2017-05-07,4173
2017-05-08,4093
2017-05-09,4093
2017-05-10,4093
2017-05-11,4093
2017-05-12,4093
2017-05-13,4093
2017-05-14,4093
2017-05-15,4093
2017-05-16,4093
2017-05-17,4093
2017-05-18,4093
2017-05-19,3930
2017-05-20,3930
2017-05-21,3930
2017-05-22,3930
2017-05-23,3930
2017-05-24,3930
2017-05-25,3930
2017-05-26,3930
2017-05-27,3930
2017-05-28,3930
2017-05-29,3930
2017-05-30,3930
2017-05-31,3740
2017-06-01,3740
2017-06-02,3740
2017-06-03,3740
2017-06-06,3740
2017-06-07,3740
2017-06-08,3740
2017-06-09,3740
2017-06-10,3609
2017-06-11,3609
2017-06-12,3609
2017-06-13,3609
2017-06-14,3609
2017-06-15,3609
2017-06-16,3609
2017-06-17,3609
2017-06-18,3609
2017-06-19,3609
2017-06-20,3609
2017-06-21,3634
2017-06-22,3634
2017-06-23,3634
2017-06-24,3634
2017-06-25,3634
2017-06-26,3634
2017-06-27,3634
2017-06-28,3634
2017-06-29,3634
2017-06-30,3634
2017-07-01,3634
2017-07-02,3634
2017-07-03,3557
2017-07-04,3557
2017-07-05,3557
2017-07-06,3557
2017-07-07,3557
2017-07-08,3557
2017-07-13,3557
2017-07-14,3557
2017-07-15,3557
2017-07-16,3565
2017-07-17,3565
2017-07-18,3565
2017-07-19,3565
2017-07-20,3565
2017-07-21,3565
2017-07-22,3565
2017-07-23,3565
2017-07-24,3565
2017-07-25,3565
2017-07-26,3546
2017-07-27,3546
2017-07-28,3546
2017-07-29,3546
2017-07-30,3546
2017-07-31,3546
2017-08-01,3546
2017-08-02,3546
2017-08-03,3546
2017-08-04,3546
2017-08-05,3546
2017-08-06,3548
2017-08-09,3548
2017-08-10,3548
2017-08-11,3548
2017-08-12,3548
2017-08-13,3548
2017-08-14,3548
2017-08-15,3548
2017-08-16,3548
2017-08-17,3436
2017-08-18,3436
2017-08-19,3436
2017-08-20,3436
2017-08-21,3436
2017-08-22,3436
2017-08-23,3436
2017-08-24,3436
2017-08-25,3436
2017-08-26,3436
2017-08-27,3427
2017-08-28,3427
2017-08-29,3427
2017-08-30,3427
2017-08-31,3427
2017-09-01,3427
2017-09-02,3427
2017-09-03,3427
2017-09-04,3427
2017-09-05,3427
2017-09-06,3427
2017-09-07,3355
2017-09-08,3355
2017-09-09,3355
2017-09-10,3355
2017-09-11,3355
2017-09-12,3355
2017-09-13,3355
2017-09-14,3355
2017-09-15,3355
2017-09-16,3355
2017-09-17,3355
2017-09-18,3337
2017-09-19,3337
2017-09-20,3337
2017-09-21,3337
2017-09-22,3337
2017-09-23,3337
2017-09-24,3337
2017-09-25,3337
2017-09-26,3337
2017-09-27,3337
2017-09-28,3337
2017-09-29,3337
2017-09-30,3337
2017-10-01,3372
2017-10-02,3372
2017-10-03,3372
2017-10-04,3372
2017-10-05,3372
2017-10-06,3372
2017-10-07,3372
2017-10-08,3372
2017-10-09,3372
2017-10-10,3372
2017-10-11,3372
2017-10-12,3372
2017-10-13,3372
2017-10-14,3370
2017-10-15,3370
2017-10-16,3370
2017-10-17,3370
2017-10-18,3370
2017-10-19,3370
2017-10-20,3370
2017-10-21,3370
2017-10-22,3370
2017-10-23,3370
2017-10-24,3370
2017-10-25,3370
2017-10-26,3425
2017-10-27,3425
2017-10-28,3425
2017-10-29,3425
2017-10-30,3425
2017-10-31,3425
2017-11-01,3425
2017-11-02,3425
2017-11-03,3425
2017-11-04,3425
2017-11-05,3425
2017-11-06,3425
2017-11-07,3425
2017-11-08,3560
2017-11-09,3560
2017-11-10,3560
2017-11-11,3560
2017-11-12,3560
2017-11-13,3560
2017-11-14,3560
2017-11-15,3560
2017-11-16,3560
2017-11-17,3560
2017-11-18,3560
2017-11-19,3560
2017-11-20,3560
2017-11-21,3616
2017-11-22,3616
2017-11-23,3616
2017-11-24,3616
2017-11-25,3616
2017-11-26,3616
2017-11-27,3616
2017-11-28,3616
2017-11-29,3616
2017-11-30,3616
2017-12-01,3616
2017-12-02,3616
2017-12-03,3711
2017-12-04,3711
2017-12-05,3711
2017-12-06,3711
2017-12-07,3711
2017-12-08,3711
2017-12-09,3711
2017-12-10,3711
2017-12-11,3711
2017-12-12,3711
2017-12-13,3711
2017-12-14,3711
2017-12-15,3711
2017-12-16,3751
2017-12-17,3751
2017-12-18,3751
2017-12-19,3751
2017-12-20,3751
2017-12-21,3751
2017-12-22,3751
2017-12-23,3751
2017-12-24,3751
2017-12-25,3751
2017-12-26,3751
2017-12-27,3751
2017-12-28,3751
2017-12-29,3775
2017-12-30,3775
2017-12-31,3775
2018-01-01,3775
2018-01-02,3775
2018-01-03,3775
2018-01-04,3775
2018-01-05,3775
2018-01-06,3775
2018-01-07,3764
2018-01-08,3764
2018-01-09,3764
2018-01-10,3764
2018-01-11,3764
2018-01-12,3764
2018-01-13,3764
2018-01-14,3764
2018-01-15,3764
2018-01-16,3764
2018-01-17,3710
2018-01-18,3710
2018-01-19,3710
2018-01-20,3710
2018-01-21,3710
2018-01-22,3710
2018-01-23,3710
2018-01-24,3639
2018-01-25,3639
2018-01-26,3639
2018-01-27,3639
2018-01-28,3639
2018-01-29,3639
2018-01-30,3568
2018-02-01,3568
2018-02-02,3568
2018-02-03,3568
2018-02-04,3568
2018-02-05,3473
2018-02-06,3473
2018-02-07,3473
2018-02-08,3473
2018-02-09,3473
2018-02-10,3473
2018-02-11,3487
2018-02-12,3487
2018-02-13,3487
2018-02-14,3487
2018-02-15,3487
2018-02-16,3487
2018-02-17,3487
2018-02-18,3357
2018-02-19,3357
2018-02-20,3357
2018-02-21,3357
2018-02-22,3357
2018-02-23,3239
2018-02-24,3239
2018-02-25,3239
2018-02-26,3239
2018-02-27,3239
2018-02-28,3239
2018-03-01,3239
2018-03-02,3194
2018-03-03,3194
2018-03-04,3194
2018-03-05,3194
2018-03-06,3194
2018-03-07,3194
2018-03-08,3194
2018-03-09,3191
2018-03-10,3191
2018-03-11,3191
2018-03-12,3191
2018-03-13,3191
2018-03-14,3191
2018-03-15,3191
2018-03-16,3191
2018-03-17,3031
2018-03-18,3031
2018-03-19,3031
2018-03-20,3031
2018-03-21,3031
2018-03-23,3031
2018-03-24,3031
2018-03-26,2880
2018-03-27,2880
2018-03-28,2880
2018-03-29,2880
2018-03-30,2880
2018-03-31,2740
2018-04-01,2740
2018-04-02,2740
2018-04-03,2740
2018-04-04,2740
2018-04-05,2740
2018-04-06,2668
2018-04-08,2668
2018-04-09,2668
2018-04-10,2668
2018-04-11,2668
2018-04-12,2668
2018-04-13,2668
2018-04-14,2680
2018-04-16,2680
2018-04-17,2680
2018-04-18,2680
2018-04-19,2680
2018-04-20,2680
2018-04-21,2680
2018-04-22,2680
2018-04-23,2648
2018-04-24,2648
2018-04-25,2648
2018-04-26,2648
2018-04-27,2648
2018-04-28,2648
2018-04-29,2648
2018-04-30,2648
2018-05-02,2683
2018-05-03,2683
2018-05-04,2683
2018-05-05,2683
2018-05-06,2683
2018-05-08,2683
2018-05-09,2683
2018-05-10,2683
2018-05-11,2691
2018-05-12,2691
2018-05-13,2691
2018-05-14,2691
2018-05-15,2691
2018-05-16,2691
2018-05-17,2691
2018-05-18,2624
2018-05-19,2624
2018-05-20,2624
2018-05-21,2624
2018-05-22,2624
2018-05-23,2624
2018-05-24,2624
2018-05-25,2503
2018-05-26,2503
2018-05-27,2503
2018-05-28,2503
2018-05-29,2503
2018-05-30,2503
2018-05-31,2470
2018-06-01,2470
2018-06-02,2470
2018-06-03,2470
2018-06-04,2470
2018-06-05,2470
2018-06-06,2453
2018-06-07,2453
2018-06-08,2453
2018-06-09,2453
2018-06-10,2453
2018-06-11,2453
2018-06-12,2453
2018-06-13,2453
2018-06-14,2449
2018-06-15,2449
2018-06-16,2449
2018-06-17,2449
2018-06-18,2449
2018-06-19,2449
2018-06-20,2449
2018-06-21,2449
2018-06-22,2449
2018-06-23,2449
2018-06-24,2479
2018-06-25,2479
2018-06-26,2479
2018-06-27,2479
2018-06-28,2479
2018-06-29,2479
2018-06-30,2479
2018-07-01,2479
2018-07-02,2479
2018-07-03,2479
2018-07-04,2501
2018-07-05,2501
2018-07-06,2501
2018-07-07,2501
2018-07-08,2501
2018-07-09,2501
2018-07-10,2501
2018-07-11,2532
2018-07-12,2532
2018-07-13,2532
2018-07-14,2532
2018-07-15,2532
2018-07-16,2532
2018-07-17,2486
2018-07-18,2486
2018-07-19,2486
2018-07-20,2486
2018-07-21,2486
2018-07-22,2486
2018-07-23,2486
2018-07-24,2540
2018-07-25,2540
2018-07-26,2540
2018-07-27,2540
2018-07-28,2540
2018-07-29,2521
2018-07-30,2521
2018-07-31,2521
2018-08-01,2521
2018-08-02,2498
2018-08-03,2498
2018-08-04,2498
2018-08-05,2498
2018-08-06,2498
2018-08-07,2429
2018-08-08,2429
2018-08-09,2429
2018-08-10,2429
2018-08-11,2429
2018-08-12,2311
2018-08-14,2311
2018-08-16,2311
2018-08-17,2278
2018-08-18,2278
2018-08-19,2278
2018-08-20,2278
2018-08-21,2278
2018-08-22,2278
2018-08-23,2291
2018-08-24,2291
2018-08-25,2291
2018-08-26,2291
2018-08-27,2291
2018-08-28,2297
2018-08-29,2297
2018-08-30,2297
2018-08-31,2297
2018-09-01,2297
2018-09-02,2372
2018-09-03,2372
2018-09-04,2372
2018-09-05,2372
2018-09-06,2372
2018-09-07,2411
2018-09-08,2411
2018-09-09,2411
2018-09-10,2411
2018-09-11,2411
2018-09-12,2453
2018-09-13,2453
2018-09-14,2453
2018-09-15,2453
2018-09-16,2453
2018-09-17,2547
2018-09-18,2547
2018-09-19,2547
2018-09-20,2547
2018-09-21,2547
2018-09-22,2605
2018-09-23,2605
2018-09-24,2605
2018-09-25,2605
2018-09-26,2605
2018-09-27,2605
2018-09-28,2630
2018-09-29,2630
2018-09-30,2630
2018-10-02,2630
2018-10-03,2630
2018-10-04,2658
2018-10-05,2658
2018-10-06,2658
2018-10-07,2658
2018-10-08,2658
2018-10-09,2658
2018-10-10,2647
2018-10-11,2647
2018-10-12,2647
2018-10-13,2647
2018-10-14,2647
2018-10-15,2647
2018-10-16,2713
2018-10-17,2713
2018-10-18,2713
2018-10-19,2713
2018-10-20,2713
2018-10-21,2713
2018-10-22,2713
2018-10-23,2773
2018-10-24,2773
2018-10-25,2773
2018-10-26,2773
2018-10-27,2773
2018-10-28,2773
2018-10-29,2773
2018-10-30,2755
2018-10-31,2755
2018-11-01,2755
2018-11-03,2782
2018-11-04,2792
2018-11-05,2792
2018-11-06,2715
2018-11-07,2715
2018-11-08,2715
2018-11-09,2609
2018-11-10,2609
2018-11-11,2493
2018-11-12,2493
2018-11-13,2381
2018-11-14,2381
2018-11-15,2381
2018-11-16,2343
2018-11-17,2343
2018-11-18,2399
2018-11-19,2399
2018-11-20,2446
2018-11-21,2446
2018-11-22,2446
2018-11-23,2496
2018-11-24,2496
2018-11-25,2496
2018-11-26,2470
2018-11-27,2470
2018-11-28,2470
2018-11-29,2532
2018-12-01,2532
2018-12-02,2532
2018-12-03,2603
2018-12-04,2603
2018-12-05,2603
2018-12-07,2684
2018-12-09,2684
2018-12-10,2751
2018-12-11,2751
2018-12-12,2751
2018-12-13,2751
2018-12-14,2846
2018-12-15,2846
2018-12-16,2846
2018-12-17,2846
2018-12-18,2945
2018-12-19,2945
2018-12-20,2945
2018-12-21,2945
2018-12-22,2945
2018-12-23,3067
2018-12-24,3067
2018-12-25,3067
2018-12-26,3067
2018-12-27,2985
2018-12-28,2985
2018-12-29,2985
2018-12-30,2924
2018-12-31,2924
2019-01-01,2924
2019-01-02,2924
2019-01-03,2797
2019-01-04,2797
2019-01-05,2797
2019-01-06,2766
2019-01-08,2766
2019-01-10,2766
2019-01-11,2704
2019-01-12,2704
2019-01-13,2704
2019-01-14,2704
2019-01-15,2652
2019-01-16,2652
2019-01-17,2652
2019-01-18,2652
2019-01-19,2652
2019-01-20,2564
2019-01-22,2564
2019-01-23,2564
2019-01-24,2564
2019-01-25,2521
2019-01-26,2521
2019-01-27,2521
2019-01-28,2521
2019-01-29,2410
2019-01-30,2410
2019-01-31,2410
2019-02-01,2410
2019-02-02,2410
2019-02-03,2326
2019-02-04,2326
2019-02-05,2326
2019-02-06,2326
2019-02-07,2326
2019-02-08,2291
2019-02-09,2291
2019-02-10,2291
2019-02-11,2291
2019-02-12,2291
2019-02-13,2291
2019-02-14,2361
2019-02-15,2361
2019-02-16,2361
2019-02-17,2361
2019-02-18,2361
2019-02-19,2361
2019-02-20,2361
2019-02-21,2361
2019-02-22,2361
2019-02-23,2361
2019-02-24,2472
2019-02-25,2472
2019-02-26,2472
2019-02-27,2472
2019-02-28,2472
2019-03-01,2472
2019-03-02,2472
2019-03-03,2472
2019-03-04,2472
2019-03-05,2576
2019-03-06,2576
2019-03-07,2576
2019-03-08,2576
2019-03-09,2576
2019-03-10,2576
2019-03-11,2681
2019-03-12,2681
2019-03-13,2681
2019-03-14,2681
2019-03-15,2681
2019-03-16,2681
2019-03-17,2796
2019-03-18,2796
2019-03-19,2796
2019-03-20,2796
2019-03-21,2796
2019-03-22,2796
2019-03-23,2700
2019-03-24,2700
2019-03-25,2700
2019-03-26,2700
2019-03-27,2700
2019-03-28,2700
2019-03-29,2700
2019-03-30,2621
2019-03-31,2621
2019-04-01,2621
2019-04-02,2621
2019-04-03,2621
2019-04-04,2621
2019-04-05,2621
2019-04-06,2621
2019-04-07,2620
2019-04-08,2620
