date_obj,Yellow%20boots price
2015-03-04,1030
2015-03-05,1030
2015-03-06,1030
2015-03-07,1023
2015-03-08,1023
2015-03-09,1023
2015-03-10,1030
2015-03-11,1030
2015-03-12,1030
2015-03-13,1030
2015-03-14,1037
2015-03-15,1037
2015-03-16,1037
2015-03-17,1035
2015-03-18,1035
2015-03-19,1035
2015-03-20,1035
2015-03-21,1063
2015-03-22,1063
2015-03-23,1063
2015-03-24,1078
2015-03-25,1078
2015-03-26,1078
2015-03-27,1078
2015-03-28,1067
2015-03-29,1067
2015-03-30,1067
2015-03-31,1076
2015-04-01,1076
2015-04-02,1076
2015-04-03,1065
2015-04-04,1065
2015-04-05,1065
2015-04-06,1049
2015-04-07,1049
2015-04-08,1049
2015-04-09,1042
2015-04-10,1042
2015-04-11,1042
2015-04-12,1045
2015-04-13,1045
2015-04-14,1045
2015-04-15,1047
2015-04-16,1047
2015-04-17,1047
2015-04-18,1057
2015-04-19,1057
2015-04-20,1057
2015-04-21,1057
2015-04-22,1058
2015-04-23,1058
2015-04-24,1058
2015-04-25,1060
2015-04-26,1060
2015-04-27,1060
2015-04-28,1071
2015-04-29,1071
2015-04-30,1071
2015-05-01,1071
2015-05-02,1100
2015-05-03,1100
2015-05-04,1100
2015-05-05,1100
2015-05-06,1133
2015-05-07,1133
2015-05-08,1133
2015-05-09,1133
2015-05-10,1133
2015-05-11,1133
2015-05-12,1133
2015-05-13,1133
2015-05-14,1153
2015-05-15,1153
2015-05-16,1153
2015-05-17,1153
2015-05-18,1164
2015-05-19,1164
2015-05-20,1164
2015-05-21,1164
2015-05-22,1164
2015-05-23,1178
2015-05-24,1178
2015-05-25,1178
2015-05-26,1178
2015-05-27,1119
2015-05-28,1119
2015-05-29,1119
2015-05-30,1083
2015-05-31,1083
2015-06-01,1083
2015-06-02,1091
2015-06-03,1091
2015-06-04,1091
2015-06-05,1111
2015-06-06,1111
2015-06-07,1111
2015-06-08,1132
2015-06-09,1132
2015-06-10,1132
2015-06-11,1100
2015-06-12,1100
2015-06-13,1100
2015-06-14,1054
2015-06-15,1054
2015-06-16,1054
2015-06-17,1001
2015-06-18,1001
2015-06-19,1001
2015-06-20,995
2015-06-21,995
2015-06-22,995
2015-06-23,1028
2015-06-24,1028
2015-06-25,1028
2015-06-26,1038
2015-06-27,1038
2015-06-28,1038
2015-06-29,1043
2015-06-30,1043
2015-07-01,1043
2015-07-02,1023
2015-07-03,1023
2015-07-04,1023
2015-07-05,1066
2015-07-06,1066
2015-07-07,1066
2015-07-08,1060
2015-07-09,1060
2015-07-10,1060
2015-07-11,1097
2015-07-12,1097
2015-07-13,1097
2015-07-14,1124
2015-07-15,1124
2015-07-16,1124
2015-07-17,1146
2015-07-18,1146
2015-07-19,1146
2015-07-20,1179
2015-07-21,1179
2015-07-22,1179
2015-07-23,1168
2015-07-24,1168
2015-07-25,1168
2015-07-26,1171
2015-07-27,1171
2015-07-28,1171
2015-07-29,1207
2015-07-30,1207
2015-07-31,1207
2015-08-01,1221
2015-08-02,1221
2015-08-03,1230
2015-08-04,1230
2015-08-05,1230
2015-08-06,1214
2015-08-07,1214
2015-08-08,1214
2015-08-09,1204
2015-08-10,1204
2015-08-11,1204
2015-08-12,1249
2015-08-13,1249
2015-08-14,1289
2015-08-15,1289
2015-08-16,1289
2015-08-17,1325
2015-08-18,1325
2015-08-19,1325
2015-08-20,1350
2015-08-21,1350
2015-08-22,1350
2015-08-23,1370
2015-08-24,1370
2015-08-25,1370
2015-08-26,1324
2015-08-27,1324
2015-08-28,1324
2015-08-29,1334
2015-08-30,1334
2015-08-31,1334
2015-09-02,1335
2015-09-07,1302
2015-09-08,1302
2015-09-10,1265
2015-09-14,1291
2015-09-16,1240
2015-09-22,1232
2015-09-23,1232
2015-09-24,1232
2015-09-25,1232
2015-09-27,1272
2015-09-28,1272
2015-09-29,1293
2015-09-30,1293
2015-10-05,1270
2015-10-06,1270
2015-10-07,1270
2015-10-08,1297
2015-10-09,1297
2015-10-10,1297
2015-10-11,1307
2015-10-12,1307
2015-10-13,1307
2015-10-14,1307
2015-10-15,1300
2015-10-16,1300
2015-10-17,1300
2015-10-18,1249
2015-10-19,1249
2015-10-20,1249
2015-10-22,1188
2015-10-23,1188
2015-10-24,1143
2015-10-25,1143
2015-10-26,1143
2015-10-27,1178
2015-10-29,1178
2015-10-30,1155
2015-10-31,1155
2015-11-01,1155
2015-11-02,1171
2015-11-03,1171
2015-11-05,1171
2015-11-06,1217
2015-11-07,1217
2015-11-08,1217
2015-11-09,1218
2015-11-10,1218
2015-11-11,1218
2015-11-12,1235
2015-11-13,1235
2015-11-14,1235
2015-11-15,1273
2015-11-16,1273
2015-11-17,1273
2015-11-18,1273
2015-11-19,1297
2015-11-20,1297
2015-11-21,1297
2015-11-22,1239
2015-11-23,1239
2015-11-24,1239
2015-11-25,1211
2015-11-26,1211
2015-11-27,1211
2015-11-28,1211
2015-11-29,1222
2015-11-30,1222
2015-12-01,1222
2015-12-02,1194
2015-12-03,1194
2015-12-04,1194
2015-12-05,1186
2015-12-06,1186
2015-12-07,1186
2015-12-08,1198
2015-12-09,1198
2015-12-10,1198
2015-12-11,1197
2015-12-13,1197
2015-12-14,1197
2015-12-15,1194
2015-12-16,1194
2015-12-17,1194
2015-12-18,1199
2015-12-19,1199
2015-12-20,1199
2015-12-21,1194
2015-12-22,1194
2015-12-23,1194
2015-12-24,1194
2015-12-25,1194
2015-12-26,1194
2015-12-27,1187
2015-12-28,1187
2015-12-29,1187
2015-12-30,1213
2015-12-31,1213
2016-01-01,1213
2016-01-02,1213
2016-01-03,1239
2016-01-04,1239
2016-01-05,1239
2016-01-06,1270
2016-01-07,1270
2016-01-08,1270
2016-01-09,1297
2016-01-10,1297
2016-01-11,1297
2016-01-12,1290
2016-01-13,1290
2016-01-14,1290
2016-01-15,1279
2016-01-16,1279
2016-01-17,1279
2016-01-18,1286
2016-01-19,1286
2016-01-20,1286
2016-01-21,1299
2016-01-22,1299
2016-01-23,1299
2016-01-24,1328
2016-01-25,1328
2016-01-26,1328
2016-01-27,1334
2016-01-28,1334
2016-01-29,1334
2016-01-30,1349
2016-01-31,1349
2016-02-01,1358
2016-02-02,1358
2016-02-03,1358
2016-02-04,1357
2016-02-05,1357
2016-02-06,1357
2016-02-07,1353
2016-02-08,1353
2016-02-09,1353
2016-02-10,1362
2016-02-11,1362
2016-02-12,1362
2016-02-13,1319
2016-02-14,1319
2016-02-15,1319
2016-02-16,1339
2016-02-17,1339
2016-02-18,1339
2016-02-19,1336
2016-02-20,1336
2016-02-21,1386
2016-02-22,1386
2016-02-23,1386
2016-02-24,1405
2016-02-25,1405
2016-02-26,1405
2016-02-27,1392
2016-02-28,1392
2016-02-29,1392
2016-03-01,1366
2016-03-02,1366
2016-03-03,1366
2016-03-04,1370
2016-03-05,1370
2016-03-06,1368
2016-03-07,1368
2016-03-08,1368
2016-03-09,1367
2016-03-10,1367
2016-03-11,1367
2016-03-12,1399
2016-03-13,1399
2016-03-14,1399
2016-03-15,1428
2016-03-16,1428
2016-03-17,1428
2016-03-18,1423
2016-03-19,1423
2016-03-20,1423
2016-03-21,1439
2016-03-22,1439
2016-03-23,1439
2016-03-24,1426
2016-03-25,1426
2016-03-26,1457
2016-03-27,1457
2016-03-28,1457
2016-03-29,1522
2016-03-30,1522
2016-03-31,1522
2016-04-01,1468
2016-04-02,1468
2016-04-03,1438
2016-04-04,1438
2016-04-05,1438
2016-04-06,1390
2016-04-07,1390
2016-04-08,1390
2016-04-09,1419
2016-04-10,1419
2016-04-11,1419
2016-04-12,1424
2016-04-13,1424
2016-04-14,1424
2016-04-15,1366
2016-04-16,1366
2016-04-17,1366
2016-04-18,1310
2016-04-19,1310
2016-04-20,1310
2016-04-21,1269
2016-04-22,1269
2016-04-23,1269
2016-04-24,1293
2016-04-25,1293
2016-04-26,1293
2016-04-27,1332
2016-04-28,1332
2016-04-29,1332
2016-04-30,1320
2016-05-01,1320
2016-05-02,1320
2016-05-03,1337
2016-05-04,1337
2016-05-05,1337
2016-05-06,1326
2016-05-07,1326
2016-05-08,1326
2016-05-09,1319
2016-05-10,1319
2016-05-11,1319
2016-05-12,1268
2016-05-13,1268
2016-05-14,1255
2016-05-15,1255
2016-05-16,1255
2016-05-17,1242
2016-05-18,1242
2016-05-19,1242
2016-05-22,1250
2016-05-23,1244
2016-05-24,1244
2016-05-25,1244
2016-05-26,1230
2016-05-27,1230
2016-05-28,1230
2016-05-29,1253
2016-05-30,1253
2016-05-31,1253
2016-06-01,1239
2016-06-02,1239
2016-06-03,1239
2016-06-04,1201
2016-06-05,1201
2016-06-06,1201
2016-06-07,1205
2016-06-08,1205
2016-06-09,1208
2016-06-10,1208
2016-06-11,1208
2016-06-12,1163
2016-06-13,1163
2016-06-14,1158
2016-06-15,1158
2016-06-16,1158
2016-06-17,1187
2016-06-18,1187
2016-06-19,1187
2016-06-20,1176
2016-06-21,1176
2016-06-22,1176
2016-06-23,1144
2016-06-24,1144
2016-06-25,1144
2016-06-26,1158
2016-06-27,1158
2016-06-28,1158
2016-06-29,1149
2016-06-30,1149
2016-07-01,1192
2016-07-02,1192
2016-07-03,1192
2016-07-04,1188
2016-07-05,1188
2016-07-06,1188
2016-07-07,1197
2016-07-08,1197
2016-07-09,1221
2016-07-10,1221
2016-07-11,1220
2016-07-12,1220
2016-07-13,1220
2016-07-14,1239
2016-07-15,1239
2016-07-16,1239
2016-07-17,1231
2016-07-18,1231
2016-07-24,1257
2016-07-25,1257
2016-07-26,1226
2016-07-27,1226
2016-07-28,1226
2016-07-29,1215
2016-07-30,1215
2016-07-31,1215
2016-08-01,1252
2016-08-02,1252
2016-08-03,1274
2016-08-04,1274
2016-08-05,1274
2016-08-06,1277
2016-08-07,1277
2016-08-08,1277
2016-08-09,1290
2016-08-10,1290
2016-08-11,1290
2016-08-12,1290
2016-08-13,1282
2016-08-14,1282
2016-08-15,1282
2016-08-16,1319
2016-08-17,1319
2016-08-18,1319
2016-08-19,1319
2016-08-20,1319
2016-08-21,1319
2016-08-22,1292
2016-08-23,1292
2016-08-24,1292
2016-08-25,1253
2016-08-26,1253
2016-08-28,1277
2016-08-31,1327
2016-09-01,1327
2016-09-02,1327
2016-09-03,1307
2016-09-04,1307
2016-09-05,1307
2016-09-06,1290
2016-09-07,1290
2016-09-08,1290
2016-09-09,1290
2016-09-10,1297
2016-09-11,1297
2016-09-12,1297
2016-09-13,1338
2016-09-14,1338
2016-09-15,1338
2016-09-16,1338
2016-09-17,1360
2016-09-18,1360
