date_obj,Red%20bead price
2019-04-20,1017
2019-04-21,1027
2019-04-22,1023
2019-04-23,1017
2019-04-24,1026
2019-04-25,1027
2019-04-26,1029
2019-04-27,1064
2019-04-28,1022
2019-04-29,1035
2019-04-30,1036
2019-05-01,1039
2019-05-02,1014
2019-05-03,1013
2019-05-04,1010
2019-05-05,1012
2019-05-06,1015
2019-05-07,1016
2019-05-08,1013
2019-05-09,1011
2019-05-10,1024
2019-05-11,1018
2019-05-12,1034
2019-05-13,1033
2019-05-14,1060
2019-05-15,1036
2019-05-16,1035
2019-05-17,1059
2019-05-18,1028
2019-05-19,1036
2019-05-20,1032
2019-05-21,1083
2019-05-22,1118
2019-05-23,1138
2019-05-24,1185
2019-05-25,1164
2019-05-26,1180
2019-05-27,1190
2019-05-28,1187
2019-05-29,1196
2019-05-30,1171
2019-05-31,1163
2019-06-01,1164
2019-06-02,1206
2019-06-03,1191
2019-06-04,1196
2019-06-05,1228
2019-06-06,1236
2019-06-07,1221
2019-06-08,1198
2019-06-09,1194
2019-06-10,1194
2019-06-11,1179
2019-06-12,1167
2019-06-13,1163
2019-06-14,1152
2019-06-15,1137
2019-06-16,1090
2019-06-17,1125
2019-06-18,1156
2019-06-19,1160
2019-06-20,1174
2019-06-21,1174
2019-06-22,1174
2019-06-23,1195
2019-06-24,1204
2019-06-25,1167
2019-06-26,1196
2019-06-27,1178
2019-06-28,1178
2019-06-29,1155
2019-06-30,1143
2019-07-01,1152
2019-07-02,1151
2019-07-03,1151
2019-07-04,1153
2019-07-05,1169
2019-07-06,1170
2019-07-07,1170
2019-07-08,1169
2019-07-09,1171
2019-07-10,1171
2019-07-11,1157
2019-07-12,1129
2019-07-13,1138
2019-07-14,1164
2019-07-15,1164
2019-07-16,1177
2019-07-17,1183
2019-07-18,1187
2019-07-19,1191
2019-07-20,1191
2019-07-21,1192
2019-07-22,1185
2019-07-23,1176
2019-07-24,1160
2019-07-25,1135
2019-07-26,1130
2019-07-27,1118
2019-07-28,1114
2019-07-29,1117
2019-07-30,1123
2019-07-31,1134
2019-08-01,1144
2019-08-02,1139
2019-08-03,1133
2019-08-04,1133
2019-08-05,1130
2019-08-06,1132
2019-08-07,1133
2019-08-08,1094
2019-08-09,1074
2019-08-10,1074
2019-08-11,1072
2019-08-12,1050
2019-08-13,1018
2019-08-14,1019
2019-08-15,1018
2019-08-16,1032
2019-08-17,1032
2019-08-18,1047
2019-08-19,1050
2019-08-20,1085
2019-08-21,1095
2019-08-22,1071
2019-08-23,1062
2019-08-24,1020
2019-08-24,1020
2019-08-25,1044
2019-08-25,1044
2019-08-26,1053
2019-08-26,1053
2019-08-27,1067
2019-08-27,1067
2019-08-28,1073
2019-08-29,1068
2019-08-30,1081
2019-08-31,1081
2019-09-01,1073
2019-09-02,1073
2019-09-03,1053
2019-09-04,1049
2019-09-05,1055
2019-09-06,1060
2019-09-07,1056
2019-09-08,1053
2019-09-09,1053
2019-09-10,1080
2019-09-11,1076
2019-09-12,1067
2019-09-13,1074
2019-09-14,1073
2019-09-15,1062
2019-09-16,1041
2019-09-17,1054
2019-09-18,1057
2019-09-19,1058
2019-09-20,1103
2019-09-21,1156
2019-09-22,1129
2019-09-23,1076
2019-09-24,1076
2019-09-25,1057
2019-09-26,1048
2019-09-27,1048
2019-09-28,1050
2019-09-29,1073
2019-09-30,1051
2019-10-01,1037
2019-10-02,1037
2019-10-03,1023
2019-10-04,1019
2019-10-05,1008
2019-10-06,1005
2019-10-07,1011
2019-10-08,1021
2019-10-09,1021
2019-10-10,1011
2019-10-11,1024
2019-10-12,1028
2019-10-13,1032
2019-10-14,1031
2019-10-15,1031
2019-10-16,1005
2019-10-17,1005
2019-10-18,1042
2019-10-19,1045
2019-10-20,1035
2019-10-21,1038
2019-10-22,1031
2019-10-23,1025
2019-10-24,1021
2019-10-25,1008
2019-10-26,1012
2019-10-27,1009
2019-10-28,986
2019-10-29,986
2019-10-30,957
2019-10-31,950
2019-11-01,969
2019-11-02,980
2019-11-03,961
2019-11-04,940
2019-11-05,940
2019-11-06,917
2019-11-07,942
2019-11-08,942
2019-11-09,932
2019-11-10,935
2019-11-11,915
2019-11-12,893
2019-11-13,894
2019-11-14,891
2019-11-15,878
2019-11-16,861
2019-11-17,861
2019-11-18,896
2019-11-19,896
2019-11-20,941
2019-11-21,941
2019-11-22,985
2019-11-23,1021
2019-11-24,1058
2019-11-25,1032
2019-11-26,1020
2019-11-27,1020
2019-11-28,1004
2019-11-29,1000
2019-11-30,1003
2019-12-01,988
2019-12-02,979
2019-12-03,1006
2019-12-04,1006
2019-12-05,1006
2019-12-06,999
2019-12-07,1000
2019-12-08,961
2019-12-09,974
2019-12-10,980
2019-12-11,966
2019-12-12,966
2019-12-13,978
2019-12-14,999
2019-12-15,984
2019-12-16,965
2019-12-17,957
2019-12-18,957
2019-12-19,938
2019-12-20,933
2019-12-21,924
2019-12-22,922
2019-12-23,922
2019-12-24,918
2019-12-25,896
2019-12-26,896
2019-12-27,882
2019-12-28,852
2019-12-29,852
2019-12-30,847
2019-12-31,838
2020-01-01,832
2020-01-02,826
2020-01-03,821
2020-01-04,803
2020-01-05,811
2020-01-06,824
2020-01-07,827
2020-01-08,827
2020-01-09,812
2020-01-10,799
2020-01-11,791
2020-01-12,786
2020-01-13,786
2020-01-14,779
2020-01-15,775
2020-01-16,751
2020-01-17,723
2020-01-18,723
2020-01-19,708
2020-01-20,682
2020-01-21,682
2020-01-22,680
2020-01-23,674
2020-01-24,665
2020-01-25,637
2020-01-26,634
2020-01-27,655
2020-01-28,626
2020-01-29,621
2020-01-30,620
2020-01-31,621
2020-02-01,637
2020-02-02,656
2020-02-03,646
2020-02-04,628
2020-02-05,612
2020-02-06,605
2020-02-07,600
2020-02-08,591
2020-02-09,589
2020-02-10,591
2020-02-11,611
2020-02-12,621
2020-02-13,621
2020-02-14,621
2020-02-15,604
2020-02-16,610
2020-02-17,602
2020-02-18,601
2020-02-19,589
2020-02-20,585
2020-02-21,585
2020-02-22,584
2020-02-23,596
2020-02-24,586
2020-02-25,597
2020-02-26,603
2020-02-27,608
2020-02-28,611
2020-02-29,611
2020-03-01,609
2020-03-02,607
2020-03-03,602
2020-03-04,602
2020-03-05,601
2020-03-06,594
2020-03-07,596
2020-03-08,601
2020-03-09,597
2020-03-10,599
2020-03-11,603
2020-03-12,605
2020-03-13,602
2020-03-14,598
2020-03-15,599
2020-03-16,599
2020-03-17,597
2020-03-18,609
2020-03-19,604
2020-03-20,597
2020-03-21,589
2020-03-22,593
2020-03-23,611
2020-03-24,620
2020-03-25,638
2020-03-26,627
2020-03-27,634
2020-03-28,653
2020-03-29,648
2020-03-30,673
2020-03-31,679
2020-04-01,709
2020-04-02,744
2020-04-03,782
2020-04-04,822
2020-04-05,861
2020-04-06,899
2020-04-07,912
2020-04-08,886
2020-04-09,863
2020-04-10,842
2020-04-11,863
2020-04-12,863
2020-04-13,846
2020-04-14,834
2020-04-15,829
2020-04-16,854
2020-04-17,832
2020-04-18,806
2020-04-19,821
2020-04-20,811
2020-04-21,806
2020-04-22,816
2020-04-23,807
2020-04-24,769
2020-04-25,771
2020-04-26,795
2020-04-27,800
2020-04-28,810
2020-04-29,814
2020-04-30,826
2020-05-01,818
2020-05-02,788
2020-05-03,782
2020-05-04,775
2020-05-05,785
2020-05-06,785
2020-05-07,776
2020-05-08,769
2020-05-09,804
2020-05-10,843
2020-05-11,864
2020-05-12,903
2020-05-13,945
