date_obj,Adamant%20cane price
2015-08-18,3442
2015-08-19,3442
2015-08-20,3442
2015-08-21,3564
2015-08-22,3564
2015-08-23,3564
2015-08-24,3541
2015-08-25,3541
2015-08-26,3541
2015-08-27,3615
2015-08-28,3615
2015-08-29,3615
2015-08-30,3615
2015-08-31,3732
2015-09-01,3732
2015-09-02,3732
2015-09-03,3722
2015-09-04,3722
2015-09-05,3722
2015-09-06,3722
2015-09-07,3694
2015-09-08,3694
2015-09-09,3694
2015-09-10,3606
2015-09-11,3606
2015-09-12,3606
2015-09-13,3445
2015-09-14,3445
2015-09-15,3445
2015-09-16,3350
2015-09-17,3350
2015-09-18,3350
2015-09-19,3247
2015-09-20,3247
2015-09-21,3247
2015-09-22,3247
2015-09-23,3307
2015-09-24,3307
2015-09-25,3307
2015-09-27,3219
2015-09-28,3219
2015-09-29,3219
2015-09-30,3124
2015-10-05,3037
2015-10-06,3037
2015-10-07,3037
2015-10-08,2921
2015-10-09,2921
2015-10-10,2921
2015-10-11,2813
2015-10-12,2813
2015-10-13,2813
2015-10-14,2736
2015-10-15,2736
2015-10-16,2736
2015-10-17,2658
2015-10-18,2658
2015-10-19,2658
2015-10-20,2555
2015-10-22,2555
2015-10-23,2555
2015-10-24,2452
2015-10-25,2452
2015-10-26,2452
2015-10-27,2349
2015-10-28,2349
2015-10-29,2349
2015-10-30,2376
2015-10-31,2376
2015-11-01,2376
2015-11-02,2417
2015-11-03,2417
2015-11-04,2417
2015-11-05,2335
2015-11-06,2335
2015-11-07,2335
2015-11-08,2335
2015-11-09,2276
2015-11-10,2276
2015-11-11,2276
2015-11-12,2276
2015-11-13,2276
2015-11-14,2213
2015-11-15,2213
2015-11-16,2213
2015-11-17,2213
2015-11-18,2219
2015-11-19,2219
2015-11-20,2219
2015-11-21,2219
2015-11-22,2193
2015-11-23,2193
2015-11-24,2193
2015-11-25,2193
2015-11-26,2193
2015-11-27,2141
2015-11-28,2141
2015-11-29,2141
2015-11-30,2194
2015-12-01,2194
2015-12-02,2194
2015-12-03,2178
2015-12-04,2178
2015-12-05,2178
2015-12-06,2113
2015-12-07,2113
2015-12-08,2113
2015-12-09,2113
2015-12-10,2065
2015-12-11,2065
2015-12-12,2065
2015-12-13,2021
2015-12-14,2021
2015-12-15,2021
2015-12-16,1978
2015-12-17,1978
2015-12-18,1978
2015-12-19,1978
2015-12-20,1909
2015-12-21,1909
2015-12-22,1909
2015-12-23,1853
2015-12-24,1853
2015-12-25,1853
2015-12-26,1853
2015-12-27,1866
2015-12-28,1866
2015-12-29,1866
2015-12-30,1939
2015-12-31,1939
2016-01-01,1939
2016-01-02,1939
2016-01-03,1903
2016-01-04,1903
2016-01-05,1903
2016-01-06,1838
2016-01-07,1838
2016-01-08,1838
2016-01-09,1838
2016-01-10,1774
2016-01-11,1774
2016-01-12,1696
2016-01-13,1696
2016-01-14,1696
2016-01-15,1625
2016-01-16,1625
2016-01-17,1625
2016-01-18,1563
2016-01-19,1563
2016-01-20,1563
2016-01-21,1559
2016-01-22,1559
2016-01-23,1559
2016-01-24,1490
2016-01-25,1490
2016-01-26,1490
2016-01-27,1450
2016-01-28,1450
2016-01-29,1450
2016-01-30,1403
2016-01-31,1403
2016-02-01,1343
2016-02-02,1343
2016-02-03,1343
2016-02-04,1297
2016-02-05,1297
2016-02-06,1304
2016-02-07,1304
2016-02-08,1304
2016-02-09,1291
2016-02-10,1291
2016-02-11,1291
2016-02-12,1262
2016-02-13,1262
2016-02-14,1217
2016-02-15,1217
2016-02-16,1217
2016-02-17,1217
2016-02-18,1217
2016-02-19,1217
2016-02-20,1172
2016-02-21,1172
2016-02-22,1138
2016-02-23,1138
2016-02-24,1138
2016-02-25,1195
2016-02-26,1195
2016-02-27,1253
2016-02-28,1253
2016-02-29,1253
2016-03-01,1315
2016-03-02,1315
2016-03-03,1315
2016-03-04,1381
2016-03-05,1381
2016-03-06,1448
2016-03-07,1448
2016-03-08,1448
2016-03-09,1519
2016-03-10,1519
2016-03-11,1519
2016-03-12,1595
2016-03-13,1595
2016-03-14,1595
2016-03-15,1675
2016-03-16,1675
2016-03-17,1675
2016-03-18,1752
2016-03-19,1752
2016-03-20,1752
2016-03-21,1815
2016-03-22,1815
2016-03-23,1900
2016-03-24,1900
2016-03-25,1900
2016-03-26,1992
2016-03-27,1992
2016-03-28,1992
2016-03-29,2054
2016-03-30,2054
2016-03-31,2054
2016-04-01,2082
2016-04-02,2082
2016-04-03,2071
2016-04-04,2071
2016-04-05,2071
2016-04-06,2086
2016-04-07,2086
2016-04-08,2086
2016-04-09,2096
2016-04-10,2096
2016-04-11,2096
2016-04-12,2096
2016-04-13,2133
2016-04-14,2133
2016-04-15,2133
2016-04-16,2184
2016-04-17,2184
2016-04-18,2210
2016-04-19,2210
2016-04-20,2210
2016-04-21,2147
2016-04-22,2147
2016-04-23,2147
2016-04-24,2073
2016-04-25,2073
2016-04-26,2011
2016-04-27,2011
2016-04-28,1945
2016-04-29,1945
2016-04-30,1945
2016-05-01,1903
2016-05-02,1903
2016-05-03,1888
2016-05-04,1888
2016-05-05,1965
2016-05-06,1965
2016-05-07,1965
2016-05-08,2053
2016-05-09,2053
2016-05-10,1989
2016-05-11,1989
2016-05-12,1989
2016-05-13,1908
2016-05-14,1908
2016-05-15,1908
2016-05-16,1991
2016-05-17,1991
2016-05-18,2046
2016-05-19,2046
2016-05-21,1979
2016-05-22,1979
2016-05-23,1952
2016-05-24,1952
2016-05-25,1952
2016-05-26,1877
2016-05-27,1877
2016-05-28,1877
2016-05-29,1843
2016-05-30,1843
2016-05-31,1843
2016-06-01,1857
2016-06-02,1857
2016-06-03,1857
2016-06-04,1925
2016-06-05,1925
2016-06-06,2018
2016-06-07,2018
2016-06-08,2018
2016-06-09,2117
2016-06-10,2117
2016-06-11,2117
2016-06-12,2203
2016-06-13,2203
2016-06-14,2203
2016-06-15,2280
2016-06-16,2280
2016-06-17,2386
2016-06-18,2386
2016-06-19,2386
2016-06-20,2500
2016-06-21,2500
2016-06-22,2576
2016-06-23,2576
2016-06-24,2606
2016-06-25,2606
2016-06-26,2606
2016-06-27,2663
2016-06-28,2663
2016-06-29,2663
2016-06-30,2693
2016-07-01,2693
2016-07-02,2693
2016-07-03,2739
2016-07-04,2739
2016-07-05,2681
2016-07-06,2681
2016-07-07,2638
2016-07-08,2638
2016-07-09,2631
2016-07-10,2631
2016-07-11,2569
2016-07-12,2569
2016-07-13,2590
2016-07-14,2590
2016-07-15,2631
2016-07-16,2631
2016-07-17,2651
2016-07-18,2651
2016-07-23,2780
2016-07-24,2827
2016-07-25,2827
2016-07-26,2827
2016-07-27,2922
2016-07-28,2922
2016-07-29,2922
2016-07-30,3054
2016-07-31,3054
2016-08-01,3054
2016-08-02,3203
2016-08-03,3203
2016-08-04,3203
2016-08-05,3323
2016-08-06,3323
2016-08-07,3393
2016-08-08,3393
2016-08-09,3393
2016-08-10,3509
2016-08-11,3509
2016-08-12,3509
2016-08-13,3509
2016-08-14,3617
2016-08-15,3617
2016-08-16,3617
2016-08-17,3723
2016-08-18,3723
2016-08-19,3723
2016-08-20,3843
2016-08-21,3843
2016-08-22,3843
2016-08-23,3965
2016-08-24,3965
2016-08-25,3965
2016-08-26,3965
2016-08-28,4109
2016-08-31,4109
2016-09-01,4230
2016-09-02,4230
2016-09-03,4230
2016-09-04,4230
2016-09-05,4179
2016-09-06,4179
2016-09-07,4179
2016-09-08,4179
2016-09-09,4241
2016-09-10,4241
2016-09-11,4241
2016-09-12,4241
2016-09-13,4363
2016-09-14,4363
2016-09-15,4363
2016-09-16,4363
2016-09-17,4520
2016-09-18,4520
2016-09-19,4520
2016-09-20,4520
2016-09-21,4632
2016-09-22,4632
2016-09-23,4632
2016-09-24,4632
2016-09-25,4742
2016-09-26,4742
2016-09-27,4742
2016-09-28,4742
2016-09-29,4753
2016-09-30,4753
2016-10-01,4753
2016-10-02,4753
2016-10-03,4787
2016-10-04,4787
2016-10-05,4787
2016-10-06,4787
2016-10-07,4764
2016-10-08,4764
2016-10-09,4764
2016-10-10,4764
2016-10-11,4752
2016-10-12,4752
2016-10-13,4752
2016-10-14,4752
2016-10-15,4785
2016-10-16,4785
2016-10-17,4785
2016-10-18,4669
2016-10-19,4669
2016-10-20,4669
2016-10-21,4536
2016-10-22,4536
2016-10-23,4536
2016-10-24,4374
2016-10-25,4374
2016-10-26,4374
2016-10-27,4374
2016-10-28,4374
2016-10-29,4302
2016-10-30,4302
2016-10-31,4302
2016-11-01,4302
2016-11-02,4284
2016-11-03,4284
2016-11-04,4284
2016-11-05,4284
2016-11-06,4254
2016-11-07,4254
2016-11-08,4254
2016-11-09,4210
2016-11-10,4210
2016-11-11,4210
2016-11-12,4210
2016-11-13,4198
2016-11-14,4198
2016-11-15,4198
2016-12-07,4392
2016-12-08,4515
2016-12-09,4515
2016-12-10,4515
2016-12-11,4535
2016-12-12,4535
2016-12-13,4535
2016-12-14,4493
2016-12-15,4493
2016-12-16,4493
2016-12-17,4493
2016-12-18,4427
2016-12-19,4427
2016-12-20,4427
2016-12-21,4207
2016-12-22,4207
2016-12-23,4207
2016-12-24,4018
2016-12-25,4018
2016-12-26,4018
2016-12-27,3891
2016-12-28,3891
2016-12-29,3891
2016-12-30,3885
2016-12-31,3885
2017-01-01,3885
2017-01-02,3911
2017-01-03,3911
2017-01-04,3911
2017-01-05,3915
2017-01-06,3915
2017-01-07,3915
2017-01-08,3875
2017-01-09,3875
2017-01-10,3875
2017-01-11,3842
2017-01-12,3842
2017-01-13,3842
2017-01-14,3674
2017-01-15,3674
2017-01-16,3509
2017-01-17,3509
2017-01-18,3509
2017-01-19,3345
2017-01-20,3345
2017-01-21,3192
2017-01-22,3192
2017-01-23,3039
2017-01-27,2786
2017-01-28,2786
2017-01-29,2658
2017-01-30,2658
2017-01-31,2658
2017-02-01,2525
2017-02-02,2525
2017-02-03,2525
2017-02-04,2398
2017-02-05,2398
2017-02-06,2289
2017-02-07,2289
2017-02-08,2174
2017-02-09,2174
2017-02-10,2089
2017-02-11,2089
2017-02-12,2089
2017-02-13,2030
2017-02-14,2030
2017-02-15,1940
2017-02-16,1940
2017-02-17,1940
2017-02-18,1845
2017-02-19,1845
2017-02-20,1761
2017-02-21,1761
2017-02-22,1761
2017-02-23,1691
2017-02-24,1691
2017-02-25,1606
2017-02-26,1606
2017-02-27,1606
2017-02-28,1567
2017-03-01,1567
2017-03-02,1594
2017-03-03,1594
2017-03-04,1647
2017-03-05,1647
2017-03-06,1719
2017-03-07,1719
2017-03-08,1719
2017-03-09,1733
2017-03-10,1733
2017-03-11,1752
2017-03-12,1752
2017-03-13,1734
2017-03-14,1734
2017-03-15,1734
2017-03-16,1752
2017-03-17,1752
2017-03-18,1692
2017-03-19,1692
2017-03-20,1707
2017-03-21,1707
2017-03-22,1707
2017-03-23,1731
2017-03-24,1731
2017-03-25,1731
2017-03-26,1736
2017-03-27,1736
2017-03-28,1736
2017-03-29,1715
2017-03-30,1715
2017-03-31,1720
2017-04-01,1720
2017-04-02,1720
2017-04-03,1711
2017-04-04,1711
2017-04-05,1711
2017-04-12,1921
2017-04-13,1838
2017-04-14,1838
2017-04-15,1838
2017-04-16,1766
2017-04-17,1766
2017-04-18,1766
2017-04-19,1805
2017-04-20,1805
2017-04-21,1805
2017-04-22,1827
2017-04-23,1827
2017-04-24,1827
2017-04-25,1788
2017-04-26,1788
2017-04-27,1788
2017-04-28,1736
2017-04-29,1736
2017-04-30,1799
2017-05-01,1799
2017-05-02,1799
2017-05-03,1753
2017-05-04,1753
2017-05-05,1719
2017-05-06,1719
2017-05-07,1685
2017-05-08,1685
2017-05-09,1701
2017-05-10,1701
2017-05-11,1701
2017-05-12,1695
2017-05-13,1695
2017-05-14,1676
2017-05-15,1676
2017-05-16,1661
2017-05-17,1661
2017-05-18,1638
2017-05-19,1638
2017-05-20,1626
2017-05-21,1626
2017-05-22,1626
2017-05-23,1619
2017-05-24,1619
2017-05-25,1619
2017-05-26,1600
2017-05-27,1600
2017-05-28,1600
2017-05-29,1608
2017-05-30,1608
2017-05-31,1608
2017-06-01,1649
2017-06-02,1649
2017-06-03,1649
2017-06-04,1635
2017-06-05,1635
2017-06-06,1571
2017-06-07,1571
2017-06-08,1571
2017-06-09,1514
2017-06-10,1454
2017-06-11,1454
2017-06-12,1407
2017-06-13,1407
2017-06-14,1412
2017-06-15,1412
2017-06-16,1412
2017-06-17,1389
2017-06-18,1389
2017-06-19,1389
2017-06-20,1332
2017-06-21,1332
2017-06-22,1332
2017-06-23,1290
2017-06-24,1290
2017-06-25,1290
2017-06-26,1240
2017-06-27,1240
2017-06-28,1240
2017-06-29,1198
2017-06-30,1198
2017-07-01,1198
2017-07-02,1198
2017-07-03,1220
2017-07-04,1220
2017-07-05,1220
2017-07-06,1220
2017-07-07,1239
2017-07-08,1239
2017-07-09,1264
2017-07-13,1280
2017-07-14,1280
2017-07-15,1292
2017-07-16,1292
2017-07-17,1292
2017-07-18,1314
2017-07-19,1314
2017-07-20,1314
2017-07-21,1363
2017-07-22,1363
2017-07-23,1428
2017-07-24,1428
2017-07-25,1428
2017-07-26,1467
2017-07-27,1467
2017-07-28,1467
2017-07-29,1465
2017-07-30,1465
2017-07-31,1465
2017-08-01,1500
2017-08-02,1500
2017-08-03,1500
2017-08-04,1532
2017-08-05,1532
2017-08-06,1549
2017-08-07,1549
2017-08-08,1549
2017-08-09,1557
2017-08-10,1557
2017-08-11,1557
2017-08-12,1554
2017-08-13,1554
2017-08-14,1554
2017-08-15,1512
2017-08-16,1512
2017-08-17,1512
2017-08-18,1525
2017-08-19,1525
2017-08-20,1538
2017-08-21,1538
2017-08-22,1521
2017-08-23,1521
2017-08-24,1521
2017-08-25,1452
2017-08-26,1452
2017-08-27,1387
2017-08-28,1387
2017-08-29,1387
2017-08-30,1327
2017-08-31,1327
2017-09-01,1327
2017-09-02,1274
2017-09-03,1274
2017-09-04,1274
2017-09-05,1319
2017-09-06,1319
2017-09-07,1366
2017-09-08,1366
2017-09-09,1366
2017-09-10,1377
2017-09-11,1377
2017-09-12,1377
2017-09-13,1316
2017-09-14,1316
2017-09-15,1316
2017-09-16,1270
2017-09-17,1270
2017-09-18,1208
2017-09-19,1208
2017-09-20,1149
2017-09-21,1149
2017-09-22,1126
2017-09-23,1126
2017-09-24,1126
2017-09-25,1126
2017-09-26,1141
2017-09-27,1141
2017-09-28,1141
2017-09-29,1140
2017-09-30,1140
2017-10-01,1140
2017-10-02,1097
2017-10-03,1097
2017-10-04,1097
2017-10-05,1097
2017-10-06,1111
2017-10-07,1111
2017-10-08,1111
2017-10-09,1132
2017-10-10,1132
2017-10-11,1132
2017-10-12,1146
2017-10-13,1146
2017-10-14,1155
2017-10-15,1155
2017-10-16,1155
2017-10-17,1174
2017-10-18,1174
2017-10-19,1174
2017-10-20,1153
2017-10-21,1153
2017-10-22,1106
2017-10-23,1106
2017-10-24,1106
2017-10-25,1063
2017-10-26,1063
2017-10-27,1019
2017-10-28,1019
2017-10-29,1019
2017-10-30,970
2017-10-31,970
2017-11-01,970
2017-11-02,932
2017-11-03,932
2017-11-04,916
2017-11-05,916
2017-11-06,916
2017-11-07,894
2017-11-08,894
2017-11-09,870
2017-11-10,870
2017-11-11,870
2017-11-12,836
2017-11-13,836
2017-11-14,836
2017-11-15,836
2017-11-16,798
2017-11-17,798
2017-11-18,798
2017-11-19,777
2017-11-20,777
2017-11-21,756
2017-11-22,756
2017-11-23,756
2017-11-24,749
2017-11-25,749
2017-11-26,722
2017-11-27,722
2017-11-28,722
2017-11-29,695
2017-11-30,695
2017-12-01,690
2017-12-02,690
2017-12-03,690
2017-12-04,694
2017-12-05,694
2017-12-06,692
2017-12-07,692
2017-12-08,692
2017-12-09,695
2017-12-10,695
2017-12-11,689
2017-12-12,689
2017-12-13,689
2017-12-14,682
2017-12-15,682
2017-12-16,682
2017-12-17,654
2017-12-18,654
2017-12-19,638
2017-12-20,638
2017-12-21,648
2017-12-22,648
2017-12-23,668
2017-12-24,668
2017-12-25,668
2017-12-26,687
2017-12-27,687
2017-12-28,706
2017-12-29,706
2017-12-30,715
2017-12-31,715
2018-01-01,715
2018-01-02,730
2018-01-03,730
2018-01-04,699
2018-01-05,699
2018-01-06,699
2018-01-07,699
2018-01-08,717
2018-01-09,717
2018-01-10,717
2018-01-11,743
2018-01-12,743
2018-01-13,774
2018-01-14,774
2018-01-15,774
2018-01-16,784
2018-01-17,784
2018-01-18,801
2018-01-19,801
2018-01-20,817
2018-01-21,817
2018-01-22,822
2018-01-23,822
2018-01-24,810
2018-01-25,810
2018-01-26,809
2018-01-27,809
2018-01-28,800
2018-01-29,800
2018-01-30,794
2018-01-31,794
2018-02-01,794
2018-02-02,798
2018-02-03,813
2018-02-04,813
2018-02-05,823
2018-02-06,823
2018-02-07,848
2018-02-08,848
2018-02-09,853
2018-02-10,853
2018-02-11,846
2018-02-12,846
2018-02-13,845
2018-02-14,845
2018-02-15,848
2018-02-16,848
2018-02-17,858
2018-02-18,858
2018-02-19,881
2018-02-20,881
2018-02-21,881
2018-02-22,903
2018-02-23,903
2018-02-24,919
2018-02-25,919
2018-02-26,920
2018-02-27,920
2018-02-28,944
2018-03-01,944
2018-03-02,925
2018-03-03,925
2018-03-04,925
2018-03-05,928
2018-03-06,928
2018-03-07,923
2018-03-08,923
2018-03-09,913
2018-03-10,913
2018-03-11,896
2018-03-12,896
2018-03-13,912
2018-03-14,912
2018-03-15,912
2018-03-16,908
2018-03-17,908
2018-03-18,909
2018-03-19,909
2018-03-20,872
2018-03-21,872
2018-03-22,872
2018-03-23,844
2018-03-24,844
2018-03-25,818
2018-03-26,818
2018-03-27,817
2018-03-28,817
2018-03-29,817
2018-03-30,827
2018-03-31,827
2018-04-01,830
2018-04-02,830
2018-04-03,805
2018-04-04,805
2018-04-05,805
2018-04-06,794
2018-04-07,794
2018-04-08,794
2018-04-09,790
2018-04-10,790
2018-04-11,790
2018-04-12,792
2018-04-13,792
2018-04-14,792
2018-04-15,803
2018-04-16,803
2018-04-17,809
2018-04-18,809
2018-04-19,809
2018-04-20,800
2018-04-21,800
2018-04-22,800
2018-04-23,793
2018-04-24,793
2018-04-25,793
2018-04-26,800
2018-04-27,800
2018-04-28,800
2018-04-29,814
2018-04-30,814
2018-05-01,808
2018-05-02,808
2018-05-03,808
2018-05-04,816
2018-05-05,823
2018-05-06,823
2018-05-07,823
2018-05-08,849
2018-05-09,849
2018-05-10,855
2018-05-11,855
2018-05-12,873
2018-05-13,873
2018-05-14,865
2018-05-15,865
2018-05-16,865
2018-05-17,875
2018-05-18,875
2018-05-19,897
2018-05-20,897
2018-05-21,916
2018-05-22,916
2018-05-23,916
2018-05-24,928
2018-05-25,928
2018-05-26,902
2018-05-27,902
2018-05-28,906
2018-05-29,906
2018-05-30,889
2018-05-31,889
2018-06-01,876
2018-06-02,876
2018-06-03,867
2018-06-04,867
2018-06-05,832
2018-06-06,832
2018-06-07,826
2018-06-08,826
2018-06-09,850
2018-06-10,850
2018-06-11,862
2018-06-12,862
2018-06-13,872
2018-06-14,872
2018-06-15,879
2018-06-16,879
2018-06-17,867
2018-06-18,867
2018-06-19,860
2018-06-20,860
2018-06-21,860
2018-06-22,869
2018-06-23,869
2018-06-24,869
2018-06-25,858
2018-06-26,858
2018-06-27,869
2018-06-28,869
2018-06-29,880
2018-06-30,880
2018-07-01,880
2018-07-02,872
2018-07-03,872
2018-07-04,872
2018-07-05,869
2018-07-06,869
2018-07-07,860
2018-07-08,860
2018-07-09,866
2018-07-10,866
2018-07-11,868
2018-07-12,868
2018-07-13,840
2018-07-14,840
2018-07-15,823
2018-07-16,823
2018-07-17,828
2018-07-18,828
2018-07-19,828
2018-07-20,838
2018-07-21,838
2018-07-22,842
2018-07-23,820
2018-07-24,820
2018-07-25,840
2018-07-26,840
2018-07-27,864
2018-07-28,864
2018-07-29,864
2018-07-30,877
2018-07-31,888
2018-08-01,888
2018-08-02,888
2018-08-03,890
2018-08-04,883
2018-08-05,883
2018-08-06,884
2018-08-07,884
2018-08-08,876
2018-08-09,876
2018-08-10,869
2018-08-11,869
2018-08-12,857
2018-08-14,860
2018-08-16,826
2018-08-17,810
2018-08-18,810
2018-08-19,781
2018-08-20,742
2018-08-21,742
2018-08-22,706
2018-08-23,706
2018-08-24,693
2018-08-25,689
2018-08-26,689
2018-08-27,672
2018-08-28,672
2018-08-29,680
2018-08-30,680
2018-08-31,681
2018-09-01,681
2018-09-02,668
2018-09-03,668
2018-09-04,669
2018-09-05,669
2018-09-06,692
2018-09-07,692
2018-09-08,690
2018-09-09,690
2018-09-10,670
2018-09-11,670
2018-09-12,672
2018-09-13,672
2018-09-14,692
2018-09-15,692
2018-09-16,703
2018-09-17,703
2018-09-18,730
2018-09-19,730
2018-09-20,730
2018-09-21,758
2018-09-22,758
2018-09-23,785
2018-09-24,785
2018-09-25,785
2018-09-26,822
2018-09-27,822
2018-09-28,837
2018-09-29,837
2018-09-30,848
2018-10-01,848
2018-10-02,872
2018-10-03,872
2018-10-04,912
2018-10-05,912
2018-10-06,953
2018-10-07,953
2018-10-08,994
2018-10-09,994
2018-10-10,1023
2018-10-11,1023
2018-10-12,1046
2018-10-13,1093
2018-10-14,1093
2018-10-15,1118
2018-10-16,1118
2018-10-17,1126
2018-10-18,1126
2018-10-19,1146
2018-10-20,1146
2018-10-21,1144
2018-10-22,1144
2018-10-23,1138
2018-10-24,1138
2018-10-25,1136
2018-10-26,1136
2018-10-27,1150
2018-10-28,1150
2018-10-29,1200
2018-10-30,1200
2018-10-31,1195
2018-11-01,1195
2018-11-03,1254
2018-11-04,1293
2018-11-05,1343
2018-11-06,1343
2018-11-07,1389
2018-11-08,1389
2018-11-09,1427
2018-11-10,1482
2018-11-11,1482
2018-11-12,1487
2018-11-13,1529
2018-11-14,1529
2018-11-15,1513
2018-11-16,1515
2018-11-17,1515
2018-11-18,1509
2018-11-19,1509
2018-11-20,1457
2018-11-21,1457
2018-11-22,1462
2018-11-23,1462
2018-11-24,1446
2018-11-25,1429
2018-11-26,1429
2018-11-27,1391
2018-11-28,1407
2018-11-29,1407
2018-12-01,1422
2018-12-02,1431
2018-12-03,1431
2018-12-04,1412
2018-12-05,1431
2018-12-07,1501
2018-12-09,1577
2018-12-10,1656
2018-12-11,1656
2018-12-12,1734
2018-12-13,1805
2018-12-14,1805
2018-12-15,1790
2018-12-16,1726
2018-12-17,1726
2018-12-18,1662
2018-12-19,1662
2018-12-20,1641
2018-12-21,1641
2018-12-22,1636
2018-12-23,1603
2018-12-24,1586
2018-12-25,1586
2018-12-26,1599
2018-12-27,1587
2018-12-28,1587
2018-12-29,1565
2018-12-30,1565
2018-12-31,1524
2019-01-01,1488
2019-01-02,1504
2019-01-03,1470
2019-01-04,1434
2019-01-05,1387
2019-01-06,1327
2019-01-08,1262
2019-01-10,1154
2019-01-11,1154
2019-01-12,1096
2019-01-13,1049
2019-01-14,1015
2019-01-15,983
2019-01-16,983
2019-01-17,954
2019-01-18,954
2019-01-19,934
2019-01-20,914
2019-01-21,914
2019-01-22,905
2019-01-23,883
2019-01-24,883
2019-01-25,882
2019-01-26,882
2019-01-27,859
2019-01-28,859
2019-01-29,882
2019-01-30,882
2019-01-31,913
2019-02-01,935
2019-02-02,935
2019-02-03,926
2019-02-04,926
2019-02-05,928
2019-02-06,928
2019-02-07,933
2019-02-08,933
2019-02-09,929
2019-02-10,929
2019-02-11,939
2019-02-12,939
2019-02-13,975
2019-02-14,975
2019-02-15,1007
2019-02-16,1007
2019-02-17,1004
2019-02-18,1007
2019-02-19,1007
2019-02-20,994
2019-02-21,1018
2019-02-22,1018
2019-02-23,1005
2019-02-24,1000
2019-02-25,1015
2019-02-26,1015
2019-02-27,1010
2019-02-28,1010
2019-03-01,962
2019-03-02,928
2019-03-03,913
2019-03-04,920
2019-03-05,920
2019-03-06,956
2019-03-07,983
2019-03-08,983
2019-03-09,998
2019-03-10,1008
2019-03-11,1018
2019-03-12,1037
2019-03-13,1037
2019-03-14,1045
2019-03-15,1045
2019-03-16,1054
2019-03-17,1087
2019-03-18,1087
2019-03-19,1038
2019-03-20,993
2019-03-21,961
2019-03-22,961
2019-03-23,982
2019-03-24,1007
2019-03-25,1007
2019-03-26,1000
2019-03-27,1000
2019-03-28,1018
2019-03-29,1056
2019-03-30,1056
2019-03-31,1091
2019-04-01,1108
2019-04-02,1108
2019-04-03,1117
2019-04-04,1117
2019-04-05,1149
2019-04-06,1149
2019-04-07,1181
2019-04-08,1181
2019-04-09,1207
2019-04-10,1207
2019-04-11,1183
2019-04-12,1166
2019-04-13,1186
2019-04-14,1189
2019-04-15,1210
2019-04-16,1225
2019-04-17,1258
2019-04-18,1258
2019-04-19,1258
2019-04-20,1253
2019-04-21,1253
2019-04-22,1251
2019-04-23,1263
