date_obj,Carrallangar%20teleport%20(tablet) price
2015-03-26,3749
2015-03-27,3749
2015-03-28,3749
2015-03-29,3749
2015-03-30,3749
2015-03-31,3726
2015-04-01,3726
2015-04-02,3726
2015-04-03,3726
2015-04-04,3726
2015-04-05,3726
2015-04-06,3726
2015-04-07,3726
2015-04-08,3726
2015-04-09,3786
2015-04-10,3786
2015-04-11,3786
2015-04-12,3786
2015-04-13,3786
2015-04-14,3786
2015-04-15,3786
2015-04-16,3786
2015-04-17,3667
2015-04-18,3667
2015-04-19,3667
2015-04-20,3667
2015-04-21,3667
2015-04-22,3667
2015-04-23,3667
2015-04-24,3667
2015-04-25,3484
2015-04-26,3484
2015-04-27,3484
2015-04-28,3484
2015-04-29,3484
2015-04-30,3484
2015-05-01,3401
2015-05-02,3401
2015-05-03,3401
2015-05-04,3401
2015-05-05,3401
2015-05-06,3401
2015-05-07,3291
2015-05-08,3291
2015-05-09,3291
2015-05-10,3291
2015-05-11,3291
2015-05-12,3291
2015-05-13,3291
2015-05-14,3346
2015-05-15,3346
2015-05-16,3346
2015-05-17,3346
2015-05-18,3346
2015-05-19,3346
2015-05-20,3346
2015-05-21,3295
2015-05-22,3295
2015-05-23,3295
2015-05-24,3295
2015-05-25,3295
2015-05-26,3295
2015-05-27,3238
2015-05-28,3238
2015-05-29,3238
2015-05-30,3238
2015-05-31,3092
2015-06-01,3092
2015-06-02,3092
2015-06-03,3092
2015-06-04,3092
2015-06-05,3101
2015-06-06,3101
2015-06-07,3101
2015-06-08,3101
2015-06-09,3101
2015-06-10,3018
2015-06-11,3018
2015-06-12,3018
2015-06-13,3018
2015-06-14,3018
2015-06-15,2981
2015-06-16,2981
2015-06-17,2981
2015-06-18,2981
2015-06-19,2981
2015-06-20,2994
2015-06-21,2994
2015-06-22,2994
2015-06-23,2994
2015-06-24,3081
2015-06-25,3081
2015-06-26,3081
2015-06-27,3081
2015-06-28,2961
2015-06-29,2961
2015-06-30,2961
2015-07-01,2961
2015-07-02,2961
2015-07-03,3030
2015-07-04,3030
2015-07-05,3030
2015-07-06,3030
2015-07-07,3030
2015-07-08,2961
2015-07-09,2961
2015-07-10,2961
2015-07-11,2961
2015-07-12,2961
2015-07-13,2835
2015-07-14,2835
2015-07-15,2835
2015-07-16,2835
2015-07-17,2835
2015-07-18,2784
2015-07-19,2784
2015-07-20,2784
2015-07-21,2784
2015-07-22,2904
2015-07-23,2904
2015-07-24,2904
2015-07-25,2904
2015-07-26,2904
2015-07-27,2973
2015-07-28,2973
2015-07-29,2973
2015-07-30,2973
2015-07-31,2952
2015-08-01,2952
2015-08-02,2952
2015-08-03,2952
2015-08-04,2831
2015-08-05,2831
2015-08-06,2831
2015-08-07,2831
2015-08-08,2841
2015-08-09,2841
2015-08-10,2841
2015-08-11,2841
2015-08-12,2798
2015-08-13,2798
2015-08-14,2798
2015-08-15,2798
2015-08-16,2730
2015-08-17,2730
2015-08-18,2730
2015-08-19,2730
2015-08-20,2807
2015-08-21,2807
2015-08-22,2807
2015-08-23,2908
2015-08-24,2908
2015-08-25,2908
2015-08-26,2908
2015-08-27,2926
2015-08-28,2926
2015-08-29,2926
2015-08-30,2926
2015-08-31,2916
2015-09-01,2916
2015-09-02,2916
2015-09-03,2916
2015-09-04,2808
2015-09-05,2808
2015-09-06,2808
2015-09-07,2808
2015-09-08,2888
2015-09-09,2888
2015-09-10,2888
2015-09-11,2918
2015-09-12,2918
2015-09-13,2918
2015-09-14,2946
2015-09-15,2946
2015-09-16,2946
2015-09-17,2961
2015-09-18,2961
2015-09-19,2961
2015-09-20,2929
2015-09-21,2929
2015-09-22,2929
2015-09-23,2929
2015-09-24,2863
2015-09-25,2863
2015-09-27,2863
2015-09-28,2801
2015-09-29,2801
2015-09-30,2801
2015-10-05,2851
2015-10-06,2912
2015-10-07,2912
2015-10-08,2912
2015-10-09,2912
2015-10-10,2951
2015-10-11,2951
2015-10-12,2951
2015-10-13,2951
2015-10-14,2931
2015-10-15,2931
2015-10-16,2931
2015-10-17,2931
2015-10-18,2875
2015-10-19,2875
2015-10-20,2875
2015-10-22,2786
2015-10-23,2786
2015-10-24,2786
2015-10-25,2677
2015-10-26,2677
2015-10-27,2677
2015-10-29,2677
2015-10-30,2543
2015-10-31,2543
2015-11-01,2543
2015-11-02,2543
2015-11-03,2543
2015-11-04,2462
2015-11-05,2462
2015-11-06,2462
2015-11-07,2462
2015-11-08,2462
2015-11-09,2531
2015-11-10,2531
2015-11-11,2531
2015-11-12,2531
2015-11-13,2531
2015-11-14,2531
2015-11-15,2570
2015-11-16,2570
2015-11-17,2570
2015-11-18,2570
2015-11-19,2570
2015-11-20,2641
2015-11-21,2641
2015-11-22,2641
2015-11-23,2641
2015-11-24,2641
2015-11-25,2648
2015-11-26,2648
2015-11-27,2648
2015-11-28,2648
2015-11-29,2775
2015-11-30,2775
2015-12-01,2775
2015-12-02,2775
2015-12-03,2906
2015-12-04,2906
2015-12-05,2906
2015-12-06,2906
2015-12-07,3043
2015-12-08,3043
2015-12-09,3043
2015-12-10,3043
2015-12-11,3117
2015-12-12,3117
2015-12-13,3117
2015-12-14,3117
2015-12-15,3155
2015-12-16,3155
2015-12-17,3155
2015-12-18,3155
2015-12-19,3126
2015-12-20,3126
2015-12-21,3126
2015-12-22,3095
2015-12-23,3095
2015-12-24,3095
2015-12-25,3095
2015-12-26,3001
2015-12-27,3001
2015-12-28,3001
2015-12-29,3004
2015-12-30,3004
2015-12-31,3004
2016-01-01,3079
2016-01-02,3079
2016-01-03,3129
2016-01-04,3129
2016-01-05,3129
2016-01-06,3161
2016-01-07,3161
2016-01-08,3161
2016-01-09,3125
2016-01-10,3125
2016-01-11,3125
2016-01-12,3104
2016-01-13,3104
2016-01-14,3104
2016-01-15,3068
2016-01-16,3068
2016-01-17,3068
2016-01-18,3069
2016-01-19,3069
2016-01-20,3069
2016-01-21,3069
2016-01-22,3065
2016-01-23,3065
2016-01-24,3065
2016-01-25,3006
2016-01-26,3006
2016-01-27,3006
2016-01-28,2950
2016-01-29,2950
2016-01-30,2950
2016-01-31,2926
2016-02-01,2926
2016-02-02,2926
2016-02-03,2918
2016-02-04,2918
2016-02-05,2918
2016-02-06,2894
2016-02-07,2894
2016-02-08,2894
2016-02-09,2894
2016-02-10,2891
2016-02-11,2891
2016-02-12,2891
2016-02-13,2877
2016-02-14,2877
2016-02-15,2877
2016-02-16,2800
2016-02-17,2800
2016-02-18,2800
2016-02-19,2770
2016-02-20,2770
2016-02-21,2708
2016-02-22,2708
2016-02-23,2708
2016-02-24,2689
2016-02-25,2689
2016-02-26,2689
2016-02-27,2686
2016-02-28,2686
2016-02-29,2686
2016-03-01,2664
2016-03-02,2664
2016-03-03,2664
2016-03-04,2721
2016-03-05,2721
2016-03-06,2730
2016-03-07,2730
2016-03-08,2730
2016-03-09,2859
2016-03-10,2859
2016-03-11,2999
2016-03-12,2999
2016-03-13,3093
2016-03-14,3093
2016-03-15,3206
2016-03-16,3206
2016-03-17,3136
2016-03-18,3136
2016-03-19,3028
2016-03-20,3028
2016-03-21,2937
2016-03-22,2937
2016-03-23,2820
2016-03-24,2820
2016-03-25,2750
2016-03-26,2750
2016-03-27,2750
2016-03-28,2775
2016-03-29,2775
2016-03-30,2775
2016-03-31,2813
2016-04-01,2813
2016-04-02,2813
2016-04-03,2874
2016-04-04,2874
2016-04-05,2874
2016-04-06,2897
2016-04-07,2897
2016-04-08,2897
2016-04-09,2864
2016-04-10,2864
2016-04-11,2864
2016-04-12,2773
2016-04-13,2773
2016-04-14,2752
2016-04-15,2752
2016-04-16,2785
2016-04-17,2785
2016-04-18,2874
2016-04-19,2874
2016-04-20,2913
2016-04-21,2913
2016-04-22,2913
2016-04-23,2860
2016-04-24,2860
2016-04-25,2775
2016-04-26,2775
2016-04-27,2686
2016-04-28,2686
2016-04-29,2686
2016-04-30,2676
2016-05-01,2676
2016-05-02,2773
2016-05-03,2850
2016-05-04,2850
2016-05-05,2861
2016-05-06,2861
2016-05-07,2826
2016-05-08,2826
2016-05-09,2722
2016-05-10,2722
2016-05-11,2697
2016-05-12,2697
2016-05-13,2691
2016-05-14,2691
2016-05-15,2751
2016-05-16,2751
2016-05-17,2824
2016-05-18,2824
2016-05-19,2746
2016-05-22,2709
2016-05-23,2763
2016-05-24,2763
2016-05-25,2732
2016-05-26,2732
2016-05-27,2744
