date_obj,Rune%20thrownaxe price
2015-11-05,238
2015-11-06,231
2015-11-07,241
2015-11-08,241
2015-11-09,244
2015-11-10,244
2015-11-11,238
2015-11-12,238
2015-11-13,235
2015-11-14,235
2015-11-15,233
2015-11-16,233
2015-11-17,231
2015-11-18,231
2015-11-19,227
2015-11-20,227
2015-11-21,230
2015-11-22,229
2015-11-23,229
2015-11-24,228
2015-11-25,236
2015-11-26,236
2015-11-27,240
2015-11-28,240
2015-11-29,234
2015-11-30,227
2015-12-01,227
2015-12-02,218
2015-12-03,217
2015-12-04,217
2015-12-05,220
2015-12-06,226
2015-12-07,226
2015-12-08,230
2015-12-09,234
2015-12-10,234
2015-12-11,236
2015-12-12,236
2015-12-13,230
2015-12-14,230
2015-12-15,227
2015-12-16,228
2015-12-17,228
2015-12-18,227
2015-12-19,227
2015-12-20,227
2015-12-21,227
2015-12-22,222
2015-12-23,216
2015-12-24,216
2015-12-25,213
2015-12-26,213
2015-12-27,205
2015-12-28,205
2015-12-29,199
2015-12-30,195
2015-12-31,195
2016-01-01,192
2016-01-02,192
2016-01-03,192
2016-01-04,192
2016-01-05,192
2016-01-06,190
2016-01-07,190
2016-01-08,182
2016-01-09,182
2016-01-10,186
2016-01-11,195
2016-01-12,200
2016-01-13,200
2016-01-14,204
2016-01-15,211
2016-01-16,211
2016-01-17,213
2016-01-18,214
2016-01-19,214
2016-01-20,209
2016-01-21,205
2016-01-22,207
2016-01-23,203
2016-01-24,200
2016-01-25,198
2016-01-26,198
2016-01-27,201
2016-01-28,201
2016-01-29,212
2016-01-30,212
2016-01-31,223
2016-02-01,235
2016-02-02,235
2016-02-03,247
2016-02-04,247
2016-02-05,260
2016-02-06,269
2016-02-07,269
2016-02-08,282
2016-02-09,282
2016-02-10,283
2016-02-11,283
2016-02-12,288
2016-02-13,293
2016-02-14,293
2016-02-15,294
2016-02-16,295
2016-02-17,301
2016-02-18,301
2016-02-19,292
2016-02-20,293
2016-02-21,293
2016-02-22,293
2016-02-23,301
2016-02-24,301
2016-02-25,314
2016-02-26,314
2016-02-27,323
2016-02-28,323
2016-02-29,311
2016-03-01,299
2016-03-02,299
2016-03-03,300
2016-03-04,285
2016-03-05,272
2016-03-06,276
2016-03-07,276
2016-03-08,276
2016-03-09,277
2016-03-10,278
2016-03-11,278
2016-03-12,273
2016-03-13,273
2016-03-14,273
2016-03-15,276
2016-03-16,277
2016-03-17,278
2016-03-18,276
2016-03-19,280
2016-03-20,277
2016-03-21,277
2016-03-22,283
2016-03-23,290
2016-03-24,300
2016-03-25,312
2016-03-26,320
2016-03-27,320
2016-03-28,336
2016-03-29,353
2016-03-30,353
2016-03-31,371
2016-04-01,390
2016-04-02,410
2016-04-03,431
2016-04-04,453
2016-04-05,476
2016-04-06,500
2016-04-07,525
2016-04-08,552
2016-04-09,560
2016-04-10,556
2016-04-11,556
2016-04-12,556
2016-04-13,534
2016-04-14,533
2016-04-15,521
2016-04-16,495
2016-04-17,477
2016-04-18,492
2016-04-19,516
2016-04-20,504
2016-04-21,480
2016-04-22,480
2016-04-23,470
2016-04-24,456
2016-04-25,456
2016-04-26,452
2016-04-27,444
2016-04-28,439
2016-04-29,439
2016-04-30,448
2016-05-01,441
2016-05-02,420
2016-05-03,403
2016-05-04,388
2016-05-05,387
2016-05-06,387
2016-05-07,378
2016-05-08,378
2016-05-09,369
2016-05-10,374
2016-05-11,374
2016-05-12,360
2016-05-13,345
2016-05-14,330
2016-05-15,320
2016-05-16,320
2016-05-17,308
2016-05-18,323
2016-05-19,323
2016-05-22,357
2016-05-23,362
2016-05-24,359
2016-05-25,356
2016-05-26,362
2016-05-27,367
2016-05-28,367
2016-05-29,371
2016-05-30,371
2016-05-31,358
2016-06-01,344
2016-06-02,344
2016-06-03,342
2016-06-04,336
2016-06-05,336
2016-06-06,334
2016-06-07,334
2016-06-08,325
2016-06-09,308
2016-06-10,292
2016-06-11,277
2016-06-12,263
2016-06-13,249
2016-06-14,237
2016-06-15,226
2016-06-16,214
2016-06-17,203
2016-06-18,192
2016-06-19,182
2016-06-20,175
2016-06-21,168
2016-06-22,162
2016-06-23,159
2016-06-24,159
2016-06-25,158
2016-06-26,157
2016-06-27,159
2016-06-28,167
2016-06-29,169
2016-06-30,170
2016-07-01,162
2016-07-02,159
2016-07-03,158
2016-07-04,160
2016-07-05,159
2016-07-06,161
2016-07-07,163
2016-07-08,162
2016-07-09,160
2016-07-10,162
2016-07-11,167
2016-07-12,170
2016-07-13,166
2016-07-14,158
2016-07-15,159
2016-07-16,158
2016-07-17,157
2016-07-18,158
2016-07-23,170
2016-07-24,172
2016-07-25,171
2016-07-26,163
2016-07-27,159
2016-07-28,161
2016-07-29,167
2016-07-30,171
2016-07-31,168
2016-08-01,162
2016-08-02,164
2016-08-03,171
2016-08-04,180
2016-08-05,178
2016-08-06,174
2016-08-07,170
2016-08-08,164
2016-08-09,165
2016-08-10,167
2016-08-11,165
2016-08-12,160
2016-08-13,166
2016-08-14,175
2016-08-15,178
2016-08-16,170
2016-08-17,166
2016-08-18,159
2016-08-19,164
2016-08-20,166
2016-08-21,169
2016-08-22,163
2016-08-23,164
2016-08-24,159
2016-08-25,158
2016-08-26,158
2016-08-28,153
2016-08-31,149
2016-09-01,150
2016-09-02,150
2016-09-03,157
2016-09-04,164
2016-09-05,166
2016-09-06,166
2016-09-07,166
2016-09-08,170
2016-09-09,170
2016-09-10,162
2016-09-11,156
2016-09-12,151
2016-09-13,151
2016-09-14,152
2016-09-15,151
2016-09-16,151
2016-09-17,150
2016-09-18,150
2016-09-19,149
2016-09-20,151
2016-09-21,152
2016-09-22,153
2016-09-23,151
2016-09-24,151
2016-09-25,144
2016-09-26,138
2016-09-27,132
2016-09-28,131
2016-09-29,131
2016-09-30,125
2016-10-01,120
2016-10-02,116
2016-10-03,114
2016-10-04,118
2016-10-05,116
2016-10-06,119
2016-10-07,117
2016-10-08,113
2016-10-09,117
2016-10-10,121
2016-10-11,126
2016-10-12,124
2016-10-13,123
2016-10-14,119
2016-10-15,116
2016-10-16,114
2016-10-17,113
2016-10-18,113
2016-10-19,112
2016-10-20,112
2016-10-21,115
2016-10-22,114
2016-10-23,114
2016-10-24,115
2016-10-25,114
2016-10-26,115
2016-10-27,114
2016-10-28,115
2016-10-29,118
2016-10-30,122
2016-10-31,122
2016-11-01,118
2016-11-02,116
2016-11-03,117
2016-11-04,114
2016-11-05,113
2016-11-06,114
2016-11-07,110
2016-11-08,110
2016-11-09,115
2016-11-10,110
2016-11-11,108
2016-11-12,106
2016-11-13,101
2016-11-14,102
2016-12-08,134
2016-12-09,139
2016-12-10,142
2016-12-11,146
2016-12-12,147
2016-12-13,151
2016-12-14,153
2016-12-15,152
2016-12-16,154
2016-12-17,155
2016-12-18,155
2016-12-19,156
2016-12-20,155
2016-12-21,156
2016-12-22,162
2016-12-23,155
2016-12-24,154
2016-12-25,152
2016-12-26,157
2016-12-27,150
2016-12-28,149
2016-12-29,149
2016-12-30,150
2016-12-31,149
2017-01-01,154
2017-01-02,152
2017-01-03,146
2017-01-04,141
2017-01-05,133
2017-01-06,140
2017-01-07,143
2017-01-08,145
2017-01-09,145
2017-01-10,143
2017-01-11,137
2017-01-12,138
2017-01-13,138
2017-01-14,138
2017-01-15,134
2017-01-16,136
2017-01-17,141
2017-01-18,143
2017-01-19,145
2017-01-20,139
2017-01-21,143
2017-01-22,144
2017-01-27,150
2017-01-28,157
2017-01-29,156
2017-01-30,152
2017-01-31,152
2017-02-01,154
2017-02-02,147
2017-02-03,144
2017-02-04,139
2017-02-05,133
2017-02-06,129
2017-02-07,128
2017-02-08,126
2017-02-09,125
2017-02-10,130
2017-02-11,135
2017-02-12,128
2017-02-13,123
2017-02-14,124
2017-02-15,118
2017-02-16,116
2017-02-18,113
2017-02-19,116
2017-02-20,121
2017-02-21,126
2017-02-22,133
2017-02-23,139
2017-02-24,141
2017-02-25,148
2017-02-26,156
2017-02-27,164
2017-02-28,173
2017-03-01,179
2017-03-02,179
2017-03-03,180
2017-03-04,180
2017-03-05,180
2017-03-06,183
2017-03-07,189
2017-03-08,187
2017-03-09,190
2017-03-10,194
2017-03-11,195
2017-03-12,191
2017-03-13,189
2017-03-14,181
2017-03-15,174
2017-03-16,169
2017-03-17,163
2017-03-18,159
2017-03-19,160
2017-03-20,158
2017-03-21,155
2017-03-22,157
2017-03-23,153
2017-03-24,158
2017-03-25,159
2017-03-26,156
2017-03-27,154
2017-03-28,147
2017-03-29,150
2017-03-30,150
2017-03-31,148
2017-04-01,154
2017-04-02,160
2017-04-03,166
2017-04-04,163
2017-04-12,174
2017-04-13,175
2017-04-14,175
2017-04-15,178
2017-04-16,172
2017-04-17,169
2017-04-18,168
2017-04-19,171
2017-04-20,168
2017-04-21,165
2017-04-22,156
2017-04-23,161
2017-04-24,161
2017-04-25,160
2017-04-26,154
2017-04-27,158
2017-04-28,159
2017-04-29,164
2017-04-30,166
2017-05-01,167
2017-05-02,171
2017-05-03,170
2017-05-04,171
2017-05-05,171
2017-05-06,165
2017-05-07,164
2017-05-08,157
2017-05-09,153
2017-05-10,160
2017-05-11,162
2017-05-12,164
2017-05-13,165
2017-05-14,168
2017-05-15,166
2017-05-16,169
2017-05-17,168
2017-05-18,163
2017-05-19,165
2017-05-20,167
2017-05-21,167
2017-05-22,168
2017-05-23,169
2017-05-24,167
2017-05-25,158
2017-05-26,150
2017-05-27,142
2017-05-28,134
2017-05-29,127
2017-05-30,120
2017-05-31,114
2017-06-01,118
2017-06-02,121
2017-06-03,126
2017-06-06,137
2017-06-07,137
2017-06-08,135
2017-06-09,140
2017-06-10,141
2017-06-11,144
2017-06-12,148
2017-06-13,153
2017-06-14,155
2017-06-15,161
2017-06-16,166
2017-06-17,165
2017-06-18,163
2017-06-19,154
2017-06-20,152
2017-06-21,160
2017-06-22,165
2017-06-23,170
2017-06-24,168
2017-06-25,163
2017-06-26,159
2017-06-27,152
2017-06-28,148
2017-06-29,146
2017-06-30,148
2017-07-01,154
2017-07-02,159
2017-07-03,165
2017-07-04,170
2017-07-05,179
2017-07-06,188
2017-07-07,198
2017-07-08,202
2017-07-13,167
2017-07-14,167
2017-07-15,175
2017-07-16,174
2017-07-17,180
2017-07-18,179
2017-07-19,188
2017-07-20,198
2017-07-21,204
2017-07-22,203
2017-07-23,203
2017-07-24,205
2017-07-25,208
2017-07-26,201
2017-07-27,203
2017-07-28,196
2017-07-29,188
2017-07-30,181
2017-07-31,179
2017-08-01,180
2017-08-02,185
2017-08-03,190
2017-08-04,188
2017-08-05,191
2017-08-06,197
2017-08-09,178
2017-08-10,176
2017-08-11,179
2017-08-12,175
2017-08-13,174
2017-08-14,169
2017-08-15,178
2017-08-17,191
2017-08-18,196
2017-08-19,186
2017-08-20,183
2017-08-21,185
2017-08-22,184
2017-08-23,184
2017-08-24,189
2017-08-25,186
2017-08-26,188
2017-08-27,178
2017-08-28,172
2017-08-29,166
2017-08-30,161
2017-08-31,152
2017-09-01,153
2017-09-02,153
2017-09-03,154
2017-09-04,158
2017-09-05,163
2017-09-06,166
2017-09-07,165
2017-09-08,160
2017-09-09,164
2017-09-10,170
2017-09-11,178
2017-09-12,180
2017-09-13,182
2017-09-14,186
2017-09-15,190
2017-09-16,191
2017-09-17,190
2017-09-19,188
2017-09-20,190
2017-09-21,194
2017-09-22,190
2017-09-23,194
2017-09-24,202
2017-09-25,202
2017-09-26,200
2017-09-27,201
2017-09-28,196
2017-09-29,197
2017-09-30,193
2017-10-01,193
2017-10-02,187
2017-10-03,187
2017-10-04,187
2017-10-05,188
2017-10-06,191
2017-10-07,193
2017-10-08,195
2017-10-09,196
2017-10-10,190
2017-10-11,186
2017-10-12,181
2017-10-13,181
2017-10-14,174
2017-10-15,169
2017-10-16,168
2017-10-17,174
2017-10-18,182
2017-10-19,187
2017-10-20,185
2017-10-21,192
2017-10-22,196
2017-10-23,191
2017-10-24,189
2017-10-25,198
2017-10-26,189
2017-10-27,182
2017-10-28,175
2017-10-29,170
2017-10-30,170
2017-10-31,173
2017-11-01,182
2017-11-02,185
2017-11-03,189
2017-11-04,187
2017-11-05,188
2017-11-06,190
2017-11-07,188
2017-11-08,189
2017-11-09,188
2017-11-10,185
2017-11-11,180
2017-11-12,177
2017-11-13,172
2017-11-14,171
2017-11-15,176
2017-11-16,179
2017-11-17,176
2017-11-18,183
2017-11-19,182
2017-11-20,186
2017-11-21,187
2017-11-22,189
2017-11-23,187
2017-11-24,188
2017-11-25,194
2017-11-26,200
2017-11-27,197
2017-11-28,200
2017-11-29,195
2017-11-30,186
2017-12-01,180
2017-12-02,187
2017-12-03,189
2017-12-04,194
2017-12-05,191
2017-12-06,187
2017-12-07,190
2017-12-08,185
2017-12-09,186
2017-12-10,190
2017-12-11,197
2017-12-12,196
2017-12-13,189
2017-12-14,185
2017-12-15,177
2017-12-16,172
2017-12-17,181
2017-12-18,183
2017-12-19,189
2017-12-20,188
2017-12-21,191
2017-12-22,191
2017-12-23,193
2017-12-24,193
2017-12-25,185
2017-12-26,187
2017-12-27,189
2017-12-28,198
2017-12-29,198
2017-12-30,197
2017-12-31,193
2018-01-01,194
2018-01-02,189
2018-01-03,182
2018-01-04,172
2018-01-05,172
2018-01-06,174
2018-01-07,171
2018-01-08,165
2018-01-09,156
2018-01-10,148
2018-01-11,144
2018-01-12,144
2018-01-13,144
2018-01-14,150
2018-01-15,157
2018-01-16,165
2018-01-17,173
2018-01-18,174
2018-01-19,177
2018-01-20,181
2018-01-21,184
2018-01-22,185
2018-01-23,185
2018-01-24,181
2018-01-25,180
2018-01-26,178
2018-01-27,177
2018-01-28,175
2018-01-29,177
2018-01-30,179
2018-02-01,176
2018-02-02,177
2018-02-03,181
2018-02-04,177
2018-02-05,177
2018-02-06,177
2018-02-07,175
2018-02-08,171
2018-02-09,173
2018-02-10,177
2018-02-11,177
2018-02-12,174
2018-02-13,177
2018-02-14,179
2018-02-15,179
2018-02-16,187
2018-02-17,188
2018-02-18,184
2018-02-19,186
2018-02-20,181
2018-02-21,182
2018-02-22,176
2018-02-23,175
2018-02-24,176
2018-02-25,176
2018-02-26,179
2018-02-27,177
2018-02-28,182
2018-03-01,187
2018-03-02,186
2018-03-03,190
2018-03-04,191
2018-03-05,188
2018-03-06,196
2018-03-07,201
2018-03-08,207
2018-03-09,207
2018-03-10,202
2018-03-11,197
2018-03-12,190
2018-03-13,185
2018-03-14,181
2018-03-15,176
2018-03-16,179
2018-03-17,179
2018-03-18,173
2018-03-19,170
2018-03-20,173
2018-03-21,177
2018-03-23,178
2018-03-24,179
2018-03-26,176
2018-03-27,177
2018-03-28,182
2018-03-29,186
2018-03-30,188
2018-03-31,184
2018-04-01,176
2018-04-02,174
2018-04-03,178
2018-04-04,183
2018-04-05,193
2018-04-06,190
2018-04-08,184
2018-04-09,181
2018-04-10,188
2018-04-11,190
2018-04-12,184
2018-04-13,181
2018-04-14,181
2018-04-15,180
2018-04-16,179
2018-04-17,182
2018-04-18,184
2018-04-19,190
2018-04-20,190
2018-04-21,189
2018-04-22,188
2018-04-23,190
2018-04-24,189
2018-04-25,194
2018-04-26,198
2018-04-27,199
2018-04-28,196
2018-04-29,191
2018-04-30,190
2018-05-01,185
2018-05-02,181
2018-05-03,182
2018-05-04,185
2018-05-05,190
2018-05-06,194
2018-05-07,197
2018-05-08,193
2018-05-09,198
2018-05-10,196
2018-05-11,200
2018-05-12,210
2018-05-13,214
2018-05-14,213
2018-05-15,213
2018-05-16,213
2018-05-17,218
2018-05-18,227
2018-05-19,232
2018-05-20,231
2018-05-21,221
2018-05-22,216
2018-05-23,207
2018-05-24,196
2018-05-25,186
2018-05-26,180
2018-05-27,179
2018-05-28,184
2018-05-29,185
2018-05-30,186
2018-05-31,186
2018-06-01,184
2018-06-02,184
2018-06-03,186
2018-06-04,186
2018-06-05,182
2018-06-06,184
2018-06-07,194
2018-06-08,197
2018-06-09,190
2018-06-10,182
2018-06-11,180
2018-06-12,178
2018-06-13,181
2018-06-14,178
2018-06-15,176
2018-06-16,183
2018-06-17,186
2018-06-18,188
2018-06-19,192
2018-06-20,195
2018-06-21,196
2018-06-22,196
2018-06-23,188
2018-06-24,181
2018-06-25,187
2018-06-26,195
2018-06-27,188
2018-06-28,187
2018-06-29,184
2018-06-30,185
2018-07-01,180
2018-07-02,175
2018-07-03,177
2018-07-04,183
2018-07-05,193
2018-07-06,199
2018-07-07,202
2018-07-08,195
2018-07-09,189
2018-07-10,183
2018-07-11,178
2018-07-12,183
2018-07-13,184
2018-07-14,194
2018-07-15,204
2018-07-16,211
2018-07-17,210
2018-07-18,211
2018-07-19,206
2018-07-20,204
2018-07-21,202
2018-07-22,210
2018-07-23,210
2018-07-24,211
2018-07-25,207
2018-07-26,206
2018-07-27,201
2018-07-28,194
2018-07-29,195
2018-07-30,191
2018-07-31,191
2018-08-01,199
2018-08-02,204
2018-08-03,209
2018-08-04,205
2018-08-05,200
2018-08-06,199
2018-08-07,196
2018-08-08,197
2018-08-09,200
2018-08-10,197
2018-08-11,196
2018-08-12,190
2018-08-14,183
2018-08-16,197
2018-08-17,199
2018-08-18,192
2018-08-19,194
2018-08-20,203
2018-08-21,203
2018-08-22,201
2018-08-23,200
2018-08-24,200
2018-08-25,199
2018-08-26,202
2018-08-27,203
2018-08-28,203
2018-08-29,205
2018-08-30,203
2018-08-31,201
2018-09-01,199
2018-09-02,196
2018-09-03,194
2018-09-04,194
2018-09-05,191
2018-09-06,192
2018-09-07,198
2018-09-08,197
2018-09-09,195
2018-09-10,195
2018-09-11,196
2018-09-12,196
2018-09-13,196
2018-09-14,202
2018-09-15,201
2018-09-16,197
2018-09-17,200
2018-09-18,208
2018-09-19,210
2018-09-20,209
2018-09-21,206
2018-09-22,198
2018-09-23,190
2018-09-24,191
2018-09-25,192
2018-09-26,199
2018-09-27,207
2018-09-28,207
2018-09-29,202
2018-09-30,199
2018-10-02,195
2018-10-03,204
2018-10-04,208
2018-10-05,210
2018-10-06,221
2018-10-07,233
2018-10-08,245
2018-10-09,247
2018-10-10,249
2018-10-11,253
2018-10-12,252
2018-10-13,256
2018-10-14,255
2018-10-15,244
2018-10-16,232
2018-10-17,220
2018-10-18,209
2018-10-19,200
2018-10-20,197
2018-10-21,193
2018-10-22,187
2018-10-23,185
2018-10-24,191
2018-10-25,188
2018-10-26,183
2018-10-27,175
2018-10-28,176
2018-10-29,178
2018-10-30,182
2018-10-31,183
2018-11-01,179
2018-11-03,171
2018-11-04,175
2018-11-05,181
2018-11-06,182
2018-11-07,175
2018-11-08,171
2018-11-09,168
2018-11-10,176
2018-11-11,185
2018-11-12,195
2018-11-13,202
2018-11-14,205
2018-11-15,205
2018-11-16,199
2018-11-17,195
2018-11-18,200
2018-11-19,194
2018-11-20,189
2018-11-21,190
2018-11-22,197
2018-11-23,196
2018-11-24,192
2018-11-25,192
2018-11-26,192
2018-11-27,192
2018-11-28,191
2018-11-29,194
2018-12-01,186
2018-12-02,181
2018-12-03,182
2018-12-04,189
2018-12-05,196
2018-12-07,193
2018-12-09,187
2018-12-10,186
2018-12-11,184
2018-12-12,182
2018-12-13,188
2018-12-14,188
2018-12-15,192
2018-12-16,196
2018-12-17,204
2018-12-18,214
2018-12-19,206
2018-12-20,200
2018-12-21,192
2018-12-22,188
2018-12-23,185
2018-12-24,189
2018-12-25,192
2018-12-26,190
2018-12-27,192
2018-12-28,185
2018-12-29,183
2018-12-30,179
2018-12-31,178
2019-01-01,186
2019-01-02,196
2019-01-03,205
2019-01-04,216
2019-01-05,223
2019-01-06,228
2019-01-08,226
2019-01-10,219
2019-01-11,209
2019-01-12,198
2019-01-13,188
2019-01-14,178
2019-01-15,169
2019-01-16,160
2019-01-17,152
2019-01-18,145
2019-01-19,139
2019-01-20,137
2019-01-21,135
2019-01-22,136
2019-01-23,138
2019-01-24,143
2019-01-25,145
2019-01-26,153
2019-01-27,161
2019-01-29,173
2019-01-30,179
2019-01-31,173
2019-02-01,174
2019-02-02,169
2019-02-03,173
2019-02-04,177
2019-02-05,184
2019-02-06,187
2019-02-07,192
2019-02-08,199
2019-02-09,203
2019-02-10,199
2019-02-11,197
2019-02-12,196
2019-02-13,188
2019-02-14,187
2019-02-15,184
2019-02-16,183
2019-02-17,179
2019-02-18,183
2019-02-19,187
2019-02-20,193
2019-02-21,201
2019-02-22,209
2019-02-23,214
2019-02-24,216
2019-02-25,215
2019-02-26,215
2019-02-27,226
2019-02-28,221
2019-03-01,216
2019-03-02,221
2019-03-03,220
2019-03-04,211
2019-03-05,214
2019-03-06,219
2019-03-07,218
2019-03-08,217
2019-03-09,219
2019-03-10,215
2019-03-11,214
2019-03-12,217
2019-03-13,223
2019-03-14,222
2019-03-15,218
2019-03-16,222
2019-03-17,219
2019-03-18,214
2019-03-19,210
2019-03-20,212
2019-03-21,212
2019-03-22,214
2019-03-23,216
2019-03-24,217
2019-03-25,223
2019-03-26,223
2019-03-27,215
2019-03-28,207
2019-03-29,206
2019-03-30,210
2019-03-31,206
2019-04-01,200
2019-04-02,192
2019-04-03,197
2019-04-04,194
2019-04-05,191
2019-04-06,193
2019-04-07,199
2019-04-08,204
2019-04-09,206
2019-04-10,200
2019-04-11,195
2019-04-12,187
2019-04-13,185
2019-04-14,191
2019-04-15,191
2019-04-16,188
2019-04-17,189
2019-04-18,189
2019-04-19,188
2019-04-20,190
2019-04-21,186
2019-04-22,185
2019-04-23,184
2019-04-24,183
2019-04-25,191
2019-04-26,189
2019-04-27,192
2019-04-28,187
2019-04-29,185
2019-04-30,188
2019-05-01,189
2019-05-02,189
2019-05-03,188
2019-05-04,190
2019-05-05,194
2019-05-06,194
2019-05-07,196
2019-05-08,200
2019-05-09,196
2019-05-10,198
2019-05-11,198
2019-05-12,198
2019-05-13,195
2019-05-14,199
2019-05-15,200
2019-05-16,202
2019-05-17,203
2019-05-18,202
2019-05-19,203
2019-05-20,204
2019-05-21,206
2019-05-22,209
2019-05-23,209
2019-05-24,218
2019-05-25,212
2019-05-26,210
2019-05-27,203
2019-05-28,202
2019-05-29,203
2019-05-30,212
2019-05-31,210
2019-06-01,203
2019-06-02,199
2019-06-03,201
2019-06-04,201
2019-06-05,200
2019-06-06,202
2019-06-07,203
2019-06-08,203
2019-06-09,199
2019-06-10,200
2019-06-11,197
2019-06-12,200
2019-06-13,200
2019-06-14,196
2019-06-15,197
2019-06-16,195
2019-06-17,197
2019-06-18,197
2019-06-19,200
2019-06-20,204
2019-06-21,201
2019-06-22,194
2019-06-23,191
2019-06-24,187
2019-06-25,187
2019-06-26,190
2019-06-27,195
2019-06-28,200
2019-06-29,202
2019-06-30,201
2019-07-01,201
2019-07-02,201
2019-07-03,206
2019-07-04,205
2019-07-05,204
2019-07-06,204
2019-07-07,204
2019-07-08,204
2019-07-09,206
2019-07-10,206
2019-07-11,207
2019-07-12,207
2019-07-13,207
2019-07-14,205
2019-07-15,210
2019-07-16,215
2019-07-17,207
2019-07-18,200
2019-07-19,199
2019-07-20,199
2019-07-21,199
2019-07-22,197
2019-07-23,200
2019-07-24,202
2019-07-25,205
2019-07-26,198
2019-07-27,195
2019-07-28,196
2019-07-29,195
2019-07-30,193
2019-07-31,186
2019-08-01,181
2019-08-02,177
2019-08-03,174
2019-08-04,168
2019-08-05,165
2019-08-06,169
2019-08-07,177
2019-08-08,185
2019-08-09,185
2019-08-10,184
2019-08-11,181
2019-08-12,178
2019-08-13,171
2019-08-14,163
2019-08-15,169
2019-08-16,178
2019-08-17,186
2019-08-18,189
2019-08-19,193
2019-08-20,190
2019-08-21,189
2019-08-22,189
2019-08-23,190
2019-08-24,193
2019-08-24,193
2019-08-25,200
2019-08-25,200
2019-08-26,203
2019-08-26,203
2019-08-27,198
2019-08-27,198
2019-08-28,201
2019-08-29,200
2019-08-30,200
2019-08-31,199
2019-09-01,199
2019-09-02,200
