date_obj,Death%20talisman price
2015-07-21,17422
2015-07-22,17422
2015-07-23,17422
2015-07-24,16656
2015-07-25,16656
2015-07-26,16656
2015-07-27,16656
2015-07-28,16656
2015-07-29,15867
2015-07-30,15867
2015-07-31,15867
2015-08-01,15867
2015-08-02,15867
2015-08-03,15110
2015-08-04,15110
2015-08-05,15110
2015-08-06,15110
2015-08-07,15110
2015-08-08,14376
2015-08-09,14376
2015-08-10,14376
2015-08-11,14376
2015-08-12,14376
2015-08-13,13700
2015-08-14,13700
2015-08-15,13700
2015-08-16,13700
2015-08-17,13700
2015-08-18,13052
2015-08-19,13052
2015-08-20,13052
2015-08-21,13052
2015-08-22,12415
2015-08-23,12415
2015-08-24,12415
2015-08-25,12415
2015-08-26,12415
2015-08-27,12415
2015-08-28,11816
2015-08-29,11816
2015-08-30,11816
2015-08-31,11816
2015-09-01,11816
2015-09-02,11816
2015-09-03,11248
2015-09-04,11248
2015-09-05,11248
2015-09-06,11248
2015-09-07,11248
2015-09-08,10703
2015-09-09,10703
2015-09-10,10703
2015-09-11,10703
2015-09-12,10703
2015-09-13,10183
2015-09-14,10183
2015-09-15,10183
2015-09-16,10183
2015-09-17,10183
2015-09-18,9694
2015-09-19,9694
2015-09-20,9694
2015-09-21,9694
2015-09-22,9694
2015-09-23,9237
2015-09-24,9237
2015-09-25,9237
2015-09-27,9237
2015-09-28,9237
2015-09-29,8793
2015-09-30,8793
2015-10-05,8357
2015-10-06,8357
2015-10-07,8357
2015-10-08,8357
2015-10-09,7942
2015-10-10,7942
2015-10-11,7942
2015-10-12,7942
2015-10-13,7942
2015-10-14,7942
2015-10-15,7549
2015-10-16,7549
2015-10-17,7549
2015-10-18,7549
2015-10-19,7549
2015-10-20,7196
2015-10-22,7196
2015-10-23,7196
2015-10-24,7196
2015-10-25,6854
2015-10-26,6854
2015-10-27,6854
2015-10-29,6854
2015-10-30,6854
2015-10-31,6520
2015-11-01,6520
2015-11-02,6520
2015-11-03,6520
2015-11-04,6520
2015-11-05,6520
2015-11-06,6520
2015-11-07,6282
2015-11-08,6282
2015-11-09,6282
2015-11-10,6282
2015-11-11,6282
2015-11-12,6282
2015-11-13,6282
2015-11-14,6282
2015-11-15,6129
2015-11-16,6129
2015-11-17,6129
2015-11-18,6129
2015-11-19,6129
2015-11-20,6129
2015-11-21,6129
2015-11-22,5948
2015-11-23,5948
2015-11-24,5948
2015-11-25,5948
2015-11-26,5948
2015-11-27,5948
2015-11-28,5948
2015-11-29,5792
2015-11-30,5792
2015-12-01,5792
2015-12-02,5792
2015-12-03,5792
2015-12-04,5792
2015-12-05,5617
2015-12-06,5617
2015-12-07,5617
2015-12-08,5617
2015-12-09,5617
2015-12-10,5399
2015-12-11,5399
2015-12-12,5399
2015-12-13,5399
2015-12-14,5399
2015-12-15,5204
2015-12-16,5204
2015-12-17,5204
2015-12-18,5204
2015-12-19,5204
2015-12-20,5176
2015-12-21,5176
2015-12-22,5176
2015-12-23,5176
2015-12-24,5176
2015-12-25,5176
2015-12-26,4954
2015-12-27,4954
2015-12-28,4954
2015-12-29,4954
2015-12-30,4778
2015-12-31,4778
2016-01-01,4778
2016-01-02,4778
2016-01-03,4778
2016-01-04,5017
2016-01-05,5017
2016-01-06,5017
2016-01-07,5017
2016-01-08,5017
2016-01-09,5143
2016-01-10,5143
2016-01-11,5143
2016-01-12,5143
2016-01-13,5143
2016-01-14,5037
2016-01-15,5037
2016-01-16,5037
2016-01-17,5037
2016-01-18,4851
2016-01-19,4851
2016-01-20,4851
2016-01-21,4851
2016-01-22,4851
2016-01-23,4613
2016-01-24,4613
2016-01-25,4613
2016-01-26,4613
2016-01-27,4394
2016-01-28,4394
2016-01-29,4394
2016-01-30,4394
2016-01-31,4394
2016-02-01,4174
2016-02-02,4174
2016-02-03,4174
2016-02-04,4174
2016-02-05,4174
2016-02-06,4071
2016-02-07,4071
2016-02-08,4071
2016-02-09,4071
2016-02-10,4071
2016-02-11,3988
2016-02-12,3988
2016-02-13,3988
2016-02-14,3988
2016-02-15,3988
2016-02-16,3790
2016-02-17,3790
2016-02-18,3790
2016-02-19,3790
2016-02-20,3790
2016-02-21,3670
2016-02-22,3670
2016-02-23,3670
2016-02-24,3670
2016-02-25,3670
2016-02-26,3809
2016-02-27,3809
2016-02-28,3809
2016-03-01,3722
2016-03-02,3722
2016-03-03,3722
2016-03-04,3722
2016-03-05,3722
2016-03-06,3767
2016-03-07,3767
2016-03-08,3767
2016-03-09,3767
2016-03-10,3767
2016-03-11,3767
2016-03-12,3713
2016-03-13,3713
2016-03-14,3713
2016-03-15,3713
2016-03-16,3713
2016-03-17,3632
2016-03-18,3632
2016-03-19,3632
2016-03-20,3632
2016-03-21,3632
2016-03-22,3626
2016-03-23,3626
2016-03-24,3626
2016-03-25,3626
2016-03-26,3640
2016-03-27,3640
2016-03-28,3640
2016-03-29,3640
2016-03-30,3640
2016-03-31,3720
2016-04-01,3720
2016-04-02,3720
2016-04-03,3720
2016-04-04,3720
2016-04-05,3839
2016-04-06,3839
2016-04-07,3839
2016-04-08,3839
2016-04-09,3945
2016-04-10,3945
2016-04-11,3945
2016-04-12,3945
2016-04-13,3945
2016-04-14,4004
2016-04-15,4004
2016-04-16,4004
2016-04-17,4198
2016-04-18,4198
2016-04-19,4198
2016-04-20,4376
2016-04-21,4376
2016-04-22,4376
2016-04-23,4376
2016-04-24,4376
2016-04-25,4196
2016-04-26,4196
2016-04-27,4196
2016-04-28,4196
2016-04-29,4055
2016-04-30,4055
2016-05-01,4055
2016-05-02,4055
2016-05-03,3902
2016-05-04,3902
2016-05-05,3902
2016-05-06,3902
2016-05-07,3902
2016-05-08,3819
2016-05-09,3819
2016-05-10,3819
2016-05-11,3819
2016-05-12,3819
2016-05-13,3663
2016-05-14,3663
2016-05-15,3663
2016-05-16,3663
2016-05-17,3714
2016-05-18,3714
2016-05-19,3714
2016-05-22,3663
2016-05-23,3663
2016-05-24,3663
2016-05-25,3663
2016-05-26,3545
2016-05-27,3545
2016-05-28,3545
2016-05-29,3545
2016-05-30,3543
2016-05-31,3543
2016-06-01,3543
2016-06-02,3543
2016-06-03,3544
2016-06-04,3544
2016-06-05,3544
2016-06-06,3544
2016-06-07,3544
2016-06-08,3616
2016-06-09,3616
2016-06-10,3616
2016-06-11,3616
2016-06-12,3797
2016-06-13,3797
2016-06-14,3797
2016-06-15,3797
2016-06-16,3986
2016-06-17,3986
2016-06-18,3986
2016-06-19,3986
2016-06-20,3980
2016-06-21,3980
2016-06-22,3980
2016-06-23,3980
2016-06-24,3836
2016-06-25,3836
2016-06-26,3836
2016-06-27,3836
2016-06-28,3836
2016-06-29,3721
2016-06-30,3721
2016-07-01,3721
2016-07-02,3721
2016-07-03,3817
2016-07-04,3817
2016-07-05,3817
2016-07-06,3994
2016-07-07,3994
2016-07-08,3994
2016-07-09,4194
2016-07-10,4194
2016-07-11,4194
2016-07-12,4404
2016-07-13,4404
2016-07-14,4404
2016-07-15,4496
2016-07-16,4496
2016-07-17,4496
2016-07-18,4719
2016-07-23,4880
2016-07-24,4880
2016-07-25,4880
2016-07-26,5106
2016-07-27,5106
2016-07-28,5106
2016-07-29,5337
2016-07-30,5337
2016-07-31,5337
2016-08-01,5337
2016-08-02,5317
2016-08-03,5317
2016-08-04,5317
2016-08-05,5317
2016-08-06,5512
2016-08-07,5512
2016-08-08,5512
2016-08-09,5633
2016-08-10,5633
2016-08-11,5633
2016-08-12,5633
2016-08-13,5633
2016-08-14,5575
2016-08-15,5575
2016-08-16,5575
2016-08-17,5575
2016-08-18,5328
2016-08-19,5328
2016-08-20,5328
2016-08-21,5328
2016-08-22,5222
2016-08-23,5222
2016-08-24,5222
2016-08-25,5222
2016-08-26,5222
2016-08-28,5094
2016-08-31,5094
2016-09-01,5011
2016-09-02,5011
2016-09-03,5011
2016-09-04,5011
2016-09-05,5231
2016-09-06,5231
2016-09-07,5231
2016-09-08,5231
2016-09-09,5231
2016-09-10,5421
2016-09-11,5421
2016-09-12,5421
2016-09-13,5421
2016-09-14,5421
2016-09-15,5555
2016-09-16,5555
2016-09-17,5555
2016-09-18,5555
2016-09-19,5555
2016-09-20,5387
2016-09-21,5387
2016-09-22,5387
2016-09-23,5387
2016-09-24,5387
2016-09-25,5477
2016-09-26,5477
2016-09-27,5477
2016-09-28,5477
2016-09-29,5477
2016-09-30,5678
2016-10-01,5678
2016-10-02,5678
2016-10-03,5678
2016-10-04,5678
2016-10-05,5662
2016-10-06,5662
2016-10-07,5662
2016-10-08,5662
2016-10-09,5863
2016-10-10,5863
2016-10-11,5863
2016-10-12,5863
2016-10-13,6012
2016-10-14,6012
2016-10-15,6012
2016-10-16,6012
2016-10-17,5806
2016-10-18,5806
2016-10-19,5806
2016-10-20,5806
2016-10-21,5806
2016-10-22,5523
2016-10-23,5523
2016-10-24,5523
2016-10-25,5523
2016-10-26,5257
2016-10-27,5257
2016-10-28,5257
2016-10-29,5257
2016-10-30,5257
2016-10-31,5016
2016-11-01,5016
2016-11-02,5016
2016-11-03,5016
2016-11-04,5154
2016-11-05,5154
2016-11-06,5154
2016-11-07,5154
2016-11-08,5154
2016-11-09,5155
2016-11-10,5155
2016-11-11,5155
2016-11-12,5155
2016-11-13,5115
2016-11-14,5115
2016-11-15,5115
2016-12-07,6252
2016-12-08,6252
2016-12-09,6163
2016-12-10,6163
2016-12-11,6163
2016-12-12,6163
2016-12-13,6130
2016-12-14,6130
2016-12-15,6130
2016-12-16,6130
2016-12-17,5968
2016-12-18,5968
2016-12-19,5968
2016-12-20,5968
2016-12-21,5859
2016-12-22,5859
2016-12-23,5859
2016-12-24,5859
2016-12-25,5905
2016-12-26,5905
2016-12-27,5905
2016-12-28,5905
2016-12-29,6177
2016-12-30,6177
2016-12-31,6177
2017-01-01,6483
2017-01-02,6483
2017-01-03,6483
2017-01-04,6808
2017-01-05,6808
2017-01-06,6808
2017-01-07,7149
2017-01-08,7149
2017-01-09,7149
2017-01-10,7507
2017-01-11,7507
2017-01-12,7507
2017-01-13,7862
2017-01-14,7862
2017-01-15,7862
2017-01-16,8204
2017-01-17,8204
2017-01-18,8204
2017-01-19,8329
2017-01-20,8329
2017-01-21,8329
2017-01-22,8435
2017-01-23,8435
2017-01-27,8121
2017-01-28,7998
2017-01-29,7998
2017-01-30,7998
2017-01-31,7724
2017-02-01,7724
2017-02-02,7724
2017-02-03,7545
2017-02-04,7545
2017-02-05,7545
2017-02-06,7168
2017-02-07,7168
2017-02-08,6809
2017-02-09,6809
2017-02-10,6809
2017-02-11,6468
2017-02-12,6468
2017-02-13,6468
2017-02-14,6144
2017-02-15,6144
2017-02-16,6144
2017-02-18,5839
2017-02-19,5548
2017-02-20,5548
2017-02-21,5548
2017-02-22,5271
2017-02-23,5271
2017-02-24,5271
2017-02-25,5008
2017-02-26,5008
2017-02-27,5008
2017-02-28,4761
2017-03-01,4761
2017-03-02,4761
2017-03-03,4528
2017-03-04,4528
2017-03-05,4528
2017-03-06,4301
2017-03-07,4301
2017-03-08,4301
2017-03-09,4103
2017-03-10,4103
2017-03-11,3899
2017-03-12,3899
2017-03-13,3899
2017-03-14,3704
2017-03-15,3704
2017-03-16,3704
2017-03-17,3519
2017-03-18,3519
2017-03-19,3519
2017-03-20,3343
2017-03-21,3343
2017-03-22,3343
2017-03-23,3185
2017-03-24,3185
2017-03-25,3185
2017-03-26,3185
2017-03-27,3101
2017-03-28,3101
2017-03-29,3101
2017-03-30,3149
2017-03-31,3149
2017-04-01,3149
2017-04-02,3246
2017-04-03,3246
2017-04-04,3246
2017-04-12,3065
2017-04-13,3119
2017-04-14,3119
2017-04-15,3119
2017-04-16,3082
2017-04-17,3082
2017-04-18,3082
2017-04-19,3182
2017-04-20,3182
2017-04-21,3182
2017-04-22,3252
2017-04-23,3252
2017-04-24,3252
2017-04-25,3263
2017-04-26,3263
2017-04-27,3263
2017-04-28,3315
2017-04-29,3315
2017-04-30,3315
2017-05-01,3347
2017-05-02,3347
2017-05-03,3347
2017-05-04,3329
2017-05-05,3329
2017-05-06,3329
2017-05-07,3246
2017-05-08,3246
2017-05-09,3246
2017-05-10,3306
2017-05-11,3306
2017-05-12,3306
2017-05-13,3472
2017-05-14,3472
2017-05-15,3472
2017-05-16,3526
2017-05-17,3526
2017-05-18,3526
2017-05-19,3624
2017-05-20,3624
2017-05-21,3624
2017-05-22,3764
2017-05-23,3764
2017-05-24,3764
2017-05-25,3886
2017-05-26,3886
2017-05-27,3886
2017-05-28,4013
2017-05-29,4013
2017-05-30,4013
2017-05-31,4101
2017-06-01,4101
2017-06-02,4101
2017-06-03,3928
2017-06-04,3928
2017-06-05,3928
2017-06-06,3768
2017-06-07,3768
2017-06-08,3768
2017-06-09,3768
2017-06-10,3601
2017-06-11,3601
2017-06-12,3601
2017-06-13,3430
2017-06-14,3430
2017-06-15,3430
2017-06-16,3269
2017-06-17,3269
2017-06-18,3269
2017-06-19,3269
2017-06-20,3148
2017-06-21,3148
2017-06-22,3148
2017-06-23,3148
2017-06-24,3050
2017-06-25,3050
2017-06-26,3050
2017-06-27,3015
2017-06-28,3015
2017-06-29,3015
2017-06-30,2971
2017-07-01,2971
2017-07-02,2971
2017-07-03,3033
2017-07-04,3033
2017-07-05,3033
2017-07-06,3170
2017-07-07,3170
2017-07-08,3170
2017-07-13,3355
2017-07-14,3355
2017-07-15,3355
2017-07-16,3215
2017-07-17,3215
2017-07-18,3215
2017-07-19,3111
2017-07-20,3111
2017-07-21,3111
2017-07-22,3062
2017-07-23,3062
2017-07-24,3062
2017-07-25,3215
2017-07-26,3215
2017-07-27,3215
2017-07-28,3376
2017-07-29,3376
2017-07-30,3376
2017-07-31,3469
2017-08-01,3469
2017-08-02,3469
2017-08-03,3555
2017-08-04,3555
2017-08-05,3727
2017-08-06,3727
2017-08-09,3684
2017-08-10,3684
2017-08-11,3684
2017-08-12,3629
2017-08-13,3629
2017-08-14,3629
2017-08-15,3457
2017-08-16,3457
2017-08-17,3457
2017-08-18,3540
2017-08-19,3540
2017-08-20,3540
2017-08-21,3461
2017-08-22,3461
2017-08-23,3461
2017-08-24,3529
2017-08-25,3529
2017-08-26,3529
2017-08-27,3632
2017-08-28,3632
2017-08-29,3632
2017-08-30,3485
2017-08-31,3485
2017-09-01,3485
2017-09-03,3363
2017-09-04,3363
2017-09-05,3416
2017-09-06,3416
2017-09-07,3416
2017-09-08,3416
2017-09-09,3316
2017-09-10,3316
2017-09-11,3316
2017-09-12,3316
2017-09-13,3219
2017-09-14,3219
2017-09-15,3219
2017-09-16,3061
2017-09-17,3061
2017-09-18,3061
2017-09-19,2910
2017-09-20,2910
2017-09-21,2910
2017-09-22,2817
2017-09-23,2817
2017-09-24,2817
2017-09-25,2817
2017-09-26,2699
2017-09-27,2699
2017-09-28,2699
2017-09-29,2699
2017-09-30,2663
2017-10-01,2663
2017-10-02,2663
2017-10-03,2684
2017-10-04,2684
2017-10-05,2684
2017-10-06,2684
2017-10-07,2645
2017-10-08,2645
2017-10-09,2645
2017-10-10,2618
2017-10-11,2618
2017-10-12,2618
2017-10-13,2700
2017-10-14,2700
2017-10-15,2700
2017-10-16,2659
2017-10-17,2659
2017-10-18,2659
2017-10-19,2659
2017-10-20,2549
2017-10-21,2549
2017-10-22,2549
2017-10-23,2654
2017-10-24,2654
2017-10-25,2654
2017-10-26,2716
2017-10-27,2716
2017-10-28,2716
2017-10-29,2716
2017-10-30,2778
2017-10-31,2778
2017-11-01,2778
2017-11-02,2778
2017-11-03,2697
2017-11-04,2697
2017-11-05,2697
2017-11-06,2608
2017-11-07,2608
2017-11-08,2608
2017-11-09,2547
2017-11-10,2547
2017-11-11,2547
2017-11-12,2569
2017-11-13,2569
2017-11-14,2569
2017-11-15,2569
2017-11-16,2534
2017-11-17,2534
2017-11-18,2534
2017-11-19,2534
2017-11-20,2569
2017-11-21,2569
2017-11-22,2569
2017-11-23,2621
2017-11-24,2621
2017-11-25,2621
2017-11-26,2740
2017-11-27,2740
2017-11-28,2740
2017-11-29,2740
2017-11-30,2856
2017-12-01,2856
2017-12-02,2856
2017-12-03,2896
2017-12-04,2896
2017-12-05,2896
2017-12-06,2987
2017-12-07,2987
2017-12-08,2987
2017-12-09,2987
2017-12-10,2956
2017-12-11,2956
2017-12-12,2956
2017-12-13,2956
2017-12-14,2900
2017-12-15,2900
2017-12-16,2900
2017-12-17,2771
2017-12-18,2771
2017-12-19,2771
2017-12-20,2764
2017-12-21,2764
2017-12-22,2764
2017-12-23,2752
2017-12-24,2752
2017-12-25,2752
2017-12-26,2752
2017-12-27,2839
2017-12-28,2839
2017-12-29,2839
2017-12-30,2914
2017-12-31,2914
2018-01-01,2914
2018-01-02,2832
2018-01-03,2832
2018-01-04,2832
2018-01-05,2728
2018-01-06,2728
2018-01-07,2728
2018-01-08,2637
2018-01-09,2637
2018-01-10,2637
2018-01-11,2571
2018-01-12,2571
2018-01-13,2571
2018-01-14,2620
2018-01-15,2620
2018-01-16,2620
2018-01-17,2602
2018-01-18,2602
2018-01-19,2602
2018-01-20,2588
2018-01-21,2588
2018-01-22,2588
2018-01-23,2525
2018-01-25,2457
2018-01-26,2457
2018-01-27,2358
2018-01-28,2358
2018-01-29,2435
2018-01-30,2435
2018-01-31,2553
2018-02-01,2553
2018-02-02,2553
2018-02-03,2629
2018-02-04,2629
2018-02-05,2739
2018-02-06,2739
2018-02-07,2806
2018-02-08,2806
2018-02-09,2812
2018-02-10,2812
2018-02-11,2867
2018-02-12,2867
2018-02-13,2939
2018-02-14,2939
2018-02-15,2893
2018-02-16,2893
2018-02-17,2748
2018-02-18,2748
2018-02-19,2632
2018-02-20,2632
2018-02-21,2560
2018-02-22,2560
2018-02-23,2606
2018-02-24,2606
2018-02-25,2531
2018-02-26,2531
2018-02-27,2462
2018-02-28,2462
2018-03-01,2462
2018-03-02,2374
2018-03-03,2374
2018-03-04,2346
2018-03-05,2346
2018-03-06,2398
2018-03-07,2398
2018-03-08,2409
2018-03-09,2409
2018-03-10,2377
2018-03-11,2377
2018-03-12,2280
2018-03-13,2280
2018-03-14,2186
2018-03-15,2186
2018-03-16,2186
2018-03-17,2147
2018-03-18,2147
2018-03-19,2147
2018-03-20,2121
2018-03-21,2121
2018-03-23,2014
2018-03-24,2014
2018-03-25,1972
2018-03-26,1972
2018-03-27,1882
2018-03-28,1882
2018-03-29,1824
2018-03-30,1824
2018-03-31,1741
2018-04-01,1741
2018-04-02,1704
2018-04-03,1704
2018-04-04,1743
2018-04-05,1743
2018-04-06,1676
2018-04-07,1676
2018-04-08,1598
2018-04-09,1598
2018-04-10,1544
2018-04-11,1544
2018-04-12,1616
2018-04-13,1616
2018-04-14,1616
2018-04-15,1697
2018-04-16,1697
2018-04-17,1781
2018-04-18,1781
2018-04-19,1781
2018-04-20,1871
2018-04-21,1871
2018-04-22,1963
2018-04-23,1963
2018-04-24,2060
2018-04-25,2060
2018-04-26,2060
2018-04-27,2159
2018-04-28,2159
2018-04-29,2232
2018-04-30,2232
2018-05-01,2340
2018-05-03,2340
2018-05-04,2457
2018-05-05,2457
2018-05-07,2540
2018-05-08,2517
2018-05-09,2517
2018-05-10,2459
2018-05-11,2459
2018-05-12,2392
2018-05-13,2392
2018-05-14,2360
2018-05-15,2360
2018-05-16,2334
2018-05-17,2334
2018-05-18,2362
2018-05-19,2362
2018-05-20,2314
2018-05-21,2314
2018-05-22,2290
2018-05-23,2290
2018-05-24,2339
2018-05-25,2339
2018-05-26,2341
2018-05-27,2341
2018-05-28,2440
2018-05-29,2440
2018-05-30,2511
2018-05-31,2511
2018-06-01,2527
2018-06-02,2552
2018-06-03,2552
2018-06-04,2425
2018-06-05,2305
2018-06-06,2305
2018-06-07,2225
2018-06-08,2225
2018-06-09,2138
2018-06-10,2138
2018-06-11,2164
2018-06-12,2164
2018-06-13,2118
2018-06-14,2118
2018-06-15,2067
2018-06-16,2067
2018-06-17,2072
2018-06-18,2072
2018-06-19,2086
2018-06-20,2086
2018-06-21,2191
2018-06-22,2191
2018-06-23,2297
2018-06-24,2297
2018-06-25,2279
2018-06-26,2279
2018-06-27,2238
2018-06-28,2238
2018-06-29,2177
2018-06-30,2177
2018-07-01,2130
2018-07-02,2130
2018-07-03,2081
2018-07-04,2081
2018-07-05,2081
2018-07-06,2109
2018-07-07,2109
2018-07-08,2028
2018-07-09,2028
2018-07-10,2018
2018-07-11,2018
2018-07-12,2018
2018-07-13,2048
2018-07-14,2026
2018-07-15,2026
2018-07-16,1968
2018-07-17,1951
2018-07-18,1951
2018-07-19,1943
2018-07-20,1943
2018-07-21,1899
2018-07-22,1899
2018-07-23,1806
2018-07-24,1806
2018-07-25,1715
2018-07-26,1715
2018-07-27,1643
2018-07-28,1643
2018-07-29,1589
2018-07-30,1589
2018-07-31,1615
2018-08-01,1615
2018-08-02,1696
2018-08-03,1696
2018-08-04,1781
2018-08-05,1781
2018-08-06,1871
2018-08-07,1871
2018-08-08,1965
2018-08-09,1965
2018-08-10,2064
2018-08-11,2064
2018-08-12,2168
2018-08-14,2274
2018-08-16,2340
2018-08-17,2358
2018-08-18,2358
2018-08-19,2360
2018-08-20,2316
2018-08-21,2316
2018-08-22,2295
2018-08-23,2295
2018-08-24,2250
2018-08-25,2336
2018-08-26,2336
2018-08-27,2449
2018-08-28,2449
2018-08-29,2493
2018-08-30,2493
2018-08-31,2614
2018-09-01,2711
2018-09-02,2711
2018-09-03,2826
2018-09-04,2968
2018-09-05,2968
2018-09-06,3051
2018-09-07,3115
2018-09-08,3115
2018-09-09,3081
2018-09-10,3081
2018-09-11,3112
2018-09-12,3112
2018-09-13,3115
2018-09-14,3170
2018-09-15,3136
2018-09-16,3136
2018-09-17,3179
2018-09-18,3182
2018-09-19,3182
2018-09-20,3103
2018-09-21,3103
2018-09-22,3243
2018-09-23,3243
2018-09-24,3404
2018-09-25,3404
2018-09-26,3575
2018-09-27,3575
2018-09-28,3685
2018-09-29,3685
2018-09-30,3870
2018-10-01,3870
2018-10-02,4062
2018-10-03,4235
2018-10-04,4235
2018-10-05,4235
2018-10-06,4355
2018-10-07,4355
2018-10-08,4455
2018-10-09,4609
2018-10-10,4819
2018-10-11,4819
2018-10-12,5051
2018-10-13,5304
2018-10-14,5304
2018-10-15,5570
2018-10-16,5570
2018-10-17,5849
2018-10-18,6082
2018-10-19,6387
2018-10-20,6387
2018-10-21,6707
2018-10-22,7043
2018-10-23,7043
2018-10-24,7197
2018-10-25,7197
2018-10-26,7184
2018-10-27,7531
2018-10-28,7671
2018-10-29,7671
2018-10-30,7821
2018-10-31,7821
2018-11-01,7952
2018-11-03,8115
2018-11-04,8204
2018-11-05,8305
2018-11-06,8156
2018-11-07,8156
2018-11-08,8129
2018-11-09,8129
2018-11-10,7898
2018-11-11,7667
2018-11-12,7327
2018-11-13,7207
2018-11-14,7207
2018-11-15,6856
2018-11-16,6513
2018-11-17,6513
2018-11-18,6187
2018-11-19,5894
2018-11-20,5599
2018-11-21,5599
2018-11-22,5320
2018-11-23,5320
2018-11-24,5054
2018-11-25,4801
2018-11-26,4801
2018-11-27,4605
2018-11-28,4467
2018-11-29,4492
2018-12-01,4354
2018-12-02,4136
2018-12-03,4136
2018-12-04,3982
2018-12-05,3831
2018-12-07,3786
2018-12-09,3863
2018-12-10,3837
2018-12-11,3837
2018-12-12,3964
2018-12-13,4162
2018-12-14,4262
2018-12-15,4308
2018-12-16,4423
2018-12-17,4423
2018-12-18,4468
2018-12-19,4506
2018-12-20,4424
2018-12-21,4488
2018-12-22,4558
2018-12-23,4611
2018-12-24,4708
2018-12-25,4708
2018-12-26,4793
2018-12-27,4910
2018-12-28,4910
2018-12-29,4945
2018-12-30,4945
2018-12-31,4697
2019-01-01,4534
2019-01-02,4465
2019-01-03,4341
2019-01-04,4341
2019-01-05,4346
2019-01-06,4282
2019-01-08,4474
2019-01-10,4276
2019-01-11,4095
2019-01-12,3900
2019-01-13,3808
2019-01-14,3992
2019-01-15,4192
2019-01-16,4390
2019-01-17,4547
2019-01-18,4547
2019-01-19,4659
2019-01-20,4786
2019-01-21,4786
2019-01-22,4918
2019-01-23,5164
2019-01-24,5422
2019-01-25,5622
2019-01-26,5757
2019-01-27,5614
2019-01-28,5762
2019-01-29,5972
2019-01-30,6041
2019-01-31,6041
2019-02-01,6147
2019-02-02,6390
2019-02-03,6693
2019-02-04,6693
2019-02-05,7028
2019-02-06,7028
2019-02-07,7380
2019-02-08,7749
2019-02-09,8076
2019-02-10,8238
2019-02-11,8373
2019-02-12,8481
2019-02-13,8518
2019-02-14,8518
2019-02-15,8701
2019-02-16,9102
2019-02-17,9200
2019-02-18,9104
2019-02-19,8958
2019-02-20,9230
2019-02-21,9112
2019-02-22,8683
2019-02-23,8339
2019-02-24,8291
2019-02-25,8219
2019-02-26,7971
2019-02-27,7971
2019-02-28,7971
2019-03-01,8010
2019-03-02,8138
2019-03-03,8115
2019-03-04,8220
2019-03-05,8239
2019-03-06,8228
2019-03-07,8211
2019-03-08,8211
2019-03-09,8236
2019-03-10,8443
2019-03-11,8194
2019-03-12,8110
2019-03-13,8110
2019-03-14,7813
2019-03-15,7813
2019-03-16,7617
2019-03-17,7280
2019-03-18,7280
2019-03-19,7553
2019-03-20,7561
2019-03-21,7337
2019-03-22,7337
2019-03-23,7059
2019-03-24,6802
2019-03-25,6802
2019-03-26,6724
2019-03-27,6724
2019-03-28,6760
2019-03-29,6812
