date_obj,Guthix%20robe%20top price
2017-03-02,31492
2017-03-03,31492
2017-03-04,31073
2017-03-05,31073
2017-03-06,30822
2017-03-07,30500
2017-03-08,30500
2017-03-09,30430
2017-03-10,29782
2017-03-11,29846
2017-03-12,29846
2017-03-13,29644
2017-03-14,29692
2017-03-15,29630
2017-03-16,30578
2017-03-17,30789
2017-03-18,30498
2017-03-19,29635
2017-03-20,28867
2017-03-21,28879
2017-03-22,29141
2017-03-23,28432
2017-03-24,28657
2017-03-25,28657
2017-03-26,27822
2017-03-27,27306
2017-03-28,26794
2017-03-29,26279
2017-03-30,25855
2017-03-31,25627
2017-04-01,25627
2017-04-02,25443
2017-04-03,25377
2017-04-04,25628
2017-04-12,35516
2017-04-13,37019
2017-04-14,37019
2017-04-15,37352
2017-04-16,36566
2017-04-17,36336
2017-04-18,36336
2017-04-19,37610
2017-04-20,38731
2017-04-21,40600
2017-04-22,40600
2017-04-23,42610
2017-04-24,44741
2017-04-25,45698
2017-04-26,45698
2017-04-27,46056
2017-04-28,45107
2017-04-29,43306
2017-04-30,42810
2017-05-01,42810
2017-05-02,43378
2017-05-03,43378
2017-05-04,43175
2017-05-05,42650
2017-05-06,42650
2017-05-07,42268
2017-05-08,42268
2017-05-09,41654
2017-05-10,41654
2017-05-11,42227
2017-05-12,42330
2017-05-13,42513
2017-05-14,42513
2017-05-15,42950
2017-05-16,42651
2017-05-17,42651
2017-05-18,42256
2017-05-19,42256
2017-05-20,41917
2017-05-21,41917
2017-05-22,42455
2017-05-23,42779
2017-05-24,41997
2017-05-25,42820
2017-05-26,43011
2017-05-27,42179
2017-05-28,42179
2017-05-29,41802
2017-05-30,41802
2017-05-31,40247
2017-06-01,39244
2017-06-02,38272
2017-06-03,38272
2017-06-04,36948
2017-06-06,35743
2017-06-07,34502
2017-06-08,34502
2017-06-09,34450
2017-06-10,33812
2017-06-11,33279
2017-06-12,33279
2017-06-13,32276
2017-06-14,31512
2017-06-15,32270
2017-06-16,32613
2017-06-17,33570
2017-06-18,34954
2017-06-19,34954
2017-06-20,35237
2017-06-21,35517
2017-06-22,35517
2017-06-23,35593
2017-06-24,35692
2017-06-25,35712
2017-06-26,36021
2017-06-27,36137
2017-06-28,36259
2017-06-29,35643
2017-06-30,34534
2017-07-01,34534
2017-07-02,34194
2017-07-03,33517
2017-07-04,33441
2017-07-05,33441
2017-07-06,33371
2017-07-07,33371
2017-07-08,33799
2017-07-13,35022
2017-07-14,35116
2017-07-15,35116
2017-07-16,35360
2017-07-17,35062
2017-07-18,34760
2017-07-19,34931
2017-07-20,35251
2017-07-21,35662
2017-07-22,35887
2017-07-23,35456
2017-07-24,35456
2017-07-25,35257
2017-07-26,34605
2017-07-27,34567
2017-07-28,35469
2017-07-29,35469
2017-07-30,35680
2017-07-31,35680
2017-08-01,37051
2017-08-02,38888
2017-08-03,40702
2017-08-04,42569
2017-08-05,43829
2017-08-06,43829
2017-08-09,48997
2017-08-10,50417
2017-08-11,52614
2017-08-12,54604
2017-08-13,54604
2017-08-14,55278
2017-08-15,53397
2017-08-16,51900
2017-08-17,51294
2017-08-18,51294
2017-08-19,51396
2017-08-20,50535
2017-08-21,50535
2017-08-22,50599
2017-08-23,50262
2017-08-24,50262
2017-08-25,51019
2017-08-26,50646
2017-08-27,51341
2017-08-28,51341
2017-08-29,51710
2017-08-30,51825
2017-08-31,51825
2017-09-01,51844
2017-09-02,52277
2017-09-03,52277
2017-09-04,53878
2017-09-05,53592
2017-09-06,53592
2017-09-07,52572
2017-09-08,52572
2017-09-09,52465
2017-09-10,51847
2017-09-11,51847
2017-09-12,50777
2017-09-13,49470
2017-09-14,48080
2017-09-15,48080
2017-09-16,47547
2017-09-17,46006
2017-09-18,47018
2017-09-19,47018
2017-09-20,46829
2017-09-21,46829
2017-09-22,46258
2017-09-23,46258
2017-09-24,45217
2017-09-25,43751
2017-09-26,43751
2017-09-27,42302
2017-09-28,41646
2017-09-29,41297
2017-09-30,41042
2017-10-01,40675
2017-10-02,40051
2017-10-03,40025
2017-10-04,40025
2017-10-05,40167
2017-10-06,39935
2017-10-07,39642
2017-10-08,38790
2017-10-09,38463
2017-10-10,38033
2017-10-11,38033
2017-10-12,37619
2017-10-13,37766
2017-10-14,37180
2017-10-15,37180
2017-10-16,37201
2017-10-17,37201
2017-10-18,37159
2017-10-19,37159
2017-10-20,37088
2017-10-21,38006
2017-10-22,39054
2017-10-23,40451
2017-10-24,40451
2017-10-25,40710
2017-10-26,40710
2017-10-27,41377
2017-10-28,41377
2017-10-29,42502
2017-10-30,42481
2017-10-31,42448
2017-11-01,42448
2017-11-02,43106
2017-11-03,45045
2017-11-04,47230
2017-11-05,47994
2017-11-06,47994
2017-11-07,47615
2017-11-08,49306
2017-11-09,50009
2017-11-10,50009
2017-11-11,51349
2017-11-12,53136
2017-11-13,55411
2017-11-14,55411
2017-11-15,56572
2017-11-16,56061
2017-11-17,56757
2017-11-18,56757
2017-11-19,57283
2017-11-20,57283
2017-11-21,57429
2017-11-22,58091
2017-11-23,58384
2017-11-24,58483
2017-11-25,58623
2017-11-26,60141
2017-11-27,60141
2017-11-28,57885
2017-11-29,57885
2017-11-30,56714
2017-12-01,54213
2017-12-02,54213
2017-12-03,52712
2017-12-04,52712
2017-12-05,52514
2017-12-06,52514
2017-12-07,52026
2017-12-08,52026
2017-12-09,50787
2017-12-10,50546
2017-12-11,50546
2017-12-12,50661
2017-12-13,50661
2017-12-14,49246
2017-12-15,48163
2017-12-16,48163
2017-12-17,46873
2017-12-18,45777
2017-12-19,45777
2017-12-20,44487
2017-12-21,42435
2017-12-22,43385
2017-12-23,44602
2017-12-24,46090
2017-12-25,46090
2017-12-26,47826
2017-12-27,49492
2017-12-28,50358
2017-12-29,52783
2017-12-30,54557
2017-12-31,56806
2018-01-01,59575
2018-01-02,62203
2018-01-03,62922
2018-01-04,62922
2018-01-05,62389
2018-01-06,61585
2018-01-07,61205
2018-01-08,60928
2018-01-09,61386
2018-01-10,61386
2018-01-11,60914
2018-01-12,58525
2018-01-13,56500
2018-01-14,55038
2018-01-15,52948
2018-01-16,52093
2018-01-17,51623
2018-01-18,50424
2018-01-19,50424
2018-01-20,51193
2018-01-21,53753
2018-01-22,56352
2018-01-23,55392
2018-01-25,57888
2018-01-26,59991
2018-01-27,61621
2018-01-28,60934
2018-01-29,60534
2018-01-30,60463
2018-01-31,60225
2018-02-01,60225
2018-02-02,60031
2018-02-03,59743
2018-02-04,60698
2018-02-05,61459
2018-02-06,60953
2018-02-07,61091
2018-02-08,61091
2018-02-09,61397
2018-02-10,61397
2018-02-11,61088
2018-02-12,59437
2018-02-13,59379
2018-02-14,59883
2018-02-15,58346
2018-02-16,57462
2018-02-17,57078
2018-02-18,57241
2018-02-19,58018
2018-02-20,57352
2018-02-21,57710
2018-02-22,58682
2018-02-23,59513
2018-02-24,61748
2018-02-25,62427
2018-02-26,62823
2018-02-27,63478
2018-02-28,63478
2018-03-01,64979
2018-03-02,67038
2018-03-03,68897
2018-03-04,68897
2018-03-05,69191
2018-03-06,70785
2018-03-07,71442
2018-03-08,71442
2018-03-09,73141
2018-03-10,73141
2018-03-11,73118
2018-03-12,73118
2018-03-13,72506
2018-03-14,70990
2018-03-15,70990
2018-03-16,70500
2018-03-17,70021
2018-03-18,70021
2018-03-19,70101
2018-03-20,69489
2018-03-21,69489
2018-03-23,68993
2018-03-24,68428
2018-03-25,67457
2018-03-26,67457
2018-03-27,67183
2018-03-28,67183
2018-03-29,67718
2018-03-30,67552
2018-03-31,68015
2018-04-01,68106
2018-04-02,68165
2018-04-03,66932
2018-04-04,67185
2018-04-05,67185
2018-04-06,66522
2018-04-07,66522
2018-04-08,66383
2018-04-09,67110
2018-04-10,67213
2018-04-11,66165
2018-04-12,66051
2018-04-13,67039
2018-04-14,67039
2018-04-15,69421
2018-04-16,69421
2018-04-17,71116
2018-04-18,71116
2018-04-19,72420
2018-04-20,73960
2018-04-21,75829
2018-04-22,75829
2018-04-23,76631
2018-04-24,76631
2018-04-25,75724
2018-04-26,75724
2018-04-27,73187
2018-04-28,72383
2018-04-29,71907
2018-04-30,69594
2018-05-01,69943
2018-05-03,71369
2018-05-04,71369
2018-05-05,70111
2018-05-06,70111
2018-05-07,67531
2018-05-08,67531
2018-05-09,65709
2018-05-10,64347
2018-05-11,64347
2018-05-12,61674
2018-05-13,61674
2018-05-14,59853
2018-05-15,59853
2018-05-16,59380
2018-05-17,59380
2018-05-18,58238
2018-05-19,56807
2018-05-20,56807
2018-05-21,56416
2018-05-22,56416
2018-05-23,55205
2018-05-24,55205
2018-05-25,55018
2018-05-26,54967
2018-05-27,54967
2018-05-28,55199
2018-05-29,54753
2018-05-30,54753
2018-05-31,55321
2018-06-01,54758
2018-06-02,53590
2018-06-03,53590
2018-06-04,53523
2018-06-05,56140
2018-06-06,54567
2018-06-07,54567
2018-06-08,52087
2018-06-09,52087
2018-06-10,50535
2018-06-11,50535
2018-06-12,49879
2018-06-13,50129
2018-06-14,49732
2018-06-15,48748
2018-06-16,48113
2018-06-17,47273
2018-06-18,47529
2018-06-19,47707
2018-06-20,47707
2018-06-21,47162
2018-06-22,47893
2018-06-23,47893
2018-06-24,49121
2018-06-25,50946
2018-06-26,53344
2018-06-27,55769
2018-06-28,58558
2018-06-29,61486
2018-06-30,64357
2018-07-01,67575
2018-07-02,67575
2018-07-03,70954
2018-07-04,74136
2018-07-05,77712
2018-07-06,81598
2018-07-07,85561
2018-07-08,88574
2018-07-09,92781
2018-07-10,96942
2018-07-11,99109
2018-07-12,97736
2018-07-13,96635
2018-07-14,96448
2018-07-15,96448
2018-07-16,99453
2018-07-17,104426
2018-07-18,108955
2018-07-19,108955
2018-07-20,109725
2018-07-21,107779
2018-07-22,106646
2018-07-23,104598
2018-07-24,104598
2018-07-25,100750
2018-07-26,98192
2018-07-27,94755
2018-07-28,94755
2018-07-29,92655
2018-07-30,89378
2018-07-31,87399
2018-08-01,87399
2018-08-02,85636
2018-08-03,85636
2018-08-04,88407
2018-08-05,90202
2018-08-06,89377
2018-08-07,89377
2018-08-08,89850
2018-08-09,89850
2018-08-10,92064
2018-08-11,94470
2018-08-12,97751
2018-08-14,96318
2018-08-16,94713
2018-08-17,92040
2018-08-18,88990
2018-08-19,88451
2018-08-20,86933
2018-08-21,86933
2018-08-22,84961
2018-08-23,81871
2018-08-24,80077
2018-08-25,76327
2018-08-26,74433
2018-08-27,72302
2018-08-28,70978
2018-08-29,70536
2018-08-30,69832
2018-08-31,69950
2018-09-01,71680
2018-09-02,73224
2018-09-03,73285
2018-09-04,72978
2018-09-05,74395
2018-09-06,74395
2018-09-07,76936
2018-09-08,79292
2018-09-09,79239
2018-09-10,78404
2018-09-11,78404
2018-09-12,78110
2018-09-13,78997
2018-09-14,79399
2018-09-15,79673
2018-09-16,79673
2018-09-17,81165
2018-09-18,81455
2018-09-19,81680
2018-09-20,83208
2018-09-21,84534
2018-09-22,85606
2018-09-23,85983
2018-09-24,86145
2018-09-25,86145
2018-09-26,85922
2018-09-27,85922
2018-09-28,85847
2018-09-29,83790
2018-09-30,85520
2018-10-01,86627
2018-10-02,87603
2018-10-03,88498
2018-10-04,88498
2018-10-05,87393
2018-10-06,89183
2018-10-07,91030
2018-10-08,91218
2018-10-09,92440
2018-10-10,93309
2018-10-11,94416
2018-10-12,94416
2018-10-13,95566
2018-10-14,97789
2018-10-15,99455
2018-10-16,102659
2018-10-17,104543
2018-10-18,103522
2018-10-19,104745
2018-10-20,104745
2018-10-21,106936
2018-10-22,109998
2018-10-23,109998
2018-10-24,110476
2018-10-25,107910
2018-10-26,107910
2018-10-27,102892
2018-10-28,99866
2018-10-29,99866
2018-10-30,96363
2018-10-31,94246
2018-11-01,91460
2018-11-03,90575
2018-11-04,89680
2018-11-05,92308
2018-11-06,94205
2018-11-07,95671
2018-11-08,95628
2018-11-09,97125
2018-11-10,98566
2018-11-11,103134
2018-11-12,105784
2018-11-13,108093
2018-11-14,110048
2018-11-15,110780
2018-11-16,110380
2018-11-17,107462
2018-11-18,104918
2018-11-19,105171
2018-11-20,102287
2018-11-21,97938
2018-11-22,96350
2018-11-23,95818
2018-11-24,96302
2018-11-25,93133
2018-11-26,91021
2018-11-27,88023
2018-11-28,86234
2018-11-29,86479
2018-12-01,84466
2018-12-02,81538
2018-12-03,78382
2018-12-04,77524
2018-12-05,76989
2018-12-07,76708
2018-12-09,73519
2018-12-10,73340
2018-12-11,75350
2018-12-12,77090
2018-12-13,77771
2018-12-14,76528
2018-12-15,76412
2018-12-16,76936
2018-12-17,74746
2018-12-18,73217
2018-12-19,74147
2018-12-20,74611
2018-12-21,75479
2018-12-22,76479
2018-12-23,77494
2018-12-24,79138
2018-12-25,79474
2018-12-26,79820
2018-12-27,79975
2018-12-28,81003
2018-12-29,81461
2018-12-30,80586
2018-12-31,78780
2019-01-01,76967
2019-01-02,76877
2019-01-03,76364
2019-01-04,76046
2019-01-05,75463
2019-01-06,75074
2019-01-08,76041
2019-01-10,79702
2019-01-11,81756
2019-01-12,82649
2019-01-13,84410
2019-01-14,85190
2019-01-15,86098
2019-01-16,86952
2019-01-17,89515
2019-01-18,90508
2019-01-19,90830
2019-01-20,90332
2019-01-21,91821
2019-01-22,91741
2019-01-23,90870
2019-01-25,90514
2019-01-26,89771
2019-01-27,88894
2019-01-28,87535
2019-01-29,86808
2019-01-30,85836
2019-01-31,86054
2019-02-01,86098
2019-02-02,86055
2019-02-03,87686
2019-02-04,90081
2019-02-05,91270
2019-02-06,93323
2019-02-07,95143
2019-02-08,96578
2019-02-09,98779
2019-02-10,101997
2019-02-11,103596
2019-02-12,103397
2019-02-13,101711
2019-02-14,101711
2019-02-15,98794
2019-02-16,97341
2019-02-17,95572
2019-02-18,93100
2019-02-19,91889
2019-02-20,90470
2019-02-21,90257
2019-02-22,89085
2019-02-23,88817
2019-02-24,88834
2019-02-25,87929
2019-02-26,87341
2019-02-27,87594
2019-02-28,87265
2019-03-01,88107
2019-03-02,89331
2019-03-03,90747
2019-03-04,91203
2019-03-05,92240
2019-03-06,93573
2019-03-07,94537
2019-03-08,94537
2019-03-09,94682
2019-03-10,94296
2019-03-11,93195
2019-03-12,90962
2019-03-13,90962
2019-03-14,89396
2019-03-15,89050
2019-03-16,88356
2019-03-17,87952
2019-03-18,87952
2019-03-19,87065
2019-03-20,85723
2019-03-21,84342
2019-03-22,86065
2019-03-23,88401
2019-03-24,89952
2019-03-25,89952
2019-03-26,90465
2019-03-27,90465
