date_obj,Tanzanite%20fang price
2015-03-26,18100394
2015-03-27,18100394
2015-03-28,18100394
2015-03-29,17333455
2015-03-30,17333455
2015-03-31,17333455
2015-04-01,17333455
2015-04-02,17333455
2015-04-03,17333455
2015-04-04,16606619
2015-04-05,16606619
2015-04-06,16606619
2015-04-07,16606619
2015-04-08,16606619
2015-04-09,16606619
2015-04-10,15866515
2015-04-11,15866515
2015-04-12,15866515
2015-04-13,15866515
2015-04-14,15866515
2015-04-15,15866515
2015-04-16,15127892
2015-04-17,15127892
2015-04-18,15127892
2015-04-19,15127892
2015-04-20,15127892
2015-04-21,15127892
2015-04-22,14433399
2015-04-23,14433399
2015-04-24,14433399
2015-04-25,14433399
2015-04-26,14433399
2015-04-27,14433399
2015-04-28,13744124
2015-04-29,13744124
2015-04-30,13744124
2015-05-01,13744124
2015-05-02,13744124
2015-05-03,13744124
2015-05-04,13099850
2015-05-05,13099850
2015-05-06,13099850
2015-05-07,13099850
2015-05-08,13099850
2015-05-09,13099850
2015-05-10,12466675
2015-05-11,12466675
2015-05-12,12466675
2015-05-13,12466675
2015-05-14,12466675
2015-05-15,12466675
2015-05-16,12466675
2015-05-17,11868648
2015-05-18,11868648
2015-05-19,11868648
2015-05-20,11868648
2015-05-21,11868648
2015-05-22,11868648
2015-05-23,11868648
2015-05-24,11303431
2015-05-25,11303431
2015-05-26,11303431
2015-05-27,11303431
2015-05-28,10752205
2015-05-29,10752205
2015-05-30,10752205
2015-05-31,10236371
2015-06-01,10236371
2015-06-02,10236371
2015-06-03,10236371
2015-06-04,9740325
2015-06-05,9740325
2015-06-06,9740325
2015-06-07,9740325
2015-06-08,9278740
2015-06-09,9278740
2015-06-10,9278740
2015-06-11,8836726
2015-06-12,8836726
2015-06-13,8836726
2015-06-14,8405313
2015-06-15,8405313
2015-06-16,8405313
2015-06-17,7998541
2015-06-18,7998541
2015-06-19,7998541
2015-06-20,7610251
2015-06-21,7610251
2015-06-22,7610251
2015-06-23,7610251
2015-06-24,7229738
2015-06-25,7229738
2015-06-26,7229738
2015-06-27,7229738
2015-06-28,6874126
2015-06-29,6874126
2015-06-30,6874126
2015-07-01,6874126
2015-07-02,6544644
2015-07-03,6544644
2015-07-04,6544644
2015-07-05,6225345
2015-07-06,6225345
2015-07-07,6225345
2015-07-08,5924731
2015-07-09,5924731
2015-07-10,5924731
2015-07-11,5924731
2015-07-12,5640262
2015-07-13,5640262
2015-07-14,5640262
2015-07-15,5365250
2015-07-16,5365250
2015-07-17,5365250
2015-07-18,5102705
2015-07-19,5102705
2015-07-20,5102705
2015-07-21,4858069
2015-07-22,4858069
2015-07-23,4858069
2015-07-24,4621619
2015-07-25,4621619
2015-07-26,4621619
2015-07-27,4621619
2015-07-28,4484396
2015-07-29,4681138
2015-07-30,4681138
2015-07-31,4681138
2015-08-01,4681138
2015-08-02,4584311
2015-08-03,4584311
2015-08-04,4584311
2015-08-05,4375933
2015-08-06,4375933
2015-08-07,4375933
2015-08-08,4215563
2015-08-09,4215563
2015-08-10,4215563
2015-08-11,4135109
2015-08-12,4135109
2015-08-13,4135109
2015-08-14,4046746
2015-08-15,4046746
2015-08-16,4046746
2015-08-17,4046746
2015-08-18,3951099
2015-08-19,3951099
2015-08-20,3951099
2015-08-21,3797940
2015-08-22,3797940
2015-08-23,3797940
2015-08-24,3702050
2015-08-25,3702050
2015-08-26,3702050
2015-08-27,3595381
2015-08-28,3595381
2015-08-29,3595381
2015-08-30,3595381
2015-08-31,3423849
2015-09-01,3423849
2015-09-02,3423849
2015-09-03,3262886
2015-09-04,3262886
2015-09-05,3262886
2015-09-06,3262886
2015-09-07,3106066
2015-09-08,3106066
2015-09-09,3106066
2015-09-10,2958733
2015-09-11,2958733
2015-09-12,2958733
2015-09-13,2814989
2015-09-14,2814989
2015-09-15,2814989
2015-09-16,2694205
2015-09-17,2694205
2015-09-18,2694205
2015-09-19,2592961
2015-09-20,2592961
2015-09-21,2592961
2015-09-22,2592961
2015-09-23,2485261
2015-09-24,2485261
2015-09-25,2485261
2015-09-27,2405544
2015-09-28,2405544
2015-09-29,2405544
2015-09-30,2403802
2015-10-05,2322499
2015-10-06,2322499
2015-10-07,2223469
2015-10-08,2223469
2015-10-09,2223469
2015-10-10,2141995
2015-10-11,2141995
2015-10-12,2141995
2015-10-13,2043644
2015-10-14,2043644
2015-10-15,2043644
2015-10-16,1980278
2015-10-17,1980278
2015-10-18,1980278
2015-10-19,1995656
2015-10-20,1995656
2015-10-22,2010433
2015-10-23,2010433
2015-10-24,2068950
2015-10-25,2068950
2015-10-26,2144201
2015-10-27,2144201
2015-10-29,2144201
2015-10-30,2085436
2015-10-31,2085436
2015-11-01,2085436
2015-11-02,2085436
2015-11-03,1986572
2015-11-04,1986572
2015-11-05,1986572
2015-11-06,1986572
2015-11-07,1890496
2015-11-08,1890496
2015-11-09,1890496
2015-11-10,1890496
2015-11-11,1890496
2015-11-12,1799608
2015-11-13,1799608
2015-11-14,1799608
2015-11-15,1799608
2015-11-16,1799608
2015-11-17,1714248
2015-11-18,1714248
2015-11-19,1714248
2015-11-20,1714248
2015-11-21,1631741
2015-11-22,1631741
2015-11-23,1631741
2015-11-24,1607361
2015-11-25,1607361
2015-11-26,1678461
2015-11-27,1678461
2015-11-28,1678461
2015-11-29,1740571
2015-11-30,1740571
2015-12-01,1740571
2015-12-02,1740571
2015-12-03,1669969
2015-12-04,1669969
2015-12-05,1669969
2015-12-06,1631476
2015-12-07,1631476
2015-12-08,1631476
2015-12-09,1633314
2015-12-10,1633314
2015-12-11,1633314
2015-12-13,1592679
2015-12-14,1592679
2015-12-15,1598603
2015-12-16,1598603
2015-12-17,1648962
2015-12-18,1648962
2015-12-19,1722754
2015-12-20,1722754
2015-12-21,1775842
2015-12-22,1775842
2015-12-23,1782254
2015-12-24,1782254
2015-12-25,1782254
2015-12-26,1800991
2015-12-27,1800991
2015-12-28,1826953
2015-12-29,1826953
2015-12-30,1886737
2015-12-31,1886737
2016-01-01,1886737
2016-01-02,1942045
2016-01-03,1942045
2016-01-04,1970943
2016-01-05,1970943
2016-01-06,1908889
2016-01-07,1908889
2016-01-08,1908889
2016-01-09,1827981
2016-01-10,1827981
2016-01-11,1838847
2016-01-12,1838847
2016-01-13,1845832
2016-01-14,1845832
2016-01-15,1865863
2016-01-16,1865863
2016-01-17,1915203
2016-01-18,1915203
2016-01-19,1925134
2016-01-20,1925134
2016-01-21,1878510
2016-01-22,1878510
2016-01-23,1836856
2016-01-24,1836856
2016-01-25,1846693
2016-01-26,1846693
2016-01-27,1890369
2016-01-28,1890369
2016-01-29,1867336
2016-01-30,1867336
2016-01-31,1852580
2016-02-01,1852580
2016-02-02,1858609
2016-02-03,1911411
2016-02-04,2001322
2016-02-05,2001322
2016-02-06,2101389
2016-02-07,2101389
2016-02-08,2194027
2016-02-09,2194027
2016-02-10,2303070
2016-02-11,2303070
2016-02-12,2412711
2016-02-13,2527009
2016-02-14,2527009
2016-02-15,2641666
2016-02-16,2641666
2016-02-17,2655073
2016-02-18,2655073
2016-02-19,2691204
2016-02-20,2691204
2016-02-21,2802037
2016-02-22,2802037
2016-02-23,2698633
2016-02-24,2698633
2016-02-25,2567316
2016-02-26,2567316
2016-02-27,2477422
2016-02-28,2477422
2016-02-29,2441978
2016-03-01,2441978
2016-03-02,2388674
2016-03-03,2388674
2016-03-04,2301263
2016-03-05,2301263
2016-03-06,2310157
2016-03-07,2310157
2016-03-08,2310157
2016-03-09,2315351
2016-03-10,2315351
2016-03-11,2366199
2016-03-12,2366199
2016-03-13,2466980
2016-03-14,2466980
2016-03-15,2582389
2016-03-16,2582389
2016-03-17,2626122
2016-03-18,2626122
2016-03-19,2648530
2016-03-20,2648530
2016-03-21,2727940
2016-03-22,2727940
2016-03-23,2862950
2016-03-24,2862950
2016-03-25,3000887
2016-03-26,3000887
2016-03-27,3040658
2016-03-28,3040658
2016-03-29,2923545
2016-03-30,2923545
2016-03-31,2923545
2016-04-01,2782345
2016-04-02,2782345
2016-04-03,2648559
2016-04-04,2648559
2016-04-05,2648559
2016-04-06,2521741
2016-04-07,2521741
2016-04-08,2521741
2016-04-09,2428164
2016-04-10,2428164
2016-04-11,2428164
2016-04-12,2531221
2016-04-13,2531221
2016-04-14,2650340
2016-04-15,2650340
2016-04-16,2769104
2016-04-17,2769104
2016-04-18,2839867
2016-04-19,2839867
2016-04-20,2862351
2016-04-21,2862351
2016-04-22,2862351
2016-04-23,2802969
2016-04-24,2802969
2016-04-25,2753332
2016-04-26,2753332
2016-04-27,2639811
2016-04-28,2639811
2016-04-29,2653598
2016-04-30,2653598
2016-05-01,2778327
2016-05-02,2778327
2016-05-03,2900681
2016-05-04,2900681
2016-05-05,2984756
2016-05-06,2984756
2016-05-07,3133994
2016-05-08,3133994
2016-05-09,3290694
2016-05-10,3443957
2016-05-11,3443957
2016-05-12,3599588
2016-05-13,3575465
2016-05-14,3575465
2016-05-15,3457453
2016-05-16,3457453
2016-05-17,3339987
2016-05-18,3339987
2016-05-19,3183257
2016-05-22,3313628
2016-05-23,3465702
2016-05-24,3628736
2016-05-25,3628736
2016-05-26,3807851
2016-05-27,3827544
2016-05-28,3827544
2016-05-29,3807152
2016-05-30,3807152
2016-05-31,3807152
2016-06-01,3637038
2016-06-02,3637038
2016-06-03,3464715
2016-06-04,3464715
2016-06-05,3358484
2016-06-06,3358484
2016-06-07,3296600
2016-06-08,3296600
2016-06-09,3288988
2016-06-10,3433052
2016-06-11,3433052
2016-06-12,3603810
2016-06-13,3603810
2016-06-14,3777879
2016-06-15,3777879
2016-06-16,3777879
2016-06-17,3694930
2016-06-18,3694930
2016-06-19,3629647
2016-06-20,3629647
2016-06-21,3643347
2016-06-22,3643347
2016-06-23,3589495
2016-06-24,3589495
2016-06-25,3589495
2016-06-26,3497240
2016-06-27,3497240
2016-06-28,3497240
2016-06-29,3361123
2016-06-30,3361123
2016-07-01,3388525
2016-07-02,3388525
2016-07-03,3388525
2016-07-04,3493887
2016-07-05,3493887
2016-07-06,3560884
2016-07-07,3560884
2016-07-08,3610659
2016-07-09,3610659
2016-07-10,3696350
2016-07-11,3696350
2016-07-12,3723631
2016-07-13,3723631
2016-07-14,3665730
2016-07-15,3665730
2016-07-16,3605586
2016-07-17,3605586
2016-07-18,3620002
2016-07-24,3420834
2016-07-25,3361669
2016-07-26,3361669
2016-07-27,3221740
2016-07-28,3221740
2016-07-29,3272120
2016-07-30,3272120
2016-07-31,3395129
2016-08-01,3395129
2016-08-02,3479316
2016-08-03,3479316
2016-08-04,3464742
2016-08-05,3464742
2016-08-06,3373574
2016-08-07,3373574
2016-08-08,3267158
2016-08-09,3267158
2016-08-10,3282133
2016-08-11,3282133
2016-08-12,3282133
2016-08-13,3169807
2016-08-14,3169807
2016-08-15,3178222
2016-08-16,3178222
2016-08-17,3178222
2016-08-18,3050947
2016-08-19,3050947
2016-08-20,2921558
2016-08-21,2921558
2016-08-22,2824661
2016-08-23,2824661
2016-08-24,2772182
2016-08-25,2772182
2016-08-26,2772182
2016-08-28,2637885
2016-08-31,2696999
2016-09-01,2696999
2016-09-02,2654135
2016-09-03,2654135
2016-09-04,2639222
2016-09-05,2639222
2016-09-06,2559185
2016-09-07,2559185
2016-09-08,2559185
2016-09-09,2470650
2016-09-10,2470650
2016-09-11,2445293
2016-09-12,2445293
2016-09-13,2493152
2016-09-14,2493152
2016-09-15,2562052
2016-09-16,2562052
2016-09-17,2587604
2016-09-18,2587604
2016-09-19,2591946
2016-09-20,2591946
2016-09-21,2591946
2016-09-22,2616538
2016-09-23,2616538
2016-09-24,2616538
2016-09-25,2631178
2016-09-26,2631178
2016-09-27,2631178
2016-09-28,2612961
2016-09-29,2612961
2016-09-30,2489758
2016-10-01,2489758
2016-10-02,2426428
2016-10-03,2426428
2016-10-04,2426428
2016-10-05,2424148
2016-10-06,2424148
2016-10-07,2418591
2016-10-08,2440409
2016-10-09,2440409
2016-10-10,2440409
2016-10-11,2488854
2016-10-12,2488854
2016-10-13,2524169
2016-10-14,2524169
2016-10-15,2606831
2016-10-16,2606831
2016-10-17,2736600
2016-10-18,2736600
2016-10-19,2827136
2016-10-20,2827136
2016-10-21,2799955
2016-10-22,2799955
2016-10-23,2827606
2016-10-24,2827606
2016-10-25,2827691
2016-10-26,2824468
2016-10-27,2824468
2016-10-28,2824468
2016-10-29,2824743
2016-10-30,2824743
2016-10-31,2809109
2016-11-01,2809109
2016-11-02,2699272
