date_obj,Crushed%20nest price
2019-03-22,3541
2019-03-23,3539
2019-03-24,3478
2019-03-25,3457
2019-03-26,3432
2019-03-27,3428
2019-03-28,3422
2019-03-29,3367
2019-03-30,3378
2019-03-31,3420
2019-04-01,3462
2019-04-02,3477
2019-04-03,3524
2019-04-04,3502
2019-04-05,3561
2019-04-06,3625
2019-04-07,3597
2019-04-08,3700
2019-04-09,3627
2019-04-10,3630
2019-04-11,3666
2019-04-12,3656
2019-04-13,3697
2019-04-14,3579
2019-04-15,3493
2019-04-16,3430
2019-04-17,3523
2019-04-18,3544
2019-04-19,3538
2019-04-20,3497
2019-04-21,3472
2019-04-22,3469
2019-04-23,3465
2019-04-24,3431
2019-04-25,3440
2019-04-26,3502
2019-04-27,3589
2019-04-28,3553
2019-04-29,3566
2019-04-30,3544
2019-05-01,3511
2019-05-02,3534
2019-05-03,3562
2019-05-04,3519
2019-05-05,3509
2019-05-06,3506
2019-05-07,3499
2019-05-08,3511
2019-05-09,3523
2019-05-10,3492
2019-05-11,3417
2019-05-12,3414
2019-05-13,3415
2019-05-14,3446
2019-05-15,3533
2019-05-16,3595
2019-05-17,3677
2019-05-18,3715
2019-05-19,3788
2019-05-20,3748
2019-05-21,3719
2019-05-22,3696
2019-05-23,3657
2019-05-24,3638
2019-05-25,3590
2019-05-26,3542
2019-05-27,3585
2019-05-28,3629
2019-05-29,3677
2019-05-30,3648
2019-05-31,3687
2019-06-01,3658
2019-06-02,3619
2019-06-03,3591
2019-06-04,3558
2019-06-05,3539
2019-06-06,3509
2019-06-07,3473
2019-06-08,3402
2019-06-09,3434
2019-06-10,3445
2019-06-11,3478
2019-06-12,3479
2019-06-13,3441
2019-06-14,3365
2019-06-15,3323
2019-06-16,3239
2019-06-17,3205
2019-06-18,3203
2019-06-19,3227
2019-06-20,3301
2019-06-21,3257
2019-06-22,3242
2019-06-23,3213
2019-06-24,3218
2019-06-25,3216
2019-06-26,3214
2019-06-27,3187
2019-06-28,3175
2019-06-29,3149
2019-06-30,3169
2019-07-01,3203
2019-07-02,3194
2019-07-03,3145
2019-07-04,3172
2019-07-05,3173
2019-07-06,3246
2019-07-07,3274
2019-07-08,3254
2019-07-09,3284
2019-07-10,3320
2019-07-11,3436
2019-07-12,3427
2019-07-13,3443
2019-07-14,3433
2019-07-15,3419
2019-07-16,3402
2019-07-17,3408
2019-07-18,3389
2019-07-19,3329
2019-07-20,3294
2019-07-21,3254
2019-07-22,3191
2019-07-23,3215
2019-07-24,3261
2019-07-25,3261
2019-07-26,3269
2019-07-27,3416
2019-07-28,3523
2019-07-29,3658
2019-07-30,3598
2019-07-31,3595
2019-08-01,3471
2019-08-02,3452
2019-08-03,3510
2019-08-04,3555
2019-08-05,3718
2019-08-06,3787
2019-08-07,3747
2019-08-08,3666
2019-08-09,3647
2019-08-10,3609
2019-08-11,3578
2019-08-12,3525
2019-08-13,3478
2019-08-14,3504
2019-08-15,3564
2019-08-16,3597
2019-08-17,3586
2019-08-18,3690
2019-08-19,3672
2019-08-20,3671
2019-08-21,3650
2019-08-22,3613
2019-08-23,3569
2019-08-24,3596
2019-08-24,3596
2019-08-25,3601
2019-08-25,3601
2019-08-26,3603
2019-08-27,3591
2019-08-27,3591
2019-08-28,3590
2019-08-29,3611
2019-08-30,3610
2019-08-31,3626
2019-09-01,3598
2019-09-02,3614
2019-09-03,3657
2019-09-04,3671
2019-09-05,3689
2019-09-06,3674
2019-09-07,3675
2019-09-08,3662
2019-09-09,3663
2019-09-10,3658
2019-09-11,3664
2019-09-12,3724
2019-09-13,3736
2019-09-14,3714
2019-09-15,3701
2019-09-16,3689
2019-09-17,3673
2019-09-18,3653
2019-09-19,3656
2019-09-20,3650
2019-09-21,3688
2019-09-22,3782
2019-09-23,3715
2019-09-24,3734
2019-09-25,3913
2019-09-26,3960
2019-09-27,3822
2019-09-28,3723
2019-09-29,3661
2019-09-30,3643
2019-10-01,3591
2019-10-02,3601
2019-10-03,3579
2019-10-04,3549
2019-10-05,3517
2019-10-06,3570
2019-10-07,3647
2019-10-08,3701
2019-10-09,3690
2019-10-10,3684
2019-10-11,3689
2019-10-12,3655
2019-10-13,3581
2019-10-14,3557
2019-10-15,3545
2019-10-16,3537
2019-10-17,3553
2019-10-18,3540
2019-10-19,3461
2019-10-20,3444
2019-10-21,3465
2019-10-22,3438
2019-10-23,3411
2019-10-24,3446
2019-10-25,3469
2019-10-26,3597
2019-10-27,3685
2019-10-28,3806
2019-10-29,3759
2019-10-30,3787
2019-10-31,3771
2019-11-01,3725
2019-11-02,3610
2019-11-03,3581
2019-11-04,3630
2019-11-05,3629
2019-11-06,3684
2019-11-07,3702
2019-11-08,3681
2019-11-09,3764
2019-11-10,3848
2019-11-11,3880
2019-11-12,3861
2019-11-13,3825
2019-11-14,3788
2019-11-15,3763
2019-11-16,3777
2019-11-17,3749
2019-11-18,3797
2019-11-19,3906
2019-11-20,4063
2019-11-21,4220
2019-11-22,4165
2019-11-23,4128
2019-11-24,4163
2019-11-25,4111
2019-11-26,4254
2019-11-27,4228
2019-11-28,4235
2019-11-29,4289
2019-11-30,4326
2019-12-01,4379
2019-12-02,4378
2019-12-03,4389
2019-12-04,4315
2019-12-05,4319
2019-12-06,4223
2019-12-07,4064
2019-12-08,4040
2019-12-09,4015
2019-12-10,4175
2019-12-11,4285
2019-12-12,4419
2019-12-13,4490
2019-12-14,4353
2019-12-15,4507
2019-12-16,4650
2019-12-17,4694
2019-12-18,4790
2019-12-19,4873
2019-12-20,5060
2019-12-21,5167
2019-12-22,5202
2019-12-23,5083
2019-12-24,4908
2019-12-25,4732
2019-12-26,4652
2019-12-27,4585
2019-12-28,4473
2019-12-29,4436
2019-12-30,4342
2019-12-31,4393
2020-01-01,4469
2020-01-02,4656
2020-01-03,4648
2020-01-04,4630
2020-01-05,4553
2020-01-06,4511
2020-01-07,4566
2020-01-08,4598
2020-01-09,4629
2020-01-10,4638
2020-01-11,4594
2020-01-12,4576
2020-01-13,4543
2020-01-14,4583
2020-01-15,4724
2020-01-16,4815
2020-01-17,4854
2020-01-18,4831
2020-01-19,4720
2020-01-20,4659
2020-01-21,4612
2020-01-22,4571
2020-01-23,4610
2020-01-24,4622
2020-01-25,4635
2020-01-26,4619
2020-01-27,4674
2020-01-28,4701
2020-01-29,4833
2020-01-30,4796
2020-01-31,4744
2020-02-01,4626
2020-02-02,4553
2020-02-03,4580
2020-02-04,4709
2020-02-05,4674
2020-02-06,4603
2020-02-07,4634
2020-02-08,4726
2020-02-09,4837
2020-02-10,5030
2020-02-11,5114
2020-02-12,5033
2020-02-13,4845
2020-02-14,4749
2020-02-15,4628
2020-02-16,4723
2020-02-17,4742
2020-02-18,4822
2020-02-19,4788
2020-02-20,4785
2020-02-21,4876
2020-02-22,4800
2020-02-23,4774
2020-02-24,4749
2020-02-25,4719
2020-02-26,4735
2020-02-27,4834
2020-02-28,4789
2020-02-29,4694
2020-03-01,4651
2020-03-02,4572
2020-03-03,4495
2020-03-04,4442
2020-03-05,4396
2020-03-06,4417
2020-03-07,4357
2020-03-08,4345
2020-03-09,4318
2020-03-10,4301
2020-03-11,4263
2020-03-12,4227
2020-03-13,4187
2020-03-14,4140
2020-03-15,4132
2020-03-16,4238
2020-03-17,4422
2020-03-18,4643
2020-03-19,4592
2020-03-20,4602
2020-03-21,4657
2020-03-22,4680
2020-03-23,4648
2020-03-24,4687
2020-03-25,4796
2020-03-26,4747
2020-03-27,4710
2020-03-28,4686
2020-03-29,4630
2020-03-30,4540
2020-03-31,4526
2020-04-01,4597
2020-04-02,4635
2020-04-03,4625
2020-04-04,4729
2020-04-05,4802
2020-04-06,4884
2020-04-07,4758
2020-04-08,4680
2020-04-09,4633
2020-04-10,4566
2020-04-11,4508
2020-04-12,4515
2020-04-13,4565
2020-04-14,4622
2020-04-15,4777
2020-04-16,4773
2020-04-17,4900
2020-04-18,4963
2020-04-19,5078
2020-04-20,5262
2020-04-21,5087
2020-04-22,4844
2020-04-23,4673
2020-04-24,4587
2020-04-25,4534
2020-04-26,4542
2020-04-27,4569
2020-04-28,4751
2020-04-29,4860
2020-04-30,4842
2020-05-01,4792
2020-05-02,4743
2020-05-03,4695
2020-05-04,4774
2020-05-05,4749
2020-05-06,4733
2020-05-07,4727
2020-05-08,4695
2020-05-09,4621
2020-05-10,4585
2020-05-11,4567
2020-05-12,4585
2020-05-13,4695
