date_obj,Hosidius%20banner price
2017-03-22,81309
2017-03-23,81309
2017-03-24,77415
2017-03-25,77415
2017-03-26,77415
2017-03-27,77415
2017-03-28,73673
2017-03-29,73673
2017-03-30,73673
2017-03-31,70146
2017-04-01,70146
2017-04-02,70146
2017-04-03,70146
2017-04-04,66770
2017-04-12,5012
2017-04-13,5012
2017-04-14,5012
2017-04-15,5012
2017-04-16,5012
2017-04-17,4819
2017-04-18,4819
2017-04-19,4819
2017-04-20,4819
2017-04-21,4819
2017-04-22,4819
2017-04-23,4589
2017-04-24,4589
2017-04-25,4589
2017-04-26,4589
2017-04-27,4589
2017-04-28,4589
2017-04-29,4363
2017-04-30,4363
2017-05-01,4363
2017-05-02,4363
2017-05-03,4363
2017-05-04,4363
2017-05-05,4158
2017-05-06,4158
2017-05-07,4158
2017-05-08,4158
2017-05-09,4158
2017-05-10,3962
2017-05-11,3962
2017-05-12,3962
2017-05-13,3962
2017-05-14,3962
2017-05-15,3776
2017-05-16,3776
2017-05-17,3776
2017-05-18,3776
2017-05-19,3776
2017-05-20,3597
2017-05-21,3597
2017-05-22,3597
2017-05-23,3597
2017-05-24,3597
2017-05-25,3597
2017-05-26,3424
2017-05-27,3424
2017-05-28,3424
2017-05-29,3424
2017-05-30,3424
2017-05-31,3424
2017-06-01,3263
2017-06-02,3263
2017-06-03,3263
2017-06-04,3263
2017-06-06,3099
2017-06-07,3174
2017-06-08,3174
2017-06-09,3174
2017-06-10,3163
2017-06-11,3163
2017-06-12,3163
2017-06-13,3163
2017-06-14,3163
2017-06-15,3163
2017-06-16,3012
2017-06-17,3012
2017-06-18,3012
2017-06-19,3012
2017-06-20,3012
2017-06-21,3012
2017-06-22,3012
2017-06-23,3012
2017-06-24,2867
2017-06-25,2867
2017-06-26,2867
2017-06-27,2867
2017-06-28,2867
2017-06-29,2867
2017-06-30,2867
2017-07-01,2734
2017-07-02,2734
2017-07-03,2734
2017-07-04,2734
2017-07-05,2734
2017-07-06,2734
2017-07-07,2734
2017-07-08,2666
2017-07-13,2666
2017-07-14,2666
2017-07-15,2583
2017-07-16,2583
2017-07-17,2583
2017-07-18,2583
2017-07-19,2583
2017-07-20,2583
2017-07-21,2583
2017-07-22,2490
2017-07-23,2490
2017-07-24,2490
2017-07-25,2490
2017-07-26,2490
2017-07-27,2490
2017-07-28,2490
2017-07-29,2385
2017-07-30,2385
2017-07-31,2385
2017-08-01,2385
2017-08-02,2385
2017-08-03,2385
2017-08-04,2385
2017-08-05,2273
2017-08-06,2273
2017-08-09,2273
2017-08-10,2273
2017-08-11,2273
2017-08-12,2165
2017-08-13,2165
2017-08-14,2165
2017-08-15,2165
2017-08-16,2165
2017-08-17,2165
2017-08-18,2165
2017-08-19,2063
2017-08-20,2063
2017-08-21,2063
2017-08-22,2063
2017-08-23,2063
2017-08-24,2063
2017-08-25,1966
2017-08-26,1966
2017-08-27,1966
2017-08-28,1966
2017-08-29,1966
2017-08-30,1873
2017-08-31,1873
2017-09-01,1873
2017-09-02,1873
2017-09-03,1873
2017-09-04,1873
2017-09-05,1824
2017-09-06,1824
2017-09-07,1824
2017-09-08,1824
2017-09-09,1824
2017-09-10,1824
2017-09-11,1824
2017-09-12,1768
2017-09-13,1768
2017-09-14,1768
2017-09-15,1768
2017-09-16,1768
2017-09-17,1768
2017-09-18,1768
2017-09-19,1704
2017-09-20,1704
2017-09-21,1704
2017-09-22,1704
2017-09-23,1704
2017-09-24,1704
2017-09-25,1704
2017-09-26,1681
2017-09-27,1681
2017-09-28,1681
2017-09-29,1681
2017-09-30,1681
2017-10-01,1681
2017-10-02,1681
2017-10-03,1681
2017-10-04,1634
2017-10-05,1634
2017-10-06,1634
2017-10-07,1634
2017-10-08,1634
2017-10-09,1634
2017-10-10,1634
2017-10-11,1634
2017-10-12,1556
2017-10-13,1556
2017-10-14,1556
2017-10-15,1556
2017-10-16,1556
2017-10-17,1556
2017-10-18,1556
2017-10-19,1481
2017-10-20,1481
2017-10-21,1481
2017-10-22,1481
2017-10-23,1481
2017-10-24,1481
2017-10-25,1481
2017-10-26,1417
2017-10-27,1417
2017-10-28,1417
2017-10-29,1417
2017-10-30,1417
2017-10-31,1417
2017-11-01,1417
2017-11-02,1411
2017-11-03,1411
2017-11-04,1411
2017-11-05,1411
2017-11-06,1411
2017-11-07,1411
2017-11-08,1411
2017-11-09,1357
2017-11-10,1357
2017-11-11,1357
2017-11-12,1357
2017-11-13,1357
2017-11-14,1357
2017-11-15,1357
2017-11-16,1357
2017-11-17,1357
2017-11-18,1325
2017-11-19,1325
2017-11-20,1325
2017-11-21,1325
2017-11-22,1325
2017-11-23,1325
2017-11-24,1325
2017-11-25,1279
2017-11-26,1279
2017-11-27,1279
2017-11-28,1279
2017-11-29,1279
2017-11-30,1279
2017-12-01,1279
2017-12-02,1217
2017-12-03,1217
2017-12-04,1217
2017-12-05,1217
2017-12-06,1217
2017-12-07,1217
2017-12-08,1217
2017-12-09,1162
2017-12-10,1162
2017-12-11,1162
2017-12-12,1162
2017-12-13,1162
2017-12-14,1162
2017-12-15,1162
2017-12-16,1162
2017-12-17,1162
2017-12-18,1106
2017-12-19,1106
2017-12-20,1106
2017-12-21,1106
2017-12-22,1106
2017-12-23,1106
2017-12-24,1106
2017-12-25,1106
2017-12-26,1089
2017-12-27,1089
2017-12-28,1089
2017-12-29,1089
2017-12-30,1089
2017-12-31,1089
2018-01-01,1089
2018-01-02,1042
2018-01-03,1042
2018-01-04,1042
2018-01-05,1042
2018-01-06,1042
2018-01-07,1042
2018-01-08,992
2018-01-09,992
2018-01-10,992
2018-01-11,992
2018-01-12,992
2018-01-13,992
2018-01-14,953
2018-01-15,953
2018-01-16,953
2018-01-17,953
2018-01-18,953
2018-01-19,953
2018-01-20,940
2018-01-21,940
2018-01-22,940
2018-01-23,940
2018-01-25,935
2018-01-26,935
2018-01-27,940
2018-01-28,940
2018-01-29,940
2018-01-30,935
2018-01-31,935
2018-02-01,935
2018-02-02,935
2018-02-03,932
2018-02-04,932
2018-02-05,932
2018-02-06,922
2018-02-07,922
2018-02-08,922
2018-02-09,932
2018-02-10,932
2018-02-11,932
2018-02-12,960
2018-02-13,960
2018-02-14,960
2018-02-15,995
2018-02-16,995
2018-02-17,995
2018-02-18,989
2018-02-19,989
2018-02-20,989
2018-02-21,1005
2018-02-22,1005
2018-02-23,1005
2018-02-24,1005
2018-02-25,994
2018-02-26,994
2018-02-27,994
2018-02-28,983
2018-03-01,983
2018-03-02,983
2018-03-03,987
2018-03-04,987
2018-03-05,987
2018-03-06,987
2018-03-07,947
2018-03-08,947
2018-03-09,947
2018-03-10,912
2018-03-11,912
2018-03-12,912
2018-03-13,931
2018-03-14,931
2018-03-15,931
2018-03-16,916
2018-03-17,916
2018-03-18,916
2018-03-19,884
2018-03-20,884
2018-03-21,884
2018-03-23,869
2018-03-24,869
2018-03-25,869
2018-03-26,884
2018-03-27,884
2018-03-28,884
2018-03-29,897
2018-03-30,897
2018-03-31,897
2018-04-01,897
2018-04-02,882
2018-04-03,882
2018-04-04,882
2018-04-05,882
2018-04-06,857
2018-04-07,857
2018-04-08,857
2018-04-09,831
2018-04-10,831
2018-04-11,831
2018-04-12,831
2018-04-13,814
2018-04-14,814
2018-04-15,814
2018-04-16,814
2018-04-17,774
2018-04-18,774
2018-04-19,774
2018-04-20,774
2018-04-21,755
2018-04-22,755
2018-04-23,755
2018-04-24,739
2018-04-25,739
2018-04-26,739
2018-04-27,725
2018-04-28,725
2018-04-29,725
2018-04-30,698
2018-05-01,698
2018-05-03,698
2018-05-04,665
2018-05-05,665
2018-05-06,665
2018-05-07,632
2018-05-08,632
2018-05-09,632
2018-05-10,610
2018-05-11,610
2018-05-12,615
2018-05-13,615
2018-05-14,615
2018-05-15,615
2018-05-16,591
2018-05-17,591
2018-05-18,565
2018-05-19,565
2018-05-20,565
2018-05-21,551
2018-05-22,551
2018-05-23,551
2018-05-24,557
2018-05-25,557
2018-05-26,557
2018-05-27,557
2018-05-28,541
2018-05-29,541
2018-05-30,541
2018-05-31,527
2018-06-01,527
2018-06-02,527
2018-06-03,517
2018-06-04,517
2018-06-05,517
2018-06-06,519
2018-06-07,519
2018-06-08,519
2018-06-09,519
2018-06-10,512
2018-06-11,512
2018-06-12,512
2018-06-13,530
2018-06-14,530
2018-06-15,530
2018-06-16,530
2018-06-17,557
2018-06-18,557
2018-06-19,557
2018-06-20,582
2018-06-21,582
2018-06-22,582
2018-06-23,607
2018-06-24,607
2018-06-25,607
2018-06-26,631
2018-06-27,631
2018-06-28,631
2018-06-29,661
2018-06-30,661
2018-07-01,661
2018-07-02,661
2018-07-03,695
2018-07-04,695
2018-07-05,695
2018-07-06,695
2018-07-07,730
2018-07-08,730
2018-07-09,730
2018-07-10,765
2018-07-11,765
2018-07-12,765
2018-07-13,765
2018-07-14,767
2018-07-15,767
2018-07-16,767
2018-07-17,789
2018-07-18,789
2018-07-19,789
2018-07-20,812
2018-07-21,812
2018-07-22,831
2018-07-23,831
2018-07-24,831
2018-07-25,857
2018-07-26,857
2018-07-27,857
2018-07-28,861
2018-07-29,861
2018-07-30,861
2018-07-31,868
2018-08-01,868
2018-08-02,868
2018-08-03,904
2018-08-04,904
2018-08-05,904
2018-08-06,902
2018-08-07,902
2018-08-08,938
2018-08-09,938
2018-08-10,938
2018-08-11,955
2018-08-12,955
2018-08-14,974
2018-08-16,974
2018-08-17,955
2018-08-18,955
2018-08-19,955
2018-08-20,961
2018-08-21,961
2018-08-22,961
2018-08-23,940
2018-08-24,940
2018-08-25,930
2018-08-26,930
2018-08-27,930
2018-08-28,904
2018-08-29,904
2018-08-30,904
2018-08-31,928
2018-09-01,928
2018-09-02,928
2018-09-03,923
2018-09-04,923
2018-09-05,948
2018-09-06,948
2018-09-07,948
2018-09-08,948
2018-09-09,948
2018-09-10,948
2018-09-11,942
2018-09-12,942
2018-09-13,942
2018-09-14,954
2018-09-15,954
2018-09-16,954
2018-09-17,952
2018-09-18,952
2018-09-19,952
2018-09-20,956
2018-09-21,956
2018-09-22,956
2018-09-23,990
2018-09-24,990
2018-09-25,990
2018-09-26,1023
2018-09-27,1023
2018-09-28,1023
2018-09-29,1050
2018-09-30,1050
2018-10-01,1050
2018-10-02,1026
2018-10-03,1026
2018-10-04,1026
2018-10-05,1010
2018-10-06,1010
2018-10-07,1000
2018-10-08,1000
2018-10-09,1000
2018-10-10,1005
2018-10-11,1005
2018-10-12,1005
2018-10-13,996
2018-10-14,996
2018-10-15,996
2018-10-16,976
2018-10-17,976
2018-10-18,976
2018-10-19,979
2018-10-20,979
2018-10-21,979
2018-10-22,958
2018-10-23,958
2018-10-24,958
2018-10-25,958
2018-10-26,1003
2018-10-27,1003
2018-10-28,1022
2018-10-29,1022
2018-10-30,1022
2018-10-31,1061
2018-11-01,1061
2018-11-03,1081
2018-11-04,1081
2018-11-05,1086
2018-11-06,1086
2018-11-07,1086
2018-11-08,1062
2018-11-09,1062
2018-11-10,1063
2018-11-11,1063
2018-11-12,1063
2018-11-13,1069
2018-11-14,1069
2018-11-15,1069
2018-11-16,1079
2018-11-17,1079
2018-11-18,1095
2018-11-19,1095
2018-11-20,1088
2018-11-21,1088
2018-11-22,1074
2018-11-23,1074
2018-11-24,1048
2018-11-25,1048
2018-11-26,1047
2018-11-27,1047
2018-11-28,1034
2018-11-29,1034
2018-12-01,1042
2018-12-02,1058
2018-12-03,1058
2018-12-04,1058
2018-12-05,1068
2018-12-07,1084
2018-12-09,1085
2018-12-10,1085
2018-12-11,1096
2018-12-12,1096
2018-12-13,1106
2018-12-14,1106
2018-12-15,1106
2018-12-16,1133
2018-12-17,1133
2018-12-18,1132
2018-12-19,1132
2018-12-20,1132
2018-12-21,1149
2018-12-22,1149
2018-12-23,1170
2018-12-24,1170
2018-12-25,1208
2018-12-26,1208
2018-12-27,1218
2018-12-28,1218
2018-12-29,1212
2018-12-30,1212
2018-12-31,1212
2019-01-01,1212
2019-01-02,1212
2019-01-03,1218
2019-01-04,1218
2019-01-05,1207
2019-01-06,1207
2019-01-08,1229
2019-01-10,1241
2019-01-11,1262
2019-01-12,1262
2019-01-13,1291
2019-01-14,1291
2019-01-15,1302
2019-01-16,1302
2019-01-17,1321
2019-01-18,1321
2019-01-19,1324
2019-01-20,1324
2019-01-21,1387
2019-01-22,1387
2019-01-23,1454
2019-01-24,1454
2019-01-25,1524
2019-01-26,1524
2019-01-27,1584
2019-01-28,1584
2019-01-29,1641
2019-01-30,1641
2019-01-31,1691
2019-02-01,1691
2019-02-02,1711
2019-02-03,1711
2019-02-04,1686
2019-02-05,1686
2019-02-06,1707
2019-02-07,1707
2019-02-08,1791
2019-02-09,1791
2019-02-10,1852
2019-02-11,1852
2019-02-12,1923
2019-02-13,1923
2019-02-14,2019
2019-02-15,2019
2019-02-16,2120
2019-02-17,2120
2019-02-18,2218
2019-02-19,2218
2019-02-20,2313
2019-02-21,2313
2019-02-22,2418
2019-02-23,2418
2019-02-24,2511
2019-02-25,2511
2019-02-26,2637
2019-02-27,2637
2019-02-28,2637
2019-03-01,2764
2019-03-02,2764
2019-03-03,2886
2019-03-04,2886
2019-03-05,2989
2019-03-06,2989
2019-03-07,3036
2019-03-08,3036
2019-03-09,3036
2019-03-10,3079
2019-03-11,3079
2019-03-12,3088
2019-03-13,3088
2019-03-14,3088
2019-03-15,3096
2019-03-16,3096
2019-03-17,3073
2019-03-18,3073
2019-03-19,3073
2019-03-20,3082
2019-03-21,3082
2019-03-22,3085
2019-03-23,3085
2019-03-24,3067
2019-03-25,3067
2019-03-26,3074
2019-03-27,3074
2019-03-28,3074
2019-03-29,3070
2019-03-30,3070
2019-03-31,3070
2019-04-01,3079
2019-04-02,3079
2019-04-03,3059
2019-04-04,3059
2019-04-05,3059
2019-04-06,3074
2019-04-07,3074
2019-04-08,3094
2019-04-09,3094
2019-04-10,3094
2019-04-11,3080
2019-04-12,2981
2019-04-13,2856
2019-04-14,2785
2019-04-15,2785
2019-04-16,2763
2019-04-17,2763
2019-04-18,2725
2019-04-19,2725
2019-04-20,2806
2019-04-21,2806
2019-04-22,2790
2019-04-23,2790
2019-04-24,2925
2019-04-25,2925
2019-04-26,3002
2019-04-27,3002
2019-04-28,3024
2019-04-29,3024
2019-04-30,3053
2019-05-01,3053
2019-05-02,3053
2019-05-03,3069
2019-05-04,3069
2019-05-05,3056
2019-05-06,3056
2019-05-07,3066
2019-05-08,3066
2019-05-09,3066
2019-05-10,3081
2019-05-11,3081
2019-05-12,3100
2019-05-13,3100
2019-05-14,3132
2019-05-15,3132
2019-05-16,3132
2019-05-17,3144
2019-05-18,3144
2019-05-19,3121
2019-05-20,3121
2019-05-21,3117
2019-05-22,3117
2019-05-23,3103
2019-05-24,3103
2019-05-25,3093
2019-05-26,3093
2019-05-27,3013
2019-05-28,3013
2019-05-29,3100
2019-05-30,3100
2019-05-31,3100
2019-06-01,3187
2019-06-02,3187
2019-06-03,3187
2019-06-04,3196
2019-06-05,3196
2019-06-06,3196
2019-06-07,3208
2019-06-08,3208
2019-06-09,3214
2019-06-10,3214
2019-06-11,3214
2019-06-12,3173
2019-06-13,3173
2019-06-14,3138
2019-06-15,3138
2019-06-16,3138
2019-06-17,3107
2019-06-18,3107
2019-06-19,3107
2019-06-20,3095
2019-06-21,3095
2019-06-22,3095
2019-06-23,3063
2019-06-24,3063
2019-06-25,3063
2019-06-26,3094
2019-06-27,3094
2019-06-28,3096
2019-06-29,3096
2019-06-30,3070
2019-07-01,3070
2019-07-02,3070
2019-07-03,3104
2019-07-04,3104
2019-07-05,3104
2019-07-06,3098
2019-07-07,3098
2019-07-08,3098
2019-07-09,3103
2019-07-10,3103
2019-07-11,3103
2019-07-12,3170
2019-07-13,3170
2019-07-14,3170
2019-07-15,3176
2019-07-16,3176
2019-07-17,3280
2019-07-18,3280
2019-07-19,3280
2019-07-20,3401
2019-07-21,3401
2019-07-22,3401
2019-07-23,3567
2019-07-24,3567
2019-07-25,3567
2019-07-26,3735
2019-07-27,3735
2019-07-28,3735
2019-07-29,3902
2019-07-30,3902
2019-07-31,3902
2019-08-01,3994
2019-08-02,3994
2019-08-03,3994
2019-08-04,4133
2019-08-05,4133
2019-08-06,4133
2019-08-07,4164
2019-08-08,4164
2019-08-09,4164
2019-08-10,4170
2019-08-11,4170
2019-08-12,4170
2019-08-13,4088
2019-08-14,4088
2019-08-15,4088
2019-08-16,4058
2019-08-17,4058
2019-08-18,4058
2019-08-19,4016
2019-08-20,4016
2019-08-21,4016
2019-08-22,3971
2019-08-23,3971
2019-08-24,3786
2019-08-24,3786
2019-08-25,3786
2019-08-25,3786
2019-08-26,3786
2019-08-26,3786
2019-08-27,3786
2019-08-27,3786
2019-08-28,3692
2019-08-29,3692
2019-08-30,3692
2019-08-31,3589
2019-09-01,3589
2019-09-02,3589
2019-09-03,3587
2019-09-04,3587
2019-09-05,3587
2019-09-06,3587
2019-09-07,3698
2019-09-08,3698
2019-09-09,3698
2019-09-10,3766
2019-09-11,3766
2019-09-12,3766
2019-09-13,3860
2019-09-14,3860
2019-09-15,3908
2019-09-16,3908
2019-09-17,4019
2019-09-18,4019
2019-09-19,4019
2019-09-20,4116
2019-09-21,4116
2019-09-22,4125
2019-09-23,4125
2019-09-24,4125
2019-09-25,4162
2019-09-26,4162
2019-09-27,4162
2019-09-28,4275
2019-09-29,4275
2019-09-30,4275
2019-10-01,4391
2019-10-02,4391
2019-10-03,4391
2019-10-04,4391
2019-10-05,4568
2019-10-06,4568
2019-10-07,4587
2019-10-08,4587
2019-10-09,4587
2019-10-10,4580
2019-10-11,4580
2019-10-12,4580
2019-10-13,4578
2019-10-14,4578
2019-10-15,4578
2019-10-16,4642
2019-10-17,4642
2019-10-18,4642
2019-10-19,4847
2019-10-20,4847
2019-10-21,4847
2019-10-22,4847
2019-10-23,4998
2019-10-24,4998
2019-10-25,4998
2019-10-26,5067
2019-10-27,5067
2019-10-28,5067
2019-10-29,5100
2019-10-30,5100
2019-10-31,5100
2019-11-01,5269
2019-11-02,5269
2019-11-03,5380
2019-11-04,5380
2019-11-05,5380
2019-11-06,5380
2019-11-07,5504
2019-11-08,5504
2019-11-09,5399
2019-11-10,5399
2019-11-11,5313
2019-11-12,5313
2019-11-13,5313
2019-11-14,5269
2019-11-15,5269
2019-11-16,5269
2019-11-17,5025
2019-11-18,5025
2019-11-19,5025
2019-11-20,4924
2019-11-21,4924
2019-11-22,4924
2019-11-23,4801
2019-11-24,4801
2019-11-25,4801
2019-11-26,4689
2019-11-27,4689
2019-11-28,4689
2019-11-29,4689
2019-11-30,4622
2019-12-01,4622
2019-12-02,4622
2019-12-03,4612
2019-12-04,4612
2019-12-05,4612
2019-12-06,4612
2019-12-07,4509
2019-12-08,4509
2019-12-09,4509
2019-12-10,4441
2019-12-11,4441
2019-12-12,4441
2019-12-13,4441
2019-12-14,4514
2019-12-15,4514
2019-12-16,4514
2019-12-17,4362
2019-12-18,4362
2019-12-19,4362
2019-12-20,4152
2019-12-21,4152
2019-12-22,3953
2019-12-23,3953
2019-12-24,3953
2019-12-25,3760
2019-12-26,3760
2019-12-27,3586
2019-12-28,3586
2019-12-29,3460
2019-12-30,3460
2019-12-31,3502
2020-01-01,3502
2020-01-02,3502
2020-01-03,3502
2020-01-04,3633
2020-01-05,3633
2020-01-06,3633
2020-01-07,3645
2020-01-08,3645
2020-01-09,3645
2020-01-10,3645
2020-01-11,3673
2020-01-12,3673
2020-01-13,3673
2020-01-14,3673
2020-01-15,3707
2020-01-16,3707
2020-01-17,3707
2020-01-18,3849
2020-01-19,3849
2020-01-20,3849
2020-01-21,3978
2020-01-22,3978
2020-01-23,3978
2020-01-24,4133
2020-01-25,4133
2020-01-26,4133
2020-01-27,4056
2020-01-28,4056
2020-01-29,4056
2020-01-30,4209
2020-01-31,4209
2020-02-01,4209
2020-02-02,4242
2020-02-03,4242
2020-02-04,4242
2020-02-05,4218
2020-02-06,4218
2020-02-07,4218
2020-02-08,4272
2020-02-09,4272
2020-02-10,4414
2020-02-11,4414
2020-02-12,4414
2020-02-13,4414
2020-02-14,4633
2020-02-15,4633
2020-02-16,4633
2020-02-17,4829
2020-02-18,4829
2020-02-19,4829
2020-02-20,4929
2020-02-21,4929
2020-02-22,4929
2020-02-23,4756
2020-02-24,4756
2020-02-25,4756
2020-02-26,4764
2020-02-27,4764
2020-02-28,4764
2020-02-29,4764
2020-03-01,4813
2020-03-02,4813
2020-03-03,4813
2020-03-04,4962
2020-03-05,4962
2020-03-06,4962
2020-03-07,5095
2020-03-08,5095
2020-03-09,5138
2020-03-10,5138
2020-03-11,5138
2020-03-12,5248
2020-03-13,5248
2020-03-14,5248
2020-03-15,5392
2020-03-16,5392
2020-03-17,5541
2020-03-18,5541
2020-03-19,5541
2020-03-20,5660
2020-03-21,5660
2020-03-22,5745
2020-03-23,5745
2020-03-24,5761
2020-03-25,5761
2020-03-26,5778
2020-03-27,5778
2020-03-28,5843
2020-03-29,5795
2020-03-30,5795
2020-03-31,5828
2020-04-01,5828
2020-04-02,5734
2020-04-03,5734
2020-04-04,5816
2020-04-05,5816
2020-04-06,5993
2020-04-07,5993
2020-04-08,6107
2020-04-09,6107
2020-04-10,6173
2020-04-11,6076
2020-04-12,6076
2020-04-13,5912
2020-04-14,5912
2020-04-15,5616
2020-04-16,5616
2020-04-17,5565
2020-04-18,5580
2020-04-19,5580
2020-04-20,5716
2020-04-21,5716
2020-04-22,5974
2020-04-23,5974
2020-04-24,6255
2020-04-25,6255
2020-04-26,6265
2020-04-27,6444
2020-04-28,6444
2020-04-29,6617
2020-04-30,6633
2020-05-01,6633
2020-05-02,6687
2020-05-03,6687
2020-05-04,6908
2020-05-05,6908
2020-05-06,7159
2020-05-07,7159
2020-05-08,7159
2020-05-09,7243
2020-05-10,7243
2020-05-11,7245
2020-05-12,7245
2020-05-13,7369
