date_obj,Bandos%20robe%20legs price
2019-03-21,67165
2019-03-22,67970
2019-03-23,67707
2019-03-24,67209
2019-03-25,67209
2019-03-26,67904
2019-03-27,67904
2019-03-28,69295
2019-03-29,70137
2019-03-30,70137
2019-03-31,70080
2019-04-01,70239
2019-04-02,71066
2019-04-03,72251
2019-04-04,72982
2019-04-05,73486
2019-04-06,73907
2019-04-07,73718
2019-04-08,74450
2019-04-09,74484
2019-04-10,74011
2019-04-11,72522
2019-04-12,72330
2019-04-13,74145
2019-04-14,75339
2019-04-15,72206
2019-04-16,68595
2019-04-17,65165
2019-04-18,61906
2019-04-19,58810
2019-04-20,55890
2019-04-21,53095
2019-04-22,50509
2019-04-23,48638
2019-04-24,47761
2019-04-25,46718
2019-04-26,47599
2019-04-27,48097
2019-04-28,49259
2019-04-29,49711
2019-04-30,51789
2019-05-01,52265
2019-05-02,53070
2019-05-03,55290
2019-05-04,55892
2019-05-05,56579
2019-05-06,57134
2019-05-07,57755
2019-05-08,60426
2019-05-09,62367
2019-05-10,62903
2019-05-11,62673
2019-05-12,64817
2019-05-13,67907
2019-05-14,71264
2019-05-15,73575
2019-05-16,75356
2019-05-17,76417
2019-05-18,77672
2019-05-19,81035
2019-05-20,83520
2019-05-21,85770
2019-05-22,84289
2019-05-23,83648
2019-05-24,86290
2019-05-25,90451
2019-05-26,94742
2019-05-27,99480
2019-05-28,103949
2019-05-29,109147
2019-05-30,114605
2019-05-31,119322
2019-06-01,123454
2019-06-02,126459
2019-06-03,128160
2019-06-04,130174
2019-06-05,130387
2019-06-06,130696
2019-06-07,129666
2019-06-08,127587
2019-06-09,126523
2019-06-10,126523
2019-06-11,123549
2019-06-12,119739
2019-06-13,115913
2019-06-14,111182
2019-06-15,107020
2019-06-16,105877
2019-06-17,106384
2019-06-18,106384
2019-06-19,105690
2019-06-20,101632
2019-06-21,97800
2019-06-22,95871
2019-06-23,94514
2019-06-24,93050
2019-06-25,93213
2019-06-26,93213
2019-06-27,92020
2019-06-28,92020
2019-06-29,89474
2019-06-30,88172
2019-07-01,88172
2019-07-02,86274
2019-07-03,84014
2019-07-04,84014
2019-07-05,82278
2019-07-06,79776
2019-07-07,79006
2019-07-08,77173
2019-07-09,77443
2019-07-10,76229
2019-07-11,76229
2019-07-12,75714
2019-07-13,75714
2019-07-14,75448
2019-07-15,75448
2019-07-16,75442
2019-07-17,76103
2019-07-18,76103
2019-07-19,75468
2019-07-20,78148
2019-07-21,81041
2019-07-22,82586
2019-07-23,81908
2019-07-24,81908
2019-07-25,81359
2019-07-26,81359
2019-07-27,78242
2019-07-28,77953
2019-07-29,77953
2019-07-30,77500
2019-07-31,77257
2019-08-01,77257
2019-08-02,77011
2019-08-03,76764
2019-08-04,76764
2019-08-05,77605
2019-08-06,77605
2019-08-07,77328
2019-08-08,77328
2019-08-09,77454
2019-08-10,77459
2019-08-11,77459
2019-08-12,75922
2019-08-13,75922
2019-08-14,75329
2019-08-15,75426
2019-08-16,75688
2019-08-17,75688
2019-08-18,74376
2019-08-19,73029
2019-08-20,73029
2019-08-21,70768
2019-08-22,68395
2019-08-23,68395
2019-08-24,68144
2019-08-24,68144
2019-08-25,68144
2019-08-25,68144
2019-08-26,67701
2019-08-27,67701
2019-08-27,67701
2019-08-28,69204
2019-08-29,69893
2019-08-30,69282
2019-08-31,69282
2019-09-01,69403
2019-09-02,69403
2019-09-03,67248
2019-09-04,66275
2019-09-05,66275
2019-09-06,65368
2019-09-07,64107
2019-09-08,63129
2019-09-09,63129
2019-09-10,61821
2019-09-11,59222
2019-09-12,59222
2019-09-13,57357
2019-09-14,57111
2019-09-15,56682
2019-09-16,56386
2019-09-17,55749
2019-09-18,54497
2019-09-19,54497
2019-09-20,53370
2019-09-21,52255
2019-09-22,51597
2019-09-23,50280
2019-09-24,50280
2019-09-25,49967
2019-09-26,49843
2019-09-27,49843
2019-09-28,52324
2019-09-29,52324
2019-09-30,54941
2019-10-01,57031
2019-10-02,57031
2019-10-03,59323
2019-10-04,59323
2019-10-05,61353
2019-10-06,62286
2019-10-07,62286
2019-10-08,64051
2019-10-09,64051
2019-10-10,65430
2019-10-11,65430
2019-10-12,65274
2019-10-13,62722
2019-10-14,59879
2019-10-15,59879
2019-10-16,59793
2019-10-17,59793
2019-10-18,59706
2019-10-19,59641
2019-10-20,59110
2019-10-21,59110
2019-10-22,59129
2019-10-23,57603
2019-10-24,56093
2019-10-25,56566
2019-10-26,56040
2019-10-27,56064
2019-10-28,55700
2019-10-29,55700
2019-10-30,55246
2019-10-31,56671
2019-11-01,57917
2019-11-02,57965
2019-11-03,58588
2019-11-04,59149
2019-11-05,59149
2019-11-06,60035
2019-11-07,61869
2019-11-08,62448
2019-11-09,62300
2019-11-10,60815
2019-11-11,60619
2019-11-12,60619
2019-11-13,60568
2019-11-14,60757
2019-11-15,60527
2019-11-16,60489
2019-11-17,60489
2019-11-18,60266
2019-11-19,60266
2019-11-20,60441
2019-11-21,60441
2019-11-22,61662
2019-11-23,62708
2019-11-24,63578
2019-11-25,63578
2019-11-26,64412
2019-11-27,64412
2019-11-28,63288
2019-11-29,63288
2019-11-30,63372
2019-12-01,63372
2019-12-02,62814
2019-12-03,62535
2019-12-04,65347
2019-12-05,65347
2019-12-06,67758
2019-12-07,68371
2019-12-08,68371
2019-12-09,69558
2019-12-10,72343
2019-12-11,72343
2019-12-12,74001
2019-12-13,74683
2019-12-14,75461
2019-12-15,77020
2019-12-16,79999
2019-12-17,82739
2019-12-18,82739
2019-12-19,84512
2019-12-20,86613
2019-12-21,88292
2019-12-22,88274
2019-12-23,89643
2019-12-24,90501
2019-12-25,90442
2019-12-26,90442
2019-12-27,91817
2019-12-28,92670
2019-12-29,92670
2019-12-30,93797
2019-12-31,95534
2020-01-01,97145
2020-01-02,96727
2020-01-03,96727
2020-01-04,95886
2020-01-05,95480
2020-01-06,94567
2020-01-07,95290
2020-01-08,95290
2020-01-09,97668
2020-01-10,99127
2020-01-11,100787
2020-01-12,102135
2020-01-13,102135
2020-01-14,104062
2020-01-15,103846
2020-01-16,101630
2020-01-17,97098
2020-01-18,94520
2020-01-19,92531
2020-01-20,92531
2020-01-21,90586
2020-01-22,87136
2020-01-23,83921
2020-01-24,84775
2020-01-25,84732
2020-01-26,83896
2020-01-27,83565
2020-01-28,83726
2020-01-29,84854
2020-01-30,84837
2020-01-31,84837
2020-02-01,84688
2020-02-02,84950
2020-02-03,84950
2020-02-04,85138
2020-02-05,85628
2020-02-06,86102
2020-02-07,86046
2020-02-08,85111
2020-02-09,85000
2020-02-10,84512
2020-02-11,84512
2020-02-12,84897
2020-02-13,84897
2020-02-14,85653
2020-02-15,85653
2020-02-16,84599
2020-02-17,83094
2020-02-18,81967
2020-02-19,81967
2020-02-20,82138
2020-02-21,82138
2020-02-22,82208
2020-02-23,82753
2020-02-24,84494
2020-02-25,86722
2020-02-26,88059
2020-02-27,88146
2020-02-28,87693
2020-02-29,87693
2020-03-01,87575
2020-03-02,88047
2020-03-03,88243
2020-03-04,88243
2020-03-05,88814
2020-03-06,89097
2020-03-07,89097
2020-03-08,89650
2020-03-09,89267
2020-03-10,89651
2020-03-11,90843
2020-03-12,89567
2020-03-13,89739
2020-03-14,90169
2020-03-15,90980
2020-03-16,91655
2020-03-17,92380
2020-03-18,93728
2020-03-19,93818
2020-03-20,93146
2020-03-21,93256
2020-03-22,93988
2020-03-23,93678
2020-03-24,94174
2020-03-25,95830
2020-03-26,98472
2020-03-27,96484
2020-03-28,98226
2020-03-29,97402
2020-03-30,96484
2020-03-31,95078
2020-04-01,94879
2020-04-02,90181
2020-04-03,90181
2020-04-04,86202
2020-04-05,82891
2020-04-06,81985
2020-04-07,82113
2020-04-08,82363
2020-04-09,83797
2020-04-10,85548
2020-04-11,86525
2020-04-12,87234
2020-04-13,86696
2020-04-14,86389
2020-04-15,86662
2020-04-16,87004
2020-04-17,86553
2020-04-18,87262
2020-04-19,86920
2020-04-20,86973
2020-04-21,85720
2020-04-22,86058
2020-04-23,85090
2020-04-24,84068
2020-04-25,82947
2020-04-26,81946
2020-04-27,81830
2020-04-28,83693
2020-04-29,85306
2020-04-30,87846
2020-05-01,88641
2020-05-02,90444
2020-05-03,92819
2020-05-04,93194
2020-05-05,92381
2020-05-06,92208
2020-05-07,90827
2020-05-08,89822
2020-05-09,88136
2020-05-10,89014
2020-05-11,89944
2020-05-12,91608
2020-05-13,88949
