date_obj,Tin%20ore price
2015-11-12,30
2015-11-13,32
2015-11-14,34
2015-11-15,36
2015-11-16,37
2015-11-17,38
2015-11-18,39
2015-11-19,41
2015-11-20,44
2015-11-21,44
2015-11-22,47
2015-11-23,47
2015-11-24,50
2015-11-25,52
2015-11-26,52
2015-11-27,54
2015-11-28,57
2015-11-29,60
2015-11-30,63
2015-12-01,67
2015-12-02,71
2015-12-03,74
2015-12-04,70
2015-12-05,66
2015-12-06,62
2015-12-07,58
2015-12-08,60
2015-12-09,57
2015-12-10,54
2015-12-11,51
2015-12-13,45
2015-12-14,42
2015-12-15,39
2015-12-16,37
2015-12-17,35
2015-12-18,34
2015-12-19,34
2015-12-20,35
2015-12-21,37
2015-12-22,39
2015-12-23,40
2015-12-24,39
2015-12-25,38
2015-12-26,39
2015-12-27,39
2015-12-28,38
2015-12-29,36
2015-12-30,35
2015-12-31,35
2016-01-01,35
2016-01-02,35
2016-01-03,34
2016-01-04,35
2016-01-05,36
2016-01-06,37
2016-01-07,37
2016-01-08,38
2016-01-09,37
2016-01-10,36
2016-01-11,35
2016-01-12,37
2016-01-13,38
2016-01-14,40
2016-01-15,42
2016-01-16,42
2016-01-17,42
2016-01-18,43
2016-01-19,43
2016-01-20,44
2016-01-21,46
2016-01-22,45
2016-01-23,44
2016-01-24,43
2016-01-25,43
2016-01-26,43
2016-01-27,42
2016-01-28,42
2016-01-29,41
2016-01-30,40
2016-01-31,40
2016-02-01,40
2016-02-02,40
2016-02-03,42
2016-02-04,44
2016-02-05,46
2016-02-06,44
2016-02-07,42
2016-02-08,43
2016-02-09,46
2016-02-10,49
2016-02-11,51
2016-02-12,54
2016-02-13,57
2016-02-14,60
2016-02-15,62
2016-02-16,65
2016-02-17,69
2016-02-18,73
2016-02-19,76
2016-02-20,73
2016-02-21,69
2016-02-22,65
2016-02-23,63
2016-02-24,63
2016-02-25,65
2016-02-26,68
2016-02-27,72
2016-02-28,76
2016-02-29,79
2016-03-01,83
2016-03-02,88
2016-03-03,93
2016-03-04,98
2016-03-05,102
2016-03-06,98
2016-03-07,93
2016-03-08,88
2016-03-09,83
2016-03-10,78
2016-03-11,74
2016-03-12,74
2016-03-13,71
2016-03-14,67
2016-03-15,63
2016-03-16,59
2016-03-17,57
2016-03-18,59
2016-03-19,61
2016-03-20,61
2016-03-21,63
2016-03-22,66
2016-03-23,66
2016-03-24,64
2016-03-25,64
2016-03-26,65
2016-03-27,61
2016-03-28,59
2016-03-29,61
2016-03-30,59
2016-03-31,59
2016-04-01,59
2016-04-02,62
2016-04-03,63
2016-04-04,61
2016-04-05,57
2016-04-06,56
2016-04-07,56
2016-04-08,57
2016-04-09,55
2016-04-10,54
2016-04-11,54
2016-04-12,57
2016-04-13,60
2016-04-14,63
2016-04-15,67
2016-04-16,70
2016-04-17,73
2016-04-18,75
2016-04-19,71
2016-04-20,74
2016-04-21,77
2016-04-22,78
2016-04-23,81
2016-04-24,81
2016-04-25,86
2016-04-26,91
2016-04-27,96
2016-04-28,101
2016-04-29,106
2016-04-30,111
2016-05-01,106
2016-05-02,102
2016-05-03,97
2016-05-04,94
2016-05-05,99
2016-05-06,104
2016-05-07,108
2016-05-08,107
2016-05-09,107
2016-05-10,110
2016-05-11,109
2016-05-12,109
2016-05-13,105
2016-05-14,99
2016-05-15,94
2016-05-16,89
2016-05-17,85
2016-05-18,83
2016-05-19,82
2016-05-22,87
2016-05-23,88
2016-05-24,87
2016-05-25,83
2016-05-26,78
2016-05-27,74
2016-05-28,70
2016-05-29,68
2016-05-30,66
2016-05-31,66
2016-06-01,67
2016-06-02,67
2016-06-03,67
2016-06-04,64
2016-06-05,60
2016-06-06,57
2016-06-07,55
2016-06-08,54
2016-06-09,54
2016-06-10,55
2016-06-11,54
2016-06-12,56
2016-06-13,58
2016-06-14,60
2016-06-15,61
2016-06-16,60
2016-06-17,58
2016-06-18,55
2016-06-19,54
2016-06-20,55
2016-06-21,56
2016-06-22,56
2016-06-23,56
2016-06-24,56
2016-06-25,55
2016-06-26,55
2016-06-27,55
2016-06-28,55
2016-06-29,55
2016-06-30,55
2016-07-01,55
2016-07-02,56
2016-07-03,56
2016-07-04,55
2016-07-05,55
2016-07-06,54
2016-07-07,53
2016-07-08,52
2016-07-09,52
2016-07-10,52
2016-07-11,50
2016-07-12,49
2016-07-13,48
2016-07-14,48
2016-07-15,49
2016-07-16,51
2016-07-17,53
2016-07-18,55
2016-07-24,57
2016-07-25,58
2016-07-26,58
2016-07-27,58
2016-07-28,60
2016-07-29,63
2016-07-30,62
2016-07-31,59
2016-08-01,59
2016-08-02,57
2016-08-03,55
2016-08-04,56
2016-08-05,57
2016-08-06,57
2016-08-07,54
2016-08-08,51
2016-08-09,51
2016-08-10,52
2016-08-11,53
2016-08-12,54
2016-08-13,54
2016-08-14,54
2016-08-15,53
2016-08-16,52
2016-08-17,52
2016-08-18,51
2016-08-19,52
2016-08-20,52
2016-08-21,52
2016-08-22,51
2016-08-23,49
2016-08-24,47
2016-08-25,45
2016-08-26,45
2016-08-28,40
2016-08-31,39
2016-09-01,38
2016-09-02,38
2016-09-03,36
2016-09-04,34
2016-09-05,32
2016-09-06,32
2016-09-07,32
2016-09-08,33
2016-09-09,32
2016-09-10,31
2016-09-11,31
2016-09-12,32
2016-09-13,34
2016-09-14,35
2016-09-15,36
2016-09-16,36
2016-09-17,36
2016-09-18,36
2016-09-19,35
2016-09-20,34
2016-09-21,33
2016-09-22,32
2016-09-23,32
2016-09-24,32
2016-09-25,33
2016-09-26,34
2016-09-27,35
2016-09-28,37
2016-09-29,39
2016-09-30,40
2016-10-01,40
2016-10-02,40
2016-10-03,40
2016-10-04,39
2016-10-05,38
2016-10-06,39
2016-10-07,41
2016-10-08,41
2016-10-09,40
2016-10-10,39
2016-10-11,39
2016-10-12,39
2016-10-13,38
2016-10-14,39
2016-10-15,39
2016-10-16,39
2016-10-17,38
2016-10-18,38
2016-10-19,37
2016-10-20,36
2016-10-21,35
2016-10-22,35
2016-10-23,34
2016-10-24,33
2016-10-25,32
2016-10-26,33
2016-10-27,35
2016-10-28,37
2016-10-29,39
2016-10-30,41
2016-10-31,40
2016-11-01,38
2016-11-02,36
2016-11-03,38
2016-11-04,40
2016-11-05,42
2016-11-06,43
2016-11-07,46
2016-11-08,45
2016-11-09,45
2016-11-10,46
2016-11-11,48
2016-11-12,49
2016-11-13,52
2016-11-14,55
2016-12-08,63
2016-12-09,59
2016-12-10,56
2016-12-11,53
2016-12-12,51
2016-12-13,53
2016-12-14,54
2016-12-15,55
2016-12-16,55
2016-12-17,53
2016-12-18,52
2016-12-19,50
2016-12-20,51
2016-12-21,54
2016-12-22,56
2016-12-23,58
2016-12-24,59
2016-12-25,58
2016-12-26,57
2016-12-27,58
2016-12-28,60
2016-12-29,60
2016-12-30,58
2016-12-31,57
2017-01-01,57
2017-01-02,56
2017-01-03,59
2017-01-04,60
2017-01-05,59
2017-01-06,57
2017-01-07,57
2017-01-08,55
2017-01-09,53
2017-01-10,50
2017-01-11,48
2017-01-12,50
2017-01-13,53
2017-01-14,54
2017-01-15,54
2017-01-16,53
2017-01-17,55
2017-01-18,56
2017-01-19,55
2017-01-20,55
2017-01-21,56
2017-01-22,56
2017-01-27,55
2017-01-28,56
2017-01-29,57
2017-01-30,58
2017-01-31,59
2017-02-01,60
2017-02-02,62
2017-02-03,63
2017-02-04,65
2017-02-05,62
2017-02-06,64
2017-02-07,62
2017-02-08,62
2017-02-09,64
2017-02-10,66
2017-02-11,70
2017-02-12,74
2017-02-13,78
2017-02-14,80
2017-02-15,84
2017-02-16,88
2017-02-18,89
2017-02-19,85
2017-02-20,81
2017-02-21,78
2017-02-22,76
2017-02-23,74
2017-02-24,72
2017-02-25,69
2017-02-26,67
2017-02-27,66
2017-02-28,65
2017-03-01,64
2017-03-02,64
2017-03-03,65
2017-03-04,67
2017-03-05,69
2017-03-06,69
2017-03-07,69
2017-03-08,66
2017-03-09,68
2017-03-10,70
2017-03-11,70
2017-03-12,67
2017-03-13,64
2017-03-14,60
2017-03-15,61
2017-03-16,64
2017-03-17,68
2017-03-18,70
2017-03-19,69
2017-03-20,70
2017-03-21,74
2017-03-22,78
2017-03-23,82
2017-03-24,87
2017-03-25,91
2017-03-26,90
2017-03-27,88
2017-03-28,86
2017-03-29,81
2017-03-30,76
2017-03-31,72
2017-04-01,69
2017-04-02,69
2017-04-03,68
2017-04-04,66
2017-04-12,58
2017-04-13,56
2017-04-14,54
2017-04-15,52
2017-04-16,50
2017-04-17,48
2017-04-18,45
2017-04-19,43
2017-04-20,43
2017-04-21,43
2017-04-22,40
2017-04-23,40
2017-04-24,42
2017-04-25,45
2017-04-26,48
2017-04-27,51
2017-04-28,53
2017-04-29,56
2017-04-30,55
2017-05-01,54
2017-05-02,51
2017-05-03,48
2017-05-04,46
2017-05-05,46
2017-05-06,46
2017-05-07,46
2017-05-08,47
2017-05-09,47
2017-05-10,48
2017-05-11,48
2017-05-12,46
2017-05-13,43
2017-05-14,40
2017-05-15,40
2017-05-16,40
2017-05-17,40
2017-05-18,40
2017-05-19,40
2017-05-20,41
2017-05-21,43
2017-05-22,44
2017-05-23,42
2017-05-24,41
2017-05-25,42
2017-05-26,42
2017-05-27,44
2017-05-28,44
2017-05-29,44
2017-05-30,45
2017-05-31,45
2017-06-01,44
2017-06-02,44
2017-06-03,46
2017-06-06,48
2017-06-07,48
2017-06-08,46
2017-06-09,46
2017-06-10,45
2017-06-11,43
2017-06-12,40
2017-06-13,38
2017-06-14,36
2017-06-15,35
2017-06-16,34
2017-06-17,33
2017-06-18,32
2017-06-19,32
2017-06-20,34
2017-06-21,34
2017-06-22,35
2017-06-23,35
2017-06-24,35
2017-06-25,34
2017-06-26,34
2017-06-27,34
2017-06-28,34
2017-06-29,33
2017-06-30,32
2017-07-01,30
2017-07-02,29
2017-07-03,30
2017-07-04,31
2017-07-05,33
2017-07-06,34
2017-07-07,35
2017-07-08,36
2017-07-13,35
2017-07-14,35
2017-07-15,36
2017-07-16,36
2017-07-17,35
2017-07-18,36
2017-07-19,36
2017-07-20,36
2017-07-21,36
2017-07-22,38
2017-07-23,39
2017-07-24,41
2017-07-25,42
2017-07-26,43
2017-07-27,46
2017-07-28,49
2017-07-29,49
2017-07-30,52
2017-07-31,52
2017-08-01,51
2017-08-02,51
2017-08-03,52
2017-08-04,55
2017-08-05,54
2017-08-06,51
2017-08-09,50
2017-08-10,50
2017-08-11,53
2017-08-12,55
2017-08-13,55
2017-08-14,56
2017-08-15,58
2017-08-16,61
2017-08-17,59
2017-08-18,59
2017-08-19,59
2017-08-20,58
2017-08-21,57
2017-08-22,55
2017-08-23,54
2017-08-24,54
2017-08-25,54
2017-08-26,53
2017-08-27,52
2017-08-28,49
2017-08-29,51
2017-08-30,51
2017-08-31,52
2017-09-01,54
2017-09-02,54
2017-09-03,56
2017-09-04,59
2017-09-05,58
2017-09-06,57
2017-09-07,57
2017-09-08,56
2017-09-09,55
2017-09-10,53
2017-09-11,51
2017-09-12,52
2017-09-13,51
2017-09-14,51
2017-09-15,49
2017-09-16,48
2017-09-17,49
2017-09-19,46
2017-09-20,46
2017-09-21,48
2017-09-22,47
2017-09-23,46
2017-09-24,45
2017-09-25,43
2017-09-26,44
2017-09-27,44
2017-09-28,44
2017-09-29,43
2017-09-30,41
2017-10-01,39
2017-10-02,40
2017-10-03,41
2017-10-04,44
2017-10-05,43
2017-10-06,42
2017-10-07,42
2017-10-08,40
2017-10-09,40
2017-10-10,42
2017-10-11,44
2017-10-12,44
2017-10-13,44
2017-10-14,43
2017-10-15,41
2017-10-16,40
2017-10-17,40
2017-10-18,40
2017-10-19,39
2017-10-20,38
2017-10-21,36
2017-10-22,37
2017-10-23,39
2017-10-24,41
2017-10-25,44
2017-10-26,45
2017-10-27,44
2017-10-28,43
2017-10-29,41
2017-10-30,44
2017-10-31,47
2017-11-01,48
2017-11-02,45
2017-11-03,43
2017-11-04,44
2017-11-05,44
2017-11-06,44
2017-11-07,46
2017-11-08,48
2017-11-09,51
2017-11-10,50
2017-11-11,49
2017-11-12,48
2017-11-13,47
2017-11-14,49
2017-11-15,48
2017-11-16,47
2017-11-17,45
2017-11-18,44
2017-11-19,43
2017-11-20,44
2017-11-21,42
2017-11-22,42
2017-11-23,43
2017-11-24,44
2017-11-25,45
2017-11-26,45
2017-11-27,45
2017-11-28,45
2017-11-29,46
2017-11-30,47
2017-12-01,47
2017-12-02,47
2017-12-03,47
2017-12-04,46
2017-12-05,47
2017-12-06,47
2017-12-07,48
2017-12-08,47
2017-12-09,48
2017-12-10,50
2017-12-11,52
2017-12-12,55
2017-12-13,58
2017-12-14,61
2017-12-15,63
2017-12-16,64
2017-12-17,65
2017-12-18,69
2017-12-19,71
2017-12-20,70
2017-12-21,69
2017-12-22,66
2017-12-23,63
2017-12-24,64
2017-12-25,62
2017-12-26,59
2017-12-27,59
2017-12-28,58
2017-12-29,59
2017-12-30,59
2017-12-31,57
2018-01-01,55
2018-01-02,57
2018-01-03,60
2018-01-04,63
2018-01-05,65
2018-01-06,64
2018-01-07,64
2018-01-08,62
2018-01-09,62
2018-01-10,62
2018-01-11,61
2018-01-12,60
2018-01-13,57
2018-01-14,54
2018-01-15,51
2018-01-16,48
2018-01-17,47
2018-01-18,45
2018-01-19,46
2018-01-20,48
2018-01-21,48
2018-01-22,49
2018-01-23,50
2018-01-24,53
2018-01-25,56
2018-01-26,58
2018-01-27,55
2018-01-28,52
2018-01-29,53
2018-01-30,54
2018-02-01,55
2018-02-02,57
2018-02-03,54
2018-02-04,51
2018-02-05,48
2018-02-06,45
2018-02-07,45
2018-02-08,46
2018-02-09,47
2018-02-10,45
2018-02-11,43
2018-02-12,44
2018-02-13,44
2018-02-14,46
2018-02-15,49
2018-02-16,48
2018-02-17,45
2018-02-18,43
2018-02-19,43
2018-02-20,45
2018-02-21,47
2018-02-22,48
2018-02-23,51
2018-02-24,53
2018-02-25,56
2018-02-26,57
2018-02-27,59
2018-02-28,62
2018-03-01,61
2018-03-02,60
2018-03-03,58
2018-03-04,56
2018-03-05,55
2018-03-06,57
2018-03-07,58
2018-03-08,59
2018-03-09,59
2018-03-10,57
2018-03-11,56
2018-03-12,56
2018-03-13,57
2018-03-14,59
2018-03-15,58
2018-03-16,57
2018-03-17,54
2018-03-18,51
2018-03-19,49
2018-03-20,49
2018-03-21,50
2018-03-23,48
2018-03-24,46
2018-03-26,45
2018-03-27,45
2018-03-28,46
2018-03-29,46
2018-03-30,43
2018-03-31,41
2018-04-01,40
2018-04-02,39
2018-04-03,39
2018-04-04,39
2018-04-05,39
2018-04-06,40
2018-04-08,43
2018-04-09,44
2018-04-10,45
2018-04-11,46
2018-04-12,45
2018-04-13,45
2018-04-14,45
2018-04-16,47
2018-04-17,46
2018-04-18,46
2018-04-19,46
2018-04-20,47
2018-04-21,48
2018-04-22,49
2018-04-23,49
2018-04-24,50
2018-04-25,50
2018-04-26,51
2018-04-27,49
2018-04-28,50
2018-04-29,52
2018-04-30,53
2018-05-02,58
2018-05-03,59
2018-05-04,57
2018-05-05,55
2018-05-06,56
2018-05-07,56
2018-05-08,57
2018-05-09,58
2018-05-10,58
2018-05-11,58
2018-05-12,58
2018-05-13,60
2018-05-14,61
2018-05-15,61
2018-05-16,63
2018-05-17,67
2018-05-18,66
2018-05-19,63
2018-05-20,63
2018-05-21,64
2018-05-22,68
2018-05-23,71
2018-05-24,73
2018-05-25,74
2018-05-26,71
2018-05-27,67
2018-05-28,64
2018-05-29,60
2018-05-30,57
2018-05-31,54
2018-06-01,51
2018-06-02,48
2018-06-03,47
2018-06-04,49
2018-06-05,52
2018-06-06,53
2018-06-07,53
2018-06-08,53
2018-06-09,52
2018-06-10,52
2018-06-11,52
2018-06-12,54
2018-06-13,54
2018-06-14,53
2018-06-15,52
2018-06-16,50
2018-06-17,49
2018-06-18,49
2018-06-19,51
2018-06-20,50
2018-06-21,50
2018-06-22,48
2018-06-23,48
2018-06-24,48
2018-06-25,48
2018-06-26,50
2018-06-27,52
2018-06-28,53
2018-06-29,54
2018-06-30,55
2018-07-01,55
2018-07-02,54
2018-07-03,54
2018-07-04,53
2018-07-05,53
2018-07-06,52
2018-07-07,52
2018-07-08,51
2018-07-09,50
2018-07-10,52
2018-07-11,50
2018-07-12,52
2018-07-13,54
2018-07-14,54
2018-07-15,56
2018-07-16,55
2018-07-17,52
2018-07-18,52
2018-07-19,51
2018-07-20,48
2018-07-21,45
2018-07-22,45
2018-07-23,47
2018-07-24,47
2018-07-25,48
2018-07-26,49
2018-07-27,49
2018-07-28,48
2018-07-29,47
2018-07-30,49
2018-07-31,50
2018-08-01,51
2018-08-02,52
2018-08-03,54
2018-08-04,55
2018-08-05,55
2018-08-06,56
2018-08-07,57
2018-08-08,55
2018-08-09,52
2018-08-10,51
2018-08-11,50
2018-08-12,49
2018-08-14,47
2018-08-16,47
2018-08-17,48
2018-08-18,50
2018-08-19,49
2018-08-20,48
2018-08-21,49
2018-08-22,46
2018-08-23,45
2018-08-24,44
2018-08-25,45
2018-08-26,46
2018-08-27,47
2018-08-28,47
2018-08-29,49
2018-08-30,50
2018-08-31,51
2018-09-01,52
2018-09-02,51
2018-09-03,51
2018-09-04,50
2018-09-05,48
2018-09-06,48
2018-09-07,46
2018-09-08,46
2018-09-09,46
2018-09-10,46
2018-09-11,48
2018-09-12,47
2018-09-13,46
2018-09-14,46
2018-09-15,48
2018-09-16,50
2018-09-17,50
2018-09-18,50
2018-09-19,49
2018-09-20,48
2018-09-21,47
2018-09-22,47
2018-09-23,47
2018-09-24,47
2018-09-25,47
2018-09-26,48
2018-09-27,47
2018-09-28,46
2018-09-29,45
2018-09-30,46
2018-10-02,48
2018-10-03,47
2018-10-04,48
2018-10-05,49
2018-10-06,49
2018-10-07,51
2018-10-08,52
2018-10-09,50
2018-10-10,50
2018-10-11,51
2018-10-12,52
2018-10-13,54
2018-10-14,55
2018-10-15,56
2018-10-16,55
2018-10-17,56
2018-10-18,57
2018-10-19,58
2018-10-20,58
2018-10-21,59
2018-10-22,61
2018-10-23,63
2018-10-24,67
2018-10-25,71
2018-10-26,74
2018-10-27,77
2018-10-28,77
2018-10-29,75
2018-10-30,74
2018-10-31,74
2018-11-01,74
2018-11-03,73
2018-11-04,72
2018-11-05,70
2018-11-06,68
2018-11-07,66
2018-11-08,64
2018-11-09,62
2018-11-10,60
2018-11-11,58
2018-11-12,57
2018-11-13,56
2018-11-14,55
2018-11-15,55
2018-11-16,57
2018-11-17,59
2018-11-18,60
2018-11-19,59
2018-11-20,57
2018-11-21,55
2018-11-22,54
2018-11-23,53
2018-11-24,54
2018-11-25,56
2018-11-26,56
2018-11-27,58
2018-11-28,60
2018-11-29,62
2018-12-01,60
2018-12-02,59
2018-12-03,57
2018-12-04,56
2018-12-05,56
2018-12-09,52
2018-12-10,51
2018-12-11,50
2018-12-12,49
2018-12-13,48
2018-12-14,49
2018-12-15,49
2018-12-16,49
2018-12-17,48
2018-12-18,47
2018-12-19,47
2018-12-20,47
2018-12-21,48
2018-12-22,48
2018-12-23,48
2018-12-24,47
2018-12-25,47
2018-12-26,46
2018-12-27,45
2018-12-28,46
2018-12-29,45
2018-12-30,45
2018-12-31,44
2019-01-01,42
2019-01-02,40
2019-01-03,38
2019-01-04,39
2019-01-05,40
2019-01-06,41
2019-01-08,43
2019-01-10,46
2019-01-11,45
2019-01-12,45
2019-01-13,44
2019-01-14,44
2019-01-15,44
2019-01-16,44
2019-01-17,45
2019-01-18,45
2019-01-19,46
2019-01-20,47
2019-01-21,46
2019-01-22,45
2019-01-23,44
2019-01-24,42
2019-01-25,42
2019-01-26,41
2019-01-27,41
2019-01-28,41
2019-01-29,40
2019-01-30,39
2019-01-31,38
2019-02-01,38
2019-02-02,40
2019-02-03,39
2019-02-04,38
2019-02-05,37
2019-02-06,38
2019-02-07,37
2019-02-08,36
2019-02-09,35
2019-02-10,35
2019-02-11,34
2019-02-12,35
2019-02-13,35
2019-02-14,35
2019-02-15,34
2019-02-16,34
2019-02-17,34
2019-02-18,34
2019-02-19,34
2019-02-20,33
2019-02-21,33
2019-02-22,32
2019-02-23,33
2019-02-24,32
2019-02-25,31
2019-02-26,31
2019-02-27,32
2019-02-28,31
2019-03-01,31
2019-03-02,31
2019-03-03,31
2019-03-04,32
2019-03-05,33
2019-03-06,35
2019-03-07,37
2019-03-08,39
2019-03-09,41
2019-03-10,43
2019-03-11,45
2019-03-12,46
2019-03-13,47
2019-03-14,47
2019-03-15,46
2019-03-16,48
2019-03-17,46
2019-03-18,46
2019-03-19,45
2019-03-20,45
2019-03-21,44
2019-03-22,44
2019-03-23,43
2019-03-24,42
2019-03-25,41
2019-03-26,41
2019-03-27,40
2019-03-28,40
2019-03-29,40
2019-03-30,39
2019-03-31,39
2019-04-01,39
2019-04-02,39
2019-04-03,38
2019-04-04,38
2019-04-05,37
2019-04-06,37
2019-04-07,37
2019-04-08,37
2019-04-09,38
2019-04-10,38
2019-04-11,39
2019-04-12,38
2019-04-13,39
2019-04-14,40
2019-04-15,38
2019-04-16,38
2019-04-17,37
2019-04-18,35
2019-04-19,33
2019-04-20,31
2019-04-21,29
2019-04-22,27
2019-04-23,26
2019-04-24,25
2019-04-25,25
2019-04-26,24
2019-04-27,24
2019-04-28,24
2019-04-29,25
2019-04-30,27
2019-05-01,27
2019-05-02,26
2019-05-03,27
2019-05-04,28
2019-05-05,30
2019-05-06,31
2019-05-07,32
2019-05-08,33
2019-05-09,34
2019-05-10,36
2019-05-11,37
2019-05-12,38
2019-05-13,38
2019-05-14,37
2019-05-15,36
2019-05-16,35
2019-05-17,35
2019-05-18,34
2019-05-19,33
2019-05-20,33
2019-05-21,32
2019-05-22,31
2019-05-23,30
2019-05-24,30
2019-05-25,29
2019-05-26,30
2019-05-27,30
2019-05-28,31
2019-05-29,31
2019-05-30,33
2019-05-31,35
2019-06-01,34
2019-06-02,34
2019-06-03,34
2019-06-04,34
2019-06-05,34
2019-06-06,36
2019-06-07,38
2019-06-08,40
2019-06-09,41
2019-06-10,44
2019-06-11,46
2019-06-12,46
2019-06-13,47
2019-06-14,46
2019-06-15,44
2019-06-16,43
2019-06-17,42
2019-06-18,40
2019-06-19,40
2019-06-20,39
2019-06-21,39
2019-06-22,40
2019-06-23,40
2019-06-24,40
2019-06-25,40
2019-06-26,41
2019-06-27,42
2019-06-28,42
2019-06-29,45
2019-06-30,47
2019-07-01,49
2019-07-02,50
2019-07-03,51
2019-07-04,53
2019-07-05,52
2019-07-06,51
2019-07-07,48
2019-07-08,47
2019-07-09,47
2019-07-10,45
2019-07-11,42
2019-07-12,42
2019-07-13,44
2019-07-14,44
2019-07-15,44
2019-07-16,44
2019-07-17,43
2019-07-18,42
2019-07-19,41
2019-07-20,39
2019-07-21,39
2019-07-22,40
2019-07-23,39
2019-07-24,39
2019-07-25,37
2019-07-26,36
2019-07-27,36
2019-07-28,36
2019-07-29,38
2019-07-30,38
2019-07-31,40
2019-08-01,42
2019-08-02,44
2019-08-03,45
2019-08-04,46
2019-08-05,45
2019-08-06,44
2019-08-07,43
2019-08-08,42
2019-08-09,43
2019-08-10,43
2019-08-11,42
2019-08-12,43
2019-08-13,46
2019-08-14,49
2019-08-15,52
2019-08-16,54
2019-08-17,55
2019-08-18,56
2019-08-19,57
2019-08-20,58
2019-08-21,59
2019-08-22,62
2019-08-23,64
2019-08-24,64
2019-08-24,64
2019-08-25,64
2019-08-25,64
2019-08-26,64
2019-08-26,64
2019-08-27,68
2019-08-27,68
2019-08-28,71
2019-08-29,74
2019-08-30,75
2019-08-31,78
2019-09-01,81
2019-09-02,83
2019-09-03,87
2019-09-04,86
2019-09-05,88
2019-09-06,90
