date_obj,Magic%20seed price
2019-03-31,138551
2019-04-01,138273
2019-04-02,137850
2019-04-03,136973
2019-04-04,137457
2019-04-05,136159
2019-04-06,133814
2019-04-07,133390
2019-04-08,133047
2019-04-09,134501
2019-04-10,135738
2019-04-11,135672
2019-04-12,135583
2019-04-13,135733
2019-04-14,132986
2019-04-15,134456
2019-04-16,134495
2019-04-17,133534
2019-04-18,133113
2019-04-19,132338
2019-04-20,130342
2019-04-21,129058
2019-04-22,127940
2019-04-23,128527
2019-04-24,129714
2019-04-25,129429
2019-04-26,129112
2019-04-27,128951
2019-04-28,128753
2019-04-29,128828
2019-04-30,129258
2019-05-01,129331
2019-05-02,130667
2019-05-03,131932
2019-05-04,131814
2019-05-05,131779
2019-05-06,131771
2019-05-07,131814
2019-05-08,131454
2019-05-09,131557
2019-05-10,132782
2019-05-11,133137
2019-05-12,133414
2019-05-13,133042
2019-05-14,131766
2019-05-15,131433
2019-05-16,130635
2019-05-17,129773
2019-05-18,128161
2019-05-19,127908
2019-05-20,127941
2019-05-21,127494
2019-05-22,127260
2019-05-23,128156
2019-05-24,126812
2019-05-25,123790
2019-05-26,124094
2019-05-27,124680
2019-05-28,124846
2019-05-29,125964
2019-05-30,125689
2019-05-31,125662
2019-06-01,124980
2019-06-02,124935
2019-06-03,123494
2019-06-04,121659
2019-06-05,121720
2019-06-06,121302
2019-06-07,120533
2019-06-08,121198
2019-06-09,121805
2019-06-10,123157
2019-06-11,123469
2019-06-12,123747
2019-06-13,123616
2019-06-14,122637
2019-06-15,120147
2019-06-16,121377
2019-06-17,121916
2019-06-18,121707
2019-06-19,120372
2019-06-20,119826
2019-06-21,119609
2019-06-22,119262
2019-06-23,118471
2019-06-24,117621
2019-06-25,116715
2019-06-26,115582
2019-06-27,115150
2019-06-28,115375
2019-06-29,115748
2019-06-30,116841
2019-07-01,117977
2019-07-02,119989
2019-07-03,121360
2019-07-04,120686
2019-07-05,118990
2019-07-06,118165
2019-07-07,117991
2019-07-08,117190
2019-07-09,116522
2019-07-10,115444
2019-07-11,114853
2019-07-12,114371
2019-07-13,113828
2019-07-14,114477
2019-07-15,115217
2019-07-16,115724
2019-07-17,115927
2019-07-18,116112
2019-07-19,115942
2019-07-20,115807
2019-07-21,115618
2019-07-22,115856
2019-07-23,115887
2019-07-24,114914
2019-07-25,114060
2019-07-26,112402
2019-07-27,110196
2019-07-28,109301
2019-07-29,110227
2019-07-30,111503
2019-07-31,111917
2019-08-01,111726
2019-08-02,110701
2019-08-03,109982
2019-08-04,110291
2019-08-05,111143
2019-08-06,112975
2019-08-07,114195
2019-08-08,115722
2019-08-09,117465
2019-08-10,118729
2019-08-11,119156
2019-08-12,120097
2019-08-13,121137
2019-08-14,121208
2019-08-15,121669
2019-08-16,122948
2019-08-17,121576
2019-08-18,119339
2019-08-19,118447
2019-08-20,117365
2019-08-21,115505
2019-08-22,114587
2019-08-23,116016
2019-08-24,116127
2019-08-24,116127
2019-08-25,118779
2019-08-25,118779
2019-08-26,122545
2019-08-26,122545
2019-08-27,125838
2019-08-27,125838
2019-08-28,127143
2019-08-29,127871
2019-08-30,129071
2019-08-31,129622
2019-09-01,133322
2019-09-02,135182
2019-09-03,133787
2019-09-04,133527
2019-09-05,134073
2019-09-06,137272
2019-09-07,139178
2019-09-08,141712
2019-09-09,146454
2019-09-10,152590
2019-09-11,158285
2019-09-12,159163
2019-09-13,161413
2019-09-14,158310
2019-09-15,155855
2019-09-16,157168
2019-09-17,153194
2019-09-18,150186
2019-09-19,145892
2019-09-20,142193
2019-09-21,138201
2019-09-22,135766
2019-09-23,133647
2019-09-24,133062
2019-09-25,133663
2019-09-26,138590
2019-09-27,143452
2019-09-28,141227
2019-09-29,140247
2019-09-30,142970
2019-10-01,141875
2019-10-02,142368
2019-10-03,142519
2019-10-04,142465
2019-10-05,141683
2019-10-06,143539
2019-10-07,146451
2019-10-08,149881
2019-10-09,147953
2019-10-10,147801
2019-10-11,147511
2019-10-12,145909
2019-10-13,143577
2019-10-14,142930
2019-10-15,141948
2019-10-16,142517
2019-10-17,141859
2019-10-18,140381
2019-10-19,139608
2019-10-20,138454
2019-10-21,139894
2019-10-22,139999
2019-10-23,140598
2019-10-24,143296
2019-10-25,143608
2019-10-26,142971
2019-10-27,141032
2019-10-28,140311
2019-10-29,140680
2019-10-30,141275
2019-10-31,141784
2019-11-01,142344
2019-11-02,143841
2019-11-03,144121
2019-11-04,144489
2019-11-05,145021
2019-11-06,145116
2019-11-07,145907
2019-11-08,147404
2019-11-09,152688
2019-11-10,153012
2019-11-11,152031
2019-11-12,151902
2019-11-13,151573
2019-11-14,151628
2019-11-15,151424
2019-11-16,150167
2019-11-17,149932
2019-11-18,150328
2019-11-19,148851
2019-11-20,148350
2019-11-21,148338
2019-11-22,147404
2019-11-23,146773
2019-11-24,143367
2019-11-25,140935
2019-11-26,140774
2019-11-27,141201
2019-11-28,141590
2019-11-29,142089
2019-11-30,140431
2019-12-01,140282
2019-12-02,140312
2019-12-03,140621
2019-12-04,141345
2019-12-05,141862
2019-12-06,142168
2019-12-07,141784
2019-12-08,141484
2019-12-09,142000
2019-12-10,142573
2019-12-11,142769
2019-12-12,142981
2019-12-13,142781
2019-12-14,140112
2019-12-15,139800
2019-12-16,140049
2019-12-17,140147
2019-12-18,137903
2019-12-19,137332
2019-12-20,135718
2019-12-21,130232
2019-12-22,128081
2019-12-23,126863
2019-12-24,124085
2019-12-25,125030
2019-12-26,122271
2019-12-27,118346
2019-12-28,118141
2019-12-29,118684
2019-12-30,120430
2019-12-31,125382
2020-01-01,130198
2020-01-02,136471
2020-01-03,139951
2020-01-04,140201
2020-01-05,139121
2020-01-06,137938
2020-01-07,137138
2020-01-08,137407
2020-01-09,138503
2020-01-10,139787
2020-01-11,139683
2020-01-12,137301
2020-01-13,138770
2020-01-14,141104
2020-01-15,143714
2020-01-16,143800
2020-01-17,143437
2020-01-18,141341
2020-01-19,138611
2020-01-20,138798
2020-01-21,139023
2020-01-22,139126
2020-01-23,137929
2020-01-24,137386
2020-01-25,134291
2020-01-26,135799
2020-01-27,136188
2020-01-28,135867
2020-01-29,136195
2020-01-30,136951
2020-01-31,136942
2020-02-01,137050
2020-02-02,136221
2020-02-03,135175
2020-02-04,133649
2020-02-05,131633
2020-02-06,126788
2020-02-07,124366
2020-02-08,124353
2020-02-09,126331
2020-02-10,127717
2020-02-11,128634
2020-02-12,128935
2020-02-13,129465
2020-02-14,127606
2020-02-15,125700
2020-02-16,125507
2020-02-17,125537
2020-02-18,125049
2020-02-19,124446
2020-02-20,123737
2020-02-21,123076
2020-02-22,122740
2020-02-23,121586
2020-02-24,121078
2020-02-25,120858
2020-02-26,119664
2020-02-27,119604
2020-02-28,120179
2020-02-29,118510
2020-03-01,117801
2020-03-02,117663
2020-03-03,117782
2020-03-04,118270
2020-03-05,119866
2020-03-06,121457
2020-03-07,122533
2020-03-08,122043
2020-03-09,121893
2020-03-10,122808
2020-03-11,122170
2020-03-12,121199
2020-03-13,119701
2020-03-14,119497
2020-03-15,119700
2020-03-16,118993
2020-03-17,117179
2020-03-18,116479
2020-03-19,116075
2020-03-20,115463
2020-03-21,114974
2020-03-22,115088
2020-03-23,115492
2020-03-24,116321
2020-03-25,117211
2020-03-26,118183
2020-03-27,117289
2020-03-28,114941
2020-03-29,115547
2020-03-30,115237
2020-03-31,115669
2020-04-01,115237
2020-04-02,114939
2020-04-03,114290
2020-04-04,114030
2020-04-05,114569
2020-04-06,115128
2020-04-07,116681
2020-04-08,118408
2020-04-09,118862
2020-04-10,119025
2020-04-11,118236
2020-04-12,115885
2020-04-13,114546
2020-04-14,114603
2020-04-15,116500
2020-04-16,119949
2020-04-17,122215
2020-04-18,124539
2020-04-19,126758
2020-04-20,130392
2020-04-21,131622
2020-04-22,134905
2020-04-23,135461
2020-04-24,133768
2020-04-25,130941
2020-04-26,127917
2020-04-27,124958
2020-04-28,125646
2020-04-29,124973
2020-04-30,125813
2020-05-01,125202
2020-05-02,125288
2020-05-03,124431
2020-05-04,124780
2020-05-05,125326
2020-05-06,127127
2020-05-07,131163
2020-05-08,132797
2020-05-09,131722
2020-05-10,132904
2020-05-11,134204
2020-05-12,136105
2020-05-13,138682
