date_obj,Magic%20longbow price
2015-10-30,1440
2015-10-31,1453
2015-11-01,1449
2015-11-02,1453
2015-11-03,1466
2015-11-04,1503
2015-11-05,1531
2015-11-06,1508
2015-11-07,1474
2015-11-08,1451
2015-11-09,1459
2015-11-10,1478
2015-11-11,1487
2015-11-12,1491
2015-11-13,1488
2015-11-14,1481
2015-11-15,1481
2015-11-16,1489
2015-11-17,1489
2015-11-18,1493
2015-11-19,1497
2015-11-20,1498
2015-11-21,1497
2015-11-22,1497
2015-11-23,1491
2015-11-24,1489
2015-11-25,1482
2015-11-26,1488
2015-11-27,1490
2015-11-28,1483
2015-11-29,1478
2015-11-30,1474
2015-12-01,1471
2015-12-02,1478
2015-12-03,1499
2015-12-04,1506
2015-12-05,1505
2015-12-06,1493
2015-12-07,1480
2015-12-08,1478
2015-12-09,1492
2015-12-10,1480
2015-12-11,1475
2015-12-12,1463
2015-12-13,1464
2015-12-14,1460
2015-12-15,1465
2015-12-16,1471
2015-12-17,1467
2015-12-18,1463
2015-12-19,1457
2015-12-20,1454
2015-12-21,1447
2015-12-22,1444
2015-12-23,1448
2015-12-24,1450
2015-12-25,1461
2015-12-26,1453
2015-12-27,1453
2015-12-28,1441
2015-12-29,1439
2015-12-30,1445
2015-12-31,1452
2016-01-01,1452
2016-01-02,1444
2016-01-03,1443
2016-01-04,1440
2016-01-05,1451
2016-01-06,1452
2016-01-07,1460
2016-01-08,1478
2016-01-09,1481
2016-01-10,1472
2016-01-11,1471
2016-01-12,1464
2016-01-13,1462
2016-01-14,1463
2016-01-15,1463
2016-01-16,1461
2016-01-17,1463
2016-01-18,1462
2016-01-19,1462
2016-01-20,1461
2016-01-21,1457
2016-01-22,1461
2016-01-23,1453
2016-01-24,1446
2016-01-25,1445
2016-01-26,1467
2016-01-27,1469
2016-01-28,1461
2016-01-29,1463
2016-01-30,1460
2016-01-31,1460
2016-02-01,1467
2016-02-02,1476
2016-02-03,1478
2016-02-04,1471
2016-02-05,1473
2016-02-06,1478
2016-02-07,1492
2016-02-08,1481
2016-02-09,1475
2016-02-10,1463
2016-02-11,1448
2016-02-12,1440
2016-02-13,1442
2016-02-14,1438
2016-02-15,1441
2016-02-16,1445
2016-02-17,1454
2016-02-18,1452
2016-02-19,1451
2016-02-20,1448
2016-02-21,1455
2016-02-22,1464
2016-02-23,1458
2016-02-24,1452
2016-02-25,1443
2016-02-26,1435
2016-02-27,1421
2016-02-28,1418
2016-02-29,1420
2016-03-01,1423
2016-03-02,1424
2016-03-03,1428
2016-03-04,1421
2016-03-05,1420
2016-03-06,1429
2016-03-07,1434
2016-03-08,1436
2016-03-09,1442
2016-03-10,1440
2016-03-11,1440
2016-03-12,1435
2016-03-13,1432
2016-03-14,1423
2016-03-15,1421
2016-03-16,1415
2016-03-17,1415
2016-03-18,1415
2016-03-19,1410
2016-03-20,1413
2016-03-21,1421
2016-03-22,1434
2016-03-23,1440
2016-03-24,1458
2016-03-25,1447
2016-03-26,1434
2016-03-27,1426
2016-03-28,1422
2016-03-29,1437
2016-03-30,1438
2016-03-31,1440
2016-04-01,1443
2016-04-02,1437
2016-04-03,1443
2016-04-04,1437
2016-04-05,1441
2016-04-06,1442
2016-04-07,1453
2016-04-08,1472
2016-04-09,1472
2016-04-10,1457
2016-04-11,1455
2016-04-12,1475
2016-04-13,1494
2016-04-14,1482
2016-04-15,1504
2016-04-16,1457
2016-04-17,1438
2016-04-18,1444
2016-04-19,1457
2016-04-20,1448
2016-04-21,1445
2016-04-22,1447
2016-04-23,1440
2016-04-24,1437
2016-04-25,1433
2016-04-26,1439
2016-04-27,1438
2016-04-28,1450
2016-04-29,1449
2016-04-30,1446
2016-05-01,1446
2016-05-02,1444
2016-05-03,1445
2016-05-04,1443
2016-05-05,1436
2016-05-06,1430
2016-05-07,1427
2016-05-08,1432
2016-05-09,1433
2016-05-10,1439
2016-05-11,1427
2016-05-12,1427
2016-05-13,1430
2016-05-14,1415
2016-05-15,1398
2016-05-16,1404
2016-05-17,1421
2016-05-18,1421
2016-05-19,1421
2016-05-22,1422
2016-05-23,1423
2016-05-24,1428
2016-05-25,1430
2016-05-26,1437
2016-05-27,1440
2016-05-28,1431
2016-05-29,1425
2016-05-30,1424
2016-05-31,1416
2016-06-01,1416
2016-06-02,1426
2016-06-03,1432
2016-06-04,1427
2016-06-05,1426
2016-06-06,1424
2016-06-07,1416
2016-06-08,1417
2016-06-09,1441
2016-06-10,1453
2016-06-11,1450
2016-06-12,1436
2016-06-13,1428
2016-06-14,1431
2016-06-15,1430
2016-06-16,1445
2016-06-17,1440
2016-06-18,1434
2016-06-19,1433
2016-06-20,1430
2016-06-21,1444
2016-06-22,1452
2016-06-23,1447
2016-06-24,1442
2016-06-25,1436
2016-06-26,1431
2016-06-27,1428
2016-06-28,1426
2016-06-29,1423
2016-06-30,1428
2016-07-01,1443
2016-07-02,1459
2016-07-03,1457
2016-07-04,1457
2016-07-05,1456
2016-07-06,1465
2016-07-07,1482
2016-07-08,1486
2016-07-09,1487
2016-07-10,1464
2016-07-11,1450
2016-07-12,1442
2016-07-13,1447
2016-07-14,1452
2016-07-15,1454
2016-07-16,1459
2016-07-17,1453
2016-07-18,1463
2016-07-23,1460
2016-07-24,1445
2016-07-25,1442
2016-07-26,1448
2016-07-27,1449
2016-07-28,1445
2016-07-29,1445
2016-07-30,1449
2016-07-31,1450
2016-08-01,1448
2016-08-02,1446
2016-08-03,1445
2016-08-04,1444
2016-08-05,1448
2016-08-06,1453
2016-08-07,1452
2016-08-08,1446
2016-08-09,1442
2016-08-10,1438
2016-08-11,1427
2016-08-12,1424
2016-08-13,1420
2016-08-14,1429
2016-08-15,1433
2016-08-16,1430
2016-08-17,1428
2016-08-18,1426
2016-08-19,1425
2016-08-20,1427
2016-08-21,1425
2016-08-22,1428
2016-08-23,1448
2016-08-24,1447
2016-08-25,1452
2016-08-26,1443
2016-08-28,1436
2016-08-31,1440
2016-09-01,1451
2016-09-02,1437
2016-09-03,1441
2016-09-04,1450
2016-09-05,1445
2016-09-06,1445
2016-09-07,1440
2016-09-08,1455
2016-09-09,1461
2016-09-10,1444
2016-09-11,1453
2016-09-12,1460
2016-09-13,1458
2016-09-14,1453
2016-09-15,1442
2016-09-16,1436
2016-09-17,1425
2016-09-18,1424
2016-09-19,1421
2016-09-20,1417
2016-09-21,1421
2016-09-22,1414
2016-09-23,1422
2016-09-24,1418
2016-09-25,1413
2016-09-26,1413
2016-09-27,1416
2016-09-28,1408
2016-09-29,1403
2016-09-30,1403
2016-10-01,1400
2016-10-02,1392
2016-10-03,1390
2016-10-04,1399
2016-10-05,1418
2016-10-06,1431
2016-10-07,1436
2016-10-08,1428
2016-10-09,1414
2016-10-10,1409
2016-10-11,1399
2016-10-12,1407
2016-10-13,1415
2016-10-14,1418
2016-10-15,1418
2016-10-16,1412
2016-10-17,1416
2016-10-18,1416
2016-10-19,1418
2016-10-20,1421
2016-10-21,1426
2016-10-22,1431
2016-10-23,1440
2016-10-24,1432
2016-10-25,1429
2016-10-26,1431
2016-10-27,1423
2016-10-28,1419
2016-10-29,1410
2016-10-30,1408
2016-10-31,1414
2016-11-01,1416
2016-11-02,1424
2016-11-03,1421
2016-11-04,1428
2016-11-05,1426
2016-11-06,1423
2016-11-07,1424
2016-11-08,1425
2016-11-09,1425
2016-11-10,1426
2016-11-11,1427
2016-11-12,1419
2016-11-13,1419
2016-11-14,1418
2016-12-07,1412
2016-12-08,1415
2016-12-09,1412
2016-12-10,1416
2016-12-11,1419
2016-12-12,1426
2016-12-13,1426
2016-12-14,1427
2016-12-15,1432
2016-12-16,1439
2016-12-17,1430
2016-12-18,1425
2016-12-19,1423
2016-12-20,1420
2016-12-21,1419
2016-12-22,1422
2016-12-23,1420
2016-12-24,1419
2016-12-25,1416
2016-12-26,1412
2016-12-27,1396
2016-12-28,1393
2016-12-29,1396
2016-12-30,1400
2016-12-31,1402
2017-01-01,1402
2017-01-02,1400
2017-01-03,1400
2017-01-04,1393
2017-01-05,1386
2017-01-06,1388
2017-01-07,1395
2017-01-08,1399
2017-01-09,1408
2017-01-10,1417
2017-01-11,1416
2017-01-12,1425
2017-01-13,1437
2017-01-14,1430
2017-01-15,1428
2017-01-16,1428
2017-01-17,1432
2017-01-18,1436
2017-01-19,1439
2017-01-20,1436
2017-01-21,1429
2017-01-22,1416
2017-01-27,1400
2017-01-28,1384
2017-01-29,1391
2017-01-30,1399
2017-01-31,1399
2017-02-01,1399
2017-02-02,1401
2017-02-03,1403
2017-02-04,1394
2017-02-05,1394
2017-02-06,1394
2017-02-07,1398
2017-02-08,1398
2017-02-09,1396
2017-02-10,1398
2017-02-11,1389
2017-02-12,1387
2017-02-13,1386
2017-02-14,1391
2017-02-15,1395
2017-02-16,1394
2017-02-18,1395
2017-02-19,1395
2017-02-20,1397
2017-02-21,1396
2017-02-22,1391
2017-02-23,1375
2017-02-24,1367
2017-02-25,1378
2017-02-26,1381
2017-02-27,1382
2017-02-28,1391
2017-03-01,1400
2017-03-02,1402
2017-03-03,1394
2017-03-04,1391
2017-03-05,1392
2017-03-06,1393
2017-03-07,1400
2017-03-08,1404
2017-03-09,1403
2017-03-10,1398
2017-03-11,1398
2017-03-12,1396
2017-03-13,1395
2017-03-14,1396
2017-03-15,1395
2017-03-16,1396
2017-03-17,1399
2017-03-18,1394
2017-03-19,1392
2017-03-20,1392
2017-03-21,1394
2017-03-22,1399
2017-03-23,1404
2017-03-24,1409
2017-03-25,1403
2017-03-26,1404
2017-03-27,1406
2017-03-28,1408
2017-03-29,1409
2017-03-30,1409
2017-03-31,1415
2017-04-01,1412
2017-04-02,1405
2017-04-03,1401
2017-04-04,1400
2017-04-12,1410
2017-04-13,1423
2017-04-14,1436
2017-04-15,1427
2017-04-16,1421
2017-04-17,1418
2017-04-18,1419
2017-04-19,1420
2017-04-20,1417
2017-04-21,1416
2017-04-22,1412
2017-04-23,1403
2017-04-24,1398
2017-04-25,1402
2017-04-26,1407
2017-04-27,1417
2017-04-28,1427
2017-04-29,1422
2017-04-30,1406
2017-05-01,1401
2017-05-02,1404
2017-05-03,1405
2017-05-04,1403
2017-05-05,1404
2017-05-06,1398
2017-05-07,1398
2017-05-08,1400
2017-05-09,1399
2017-05-10,1398
2017-05-11,1397
2017-05-12,1393
2017-05-13,1387
2017-05-14,1383
2017-05-15,1385
2017-05-16,1388
2017-05-17,1391
2017-05-18,1392
2017-05-19,1393
2017-05-20,1393
2017-05-21,1395
2017-05-22,1391
2017-05-23,1393
2017-05-24,1399
2017-05-25,1395
2017-05-26,1389
2017-05-27,1390
2017-05-28,1379
2017-05-29,1388
2017-05-30,1395
2017-05-31,1407
2017-06-01,1415
2017-06-02,1407
2017-06-03,1403
2017-06-06,1398
2017-06-07,1401
2017-06-08,1400
2017-06-09,1399
2017-06-10,1392
2017-06-11,1388
2017-06-12,1382
2017-06-13,1393
2017-06-14,1392
2017-06-15,1397
2017-06-16,1399
2017-06-17,1411
2017-06-18,1406
2017-06-19,1399
2017-06-20,1405
2017-06-21,1401
2017-06-22,1415
2017-06-23,1426
2017-06-24,1416
2017-06-25,1407
2017-06-26,1413
2017-06-27,1413
2017-06-28,1408
2017-06-29,1412
2017-06-30,1419
2017-07-01,1414
2017-07-02,1413
2017-07-03,1409
2017-07-04,1399
2017-07-05,1402
2017-07-06,1404
2017-07-07,1408
2017-07-08,1405
2017-07-13,1400
2017-07-14,1403
2017-07-15,1405
2017-07-16,1407
2017-07-17,1413
2017-07-18,1422
2017-07-19,1426
2017-07-20,1426
2017-07-21,1433
2017-07-22,1424
2017-07-23,1422
2017-07-24,1419
2017-07-25,1417
2017-07-26,1428
2017-07-27,1426
2017-07-28,1422
2017-07-29,1418
2017-07-30,1413
2017-07-31,1409
2017-08-01,1410
2017-08-02,1416
2017-08-03,1419
2017-08-04,1416
2017-08-05,1407
2017-08-06,1404
2017-08-09,1404
2017-08-10,1415
2017-08-11,1422
2017-08-12,1410
2017-08-13,1400
2017-08-14,1398
2017-08-15,1403
2017-08-16,1411
2017-08-17,1423
2017-08-18,1413
2017-08-19,1412
2017-08-20,1412
2017-08-21,1407
2017-08-22,1411
2017-08-23,1411
2017-08-24,1408
2017-08-25,1402
2017-08-26,1394
2017-08-27,1381
2017-08-28,1377
2017-08-29,1384
2017-08-30,1391
2017-08-31,1391
2017-09-01,1389
2017-09-02,1387
2017-09-03,1385
2017-09-04,1387
2017-09-05,1389
2017-09-06,1389
2017-09-07,1392
2017-09-08,1394
2017-09-09,1393
2017-09-10,1390
2017-09-11,1391
2017-09-12,1391
2017-09-13,1392
2017-09-14,1391
2017-09-15,1388
2017-09-16,1388
2017-09-17,1390
2017-09-19,1391
2017-09-20,1392
2017-09-21,1402
2017-09-22,1398
2017-09-23,1397
2017-09-24,1395
2017-09-25,1384
2017-09-26,1386
2017-09-27,1385
2017-09-28,1386
2017-09-29,1385
2017-09-30,1384
2017-10-01,1381
2017-10-02,1386
2017-10-03,1389
2017-10-04,1389
2017-10-05,1389
2017-10-06,1390
2017-10-07,1392
2017-10-08,1400
2017-10-09,1401
2017-10-10,1403
2017-10-11,1396
2017-10-12,1393
2017-10-13,1395
2017-10-14,1398
2017-10-15,1398
2017-10-16,1404
2017-10-17,1398
2017-10-18,1399
2017-10-19,1394
2017-10-20,1393
2017-10-21,1390
2017-10-22,1385
2017-10-23,1381
2017-10-24,1379
2017-10-25,1379
2017-10-26,1382
2017-10-27,1383
2017-10-28,1383
2017-10-29,1382
2017-10-30,1370
2017-10-31,1377
2017-11-01,1383
2017-11-02,1387
2017-11-03,1387
2017-11-04,1387
2017-11-05,1384
2017-11-06,1385
2017-11-07,1386
2017-11-08,1387
2017-11-09,1391
2017-11-10,1392
2017-11-11,1389
2017-11-12,1386
2017-11-13,1385
2017-11-14,1382
2017-11-15,1377
2017-11-16,1376
2017-11-17,1377
2017-11-18,1378
2017-11-19,1378
2017-11-20,1379
2017-11-21,1382
2017-11-22,1382
2017-11-23,1381
2017-11-24,1387
2017-11-25,1390
2017-11-26,1387
2017-11-27,1394
2017-11-28,1390
2017-11-29,1390
2017-11-30,1396
2017-12-01,1391
2017-12-02,1391
2017-12-03,1392
2017-12-04,1390
2017-12-05,1389
2017-12-06,1388
2017-12-07,1387
2017-12-08,1386
2017-12-09,1384
2017-12-10,1381
2017-12-11,1384
2017-12-12,1383
2017-12-14,1386
2017-12-15,1385
2017-12-16,1378
2017-12-17,1371
2017-12-18,1375
2017-12-19,1376
2017-12-20,1359
2017-12-21,1363
2017-12-22,1368
2017-12-23,1374
2017-12-24,1379
2017-12-25,1383
2017-12-26,1388
2017-12-27,1384
2017-12-28,1381
2017-12-29,1380
2017-12-30,1368
2017-12-31,1356
2018-01-01,1348
2018-01-02,1352
2018-01-03,1352
2018-01-04,1347
2018-01-05,1346
2018-01-06,1355
2018-01-07,1365
2018-01-08,1372
2018-01-09,1375
2018-01-10,1376
2018-01-11,1378
2018-01-12,1374
2018-01-13,1363
2018-01-14,1346
2018-01-15,1347
2018-01-16,1353
2018-01-17,1362
2018-01-18,1374
2018-01-19,1374
2018-01-20,1373
2018-01-21,1368
2018-01-22,1377
2018-01-23,1396
2018-01-25,1397
2018-01-26,1398
2018-01-27,1397
2018-01-28,1391
2018-01-29,1390
2018-01-31,1402
2018-02-01,1411
2018-02-02,1408
2018-02-03,1391
2018-02-04,1380
2018-02-05,1383
2018-02-06,1388
2018-02-07,1387
2018-02-08,1382
2018-02-09,1380
2018-02-10,1379
2018-02-11,1372
2018-02-12,1370
2018-02-13,1365
2018-02-14,1358
2018-02-15,1357
2018-02-16,1348
2018-02-17,1355
2018-02-18,1355
2018-02-19,1363
2018-02-20,1372
2018-02-21,1380
2018-02-22,1394
2018-02-23,1402
2018-02-24,1389
2018-02-25,1387
2018-02-26,1386
2018-02-27,1376
2018-02-28,1379
2018-03-01,1377
2018-03-02,1376
2018-03-03,1375
2018-03-04,1375
2018-03-05,1375
2018-03-06,1376
2018-03-07,1377
2018-03-08,1383
2018-03-09,1389
2018-03-10,1385
2018-03-11,1380
2018-03-12,1379
2018-03-13,1375
2018-03-14,1367
2018-03-15,1366
2018-03-16,1371
2018-03-17,1367
2018-03-18,1369
2018-03-19,1370
2018-03-20,1369
2018-03-21,1382
2018-03-23,1383
2018-03-24,1377
2018-03-26,1368
2018-03-27,1369
2018-03-28,1371
2018-03-29,1377
2018-03-30,1372
2018-03-31,1368
2018-04-01,1368
2018-04-02,1368
2018-04-03,1377
2018-04-04,1374
2018-04-05,1371
2018-04-06,1371
2018-04-07,1368
2018-04-08,1367
2018-04-09,1369
2018-04-10,1379
2018-04-11,1386
2018-04-12,1378
2018-04-13,1375
2018-04-14,1377
2018-04-15,1374
2018-04-16,1374
2018-04-17,1380
2018-04-18,1385
2018-04-19,1384
2018-04-20,1377
2018-04-21,1374
2018-04-22,1370
2018-04-23,1360
2018-04-24,1360
2018-04-25,1367
2018-04-26,1375
2018-04-27,1371
2018-04-28,1371
2018-04-29,1366
2018-04-30,1370
2018-05-01,1372
2018-05-04,1376
2018-05-05,1385
2018-05-06,1380
2018-05-07,1378
2018-05-08,1377
2018-05-09,1370
2018-05-10,1362
2018-05-11,1363
2018-05-12,1369
2018-05-13,1367
2018-05-14,1369
2018-05-15,1368
2018-05-16,1366
2018-05-17,1368
2018-05-18,1366
2018-05-19,1364
2018-05-20,1367
2018-05-21,1372
2018-05-22,1372
2018-05-23,1372
2018-05-24,1371
2018-05-25,1371
2018-05-26,1366
2018-05-27,1365
2018-05-28,1364
2018-05-29,1369
2018-05-30,1368
2018-05-31,1368
2018-06-01,1371
2018-06-02,1374
2018-06-03,1377
2018-06-04,1375
2018-06-05,1380
2018-06-06,1382
2018-06-07,1378
2018-06-08,1372
2018-06-09,1364
2018-06-10,1359
2018-06-11,1357
2018-06-12,1357
2018-06-13,1356
2018-06-14,1362
2018-06-15,1375
2018-06-16,1372
2018-06-17,1374
2018-06-18,1380
2018-06-19,1382
2018-06-20,1384
2018-06-21,1387
2018-06-22,1388
2018-06-23,1384
2018-06-24,1367
2018-06-25,1355
2018-06-26,1359
2018-06-27,1366
2018-06-28,1371
2018-06-29,1381
2018-06-30,1387
2018-07-01,1383
2018-07-02,1375
2018-07-03,1368
2018-07-04,1370
2018-07-05,1375
2018-07-06,1382
2018-07-07,1379
2018-07-08,1371
2018-07-09,1367
2018-07-10,1365
2018-07-11,1368
2018-07-12,1375
2018-07-13,1383
2018-07-14,1390
2018-07-15,1385
2018-07-16,1378
2018-07-17,1376
2018-07-18,1380
2018-07-19,1387
2018-07-20,1386
2018-07-21,1378
2018-07-22,1376
2018-07-23,1384
2018-07-24,1391
2018-07-25,1385
2018-07-26,1389
2018-07-27,1390
2018-07-28,1375
2018-07-29,1370
2018-07-30,1371
2018-07-31,1373
2018-08-01,1375
2018-08-02,1373
2018-08-03,1366
2018-08-04,1366
2018-08-05,1366
2018-08-06,1371
2018-08-07,1363
2018-08-08,1358
2018-08-09,1360
2018-08-10,1365
2018-08-11,1359
2018-08-12,1347
2018-08-14,1345
2018-08-16,1338
2018-08-17,1335
2018-08-18,1336
2018-08-19,1343
2018-08-20,1361
2018-08-21,1363
2018-08-22,1363
2018-08-23,1378
2018-08-24,1370
2018-08-25,1363
2018-08-26,1357
2018-08-27,1349
2018-08-28,1346
2018-08-29,1353
2018-08-30,1353
2018-08-31,1355
2018-09-01,1361
2018-09-02,1362
2018-09-03,1377
2018-09-04,1394
2018-09-05,1398
2018-09-06,1398
2018-09-07,1388
2018-09-08,1361
2018-09-09,1354
2018-09-10,1356
2018-09-11,1358
2018-09-12,1365
2018-09-13,1377
2018-09-14,1390
2018-09-15,1373
2018-09-16,1365
2018-09-17,1363
2018-09-18,1362
2018-09-19,1361
2018-09-20,1364
2018-09-21,1369
2018-09-22,1383
2018-09-23,1378
2018-09-24,1373
2018-09-25,1374
2018-09-26,1391
2018-09-27,1386
2018-09-28,1384
2018-09-29,1378
2018-09-30,1370
2018-10-02,1365
2018-10-03,1364
2018-10-04,1363
2018-10-05,1360
2018-10-06,1350
2018-10-07,1341
2018-10-08,1344
2018-10-09,1352
2018-10-10,1357
2018-10-11,1364
2018-10-12,1370
2018-10-13,1372
2018-10-14,1364
2018-10-15,1362
2018-10-16,1363
2018-10-17,1364
2018-10-18,1366
2018-10-19,1365
2018-10-20,1368
2018-10-21,1366
2018-10-22,1365
2018-10-23,1363
2018-10-24,1375
2018-10-25,1377
2018-10-26,1381
2018-10-27,1379
2018-10-28,1372
2018-10-29,1374
2018-10-30,1373
2018-10-31,1366
2018-11-01,1362
2018-11-03,1356
2018-11-04,1349
2018-11-05,1348
2018-11-06,1350
2018-11-07,1352
2018-11-08,1354
2018-11-09,1353
2018-11-10,1345
2018-11-11,1339
2018-11-12,1326
2018-11-13,1317
2018-11-14,1316
2018-11-15,1313
2018-11-16,1313
2018-11-17,1315
2018-11-18,1319
2018-11-19,1322
2018-11-20,1319
2018-11-21,1317
2018-11-22,1318
2018-11-23,1314
2018-11-24,1318
2018-11-25,1324
2018-11-26,1337
2018-11-27,1341
2018-11-28,1345
2018-11-29,1348
2018-12-01,1342
2018-12-02,1339
2018-12-03,1337
2018-12-04,1335
2018-12-05,1332
2018-12-07,1332
2018-12-09,1337
2018-12-10,1346
2018-12-11,1349
2018-12-12,1347
2018-12-13,1346
2018-12-14,1345
2018-12-15,1344
2018-12-16,1341
2018-12-17,1339
2018-12-18,1335
2018-12-19,1338
2018-12-20,1340
2018-12-21,1352
2018-12-22,1358
2018-12-23,1360
2018-12-24,1362
2018-12-25,1359
2018-12-26,1348
2018-12-27,1341
2018-12-28,1337
2018-12-29,1329
2018-12-30,1319
2018-12-31,1311
2019-01-01,1302
2019-01-02,1301
2019-01-03,1307
2019-01-04,1315
2019-01-05,1317
2019-01-06,1320
2019-01-08,1326
2019-01-10,1337
2019-01-11,1340
2019-01-12,1347
2019-01-13,1337
2019-01-14,1336
2019-01-15,1334
2019-01-16,1330
2019-01-17,1321
2019-01-18,1314
2019-01-19,1312
2019-01-20,1314
2019-01-21,1313
2019-01-22,1316
2019-01-23,1318
2019-01-24,1316
2019-01-25,1314
2019-01-26,1315
2019-01-27,1315
2019-01-28,1320
2019-01-29,1340
2019-01-30,1344
2019-01-31,1343
2019-02-01,1346
2019-02-02,1345
2019-02-03,1341
2019-02-04,1344
2019-02-05,1347
2019-02-06,1344
2019-02-07,1345
2019-02-08,1345
2019-02-09,1343
2019-02-10,1341
2019-02-11,1344
2019-02-12,1342
2019-02-13,1356
2019-02-14,1352
2019-02-15,1351
2019-02-16,1345
2019-02-17,1343
2019-02-18,1343
2019-02-19,1350
2019-02-20,1353
2019-02-21,1362
2019-02-22,1360
2019-02-23,1361
2019-02-24,1352
2019-02-25,1351
2019-02-26,1359
2019-02-27,1370
2019-02-28,1356
2019-03-01,1365
2019-03-02,1371
2019-03-03,1366
2019-03-04,1365
2019-03-05,1368
2019-03-06,1371
2019-03-07,1364
2019-03-08,1358
2019-03-09,1353
2019-03-10,1343
2019-03-11,1334
2019-03-12,1331
2019-03-13,1329
2019-03-14,1331
2019-03-15,1334
2019-03-16,1342
2019-03-17,1345
2019-03-18,1349
2019-03-19,1353
2019-03-20,1347
2019-03-21,1344
2019-03-22,1340
2019-03-23,1339
2019-03-24,1339
2019-03-25,1340
2019-03-26,1344
2019-03-27,1341
2019-03-28,1345
2019-03-29,1342
2019-03-30,1336
2019-03-31,1330
2019-04-01,1328
2019-04-02,1323
2019-04-03,1323
2019-04-04,1327
2019-04-05,1329
