date_obj,Volcanic%20whip%20mix price
2015-12-04,153740
2015-12-05,156501
2015-12-06,156878
2015-12-07,156878
2015-12-08,159547
2015-12-09,161563
2015-12-10,161563
2015-12-11,161313
2015-12-13,154845
2015-12-14,154845
2015-12-15,149974
2015-12-16,149974
2015-12-17,150285
2015-12-18,150285
2015-12-19,146148
2015-12-20,148601
2015-12-21,148601
2015-12-22,148548
2015-12-23,148548
2015-12-24,148854
2015-12-25,148854
2015-12-26,148488
2015-12-27,152660
2015-12-28,152660
2015-12-29,151538
2015-12-30,151538
2015-12-31,151351
2016-01-01,151351
2016-01-02,150152
2016-01-03,155177
2016-01-04,155177
2016-01-05,152541
2016-01-06,152541
2016-01-07,150509
2016-01-08,150509
2016-01-09,152704
2016-01-10,152704
2016-01-11,152129
2016-01-12,152540
2016-01-13,152540
2016-01-14,155141
2016-01-15,155141
2016-01-16,154441
2016-01-17,154441
2016-01-18,156110
2016-01-19,156110
2016-01-20,150055
2016-01-21,150055
2016-01-22,148156
2016-01-23,148156
2016-01-24,150103
2016-01-25,153373
2016-01-26,153373
2016-01-27,154192
2016-01-28,154192
2016-01-29,152207
2016-01-30,152207
2016-01-31,148485
2016-02-01,146456
2016-02-02,146456
2016-02-03,146385
2016-02-04,146385
2016-02-05,149626
2016-02-06,147998
2016-02-07,147998
2016-02-08,148021
2016-02-09,148021
2016-02-10,149451
2016-02-11,149451
2016-02-12,146152
2016-02-13,144320
2016-02-14,144320
2016-02-15,142766
2016-02-16,142766
2016-02-17,141862
2016-02-18,141862
2016-02-19,143358
2016-02-20,143358
2016-02-21,145382
2016-02-22,145382
2016-02-23,146678
2016-02-24,146678
2016-02-25,148768
2016-02-26,148768
2016-02-27,145269
2016-02-28,145269
2016-02-29,145337
2016-03-01,145337
2016-03-02,146913
2016-03-03,146913
2016-03-04,146002
2016-03-05,146002
2016-03-06,146087
2016-03-07,146087
2016-03-08,150666
2016-03-09,150666
2016-03-10,150886
2016-03-11,150886
2016-03-12,151662
2016-03-13,151662
2016-03-14,152669
2016-03-15,152669
2016-03-16,155780
2016-03-17,155780
2016-03-18,153674
2016-03-19,153674
2016-03-20,149334
2016-03-21,149334
2016-03-22,149112
2016-03-23,149112
2016-03-24,145031
2016-03-25,145031
2016-03-26,143161
2016-03-27,143161
2016-03-28,141991
2016-03-29,141991
2016-03-30,141991
2016-03-31,139426
2016-04-01,139426
2016-04-02,138882
2016-04-03,138882
2016-04-04,138617
2016-04-05,138617
2016-04-06,140301
2016-04-07,140301
2016-04-08,142044
2016-04-09,142044
2016-04-10,138837
2016-04-11,138837
2016-04-12,143960
2016-04-13,143960
2016-04-14,147155
2016-04-15,147155
2016-04-16,147764
2016-04-17,147764
2016-04-18,145441
2016-04-19,145441
2016-04-20,142596
2016-04-21,142596
2016-04-22,142596
2016-04-23,148082
2016-04-24,148082
2016-04-25,148707
2016-04-26,148707
2016-04-27,149946
2016-04-28,149946
2016-04-29,149900
2016-04-30,149900
2016-05-01,150865
2016-05-02,150865
2016-05-03,151865
2016-05-04,151865
2016-05-05,154339
2016-05-06,154339
2016-05-07,150185
2016-05-08,150185
2016-05-09,148582
2016-05-10,148582
2016-05-11,144915
2016-05-12,144915
2016-05-13,141600
2016-05-14,141600
2016-05-15,138282
2016-05-16,138282
2016-05-17,133490
2016-05-18,129115
2016-05-19,129115
2016-05-22,129259
2016-05-23,131298
2016-05-24,131298
2016-05-25,131969
2016-05-26,135736
2016-05-27,136297
2016-05-28,136297
2016-05-29,138801
2016-05-30,138801
2016-05-31,133312
2016-06-01,127945
2016-06-02,127945
2016-06-03,131428
2016-06-04,135717
2016-06-05,135717
2016-06-06,140472
2016-06-07,140472
2016-06-08,141639
2016-06-09,139996
2016-06-10,143272
2016-06-11,143272
2016-06-12,139875
2016-06-13,139875
2016-06-14,135328
2016-06-15,135328
2016-06-16,128848
2016-06-17,122567
2016-06-18,122567
2016-06-19,121722
2016-06-20,121722
2016-06-21,125031
2016-06-22,120439
2016-06-23,120439
2016-06-24,123349
2016-06-25,125463
2016-06-26,125463
2016-06-27,124908
2016-06-28,120399
2016-06-29,120399
2016-06-30,122535
2016-07-01,119239
2016-07-02,119239
2016-07-03,122161
2016-07-04,123848
2016-07-05,123848
2016-07-06,127525
2016-07-07,127525
2016-07-08,131432
2016-07-09,134513
2016-07-10,138550
2016-07-11,143307
2016-07-12,143307
2016-07-13,141746
2016-07-14,141746
2016-07-15,139145
2016-07-16,139145
2016-07-17,133916
2016-07-18,133916
2016-07-24,122700
2016-07-25,127231
2016-07-26,127231
2016-07-27,130535
2016-07-28,130535
2016-07-29,135238
2016-07-30,135238
2016-07-31,140589
2016-08-01,140589
2016-08-02,140207
2016-08-03,140207
2016-08-04,137107
2016-08-05,137107
2016-08-06,130338
2016-08-07,130338
2016-08-08,134993
2016-08-09,134993
2016-08-10,132825
2016-08-11,132825
2016-08-12,132700
2016-08-13,132700
2016-08-14,136784
2016-08-15,136784
2016-08-16,132006
2016-08-17,132006
2016-08-18,125812
2016-08-19,125812
2016-08-20,130805
2016-08-21,130805
2016-08-22,136282
2016-08-23,136282
2016-08-24,142380
2016-08-25,142380
2016-08-26,146179
2016-08-28,144908
2016-08-31,154817
2016-09-01,154817
2016-09-02,147305
2016-09-03,147305
2016-09-04,139939
2016-09-05,139939
2016-09-06,140966
2016-09-07,140966
2016-09-08,140966
2016-09-09,138703
2016-09-10,138703
2016-09-11,143746
2016-09-12,143746
2016-09-13,140256
2016-09-14,140256
2016-09-15,140703
2016-09-16,140703
2016-09-17,144480
2016-09-18,144480
2016-09-19,147025
2016-09-20,147025
2016-09-21,146026
2016-09-22,146026
2016-09-23,150324
2016-09-24,150324
2016-09-25,149502
2016-09-26,149502
2016-09-27,143677
2016-09-28,143677
2016-09-29,144073
2016-09-30,148846
2016-10-01,148846
2016-10-02,145303
2016-10-03,145303
2016-10-04,140189
2016-10-05,140189
2016-10-06,145274
2016-10-07,145274
2016-10-08,139538
2016-10-09,139538
2016-10-10,138144
2016-10-11,138144
2016-10-12,138556
2016-10-13,138556
2016-10-14,144830
2016-10-15,144830
2016-10-16,138487
2016-10-17,138487
2016-10-18,138244
2016-10-19,138244
2016-10-20,143419
2016-10-21,148880
2016-10-22,148880
2016-10-23,147780
2016-10-24,147780
2016-10-25,143867
2016-10-26,143867
2016-10-27,145695
2016-10-28,145695
2016-10-29,139820
2016-10-30,139820
2016-10-31,138833
2016-11-01,138833
2016-11-02,142231
2016-11-03,142231
2016-11-04,145657
2016-11-05,145657
2016-11-06,147060
2016-11-07,147060
2016-11-08,144487
2016-11-09,144487
2016-11-10,143400
2016-11-11,143400
2016-11-12,138570
2016-11-13,138570
2016-11-14,138415
2016-12-08,149676
2016-12-09,149676
2016-12-10,142746
2016-12-11,142746
2016-12-12,143591
2016-12-13,143591
2016-12-14,140129
2016-12-15,140129
2016-12-16,133726
2016-12-17,138424
2016-12-18,138424
2016-12-19,143251
2016-12-20,143251
2016-12-21,143377
2016-12-22,143377
2016-12-23,143742
2016-12-24,143742
2016-12-25,146305
2016-12-26,146305
2016-12-27,144140
2016-12-28,144140
2016-12-29,142991
2016-12-30,142991
2016-12-31,142321
2017-01-01,142321
2017-01-02,142096
2017-01-03,142096
2017-01-04,139829
2017-01-05,139829
2017-01-06,137443
2017-01-07,136783
2017-01-08,136783
2017-01-09,130200
2017-01-10,130200
2017-01-11,125437
2017-01-12,129402
2017-01-13,129402
2017-01-14,131242
2017-01-15,128584
2017-01-16,128584
2017-01-17,126301
2017-01-18,126301
2017-01-19,123154
2017-01-20,123154
2017-01-21,127679
2017-01-22,127679
2017-01-27,130760
2017-01-28,132121
2017-01-29,136813
2017-01-30,136813
2017-01-31,142080
2017-02-01,142057
2017-02-02,142057
2017-02-03,144007
2017-02-04,140096
2017-02-05,140096
2017-02-06,145104
2017-02-07,145104
2017-02-08,145351
2017-02-09,145351
2017-02-10,149384
2017-02-11,148906
2017-02-12,148906
2017-02-13,152533
2017-02-14,147000
2017-02-15,147000
2017-02-16,139688
2017-02-18,139024
2017-02-19,140444
2017-02-20,140444
2017-02-21,144253
2017-02-22,144253
2017-02-23,139648
2017-02-24,139648
2017-02-25,132719
2017-02-26,132719
2017-02-27,129615
2017-02-28,123963
2017-03-01,123963
2017-03-02,126030
2017-03-03,126030
2017-03-04,128969
2017-03-05,128969
2017-03-06,134301
2017-03-07,134301
2017-03-08,133279
2017-03-09,133279
2017-03-10,133382
2017-03-11,138295
2017-03-12,138295
2017-03-13,134849
2017-03-14,131270
2017-03-15,131270
2017-03-16,129651
2017-03-17,129651
2017-03-18,133311
2017-03-19,139211
2017-03-20,144689
2017-03-21,150187
2017-03-22,150187
2017-03-23,146039
2017-03-24,144171
2017-03-25,144171
2017-03-26,140333
2017-03-27,140333
2017-03-28,143915
2017-03-29,142245
2017-03-30,142245
2017-03-31,147442
2017-04-01,147442
2017-04-02,145434
2017-04-03,146527
2017-04-04,146527
2017-04-12,143462
2017-04-13,149114
2017-04-14,149114
2017-04-15,154343
2017-04-16,160206
2017-04-17,161678
2017-04-18,161678
2017-04-19,165485
2017-04-20,165485
2017-04-21,171914
2017-04-22,171914
2017-04-23,166422
2017-04-24,166422
2017-04-25,159516
2017-04-26,159516
2017-04-27,155107
2017-04-28,155107
2017-04-29,151029
2017-04-30,151029
2017-05-01,155038
2017-05-02,155038
2017-05-03,157110
2017-05-04,163077
2017-05-05,163077
2017-05-06,165151
2017-05-07,165151
2017-05-08,169891
2017-05-09,166941
2017-05-10,166941
2017-05-11,159185
2017-05-12,153491
2017-05-13,153294
2017-05-14,153294
2017-05-15,154510
2017-05-16,154510
2017-05-17,157032
2017-05-18,160118
2017-05-19,160118
2017-05-20,165853
2017-05-21,165853
2017-05-22,170787
2017-05-23,170787
2017-05-24,167618
2017-05-25,167618
2017-05-26,165348
2017-05-27,165348
2017-05-28,164127
2017-05-29,164127
2017-05-30,160820
2017-05-31,160820
2017-06-01,153085
2017-06-02,155093
2017-06-03,155093
2017-06-06,149173
2017-06-07,149173
2017-06-08,146760
2017-06-09,150093
2017-06-10,156690
2017-06-11,157655
2017-06-12,157655
2017-06-13,153261
2017-06-14,150191
2017-06-15,150191
2017-06-16,153667
2017-06-17,153667
2017-06-18,148439
2017-06-19,148439
2017-06-20,145511
2017-06-21,145511
2017-06-22,146775
2017-06-23,146775
2017-06-24,149212
2017-06-25,149212
2017-06-26,146153
2017-06-27,139542
2017-06-28,139542
2017-06-29,140637
2017-06-30,140637
2017-07-01,140245
2017-07-02,140245
2017-07-03,144751
2017-07-04,144751
2017-07-05,148315
2017-07-06,143414
2017-07-07,143414
2017-07-08,149209
2017-07-13,158550
2017-07-14,153658
2017-07-15,153658
2017-07-16,148360
2017-07-17,144183
2017-07-18,144183
2017-07-19,147795
2017-07-20,147795
2017-07-21,154423
2017-07-22,154423
2017-07-23,146954
2017-07-24,146954
2017-07-25,153152
2017-07-26,153152
2017-07-27,156628
2017-07-28,156628
2017-07-29,155958
2017-07-30,148546
2017-07-31,148546
2017-08-01,151762
2017-08-02,154890
2017-08-03,154890
2017-08-04,148225
2017-08-05,144242
2017-08-06,144242
2017-08-09,144174
2017-08-10,146616
2017-08-11,146616
2017-08-12,147629
2017-08-13,147629
2017-08-14,149672
2017-08-15,149672
2017-08-16,153721
2017-08-17,151025
2017-08-18,151025
2017-08-19,156541
2017-08-20,160349
2017-08-21,160349
2017-08-22,162138
2017-08-23,162138
2017-08-24,157766
2017-08-25,157766
2017-08-26,156269
2017-08-27,156269
2017-08-28,148874
2017-08-29,148874
2017-08-30,141430
2017-08-31,141430
2017-09-01,134688
2017-09-02,130992
2017-09-03,130992
2017-09-04,124442
2017-09-05,124442
2017-09-06,129229
2017-09-07,134807
2017-09-08,134807
2017-09-09,136275
2017-09-10,137221
2017-09-11,137221
2017-09-12,131415
2017-09-13,131415
2017-09-14,127011
2017-09-15,127011
2017-09-16,127718
2017-09-17,132808
2017-09-18,132808
2017-09-19,126167
2017-09-20,121851
2017-09-21,121851
2017-09-22,124423
2017-09-23,124423
2017-09-24,130549
2017-09-25,130549
2017-09-26,129792
2017-09-27,129792
2017-09-28,124560
2017-09-29,124560
2017-09-30,128557
2017-10-01,128557
2017-10-02,126845
2017-10-03,126845
2017-10-04,126845
2017-10-05,126856
2017-10-06,126856
2017-10-07,121713
2017-10-08,121713
2017-10-09,124294
2017-10-10,124294
2017-10-11,122637
2017-10-12,125054
2017-10-13,125054
2017-10-14,126425
2017-10-15,126425
2017-10-16,120824
2017-10-17,120824
2017-10-18,118664
2017-10-19,118664
2017-10-20,122192
2017-10-21,122192
2017-10-22,126056
2017-10-23,126056
2017-10-24,120218
2017-10-25,123134
2017-10-26,123134
2017-10-27,124164
2017-10-28,124164
2017-10-29,122262
2017-10-30,122262
2017-10-31,116148
2017-11-01,116148
2017-11-02,114263
2017-11-03,114263
2017-11-04,119352
2017-11-05,119352
2017-11-06,117972
2017-11-07,117972
2017-11-08,117734
2017-11-09,121035
2017-11-10,121035
2017-11-11,124293
2017-11-12,124293
2017-11-13,125774
2017-11-14,125774
2017-11-15,130176
2017-11-16,125002
2017-11-17,125002
2017-11-18,120671
2017-11-19,120671
2017-11-20,123093
2017-11-21,123093
2017-11-22,124799
2017-11-23,124799
2017-11-24,118559
2017-11-25,118559
2017-11-26,116209
2017-11-27,116209
2017-11-28,121600
2017-11-29,121600
2017-11-30,127456
2017-12-01,131429
2017-12-02,131429
2017-12-03,127293
2017-12-04,127293
2017-12-05,130217
2017-12-06,130217
2017-12-07,136006
2017-12-08,136006
2017-12-09,129335
2017-12-10,129335
2017-12-11,134048
2017-12-12,134048
2017-12-13,135667
2017-12-14,135667
2017-12-15,129949
2017-12-16,129949
2017-12-17,131875
2017-12-18,137227
2017-12-19,137227
2017-12-20,133423
2017-12-21,133423
2017-12-22,136415
2017-12-23,136415
2017-12-24,137072
2017-12-25,137072
2017-12-26,131244
2017-12-27,132456
2017-12-28,132456
2017-12-29,130019
2017-12-30,128375
2017-12-31,128375
2018-01-01,126929
2018-01-02,126929
2018-01-03,125216
2018-01-04,125216
2018-01-05,126993
2018-01-06,127717
2018-01-07,127717
2018-01-08,121331
2018-01-09,121331
2018-01-10,123902
2018-01-11,123902
2018-01-12,119140
2018-01-13,119140
2018-01-14,121252
2018-01-15,121252
2018-01-16,124643
2018-01-17,120620
2018-01-18,120620
2018-01-19,120346
2018-01-20,121199
2018-01-21,121199
2018-01-22,120886
2018-01-23,116652
2018-01-24,112207
2018-01-25,107211
2018-01-26,108997
2018-01-27,112047
2018-01-28,111150
2018-01-29,114857
2018-01-30,109277
2018-02-01,114082
2018-02-02,117995
2018-02-03,121994
2018-02-04,125357
2018-02-05,127218
2018-02-06,126542
2018-02-07,124358
2018-02-08,124358
2018-02-09,119361
2018-02-10,123869
2018-02-11,128907
2018-02-12,133619
2018-02-13,136256
2018-02-14,137031
2018-02-15,136590
2018-02-16,133995
2018-02-17,132709
2018-02-18,130542
2018-02-19,126214
2018-02-20,130460
2018-02-21,134557
2018-02-22,128769
2018-02-23,123063
2018-02-24,123063
2018-02-25,118404
2018-02-26,116278
2018-02-27,116591
2018-02-28,121825
2018-03-01,126198
2018-03-02,125678
2018-03-03,121153
2018-03-04,121153
2018-03-05,123540
2018-03-06,118093
2018-03-07,120169
2018-03-08,123045
2018-03-09,124480
2018-03-10,129078
2018-03-11,130756
2018-03-12,132181
2018-03-13,125627
2018-03-14,128444
2018-03-15,133532
2018-03-16,137434
2018-03-17,141038
2018-03-18,147429
2018-03-19,154015
2018-03-20,159226
2018-03-21,154685
2018-03-23,153929
2018-03-24,150886
2018-03-26,136231
2018-03-27,131283
2018-03-28,124722
2018-03-29,123093
2018-03-30,120433
2018-03-31,119026
2018-04-01,124072
2018-04-02,128639
2018-04-03,122207
2018-04-04,123031
2018-04-05,123031
2018-04-06,127739
2018-04-08,127958
2018-04-09,122080
2018-04-10,121739
2018-04-11,126511
2018-04-12,127386
2018-04-13,131716
2018-04-14,134937
2018-04-16,136526
2018-04-17,132898
2018-04-18,132898
2018-04-19,137583
2018-04-20,143815
2018-04-21,141969
2018-04-22,138319
2018-04-23,138300
2018-04-24,144230
2018-04-25,144757
2018-04-26,144757
2018-04-27,144269
2018-04-28,146622
2018-04-29,146886
2018-04-30,150239
2018-05-02,160929
2018-05-03,164273
2018-05-04,156059
2018-05-05,149880
2018-05-06,149880
2018-05-07,145434
2018-05-08,148926
2018-05-09,151067
2018-05-10,146013
2018-05-11,146360
2018-05-12,139132
2018-05-13,139132
2018-05-14,140648
2018-05-15,146391
2018-05-16,147512
2018-05-17,148533
2018-05-18,143235
2018-05-19,143380
2018-05-20,144174
2018-05-21,141715
2018-05-22,148143
2018-05-23,146560
2018-05-24,143773
2018-05-25,137019
2018-05-26,134166
2018-05-27,136289
2018-05-28,138884
2018-05-29,143480
2018-05-30,143480
2018-05-31,145197
2018-06-01,142604
2018-06-02,144546
2018-06-03,144546
2018-06-04,145512
2018-06-05,142817
2018-06-06,144528
2018-06-07,144528
2018-06-08,145867
2018-06-09,145494
2018-06-10,139558
2018-06-11,143408
2018-06-12,145480
2018-06-13,139032
2018-06-14,139134
2018-06-15,140692
2018-06-16,142027
2018-06-17,138926
2018-06-18,134229
2018-06-19,129689
2018-06-20,129689
2018-06-21,130540
2018-06-22,128639
2018-06-23,122207
2018-06-24,119403
2018-06-25,117652
2018-06-26,121637
2018-06-27,122828
2018-06-28,121623
2018-06-29,121168
2018-06-30,121364
2018-07-01,119812
2018-07-02,119812
2018-07-03,119872
2018-07-04,119663
2018-07-05,119663
2018-07-06,115717
2018-07-07,112994
2018-07-08,118521
2018-07-09,118635
2018-07-10,119099
2018-07-11,119319
2018-07-12,124719
2018-07-13,129089
2018-07-14,123567
2018-07-15,123567
2018-07-16,122283
2018-07-17,120499
2018-07-18,119538
2018-07-19,121016
2018-07-20,119762
2018-07-21,120575
2018-07-22,119736
2018-07-23,121831
2018-07-24,122785
2018-07-25,121969
2018-07-26,124077
2018-07-27,129388
2018-07-28,129892
2018-07-29,129580
2018-07-30,134029
2018-07-31,139854
2018-08-01,139854
2018-08-02,146303
2018-08-03,149733
2018-08-04,147437
2018-08-05,146064
2018-08-06,145785
2018-08-07,146405
2018-08-08,143527
2018-08-09,143527
2018-08-10,144222
2018-08-11,145479
2018-08-12,151360
2018-08-14,157062
2018-08-16,151141
2018-08-17,148912
2018-08-18,148367
2018-08-19,142583
2018-08-20,148843
2018-08-21,148843
2018-08-22,149459
2018-08-23,154187
2018-08-24,150894
2018-08-25,152827
2018-08-26,150259
2018-08-27,149733
2018-08-28,143851
2018-08-29,146175
2018-08-30,147939
2018-08-31,141887
2018-09-01,137412
2018-09-02,133373
2018-09-03,138531
2018-09-04,140348
2018-09-05,138385
2018-09-06,138385
2018-09-07,142018
2018-09-08,140693
2018-09-09,145620
2018-09-10,142702
2018-09-11,142702
2018-09-12,142144
2018-09-13,141530
2018-09-14,138584
2018-09-15,135040
2018-09-16,136767
2018-09-17,140037
2018-09-18,133999
2018-09-19,135754
2018-09-20,134569
2018-09-21,134785
2018-09-22,135068
2018-09-23,138754
2018-09-24,137894
2018-09-25,137894
2018-09-26,139353
2018-09-27,137627
2018-09-28,136671
2018-09-29,134707
2018-09-30,132312
2018-10-02,127794
2018-10-03,128981
2018-10-04,126462
2018-10-05,124752
2018-10-06,120107
2018-10-07,119251
2018-10-08,119129
2018-10-09,118722
2018-10-10,117099
2018-10-11,112838
2018-10-12,117397
2018-10-13,122272
2018-10-14,128093
2018-10-15,127399
2018-10-16,126328
2018-10-17,126666
2018-10-18,127937
2018-10-19,128546
2018-10-20,128546
2018-10-21,127186
2018-10-22,120826
2018-10-23,120826
2018-10-24,116704
2018-10-25,117676
2018-10-26,118709
2018-10-27,116245
2018-10-28,114792
2018-10-29,120370
2018-10-30,126091
2018-10-31,126066
2018-11-01,127181
2018-11-03,122737
2018-11-04,118522
2018-11-05,119733
2018-11-06,114857
2018-11-07,110885
2018-11-08,114485
2018-11-09,110775
2018-11-10,110896
2018-11-11,116098
2018-11-12,120219
2018-11-13,124177
2018-11-14,122349
2018-11-15,119279
2018-11-16,116472
2018-11-17,110648
2018-11-18,112919
2018-11-19,111273
2018-11-20,113357
2018-11-21,110048
2018-11-22,112529
2018-11-23,111318
2018-11-24,108652
2018-11-25,107733
2018-11-26,111365
2018-11-27,109296
2018-11-28,109532
2018-11-29,108405
2018-12-01,110996
2018-12-02,110771
2018-12-03,109093
2018-12-04,108890
2018-12-05,109627
2018-12-07,112799
2018-12-09,120140
2018-12-10,120492
2018-12-11,123963
2018-12-12,119217
2018-12-13,113256
2018-12-14,108716
2018-12-15,113239
2018-12-16,117407
2018-12-17,121839
2018-12-18,117807
2018-12-19,122470
2018-12-20,124807
2018-12-21,129302
2018-12-22,132664
2018-12-23,133302
2018-12-24,133481
2018-12-25,128396
2018-12-26,121976
2018-12-27,118545
2018-12-28,119442
2018-12-29,120789
2018-12-30,116693
2018-12-31,116356
2019-01-01,118312
2019-01-02,115672
2019-01-03,121116
2019-01-04,119337
2019-01-05,116079
2019-01-06,112181
2019-01-08,112075
2019-01-10,112020
2019-01-11,110793
2019-01-12,106726
2019-01-13,104480
2019-01-14,103317
2019-01-15,102632
2019-01-16,106718
2019-01-17,108355
2019-01-18,106619
2019-01-19,108416
2019-01-20,106015
2019-01-21,105911
2019-01-22,104823
2019-01-23,104777
2019-01-24,105907
2019-01-25,107839
2019-01-26,108053
2019-01-27,112822
2019-01-28,117648
2019-01-29,114275
2019-01-30,115221
2019-01-31,117607
2019-02-01,122339
2019-02-02,116294
2019-02-03,116795
2019-02-04,122467
2019-02-05,123310
2019-02-06,125962
2019-02-07,120879
2019-02-08,120265
2019-02-09,122139
2019-02-10,116827
2019-02-11,111417
2019-02-12,111739
2019-02-13,108570
2019-02-14,106865
2019-02-15,106430
2019-02-16,109896
2019-02-17,114147
2019-02-18,117142
2019-02-19,117139
2019-02-20,111681
2019-02-21,108277
2019-02-22,103613
2019-02-23,104979
2019-02-24,107541
2019-02-25,106258
2019-02-26,110653
2019-02-27,113680
2019-02-28,117912
2019-03-01,120761
2019-03-02,120461
2019-03-03,122902
2019-03-04,125110
2019-03-05,129900
2019-03-06,123714
2019-03-07,118286
2019-03-08,123731
2019-03-09,127176
2019-03-10,129524
2019-03-11,130402
2019-03-12,128631
2019-03-13,125640
2019-03-14,126827
2019-03-15,124487
2019-03-16,126030
2019-03-17,129869
2019-03-18,125904
2019-03-19,122787
2019-03-20,122651
2019-03-21,124292
2019-03-22,118077
2019-03-23,115838
2019-03-24,118225
2019-03-25,112314
2019-03-26,110562
2019-03-27,109870
2019-03-28,111667
2019-03-29,112596
2019-03-30,108981
2019-03-31,112592
2019-04-01,113211
2019-04-02,108292
2019-04-03,108863
2019-04-04,108902
2019-04-05,110909
