date_obj,Amulet%20of%20defence price
2019-08-03,889
2019-08-04,886
2019-08-05,881
2019-08-06,865
2019-08-07,867
2019-08-08,878
2019-08-09,852
2019-08-10,834
2019-08-11,833
2019-08-12,842
2019-08-13,843
2019-08-14,857
2019-08-15,848
2019-08-16,854
2019-08-17,853
2019-08-18,866
2019-08-19,861
2019-08-20,849
2019-08-21,845
2019-08-22,844
2019-08-23,854
2019-08-24,862
2019-08-24,862
2019-08-25,829
2019-08-25,829
2019-08-26,829
2019-08-27,822
2019-08-27,822
2019-08-28,834
2019-08-29,817
2019-08-30,838
2019-08-31,838
2019-09-01,850
2019-09-02,851
2019-09-03,848
2019-09-04,853
2019-09-05,868
2019-09-06,858
2019-09-07,858
2019-09-08,857
2019-09-09,860
2019-09-10,873
2019-09-11,881
2019-09-12,875
2019-09-13,885
2019-09-14,888
2019-09-15,886
2019-09-16,885
2019-09-17,879
2019-09-18,878
2019-09-19,876
2019-09-20,874
2019-09-21,882
2019-09-22,861
2019-09-23,864
2019-09-24,864
2019-09-25,855
2019-09-26,856
2019-09-27,851
2019-09-28,815
2019-09-29,790
2019-09-30,801
2019-10-01,824
2019-10-02,848
2019-10-03,857
2019-10-04,868
2019-10-05,885
2019-10-06,893
2019-10-07,892
2019-10-08,885
2019-10-09,885
2019-10-10,881
2019-10-11,863
2019-10-12,869
2019-10-13,854
2019-10-14,856
2019-10-15,843
2019-10-16,845
2019-10-17,857
2019-10-18,870
2019-10-19,879
2019-10-20,886
2019-10-21,917
2019-10-22,925
2019-10-23,927
2019-10-24,909
2019-10-25,903
2019-10-26,925
2019-10-27,922
2019-10-28,921
2019-10-29,900
2019-10-30,893
2019-10-31,885
2019-11-01,894
2019-11-02,861
2019-11-03,871
2019-11-04,868
2019-11-05,863
2019-11-06,879
2019-11-07,895
2019-11-08,870
2019-11-09,868
2019-11-10,895
2019-11-11,882
2019-11-12,886
2019-11-13,884
2019-11-14,874
2019-11-15,881
2019-11-16,872
2019-11-17,872
2019-11-18,886
2019-11-19,923
2019-11-20,922
2019-11-21,922
2019-11-22,913
2019-11-23,933
2019-11-24,948
2019-11-25,938
2019-11-26,905
2019-11-27,904
2019-11-28,903
2019-11-29,889
2019-11-30,886
2019-12-01,903
2019-12-02,911
2019-12-03,916
2019-12-04,916
2019-12-05,916
2019-12-06,916
2019-12-07,928
2019-12-08,920
2019-12-09,928
2019-12-10,934
2019-12-11,937
2019-12-12,931
2019-12-13,939
2019-12-14,957
2019-12-15,945
2019-12-16,940
2019-12-17,957
2019-12-18,938
2019-12-19,947
2019-12-20,965
2019-12-21,947
2019-12-22,920
2019-12-23,918
2019-12-24,929
2019-12-25,951
2019-12-26,934
2019-12-27,936
2019-12-28,941
2019-12-29,894
2019-12-30,896
2019-12-31,930
2020-01-01,926
2020-01-02,927
2020-01-03,924
2020-01-04,931
2020-01-05,932
2020-01-06,948
2020-01-07,948
2020-01-08,917
2020-01-09,911
2020-01-10,949
2020-01-11,947
2020-01-12,948
2020-01-13,949
2020-01-14,952
2020-01-15,928
2020-01-16,899
2020-01-17,887
2020-01-18,866
2020-01-19,898
2020-01-20,889
2020-01-21,894
2020-01-22,884
2020-01-23,906
2020-01-24,936
2020-01-25,913
2020-01-26,924
2020-01-27,931
2020-01-28,899
2020-01-29,923
2020-01-30,890
2020-01-31,883
2020-02-01,871
2020-02-02,885
2020-02-03,902
2020-02-04,903
2020-02-05,880
2020-02-06,875
2020-02-07,915
2020-02-08,923
2020-02-09,919
2020-02-10,921
2020-02-11,916
2020-02-12,918
2020-02-13,889
2020-02-14,866
2020-02-15,896
2020-02-16,911
2020-02-17,917
2020-02-18,917
2020-02-19,914
2020-02-20,926
2020-02-21,926
2020-02-22,961
2020-02-23,957
2020-02-24,961
2020-02-25,963
2020-02-26,943
2020-02-27,918
2020-02-28,922
2020-02-29,913
2020-03-01,940
2020-03-02,928
2020-03-03,953
2020-03-04,950
2020-03-05,940
2020-03-06,950
2020-03-07,920
2020-03-08,935
2020-03-09,964
2020-03-10,981
2020-03-11,985
2020-03-12,957
2020-03-13,931
2020-03-14,927
2020-03-15,912
2020-03-16,945
2020-03-17,928
2020-03-18,917
2020-03-19,927
2020-03-20,941
2020-03-21,936
2020-03-22,947
2020-03-23,934
2020-03-24,926
2020-03-25,910
2020-03-26,923
2020-03-27,928
2020-03-28,925
2020-03-29,907
2020-03-30,867
2020-03-31,825
2020-04-01,790
2020-04-02,773
2020-04-03,774
2020-04-04,791
2020-04-05,792
2020-04-06,790
2020-04-07,783
2020-04-08,781
2020-04-09,778
2020-04-10,762
2020-04-11,768
2020-04-12,765
2020-04-13,767
2020-04-14,773
2020-04-15,776
2020-04-16,776
2020-04-17,775
2020-04-18,771
2020-04-19,770
2020-04-20,783
2020-04-21,793
2020-04-22,795
2020-04-23,797
2020-04-24,798
2020-04-25,794
2020-04-26,797
2020-04-27,808
2020-04-28,817
2020-04-29,815
2020-04-30,815
2020-05-01,808
2020-05-02,828
2020-05-03,851
2020-05-04,890
2020-05-05,912
2020-05-06,908
2020-05-07,936
2020-05-08,947
2020-05-09,949
2020-05-10,955
2020-05-11,961
2020-05-12,961
2020-05-13,953
