date_obj,Cabbage%20round%20shield price
2017-07-27,11519
2017-07-28,11519
2017-07-29,11519
2017-07-30,11435
2017-07-31,11435
2017-08-01,11435
2017-08-02,11435
2017-08-03,11676
2017-08-04,11676
2017-08-05,11676
2017-08-06,11676
2017-08-09,11818
2017-08-10,11818
2017-08-11,11254
2017-08-12,11254
2017-08-13,11254
2017-08-14,11254
2017-08-15,11125
2017-08-16,11125
2017-08-17,11125
2017-08-18,11125
2017-08-19,10919
2017-08-20,10919
2017-08-21,10919
2017-08-22,10919
2017-08-23,10891
2017-08-24,10891
2017-08-25,10891
2017-08-26,10891
2017-08-27,10561
2017-08-28,10561
2017-08-29,10561
2017-08-30,10561
2017-08-31,10146
2017-09-01,10146
2017-09-02,10146
2017-09-03,10146
2017-09-04,10146
2017-09-05,9774
2017-09-06,9774
2017-09-07,9774
2017-09-08,9774
2017-09-09,9774
2017-09-10,9771
2017-09-11,9771
2017-09-12,9771
2017-09-13,9771
2017-09-14,9856
2017-09-15,9856
2017-09-16,9856
2017-09-17,9856
2017-09-18,9856
2017-09-19,9819
2017-09-20,9819
2017-09-21,9819
2017-09-22,9819
2017-09-23,10106
2017-09-24,10106
2017-09-25,10106
2017-09-26,10106
2017-09-27,10106
2017-09-28,9975
2017-09-29,9975
2017-09-30,9975
2017-10-01,9975
2017-10-02,9757
2017-10-03,9757
2017-10-04,9757
2017-10-05,9757
2017-10-06,9757
2017-10-07,9678
2017-10-08,9678
2017-10-09,9678
2017-10-11,9678
2017-10-12,9476
2017-10-13,9476
2017-10-14,9476
2017-10-15,9476
2017-10-16,9122
2017-10-17,9122
2017-10-18,9122
2017-10-19,9122
2017-10-20,9122
2017-10-21,9169
2017-10-22,9169
2017-10-23,9169
2017-10-24,9169
2017-10-25,8952
2017-10-26,8952
2017-10-27,8952
2017-10-28,8952
2017-10-29,8952
2017-10-30,8700
2017-10-31,8700
2017-11-01,8700
2017-11-02,8700
2017-11-03,8700
2017-11-04,8463
2017-11-05,8463
2017-11-06,8463
2017-11-07,8463
2017-11-08,8463
2017-11-09,8136
2017-11-10,8136
2017-11-11,8136
2017-11-12,8136
2017-11-13,8136
2017-11-14,7782
2017-11-15,7782
2017-11-16,7782
2017-11-17,7782
2017-11-18,7782
2017-11-19,7518
2017-11-20,7518
2017-11-21,7518
2017-11-22,7518
2017-11-23,7518
2017-11-24,7246
2017-11-25,7246
2017-11-26,7246
2017-11-27,7246
2017-11-28,7246
2017-11-29,6897
2017-11-30,6897
2017-12-01,6897
2017-12-02,6897
2017-12-03,6638
2017-12-04,6638
2017-12-05,6638
2017-12-06,6638
2017-12-07,6638
2017-12-08,6519
2017-12-09,6519
2017-12-10,6519
2017-12-11,6519
2017-12-12,6236
2017-12-13,6236
2017-12-14,6236
2017-12-15,6236
2017-12-16,6236
2017-12-17,5982
2017-12-18,5982
2017-12-19,5982
2017-12-20,5982
2017-12-21,5804
2017-12-22,5804
2017-12-23,5804
2017-12-24,5804
2017-12-25,5685
2017-12-26,5685
2017-12-27,5685
2017-12-28,5685
2017-12-29,5610
2017-12-30,5610
2017-12-31,5610
2018-01-01,5562
2018-01-02,5562
2018-01-03,5562
2018-01-04,5562
2018-01-05,5800
2018-01-06,5800
2018-01-07,5800
2018-01-08,5800
2018-01-09,6075
2018-01-10,6075
2018-01-11,6075
2018-01-12,6075
2018-01-13,6341
2018-01-14,6341
2018-01-15,6341
2018-01-16,6445
2018-01-17,6445
2018-01-18,6445
2018-01-19,6445
2018-01-20,6238
2018-01-21,6238
2018-01-22,6238
2018-01-23,6267
2018-01-24,6267
2018-01-25,6111
2018-01-26,6111
2018-01-27,5985
2018-01-28,5985
2018-01-29,6113
2018-01-30,6113
2018-01-31,5973
2018-02-01,5973
2018-02-02,5973
2018-02-03,6099
2018-02-04,6099
2018-02-05,5902
2018-02-06,5902
2018-02-07,6029
2018-02-08,6029
2018-02-09,6264
2018-02-10,6264
2018-02-11,6578
2018-02-12,6578
2018-02-13,6907
2018-02-14,6907
2018-02-15,7144
2018-02-16,7144
2018-02-17,7112
2018-02-18,7112
2018-02-19,6937
2018-02-20,6937
2018-02-21,7277
2018-02-22,7277
2018-02-23,7319
2018-02-24,7319
2018-02-25,7075
2018-02-26,7075
2018-02-27,6773
2018-02-28,6773
2018-03-01,6533
2018-03-02,6348
2018-03-03,6348
2018-03-04,6348
2018-03-05,6229
2018-03-06,6229
2018-03-07,6246
2018-03-08,6246
2018-03-09,6039
2018-03-10,6039
2018-03-11,5769
2018-03-12,5769
2018-03-13,5796
2018-03-14,5796
2018-03-15,5553
2018-03-16,5553
2018-03-17,5275
2018-03-18,5275
2018-03-19,5017
2018-03-20,5017
2018-03-21,4798
2018-03-23,4798
2018-03-24,4799
2018-03-25,4799
2018-03-26,4567
2018-03-27,4567
2018-03-28,4382
2018-03-29,4382
2018-03-30,4338
2018-03-31,4338
2018-04-01,4234
2018-04-02,4234
2018-04-03,4076
2018-04-04,4076
2018-04-05,4076
2018-04-06,3955
2018-04-07,3955
2018-04-08,3955
2018-04-09,3788
2018-04-10,3788
2018-04-11,3788
2018-04-12,3882
2018-04-13,3882
2018-04-14,3882
2018-04-15,3725
2018-04-16,3725
2018-04-17,3725
2018-04-18,3650
2018-04-19,3650
2018-04-20,3650
2018-04-21,3650
2018-04-22,3650
2018-04-23,3650
2018-04-24,3700
2018-04-25,3700
2018-04-26,3700
2018-04-27,3551
2018-04-28,3551
2018-04-29,3599
2018-04-30,3599
2018-05-01,3462
2018-05-02,3462
2018-05-03,3462
2018-05-04,3442
2018-05-05,3527
2018-05-06,3527
2018-05-07,3527
2018-05-08,3472
2018-05-09,3472
2018-05-10,3607
2018-05-11,3607
2018-05-12,3772
2018-05-13,3772
2018-05-14,3734
2018-05-15,3734
2018-05-16,3746
2018-05-17,3746
2018-05-18,3829
2018-05-19,3829
2018-05-20,3965
2018-05-21,3965
2018-05-22,4044
2018-05-23,4044
2018-05-24,4239
2018-05-25,4239
2018-05-26,4428
2018-05-27,4428
2018-05-28,4650
2018-05-29,4650
2018-05-30,4879
2018-05-31,4879
2018-06-01,5077
2018-06-02,5323
2018-06-03,5323
2018-06-04,5585
2018-06-05,5585
2018-06-06,5860
2018-06-07,5860
2018-06-08,6039
2018-06-09,6039
2018-06-10,6336
2018-06-11,6336
2018-06-12,6621
2018-06-13,6621
2018-06-14,6787
2018-06-15,6787
2018-06-16,6787
2018-06-17,6729
2018-06-18,6729
2018-06-19,6414
2018-06-20,6414
2018-06-21,6414
2018-06-22,6108
2018-06-23,6108
2018-06-24,6108
2018-06-25,5810
2018-06-26,5810
2018-06-27,5810
2018-06-28,5574
2018-06-29,5574
2018-06-30,5295
2018-07-01,5295
2018-07-02,5053
2018-07-03,5053
2018-07-04,4985
2018-07-05,4985
2018-07-06,5068
2018-07-07,5068
2018-07-08,5068
2018-07-09,5169
2018-07-10,5169
2018-07-11,5424
2018-07-12,5424
2018-07-13,5592
2018-07-14,5592
2018-07-15,5631
2018-07-16,5631
2018-07-17,5694
2018-07-18,5694
2018-07-19,5694
2018-07-20,5720
2018-07-21,5720
2018-07-22,5827
2018-07-23,5827
2018-07-24,6046
2018-07-25,6046
2018-07-26,6331
2018-07-27,6331
2018-07-28,6474
2018-07-29,6474
2018-07-30,6550
2018-07-31,6659
2018-08-01,6659
2018-08-02,6919
2018-08-03,6919
2018-08-04,6974
2018-08-05,6974
2018-08-06,7093
2018-08-07,7093
2018-08-08,7196
2018-08-09,7196
2018-08-10,7184
2018-08-11,7184
2018-08-12,7138
2018-08-14,6799
2018-08-16,6653
2018-08-17,6653
2018-08-18,6507
2018-08-19,6507
2018-08-20,6378
2018-08-21,6378
2018-08-22,6079
2018-08-23,6079
2018-08-24,5775
2018-08-25,5633
2018-08-26,5633
2018-08-27,5351
2018-08-28,5232
2018-08-29,5232
2018-08-30,5194
2018-08-31,5194
2018-09-01,5022
2018-09-02,5022
2018-09-03,4860
2018-09-04,4860
2018-09-05,4748
2018-09-06,4748
2018-09-07,4920
2018-09-08,4920
2018-09-09,5023
2018-09-10,5023
2018-09-11,4841
2018-09-12,4841
2018-09-13,4633
2018-09-14,4633
2018-09-15,4407
2018-09-16,4407
2018-09-17,4518
2018-09-18,4373
2018-09-19,4373
2018-09-20,4373
2018-09-21,4373
2018-09-22,4337
2018-09-23,4337
2018-09-24,4454
2018-09-25,4454
2018-09-26,4552
2018-09-27,4552
2018-09-28,4337
2018-09-29,4337
2018-09-30,4140
2018-10-01,4065
2018-10-02,4065
2018-10-03,4033
2018-10-04,4033
2018-10-05,4033
2018-10-06,4132
2018-10-07,4132
2018-10-08,4256
2018-10-09,4256
2018-10-10,4418
2018-10-11,4418
2018-10-12,4472
2018-10-13,4472
2018-10-14,4362
2018-10-15,4362
2018-10-16,4232
2018-10-17,4232
2018-10-18,4293
2018-10-19,4293
2018-10-20,4274
2018-10-21,4274
2018-10-22,4216
2018-10-23,4216
2018-10-24,4419
2018-10-25,4640
2018-10-26,4640
2018-10-27,4714
2018-10-28,4663
2018-10-29,4663
2018-10-30,4682
2018-10-31,4637
2018-11-01,4620
2018-11-03,4501
2018-11-04,4501
2018-11-05,4427
2018-11-06,4427
2018-11-07,4381
2018-11-08,4381
2018-11-09,4315
2018-11-10,4285
2018-11-11,4285
2018-11-12,4174
2018-11-13,3980
2018-11-15,3838
2018-11-16,3678
2018-11-17,3678
2018-11-18,3759
2018-11-19,3759
2018-11-20,3862
2018-11-21,3862
2018-11-22,3874
2018-11-23,3874
2018-11-24,3938
2018-11-25,4019
2018-11-26,4019
2018-11-27,4200
2018-11-28,4210
2018-11-29,4206
2018-12-01,4088
2018-12-02,4038
2018-12-03,4038
2018-12-04,4095
2018-12-05,4295
2018-12-07,4438
2018-12-09,4660
2018-12-10,4893
2018-12-11,4893
2018-12-12,5138
2018-12-13,5391
2018-12-14,5391
2018-12-15,5661
2018-12-16,5940
2018-12-17,5940
2018-12-18,6237
2018-12-19,6237
2018-12-20,6549
2018-12-21,6549
2018-12-22,6877
2018-12-23,7221
2018-12-24,7338
2018-12-25,7338
2018-12-26,7378
2018-12-27,7196
2018-12-28,7196
2018-12-29,6956
2018-12-30,6956
2018-12-31,6711
2019-01-01,6711
2019-01-02,6458
2019-01-03,6458
2019-01-04,6189
2019-01-05,5994
2019-01-06,6050
2019-01-08,5831
2019-01-10,5671
2019-01-11,5671
2019-01-12,5676
2019-01-13,5676
2019-01-14,5764
2019-01-15,5764
2019-01-16,5757
2019-01-17,5757
2019-01-18,5563
2019-01-19,5385
2019-01-20,5139
2019-01-21,5139
2019-01-22,4982
2019-01-23,5143
2019-01-24,5143
2019-01-25,5118
2019-01-26,5118
2019-01-27,4952
2019-01-28,4952
2019-01-29,4905
2019-01-30,5008
2019-01-31,5008
2019-02-01,5229
2019-02-02,5229
2019-02-03,5214
2019-02-04,5214
2019-02-05,5468
2019-02-06,5468
2019-02-07,5625
2019-02-08,5625
2019-02-09,5891
2019-02-10,5891
2019-02-11,6037
2019-02-12,6037
2019-02-13,6302
2019-02-14,6302
2019-02-15,6618
2019-02-16,6929
2019-02-17,6929
2019-02-18,7102
2019-02-19,7102
2019-02-20,7240
2019-02-21,7588
2019-02-22,7952
2019-02-23,8350
2019-02-24,8748
2019-02-25,9186
2019-02-26,9638
2019-02-27,9638
2019-02-28,9638
2019-03-01,10026
2019-03-02,10495
2019-03-03,10495
2019-03-04,11014
2019-03-05,11014
2019-03-06,11384
2019-03-07,11002
2019-03-08,11002
2019-03-09,10786
2019-03-10,10256
2019-03-11,9841
2019-03-12,9348
2019-03-13,9348
2019-03-14,9000
2019-03-15,9000
2019-03-16,8595
2019-03-17,8168
2019-03-18,8168
2019-03-19,8011
2019-03-20,7672
2019-03-21,7300
2019-03-22,7300
2019-03-23,6935
2019-03-24,6623
2019-03-25,6623
2019-03-26,6464
2019-03-27,6464
2019-03-28,6230
2019-03-29,5918
2019-03-30,5918
2019-03-31,5654
2019-04-01,5394
2019-04-02,5394
2019-04-03,5124
2019-04-04,4952
2019-04-05,4776
2019-04-06,4776
2019-04-07,4537
2019-04-08,4370
2019-04-09,4370
2019-04-10,4328
2019-04-11,4359
2019-04-12,4352
2019-04-13,4570
2019-04-14,4799
2019-04-15,4799
2019-04-16,5006
2019-04-17,5006
2019-04-18,5043
2019-04-19,5043
2019-04-20,5054
2019-04-21,5054
2019-04-22,4840
2019-04-23,4598
2019-04-24,4403
2019-04-25,4210
2019-04-26,4021
2019-04-27,4021
2019-04-28,3911
2019-04-29,3911
2019-04-30,4092
2019-05-01,4092
2019-05-02,4297
2019-05-03,4480
2019-05-04,4700
2019-05-05,4700
2019-05-06,4627
2019-05-07,4470
2019-05-08,4470
2019-05-09,4258
2019-05-10,4145
2019-05-11,4145
2019-05-12,3993
2019-05-13,3802
2019-05-14,3637
2019-05-15,3637
2019-05-16,3519
2019-05-17,3519
2019-05-18,3499
2019-05-19,3499
2019-05-20,3674
2019-05-21,3674
2019-05-22,3857
2019-05-23,3857
2019-05-24,4050
2019-05-25,4250
2019-05-26,4250
2019-05-27,4463
2019-05-28,4463
2019-05-29,4659
2019-05-30,4659
2019-05-31,4884
2019-06-01,4884
2019-06-02,4970
2019-06-03,4970
2019-06-04,5192
2019-06-05,5192
2019-06-06,5452
2019-06-07,5452
2019-06-08,5725
2019-06-09,6001
2019-06-10,6001
2019-06-11,6145
2019-06-12,6145
2019-06-13,5853
2019-06-14,5853
2019-06-15,5623
2019-06-16,5416
2019-06-17,5416
2019-06-18,5145
2019-06-19,5145
2019-06-20,4922
2019-06-21,4922
2019-06-22,4982
2019-06-23,4982
2019-06-24,5045
2019-06-25,5045
2019-06-26,4802
2019-06-27,4657
2019-06-28,4657
2019-06-29,4456
2019-06-30,4245
2019-07-01,4245
2019-07-02,4058
2019-07-03,4058
2019-07-04,3927
2019-07-05,3927
2019-07-06,3741
2019-07-07,3741
2019-07-08,3590
2019-07-09,3590
2019-07-10,3425
2019-07-11,3425
2019-07-12,3319
2019-07-13,3319
2019-07-14,3295
2019-07-15,3295
2019-07-16,3188
2019-07-17,3188
2019-07-18,3221
2019-07-19,3221
2019-07-20,3248
2019-07-21,3248
2019-07-22,3158
2019-07-23,3158
2019-07-24,3253
2019-07-25,3253
2019-07-26,3301
2019-07-27,3301
2019-07-28,3455
2019-07-29,3455
2019-07-30,3400
2019-07-31,3400
2019-08-01,3265
2019-08-02,3265
2019-08-03,3342
2019-08-04,3342
2019-08-05,3510
2019-08-06,3510
2019-08-07,3541
2019-08-08,3541
2019-08-09,3541
2019-08-10,3482
2019-08-11,3482
2019-08-12,3482
2019-08-13,3345
2019-08-14,3345
2019-08-15,3177
2019-08-16,3136
2019-08-17,3136
2019-08-18,3024
2019-08-19,2940
2019-08-20,2940
2019-08-21,2819
2019-08-22,2731
2019-08-23,2731
2019-08-24,2680
2019-08-24,2680
2019-08-25,2680
2019-08-25,2680
2019-08-26,2556
2019-08-27,2556
2019-08-27,2556
2019-08-28,2463
2019-08-29,2463
2019-08-30,2382
2019-08-31,2382
2019-09-01,2342
2019-09-02,2342
2019-09-03,2389
2019-09-04,2389
2019-09-05,2488
2019-09-06,2488
2019-09-07,2487
2019-09-08,2487
2019-09-09,2428
2019-09-10,2428
2019-09-11,2423
2019-09-12,2423
2019-09-13,2319
2019-09-14,2319
2019-09-15,2216
2019-09-16,2280
2019-09-17,2280
2019-09-18,2328
2019-09-19,2328
2019-09-20,2437
2019-09-21,2437
2019-09-22,2424
2019-09-23,2424
2019-09-24,2310
2019-09-25,2310
2019-09-26,2205
2019-09-27,2205
2019-09-28,2201
2019-09-29,2201
2019-09-30,2212
2019-10-01,2212
2019-10-02,2151
2019-10-03,2151
2019-10-04,2058
2019-10-05,2058
2019-10-06,1956
2019-10-07,1956
2019-10-08,1927
2019-10-09,1927
2019-10-10,1997
2019-10-11,1997
2019-10-12,2093
2019-10-13,2093
2019-10-14,2198
2019-10-15,2198
2019-10-16,2308
2019-10-17,2308
2019-10-18,2424
2019-10-19,2445
2019-10-20,2445
2019-10-21,2453
2019-10-22,2453
2019-10-23,2547
2019-10-24,2547
2019-10-25,2653
2019-10-26,2653
2019-10-27,2605
2019-10-28,2605
2019-10-29,2595
2019-10-30,2595
2019-10-31,2687
2019-11-01,2687
2019-11-02,2633
2019-11-03,2633
2019-11-04,2616
2019-11-05,2616
2019-11-06,2616
2019-11-07,2674
2019-11-08,2674
2019-11-09,2724
2019-11-10,2724
2019-11-11,2689
2019-11-12,2689
2019-11-13,2689
2019-11-14,2574
2019-11-15,2574
2019-11-16,2612
2019-11-17,2612
2019-11-18,2612
2019-11-19,2519
2019-11-20,2519
2019-11-21,2519
2019-11-22,2457
2019-11-23,2457
2019-11-24,2384
2019-11-25,2384
2019-11-26,2384
2019-11-27,2376
2019-11-28,2376
2019-11-29,2439
2019-11-30,2439
2019-12-01,2453
2019-12-02,2453
2019-12-03,2358
2019-12-04,2358
2019-12-05,2358
2019-12-06,2262
2019-12-07,2262
2019-12-08,2262
2019-12-09,2180
2019-12-10,2180
2019-12-11,2238
2019-12-12,2238
2019-12-13,2238
2019-12-14,2247
2019-12-15,2247
2019-12-16,2136
2019-12-17,2136
2019-12-18,2136
2019-12-19,2050
2019-12-20,2050
2019-12-21,2050
2019-12-22,2050
2019-12-23,1976
2019-12-24,1976
2019-12-25,1931
2019-12-26,1931
2019-12-27,1940
2019-12-28,1940
2019-12-29,1940
2019-12-30,1918
2019-12-31,1918
2020-01-01,1953
2020-01-02,1953
2020-01-03,1925
2020-01-04,1925
2020-01-05,1991
2020-01-06,1991
2020-01-07,2061
2020-01-08,2061
2020-01-09,2061
2020-01-10,2035
2020-01-11,2035
2020-01-12,2103
2020-01-13,2103
2020-01-14,2103
2020-01-15,2063
2020-01-16,2063
2020-01-17,2092
2020-01-18,2092
2020-01-19,2061
2020-01-20,2061
2020-01-21,2061
2020-01-22,2096
2020-01-23,2096
2020-01-24,2184
2020-01-25,2184
2020-01-26,2165
2020-01-27,2165
2020-01-28,2144
2020-01-29,2144
2020-01-30,2119
2020-01-31,2119
2020-02-01,2177
2020-02-02,2177
2020-02-03,2204
2020-02-04,2204
2020-02-05,2198
2020-02-06,2091
2020-02-07,2091
2020-02-08,2114
2020-02-09,2114
2020-02-10,2158
2020-02-11,2158
2020-02-12,2082
2020-02-13,2082
2020-02-14,2020
2020-02-15,2020
2020-02-16,2020
2020-02-17,2097
2020-02-18,2097
2020-02-19,2187
2020-02-20,2187
2020-02-21,2187
2020-02-22,2297
2020-02-23,2297
2020-02-24,2350
2020-02-25,2350
2020-02-26,2399
2020-02-27,2399
2020-02-28,2311
2020-02-29,2311
2020-03-01,2357
2020-03-02,2357
2020-03-03,2259
2020-03-04,2259
2020-03-05,2259
2020-03-06,2146
2020-03-07,2146
2020-03-08,2043
2020-03-09,1964
2020-03-10,1892
2020-03-11,1892
2020-03-12,1915
2020-03-13,1915
2020-03-14,1889
2020-03-15,1889
2020-03-16,1835
2020-03-17,1835
2020-03-18,1796
2020-03-19,1796
2020-03-20,1730
2020-03-21,1730
2020-03-22,1705
2020-03-23,1705
2020-03-24,1732
2020-03-25,1732
2020-03-26,1683
2020-03-27,1683
2020-03-28,1626
2020-03-29,1556
2020-03-30,1517
2020-03-31,1517
2020-04-01,1588
2020-04-02,1668
2020-04-03,1668
2020-04-04,1752
2020-04-05,1752
2020-04-06,1840
2020-04-07,1840
2020-04-08,1881
2020-04-09,1881
2020-04-10,1829
2020-04-11,1753
2020-04-12,1701
2020-04-13,1701
2020-04-14,1664
2020-04-15,1641
2020-04-16,1641
2020-04-17,1605
2020-04-18,1542
2020-04-19,1575
2020-04-20,1634
2020-04-21,1634
2020-04-22,1639
2020-04-23,1639
2020-04-24,1656
2020-04-25,1656
2020-04-26,1700
2020-04-27,1757
2020-04-28,1836
2020-04-29,1836
2020-04-30,1769
2020-05-01,1769
2020-05-02,1794
2020-05-03,1883
2020-05-04,1883
2020-05-05,1978
2020-05-06,2043
2020-05-07,2043
2020-05-08,2112
2020-05-09,2218
2020-05-10,2218
2020-05-11,2248
2020-05-12,2248
2020-05-13,2312
