date_obj,Mithril%20gold-trimmed%20set%20(sk) price
2015-09-16,116282
2015-09-17,116282
2015-09-18,116282
2015-09-19,116282
2015-09-20,116282
2015-09-21,116282
2015-09-22,116282
2015-09-23,116282
2015-09-24,116282
2015-09-25,116282
2015-09-27,116282
2015-09-28,116282
2015-09-29,116282
2015-09-30,116282
2015-10-05,116282
2015-10-06,116282
2015-10-07,116282
2015-10-08,116282
2015-10-09,116282
2015-10-10,116282
2015-10-11,116282
2015-10-12,116282
2015-10-13,116282
2015-10-14,116282
2015-10-15,116282
2015-10-16,116282
2015-10-17,116282
2015-10-18,116282
2015-10-19,116282
2015-10-20,116200
2015-10-22,116200
2015-10-23,116200
2015-10-24,116200
2015-10-25,116200
2015-10-26,116200
2015-10-27,116200
2015-10-29,116200
2015-10-30,116200
2015-10-31,116200
2015-11-01,116200
2015-11-02,116200
2015-11-03,116200
2015-11-04,116200
2015-11-05,116200
2015-11-06,116200
2015-11-07,116200
2015-11-08,116200
2015-11-09,116200
2015-11-10,116200
2015-11-11,116200
2015-11-12,116200
2015-11-13,116200
2015-11-14,116200
2015-11-15,116200
2015-11-16,116200
2015-11-17,116200
2015-11-18,116200
2015-11-19,116200
2015-11-20,116200
2015-11-21,116200
2015-11-22,116423
2015-11-23,116423
2015-11-24,116423
2015-11-25,116423
2015-11-26,116423
2015-11-27,116423
2015-11-28,116423
2015-11-29,116423
2015-11-30,116423
2015-12-01,116423
2015-12-02,116423
2015-12-03,116423
2015-12-04,116423
2015-12-05,116423
2015-12-06,116423
2015-12-07,116423
2015-12-08,116423
2015-12-09,116423
2015-12-10,116423
2015-12-11,116423
2015-12-12,116423
2015-12-13,116423
2015-12-14,116423
2015-12-15,116423
2015-12-16,116423
2015-12-17,116423
2015-12-18,116423
2015-12-19,116423
2015-12-20,116423
2015-12-21,116423
2015-12-22,116423
2015-12-23,116423
2015-12-24,116423
2015-12-25,116423
2015-12-26,116423
2015-12-27,116423
2015-12-28,117181
2015-12-29,117181
2015-12-30,117181
2015-12-31,117181
2016-01-01,117181
2016-01-02,117181
2016-01-03,117181
2016-01-04,117181
2016-01-05,117181
2016-01-06,117181
2016-01-07,117181
2016-01-08,117181
2016-01-09,117181
2016-01-10,117181
2016-01-11,117181
2016-01-12,117181
2016-01-13,117181
2016-01-14,117181
2016-01-15,117181
2016-01-16,117181
2016-01-17,117181
2016-01-18,117181
2016-01-19,117181
2016-01-20,117181
2016-01-21,117181
2016-01-22,117181
2016-01-23,117181
2016-01-24,117181
2016-01-25,117181
2016-01-26,117181
2016-01-27,117181
2016-01-28,117181
2016-01-29,118135
2016-01-30,118135
2016-01-31,118135
2016-02-01,118135
2016-02-02,118135
2016-02-03,118135
2016-02-04,118135
2016-02-05,118135
2016-02-06,118135
2016-02-07,118135
2016-02-08,118135
2016-02-09,118135
2016-02-10,118135
2016-02-11,118135
2016-02-12,118135
2016-02-13,118135
2016-02-14,118135
2016-02-15,118135
2016-02-16,118135
2016-02-17,118135
2016-02-18,118135
2016-02-19,118135
2016-02-20,118135
2016-02-21,118135
2016-02-22,118135
2016-02-23,118135
2016-02-24,118135
2016-02-25,118135
2016-02-26,118135
2016-02-27,118135
2016-02-28,118135
2016-02-29,118135
2016-03-01,118135
2016-03-02,118135
2016-03-03,118135
2016-03-04,118428
2016-03-05,118428
2016-03-06,118428
2016-03-07,118428
2016-03-08,118428
2016-03-09,118428
2016-03-10,118428
2016-03-11,118428
2016-03-12,118428
2016-03-13,118428
2016-03-14,118428
2016-03-15,118428
2016-03-16,118428
2016-03-17,118428
2016-03-18,118428
2016-03-19,118428
2016-03-20,118428
2016-03-21,118428
2016-03-22,118428
2016-03-23,118428
2016-03-24,118428
2016-03-25,118428
2016-03-26,118428
2016-03-27,118428
2016-03-28,118428
2016-03-29,118428
2016-03-30,118428
2016-03-31,118428
2016-04-01,118428
2016-04-02,118428
2016-04-03,118428
2016-04-04,118428
2016-04-05,118428
2016-04-06,118428
2016-04-07,118428
2016-04-08,116353
2016-04-09,116353
2016-04-10,116353
2016-04-11,116353
2016-04-12,116353
2016-04-13,116353
2016-04-14,116353
2016-04-15,116353
2016-04-16,116353
2016-04-17,116353
2016-04-18,116353
2016-04-19,116353
2016-04-20,116353
2016-04-21,116353
2016-04-22,116353
2016-04-23,116353
2016-04-24,116353
2016-04-25,116353
2016-04-26,116353
2016-04-27,116353
2016-04-28,116353
2016-04-29,116353
2016-04-30,116353
2016-05-01,116353
2016-05-02,116353
2016-05-03,116353
2016-05-04,116353
2016-05-05,116353
2016-05-06,116353
2016-05-07,116353
2016-05-08,116353
2016-05-09,112997
2016-05-10,112997
2016-05-11,112997
2016-05-12,112997
2016-05-13,112997
2016-05-14,112997
2016-05-15,112997
2016-05-16,112997
2016-05-17,112997
2016-05-18,112997
2016-05-19,112997
2016-05-22,112997
2016-05-23,112997
2016-05-24,112997
2016-05-25,112997
2016-05-26,112997
2016-05-27,112997
2016-05-28,112997
2016-05-29,112997
2016-05-30,112997
2016-05-31,112997
2016-06-01,112997
2016-06-02,112997
2016-06-03,109407
2016-06-04,109407
2016-06-05,109407
2016-06-06,109407
2016-06-07,109407
2016-06-08,109407
2016-06-09,109407
2016-06-10,109407
2016-06-11,109407
2016-06-12,109407
2016-06-13,109407
2016-06-14,109407
2016-06-15,109407
2016-06-16,109407
2016-06-17,109407
2016-06-18,109407
2016-06-19,109407
2016-06-20,109407
2016-06-21,109407
2016-06-22,109937
2016-06-23,109937
2016-06-24,109937
2016-06-25,109937
2016-06-26,109937
2016-06-27,109937
2016-06-28,109937
2016-06-29,109937
2016-06-30,109937
2016-07-01,109937
2016-07-02,109937
2016-07-03,109937
2016-07-04,109937
2016-07-05,109937
2016-07-06,109937
2016-07-07,109937
2016-07-08,109937
2016-07-09,109937
2016-07-10,109937
2016-07-11,109937
2016-07-12,109937
2016-07-13,109937
2016-07-14,109937
2016-07-15,109937
2016-07-16,109937
2016-07-17,109937
2016-07-18,109937
2016-07-23,107820
2016-07-24,107820
2016-07-25,107820
2016-07-26,107820
2016-07-27,107820
2016-07-28,107820
2016-07-29,107820
2016-07-30,107820
2016-07-31,107820
2016-08-01,107820
2016-08-02,107820
2016-08-03,107820
2016-08-04,107820
2016-08-05,107820
2016-08-06,107820
2016-08-07,107820
2016-08-08,107820
2016-08-09,107820
2016-08-10,107820
2016-08-11,107820
2016-08-12,107820
2016-08-13,107820
2016-08-14,107820
2016-08-15,107820
2016-08-16,107820
2016-08-17,107820
2016-08-18,107820
2016-08-19,107820
2016-08-20,107820
2016-08-21,107820
2016-08-22,107820
2016-08-23,103257
2016-08-24,103257
2016-08-25,103257
2016-08-26,103257
2016-08-28,103257
2016-08-31,103257
2016-09-01,103257
2016-09-02,103257
2016-09-03,103257
2016-09-04,103257
2016-09-05,103257
2016-09-06,103257
2016-09-07,103257
2016-09-08,103257
2016-09-09,103257
2016-09-10,103257
2016-09-11,103257
2016-09-12,103257
2016-09-13,103257
2016-09-14,103257
2016-09-15,103257
2016-09-16,103257
2016-09-17,103257
2016-09-18,103257
2016-09-19,103257
2016-09-20,103257
2016-09-21,99138
2016-09-22,99138
2016-09-23,99138
2016-09-24,99138
2016-09-25,99138
2016-09-26,99138
2016-09-27,99138
2016-09-28,99138
2016-09-29,99138
2016-09-30,99138
2016-10-01,99138
2016-10-02,99138
2016-10-03,99138
2016-10-04,99138
2016-10-05,99138
2016-10-06,99138
2016-10-07,99138
2016-10-08,99138
2016-10-09,99138
2016-10-10,99138
2016-10-11,99138
2016-10-12,99138
2016-10-13,99138
2016-10-14,99138
2016-10-15,99138
2016-10-16,99138
2016-10-17,100145
2016-10-18,100145
2016-10-19,100145
2016-10-20,100145
2016-10-21,100145
2016-10-22,100145
2016-10-23,100145
2016-10-24,100145
2016-10-25,100145
2016-10-26,100145
2016-10-27,100145
2016-10-28,100145
2016-10-29,100145
2016-10-30,100145
2016-10-31,100145
2016-11-01,100145
2016-11-02,100145
2016-11-03,100145
2016-11-04,100145
2016-11-05,100145
2016-11-06,100145
2016-11-07,100145
2016-11-08,100145
2016-11-09,100145
2016-11-10,100145
2016-11-11,100145
2016-11-12,100145
2016-11-13,100145
2016-11-14,100145
2016-12-07,97501
2016-12-08,97501
2016-12-09,97501
2016-12-10,97501
2016-12-11,97501
2016-12-12,97501
2016-12-13,97501
2016-12-14,97501
2016-12-15,97501
2016-12-16,97501
2016-12-17,97501
2016-12-18,93933
2016-12-19,93933
2016-12-20,93933
2016-12-21,93933
2016-12-22,93933
2016-12-23,93933
2016-12-24,93933
2016-12-25,93933
2016-12-26,93933
2016-12-27,93933
2016-12-28,93933
2016-12-29,93933
2016-12-30,93933
2016-12-31,93933
2017-01-01,93933
2017-01-02,93933
2017-01-03,93933
2017-01-04,93933
2017-01-05,93933
2017-01-06,93933
2017-01-07,93933
2017-01-08,93933
2017-01-09,93933
2017-01-10,93933
2017-01-11,93933
2017-01-12,93933
2017-01-13,93933
2017-01-14,90257
2017-01-15,90257
2017-01-16,90257
2017-01-17,90257
2017-01-18,90257
2017-01-19,90257
2017-01-20,90257
2017-01-21,90257
2017-01-22,90257
2017-01-27,90257
2017-01-28,90257
2017-01-29,90257
2017-01-30,90257
2017-01-31,90257
2017-02-01,90257
2017-02-02,90257
2017-02-03,90257
2017-02-04,90257
2017-02-05,90257
2017-02-06,90257
2017-02-07,90257
2017-02-08,90257
2017-02-09,90257
2017-02-10,86842
2017-02-11,86842
2017-02-12,86842
2017-02-13,86842
2017-02-14,86842
2017-02-15,86842
2017-02-16,86842
2017-02-18,86842
2017-02-19,86842
2017-02-20,86842
2017-02-21,86842
2017-02-22,86842
2017-02-23,86842
2017-02-24,86842
2017-02-25,86842
2017-02-26,86842
2017-02-27,86842
2017-02-28,86842
2017-03-01,86842
2017-03-02,86842
2017-03-03,86842
2017-03-04,86842
2017-03-05,86842
2017-03-06,86842
2017-03-07,82748
2017-03-08,82748
2017-03-09,82748
2017-03-10,82748
2017-03-11,82748
2017-03-12,82748
2017-03-13,82748
2017-03-14,82748
2017-03-15,82748
2017-03-16,82748
2017-03-17,82748
2017-03-18,82748
2017-03-19,82748
2017-03-20,82748
2017-03-21,82748
2017-03-22,82748
2017-03-23,82748
2017-03-24,82748
2017-03-25,82748
2017-03-26,82748
2017-03-27,82748
2017-03-28,82748
2017-03-29,82748
2017-03-30,82748
2017-03-31,80088
2017-04-01,80088
2017-04-02,80088
2017-04-03,80088
2017-04-04,80088
2017-04-12,80088
2017-04-13,80088
2017-04-14,80088
2017-04-15,80088
2017-04-16,80088
2017-04-17,80088
2017-04-18,80088
2017-04-19,80088
2017-04-20,80088
2017-04-21,80088
2017-04-22,80088
2017-04-23,76397
2017-04-24,76397
2017-04-25,76397
2017-04-26,76397
2017-04-27,76397
2017-04-28,76397
2017-04-29,76397
2017-04-30,76397
2017-05-01,76397
2017-05-02,76397
2017-05-03,76397
2017-05-04,76397
2017-05-05,76397
2017-05-06,76397
2017-05-07,76397
2017-05-08,76397
2017-05-09,76397
2017-05-10,76397
2017-05-11,76397
2017-05-12,76397
2017-05-13,76397
2017-05-14,76397
2017-05-15,76397
2017-05-16,76397
2017-05-17,72888
2017-05-18,72888
2017-05-19,72888
2017-05-20,72888
2017-05-21,72888
2017-05-22,72888
2017-05-23,72888
2017-05-24,72888
2017-05-25,72888
2017-05-26,72888
2017-05-27,72888
2017-05-28,72888
2017-05-29,72888
2017-05-30,72888
2017-05-31,72888
2017-06-01,72888
2017-06-02,72888
2017-06-03,72888
2017-06-06,72888
2017-06-07,69396
2017-06-08,69396
2017-06-09,69396
2017-06-10,69396
2017-06-11,69396
2017-06-12,69396
2017-06-13,69396
2017-06-14,69396
2017-06-15,69396
2017-06-16,69396
2017-06-17,69396
2017-06-18,69396
2017-06-19,69396
2017-06-20,69396
2017-06-21,69396
2017-06-22,69396
2017-06-23,69396
2017-06-24,69396
2017-06-25,69396
2017-06-26,69396
2017-06-27,69396
2017-06-28,69396
2017-06-29,69396
2017-06-30,66266
2017-07-01,66266
2017-07-02,66266
2017-07-03,66266
2017-07-04,66266
2017-07-05,66266
2017-07-06,66266
2017-07-07,66266
2017-07-08,66266
2017-07-13,66266
2017-07-14,66266
2017-07-15,66266
2017-07-16,66266
2017-07-17,66266
2017-07-18,66266
2017-07-19,66266
2017-07-20,66266
2017-07-21,66266
2017-07-22,66266
2017-07-23,63009
2017-07-24,63009
2017-07-25,63009
2017-07-26,63009
2017-07-27,63009
2017-07-28,63009
2017-07-29,63009
2017-07-30,63009
2017-07-31,63009
2017-08-01,63009
2017-08-02,63009
2017-08-03,63009
2017-08-04,63009
2017-08-05,63009
2017-08-06,63009
2017-08-09,63009
2017-08-10,59941
2017-08-11,59941
2017-08-12,59941
2017-08-13,59941
2017-08-14,59941
2017-08-15,59941
2017-08-16,59941
2017-08-17,59941
2017-08-18,59941
2017-08-19,59941
2017-08-20,59941
2017-08-21,59941
2017-08-22,59941
2017-08-23,59941
2017-08-24,59941
2017-08-25,59941
2017-08-26,59941
2017-08-27,59941
2017-08-28,58705
2017-08-29,58705
2017-08-30,58705
2017-08-31,58705
2017-09-01,58705
2017-09-02,58705
2017-09-03,58705
2017-09-04,58705
2017-09-05,58705
2017-09-06,58705
2017-09-07,58705
2017-09-08,58705
2017-09-09,58705
2017-09-10,58705
2017-09-11,58705
2017-09-12,58705
2017-09-13,58705
2017-09-14,58705
2017-09-15,58705
2017-09-16,58705
2017-09-17,58429
2017-09-19,58429
2017-09-20,58429
2017-09-21,58429
2017-09-22,58429
2017-09-23,58429
2017-09-24,58429
2017-09-25,58429
2017-09-26,58429
2017-09-27,58429
2017-09-28,58429
2017-09-29,58429
2017-09-30,58429
2017-10-01,58429
2017-10-02,58429
2017-10-03,58429
2017-10-04,58429
2017-10-05,58429
2017-10-06,58429
2017-10-07,58429
2017-10-08,58429
2017-10-09,60200
2017-10-10,60200
2017-10-11,60200
2017-10-12,60200
2017-10-13,60200
2017-10-14,60200
2017-10-15,60200
2017-10-16,60200
2017-10-17,60200
2017-10-18,60200
2017-10-19,60200
2017-10-20,60200
2017-10-21,60200
2017-10-22,60200
2017-10-23,60200
2017-10-24,60200
2017-10-25,60200
2017-10-26,60200
2017-10-27,60200
2017-10-28,60200
2017-10-29,60200
2017-10-30,60200
2017-10-31,59001
2017-11-02,59001
2017-11-03,59001
2017-11-04,59001
2017-11-05,59001
2017-11-06,59001
2017-11-07,59001
2017-11-08,59001
2017-11-09,59001
2017-11-10,59001
2017-11-11,59001
2017-11-12,59001
2017-11-13,59001
2017-11-14,59001
2017-11-15,59001
2017-11-16,59001
2017-11-17,59001
2017-11-18,59001
2017-11-19,59001
2017-11-20,59001
2017-11-21,56574
2017-11-22,56574
2017-11-23,56574
2017-11-24,56574
2017-11-25,56574
2017-11-26,56574
2017-11-27,56574
2017-11-28,56574
2017-11-29,56574
2017-11-30,56574
2017-12-01,56574
2017-12-02,56574
2017-12-03,56574
2017-12-04,56574
2017-12-05,56574
2017-12-06,56574
2017-12-07,56574
2017-12-08,56574
2017-12-09,56574
2017-12-10,56574
2017-12-11,54460
2017-12-12,54460
2017-12-14,54460
2017-12-15,54460
2017-12-17,54460
2017-12-18,54460
2017-12-19,54460
2017-12-20,54460
2017-12-21,54460
2017-12-22,54460
2017-12-23,54460
2017-12-24,54460
2017-12-25,54460
2017-12-26,54460
2017-12-27,54460
2017-12-28,54460
2017-12-29,55051
2017-12-30,55051
2017-12-31,55051
2018-01-01,55051
2018-01-02,55051
2018-01-03,55051
2018-01-04,55051
2018-01-05,55051
2018-01-06,55051
2018-01-07,55051
2018-01-08,55051
2018-01-09,55051
2018-01-10,55051
2018-01-11,55051
2018-01-12,55051
2018-01-13,53342
2018-01-14,53342
2018-01-15,53342
2018-01-16,53342
2018-01-17,53342
2018-01-18,53342
2018-01-19,53342
2018-01-20,53342
2018-01-21,53342
2018-01-22,53342
2018-01-23,53342
2018-01-25,50976
2018-01-26,50976
2018-01-27,50976
2018-01-28,50976
2018-01-29,50976
2018-01-31,50976
2018-02-01,50976
2018-02-02,52505
2018-02-03,52505
2018-02-04,52505
2018-02-05,52505
2018-02-06,52505
2018-02-07,52505
2018-02-08,52505
2018-02-09,52505
2018-02-10,52505
2018-02-11,52505
2018-02-12,52559
2018-02-13,52559
2018-02-14,52559
2018-02-15,52559
2018-02-16,52559
2018-02-17,52559
2018-02-18,52559
2018-02-19,52559
2018-02-20,52559
2018-02-21,50074
2018-02-22,50074
2018-02-23,50074
2018-02-24,50074
2018-02-25,50074
2018-02-26,50074
2018-02-27,50074
2018-03-01,50074
2018-03-02,49931
2018-03-03,49931
2018-03-04,49931
2018-03-05,49931
2018-03-06,49931
2018-03-07,49931
2018-03-08,49931
2018-03-09,49931
2018-03-10,47979
2018-03-11,47979
2018-03-12,47979
2018-03-13,47979
2018-03-14,47979
2018-03-15,47979
2018-03-16,47979
2018-03-17,46627
2018-03-18,46627
2018-03-19,46627
2018-03-20,46627
2018-03-21,46627
2018-03-23,46627
2018-03-24,46627
2018-03-26,46627
2018-03-27,47600
2018-03-28,47600
2018-03-29,47600
2018-03-30,47600
2018-03-31,47600
2018-04-01,47600
2018-04-02,47600
2018-04-03,47600
2018-04-04,46277
2018-04-05,46277
2018-04-06,46277
2018-04-07,46277
2018-04-08,46277
2018-04-09,46277
2018-04-10,46277
2018-04-11,46277
2018-04-12,46239
2018-04-13,46239
2018-04-14,46239
2018-04-15,46239
2018-04-16,46239
2018-04-17,46239
2018-04-18,46239
2018-04-19,46239
2018-04-20,46239
2018-04-21,46239
2018-04-22,47061
2018-04-23,47061
2018-04-24,47061
2018-04-25,47061
2018-04-26,47061
2018-04-27,47061
2018-04-28,47061
2018-04-29,47061
2018-04-30,47061
2018-05-01,47061
2018-05-04,47061
2018-05-05,48750
2018-05-06,48750
2018-05-07,48750
2018-05-08,48750
2018-05-09,48750
2018-05-10,48750
2018-05-11,48750
2018-05-12,48750
2018-05-13,48742
2018-05-14,48742
2018-05-15,48742
2018-05-16,48742
2018-05-17,48742
2018-05-18,48742
2018-05-19,48742
2018-05-20,48742
2018-05-21,48453
2018-05-22,48453
2018-05-23,48453
2018-05-24,48453
2018-05-25,48453
2018-05-26,48453
2018-05-27,48453
2018-05-28,46049
2018-05-29,46049
2018-05-30,46049
2018-05-31,46049
2018-06-01,46049
2018-06-02,46049
2018-06-03,46049
2018-06-04,44587
2018-06-05,44587
2018-06-06,44587
2018-06-07,44587
2018-06-08,44587
2018-06-09,44587
2018-06-10,44587
2018-06-11,44157
2018-06-12,44157
2018-06-13,44157
2018-06-14,44157
2018-06-15,44157
2018-06-16,44157
2018-06-17,44157
2018-06-18,44157
2018-06-19,44547
2018-06-20,44547
2018-06-21,44547
2018-06-22,44547
2018-06-23,44547
2018-06-24,44547
2018-06-25,44547
2018-06-26,44547
2018-06-27,44547
2018-06-28,45244
2018-06-29,45244
2018-06-30,45244
2018-07-01,45244
2018-07-02,45244
2018-07-03,45244
2018-07-04,45244
2018-07-05,45244
2018-07-06,45295
2018-07-07,45295
2018-07-08,45295
2018-07-09,45295
2018-07-10,45295
2018-07-11,45295
2018-07-12,45295
2018-07-13,45295
2018-07-14,45295
2018-07-15,45295
2018-07-16,45295
2018-07-17,45295
2018-07-18,43363
2018-07-19,43363
2018-07-20,43363
2018-07-21,43363
2018-07-22,43363
2018-07-23,43363
2018-07-24,41583
2018-07-25,41583
2018-07-26,41583
2018-07-27,41583
2018-07-28,41583
2018-07-29,40176
2018-07-30,40176
2018-07-31,40176
2018-08-01,40176
2018-08-02,40176
2018-08-03,40176
2018-08-04,40176
2018-08-05,39447
2018-08-06,39447
2018-08-07,39447
2018-08-08,39447
2018-08-09,39447
2018-08-10,39447
2018-08-11,39447
2018-08-12,39834
2018-08-14,39834
2018-08-16,39834
2018-08-17,39834
2018-08-18,39241
2018-08-19,39241
2018-08-20,39241
2018-08-21,39241
2018-08-22,39241
2018-08-23,37761
2018-08-24,37761
2018-08-25,37761
2018-08-26,37761
2018-08-27,36896
2018-08-28,36896
2018-08-29,36896
2018-08-30,36896
2018-08-31,37557
2018-09-01,37557
2018-09-02,37557
2018-09-03,37557
2018-09-04,37557
2018-09-05,38923
2018-09-06,38923
2018-09-07,38923
2018-09-08,38923
2018-09-09,38923
2018-09-10,39470
2018-09-11,39470
2018-09-12,39470
2018-09-13,39470
2018-09-14,39138
2018-09-15,39138
2018-09-16,39138
2018-09-17,39138
2018-09-18,39041
2018-09-19,39041
2018-09-20,39041
2018-09-21,39041
2018-09-22,39143
2018-09-23,39143
2018-09-24,39143
2018-09-25,39143
2018-09-26,39132
2018-09-27,39132
2018-09-28,39132
2018-09-29,39132
2018-09-30,39132
2018-10-02,39304
2018-10-03,39304
2018-10-04,39304
2018-10-05,39304
2018-10-06,39807
2018-10-07,39807
2018-10-08,39807
2018-10-09,39807
2018-10-10,39807
2018-10-11,40852
2018-10-12,40852
2018-10-13,40852
2018-10-14,40852
2018-10-15,40852
2018-10-16,40852
2018-10-17,42145
2018-10-18,42145
2018-10-19,42145
2018-10-20,42145
2018-10-21,42145
2018-10-22,42145
2018-10-23,42145
2018-10-24,42526
2018-10-25,42526
2018-10-26,42526
2018-10-27,42526
2018-10-28,42526
2018-10-29,42710
2018-10-30,42710
2018-10-31,42693
2018-11-01,44457
2018-11-03,46305
2018-11-04,47969
2018-11-05,49838
2018-11-06,51613
2018-11-07,51613
2018-11-08,53497
2018-11-09,53497
2018-11-10,55498
2018-11-11,55498
2018-11-12,57706
2018-11-13,59922
2018-11-14,59922
2018-11-15,62583
2018-11-16,64977
2018-11-17,64977
2018-11-18,67111
2018-11-19,67111
2018-11-20,69698
2018-11-21,69698
2018-11-22,72224
2018-11-23,72224
2018-11-24,74994
2018-11-25,74994
2018-11-26,77590
2018-11-27,77590
2018-11-28,80479
2018-11-29,80479
2018-12-01,83392
2018-12-02,83392
2018-12-03,83392
2018-12-04,86630
2018-12-05,86630
2018-12-07,86630
2018-12-09,90023
2018-12-10,90023
2018-12-11,90023
2018-12-12,93028
2018-12-13,93028
2018-12-14,93028
2018-12-15,92058
2018-12-16,92058
2018-12-17,92058
2018-12-18,87537
2018-12-19,87537
2018-12-20,87537
2018-12-21,83699
2018-12-22,83699
2018-12-23,83699
2018-12-24,79918
2018-12-25,79918
2018-12-26,79918
2018-12-27,77019
2018-12-28,77019
2018-12-29,77019
2018-12-30,77019
2018-12-31,73991
2019-01-01,73991
2019-01-02,73991
2019-01-03,70737
2019-01-04,70737
2019-01-05,70737
2019-01-06,69226
2019-01-08,69226
2019-01-10,66874
2019-01-11,66874
2019-01-12,66874
2019-01-13,64391
2019-01-14,64391
2019-01-15,61419
2019-01-16,61419
2019-01-17,61419
2019-01-18,58608
2019-01-19,58608
2019-01-20,55954
2019-01-21,55954
2019-01-22,55954
2019-01-23,53156
2019-01-24,53156
2019-01-25,53156
2019-01-26,50770
2019-01-27,50770
2019-01-28,50770
2019-01-29,48505
2019-01-30,48505
2019-01-31,48505
2019-02-01,46368
2019-02-02,46368
2019-02-03,46368
2019-02-04,46368
2019-02-05,44742
2019-02-06,44742
2019-02-07,44742
2019-02-08,44742
2019-02-09,43615
2019-02-10,43615
2019-02-11,43615
2019-02-12,43615
2019-02-13,41759
2019-02-14,41759
2019-02-15,41759
2019-02-16,41759
2019-02-17,40580
2019-02-18,40580
2019-02-19,40580
2019-02-20,40580
2019-02-21,40606
2019-02-22,40606
2019-02-23,40606
2019-02-24,40606
2019-02-25,39742
2019-02-26,39742
2019-02-27,39742
2019-02-28,39742
2019-03-01,39742
2019-03-02,39742
2019-03-03,38005
2019-03-04,38005
2019-03-05,38005
2019-03-06,36965
2019-03-07,36965
2019-03-08,36965
2019-03-09,36965
2019-03-10,36965
2019-03-11,36219
2019-03-12,36219
2019-03-13,36219
2019-03-14,36219
2019-03-15,36235
2019-03-16,36235
2019-03-17,36235
2019-03-18,36235
2019-03-19,35797
2019-03-20,35797
2019-03-21,35797
2019-03-22,35797
2019-03-23,34188
2019-03-24,34188
2019-03-25,34188
2019-03-26,34188
2019-03-27,35243
2019-03-28,35243
2019-03-29,35243
2019-03-30,35243
2019-03-31,36188
2019-04-01,36188
2019-04-02,36188
2019-04-03,36188
2019-04-04,36188
2019-04-05,36437
