date_obj,Black%20full%20helm%20(g) price
2016-06-23,57479
2016-06-24,57479
2016-06-25,57479
2016-06-26,57479
2016-06-27,57479
2016-06-28,57229
2016-06-29,57229
2016-06-30,57229
2016-07-01,57229
2016-07-02,57352
2016-07-03,57352
2016-07-04,57352
2016-07-05,57352
2016-07-06,55275
2016-07-07,55275
2016-07-08,55275
2016-07-09,53055
2016-07-10,53055
2016-07-11,53055
2016-07-12,50408
2016-07-13,50408
2016-07-14,50408
2016-07-15,48461
2016-07-16,48461
2016-07-17,48461
2016-07-18,46736
2016-07-23,44672
2016-07-24,44672
2016-07-25,43851
2016-07-26,43851
2016-07-27,43851
2016-07-28,43851
2016-07-29,43528
2016-07-30,43528
2016-07-31,43528
2016-08-01,43528
2016-08-02,43541
2016-08-03,43541
2016-08-04,43541
2016-08-05,43541
2016-08-06,42372
2016-08-07,42372
2016-08-08,42372
2016-08-09,42372
2016-08-10,42211
2016-08-11,42211
2016-08-12,42211
2016-08-13,42211
2016-08-14,42211
2016-08-15,40695
2016-08-16,40695
2016-08-17,40695
2016-08-18,40695
2016-08-19,40695
2016-08-20,39833
2016-08-21,39833
2016-08-22,39833
2016-08-23,39833
2016-08-24,39674
2016-08-25,39674
2016-08-26,39674
2016-08-28,39674
2016-08-31,39595
2016-09-01,39595
2016-09-02,39595
2016-09-03,39048
2016-09-04,39048
2016-09-05,39048
2016-09-06,38469
2016-09-07,38469
2016-09-08,38469
2016-09-09,38469
2016-09-10,38469
2016-09-11,37614
2016-09-12,37614
2016-09-13,37614
2016-09-14,37614
2016-09-15,37585
2016-09-16,37585
2016-09-17,37585
2016-09-18,37585
2016-09-19,37419
2016-09-20,37419
2016-09-21,37419
2016-09-22,37419
2016-09-23,37419
2016-09-24,37466
2016-09-25,37466
2016-09-26,37466
2016-09-27,37466
2016-09-28,37432
2016-09-29,37432
2016-09-30,37432
2016-10-01,37432
2016-10-02,37219
2016-10-03,37219
2016-10-04,37219
2016-10-05,37219
2016-10-06,37219
2016-10-07,36898
2016-10-08,36898
2016-10-09,36898
2016-10-10,36898
2016-10-11,36949
2016-10-12,36949
2016-10-13,36949
2016-10-14,36949
2016-10-15,36954
2016-10-16,36954
2016-10-17,36954
2016-10-18,36954
2016-10-19,36670
2016-10-20,36670
2016-10-21,36670
2016-10-22,36670
2016-10-23,35589
2016-10-24,35589
2016-10-25,35589
2016-10-26,35589
2016-10-27,35589
2016-10-28,35406
2016-10-29,35406
2016-10-30,35406
2016-10-31,35406
2016-11-01,34545
2016-11-02,34545
2016-11-03,34545
2016-11-04,34545
2016-11-05,35213
2016-11-06,35213
2016-11-07,35213
2016-11-08,35213
2016-11-09,36649
2016-11-10,36649
2016-11-11,36649
2016-11-12,36649
2016-11-13,36649
2016-11-14,38301
2016-11-15,38301
2016-12-07,47581
2016-12-08,49647
2016-12-09,49647
2016-12-10,49647
2016-12-11,49647
2016-12-12,49647
2016-12-13,51787
2016-12-14,51787
2016-12-15,51787
2016-12-16,51787
2016-12-17,54063
2016-12-18,54063
2016-12-19,54063
2016-12-20,54063
2016-12-21,56421
2016-12-22,56421
2016-12-23,56421
2016-12-24,56421
2016-12-25,58908
2016-12-26,58908
2016-12-27,58908
2016-12-28,58908
2016-12-29,58908
2016-12-30,61532
2016-12-31,61532
2017-01-01,61532
2017-01-02,61532
2017-01-03,63071
2017-01-04,63071
2017-01-05,63071
2017-01-06,63071
2017-01-07,65241
2017-01-08,65241
2017-01-09,65241
2017-01-10,65241
2017-01-11,65639
2017-01-12,65639
2017-01-13,65639
2017-01-14,65639
2017-01-15,65082
2017-01-16,65082
2017-01-17,65082
2017-01-18,65082
2017-01-19,64278
2017-01-20,64278
2017-01-21,64278
2017-01-22,64278
2017-01-23,62264
2017-01-27,59698
2017-01-28,59698
2017-01-29,59698
2017-01-30,59698
2017-01-31,59966
2017-02-01,59966
2017-02-02,59966
2017-02-03,59966
2017-02-04,60696
2017-02-05,60696
2017-02-06,60696
2017-02-07,60696
2017-02-08,62764
2017-02-09,62764
2017-02-10,62764
2017-02-11,62764
2017-02-12,63652
2017-02-13,63652
2017-02-14,63652
2017-02-15,63652
2017-02-16,63833
2017-02-18,63833
2017-02-19,63833
2017-02-20,63833
2017-02-21,64897
2017-02-22,64897
2017-02-23,64897
2017-02-24,64897
2017-02-25,64897
2017-02-26,66285
2017-02-27,66285
2017-02-28,66285
2017-03-01,66285
2017-03-02,67010
2017-03-03,67010
2017-03-04,67010
2017-03-05,67010
2017-03-06,68374
2017-03-07,68374
2017-03-08,68374
2017-03-09,68374
2017-03-10,68374
2017-03-11,70734
2017-03-12,70734
2017-03-13,70734
2017-03-14,70734
2017-03-15,72559
2017-03-16,72559
2017-03-17,72559
2017-03-18,72559
2017-03-19,72559
2017-03-20,72171
2017-03-21,72171
2017-03-22,72171
2017-03-23,72171
2017-03-24,73940
2017-03-25,73940
2017-03-26,73940
2017-03-27,73940
2017-03-28,75167
2017-03-29,75167
2017-03-30,75167
2017-03-31,75167
2017-04-01,75283
2017-04-02,75283
2017-04-03,75283
2017-04-04,75283
2017-04-12,77134
2017-04-13,77134
2017-04-14,78591
2017-04-15,78591
2017-04-16,78591
2017-04-17,78591
2017-04-18,81316
2017-04-19,81316
2017-04-20,81316
2017-04-21,81316
2017-04-22,82439
2017-04-23,82439
2017-04-24,82439
2017-04-25,82439
2017-04-26,82439
2017-04-27,81077
2017-04-28,81077
2017-04-29,81077
2017-04-30,81077
2017-05-01,81077
2017-05-02,82944
2017-05-03,82944
2017-05-04,82944
2017-05-05,82944
2017-05-06,82944
2017-05-07,84548
2017-05-08,84548
2017-05-09,84548
2017-05-10,84548
2017-05-11,84548
2017-05-12,87387
2017-05-13,87387
2017-05-14,87387
2017-05-15,87387
2017-05-16,87387
2017-05-17,87387
2017-05-18,88873
2017-05-19,88873
2017-05-20,88873
2017-05-21,88873
2017-05-22,88873
2017-05-23,88873
2017-05-24,89528
2017-05-25,89528
2017-05-26,89528
2017-05-27,89528
2017-05-28,89528
2017-05-29,89528
2017-05-30,87986
2017-05-31,87986
2017-06-01,87986
2017-06-02,87986
2017-06-03,87986
2017-06-04,90391
2017-06-05,90391
2017-06-06,90391
2017-06-07,90391
2017-06-08,90391
2017-06-09,92577
2017-06-10,92577
2017-06-11,92577
2017-06-12,92577
2017-06-13,92577
2017-06-14,90323
2017-06-15,90323
2017-06-16,90323
2017-06-17,90323
2017-06-18,90323
2017-06-19,90323
2017-06-20,88685
2017-06-21,88685
2017-06-22,88685
2017-06-23,88685
2017-06-24,88685
2017-06-25,88685
2017-06-26,89361
2017-06-27,89361
2017-06-28,89361
2017-06-29,89361
2017-06-30,89361
2017-07-01,85925
2017-07-02,85925
2017-07-03,85925
2017-07-04,85925
2017-07-05,85925
2017-07-06,82032
2017-07-07,82032
2017-07-08,82032
2017-07-13,81266
2017-07-14,81266
2017-07-15,81266
2017-07-16,81266
2017-07-17,81086
2017-07-18,81086
2017-07-19,81086
2017-07-20,81086
2017-07-21,80811
2017-07-22,80811
2017-07-23,80811
2017-07-24,80811
2017-07-25,81770
2017-07-26,81770
2017-07-27,81770
2017-07-28,81770
2017-07-29,81770
2017-07-30,81926
2017-07-31,81926
2017-08-01,81926
2017-08-02,81926
2017-08-03,81926
2017-08-04,82837
2017-08-05,82837
2017-08-06,82837
2017-08-07,82837
2017-08-08,81360
2017-08-09,81360
2017-08-10,81360
2017-08-11,81360
2017-08-12,78164
2017-08-13,78164
2017-08-14,78164
2017-08-15,78164
2017-08-16,76857
2017-08-17,76857
2017-08-18,76857
2017-08-19,76857
2017-08-20,78865
2017-08-21,78865
2017-08-22,78865
2017-08-23,78865
2017-08-24,78865
2017-08-25,77455
2017-08-26,77455
2017-08-27,77455
2017-08-28,77455
2017-08-29,75971
2017-08-30,75971
2017-08-31,75971
2017-09-01,75971
2017-09-02,76364
2017-09-03,76364
2017-09-04,76364
2017-09-05,76364
2017-09-06,76364
2017-09-07,76696
2017-09-08,76696
2017-09-09,76696
2017-09-10,76696
2017-09-11,76696
2017-09-12,77205
2017-09-13,77205
2017-09-14,77205
2017-09-15,77205
2017-09-16,77205
2017-09-17,79237
2017-09-18,79237
2017-09-19,79237
2017-09-20,79237
2017-09-22,80941
2017-09-23,80941
2017-09-24,80941
2017-09-25,80941
2017-09-26,82541
2017-09-27,82541
2017-09-28,82541
2017-09-29,82541
2017-09-30,82541
2017-10-01,82912
2017-10-02,82912
2017-10-03,82912
2017-10-04,82912
2017-10-05,82912
2017-10-06,82912
2017-10-07,85921
2017-10-08,85921
2017-10-09,85921
2017-10-10,85921
2017-10-11,85921
2017-10-12,86630
2017-10-13,86630
2017-10-14,86630
2017-10-15,86630
2017-10-16,86630
2017-10-17,86630
2017-10-18,87884
2017-10-19,87884
2017-10-20,87884
2017-10-21,87884
2017-10-22,87884
2017-10-23,87884
2017-10-24,87156
2017-10-25,87156
2017-10-26,87156
2017-10-27,87156
2017-10-28,87156
2017-10-29,86517
2017-10-30,86517
2017-10-31,86517
2017-11-01,86517
2017-11-02,86517
2017-11-03,86517
2017-11-04,85148
2017-11-05,85148
2017-11-06,85148
2017-11-07,85148
2017-11-08,85148
2017-11-09,84929
2017-11-10,84929
2017-11-11,84929
2017-11-12,84929
2017-11-13,84929
2017-11-14,84929
2017-11-15,85173
2017-11-16,85173
2017-11-17,85173
2017-11-18,85173
2017-11-19,85173
2017-11-20,85173
2017-11-21,86250
2017-11-22,86250
2017-11-23,86250
2017-11-24,86250
2017-11-25,86250
2017-11-26,84830
2017-11-27,84830
2017-11-28,84830
2017-11-29,84830
2017-11-30,84830
2017-12-01,83564
2017-12-02,83564
2017-12-03,83564
2017-12-04,83564
2017-12-05,83564
2017-12-06,83457
2017-12-07,83457
2017-12-08,83457
2017-12-09,83457
2017-12-10,83457
2017-12-11,84185
2017-12-12,84185
2017-12-13,84185
2017-12-14,84185
2017-12-15,84185
2017-12-16,86219
2017-12-17,86219
2017-12-18,86219
2017-12-19,86219
2017-12-20,86219
2017-12-21,85905
2017-12-22,85905
2017-12-23,85905
2017-12-24,85905
2017-12-25,85905
2017-12-26,84319
2017-12-27,84319
2017-12-28,84319
2017-12-29,84319
2017-12-30,84330
2017-12-31,84330
2018-01-01,84330
2018-01-02,84330
2018-01-03,84330
2018-01-04,81496
2018-01-05,81496
2018-01-06,81496
2018-01-07,79183
2018-01-08,79183
2018-01-09,79183
2018-01-10,79183
2018-01-11,79183
2018-01-12,77666
2018-01-13,77666
2018-01-14,77666
2018-01-15,77666
2018-01-16,77666
2018-01-17,76189
2018-01-18,76189
2018-01-19,76189
2018-01-20,76189
2018-01-21,76189
2018-01-22,77032
2018-01-23,77032
2018-01-24,77133
2018-01-25,77133
2018-01-26,77133
2018-01-27,78627
2018-01-28,78627
2018-01-29,78412
2018-01-30,78412
2018-01-31,78412
2018-02-01,76453
2018-02-02,76453
2018-02-03,74779
2018-02-04,74779
2018-02-05,74779
2018-02-06,72195
2018-02-07,72195
2018-02-08,72195
2018-02-09,69394
2018-02-10,69394
2018-02-11,67464
2018-02-12,67464
2018-02-13,64728
2018-02-14,64728
2018-02-15,62836
2018-02-16,62836
2018-02-17,60140
2018-02-18,60140
2018-02-19,59362
2018-02-20,59362
2018-02-21,59362
2018-02-22,57515
2018-02-23,57515
2018-02-24,57515
2018-02-25,59967
2018-02-26,59967
2018-02-27,62055
2018-02-28,62055
2018-03-01,62055
2018-03-02,64055
2018-03-03,64055
2018-03-04,64055
2018-03-05,65632
2018-03-06,65632
2018-03-07,63856
2018-03-08,63856
2018-03-09,63856
2018-03-10,62464
2018-03-11,62464
2018-03-12,63663
2018-03-13,63663
2018-03-14,63663
2018-03-15,63354
2018-03-16,63354
2018-03-17,61567
2018-03-18,61567
2018-03-20,62681
2018-03-21,62681
2018-03-22,62681
2018-03-23,63494
2018-03-24,63494
2018-03-25,64700
2018-03-26,64700
2018-03-27,66901
2018-03-28,66901
2018-03-29,66901
2018-03-30,69700
2018-03-31,69700
2018-04-01,69700
2018-04-02,71388
2018-04-03,71388
2018-04-04,71388
2018-04-05,73241
2018-04-06,73241
2018-04-07,73241
2018-04-08,75197
2018-04-09,75197
2018-04-10,75197
2018-04-11,77828
2018-04-12,77828
2018-04-13,77828
2018-04-14,79481
2018-04-15,79481
2018-04-16,79481
2018-04-17,82263
2018-04-18,82263
2018-04-19,82263
2018-04-20,82263
2018-04-21,84451
2018-04-22,84451
2018-04-23,84451
2018-04-24,83334
2018-04-25,83334
2018-04-26,83334
2018-04-27,83310
2018-04-28,83310
2018-04-29,83310
2018-04-30,82232
2018-05-01,82232
2018-05-02,82232
2018-05-03,82825
2018-05-04,82825
2018-05-05,83833
2018-05-06,83833
2018-05-07,83833
2018-05-08,84535
2018-05-09,84535
2018-05-10,84160
2018-05-11,84160
2018-05-12,82425
2018-05-13,82425
2018-05-14,82425
2018-05-15,81860
2018-05-16,81860
2018-05-17,81860
2018-05-18,81928
2018-05-19,81928
2018-05-20,83839
2018-05-21,83839
2018-05-22,83839
2018-05-23,84252
2018-05-24,84252
2018-05-25,84252
2018-05-26,84821
2018-05-27,84821
2018-05-28,84821
2018-05-29,85914
2018-05-30,85914
2018-05-31,85914
2018-06-01,85625
2018-06-02,85625
2018-06-03,87810
2018-06-04,87810
2018-06-05,87810
2018-06-06,86594
2018-06-07,86594
2018-06-08,86594
2018-06-09,85517
2018-06-10,85517
2018-06-11,85517
2018-06-12,86521
2018-06-13,86521
2018-06-14,86521
2018-06-15,85796
2018-06-16,85796
2018-06-17,85796
2018-06-18,85369
2018-06-19,85369
2018-06-20,85369
2018-06-21,85535
2018-06-22,85535
2018-06-23,85535
2018-06-24,84252
2018-06-25,84252
2018-06-26,84252
2018-06-27,83971
2018-06-28,83971
2018-06-29,83971
2018-06-30,81621
2018-07-01,81621
2018-07-02,81621
2018-07-03,80120
2018-07-04,80120
2018-07-05,80120
2018-07-06,81617
2018-07-07,81617
2018-07-08,81617
2018-07-09,83954
2018-07-10,83954
2018-07-11,84093
2018-07-12,84093
2018-07-13,85665
2018-07-14,85665
2018-07-15,88428
2018-07-16,88428
2018-07-17,92045
2018-07-18,92045
2018-07-19,92045
2018-07-20,95685
2018-07-21,95685
2018-07-22,95968
2018-07-23,95968
2018-07-24,98765
2018-07-25,98765
2018-07-26,98765
2018-07-27,100582
2018-07-28,100582
2018-07-29,103095
2018-07-30,103095
2018-07-31,105863
2018-08-01,105863
2018-08-02,108114
2018-08-03,108114
2018-08-04,109125
2018-08-05,109125
2018-08-06,113492
2018-08-07,113492
2018-08-08,117650
2018-08-09,117650
2018-08-10,117650
2018-08-11,118803
2018-08-12,118803
2018-08-14,120923
2018-08-16,119951
2018-08-17,121312
2018-08-18,121312
2018-08-19,124066
2018-08-20,124066
2018-08-21,127799
2018-08-22,127799
2018-08-23,127799
2018-08-24,130637
2018-08-25,130637
2018-08-26,130060
2018-08-27,130060
2018-08-28,128847
2018-08-29,128847
2018-08-30,130445
2018-08-31,130445
2018-09-01,129811
2018-09-02,129811
2018-09-03,130563
2018-09-04,130563
2018-09-05,135148
2018-09-06,135148
2018-09-07,139785
2018-09-08,139785
2018-09-09,142963
2018-09-10,142963
2018-09-11,147964
2018-09-12,147964
2018-09-13,150083
2018-09-14,150083
2018-09-15,155549
2018-09-16,155549
2018-09-17,157746
2018-09-18,157746
2018-09-19,152294
2018-09-20,152294
2018-09-21,148679
2018-09-22,148679
2018-09-23,150000
2018-09-24,150000
2018-09-25,150000
2018-09-26,148966
2018-09-27,148966
2018-09-28,148923
2018-09-29,148923
2018-09-30,151873
2018-10-01,151873
2018-10-02,154503
2018-10-03,154503
2018-10-04,155645
2018-10-05,155645
2018-10-06,159431
2018-10-07,159431
2018-10-08,159431
2018-10-09,158985
2018-10-10,158985
2018-10-11,156091
2018-10-12,156091
2018-10-13,157796
2018-10-14,157796
2018-10-15,158754
2018-10-16,158754
2018-10-17,158754
2018-10-18,160933
2018-10-19,160933
2018-10-20,160933
2018-10-21,162002
2018-10-22,162002
2018-10-23,162002
2018-10-24,161524
2018-10-25,161524
2018-10-26,161524
2018-10-27,163912
2018-10-28,163912
2018-10-29,163912
2018-10-30,159485
2018-10-31,161252
2018-11-01,166743
2018-11-03,180857
2018-11-04,189816
2018-11-05,199117
2018-11-06,209073
2018-11-08,226607
2018-11-09,236331
2018-11-10,248148
2018-11-11,258793
2018-11-12,271733
2018-11-13,285320
2018-11-15,305794
2018-11-16,314399
2018-11-17,320005
2018-11-18,325301
2018-11-19,321453
2018-11-20,316989
2018-11-21,316989
2018-11-22,316221
2018-11-23,313781
2018-11-24,311881
2018-11-25,303948
2018-11-26,303948
2018-11-27,296178
2018-11-28,288216
2018-11-29,281650
2018-12-01,270256
2018-12-02,257464
2018-12-03,257464
2018-12-04,248438
2018-12-05,240980
2018-12-07,233243
2018-12-09,223806
2018-12-10,216131
2018-12-11,216131
2018-12-12,209358
2018-12-13,202142
2018-12-14,196626
2018-12-15,190048
2018-12-16,181865
2018-12-17,181865
2018-12-18,174174
2018-12-19,169212
2018-12-20,166082
2018-12-21,159641
2018-12-22,159641
2018-12-23,155870
2018-12-24,152033
2018-12-25,152033
2018-12-26,149687
2018-12-27,152337
2018-12-28,152337
2018-12-29,153815
2018-12-30,155153
2018-12-31,154534
2019-01-01,154534
2019-01-02,154003
2019-01-03,157926
2019-01-04,157926
2019-01-05,157483
2019-01-06,157509
2019-01-08,159277
2019-01-10,156369
2019-01-11,156369
2019-01-12,154600
2019-01-13,153271
2019-01-14,154584
2019-01-15,152135
2019-01-16,149293
2019-01-17,145615
2019-01-18,145615
2019-01-19,142859
2019-01-20,139679
2019-01-21,139679
2019-01-22,135354
2019-01-23,133041
2019-01-24,133041
2019-01-25,132264
2019-01-26,133205
2019-01-27,135831
2019-01-28,139749
2019-01-29,142476
2019-01-30,142476
2019-01-31,146317
2019-02-01,151077
2019-02-02,151077
2019-02-03,150399
2019-02-04,150399
2019-02-05,151829
2019-02-06,151829
2019-02-07,150420
2019-02-08,150420
2019-02-09,151031
2019-02-10,151031
2019-02-11,148344
2019-02-12,148344
2019-02-13,145751
2019-02-14,145751
2019-02-15,141824
2019-02-16,141824
2019-02-17,137824
2019-02-18,137824
2019-02-19,136062
2019-02-20,136062
2019-02-21,136047
2019-02-22,136047
2019-02-23,137860
2019-02-24,138392
2019-02-25,137718
2019-02-26,137718
2019-02-27,136478
2019-02-28,136478
2019-03-01,133088
2019-03-02,133088
2019-03-03,130880
2019-03-04,126619
2019-03-05,126619
2019-03-06,124380
2019-03-07,124380
2019-03-08,124325
2019-03-09,121844
2019-03-10,121705
2019-03-11,119764
2019-03-12,120120
2019-03-13,120120
2019-03-14,120531
2019-03-15,120531
2019-03-16,121423
2019-03-17,119113
2019-03-18,119113
2019-03-19,120055
2019-03-20,118152
2019-03-21,115784
2019-03-22,115784
2019-03-23,115802
