date_obj,Bandos%20tassets price
2016-04-12,24363311
2016-04-13,24316478
2016-04-14,24298029
2016-04-15,24548539
2016-04-16,24598938
2016-04-17,24648450
2016-04-18,24801324
2016-04-19,24798337
2016-04-20,24782606
2016-04-21,24772094
2016-04-22,24828060
2016-04-23,24872687
2016-04-24,24931200
2016-04-25,24909127
2016-04-26,24887790
2016-04-27,24845563
2016-04-28,24943412
2016-04-29,25085412
2016-04-30,25250301
2016-05-01,25253726
2016-05-02,25364664
2016-05-03,25339781
2016-05-04,25591482
2016-05-05,25639625
2016-05-06,26085572
2016-05-07,26797599
2016-05-08,26480887
2016-05-09,26471925
2016-05-10,26507643
2016-05-11,26479599
2016-05-12,26484001
2016-05-13,26452691
2016-05-14,26548131
2016-05-15,26629146
2016-05-16,26810303
2016-05-17,26929198
2016-05-18,26908248
2016-05-19,26933083
2016-05-22,26958102
2016-05-23,27058075
2016-05-24,27117861
2016-05-25,26998301
2016-05-26,27091798
2016-05-27,27315149
2016-05-28,27366855
2016-05-29,27351132
2016-05-30,27358969
2016-05-31,27324114
2016-06-01,27032997
2016-06-02,26951697
2016-06-03,27003782
2016-06-04,26896816
2016-06-05,26931909
2016-06-06,26951054
2016-06-07,26823289
2016-06-08,26769530
2016-06-09,26968341
2016-06-10,27013411
2016-06-11,27036358
2016-06-12,26963719
2016-06-13,26891283
2016-06-14,26786510
2016-06-15,26807765
2016-06-16,26852793
2016-06-17,26948313
2016-06-18,26887028
2016-06-19,26793350
2016-06-20,26668697
2016-06-21,26698274
2016-06-22,26670728
2016-06-23,26790516
2016-06-24,26864204
2016-06-25,27019277
2016-06-26,27310698
2016-06-27,27668647
2016-06-28,27432717
2016-06-29,27222370
2016-06-30,26995138
2016-07-01,26911388
2016-07-02,26924952
2016-07-03,26931118
2016-07-04,26868339
2016-07-05,26810679
2016-07-06,26692170
2016-07-07,26526732
2016-07-08,26463743
2016-07-09,26458417
2016-07-10,26396712
2016-07-11,26349625
2016-07-12,26397480
2016-07-13,26412663
2016-07-14,26409722
2016-07-15,26560974
2016-07-16,26765796
2016-07-17,26791168
2016-07-18,26768093
2016-07-23,26570677
2016-07-24,26174654
2016-07-25,25934913
2016-07-26,25728923
2016-07-27,25362081
2016-07-28,25319250
2016-07-29,25365874
2016-07-30,25392942
2016-07-31,25548551
2016-08-01,25847216
2016-08-02,26386078
2016-08-03,26330160
2016-08-04,26348168
2016-08-05,26271669
2016-08-06,26318446
2016-08-07,26290285
2016-08-08,26270291
2016-08-09,26114103
2016-08-10,25875206
2016-08-11,25854692
2016-08-12,25810765
2016-08-13,26069437
2016-08-14,26051179
2016-08-15,25997568
2016-08-16,25898912
2016-08-17,25294853
2016-08-18,24249832
2016-08-19,23333186
2016-08-20,24493141
2016-08-21,25020964
2016-08-22,25155051
2016-08-23,24604032
2016-08-24,23734015
2016-08-25,22771549
2016-08-26,23808604
2016-08-28,24100496
2016-08-31,23571240
2016-09-01,23448423
2016-09-02,23351057
2016-09-03,23388707
2016-09-04,23292177
2016-09-05,23664715
2016-09-06,23961502
2016-09-07,23879162
2016-09-08,23767062
2016-09-09,23662036
2016-09-10,23521525
2016-09-11,23414811
2016-09-12,23192364
2016-09-13,22733851
2016-09-14,22839692
2016-09-15,23785692
2016-09-16,24078175
2016-09-17,24622324
2016-09-18,24740595
2016-09-19,24786000
2016-09-20,24959507
2016-09-21,24972825
2016-09-22,25421223
2016-09-23,25641682
2016-09-24,25840698
2016-09-25,25836124
2016-09-26,25670615
2016-09-27,25589703
2016-09-28,25333146
2016-09-29,25067569
2016-09-30,24751847
2016-10-01,24631542
2016-10-02,24613281
2016-10-03,24572898
2016-10-04,24932505
2016-10-05,24818773
2016-10-06,24808621
2016-10-07,25285218
2016-10-08,25066430
2016-10-09,25000074
2016-10-10,24932965
2016-10-11,25023274
2016-10-12,25040921
2016-10-13,25176061
2016-10-14,25469782
2016-10-15,25603955
2016-10-16,25838620
2016-10-17,25802165
2016-10-18,25780047
2016-10-19,25719646
2016-10-20,25617249
2016-10-21,25618178
2016-10-22,25725229
2016-10-23,25960811
2016-10-24,25912739
2016-10-25,26003222
2016-10-26,26150503
2016-10-27,26201133
2016-10-28,26142587
2016-10-29,26231538
2016-10-30,26203500
2016-10-31,26100460
2016-11-01,25931322
2016-11-02,25885030
2016-11-03,25806859
2016-11-04,25794562
2016-11-05,25759552
2016-11-06,25815336
2016-11-07,25562950
2016-11-08,25158026
2016-11-09,24700610
2016-11-10,23839942
2016-11-11,24020663
2016-11-12,24533679
2016-11-13,24622057
2016-11-14,24632714
2016-11-15,24572027
2016-12-07,25097564
2016-12-08,24998501
2016-12-09,25141653
2016-12-10,25142164
2016-12-11,25395982
2016-12-12,25700197
2016-12-13,25983298
2016-12-14,26307845
2016-12-15,26158987
2016-12-16,26333624
2016-12-17,26520679
2016-12-18,26982218
2016-12-19,27034277
2016-12-20,26988368
2016-12-21,26918134
2016-12-22,26807158
2016-12-23,26900023
2016-12-24,27191920
2016-12-25,27493000
2016-12-26,28732604
2016-12-27,28300812
2016-12-28,27783499
2016-12-29,27064397
2016-12-30,27029385
2016-12-31,27320386
2017-01-01,28191916
2017-01-02,28532458
2017-01-03,28915958
2017-01-04,28005278
2017-01-05,26607403
2017-01-06,26515106
2017-01-07,26708012
2017-01-08,25379505
2017-01-09,24138963
2017-01-10,24156812
2017-01-11,24845500
2017-01-12,24870050
2017-01-13,25275659
2017-01-14,25604325
2017-01-15,25575313
2017-01-16,25673126
2017-01-17,25874481
2017-01-18,25745280
2017-01-19,25700301
2017-01-20,25654281
2017-01-21,25637350
2017-01-22,25585013
2017-01-23,25673008
2017-01-27,24977907
2017-01-28,24748613
2017-01-29,24857371
2017-01-30,24779415
2017-01-31,24849131
2017-02-01,25045005
2017-02-02,25177691
2017-02-03,25507831
2017-02-04,25766575
2017-02-05,25775443
2017-02-06,25831680
2017-02-07,25834228
2017-02-08,25860072
2017-02-09,25863644
2017-02-10,25859776
2017-02-11,25932277
2017-02-12,25879350
2017-02-13,25841116
2017-02-14,26102419
2017-02-15,25960344
2017-02-16,25983948
2017-02-18,25932369
2017-02-19,25907085
2017-02-20,25929384
2017-02-21,25769298
2017-02-22,25614835
2017-02-23,24711330
2017-02-24,24707297
2017-02-25,24741406
2017-02-26,24666494
2017-02-27,24597655
2017-02-28,24570958
2017-03-01,24645669
2017-03-02,24734445
2017-03-03,24933421
2017-03-04,25408397
2017-03-05,25479777
2017-03-06,25595346
2017-03-07,25514531
2017-03-08,25453589
2017-03-09,25399639
2017-03-10,25241029
2017-03-11,24970422
2017-03-12,24908912
2017-03-13,24632117
2017-03-14,24220734
2017-03-15,23900177
2017-03-16,23344475
2017-03-17,23153711
2017-03-18,23267238
2017-03-19,22991191
2017-03-20,22781673
2017-03-21,22816680
2017-03-22,23322965
2017-03-23,24129892
2017-03-24,24065180
2017-03-25,24147976
2017-03-26,24055944
2017-03-27,23839404
2017-03-28,23751747
2017-03-29,23631577
2017-03-30,23926446
2017-03-31,24222427
2017-04-01,24398511
2017-04-02,24636308
2017-04-03,24742353
2017-04-04,24808722
2017-04-12,24889199
2017-04-13,25117427
2017-04-14,25202354
2017-04-15,25308345
2017-04-16,25477427
2017-04-17,25552534
2017-04-18,25676613
2017-04-19,25958097
2017-04-20,26079359
2017-04-21,26294852
2017-04-22,26493597
2017-04-23,26247627
2017-04-24,25907151
2017-04-25,25575348
2017-04-26,25525589
2017-04-27,25641902
2017-04-28,25767315
2017-04-29,25868230
2017-04-30,25938153
2017-05-01,26292148
2017-05-02,26045099
2017-05-03,26011655
2017-05-04,26570678
2017-05-05,26802365
2017-05-06,27079964
2017-05-07,27158155
2017-05-08,27079884
2017-05-09,26729608
2017-05-10,26213405
2017-05-11,26000069
2017-05-12,25928831
2017-05-13,25893667
2017-05-14,25931914
2017-05-15,26194956
2017-05-16,26182916
2017-05-17,26168174
2017-05-18,26179816
2017-05-19,26222379
2017-05-20,26233972
2017-05-21,26239026
2017-05-22,26085112
2017-05-23,25947900
2017-05-24,25746365
2017-05-25,26252971
2017-05-26,26941231
2017-05-27,27161266
2017-05-28,27596486
2017-05-29,27594718
2017-05-30,27621876
2017-05-31,27614311
2017-06-01,26357196
2017-06-02,25056311
2017-06-03,25419235
2017-06-04,25593733
2017-06-05,25630261
2017-06-06,25785603
2017-06-07,25714594
2017-06-08,25635022
2017-06-09,25574562
2017-06-10,25188918
2017-06-11,24233635
2017-06-12,23022217
2017-06-13,23964189
2017-06-14,24754109
2017-06-15,24629231
2017-06-16,24583424
2017-06-17,24548362
2017-06-18,24298094
2017-06-19,23918295
2017-06-20,23659185
2017-06-21,23280505
2017-06-22,23277508
2017-06-23,23317060
2017-06-24,23444321
2017-06-25,23558032
2017-06-26,23516198
2017-06-27,23584051
2017-06-28,23681114
2017-06-29,23681106
2017-06-30,23669465
2017-07-01,23779566
2017-07-02,24115752
2017-07-03,24047328
2017-07-04,23909394
2017-07-05,23808394
2017-07-06,23668259
2017-07-07,23644198
2017-07-08,23670731
2017-07-09,23643009
2017-07-13,22747120
2017-07-14,22705462
2017-07-15,22876488
2017-07-16,23416179
2017-07-17,23528155
2017-07-18,23639087
2017-07-19,23808069
2017-07-20,24373901
2017-07-21,24789734
2017-07-22,24981069
2017-07-23,25411644
2017-07-24,25445137
2017-07-25,25514997
2017-07-26,25518833
2017-07-27,25488515
2017-07-28,25500431
2017-07-29,25482813
2017-07-30,25266277
2017-07-31,24987914
2017-08-01,24828355
2017-08-02,24700069
2017-08-03,24688144
2017-08-04,24743263
2017-08-05,24887191
2017-08-06,24866121
2017-08-07,24831859
2017-08-08,24717034
2017-08-09,24536477
2017-08-10,24445903
2017-08-11,24642754
2017-08-12,24778316
2017-08-13,25062875
2017-08-14,25104812
2017-08-15,25040993
2017-08-16,24925221
2017-08-17,24889239
2017-08-18,24833488
2017-08-19,24745962
2017-08-20,24749647
2017-08-21,24573012
2017-08-22,24297779
2017-08-23,24091524
2017-08-24,24042952
2017-08-25,24208871
2017-08-26,24199730
2017-08-27,24215065
2017-08-28,24393877
2017-08-29,24308944
2017-08-30,24571013
2017-08-31,24567609
2017-09-01,24623453
2017-09-02,24878429
2017-09-03,24768323
2017-09-04,24810002
2017-09-05,24790948
2017-09-06,24725424
2017-09-07,25373974
2017-09-08,25458218
2017-09-09,25565224
2017-09-10,25540318
2017-09-11,25364002
2017-09-12,25300730
2017-09-13,25130687
2017-09-14,25035412
2017-09-15,25046726
2017-09-16,25283842
2017-09-17,25271905
2017-09-18,25413231
2017-09-19,25261515
2017-09-20,25203778
2017-09-22,25156690
2017-09-23,25172366
2017-09-24,25214073
2017-09-25,25201959
2017-09-26,25154589
2017-09-27,25125328
2017-09-28,25071737
2017-09-29,25162437
2017-09-30,25479550
2017-10-01,25515911
2017-10-02,25653505
2017-10-03,25566099
2017-10-04,25539957
2017-10-05,25465597
2017-10-06,25413672
2017-10-07,25526021
2017-10-08,25622245
2017-10-09,25575754
2017-10-10,25511077
2017-10-11,25505104
2017-10-12,25462494
2017-10-13,25671615
2017-10-14,25742809
2017-10-15,25653127
2017-10-16,25622072
2017-10-17,25570353
2017-10-18,25479909
2017-10-19,25471761
2017-10-20,25497759
2017-10-21,25557309
2017-10-22,25631575
2017-10-23,25582761
2017-10-24,25617618
2017-10-25,25949376
2017-10-26,26739024
2017-10-27,27192678
2017-10-28,27018431
2017-10-29,26899866
2017-10-30,26807592
2017-10-31,26804194
2017-11-01,26878888
2017-11-02,26852603
2017-11-03,26909785
2017-11-04,26982339
2017-11-05,26924760
2017-11-06,26829789
2017-11-07,26634346
2017-11-08,26356474
2017-11-09,26176323
2017-11-10,26152580
2017-11-11,26240051
2017-11-12,26208807
2017-11-13,26151617
2017-11-14,26078882
2017-11-15,26001525
2017-11-16,25673098
2017-11-17,25707404
2017-11-18,25652666
2017-11-19,25527021
2017-11-20,25370824
2017-11-21,25252081
2017-11-22,24934522
2017-11-23,24442949
2017-11-24,24309798
2017-11-25,24426594
2017-11-26,24356151
2017-11-27,24386494
2017-11-28,24290087
2017-11-29,24189068
2017-11-30,24099080
2017-12-01,24221898
2017-12-02,24226398
2017-12-03,24275586
2017-12-04,24291441
2017-12-05,24236445
2017-12-06,24212397
2017-12-07,24205394
2017-12-08,24254015
2017-12-09,24390006
2017-12-10,24636599
2017-12-11,24698007
2017-12-12,24734051
2017-12-13,24704029
2017-12-14,24780083
2017-12-15,25154488
2017-12-16,25197338
2017-12-17,25188547
2017-12-18,25424013
2017-12-19,25525085
2017-12-20,25831291
2017-12-21,25878220
2017-12-22,26510154
2017-12-23,26708297
2017-12-24,26817876
2017-12-25,27044074
2017-12-26,27017534
2017-12-27,26901805
2017-12-28,26819260
2017-12-29,26746745
2017-12-30,26693579
2017-12-31,26659499
2018-01-01,26666308
2018-01-02,26695261
2018-01-03,26838349
2018-01-04,26169562
2018-01-05,26305049
2018-01-06,26963888
2018-01-07,27108644
2018-01-08,26730166
2018-01-09,26412363
2018-01-10,26177958
2018-01-11,26093151
2018-01-12,26270295
2018-01-13,26341400
2018-01-14,26237943
2018-01-15,26141899
2018-01-16,26094967
2018-01-17,25966495
2018-01-18,26089441
2018-01-19,26213998
2018-01-20,26506590
2018-01-21,26573841
2018-01-22,26680545
2018-01-23,26701986
2018-01-24,26865377
2018-01-25,26865640
2018-01-26,26839646
2018-01-27,26710891
2018-01-28,26706529
2018-01-29,26473878
2018-01-30,26187409
2018-01-31,26000489
2018-02-01,25915670
2018-02-02,25848737
2018-02-03,25890719
2018-02-04,25888429
2018-02-05,25899633
2018-02-06,25836979
2018-02-07,25762718
2018-02-08,25712560
2018-02-09,25553255
2018-02-10,25383320
2018-02-11,25038374
2018-02-12,24579915
2018-02-13,24537420
2018-02-14,24944160
2018-02-15,25366203
2018-02-16,25434097
2018-02-17,25563403
2018-02-18,25824033
2018-02-19,26120255
2018-02-20,26109045
2018-02-21,26083894
2018-02-22,26565240
2018-02-23,26876832
2018-02-24,27452419
2018-02-25,27103968
2018-02-26,26757429
2018-02-27,26512937
2018-02-28,26535301
2018-03-01,26488356
2018-03-02,26718250
2018-03-03,26822886
2018-03-04,26789433
2018-03-05,26634935
2018-03-06,26493170
2018-03-07,26432929
2018-03-08,26299400
2018-03-09,26340482
2018-03-10,26445791
2018-03-11,26611101
2018-03-12,26660761
2018-03-13,26824213
2018-03-14,27036544
2018-03-15,27011958
2018-03-16,27325715
2018-03-17,27693189
2018-03-18,27945221
2018-03-20,27435307
2018-03-21,27411982
2018-03-22,27455627
2018-03-23,27768598
2018-03-24,28027199
2018-03-25,28268774
2018-03-26,27968352
2018-03-27,27546191
2018-03-28,27334711
2018-03-29,27659660
2018-03-30,27663745
2018-03-31,27822928
2018-04-01,27817977
2018-04-02,27838340
2018-04-03,28015218
2018-04-04,28011159
2018-04-05,28198757
2018-04-06,28491780
2018-04-07,28417141
2018-04-08,28434263
2018-04-09,28369539
2018-04-10,28321945
2018-04-11,28230143
2018-04-12,28090244
2018-04-13,28220070
2018-04-14,28284226
2018-04-15,28467502
2018-04-16,28300883
2018-04-17,28321179
2018-04-18,28409366
2018-04-19,28589316
2018-04-20,28689787
2018-04-21,28725830
2018-04-22,28818595
2018-04-23,28777880
2018-04-24,28720612
2018-04-25,28706086
2018-04-26,28731917
2018-04-27,29097085
2018-04-28,29241814
2018-04-29,29502965
2018-04-30,29671158
2018-05-01,29832494
2018-05-02,29982118
2018-05-03,31020669
2018-05-04,31464808
2018-05-05,31693549
2018-05-06,31550229
2018-05-07,30945674
2018-05-08,29446647
2018-05-09,28051015
2018-05-10,26703584
2018-05-11,27253374
2018-05-12,28441487
2018-05-13,28289354
2018-05-14,28646385
2018-05-15,29015858
2018-05-16,29057309
2018-05-17,29171671
2018-05-18,29060465
2018-05-19,28995941
2018-05-20,28904405
2018-05-21,28947255
2018-05-22,29029707
2018-05-23,29176124
2018-05-24,29276241
2018-05-25,29731623
2018-05-26,30032150
2018-05-27,30135494
2018-05-28,30254465
2018-05-29,30198862
2018-05-30,30147610
2018-05-31,29925871
2018-06-01,29639695
2018-06-02,29541089
2018-06-03,29482479
2018-06-04,29445393
2018-06-05,29072987
2018-06-06,28108311
2018-06-07,26887306
2018-06-08,26996193
2018-06-09,27552177
2018-06-10,27958160
2018-06-11,27870336
2018-06-12,27448629
2018-06-13,27580751
2018-06-14,27758540
2018-06-15,28008688
2018-06-16,28793841
2018-06-17,28720394
2018-06-18,28848172
2018-06-19,28769316
2018-06-20,28835152
2018-06-21,29156377
2018-06-22,29404203
2018-06-23,29625716
2018-06-24,29833626
2018-06-25,29897322
2018-06-26,29955792
2018-06-27,29703607
2018-06-28,28914771
2018-06-29,28877161
2018-06-30,29183440
2018-07-01,29336929
2018-07-02,29296710
2018-07-03,29461227
2018-07-04,29366998
2018-07-05,29624307
2018-07-06,30001765
2018-07-07,30073645
2018-07-08,30098173
2018-07-09,30064576
2018-07-10,30028216
2018-07-11,29940385
2018-07-12,29879771
2018-07-13,29982536
2018-07-14,30249901
2018-07-15,30378640
2018-07-16,30457884
2018-07-17,30576324
2018-07-18,30609017
2018-07-19,30749833
2018-07-20,30660710
2018-07-21,30672265
2018-07-22,30763845
2018-07-23,30801618
2018-07-24,30981012
2018-07-25,30936495
2018-07-26,30809663
2018-07-27,30332306
2018-07-28,30374999
2018-07-29,30317593
2018-07-30,30239705
2018-07-31,30233701
2018-08-01,30260737
2018-08-02,30312916
2018-08-03,30371073
2018-08-04,30457294
2018-08-05,30493607
2018-08-06,30499126
2018-08-07,30383871
2018-08-08,29972868
2018-08-09,29886327
2018-08-10,29694584
2018-08-11,29723506
2018-08-12,29539289
2018-08-14,29229171
2018-08-16,27352680
2018-08-17,27861939
2018-08-18,28792060
2018-08-19,29118504
2018-08-20,29236021
2018-08-21,29539245
2018-08-22,29423221
2018-08-23,29529460
2018-08-24,29641271
2018-08-25,29706489
2018-08-26,29622750
2018-08-27,29639154
2018-08-28,29583553
2018-08-29,29548354
2018-08-30,29573389
2018-08-31,29684194
2018-09-01,29830277
2018-09-02,29812036
2018-09-03,29836985
2018-09-04,29899686
2018-09-05,29863276
2018-09-06,29822439
2018-09-07,29778653
2018-09-08,29791775
2018-09-09,29698896
2018-09-10,29644684
2018-09-11,29512401
2018-09-12,29295146
2018-09-13,29140679
2018-09-14,29267540
2018-09-15,29558005
2018-09-16,29727955
2018-09-17,29867502
2018-09-18,29888855
2018-09-19,30058102
2018-09-20,30221507
2018-09-21,30466747
2018-09-22,30836335
2018-09-23,30792666
2018-09-24,30826222
2018-09-25,30833108
2018-09-26,30832635
2018-09-27,30779570
2018-09-28,30651476
2018-09-29,30630240
2018-09-30,30764985
2018-10-01,30737324
2018-10-02,30564968
2018-10-03,30490550
2018-10-04,30431854
2018-10-05,30444836
2018-10-06,30520807
2018-10-07,30649665
2018-10-08,30697872
2018-10-09,30777120
2018-10-10,30823668
2018-10-11,30900881
2018-10-12,31219051
2018-10-13,31278600
2018-10-14,31540240
2018-10-15,31510192
2018-10-16,31622023
2018-10-17,31516292
2018-10-18,31111622
2018-10-19,30802234
2018-10-20,30880910
2018-10-21,30997116
2018-10-22,30992279
2018-10-23,31179163
2018-10-24,31145919
2018-10-25,31259357
2018-10-26,31346137
2018-10-27,31453739
2018-10-28,31362188
2018-10-29,31173165
2018-10-30,31140120
2018-10-31,31264540
2018-11-01,31666023
2018-11-03,32266404
2018-11-04,32487657
2018-11-05,32408966
2018-11-06,32368455
2018-11-07,32322718
2018-11-08,32276465
