date_obj,Initiate%20cuisse price
2015-08-05,4670
2015-08-06,4670
2015-08-07,4761
2015-08-08,4720
2015-08-09,4720
2015-08-10,4668
2015-08-11,4650
2015-08-12,4650
2015-08-13,4657
2015-08-14,4729
2015-08-15,4729
2015-08-16,4611
2015-08-17,4611
2015-08-18,4719
2015-08-19,4719
2015-08-20,4792
2015-08-21,4823
2015-08-22,4823
2015-08-23,4733
2015-08-24,4758
2015-08-25,4758
2015-08-26,4767
2015-08-27,4868
2015-08-28,4868
2015-08-29,4839
2015-08-30,4839
2015-08-31,4779
2015-09-01,4779
2015-09-02,4746
2015-09-03,4746
2015-09-04,4701
2015-09-05,4701
2015-09-06,4656
2015-09-07,4656
2015-09-08,4709
2015-09-09,4709
2015-09-10,4901
2015-09-11,4901
2015-09-12,4873
2015-09-13,4864
2015-09-14,4864
2015-09-15,4893
2015-09-16,4893
2015-09-17,4838
2015-09-18,4838
2015-09-19,4714
2015-09-20,4714
2015-09-21,4713
2015-09-22,4713
2015-09-23,4670
2015-09-24,4670
2015-09-25,4670
2015-09-27,4680
2015-09-28,4709
2015-09-29,4709
2015-09-30,4597
2015-10-05,4757
2015-10-06,4761
2015-10-07,4761
2015-10-08,4695
2015-10-09,4695
2015-10-10,4628
2015-10-11,4561
2015-10-12,4561
2015-10-13,4535
2015-10-14,4535
2015-10-15,4451
2015-10-16,4451
2015-10-17,4535
2015-10-18,4535
2015-10-19,4630
2015-10-20,4630
2015-10-22,4712
2015-10-23,4684
2015-10-24,4684
2015-10-25,4831
2015-10-26,4831
2015-10-27,4969
2015-10-29,4884
2015-10-30,4884
2015-10-31,4888
2015-11-01,4888
2015-11-02,4817
2015-11-03,4817
2015-11-04,4691
2015-11-05,4691
2015-11-06,4654
2015-11-07,4674
2015-11-08,4674
2015-11-09,4674
2015-11-10,4714
2015-11-11,4714
2015-11-12,4718
2015-11-13,4718
2015-11-14,4672
2015-11-15,4672
2015-11-16,4658
2015-11-17,4658
2015-11-18,4625
2015-11-19,4625
2015-11-20,4672
2015-11-21,4672
2015-11-22,4728
2015-11-23,4728
2015-11-24,4675
2015-11-25,4682
2015-11-26,4682
2015-11-27,4680
2015-11-28,4680
2015-11-29,4669
2015-11-30,4669
2015-12-01,4651
2015-12-02,4651
2015-12-03,4726
2015-12-04,4726
2015-12-05,4761
2015-12-06,4761
2015-12-07,4766
2015-12-08,4766
2015-12-09,4592
2015-12-10,4592
2015-12-11,4637
2015-12-12,4637
2015-12-13,4771
2015-12-14,4771
2015-12-15,4717
2015-12-16,4717
2015-12-17,4656
2015-12-18,4656
2015-12-19,4615
2015-12-20,4669
2015-12-21,4669
2015-12-22,4618
2015-12-23,4618
2015-12-24,4766
2015-12-25,4766
2015-12-26,4847
2015-12-27,4786
2015-12-28,4786
2015-12-29,4738
2015-12-31,4663
2016-01-01,4663
2016-01-02,4766
2016-01-03,4949
2016-01-04,5041
2016-01-05,5041
2016-01-06,4983
2016-01-07,4983
2016-01-08,4824
2016-01-09,4824
2016-01-10,4678
2016-01-11,4678
2016-01-12,4568
2016-01-13,4568
2016-01-14,4513
2016-01-15,4513
2016-01-16,4531
2016-01-17,4531
2016-01-18,4615
2016-01-19,4615
2016-01-20,4758
2016-01-21,4758
2016-01-22,4871
2016-01-23,4871
2016-01-24,4819
2016-01-25,4701
2016-01-26,4701
2016-01-27,4673
2016-01-28,4673
2016-01-29,4671
2016-01-30,4671
2016-01-31,4855
2016-02-01,4848
2016-02-02,4848
2016-02-03,4814
2016-02-04,4814
2016-02-05,4819
2016-02-06,4710
2016-02-07,4710
2016-02-08,4677
2016-02-09,4677
2016-02-10,4748
2016-02-11,4748
2016-02-12,4799
2016-02-13,4688
2016-02-14,4688
2016-02-15,4689
2016-02-16,4689
2016-02-17,4641
2016-02-18,4641
2016-02-19,4636
2016-02-20,4636
2016-02-21,4632
2016-02-22,4632
2016-02-23,4541
2016-02-24,4541
2016-02-25,4632
2016-02-26,4632
2016-02-27,4675
2016-02-28,4675
2016-02-29,4587
2016-03-01,4587
2016-03-02,4544
2016-03-03,4544
2016-03-04,4579
2016-03-05,4579
2016-03-06,4667
2016-03-07,4667
2016-03-08,4675
2016-03-09,4675
2016-03-10,4623
2016-03-11,4623
2016-03-12,4615
2016-03-13,4615
2016-03-14,4715
2016-03-15,4715
2016-03-16,4777
2016-03-17,4777
2016-03-18,4621
2016-03-19,4621
2016-03-20,4615
2016-03-22,4620
2016-03-23,4620
2016-03-24,4715
2016-03-25,4904
2016-03-26,4922
2016-03-27,4922
2016-03-28,4940
2016-03-29,4940
2016-03-30,4811
2016-03-31,4811
2016-04-01,4779
2016-04-02,4779
2016-04-03,4694
2016-04-04,4694
2016-04-05,4722
2016-04-06,4801
2016-04-07,4801
2016-04-08,4806
2016-04-09,4693
2016-04-10,4649
2016-04-11,4649
2016-04-12,4670
2016-04-13,4670
2016-04-14,4623
2016-04-15,4534
2016-04-16,4534
2016-04-17,4622
2016-04-18,4644
2016-04-19,4644
2016-04-20,4622
2016-04-21,4622
2016-04-22,4623
2016-04-23,4623
2016-04-24,4643
2016-04-25,4640
2016-04-26,4640
2016-04-27,4628
2016-04-28,4628
2016-04-29,4604
2016-04-30,4560
2016-05-01,4560
2016-05-02,4612
2016-05-03,4654
2016-05-04,4654
2016-05-05,4675
2016-05-06,4675
2016-05-07,4630
2016-05-08,4630
2016-05-09,4564
2016-05-10,4619
2016-05-11,4619
2016-05-12,4678
2016-05-13,4589
2016-05-14,4589
2016-05-15,4660
2016-05-16,4660
2016-05-17,4633
2016-05-18,4675
2016-05-19,4675
2016-05-22,4695
2016-05-23,4635
2016-05-24,4635
2016-05-25,4656
2016-05-26,4743
2016-05-27,4698
2016-05-28,4698
2016-05-29,4705
2016-05-30,4705
2016-05-31,4765
2016-06-01,4690
2016-06-02,4690
2016-06-03,4573
2016-06-04,4595
2016-06-05,4595
2016-06-06,4692
2016-06-07,4692
2016-06-08,4701
2016-06-09,4777
2016-06-10,4836
2016-06-11,4836
2016-06-12,4723
2016-06-13,4723
2016-06-14,4653
2016-06-15,4653
2016-06-16,4684
2016-06-17,4833
2016-06-18,4833
2016-06-19,4810
2016-06-20,4810
2016-06-21,4657
2016-06-22,4712
2016-06-23,4712
2016-06-24,4725
2016-06-25,4717
2016-06-26,4717
2016-06-27,4670
2016-06-28,4703
2016-06-29,4703
2016-06-30,4649
2016-07-01,4684
2016-07-02,4684
2016-07-03,4729
2016-07-04,4748
2016-07-05,4748
2016-07-06,4698
2016-07-07,4698
2016-07-08,4696
2016-07-09,4765
2016-07-10,4713
2016-07-11,4851
2016-07-12,4851
2016-07-13,4783
2016-07-14,4783
2016-07-15,4796
2016-07-16,4796
2016-07-17,4834
2016-07-18,4786
2016-07-23,4647
2016-07-24,4661
2016-07-25,4661
2016-07-26,4606
2016-07-27,4606
2016-07-28,4625
2016-07-29,4577
2016-07-30,4577
2016-07-31,4607
2016-08-01,4607
2016-08-02,4710
2016-08-03,4710
2016-08-04,4667
2016-08-05,4667
2016-08-06,4634
2016-08-07,4634
2016-08-08,4666
2016-08-09,4694
2016-08-10,4694
2016-08-11,4626
2016-08-12,4626
2016-08-13,4608
2016-08-14,4608
2016-08-15,4621
2016-08-16,4621
2016-08-17,4589
2016-08-18,4589
2016-08-19,4543
2016-08-20,4543
2016-08-21,4552
2016-08-22,4552
2016-08-23,4537
2016-08-24,4537
2016-08-25,4615
2016-08-26,4615
2016-08-28,4566
2016-08-31,4539
2016-09-01,4566
2016-09-02,4566
2016-09-03,4635
2016-09-04,4635
2016-09-05,4589
2016-09-06,4589
2016-09-07,4616
2016-09-08,4616
2016-09-09,4616
2016-09-10,4643
2016-09-11,4643
2016-09-12,4665
2016-09-13,4665
2016-09-14,4651
2016-09-15,4651
2016-09-16,4533
2016-09-17,4533
2016-09-18,4587
2016-09-19,4587
2016-09-20,4570
2016-09-21,4570
2016-09-22,4567
2016-09-23,4567
2016-09-24,4567
2016-09-25,4580
2016-09-26,4580
2016-09-27,4629
2016-09-28,4629
2016-09-29,4651
2016-09-30,4651
2016-10-01,4609
2016-10-02,4609
2016-10-03,4609
2016-10-04,4631
2016-10-05,4631
2016-10-06,4631
2016-10-07,4631
2016-10-08,4673
2016-10-09,4673
2016-10-10,4673
2016-10-11,4674
2016-10-12,4674
2016-10-13,4708
2016-10-14,4708
2016-10-15,4770
2016-10-16,4770
2016-10-17,4698
2016-10-18,4698
2016-10-19,4644
2016-10-20,4644
2016-10-21,4664
2016-10-22,4664
2016-10-23,4646
2016-10-24,4646
2016-10-25,4708
2016-10-26,4708
2016-10-27,4711
2016-10-28,4711
2016-10-29,4740
2016-10-30,4740
2016-10-31,4688
2016-11-01,4688
2016-11-02,4645
2016-11-03,4645
2016-11-04,4687
2016-11-05,4687
2016-11-06,4713
2016-11-07,4713
2016-11-08,4708
2016-11-09,4708
2016-11-10,4640
2016-11-11,4640
2016-11-12,4673
2016-11-13,4673
2016-11-14,4651
2016-12-07,4959
2016-12-08,5009
2016-12-09,5009
2016-12-10,4925
2016-12-11,4912
2016-12-12,4912
2016-12-13,4866
2016-12-14,4781
2016-12-15,4781
2016-12-16,4861
2016-12-17,4896
2016-12-18,4896
2016-12-19,4943
2016-12-20,4943
2016-12-21,5129
2016-12-22,5129
2016-12-23,5173
2016-12-24,5173
2016-12-25,5113
2016-12-26,5113
2016-12-27,4990
2016-12-28,4990
2016-12-29,4872
2016-12-30,4872
2016-12-31,4772
2017-01-01,4772
2017-01-02,4730
2017-01-03,4730
2017-01-04,4728
2017-01-05,4728
2017-01-06,4657
2017-01-07,4582
2017-01-08,4582
2017-01-09,4657
2017-01-10,4657
2017-01-11,4729
2017-01-12,4688
2017-01-13,4688
2017-01-14,4689
2017-01-15,4745
2017-01-16,4745
2017-01-17,4669
2017-01-18,4671
2017-01-19,4671
2017-01-20,4666
2017-01-21,4660
2017-01-22,4660
2017-01-23,4636
2017-01-27,4720
2017-01-28,4777
2017-01-29,4726
2017-01-30,4726
2017-01-31,4666
2017-02-01,4700
2017-02-02,4700
2017-02-03,4689
2017-02-04,4668
2017-02-05,4668
2017-02-06,4731
2017-02-07,4731
2017-02-08,4720
2017-02-09,4720
2017-02-10,4713
2017-02-11,4700
2017-02-12,4700
2017-02-13,4794
2017-02-14,4688
2017-02-15,4688
2017-02-16,4680
2017-02-18,4686
2017-02-19,4733
2017-02-20,4733
2017-02-21,4740
2017-02-22,4740
2017-02-23,4659
2017-02-24,4659
2017-02-25,4713
2017-02-26,4713
2017-02-27,4757
2017-02-28,4740
2017-03-01,4740
2017-03-02,4680
2017-03-03,4680
2017-03-04,4614
2017-03-05,4614
2017-03-06,4675
2017-03-07,4675
2017-03-08,4662
2017-03-09,4662
2017-03-10,4641
2017-03-11,4682
2017-03-12,4682
2017-03-13,4695
2017-03-14,4928
2017-03-15,5170
2017-03-16,5170
2017-03-17,5429
2017-03-18,5429
2017-03-19,5607
2017-03-20,5521
2017-03-21,5412
2017-03-22,5412
2017-03-23,5260
2017-03-24,5074
2017-03-25,5074
2017-03-26,4888
2017-03-27,4888
2017-03-28,4837
2017-03-29,4738
2017-03-30,4738
2017-03-31,4670
2017-04-01,4670
2017-04-02,4708
2017-04-03,4699
2017-04-04,4699
2017-04-12,4711
2017-04-13,4766
2017-04-14,4766
2017-04-15,4862
2017-04-16,4899
2017-04-17,4883
2017-04-18,4883
2017-04-19,4876
2017-04-20,4876
2017-04-21,4825
2017-04-22,4825
2017-04-23,4994
2017-04-24,4994
2017-04-25,4861
2017-04-26,4861
2017-04-27,4761
2017-04-28,4761
2017-04-29,4854
2017-04-30,4854
2017-05-01,4784
2017-05-02,4748
2017-05-03,4748
2017-05-04,4768
2017-05-05,4818
2017-05-06,4818
2017-05-07,5057
2017-05-08,5057
2017-05-09,5160
2017-05-10,5160
2017-05-11,5034
2017-05-12,4974
2017-05-13,4912
2017-05-14,4912
2017-05-15,4858
2017-05-16,4819
2017-05-17,4819
2017-05-18,4743
2017-05-19,4743
2017-05-20,4708
2017-05-21,4708
2017-05-22,4726
2017-05-23,4726
2017-05-24,4792
2017-05-25,4792
2017-05-26,4859
2017-05-27,4777
2017-05-28,4777
2017-05-29,4690
2017-05-30,4690
2017-05-31,4620
2017-06-01,4561
2017-06-02,4604
2017-06-03,4604
2017-06-04,4614
2017-06-06,4588
2017-06-07,4596
2017-06-08,4596
2017-06-09,4575
2017-06-10,4633
2017-06-11,4561
2017-06-12,4561
2017-06-13,4543
2017-06-14,4543
2017-06-15,4607
2017-06-16,4624
2017-06-17,4624
2017-06-18,4608
2017-06-19,4608
2017-06-20,4813
2017-06-21,4813
2017-06-22,4765
2017-06-23,4765
2017-06-24,4741
2017-06-25,4741
2017-06-26,4679
2017-06-27,4687
2017-06-28,4687
2017-06-29,4738
2017-06-30,4738
2017-07-01,4801
2017-07-02,4801
2017-07-03,4880
2017-07-04,4880
2017-07-05,4860
2017-07-06,4818
2017-07-07,4818
2017-07-08,4712
2017-07-13,4605
2017-07-14,4606
2017-07-15,4606
2017-07-16,4714
2017-07-17,4820
2017-07-18,4820
2017-07-19,4781
2017-07-20,4910
2017-07-21,4910
2017-07-22,4830
2017-07-23,4816
2017-07-24,4816
2017-07-25,4822
2017-07-26,4822
2017-07-27,4745
2017-07-28,4745
2017-07-29,4646
2017-07-30,4755
2017-07-31,4755
2017-08-01,4774
2017-08-02,4682
2017-08-03,4682
2017-08-04,4630
2017-08-05,4629
2017-08-06,4629
2017-08-09,4724
2017-08-10,4830
2017-08-11,4830
2017-08-12,4917
2017-08-13,4917
2017-08-14,5050
2017-08-15,5050
2017-08-16,4889
2017-08-17,4769
2017-08-18,4769
2017-08-19,4708
2017-08-20,4675
2017-08-21,4675
2017-08-22,4642
2017-08-23,4642
2017-08-24,4595
2017-08-25,4595
2017-08-26,4494
2017-08-27,4494
2017-08-28,4552
2017-08-29,4552
2017-08-30,4691
2017-08-31,4691
2017-09-01,4926
2017-09-02,5077
2017-09-03,5077
2017-09-04,5032
2017-09-05,4982
2017-09-06,4982
2017-09-07,5103
2017-09-08,5103
2017-09-09,4996
2017-09-10,4996
2017-09-11,4872
2017-09-12,4872
2017-09-13,4764
2017-09-14,4764
2017-09-15,4659
2017-09-16,4659
2017-09-17,4671
2017-09-19,4669
2017-09-20,4651
2017-09-21,4651
2017-09-22,4618
2017-09-23,4618
2017-09-24,4737
2017-09-25,4737
2017-09-26,4739
2017-09-27,4739
2017-09-28,4959
2017-09-29,5122
2017-09-30,5122
2017-10-01,5132
2017-10-02,5132
2017-10-03,4964
2017-10-04,4964
2017-10-05,4884
2017-10-06,4884
2017-10-07,4828
2017-10-08,4828
2017-10-09,4991
2017-10-10,4991
2017-10-11,4981
2017-10-12,5037
2017-10-13,5109
2017-10-14,5188
2017-10-15,5188
2017-10-16,5183
2017-10-17,5183
2017-10-18,5230
2017-10-19,5230
2017-10-20,5297
2017-10-21,5297
2017-10-22,5340
2017-10-23,5340
2017-10-24,5222
2017-10-25,5081
2017-10-26,5081
2017-10-27,4987
2017-10-28,4987
2017-10-29,4957
2017-10-30,4957
2017-10-31,4893
2017-11-01,4893
2017-11-02,4797
2017-11-03,4797
2017-11-04,4736
2017-11-05,4736
2017-11-06,4725
2017-11-07,4725
2017-11-08,4613
2017-11-09,4613
2017-11-10,4661
2017-11-11,4661
2017-11-12,4685
2017-11-13,4685
2017-11-14,4834
2017-11-15,4834
2017-11-16,4905
2017-11-17,4905
2017-11-18,4781
2017-11-19,4810
2017-11-20,4810
2017-11-21,4754
2017-11-22,4754
2017-11-23,4629
2017-11-24,4629
2017-11-25,4610
2017-11-26,4610
2017-11-27,4567
2017-11-28,4595
2017-11-29,4595
2017-11-30,4523
2017-12-01,4543
2017-12-02,4543
2017-12-03,4529
2017-12-04,4529
2017-12-05,4647
2017-12-06,4647
2017-12-07,4626
2017-12-08,4626
2017-12-09,4684
2017-12-10,4592
2017-12-11,4592
2017-12-12,4612
2017-12-13,4612
2017-12-14,4604
2017-12-15,4610
2017-12-16,4610
2017-12-17,4605
2017-12-18,4629
2017-12-19,4629
2017-12-20,4647
2017-12-21,4510
2017-12-22,4510
2017-12-23,4680
2017-12-24,4680
2017-12-25,4775
2017-12-26,4798
2017-12-27,4715
2017-12-28,4715
2017-12-29,4758
2017-12-30,4627
2017-12-31,4627
2018-01-01,4707
2018-01-02,4707
2018-01-03,4669
2018-01-04,4669
2018-01-05,4648
2018-01-06,4681
2018-01-07,4681
2018-01-08,4687
2018-01-09,4636
2018-01-10,4636
2018-01-11,4622
2018-01-12,4622
2018-01-13,4516
2018-01-14,4511
2018-01-15,4503
2018-01-16,4505
2018-01-17,4499
2018-01-18,4536
2018-01-19,4536
2018-01-20,4553
2018-01-21,4553
2018-01-22,4536
2018-01-23,4495
2018-01-25,4662
2018-01-26,4658
2018-01-27,4599
2018-01-28,4632
2018-01-29,4661
2018-01-30,4895
2018-01-31,5140
2018-02-01,5075
2018-02-02,5090
2018-02-03,5030
2018-02-04,4938
2018-02-05,4972
2018-02-06,4928
2018-02-07,4897
2018-02-08,4897
2018-02-09,4932
2018-02-10,4932
2018-02-11,4940
2018-02-12,4915
2018-02-13,4845
2018-02-14,4772
2018-02-15,4738
2018-02-16,4666
2018-02-17,4695
2018-02-18,4701
2018-02-19,4659
2018-02-20,4670
2018-02-21,4670
2018-02-22,4636
2018-02-23,4642
2018-02-24,4642
2018-02-25,4595
2018-02-26,4588
2018-02-27,4558
2018-02-28,4540
2018-03-01,4515
2018-03-02,4616
2018-03-03,4599
2018-03-04,4599
2018-03-05,4594
2018-03-06,4620
2018-03-07,4622
2018-03-08,4553
2018-03-09,4599
2018-03-10,4610
2018-03-11,4618
2018-03-12,4593
2018-03-13,4595
2018-03-14,4601
2018-03-15,4696
2018-03-16,4663
2018-03-17,4638
2018-03-18,4628
2018-03-19,4628
2018-03-20,4631
2018-03-21,4642
2018-03-23,4622
2018-03-24,4650
2018-03-25,4671
2018-03-26,4633
2018-03-27,4659
2018-03-28,4659
2018-03-29,4720
2018-03-30,4680
2018-03-31,4542
2018-04-01,4614
2018-04-02,4608
2018-04-03,4620
2018-04-04,4589
2018-04-05,4589
2018-04-06,4652
2018-04-07,4652
2018-04-08,4642
2018-04-09,4660
2018-04-10,4651
2018-04-11,4658
2018-04-12,4644
2018-04-13,4644
2018-04-14,4716
2018-04-15,4678
2018-04-16,4678
2018-04-17,4621
2018-04-18,4621
2018-04-19,4629
2018-04-20,4631
2018-04-21,4603
2018-04-22,4603
2018-04-23,4597
2018-04-24,4643
2018-04-25,4853
2018-04-26,4853
2018-04-27,4823
2018-04-28,4759
2018-04-29,4683
2018-04-30,4658
2018-05-01,4592
2018-05-04,4610
2018-05-05,4622
2018-05-06,4622
2018-05-07,4578
2018-05-08,4675
2018-05-09,4727
2018-05-10,4755
2018-05-11,4755
2018-05-12,4663
2018-05-13,4663
2018-05-14,4611
2018-05-15,4611
2018-05-16,4725
2018-05-17,4921
2018-05-18,4995
2018-05-19,4882
2018-05-20,4770
2018-05-21,4676
2018-05-22,4676
2018-05-23,4847
2018-05-24,5049
2018-05-25,4954
2018-05-26,4906
2018-05-27,4906
2018-05-28,4893
2018-05-29,5021
2018-05-30,5125
2018-05-31,5134
2018-06-01,5100
2018-06-02,4944
2018-06-03,4944
2018-06-04,4783
2018-06-05,4669
2018-06-06,4655
2018-06-07,4655
2018-06-08,4607
2018-06-09,4607
2018-06-10,4507
2018-06-11,4459
2018-06-12,4429
2018-06-13,4467
2018-06-14,4510
2018-06-15,4491
2018-06-16,4619
2018-06-17,4573
2018-06-18,4639
2018-06-19,4565
2018-06-20,4565
2018-06-21,4552
2018-06-22,4586
2018-06-23,4586
2018-06-24,4569
2018-06-25,4736
2018-06-26,4845
2018-06-27,4671
2018-06-28,4806
2018-06-29,4981
2018-06-30,5104
2018-07-01,4999
2018-07-02,4999
2018-07-03,4889
2018-07-04,4711
2018-07-05,4711
2018-07-06,4597
2018-07-07,4632
2018-07-08,4582
2018-07-09,4584
2018-07-10,4672
2018-07-11,4746
2018-07-12,4660
2018-07-13,4729
2018-07-14,4647
2018-07-15,4558
2018-07-16,4657
2018-07-17,4784
2018-07-18,4747
2018-07-19,4953
2018-07-20,4984
2018-07-21,4853
2018-07-22,4782
2018-07-23,4736
2018-07-24,4728
2018-07-25,4731
2018-07-26,4617
2018-07-27,4543
2018-07-28,4584
2018-07-29,4602
2018-07-30,4621
2018-07-31,4799
2018-08-01,4799
2018-08-02,4854
2018-08-03,4791
2018-08-04,4689
2018-08-05,4629
2018-08-06,4693
2018-08-07,4715
2018-08-08,4773
2018-08-09,4773
2018-08-10,5007
2018-08-11,5066
2018-08-12,5089
2018-08-14,5151
2018-08-16,5212
2018-08-17,5172
2018-08-18,5007
2018-08-19,4890
2018-08-20,4779
2018-08-21,4874
2018-08-22,4812
2018-08-23,4658
2018-08-24,4615
2018-08-25,4646
2018-08-26,4733
2018-08-27,4788
2018-08-28,4659
2018-08-29,4564
2018-08-30,4631
2018-08-31,4691
2018-09-01,4674
2018-09-02,4742
2018-09-03,4724
2018-09-04,4818
2018-09-05,4755
2018-09-06,4755
2018-09-07,4857
2018-09-08,5014
2018-09-09,5066
2018-09-10,5055
2018-09-11,5055
2018-09-12,4863
2018-09-13,4884
2018-09-14,4797
2018-09-15,4684
2018-09-16,4684
2018-09-17,4704
2018-09-18,4730
2018-09-19,4732
2018-09-20,4734
2018-09-21,4676
2018-09-22,4700
2018-09-23,4764
2018-09-24,4726
2018-09-25,4726
2018-09-26,4711
2018-09-27,4607
2018-09-28,4664
2018-09-29,4668
2018-09-30,4680
2018-10-01,4667
2018-10-02,4701
2018-10-03,4734
2018-10-04,4734
2018-10-05,4684
2018-10-06,4634
2018-10-07,4625
2018-10-08,4630
2018-10-09,4576
2018-10-10,4640
2018-10-11,4671
2018-10-12,4671
2018-10-13,4693
2018-10-14,4718
2018-10-15,4685
2018-10-16,4672
2018-10-17,4641
2018-10-18,4654
2018-10-19,4674
2018-10-20,4674
2018-10-21,4695
2018-10-22,4737
2018-10-23,4735
2018-10-24,4684
2018-10-25,4666
2018-10-26,4681
2018-10-27,4664
2018-10-28,4699
2018-10-29,4673
2018-10-30,4692
2018-10-31,4660
2018-11-01,4687
2018-11-03,4650
2018-11-04,4639
2018-11-05,4655
2018-11-06,4658
2018-11-07,4666
2018-11-08,4614
2018-11-09,4626
2018-11-10,4633
2018-11-11,4640
2018-11-12,4661
2018-11-13,4715
2018-11-14,4679
2018-11-15,4587
2018-11-16,4608
2018-11-17,4639
2018-11-18,4640
2018-11-19,4587
2018-11-20,4598
2018-11-21,4646
2018-11-22,4663
2018-11-23,4673
2018-11-24,4688
2018-11-25,4650
2018-11-26,4662
2018-11-27,4640
2018-11-28,4657
2018-11-29,4823
2018-12-01,4989
2018-12-02,5016
2018-12-03,5263
2018-12-04,5503
2018-12-05,5747
2018-12-07,5830
2018-12-09,5904
2018-12-10,5910
2018-12-11,5915
2018-12-12,5779
2018-12-13,5629
2018-12-14,5519
2018-12-15,5404
2018-12-16,5267
2018-12-17,5028
2018-12-18,4924
2018-12-19,4832
2018-12-20,4994
2018-12-21,5037
2018-12-22,4875
2018-12-23,4792
2018-12-24,4828
2018-12-25,4901
2018-12-26,4843
2018-12-27,4827
2018-12-28,4856
2018-12-29,4981
2018-12-30,5218
2018-12-31,5251
2019-01-01,5336
2019-01-02,5254
2019-01-03,5062
2019-01-04,4925
2019-01-05,4823
2019-01-06,4758
2019-01-08,4621
2019-01-10,4713
2019-01-11,4765
2019-01-12,4809
2019-01-13,4854
2019-01-14,4803
2019-01-15,4839
2019-01-16,4841
2019-01-17,4767
2019-01-18,4758
2019-01-19,4728
2019-01-20,4663
2019-01-22,4700
2019-01-23,4679
2019-01-24,4665
2019-01-25,4657
2019-01-26,4577
2019-01-28,4658
2019-01-29,4638
2019-01-30,4647
2019-01-31,4635
2019-02-01,4626
2019-02-02,4635
2019-02-03,4664
2019-02-04,4720
2019-02-05,4789
2019-02-06,4875
2019-02-07,4898
2019-02-08,4907
2019-02-09,4830
2019-02-10,4740
2019-02-11,4671
2019-02-12,4660
2019-02-13,4631
2019-02-14,4659
2019-02-15,4638
2019-02-16,4636
2019-02-17,4667
2019-02-18,4701
2019-02-19,4710
2019-02-20,4762
2019-02-21,4771
2019-02-22,4717
2019-02-23,4752
2019-02-24,4757
2019-02-25,4816
2019-02-26,4893
2019-02-27,4788
2019-02-28,4960
2019-03-01,4811
2019-03-02,4704
2019-03-03,4672
2019-03-04,4609
2019-03-05,4578
2019-03-06,4613
2019-03-07,4681
2019-03-08,4693
2019-03-09,4680
2019-03-10,4720
2019-03-11,4792
2019-03-12,4779
2019-03-13,4814
2019-03-14,4755
2019-03-15,4833
2019-03-16,4740
2019-03-17,4627
2019-03-18,4505
2019-03-19,4604
2019-03-20,4633
2019-03-21,4551
2019-03-22,4525
2019-03-23,4657
2019-03-24,4794
2019-03-25,4679
2019-03-26,4865
2019-03-27,5067
2019-03-28,5016
2019-03-29,4886
2019-03-30,4886
2019-03-31,4689
2019-04-01,4638
2019-04-02,4656
