date_obj,Zamorak%20armour%20set%20(lg) price
2015-07-17,407468
2015-07-18,407468
2015-07-19,407468
2015-07-20,417687
2015-07-21,417687
2015-07-22,420180
2015-07-23,420180
2015-07-24,420180
2015-07-25,421267
2015-07-26,421267
2015-07-27,416413
2015-07-28,416413
2015-07-29,413895
2015-07-30,413895
2015-07-31,413895
2015-08-01,411706
2015-08-02,411706
2015-08-03,420942
2015-08-04,420942
2015-08-05,428996
2015-08-06,428996
2015-08-07,428996
2015-08-08,436099
2015-08-09,436099
2015-08-10,443964
2015-08-11,443964
2015-08-12,443964
2015-08-13,445745
2015-08-14,445745
2015-08-15,451871
2015-08-16,451871
2015-08-17,452735
2015-08-18,452735
2015-08-19,463915
2015-08-20,463915
2015-08-21,468016
2015-08-22,468016
2015-08-23,469393
2015-08-24,469393
2015-08-25,469393
2015-08-26,466100
2015-08-27,466100
2015-08-28,457532
2015-08-29,457532
2015-08-30,451879
2015-08-31,451879
2015-09-01,450363
2015-09-02,450363
2015-09-03,450363
2015-09-04,446515
2015-09-05,446515
2015-09-06,446515
2015-09-07,444385
2015-09-08,444385
2015-09-09,437950
2015-09-10,437950
2015-09-11,435307
2015-09-12,435307
2015-09-13,437947
2015-09-14,437947
2015-09-15,438826
2015-09-16,438826
2015-09-17,431835
2015-09-18,431835
2015-09-19,431835
2015-09-20,421998
2015-09-21,421998
2015-09-22,415947
2015-09-23,415947
2015-09-24,410399
2015-09-25,410399
2015-09-27,407338
2015-09-28,405070
2015-09-29,405070
2015-09-30,404990
2015-10-05,399201
2015-10-06,402991
2015-10-07,402991
2015-10-08,400141
2015-10-09,400141
2015-10-10,400141
2015-10-11,404233
2015-10-12,404233
2015-10-13,404233
2015-10-14,403673
2015-10-15,403673
2015-10-16,410623
2015-10-17,410623
2015-10-18,410623
2015-10-19,406128
2015-10-20,406128
2015-10-22,399552
2015-10-23,399552
2015-10-24,388582
2015-10-25,388582
2015-10-26,390353
2015-10-27,390353
2015-10-29,390458
2015-10-30,390458
2015-10-31,396348
2015-11-01,396348
2015-11-02,396348
2015-11-03,394224
2015-11-05,397703
2015-11-06,397703
2015-11-07,392156
2015-11-08,392156
2015-11-09,392156
2015-11-10,390986
2015-11-11,390986
2015-11-12,396795
2015-11-13,396795
2015-11-14,396795
2015-11-15,394704
2015-11-16,394704
2015-11-17,394704
2015-11-18,394169
2015-11-19,394169
2015-11-20,393739
2015-11-21,393739
2015-11-22,396179
2015-11-23,396179
2015-11-24,396179
2015-11-25,393319
2015-11-26,393319
2015-11-27,401090
2015-11-28,401090
2015-11-29,411224
2015-11-30,411224
2015-12-01,411224
2015-12-02,412757
2015-12-03,412757
2015-12-04,412757
2015-12-05,419581
2015-12-06,419581
2015-12-07,424303
2015-12-08,424303
2015-12-09,426236
2015-12-10,426236
2015-12-11,426236
2015-12-13,430118
2015-12-14,430118
2015-12-15,426961
2015-12-16,426961
2015-12-17,423762
2015-12-18,423762
2015-12-19,416994
2015-12-20,416994
2015-12-21,415569
2015-12-22,415569
2015-12-23,419318
2015-12-24,419318
2015-12-25,424026
2015-12-26,424026
2015-12-27,422166
2015-12-28,422166
2015-12-29,424037
2015-12-30,424037
2015-12-31,427786
2016-01-01,427786
2016-01-02,427786
2016-01-03,427108
2016-01-04,427108
2016-01-05,426096
2016-01-06,426096
2016-01-07,426735
2016-01-08,426735
2016-01-09,428835
2016-01-10,428835
2016-01-11,429822
2016-01-12,429822
2016-01-13,429926
2016-01-14,429926
2016-01-15,429932
2016-01-16,429932
2016-01-17,428542
2016-01-18,428542
2016-01-19,426501
2016-01-20,426501
2016-01-21,426141
2016-01-22,426141
2016-01-23,427744
2016-01-24,427744
2016-01-25,428672
2016-01-26,428672
2016-01-27,431219
2016-01-28,431219
2016-01-29,427621
2016-01-30,427621
2016-01-31,420215
2016-02-01,420215
2016-02-02,418905
2016-02-03,418905
2016-02-04,416173
2016-02-05,416173
2016-02-06,413409
2016-02-07,413409
2016-02-08,406448
2016-02-09,406448
2016-02-10,403735
2016-02-11,403735
2016-02-12,400769
2016-02-13,395730
2016-02-14,395730
2016-02-15,396199
2016-02-16,396199
2016-02-17,399979
2016-02-18,399979
2016-02-19,400009
2016-02-20,400009
2016-02-21,397863
2016-02-22,397863
2016-02-23,396068
2016-02-24,396068
2016-02-25,404130
2016-02-26,404130
2016-02-27,409177
2016-02-28,409177
2016-02-29,419233
2016-03-01,419233
2016-03-02,420044
2016-03-03,420044
2016-03-04,428050
2016-03-05,428050
2016-03-06,440200
2016-03-07,440200
2016-03-08,459433
2016-03-09,459433
2016-03-10,474169
2016-03-11,474169
2016-03-12,483196
2016-03-13,483196
2016-03-14,481796
2016-03-15,481796
2016-03-16,483431
2016-03-17,483431
2016-03-18,476897
2016-03-19,476897
2016-03-20,467037
2016-03-21,467037
2016-03-22,463610
2016-03-23,463610
2016-03-24,454189
2016-03-25,441041
2016-03-26,441041
2016-03-27,437217
2016-03-28,427184
2016-03-29,427184
2016-03-30,418559
2016-03-31,418559
2016-04-01,415760
2016-04-02,415760
2016-04-03,413561
2016-04-04,413561
2016-04-05,413516
2016-04-06,413516
2016-04-07,406134
2016-04-08,406134
2016-04-09,402367
2016-04-10,402367
2016-04-11,395560
2016-04-12,395560
2016-04-13,392931
2016-04-14,392931
2016-04-15,386833
2016-04-16,386833
2016-04-17,380490
2016-04-18,380490
2016-04-19,375714
2016-04-20,375714
2016-04-21,372063
2016-04-22,372063
2016-04-23,367055
2016-04-24,367055
2016-04-25,365585
2016-04-26,365585
2016-04-27,366330
2016-04-28,366330
2016-04-29,370757
2016-04-30,370757
2016-05-01,376927
2016-05-02,376927
2016-05-03,367267
2016-05-04,367267
2016-05-05,361167
2016-05-06,361167
2016-05-07,355769
2016-05-08,355769
2016-05-09,350400
2016-05-10,345350
2016-05-11,345350
2016-05-12,342214
2016-05-13,337953
2016-05-14,337953
2016-05-15,335491
2016-05-16,335491
2016-05-17,329286
2016-05-18,329286
2016-05-19,329094
2016-05-22,328349
2016-05-23,328228
2016-05-24,328228
2016-05-25,328663
2016-05-26,330273
2016-05-27,336620
2016-05-28,336620
2016-05-29,340011
2016-05-30,340011
2016-05-31,340522
2016-06-01,339265
2016-06-02,339265
2016-06-03,339667
2016-06-04,340404
2016-06-05,340404
2016-06-06,340821
2016-06-07,340821
2016-06-08,339556
2016-06-09,337758
2016-06-10,338136
2016-06-11,338136
2016-06-12,341404
2016-06-13,341404
2016-06-14,348794
2016-06-15,348794
2016-06-16,350046
2016-06-17,344892
2016-06-18,344892
2016-06-19,338875
2016-06-20,338875
2016-06-21,340257
2016-06-22,344794
2016-06-23,349701
2016-06-24,349701
2016-06-25,348136
2016-06-26,348136
2016-06-27,347461
2016-06-28,350680
2016-06-29,350680
2016-06-30,348463
2016-07-01,344926
2016-07-02,344926
2016-07-03,341478
2016-07-04,335804
2016-07-05,335804
2016-07-06,327925
2016-07-07,327925
2016-07-08,318387
2016-07-09,313179
2016-07-10,310018
2016-07-11,310018
2016-07-12,306233
2016-07-13,306233
2016-07-14,308606
2016-07-15,308606
2016-07-16,310975
2016-07-17,310975
2016-07-18,310975
2016-07-24,313401
2016-07-25,313401
2016-07-26,318355
2016-07-27,318355
2016-07-28,324788
2016-07-29,328534
2016-07-30,328534
2016-07-31,331402
2016-08-01,331402
2016-08-02,324821
2016-08-03,324821
2016-08-04,321017
2016-08-05,321017
2016-08-06,319335
2016-08-07,319335
2016-08-08,315844
2016-08-09,315844
2016-08-10,319545
2016-08-11,319545
2016-08-12,329176
2016-08-13,329176
2016-08-14,331792
2016-08-15,331792
2016-08-16,338615
2016-08-17,338615
2016-08-18,338615
2016-08-19,342025
2016-08-20,342025
2016-08-21,344536
2016-08-22,344536
2016-08-23,336856
2016-08-24,336856
2016-08-25,334009
2016-08-26,334009
2016-08-28,331207
2016-08-31,338720
2016-09-01,338720
2016-09-02,338067
2016-09-03,338067
2016-09-04,338629
2016-09-05,338629
2016-09-06,336326
2016-09-07,336326
2016-09-08,334908
2016-09-09,334908
2016-09-10,334791
2016-09-11,334791
2016-09-12,334926
2016-09-13,334926
2016-09-14,335661
2016-09-15,335661
2016-09-16,337753
2016-09-17,337753
2016-09-18,337915
2016-09-19,337915
2016-09-20,338189
2016-09-21,338189
2016-09-22,334071
2016-09-23,334071
2016-09-24,334071
2016-09-25,330068
2016-09-26,330068
2016-09-27,325084
2016-09-28,325084
2016-09-29,325084
2016-09-30,319915
2016-10-01,319915
2016-10-02,314883
2016-10-03,314883
2016-10-04,312543
2016-10-05,312543
2016-10-06,315296
2016-10-07,315296
2016-10-08,328616
2016-10-09,328616
2016-10-10,342028
2016-10-11,342028
2016-10-12,355511
2016-10-13,355511
2016-10-14,369959
2016-10-15,369959
2016-10-16,382784
2016-10-17,382784
2016-10-18,379509
2016-10-19,379509
2016-10-20,382952
2016-10-21,382952
2016-10-22,381554
2016-10-23,381554
2016-10-24,380916
2016-10-25,380916
2016-10-26,383197
2016-10-27,383197
2016-10-28,383197
2016-10-29,386860
2016-10-30,386860
2016-10-31,382594
2016-11-01,382594
2016-11-02,379990
2016-11-03,379990
2016-11-04,374677
2016-11-05,374677
2016-11-06,362255
2016-11-07,362255
2016-11-08,349075
2016-11-09,349075
2016-11-10,334582
2016-11-11,334582
2016-11-12,334969
2016-11-13,334969
2016-11-14,329285
2016-12-08,325891
2016-12-09,325891
2016-12-10,328787
2016-12-11,328787
2016-12-12,328468
2016-12-13,328468
2016-12-14,328042
2016-12-15,328042
2016-12-16,328277
2016-12-17,330838
2016-12-18,330838
2016-12-19,330965
2016-12-20,330965
2016-12-21,331574
2016-12-22,331574
2016-12-23,335821
2016-12-24,335821
2016-12-25,345459
2016-12-26,345459
2016-12-27,349224
2016-12-28,349224
2016-12-29,356257
2016-12-30,356257
2016-12-31,353700
2017-01-01,353700
2017-01-02,348626
2017-01-03,348626
2017-01-04,345963
2017-01-05,345963
2017-01-06,346879
2017-01-07,343814
2017-01-08,343814
2017-01-09,339163
2017-01-10,339163
2017-01-11,332654
2017-01-12,332654
2017-01-13,327300
2017-01-14,327300
2017-01-15,322695
2017-01-16,317438
2017-01-17,308924
2017-01-18,308924
2017-01-19,304667
2017-01-20,304667
2017-01-21,305385
2017-01-22,305385
2017-01-27,300187
2017-01-28,297298
2017-01-29,297298
2017-01-30,295143
2017-01-31,295143
2017-02-01,296185
2017-02-02,296185
2017-02-03,293558
2017-02-04,293558
2017-02-05,294405
2017-02-06,294405
2017-02-07,295249
2017-02-08,302127
2017-02-09,302127
2017-02-10,303572
2017-02-11,303572
2017-02-12,305265
2017-02-13,305265
2017-02-14,300922
2017-02-15,300922
2017-02-16,297159
2017-02-18,296980
2017-02-19,296771
2017-02-20,296771
2017-02-21,297190
2017-02-22,297190
2017-02-23,296269
2017-02-24,296269
2017-02-25,295273
2017-02-26,295273
2017-02-27,296501
2017-02-28,296307
2017-03-01,296307
2017-03-02,296052
2017-03-03,296052
2017-03-04,296921
2017-03-05,296921
2017-03-06,296725
2017-03-07,296725
2017-03-08,298067
2017-03-09,298067
2017-03-10,298886
2017-03-11,298886
2017-03-12,297740
2017-03-13,295578
2017-03-14,295578
2017-03-15,294011
2017-03-16,294011
2017-03-17,294139
2017-03-18,294139
2017-03-19,296575
2017-03-20,296575
2017-03-21,299177
2017-03-22,299177
2017-03-23,299283
2017-03-24,299283
2017-03-25,300570
2017-03-26,302557
2017-03-27,302557
2017-03-28,302365
2017-03-29,302365
2017-03-30,299571
2017-03-31,301039
2017-04-01,301039
2017-04-02,301227
2017-04-03,299260
2017-04-04,299260
2017-04-12,299131
2017-04-13,305268
2017-04-14,305268
2017-04-15,310117
2017-04-16,305266
2017-04-17,305266
2017-04-18,300316
2017-04-19,300316
2017-04-20,299308
2017-04-21,299308
2017-04-22,301766
2017-04-23,301766
2017-04-24,301632
2017-04-25,299471
2017-04-26,299471
2017-04-27,297239
2017-04-28,297239
2017-04-29,295623
2017-04-30,295623
2017-05-01,297968
2017-05-02,297968
2017-05-03,297974
2017-05-04,297974
2017-05-05,301279
2017-05-06,301279
2017-05-07,303311
2017-05-08,303311
2017-05-09,301454
2017-05-10,301454
2017-05-11,301454
2017-05-12,298345
2017-05-13,293965
2017-05-14,293965
2017-05-15,292353
2017-05-16,293312
2017-05-17,293312
2017-05-18,296445
2017-05-19,296445
2017-05-20,300589
2017-05-21,300589
2017-05-22,303910
2017-05-23,303910
2017-05-24,304879
2017-05-25,304879
2017-05-26,303879
2017-05-27,303879
2017-05-28,298753
2017-05-29,298753
2017-05-30,295017
2017-05-31,295017
2017-06-01,293814
2017-06-02,293814
2017-06-03,291938
2017-06-06,282017
2017-06-07,282017
2017-06-08,279601
2017-06-09,279601
2017-06-10,277979
2017-06-11,277979
2017-06-12,274935
2017-06-13,274935
2017-06-14,273647
2017-06-15,273647
2017-06-16,270794
2017-06-17,270794
2017-06-18,269341
2017-06-19,269341
2017-06-20,272126
2017-06-21,272126
2017-06-22,272207
2017-06-23,272207
2017-06-24,273422
2017-06-25,273422
2017-06-26,273233
2017-06-27,273233
2017-06-28,271372
2017-06-29,271372
2017-06-30,266358
2017-07-01,266358
2017-07-02,266358
2017-07-03,262913
2017-07-04,262913
2017-07-05,262913
2017-07-06,264598
2017-07-07,264598
2017-07-08,264598
2017-07-13,267995
2017-07-14,273640
2017-07-15,273640
2017-07-16,265962
2017-07-17,265962
2017-07-18,272518
2017-07-19,282817
2017-07-20,293531
2017-07-21,303075
2017-07-22,303075
2017-07-23,309773
2017-07-24,309773
2017-07-25,319449
2017-07-26,319449
2017-07-27,323031
2017-07-28,323031
2017-07-29,316830
2017-07-30,312069
2017-07-31,312069
2017-08-01,316173
2017-08-02,316097
2017-08-03,316097
2017-08-04,314248
2017-08-05,319797
2017-08-06,319797
2017-08-09,313125
2017-08-10,313125
2017-08-11,313940
2017-08-12,313940
2017-08-13,313254
2017-08-14,313254
2017-08-15,310627
2017-08-16,310627
2017-08-17,308664
2017-08-18,308664
2017-08-19,310619
2017-08-20,307054
2017-08-21,307054
2017-08-22,305312
2017-08-23,305312
2017-08-24,302395
2017-08-25,302395
2017-08-26,305478
2017-08-27,305478
2017-08-28,297528
2017-08-29,297528
2017-08-30,290744
2017-08-31,290744
2017-09-01,292583
2017-09-02,292413
2017-09-03,292413
2017-09-04,287414
2017-09-05,286882
2017-09-06,286882
2017-09-07,284659
2017-09-08,284659
2017-09-09,283771
2017-09-10,283771
2017-09-11,282077
2017-09-12,282077
2017-09-13,279504
2017-09-14,279711
2017-09-15,279711
2017-09-16,281284
2017-09-17,286806
2017-09-18,286806
2017-09-19,289424
2017-09-20,289424
2017-09-21,286303
2017-09-22,286303
2017-09-23,281117
2017-09-24,279352
2017-09-25,279352
2017-09-26,281411
2017-09-27,281411
2017-09-28,280661
2017-09-29,280661
2017-09-30,279136
2017-10-01,279136
2017-10-02,278684
2017-10-03,278684
2017-10-04,278684
2017-10-05,279524
2017-10-06,279524
2017-10-07,280782
2017-10-08,280782
2017-10-09,279316
2017-10-10,279316
2017-10-11,276640
2017-10-12,276640
2017-10-13,277989
2017-10-14,277989
2017-10-15,282134
2017-10-16,282134
2017-10-17,282537
2017-10-18,282537
2017-10-19,281236
2017-10-20,281236
2017-10-21,282170
2017-10-22,282170
2017-10-23,286143
2017-10-24,286143
2017-10-25,286858
2017-10-26,286858
2017-10-27,285139
2017-10-28,285139
2017-10-29,285361
2017-10-30,285361
2017-10-31,285360
2017-11-01,285360
2017-11-02,285360
2017-11-03,292700
2017-11-04,298995
2017-11-05,298995
2017-11-06,302853
2017-11-07,302853
2017-11-08,304695
2017-11-09,304695
2017-11-10,305282
2017-11-11,305282
2017-11-12,306650
2017-11-13,306650
2017-11-14,303723
2017-11-15,303723
2017-11-16,304512
2017-11-17,304512
2017-11-18,300165
2017-11-19,300165
2017-11-20,302510
2017-11-21,302510
2017-11-22,299441
2017-11-23,299441
2017-11-24,296726
2017-11-25,296726
2017-11-26,297696
2017-11-27,297696
2017-11-28,299498
2017-11-29,299498
2017-11-30,303684
2017-12-01,303684
2017-12-02,302239
2017-12-03,302239
2017-12-04,298716
2017-12-05,298716
2017-12-06,296764
2017-12-07,296764
2017-12-08,295264
2017-12-09,295264
2017-12-10,294395
2017-12-11,294395
2017-12-12,293587
2017-12-13,293587
2017-12-14,294670
2017-12-15,297301
2017-12-16,297301
2017-12-17,300433
2017-12-18,299350
2017-12-19,299350
2017-12-20,306445
2017-12-21,304216
2017-12-22,304216
2017-12-23,310749
2017-12-24,322547
2017-12-25,336770
2017-12-26,336770
2017-12-27,337929
2017-12-28,337929
2017-12-29,334703
2017-12-30,332741
2017-12-31,332741
2018-01-01,330251
2018-01-02,330251
2018-01-03,324730
2018-01-04,324730
2018-01-05,321044
2018-01-06,321044
2018-01-07,325824
2018-01-08,325824
2018-01-09,321867
2018-01-10,321867
2018-01-11,320605
2018-01-12,320605
2018-01-13,319022
2018-01-14,319022
2018-01-15,317886
2018-01-16,317886
2018-01-17,312884
2018-01-18,312884
2018-01-19,312849
2018-01-20,318872
2018-01-21,318872
2018-01-22,313848
2018-01-23,315249
2018-01-24,314338
2018-01-25,312524
2018-01-26,310529
2018-01-27,310356
2018-01-28,311491
2018-01-29,314486
2018-01-30,316549
2018-02-01,312972
2018-02-02,312216
2018-02-03,320447
2018-02-04,327922
2018-02-05,323772
2018-02-06,322236
2018-02-07,317708
2018-02-08,317708
2018-02-09,318384
2018-02-10,318384
2018-02-11,323010
2018-02-12,332851
2018-02-13,332997
2018-02-14,331653
2018-02-15,335282
2018-02-16,343612
2018-02-17,346240
2018-02-18,344878
2018-02-19,343096
2018-02-20,341787
2018-02-21,340945
2018-02-22,343556
2018-02-23,335260
2018-02-24,333755
2018-02-25,334831
2018-02-26,333444
2018-02-27,334598
2018-02-28,334598
2018-03-01,338944
2018-03-02,345796
2018-03-03,349316
2018-03-04,349316
2018-03-05,341666
2018-03-06,334902
2018-03-07,334271
2018-03-08,335002
2018-03-09,337536
2018-03-10,336788
2018-03-11,336749
2018-03-12,337068
2018-03-13,333331
2018-03-14,333543
2018-03-15,333762
2018-03-16,332749
2018-03-17,334272
2018-03-18,337757
2018-03-20,334057
2018-03-21,333051
2018-03-23,330491
2018-03-24,333136
2018-03-26,331267
2018-03-27,337865
2018-03-28,337865
2018-03-29,336813
2018-03-30,336451
2018-03-31,335465
2018-04-01,335654
2018-04-02,333752
2018-04-03,332376
2018-04-04,334192
2018-04-05,341252
2018-04-06,344409
2018-04-08,352269
2018-04-09,355397
2018-04-10,362096
2018-04-11,361804
2018-04-12,360553
2018-04-13,363905
2018-04-14,363905
2018-04-16,361090
2018-04-17,361054
2018-04-18,361054
2018-04-19,358721
2018-04-20,364292
2018-04-21,371150
2018-04-22,372204
2018-04-23,372673
2018-04-24,370060
2018-04-25,370473
2018-04-26,370473
2018-04-27,373237
2018-04-28,377131
2018-04-29,372758
2018-04-30,369633
2018-05-02,367510
2018-05-03,371614
2018-05-04,376886
2018-05-05,382764
2018-05-06,382764
2018-05-07,395771
2018-05-08,398702
2018-05-09,402529
2018-05-10,407656
2018-05-11,395572
2018-05-12,395114
2018-05-13,395114
2018-05-14,395579
2018-05-15,391968
2018-05-16,392353
2018-05-17,391166
2018-05-18,391390
2018-05-19,390558
2018-05-20,390574
2018-05-21,394100
2018-05-22,394100
2018-05-23,391061
2018-05-24,388670
2018-05-25,386078
2018-05-26,386327
2018-05-27,386622
2018-05-28,384909
2018-05-29,384823
2018-05-30,382540
2018-05-31,379471
2018-06-01,377665
2018-06-02,376679
2018-06-03,377663
2018-06-04,375505
2018-06-05,372406
2018-06-06,369475
2018-06-07,369475
2018-06-08,369570
2018-06-09,368447
2018-06-10,368611
2018-06-11,366974
2018-06-12,369051
2018-06-13,366242
2018-06-14,365892
2018-06-15,359460
2018-06-16,354346
2018-06-17,338625
2018-06-18,333796
2018-06-19,329993
2018-06-20,329993
2018-06-21,326055
2018-06-22,328590
2018-06-23,328590
2018-06-24,326098
2018-06-25,323150
2018-06-26,322629
2018-06-27,322038
2018-06-28,319507
2018-06-29,318137
2018-06-30,318274
2018-07-01,317351
2018-07-02,317076
2018-07-03,316652
2018-07-04,317568
2018-07-05,318311
2018-07-06,315357
2018-07-07,319225
2018-07-08,318202
2018-07-09,319767
2018-07-10,316682
2018-07-11,314653
2018-07-12,316623
2018-07-13,315638
2018-07-14,314801
2018-07-15,314000
2018-07-16,312124
2018-07-17,309384
2018-07-18,306835
2018-07-19,305400
2018-07-20,302495
2018-07-21,302874
2018-07-22,305255
2018-07-23,309576
2018-07-24,315014
2018-07-25,318652
2018-07-26,317929
2018-07-27,316635
2018-07-28,316179
2018-07-29,318125
2018-07-30,316790
2018-07-31,317786
2018-08-01,317786
2018-08-02,319565
2018-08-03,320460
2018-08-04,322731
2018-08-05,320228
2018-08-06,318502
2018-08-07,317943
2018-08-08,317113
2018-08-09,318734
2018-08-10,321924
2018-08-11,319770
2018-08-12,319606
2018-08-14,321670
2018-08-16,330505
2018-08-17,339480
2018-08-18,349233
2018-08-19,346970
2018-08-20,345316
2018-08-21,346080
2018-08-22,344910
2018-08-23,350729
2018-08-24,351817
2018-08-25,353137
2018-08-26,357854
2018-08-27,357958
2018-08-28,357215
2018-08-29,353444
2018-08-30,354152
2018-08-31,359175
2018-09-01,368276
2018-09-02,376501
2018-09-03,387480
2018-09-04,388696
2018-09-05,397765
2018-09-06,397765
2018-09-07,404334
2018-09-08,411755
2018-09-09,413382
2018-09-10,410924
2018-09-11,413262
2018-09-12,423872
2018-09-13,432516
2018-09-14,448853
2018-09-15,465189
2018-09-16,476735
2018-09-17,488647
2018-09-18,492773
2018-09-19,490543
2018-09-20,489492
2018-09-21,493060
2018-09-22,493077
2018-09-23,496896
2018-09-24,497899
2018-09-25,499474
2018-09-26,502187
2018-09-27,499916
2018-09-28,509644
2018-09-29,520634
2018-09-30,526480
2018-10-02,515659
2018-10-03,504135
2018-10-04,494303
2018-10-05,484909
2018-10-06,473337
2018-10-07,467804
2018-10-08,467450
2018-10-09,466692
2018-10-10,469988
2018-10-11,470704
2018-10-12,466552
2018-10-13,464690
2018-10-14,462498
2018-10-15,461848
2018-10-16,463189
2018-10-17,459813
2018-10-18,457777
2018-10-19,454024
2018-10-20,452907
2018-10-21,452452
2018-10-22,446594
2018-10-23,442210
2018-10-24,439444
2018-10-25,438102
2018-10-26,439920
2018-10-27,441764
2018-10-28,438353
2018-10-29,438137
2018-10-30,442368
2018-10-31,447584
2018-11-01,467119
2018-11-03,514495
2018-11-04,539683
2018-11-05,566668
2018-11-06,594903
2018-11-07,624461
2018-11-08,655551
2018-11-09,688153
2018-11-10,722561
2018-11-11,758489
2018-11-12,796414
2018-11-13,836235
2018-11-14,878047
2018-11-15,921950
2018-11-16,968048
2018-11-17,1016451
2018-11-18,1067274
2018-11-19,1120638
2018-11-20,1176670
2018-11-21,1235504
2018-11-22,1295262
2018-11-23,1329970
2018-11-24,1363595
2018-11-25,1373911
2018-11-26,1370243
2018-11-27,1366117
2018-11-28,1343125
2018-12-01,1250947
2018-12-02,1194050
2018-12-03,1150638
2018-12-04,1118459
2018-12-05,1094366
2018-12-07,1031727
2018-12-09,990790
2018-12-10,968178
2018-12-11,960668
2018-12-12,956896
2018-12-13,959519
2018-12-14,959146
2018-12-15,971025
2018-12-16,981240
2018-12-17,982538
2018-12-18,974612
2018-12-19,975796
2018-12-20,994212
2018-12-21,990730
2018-12-22,983173
2018-12-23,977208
2018-12-24,974579
2018-12-25,985432
2018-12-26,983824
2018-12-27,980798
2018-12-28,976071
2018-12-29,969687
2018-12-30,962955
2018-12-31,955393
2019-01-01,946885
2019-01-02,937508
2019-01-03,927507
2019-01-04,915434
2019-01-05,895298
2019-01-06,876591
2019-01-08,856069
2019-01-10,822443
2019-01-11,803663
2019-01-12,773883
2019-01-13,742282
2019-01-14,712631
2019-01-15,692850
2019-01-16,677763
2019-01-17,664542
2019-01-18,655920
2019-01-19,651713
2019-01-20,646410
2019-01-21,639080
2019-01-22,631391
2019-01-23,627164
2019-01-25,615808
2019-01-26,616740
2019-01-27,626408
2019-01-28,624146
2019-01-29,618985
2019-01-30,613525
2019-01-31,610535
2019-02-01,621378
2019-02-02,637961
2019-02-03,638140
2019-02-04,635359
2019-02-05,634944
2019-02-06,631068
2019-02-07,626309
2019-02-08,624655
2019-02-09,621640
2019-02-10,617045
2019-02-11,613018
2019-02-12,610357
2019-02-13,605099
2019-02-14,596850
2019-02-15,589354
2019-02-16,583510
2019-02-17,576341
2019-02-18,572730
2019-02-19,565758
2019-02-20,563007
2019-02-21,560267
2019-02-22,562271
2019-02-23,558396
2019-02-24,555549
2019-02-25,553689
2019-02-26,551849
2019-02-27,551820
2019-02-28,550093
2019-03-01,552419
2019-03-02,557181
2019-03-03,557110
2019-03-04,553707
2019-03-05,547407
2019-03-06,541226
2019-03-07,536110
2019-03-08,537061
2019-03-09,525000
2019-03-10,518561
2019-03-11,512206
2019-03-12,510269
2019-03-13,509178
2019-03-14,508575
2019-03-15,504032
2019-03-16,501815
2019-03-17,499011
2019-03-18,499011
2019-03-19,498541
2019-03-20,502393
2019-03-21,503556
2019-03-22,501186
2019-03-23,499433
2019-03-24,496913
2019-03-25,500159
2019-03-26,493356
2019-03-27,488808
2019-03-28,483305
2019-03-29,478143
2019-03-30,476896
2019-03-31,471303
2019-04-01,465276
2019-04-02,460790
2019-04-03,458786
2019-04-04,457907
2019-04-05,458176
2019-04-06,455144
