date_obj,Rune%20battleaxe price
2019-04-04,24552
2019-04-05,24544
2019-04-06,24493
2019-04-07,24533
2019-04-08,24586
2019-04-09,24582
2019-04-10,24561
2019-04-11,24513
2019-04-12,24530
2019-04-13,24558
2019-04-14,24548
2019-04-15,24539
2019-04-16,24565
2019-04-17,24605
2019-04-18,24566
2019-04-19,24552
2019-04-20,24549
2019-04-21,24547
2019-04-22,24555
2019-04-23,24575
2019-04-24,24571
2019-04-25,24578
2019-04-26,24582
2019-04-27,24560
2019-04-28,24559
2019-04-29,24562
2019-04-30,24563
2019-05-01,24560
2019-05-02,24570
2019-05-03,24574
2019-05-04,24572
2019-05-05,24565
2019-05-06,24606
2019-05-07,24590
2019-05-08,24596
2019-05-09,24586
2019-05-10,24593
2019-05-11,24603
2019-05-12,24618
2019-05-13,24601
2019-05-14,24654
2019-05-15,24613
2019-05-16,24585
2019-05-17,24554
2019-05-18,24562
2019-05-19,24566
2019-05-20,24557
2019-05-21,24573
2019-05-22,24578
2019-05-23,24587
2019-05-24,24610
2019-05-25,24571
2019-05-26,24549
2019-05-27,24548
2019-05-28,24595
2019-05-29,24620
2019-05-30,24607
2019-05-31,24574
2019-06-01,24578
2019-06-02,24564
2019-06-03,24525
2019-06-04,24564
2019-06-05,24577
2019-06-06,24568
2019-06-07,24575
2019-06-08,24589
2019-06-09,24574
2019-06-10,24487
2019-06-11,24546
2019-06-12,24604
2019-06-13,24609
2019-06-14,24572
2019-06-15,24536
2019-06-16,24550
2019-06-17,24572
2019-06-18,24567
2019-06-19,24543
2019-06-20,24538
2019-06-21,24527
2019-06-22,24530
2019-06-23,24538
2019-06-24,24601
2019-06-25,24624
2019-06-26,24581
2019-06-27,24598
2019-06-28,24623
2019-06-29,24564
2019-06-30,24552
2019-07-01,24581
2019-07-02,24623
2019-07-03,24570
2019-07-04,24554
2019-07-05,24554
2019-07-06,24605
2019-07-07,24549
2019-07-08,24562
2019-07-09,24582
2019-07-10,24592
2019-07-11,24588
2019-07-12,24607
2019-07-13,24606
2019-07-14,24584
2019-07-15,24590
2019-07-16,24595
2019-07-17,24586
2019-07-18,24586
2019-07-19,24591
2019-07-20,24569
2019-07-21,24526
2019-07-22,24527
2019-07-23,24544
2019-07-24,24551
2019-07-25,24582
2019-07-26,24537
2019-07-27,24534
2019-07-28,24515
2019-07-29,24527
2019-07-30,24519
2019-07-31,24509
2019-08-01,24521
2019-08-02,24535
2019-08-03,24546
2019-08-04,24525
2019-08-05,24523
2019-08-06,24515
2019-08-07,24533
2019-08-08,24564
2019-08-09,24556
2019-08-10,24494
2019-08-11,24493
2019-08-12,24450
2019-08-13,24509
2019-08-14,24529
2019-08-15,24546
2019-08-16,24574
2019-08-17,24581
2019-08-18,24531
2019-08-19,24513
2019-08-20,24572
2019-08-21,24548
2019-08-22,24575
2019-08-23,24544
2019-08-24,24567
2019-08-24,24567
2019-08-25,24556
2019-08-25,24556
2019-08-26,24545
2019-08-26,24545
2019-08-27,24548
2019-08-27,24548
2019-08-28,24581
2019-08-29,24599
2019-08-30,24557
2019-08-31,24550
2019-09-01,24557
2019-09-02,24552
2019-09-03,24584
2019-09-04,24584
2019-09-05,24539
2019-09-06,24507
2019-09-07,24550
2019-09-08,24550
2019-09-09,24580
2019-09-10,24622
2019-09-11,24633
2019-09-12,24589
2019-09-13,24608
2019-09-14,24571
2019-09-15,24552
2019-09-16,24565
2019-09-17,24546
2019-09-18,24511
2019-09-19,24530
2019-09-20,24508
2019-09-21,24534
2019-09-22,24530
2019-09-23,24532
2019-09-24,24494
2019-09-25,24540
2019-09-26,24492
2019-09-27,24435
2019-09-28,24469
2019-09-29,24425
2019-09-30,24478
2019-10-01,24464
2019-10-02,24505
2019-10-03,24514
2019-10-04,24521
2019-10-05,24442
2019-10-06,24434
2019-10-07,24469
2019-10-08,24509
2019-10-09,24498
2019-10-10,24496
2019-10-11,24457
2019-10-12,24474
2019-10-13,24473
2019-10-14,24503
2019-10-15,24527
2019-10-16,24500
2019-10-17,24502
2019-10-18,24464
2019-10-19,24486
2019-10-20,24478
2019-10-21,24505
2019-10-22,24514
2019-10-23,24524
2019-10-24,24562
2019-10-25,24519
2019-10-26,24474
2019-10-27,24456
2019-10-28,24476
2019-10-29,24524
2019-10-30,24584
2019-10-31,24563
2019-11-01,24501
2019-11-02,24451
2019-11-03,24496
2019-11-04,24523
2019-11-05,24521
2019-11-06,24518
2019-11-07,24515
2019-11-08,24521
2019-11-09,24512
2019-11-10,24459
2019-11-11,24474
2019-11-12,24482
2019-11-13,24519
2019-11-14,24511
2019-11-15,24509
2019-11-16,24512
2019-11-17,24495
2019-11-18,24465
2019-11-19,24491
2019-11-20,24502
2019-11-21,24503
2019-11-22,24493
2019-11-23,24490
2019-11-24,24494
2019-11-25,24505
2019-11-26,24532
2019-11-27,24549
2019-11-28,24504
2019-11-29,24513
2019-11-30,24352
2019-12-01,24357
2019-12-02,24420
2019-12-03,24423
2019-12-04,24478
2019-12-05,24505
2019-12-06,24466
2019-12-07,24462
2019-12-08,24481
2019-12-09,24434
2019-12-10,24441
2019-12-11,24435
2019-12-12,24470
2019-12-13,24392
2019-12-14,24421
2019-12-15,24477
2019-12-16,24495
2019-12-17,24475
2019-12-18,24514
2019-12-19,24498
2019-12-20,24505
2019-12-21,24512
2019-12-22,24503
2019-12-23,24471
2019-12-24,24467
2019-12-25,24469
2019-12-26,24477
2019-12-27,24443
2019-12-28,24463
2019-12-29,24471
2019-12-30,24415
2019-12-31,24439
2020-01-01,24385
2020-01-02,24418
2020-01-03,24393
2020-01-04,24423
2020-01-05,24423
2020-01-06,24423
2020-01-07,24449
2020-01-08,24464
2020-01-09,24463
2020-01-10,24457
2020-01-11,24431
2020-01-12,24453
2020-01-13,24478
2020-01-14,24486
2020-01-15,24469
2020-01-16,24493
2020-01-17,24482
2020-01-18,24507
2020-01-19,24484
2020-01-20,24473
2020-01-21,24476
2020-01-22,24434
2020-01-23,24469
2020-01-24,24402
2020-01-25,24393
2020-01-26,24428
2020-01-27,24466
2020-01-28,24486
2020-01-29,24513
2020-01-30,24515
2020-01-31,24483
2020-02-01,24462
2020-02-02,24464
2020-02-03,24423
2020-02-04,24432
2020-02-05,24372
2020-02-06,24374
2020-02-07,24392
2020-02-08,24398
2020-02-09,24370
2020-02-10,24410
2020-02-11,24438
2020-02-12,24425
2020-02-13,24430
2020-02-14,24448
2020-02-15,24433
2020-02-16,24427
2020-02-17,24421
2020-02-18,24432
2020-02-19,24442
2020-02-20,24421
2020-02-21,24453
2020-02-22,24423
2020-02-23,24422
2020-02-24,24434
2020-02-25,24443
2020-02-26,24437
2020-02-27,24448
2020-02-28,24416
2020-02-29,24400
2020-03-01,24375
2020-03-02,24419
2020-03-03,24451
2020-03-04,24438
2020-03-05,24444
2020-03-06,24464
2020-03-07,24460
2020-03-08,24457
2020-03-09,24469
2020-03-10,24508
2020-03-11,24509
2020-03-12,24512
2020-03-13,24507
2020-03-14,24482
2020-03-15,24472
2020-03-16,24482
2020-03-17,24485
2020-03-18,24476
2020-03-19,24458
2020-03-20,24468
2020-03-21,24421
2020-03-22,24459
2020-03-23,24477
2020-03-24,24483
2020-03-25,24420
2020-03-26,24448
2020-03-27,24452
2020-03-28,24448
2020-03-29,24466
2020-03-30,24490
2020-03-31,24469
2020-04-01,24469
2020-04-02,24489
2020-04-03,24515
2020-04-04,24467
2020-04-05,24466
2020-04-06,24468
2020-04-07,24513
2020-04-08,24499
2020-04-09,24501
2020-04-10,24467
2020-04-11,24433
2020-04-12,24461
2020-04-13,24472
2020-04-14,24486
2020-04-15,24476
2020-04-16,24478
2020-04-17,24523
2020-04-18,24510
2020-04-19,24512
2020-04-20,24473
2020-04-21,24480
2020-04-22,24492
2020-04-23,24503
2020-04-24,24493
2020-04-25,24433
2020-04-26,24446
2020-04-27,24475
2020-04-28,24502
2020-04-29,24494
2020-04-30,24507
2020-05-01,24509
2020-05-02,24505
2020-05-03,24504
2020-05-04,24517
2020-05-05,24504
2020-05-06,24515
2020-05-07,24516
2020-05-08,24498
2020-05-09,24440
2020-05-10,24495
2020-05-11,24529
2020-05-12,24504
2020-05-13,24554
