date_obj,Bronze%20kiteshield%20(g) price
2019-03-15,45783
2019-03-16,45326
2019-03-17,45034
2019-03-18,45034
2019-03-19,44116
2019-03-20,44706
2019-03-21,45405
2019-03-22,45405
2019-03-23,45941
2019-03-24,46743
2019-03-25,46743
2019-03-26,47354
2019-03-27,47354
2019-03-28,47176
2019-03-29,46723
2019-03-30,46723
2019-03-31,46398
2019-04-01,46365
2019-04-02,46177
2019-04-03,44960
2019-04-04,44852
2019-04-05,44852
2019-04-06,43808
2019-04-07,43772
2019-04-08,43772
2019-04-09,43703
2019-04-10,43703
2019-04-11,43402
2019-04-12,43304
2019-04-13,43058
2019-04-14,44100
2019-04-15,44100
2019-04-16,43911
2019-04-17,43832
2019-04-18,43570
2019-04-19,42677
2019-04-20,41292
2019-04-21,41292
2019-04-22,41233
2019-04-23,41209
2019-04-24,41209
2019-04-25,41283
2019-04-26,40273
2019-04-27,40273
2019-04-28,38619
2019-04-29,37634
2019-04-30,36775
2019-05-01,36775
2019-05-02,36087
2019-05-03,35173
2019-05-04,35098
2019-05-05,35098
2019-05-06,34594
2019-05-07,34308
2019-05-08,34308
2019-05-09,33872
2019-05-10,33024
2019-05-11,33024
2019-05-12,32569
2019-05-13,31715
2019-05-14,31644
2019-05-15,31644
2019-05-16,31633
2019-05-17,31633
2019-05-18,31973
2019-05-19,31973
2019-05-20,31979
2019-05-21,31979
2019-05-22,31709
2019-05-23,31085
2019-05-24,31085
2019-05-25,30874
2019-05-26,30874
2019-05-27,30767
2019-05-28,30767
2019-05-29,30601
2019-05-30,30601
2019-05-31,30950
2019-06-01,30950
2019-06-02,31042
2019-06-03,31042
2019-06-04,31547
2019-06-05,32169
2019-06-06,32169
2019-06-07,33136
2019-06-08,33296
2019-06-09,33352
2019-06-10,33352
2019-06-11,33322
2019-06-12,33322
2019-06-13,33595
2019-06-14,33595
2019-06-15,33880
2019-06-16,34150
2019-06-17,34301
2019-06-18,34301
2019-06-19,34686
2019-06-20,33976
2019-06-21,33976
2019-06-22,34234
2019-06-23,34579
2019-06-24,34579
2019-06-25,34283
2019-06-26,34283
2019-06-27,33748
2019-06-28,33748
2019-06-29,33515
2019-06-30,33826
2019-07-01,33826
2019-07-02,33652
2019-07-03,33652
2019-07-04,33667
2019-07-05,33667
2019-07-06,34355
2019-07-07,34355
2019-07-08,33919
2019-07-09,33919
2019-07-10,33356
2019-07-11,33356
2019-07-12,34152
2019-07-13,34152
2019-07-14,35278
2019-07-15,35278
2019-07-16,36766
2019-07-17,36766
2019-07-18,36994
2019-07-19,36994
2019-07-20,37025
2019-07-21,36923
2019-07-22,36923
2019-07-23,37148
2019-07-24,37148
2019-07-25,36878
2019-07-26,36878
2019-07-27,36243
2019-07-28,36243
2019-07-29,35556
2019-07-30,35556
2019-07-31,34344
2019-08-01,34344
2019-08-02,34372
2019-08-03,33730
2019-08-04,33730
2019-08-05,34009
2019-08-06,34009
2019-08-07,34513
2019-08-08,34513
2019-08-09,35194
2019-08-10,35475
2019-08-11,35475
2019-08-12,36347
2019-08-13,36347
2019-08-14,37153
2019-08-15,37153
2019-08-16,37251
2019-08-17,37251
2019-08-18,37588
2019-08-19,37588
2019-08-20,37390
2019-08-21,37390
2019-08-22,36980
2019-08-23,36980
2019-08-24,36963
2019-08-24,36963
2019-08-25,36963
2019-08-25,36963
2019-08-26,37090
2019-08-27,37090
2019-08-27,37090
2019-08-28,36808
2019-08-29,36808
2019-08-30,36399
2019-08-31,36399
2019-09-01,37169
2019-09-02,37169
2019-09-03,38411
2019-09-04,38411
2019-09-05,40064
2019-09-06,40064
2019-09-07,41116
2019-09-08,41116
2019-09-09,41644
2019-09-10,41644
2019-09-11,42487
2019-09-12,42487
2019-09-13,43146
2019-09-14,43146
2019-09-15,44886
2019-09-16,44886
2019-09-17,45967
2019-09-18,45621
2019-09-19,45621
2019-09-20,47103
2019-09-21,47103
2019-09-22,48627
2019-09-23,48627
2019-09-24,50350
2019-09-25,50350
2019-09-26,50884
2019-09-27,50884
2019-09-28,52048
2019-09-29,52048
2019-09-30,52048
2019-10-01,51062
2019-10-02,51062
2019-10-03,49781
2019-10-04,49781
2019-10-05,50009
2019-10-06,49364
2019-10-07,49364
2019-10-08,51102
2019-10-09,51102
2019-10-10,49978
2019-10-11,49978
2019-10-12,50275
2019-10-13,50275
2019-10-14,50939
2019-10-15,50939
2019-10-16,50040
2019-10-17,50040
2019-10-18,48790
2019-10-19,48790
2019-10-20,48012
2019-10-21,48012
2019-10-22,47201
2019-10-23,47201
2019-10-24,46826
2019-10-25,46826
2019-10-26,46344
2019-10-27,46344
2019-10-28,46568
2019-10-29,46568
2019-10-30,46568
2019-10-31,45770
2019-11-01,45770
2019-11-02,46186
2019-11-03,46186
2019-11-04,46538
2019-11-05,46538
2019-11-06,47058
2019-11-07,47058
2019-11-08,46818
2019-11-09,46818
2019-11-10,46541
2019-11-11,46541
2019-11-12,47543
2019-11-13,47543
2019-11-14,47315
2019-11-15,47315
2019-11-16,47152
2019-11-17,47152
2019-11-18,47078
2019-11-19,47078
2019-11-20,47699
2019-11-21,47699
2019-11-22,47914
2019-11-23,47914
2019-11-24,46391
2019-11-25,46391
2019-11-26,44847
2019-11-27,44847
2019-11-28,45831
2019-11-29,45831
2019-11-30,45727
2019-12-01,45727
2019-12-02,46490
2019-12-03,46490
2019-12-04,46861
2019-12-05,46861
2019-12-06,46861
2019-12-07,47229
2019-12-08,47229
2019-12-09,46877
2019-12-10,46877
2019-12-11,47256
2019-12-12,47256
2019-12-13,47256
2019-12-14,47309
2019-12-15,47309
2019-12-16,47891
2019-12-17,47891
2019-12-18,48352
2019-12-19,48352
2019-12-20,49328
2019-12-21,49328
2019-12-22,50259
2019-12-23,50259
2019-12-24,50579
2019-12-25,50436
2019-12-26,50436
2019-12-27,50717
2019-12-28,50717
2019-12-29,51315
2019-12-30,51315
2019-12-31,52718
2020-01-01,52718
2020-01-02,52813
2020-01-03,52813
2020-01-04,52813
2020-01-05,52748
2020-01-06,52748
2020-01-07,52129
2020-01-08,52129
2020-01-09,52129
2020-01-10,52621
2020-01-11,52621
2020-01-12,52932
2020-01-13,52932
2020-01-14,52932
2020-01-15,52852
2020-01-16,52852
2020-01-17,53519
2020-01-18,53519
2020-01-19,53727
2020-01-20,53727
2020-01-21,53727
2020-01-22,54751
2020-01-23,54751
2020-01-24,55103
2020-01-25,55103
2020-01-26,55279
2020-01-27,55279
2020-01-28,55427
2020-01-29,55427
2020-01-30,56327
2020-01-31,56327
2020-02-01,57354
2020-02-02,57354
2020-02-03,56433
2020-02-04,56433
2020-02-05,56163
2020-02-06,56163
2020-02-07,57063
2020-02-08,57063
2020-02-09,57311
2020-02-10,58985
2020-02-11,58985
2020-02-12,58748
2020-02-13,58748
2020-02-14,57564
2020-02-15,57564
2020-02-16,57385
2020-02-17,57385
2020-02-18,58145
2020-02-19,58145
2020-02-20,57610
2020-02-21,57610
2020-02-22,58347
2020-02-23,58347
2020-02-24,58201
2020-02-25,58201
2020-02-26,57902
2020-02-27,57902
2020-02-28,58004
2020-02-29,58004
2020-03-01,57179
2020-03-02,57179
2020-03-03,56238
2020-03-04,56238
2020-03-05,55393
2020-03-06,55393
2020-03-07,52767
2020-03-08,51158
2020-03-09,50782
2020-03-10,50536
2020-03-11,50536
2020-03-12,52171
2020-03-13,52171
2020-03-14,52533
2020-03-15,52533
2020-03-16,52463
2020-03-17,52463
2020-03-18,52687
2020-03-19,52687
2020-03-20,52342
2020-03-21,52342
2020-03-22,51526
2020-03-23,51526
2020-03-24,51363
2020-03-25,51363
2020-03-26,51367
2020-03-27,51367
2020-03-28,51844
2020-03-29,52244
2020-03-30,52151
2020-03-31,52151
2020-04-01,51467
2020-04-02,52785
2020-04-03,52785
2020-04-04,53708
2020-04-05,53708
2020-04-06,54810
2020-04-07,55426
2020-04-08,55509
2020-04-09,55509
2020-04-10,55245
2020-04-11,54731
2020-04-12,54797
2020-04-13,54797
2020-04-14,53691
2020-04-15,53956
2020-04-16,53956
2020-04-17,54105
2020-04-18,53587
2020-04-19,53344
2020-04-20,53547
2020-04-21,53547
2020-04-22,52744
2020-04-23,52744
2020-04-24,53003
2020-04-25,53003
2020-04-26,53051
2020-04-27,53025
2020-04-28,52604
2020-04-29,52604
2020-04-30,52936
2020-05-01,52936
2020-05-02,53194
2020-05-03,53734
2020-05-04,53734
2020-05-05,53234
2020-05-06,53697
2020-05-07,53697
2020-05-08,53777
2020-05-09,52731
2020-05-10,52731
2020-05-11,52348
2020-05-12,52348
2020-05-13,51458
