date_obj,Steel%20full%20helm price
2015-12-04,216
2015-12-05,211
2015-12-06,206
2015-12-07,203
2015-12-08,210
2015-12-09,210
2015-12-10,219
2015-12-11,225
2015-12-12,227
2015-12-13,227
2015-12-14,227
2015-12-15,220
2015-12-16,225
2015-12-17,225
2015-12-18,232
2015-12-19,228
2015-12-20,235
2015-12-21,233
2015-12-22,231
2015-12-23,233
2015-12-24,236
2015-12-25,236
2015-12-26,236
2015-12-27,235
2015-12-28,235
2015-12-29,230
2015-12-30,222
2015-12-31,221
2016-01-01,221
2016-01-02,223
2016-01-03,225
2016-01-04,218
2016-01-05,215
2016-01-06,216
2016-01-07,223
2016-01-08,226
2016-01-09,227
2016-01-10,222
2016-01-11,217
2016-01-12,211
2016-01-13,207
2016-01-14,209
2016-01-15,208
2016-01-16,218
2016-01-17,225
2016-01-18,227
2016-01-19,234
2016-01-20,237
2016-01-21,231
2016-01-22,232
2016-01-23,225
2016-01-24,214
2016-01-25,204
2016-01-26,199
2016-01-27,199
2016-01-28,199
2016-01-29,201
2016-01-30,201
2016-01-31,202
2016-02-01,196
2016-02-02,200
2016-02-03,201
2016-02-04,208
2016-02-05,207
2016-02-06,205
2016-02-07,205
2016-02-08,203
2016-02-09,205
2016-02-10,202
2016-02-11,204
2016-02-12,204
2016-02-13,210
2016-02-14,210
2016-02-15,209
2016-02-16,198
2016-02-17,196
2016-02-18,196
2016-02-19,192
2016-02-20,190
2016-02-21,184
2016-02-22,184
2016-02-23,182
2016-02-24,186
2016-02-25,189
2016-02-26,189
2016-02-27,188
2016-02-28,185
2016-02-29,181
2016-03-01,180
2016-03-02,177
2016-03-03,178
2016-03-04,178
2016-03-05,179
2016-03-06,178
2016-03-07,179
2016-03-08,185
2016-03-09,193
2016-03-10,200
2016-03-11,200
2016-03-12,205
2016-03-13,200
2016-03-14,193
2016-03-15,189
2016-03-16,194
2016-03-17,197
2016-03-18,205
2016-03-19,213
2016-03-20,212
2016-03-21,212
2016-03-22,210
2016-03-23,211
2016-03-24,208
2016-03-25,205
2016-03-26,203
2016-03-27,204
2016-03-28,204
2016-03-29,205
2016-03-30,205
2016-03-31,205
2016-04-01,205
2016-04-02,204
2016-04-03,202
2016-04-04,199
2016-04-05,205
2016-04-06,208
2016-04-07,211
2016-04-08,216
2016-04-09,219
2016-04-10,214
2016-04-11,214
2016-04-12,213
2016-04-13,212
2016-04-14,210
2016-04-15,213
2016-04-16,220
2016-04-17,224
2016-04-18,232
2016-04-19,230
2016-04-20,227
2016-04-21,229
2016-04-22,229
2016-04-23,224
2016-04-24,218
2016-04-25,215
2016-04-26,204
2016-04-27,197
2016-04-28,197
2016-04-29,201
2016-04-30,196
2016-05-01,200
2016-05-02,201
2016-05-03,202
2016-05-04,198
2016-05-05,201
2016-05-06,201
2016-05-07,201
2016-05-08,196
2016-05-09,196
2016-05-10,195
2016-05-11,193
2016-05-12,195
2016-05-13,192
2016-05-14,190
2016-05-15,190
2016-05-16,186
2016-05-17,187
2016-05-18,189
2016-05-19,188
2016-05-22,187
2016-05-23,189
2016-05-24,189
2016-05-25,187
2016-05-26,189
2016-05-27,190
2016-05-28,190
2016-05-29,190
2016-05-30,190
2016-05-31,191
2016-06-01,200
2016-06-02,204
2016-06-03,202
2016-06-04,204
2016-06-05,203
2016-06-06,202
2016-06-07,202
2016-06-08,199
2016-06-09,206
2016-06-10,207
2016-06-11,209
2016-06-12,210
2016-06-13,210
2016-06-14,206
2016-06-15,201
2016-06-16,200
2016-06-17,207
2016-06-18,208
2016-06-19,208
2016-06-20,208
2016-06-21,206
2016-06-22,202
2016-06-23,207
2016-06-24,205
2016-06-25,202
2016-06-26,200
2016-06-27,203
2016-06-28,204
2016-06-29,200
2016-06-30,200
2016-07-01,201
2016-07-02,207
2016-07-03,209
2016-07-04,204
2016-07-05,199
2016-07-06,199
2016-07-07,195
2016-07-08,192
2016-07-09,195
2016-07-10,201
2016-07-11,206
2016-07-12,210
2016-07-13,214
2016-07-14,209
2016-07-15,211
2016-07-16,207
2016-07-17,205
2016-07-18,201
2016-07-24,207
2016-07-25,208
2016-07-26,206
2016-07-27,210
2016-07-28,214
2016-07-29,214
2016-07-30,214
2016-07-31,214
2016-08-01,212
2016-08-02,220
2016-08-03,214
2016-08-04,210
2016-08-05,210
2016-08-06,209
2016-08-07,209
2016-08-08,209
2016-08-09,207
2016-08-10,200
2016-08-11,197
2016-08-12,197
2016-08-13,198
2016-08-14,196
2016-08-15,193
2016-08-16,194
2016-08-17,197
2016-08-18,197
2016-08-19,197
2016-08-20,199
2016-08-21,200
2016-08-22,203
2016-08-23,198
2016-08-24,203
2016-08-25,202
2016-08-26,202
2016-08-28,202
2016-08-31,203
2016-09-01,206
2016-09-02,206
2016-09-03,204
2016-09-04,199
2016-09-05,194
2016-09-06,192
2016-09-07,192
2016-09-08,195
2016-09-09,195
2016-09-10,195
2016-09-11,195
2016-09-12,193
2016-09-13,191
2016-09-14,191
2016-09-15,191
2016-09-16,191
2016-09-17,187
2016-09-18,185
2016-09-19,186
2016-09-20,186
2016-09-21,183
2016-09-22,188
2016-09-23,187
2016-09-24,187
2016-09-25,184
2016-09-26,184
2016-09-27,183
2016-09-28,183
2016-09-29,183
2016-09-30,183
2016-10-01,181
2016-10-02,181
2016-10-03,177
2016-10-04,184
2016-10-05,186
2016-10-06,190
2016-10-07,190
2016-10-08,196
2016-10-09,196
2016-10-10,197
2016-10-11,194
2016-10-12,194
2016-10-13,198
2016-10-14,198
2016-10-15,201
2016-10-16,205
2016-10-17,214
2016-10-18,219
2016-10-19,228
2016-10-20,237
2016-10-21,234
2016-10-22,234
2016-10-23,232
2016-10-24,226
2016-10-25,226
2016-10-26,222
2016-10-27,222
2016-10-28,219
2016-10-29,217
2016-10-30,224
2016-10-31,223
2016-11-01,223
2016-11-02,214
2016-11-03,214
2016-11-04,206
2016-11-05,206
2016-11-06,197
2016-11-07,195
2016-11-08,192
2016-11-09,189
2016-11-10,186
2016-11-11,190
2016-11-12,190
2016-11-13,190
2016-11-14,192
2016-12-08,189
2016-12-09,189
2016-12-10,192
2016-12-11,198
2016-12-12,198
2016-12-13,204
2016-12-14,197
2016-12-15,197
2016-12-16,196
2016-12-17,191
2016-12-18,191
2016-12-19,192
2016-12-20,191
2016-12-21,191
2016-12-22,193
2016-12-23,191
2016-12-24,197
2016-12-25,199
2016-12-26,194
2016-12-27,193
2016-12-28,195
2016-12-29,194
2016-12-30,195
2016-12-31,196
2017-01-01,196
2017-01-02,191
2017-01-03,190
2017-01-04,190
2017-01-05,192
2017-01-06,196
2017-01-07,198
2017-01-08,195
2017-01-09,194
2017-01-10,191
2017-01-11,187
2017-01-12,191
2017-01-13,191
2017-01-14,189
2017-01-15,194
2017-01-16,190
2017-01-17,192
2017-01-18,192
2017-01-19,198
2017-01-20,200
2017-01-21,202
2017-01-22,197
2017-01-27,189
2017-01-28,181
2017-01-29,178
2017-01-30,179
2017-01-31,176
2017-02-01,172
2017-02-02,171
2017-02-03,172
2017-02-04,170
2017-02-05,171
2017-02-06,170
2017-02-07,169
2017-02-08,162
2017-02-09,162
2017-02-10,167
2017-02-11,169
2017-02-12,175
2017-02-13,175
2017-02-14,168
2017-02-15,160
2017-02-16,156
2017-02-18,160
2017-02-19,161
2017-02-20,160
2017-02-21,163
2017-02-22,160
2017-02-23,160
2017-02-24,160
2017-02-25,163
2017-02-26,163
2017-02-27,164
2017-02-28,166
2017-03-01,165
2017-03-02,161
2017-03-03,161
2017-03-04,164
2017-03-05,167
2017-03-06,173
2017-03-07,170
2017-03-08,170
2017-03-09,174
2017-03-10,174
2017-03-11,177
2017-03-12,173
2017-03-13,170
2017-03-14,177
2017-03-15,178
2017-03-16,182
2017-03-17,177
2017-03-18,176
2017-03-19,175
2017-03-20,176
2017-03-21,176
2017-03-22,174
2017-03-23,171
2017-03-24,173
2017-03-25,175
2017-03-26,174
2017-03-27,173
2017-03-28,172
2017-03-29,171
2017-03-30,171
2017-03-31,171
2017-04-01,171
2017-04-02,166
2017-04-03,169
2017-04-04,171
2017-04-12,178
2017-04-13,182
2017-04-14,184
2017-04-15,179
2017-04-16,184
2017-04-17,188
2017-04-18,187
2017-04-19,185
2017-04-20,183
2017-04-21,180
2017-04-22,180
2017-04-23,186
2017-04-24,183
2017-04-25,179
2017-04-26,179
2017-04-27,180
2017-04-28,186
2017-04-29,190
2017-04-30,194
2017-05-01,193
2017-05-02,193
2017-05-03,191
2017-05-04,187
2017-05-05,190
2017-05-06,195
2017-05-07,198
2017-05-08,195
2017-05-09,196
2017-05-10,199
2017-05-11,195
2017-05-12,196
2017-05-13,196
2017-05-14,198
2017-05-15,192
2017-05-16,193
2017-05-17,189
2017-05-18,190
2017-05-19,190
2017-05-20,192
2017-05-21,192
2017-05-22,192
2017-05-23,185
2017-05-24,180
2017-05-25,177
2017-05-26,176
2017-05-27,173
2017-05-28,166
2017-05-29,164
2017-05-30,161
2017-05-31,160
2017-06-01,163
2017-06-02,164
2017-06-03,156
2017-06-06,158
2017-06-07,163
2017-06-08,163
2017-06-09,170
2017-06-10,170
2017-06-11,166
2017-06-12,163
2017-06-13,162
2017-06-14,163
2017-06-15,166
2017-06-16,169
2017-06-17,164
2017-06-18,165
2017-06-19,165
2017-06-20,168
2017-06-21,168
2017-06-22,169
2017-06-23,169
2017-06-24,169
2017-06-25,175
2017-06-26,174
2017-06-27,177
2017-06-28,174
2017-06-29,174
2017-06-30,169
2017-07-01,169
2017-07-02,168
2017-07-03,166
2017-07-04,169
2017-07-05,169
2017-07-06,171
2017-07-07,171
2017-07-08,173
2017-07-13,178
2017-07-14,177
2017-07-15,177
2017-07-16,177
2017-07-17,178
2017-07-18,175
2017-07-19,176
2017-07-20,178
2017-07-21,178
2017-07-22,177
2017-07-23,174
2017-07-24,177
2017-07-25,179
2017-07-26,184
2017-07-27,183
2017-07-28,185
2017-07-29,190
2017-07-30,189
2017-07-31,189
2017-08-01,188
2017-08-02,192
2017-08-03,194
2017-08-04,193
2017-08-05,191
2017-08-06,188
2017-08-09,178
2017-08-10,182
2017-08-11,182
2017-08-12,179
2017-08-13,174
2017-08-14,171
2017-08-15,174
2017-08-17,176
2017-08-18,176
2017-08-19,180
2017-08-20,178
2017-08-21,178
2017-08-22,177
2017-08-23,172
2017-08-24,172
2017-08-25,172
2017-08-26,172
2017-08-27,177
2017-08-28,182
2017-08-29,182
2017-08-30,183
2017-08-31,178
2017-09-01,182
2017-09-02,183
2017-09-03,183
2017-09-04,183
2017-09-05,182
2017-09-06,176
2017-09-07,178
2017-09-08,176
2017-09-09,177
2017-09-10,179
2017-09-11,173
2017-09-12,179
2017-09-13,179
2017-09-14,171
2017-09-15,171
2017-09-16,174
2017-09-17,174
2017-09-19,177
2017-09-20,181
2017-09-21,176
2017-09-22,178
2017-09-23,178
2017-09-24,181
2017-09-25,188
2017-09-26,193
2017-09-27,195
2017-09-28,198
2017-09-29,202
2017-09-30,203
2017-10-01,199
2017-10-02,192
2017-10-03,185
2017-10-04,176
2017-10-05,174
2017-10-06,175
2017-10-07,176
2017-10-08,177
2017-10-09,177
2017-10-10,176
2017-10-11,176
2017-10-12,179
2017-10-13,181
2017-10-14,183
2017-10-15,183
2017-10-16,188
2017-10-17,188
2017-10-18,197
2017-10-19,204
2017-10-20,206
2017-10-21,206
2017-10-22,205
2017-10-23,200
2017-10-24,200
2017-10-25,203
2017-10-26,210
2017-10-27,212
2017-10-28,212
2017-10-29,208
2017-10-30,202
2017-10-31,198
2017-11-01,198
2017-11-02,197
2017-11-03,193
2017-11-04,187
2017-11-05,187
2017-11-06,187
2017-11-07,186
2017-11-08,188
2017-11-09,190
2017-11-10,194
2017-11-11,191
2017-11-12,192
2017-11-13,189
2017-11-14,193
2017-11-15,190
2017-11-16,188
2017-11-17,181
2017-11-18,176
2017-11-19,169
2017-11-20,166
2017-11-21,166
2017-11-22,169
2017-11-23,167
2017-11-24,162
2017-11-25,167
2017-11-26,163
2017-11-27,163
2017-11-28,159
2017-11-29,161
2017-11-30,168
2017-12-01,173
2017-12-02,173
2017-12-03,172
2017-12-04,171
2017-12-05,175
2017-12-06,176
2017-12-07,172
2017-12-08,168
2017-12-09,168
2017-12-10,168
2017-12-11,170
2017-12-12,174
2017-12-13,175
2017-12-14,177
2017-12-15,181
2017-12-16,182
2017-12-17,177
2017-12-18,178
2017-12-19,176
2017-12-20,175
2017-12-21,180
2017-12-22,185
2017-12-23,184
2017-12-24,183
2017-12-25,180
2017-12-26,182
2017-12-27,184
2017-12-28,186
2017-12-29,181
2017-12-30,176
2017-12-31,174
2018-01-01,170
2018-01-02,168
2018-01-03,167
2018-01-04,168
2018-01-05,167
2018-01-06,166
2018-01-07,165
2018-01-08,166
2018-01-09,162
2018-01-10,165
2018-01-11,165
2018-01-12,166
2018-01-13,166
2018-01-14,167
2018-01-15,168
2018-01-16,169
2018-01-17,164
2018-01-18,166
2018-01-19,166
2018-01-20,165
2018-01-21,162
2018-01-22,157
2018-01-23,157
2018-01-24,158
2018-01-25,159
2018-01-26,159
2018-01-27,161
2018-01-28,156
2018-01-29,159
2018-01-30,161
2018-02-01,157
2018-02-02,159
2018-02-03,160
2018-02-04,164
2018-02-05,167
2018-02-06,169
2018-02-07,168
2018-02-08,163
2018-02-09,165
2018-02-10,164
2018-02-11,164
2018-02-12,162
2018-02-13,159
2018-02-14,154
2018-02-15,156
2018-02-16,158
2018-02-17,164
2018-02-18,158
2018-02-19,157
2018-02-20,158
2018-02-21,160
2018-02-22,165
2018-02-23,165
2018-02-24,162
2018-02-25,161
2018-02-26,159
2018-02-27,161
2018-02-28,160
2018-03-01,160
2018-03-02,162
2018-03-03,159
2018-03-04,158
2018-03-05,158
2018-03-06,156
2018-03-07,158
2018-03-08,158
2018-03-09,162
2018-03-10,167
2018-03-11,165
2018-03-12,164
2018-03-13,167
2018-03-14,165
2018-03-15,168
2018-03-16,166
2018-03-17,168
2018-03-18,167
2018-03-19,164
2018-03-20,162
2018-03-21,165
2018-03-23,172
2018-03-24,173
2018-03-26,165
2018-03-27,168
2018-03-28,169
2018-03-29,168
2018-03-30,168
2018-03-31,168
2018-04-01,167
2018-04-02,162
2018-04-03,162
2018-04-04,161
2018-04-05,159
2018-04-06,162
2018-04-08,168
2018-04-09,168
2018-04-10,168
2018-04-11,171
2018-04-12,167
2018-04-13,164
2018-04-14,166
2018-04-16,161
2018-04-17,168
2018-04-18,168
2018-04-19,170
2018-04-20,167
2018-04-21,165
2018-04-22,167
2018-04-23,168
2018-04-24,165
2018-04-25,162
2018-04-26,163
2018-04-27,161
2018-04-28,158
2018-04-29,158
2018-04-30,156
2018-05-01,154
2018-05-02,156
2018-05-03,155
2018-05-04,160
2018-05-05,161
2018-05-06,159
2018-05-07,159
2018-05-08,161
2018-05-09,163
2018-05-10,163
2018-05-11,163
2018-05-12,159
2018-05-13,157
2018-05-14,159
2018-05-15,164
2018-05-16,166
2018-05-17,171
2018-05-18,169
2018-05-19,174
2018-05-20,173
2018-05-21,170
2018-05-22,175
2018-05-23,179
2018-05-24,181
2018-05-25,181
2018-05-26,178
2018-05-27,181
2018-05-28,184
2018-05-29,182
2018-05-30,180
2018-05-31,182
2018-06-01,184
2018-06-02,179
2018-06-03,178
2018-06-04,172
2018-06-05,171
2018-06-06,171
2018-06-07,176
2018-06-08,173
2018-06-09,170
2018-06-10,168
2018-06-11,170
2018-06-12,168
2018-06-13,167
2018-06-14,174
2018-06-15,170
2018-06-16,165
2018-06-17,165
2018-06-18,173
2018-06-19,173
2018-06-20,170
2018-06-21,171
2018-06-22,170
2018-06-23,174
2018-06-24,171
2018-06-25,167
2018-06-26,169
2018-06-27,169
2018-06-28,169
2018-06-29,166
2018-06-30,167
2018-07-01,166
2018-07-02,169
2018-07-03,174
2018-07-04,175
2018-07-05,177
2018-07-06,183
2018-07-07,183
2018-07-08,182
2018-07-09,185
2018-07-10,189
2018-07-11,190
2018-07-12,183
2018-07-13,180
2018-07-14,177
2018-07-15,175
2018-07-16,171
2018-07-17,175
2018-07-18,180
2018-07-19,181
2018-07-20,182
2018-07-21,184
2018-07-22,182
2018-07-23,182
2018-07-24,176
2018-07-25,177
2018-07-26,175
2018-07-27,177
2018-07-28,176
2018-07-29,176
2018-07-30,179
2018-07-31,182
2018-08-01,181
2018-08-02,182
2018-08-03,176
2018-08-04,173
2018-08-05,169
2018-08-06,164
2018-08-07,170
2018-08-08,169
2018-08-09,163
2018-08-10,155
2018-08-11,154
2018-08-12,155
2018-08-14,156
2018-08-16,160
2018-08-17,161
2018-08-18,160
2018-08-19,161
2018-08-20,161
2018-08-21,158
2018-08-22,159
2018-08-23,164
2018-08-24,161
2018-08-25,158
2018-08-26,157
2018-08-27,153
2018-08-28,151
2018-08-29,156
2018-08-30,154
2018-08-31,157
2018-09-01,158
2018-09-02,163
2018-09-03,162
2018-09-04,165
2018-09-05,161
2018-09-06,158
2018-09-07,162
2018-09-08,162
2018-09-09,157
2018-09-10,156
2018-09-11,156
2018-09-12,154
2018-09-13,150
2018-09-14,154
2018-09-15,156
2018-09-16,158
2018-09-17,157
2018-09-18,161
2018-09-19,162
2018-09-20,164
2018-09-21,165
2018-09-22,164
2018-09-23,163
2018-09-24,165
2018-09-25,168
2018-09-26,169
2018-09-27,165
2018-09-28,164
2018-09-29,161
2018-09-30,163
2018-10-02,163
2018-10-03,158
2018-10-04,157
2018-10-05,153
2018-10-06,153
2018-10-07,153
2018-10-08,149
2018-10-09,152
2018-10-10,151
2018-10-11,150
2018-10-12,153
2018-10-13,160
2018-10-14,162
2018-10-15,167
2018-10-16,164
2018-10-17,163
2018-10-18,168
2018-10-19,170
2018-10-20,164
2018-10-21,163
2018-10-22,165
2018-10-23,165
2018-10-24,163
2018-10-25,162
2018-10-26,162
2018-10-27,159
2018-10-28,160
2018-10-29,165
2018-10-30,167
2018-10-31,175
2018-11-01,177
2018-11-03,179
2018-11-04,178
2018-11-05,177
2018-11-06,177
2018-11-07,173
2018-11-08,169
2018-11-09,167
2018-11-10,165
2018-11-11,160
2018-11-12,155
2018-11-13,154
2018-11-14,152
2018-11-15,154
2018-11-16,155
2018-11-17,154
2018-11-18,152
2018-11-19,153
2018-11-20,151
2018-11-21,149
2018-11-22,148
2018-11-23,146
2018-11-24,146
2018-11-25,148
2018-11-26,150
2018-11-27,150
2018-11-28,149
2018-11-29,149
2018-12-01,144
2018-12-02,142
2018-12-03,138
2018-12-04,138
2018-12-05,142
2018-12-07,147
2018-12-09,151
2018-12-10,154
2018-12-11,155
2018-12-12,159
2018-12-13,159
2018-12-14,159
2018-12-15,157
2018-12-16,157
2018-12-17,155
2018-12-18,157
2018-12-19,157
2018-12-20,157
2018-12-21,157
2018-12-22,156
2018-12-23,158
2018-12-24,159
2018-12-25,160
2018-12-26,162
2018-12-27,160
2018-12-28,159
2018-12-29,154
2018-12-30,151
2018-12-31,151
2019-01-01,149
2019-01-02,152
2019-01-03,148
2019-01-04,150
2019-01-05,151
2019-01-06,146
2019-01-08,147
2019-01-10,153
2019-01-11,150
2019-01-12,148
2019-01-13,151
2019-01-14,153
2019-01-15,156
2019-01-16,155
2019-01-17,156
2019-01-18,156
2019-01-19,156
2019-01-20,155
2019-01-21,155
2019-01-22,155
2019-01-23,156
2019-01-24,156
2019-01-25,155
2019-01-26,154
2019-01-27,149
2019-01-28,146
2019-01-29,142
2019-01-30,141
2019-01-31,143
2019-02-01,144
2019-02-02,145
2019-02-03,147
2019-02-04,144
2019-02-05,143
2019-02-06,142
2019-02-07,143
2019-02-08,145
2019-02-09,144
2019-02-10,141
2019-02-11,143
2019-02-12,143
2019-02-13,144
2019-02-14,143
2019-02-15,145
2019-02-16,147
2019-02-17,150
2019-02-18,150
2019-02-19,150
2019-02-20,150
2019-02-21,151
2019-02-22,153
2019-02-23,150
2019-02-24,153
2019-02-25,157
2019-02-26,162
2019-02-27,159
2019-02-28,160
2019-03-01,161
2019-03-02,163
2019-03-03,162
2019-03-04,162
2019-03-05,163
2019-03-06,165
2019-03-07,164
2019-03-08,163
2019-03-09,157
2019-03-10,155
2019-03-11,154
2019-03-12,156
2019-03-13,155
2019-03-14,154
2019-03-15,153
2019-03-16,151
2019-03-17,152
2019-03-18,148
2019-03-19,154
2019-03-20,157
2019-03-21,160
2019-03-22,159
2019-03-23,161
2019-03-24,160
2019-03-25,161
2019-03-26,164
2019-03-27,161
2019-03-28,163
2019-03-29,164
2019-03-30,167
2019-03-31,165
2019-04-01,164
2019-04-02,160
2019-04-03,162
2019-04-04,164
2019-04-05,162
2019-04-06,162
2019-04-07,158
2019-04-08,158
2019-04-09,157
2019-04-10,161
2019-04-11,160
2019-04-12,161
2019-04-13,160
2019-04-14,162
2019-04-15,160
2019-04-16,164
2019-04-17,168
2019-04-18,164
2019-04-19,163
2019-04-20,161
2019-04-21,157
2019-04-22,155
2019-04-23,151
2019-04-24,154
2019-04-25,156
2019-04-26,160
2019-04-27,160
2019-04-28,157
2019-04-29,155
2019-04-30,156
2019-05-01,152
2019-05-02,149
2019-05-03,152
2019-05-04,154
2019-05-05,156
2019-05-06,158
2019-05-07,160
2019-05-08,161
2019-05-09,166
2019-05-10,167
2019-05-11,169
2019-05-12,170
2019-05-13,175
2019-05-14,179
2019-05-15,182
2019-05-16,184
2019-05-17,181
2019-05-18,182
2019-05-19,185
2019-05-20,188
2019-05-21,187
2019-05-22,191
2019-05-23,188
2019-05-24,186
2019-05-25,195
2019-05-26,201
2019-05-27,203
2019-05-28,204
2019-05-29,203
2019-05-30,193
2019-05-31,185
2019-06-01,176
2019-06-02,176
2019-06-03,175
2019-06-04,175
2019-06-05,178
2019-06-06,177
2019-06-07,173
2019-06-08,169
2019-06-09,161
2019-06-10,154
2019-06-11,152
2019-06-12,145
2019-06-13,143
2019-06-14,141
2019-06-15,141
2019-06-16,141
2019-06-17,142
2019-06-18,138
2019-06-19,133
2019-06-20,130
2019-06-21,127
2019-06-22,126
2019-06-23,126
2019-06-24,125
2019-06-25,128
2019-06-26,128
2019-06-27,130
2019-06-28,134
2019-06-29,133
2019-06-30,136
2019-07-01,141
2019-07-02,148
2019-07-03,154
2019-07-04,160
2019-07-05,165
2019-07-06,159
2019-07-07,155
2019-07-08,151
2019-07-09,148
2019-07-10,142
2019-07-11,143
2019-07-12,140
2019-07-13,146
2019-07-14,152
2019-07-15,145
2019-07-16,145
2019-07-17,147
2019-07-18,144
2019-07-19,143
2019-07-20,145
2019-07-21,141
2019-07-22,140
2019-07-23,139
2019-07-24,144
2019-07-25,149
2019-07-26,152
2019-07-27,150
2019-07-28,150
2019-07-29,152
2019-07-30,152
2019-07-31,147
2019-08-01,149
2019-08-02,147
2019-08-03,147
2019-08-04,146
2019-08-05,141
2019-08-06,134
2019-08-07,133
2019-08-08,131
2019-08-09,129
2019-08-10,128
2019-08-11,128
2019-08-12,131
2019-08-13,127
2019-08-14,131
2019-08-15,131
2019-08-16,131
2019-08-17,132
2019-08-18,131
2019-08-19,130
2019-08-20,127
2019-08-21,122
2019-08-22,119
2019-08-23,119
2019-08-24,119
2019-08-24,119
2019-08-25,117
2019-08-25,117
2019-08-26,119
2019-08-26,119
2019-08-27,121
2019-08-27,121
2019-08-28,125
2019-08-29,131
2019-08-30,130
2019-08-31,132
2019-09-01,136
2019-09-02,139
2019-09-03,140
