date_obj,Pink%20elegant%20legs price
2019-03-30,1354
2019-03-31,1354
2019-04-01,1360
2019-04-02,1360
2019-04-03,1393
2019-04-04,1393
2019-04-05,1422
2019-04-06,1422
2019-04-07,1422
2019-04-08,1363
2019-04-09,1363
2019-04-10,1363
2019-04-11,1323
2019-04-12,1323
2019-04-13,1296
2019-04-14,1296
2019-04-15,1296
2019-04-16,1295
2019-04-17,1295
2019-04-18,1295
2019-04-19,1282
2019-04-20,1282
2019-04-21,1282
2019-04-22,1300
2019-04-23,1300
2019-04-24,1300
2019-04-25,1316
2019-04-26,1316
2019-04-27,1254
2019-04-28,1254
2019-04-29,1194
2019-04-30,1160
2019-05-01,1160
2019-05-02,1160
2019-05-03,1130
2019-05-04,1092
2019-05-05,1092
2019-05-06,1099
2019-05-07,1099
2019-05-08,1059
2019-05-09,1059
2019-05-10,1014
2019-05-11,1014
2019-05-12,984
2019-05-13,984
2019-05-14,998
2019-05-15,998
2019-05-16,998
2019-05-17,988
2019-05-18,988
2019-05-19,950
2019-05-20,950
2019-05-21,925
2019-05-22,925
2019-05-23,890
2019-05-24,890
2019-05-25,893
2019-05-26,893
2019-05-27,909
2019-05-28,909
2019-05-29,902
2019-05-30,902
2019-05-31,902
2019-06-01,924
2019-06-02,924
2019-06-03,924
2019-06-04,925
2019-06-05,925
2019-06-06,932
2019-06-07,932
2019-06-08,963
2019-06-09,963
2019-06-10,963
2019-06-11,960
2019-06-12,960
2019-06-13,953
2019-06-14,953
2019-06-15,972
2019-06-16,972
2019-06-17,992
2019-06-18,992
2019-06-19,992
2019-06-20,1022
2019-06-21,1022
2019-06-22,1022
2019-06-23,1056
2019-06-24,1056
2019-06-25,1056
2019-06-26,1051
2019-06-27,1051
2019-06-28,1051
2019-06-29,1096
2019-06-30,1096
2019-07-01,1105
2019-07-02,1105
2019-07-03,1088
2019-07-04,1088
2019-07-05,1088
2019-07-06,1105
2019-07-07,1105
2019-07-08,1089
2019-07-09,1089
2019-07-10,1117
2019-07-11,1117
2019-07-12,1142
2019-07-13,1142
2019-07-14,1182
2019-07-15,1182
2019-07-16,1182
2019-07-17,1197
2019-07-18,1197
2019-07-19,1197
2019-07-20,1246
2019-07-21,1246
2019-07-22,1306
2019-07-23,1306
2019-07-24,1306
2019-07-25,1353
2019-07-26,1353
2019-07-27,1373
2019-07-28,1373
2019-07-29,1373
2019-07-30,1371
2019-07-31,1371
2019-08-01,1371
2019-08-02,1421
2019-08-03,1421
2019-08-04,1436
2019-08-05,1436
2019-08-06,1477
2019-08-07,1477
2019-08-08,1477
2019-08-09,1517
2019-08-10,1517
2019-08-11,1583
2019-08-12,1583
2019-08-13,1648
2019-08-14,1648
2019-08-15,1693
2019-08-16,1693
2019-08-17,1693
2019-08-18,1761
2019-08-19,1761
2019-08-20,1761
2019-08-21,1849
2019-08-22,1849
2019-08-23,1849
2019-08-24,1932
2019-08-24,1932
2019-08-25,1932
2019-08-25,1932
2019-08-26,1932
2019-08-26,1932
2019-08-27,1932
2019-08-27,1932
2019-08-28,2019
2019-08-29,2019
2019-08-30,2019
2019-08-31,2090
2019-09-01,2090
2019-09-02,2090
2019-09-03,2099
2019-09-04,2099
2019-09-05,2099
2019-09-06,2117
2019-09-07,2117
2019-09-08,2117
2019-09-09,2066
2019-09-10,2066
2019-09-11,2066
2019-09-12,2086
2019-09-13,2086
2019-09-14,2086
2019-09-15,2066
2019-09-16,2066
2019-09-17,2021
2019-09-18,2021
2019-09-19,2021
2019-09-20,1959
2019-09-21,1959
2019-09-22,1959
2019-09-23,2007
2019-09-24,2007
2019-09-25,2007
2019-09-26,2006
2019-09-27,2006
2019-09-28,2006
2019-09-29,2042
2019-09-30,2042
2019-10-01,2042
2019-10-02,2066
2019-10-03,2066
2019-10-04,2066
2019-10-05,2060
2019-10-06,2060
2019-10-07,2063
2019-10-08,2063
2019-10-09,2063
2019-10-10,2120
2019-10-11,2120
2019-10-12,2120
2019-10-13,2158
2019-10-14,2158
2019-10-15,2158
2019-10-16,2084
2019-10-17,2084
2019-10-18,2055
2019-10-19,2055
2019-10-20,2062
2019-10-21,2062
2019-10-22,2062
2019-10-23,2085
2019-10-24,2085
2019-10-25,2085
2019-10-26,2164
2019-10-27,2164
2019-10-28,2144
2019-10-29,2144
2019-10-30,2144
2019-10-31,2151
2019-11-01,2151
2019-11-02,2151
2019-11-03,2133
2019-11-04,2133
2019-11-05,2133
2019-11-06,2133
2019-11-07,2114
2019-11-08,2114
2019-11-09,2114
2019-11-10,2134
2019-11-11,2134
2019-11-12,2134
2019-11-13,2184
2019-11-14,2184
2019-11-15,2184
2019-11-16,2206
2019-11-17,2206
2019-11-18,2206
2019-11-19,2226
2019-11-20,2226
2019-11-21,2226
2019-11-22,2226
2019-11-23,2226
2019-11-24,2226
2019-11-25,2226
2019-11-26,2196
2019-11-27,2196
2019-11-28,2196
2019-11-29,2145
2019-11-30,2145
2019-12-01,2145
2019-12-02,2184
2019-12-03,2184
2019-12-04,2184
2019-12-05,2184
2019-12-06,2147
2019-12-07,2147
2019-12-08,2147
2019-12-09,2173
2019-12-10,2173
2019-12-11,2173
2019-12-12,2173
2019-12-13,2177
2019-12-14,2177
2019-12-15,2177
2019-12-16,2167
2019-12-17,2167
2019-12-18,2167
2019-12-19,2072
2019-12-20,2072
2019-12-21,2072
2019-12-22,2004
2019-12-23,2004
2019-12-24,2004
2019-12-25,2030
2019-12-26,2030
2019-12-27,2030
2019-12-28,2042
2019-12-29,2042
2019-12-30,2042
2019-12-31,2105
2020-01-01,2105
2020-01-02,2105
2020-01-03,2105
2020-01-04,2155
2020-01-05,2155
2020-01-06,2155
2020-01-07,2165
2020-01-08,2165
2020-01-09,2165
2020-01-10,2187
2020-01-11,2187
2020-01-12,2187
2020-01-13,2210
2020-01-14,2210
2020-01-15,2210
2020-01-16,2294
2020-01-17,2294
2020-01-18,2294
2020-01-19,2309
2020-01-20,2309
2020-01-21,2309
2020-01-22,2309
2020-01-23,2232
2020-01-24,2232
2020-01-25,2232
2020-01-26,2178
2020-01-27,2178
2020-01-28,2178
2020-01-29,2159
2020-01-30,2159
2020-01-31,2159
2020-02-01,2146
2020-02-02,2146
2020-02-03,2097
2020-02-04,2097
2020-02-05,2047
2020-02-06,2047
2020-02-07,2047
2020-02-08,2091
2020-02-09,2091
2020-02-10,2091
2020-02-11,2147
2020-02-12,2147
2020-02-13,2147
2020-02-14,2150
2020-02-15,2150
2020-02-16,2150
2020-02-17,2160
2020-02-18,2160
2020-02-19,2160
2020-02-20,2191
2020-02-21,2191
2020-02-22,2191
2020-02-23,2245
2020-02-24,2245
2020-02-25,2245
2020-02-26,2281
2020-02-27,2281
2020-02-28,2281
2020-02-29,2219
2020-03-01,2219
2020-03-02,2219
2020-03-03,2108
2020-03-04,2108
2020-03-05,2108
2020-03-06,2034
2020-03-07,2034
2020-03-08,2034
2020-03-09,2068
2020-03-10,2068
2020-03-11,2068
2020-03-12,2130
2020-03-13,2130
2020-03-14,2130
2020-03-15,2118
2020-03-16,2118
2020-03-17,2152
2020-03-18,2152
2020-03-19,2175
2020-03-20,2175
2020-03-21,2240
2020-03-22,2240
2020-03-23,2245
2020-03-24,2245
2020-03-25,2276
2020-03-26,2276
2020-03-27,2302
2020-03-28,2302
2020-03-29,2400
2020-03-30,2400
2020-03-31,2500
2020-04-01,2500
2020-04-02,2526
2020-04-03,2526
2020-04-04,2578
2020-04-05,2578
2020-04-06,2549
2020-04-07,2549
2020-04-08,2557
2020-04-09,2557
2020-04-10,2532
2020-04-11,2538
2020-04-12,2538
2020-04-13,2520
2020-04-14,2520
2020-04-15,2510
2020-04-16,2510
2020-04-17,2510
2020-04-18,2428
2020-04-19,2315
2020-04-20,2315
2020-04-21,2217
2020-04-22,2119
2020-04-23,2119
2020-04-24,2054
2020-04-25,2054
2020-04-26,1969
2020-04-27,1917
2020-04-28,1917
2020-04-29,1863
2020-04-30,1812
2020-05-01,1812
2020-05-02,1822
2020-05-03,1865
2020-05-04,1865
2020-05-05,1848
2020-05-06,1763
2020-05-07,1763
2020-05-08,1738
2020-05-09,1738
2020-05-10,1785
2020-05-11,1785
2020-05-12,1785
2020-05-13,1842
