date_obj,Pirate%20leggings%20(beige) price
2015-03-26,47250
2015-03-27,47250
2015-03-28,47250
2015-03-29,47250
2015-03-30,47250
2015-03-31,47250
2015-04-01,47250
2015-04-02,47250
2015-04-03,47250
2015-04-04,47250
2015-04-05,47250
2015-04-06,47250
2015-04-07,47250
2015-04-08,47250
2015-04-09,47250
2015-04-10,47250
2015-04-11,47250
2015-04-12,47250
2015-04-13,47250
2015-04-14,47250
2015-04-15,47250
2015-04-16,47250
2015-04-17,47250
2015-04-18,47250
2015-04-19,47250
2015-04-20,47250
2015-04-21,47250
2015-04-22,44967
2015-04-23,44967
2015-04-24,44967
2015-04-25,44967
2015-04-26,44967
2015-04-27,44967
2015-04-28,44967
2015-04-29,44967
2015-04-30,44967
2015-05-01,44967
2015-05-02,44967
2015-05-03,44967
2015-05-04,44967
2015-05-05,44967
2015-05-06,44967
2015-05-07,44967
2015-05-08,44967
2015-05-09,44967
2015-05-10,44967
2015-05-11,44967
2015-05-12,44967
2015-05-13,44967
2015-05-14,44967
2015-05-15,44967
2015-05-16,44967
2015-05-17,44967
2015-05-18,44967
2015-05-19,44967
2015-05-20,44967
2015-05-21,44967
2015-05-22,44967
2015-05-23,44967
2015-05-24,44967
2015-05-25,44967
2015-05-26,44967
2015-05-27,44967
2015-05-28,42743
2015-05-29,42743
2015-05-30,42743
2015-05-31,42743
2015-06-01,42743
2015-06-02,42743
2015-06-03,42743
2015-06-04,42743
2015-06-05,42743
2015-06-06,42743
2015-06-07,42743
2015-06-08,42743
2015-06-09,42743
2015-06-10,42743
2015-06-11,42743
2015-06-12,42743
2015-06-13,42743
2015-06-14,42743
2015-06-15,42743
2015-06-16,42743
2015-06-17,42743
2015-06-18,42743
2015-06-19,42743
2015-06-20,42743
2015-06-21,42743
2015-06-22,42743
2015-06-23,42743
2015-06-24,42743
2015-06-25,42743
2015-06-26,42743
2015-06-27,42743
2015-06-28,42743
2015-06-29,42743
2015-06-30,42743
2015-07-01,42743
2015-07-02,42743
2015-07-03,42743
2015-07-04,42743
2015-07-05,42743
2015-07-06,40623
2015-07-07,40623
2015-07-08,40623
2015-07-09,40623
2015-07-10,40623
2015-07-11,40623
2015-07-12,40623
2015-07-13,40623
2015-07-14,40623
2015-07-15,40623
2015-07-16,40623
2015-07-17,40623
2015-07-18,40623
2015-07-19,40623
2015-07-20,40623
2015-07-21,40623
2015-07-22,40623
2015-07-23,40623
2015-07-24,40623
2015-07-25,40623
2015-07-26,40623
2015-07-27,40623
2015-07-28,40623
2015-07-29,40623
2015-07-30,40623
2015-07-31,40623
2015-08-01,40623
2015-08-02,40623
2015-08-03,40623
2015-08-04,40623
2015-08-05,40623
2015-08-06,38627
2015-08-07,38627
2015-08-08,38627
2015-08-09,38627
2015-08-10,38627
2015-08-11,38627
2015-08-12,38627
2015-08-13,38627
2015-08-14,38627
2015-08-15,38627
2015-08-16,38627
2015-08-17,38627
2015-08-18,38627
2015-08-19,38627
2015-08-20,38627
2015-08-21,38627
2015-08-22,38627
2015-08-23,38627
2015-08-24,38627
2015-08-25,38627
2015-08-26,38627
2015-08-27,38627
2015-08-28,38627
2015-08-29,38627
2015-08-30,38627
2015-08-31,36744
2015-09-01,36744
2015-09-02,36744
2015-09-03,36744
2015-09-04,36744
2015-09-05,36744
2015-09-06,36744
2015-09-07,36744
2015-09-08,36744
2015-09-09,36744
2015-09-10,36744
2015-09-11,36744
2015-09-12,36744
2015-09-13,36744
2015-09-14,36744
2015-09-15,36744
2015-09-16,36744
2015-09-17,36744
2015-09-18,36744
2015-09-19,36744
2015-09-20,36744
2015-09-21,36744
2015-09-22,36744
2015-09-23,36744
2015-09-24,36744
2015-09-25,36744
2015-09-27,34944
2015-09-28,34944
2015-09-29,34944
2015-09-30,34944
2015-10-05,34944
2015-10-06,34944
2015-10-07,34944
2015-10-08,34944
2015-10-09,34944
2015-10-10,34944
2015-10-11,34944
2015-10-12,34944
2015-10-13,34944
2015-10-14,34944
2015-10-15,34944
2015-10-16,34944
2015-10-17,34944
2015-10-18,34944
2015-10-19,34944
2015-10-20,34944
2015-10-22,34944
2015-10-23,34944
2015-10-24,34944
2015-10-25,34944
2015-10-26,33292
2015-10-27,33292
2015-10-29,33292
2015-10-30,33292
2015-10-31,33292
2015-11-01,33292
2015-11-02,33292
2015-11-03,33292
2015-11-04,33292
2015-11-05,33292
2015-11-06,33292
2015-11-07,33292
2015-11-08,33292
2015-11-09,33292
2015-11-10,33292
2015-11-11,33292
2015-11-12,33292
2015-11-13,33292
2015-11-14,33292
2015-11-15,33292
2015-11-16,33292
2015-11-17,33292
2015-11-18,33292
2015-11-19,33292
2015-11-20,33292
2015-11-21,33292
2015-11-22,33292
2015-11-23,33292
2015-11-24,33292
2015-11-25,33292
2015-11-26,31662
2015-11-27,31662
2015-11-28,31662
2015-11-29,31662
2015-11-30,31662
2015-12-01,31662
2015-12-02,31662
2015-12-03,31662
2015-12-04,31662
2015-12-05,31662
2015-12-06,31662
2015-12-07,31662
2015-12-08,31662
2015-12-09,31662
2015-12-10,31662
2015-12-11,31662
2015-12-12,31662
2015-12-13,31662
2015-12-14,31662
2015-12-15,31662
2015-12-16,31662
2015-12-17,31662
2015-12-18,31662
2015-12-19,31662
2015-12-20,31662
2015-12-21,31662
2015-12-22,31662
2015-12-23,31662
2015-12-24,31662
2015-12-25,31662
2015-12-26,31662
2015-12-27,31662
2015-12-28,31662
2015-12-29,31662
2015-12-30,30136
2015-12-31,30136
2016-01-01,30136
2016-01-02,30136
2016-01-03,30136
2016-01-04,30136
2016-01-05,30136
2016-01-06,30136
2016-01-07,30136
2016-01-08,30136
2016-01-09,30136
2016-01-10,30136
2016-01-11,30136
2016-01-12,30136
2016-01-13,30136
2016-01-14,30136
2016-01-15,30136
2016-01-16,30136
2016-01-17,30136
2016-01-18,30136
2016-01-19,30136
2016-01-20,30136
2016-01-21,30136
2016-01-22,30136
2016-01-23,30136
2016-01-24,30136
2016-01-25,30136
2016-01-26,30136
2016-01-27,30136
2016-01-28,30136
2016-01-29,30136
2016-01-30,28670
2016-01-31,28670
2016-02-01,28670
2016-02-02,28670
2016-02-03,28670
2016-02-04,28670
2016-02-05,28670
2016-02-06,28670
2016-02-07,28670
2016-02-08,28670
2016-02-09,28670
2016-02-10,28670
2016-02-11,28670
2016-02-12,28670
2016-02-13,28670
2016-02-14,28670
2016-02-15,28670
2016-02-16,28670
2016-02-17,28670
2016-02-18,28670
2016-02-19,28670
2016-02-20,28670
2016-02-21,28670
2016-02-22,28670
2016-02-23,28670
2016-02-24,28670
2016-02-25,27257
2016-02-26,27257
2016-02-27,27257
2016-02-28,27257
2016-02-29,27257
2016-03-01,27257
2016-03-02,27257
2016-03-03,27257
2016-03-04,27257
2016-03-05,27257
2016-03-06,27257
2016-03-07,27257
2016-03-08,27257
2016-03-09,27257
2016-03-10,27257
2016-03-11,27257
2016-03-12,27257
2016-03-13,27257
2016-03-14,27257
2016-03-15,27257
2016-03-16,27257
2016-03-17,27257
2016-03-18,27257
2016-03-19,27257
2016-03-20,27257
2016-03-21,27257
2016-03-22,25931
2016-03-23,25931
2016-03-24,25931
2016-03-25,25931
2016-03-26,25931
2016-03-27,25931
2016-03-28,25931
2016-03-29,25931
2016-03-30,25931
2016-03-31,25931
2016-04-01,25931
2016-04-02,25931
2016-04-03,25931
2016-04-04,25931
2016-04-05,25931
2016-04-06,25931
2016-04-07,25931
2016-04-08,25931
2016-04-09,25931
2016-04-10,25931
2016-04-11,25931
2016-04-12,25931
2016-04-14,25931
2016-04-15,25931
2016-04-16,25931
2016-04-17,25931
2016-04-18,25931
2016-04-19,24676
2016-04-20,24676
2016-04-21,24676
2016-04-22,24676
2016-04-23,24676
2016-04-24,24676
2016-04-25,24676
2016-04-26,24676
2016-04-27,24676
2016-04-28,24676
2016-04-29,24676
2016-04-30,24676
2016-05-01,24676
2016-05-02,24676
2016-05-03,24676
2016-05-04,24676
2016-05-05,24676
2016-05-06,24676
2016-05-07,24676
2016-05-08,24676
2016-05-09,24676
2016-05-10,24676
2016-05-11,24676
2016-05-12,23535
2016-05-13,23535
2016-05-14,23535
2016-05-15,23535
2016-05-16,23535
2016-05-17,23535
2016-05-18,23535
2016-05-19,23535
2016-05-22,23535
2016-05-23,23535
2016-05-24,23535
2016-05-25,23535
2016-05-26,23535
2016-05-27,23535
2016-05-28,23535
2016-05-29,23535
2016-05-30,23535
2016-05-31,23535
2016-06-01,23535
2016-06-02,23535
2016-06-03,23535
2016-06-04,23535
2016-06-05,23535
2016-06-06,22368
2016-06-07,22368
2016-06-08,22368
2016-06-09,22368
2016-06-10,22368
2016-06-11,22368
2016-06-12,22368
2016-06-13,22368
2016-06-14,22368
2016-06-15,22368
2016-06-16,22368
2016-06-17,22368
2016-06-18,22368
2016-06-19,22368
2016-06-20,22368
2016-06-21,22368
2016-06-22,22368
2016-06-23,22368
2016-06-24,22368
2016-06-25,22368
2016-06-26,22368
2016-06-27,22368
2016-06-28,22368
2016-06-29,22368
2016-06-30,22368
2016-07-01,22368
2016-07-02,21265
2016-07-03,21265
2016-07-04,21265
2016-07-05,21265
2016-07-06,21265
2016-07-07,21265
2016-07-08,21265
2016-07-09,21265
2016-07-10,21265
2016-07-11,21265
2016-07-12,21265
2016-07-13,21265
2016-07-14,21265
2016-07-15,21265
2016-07-16,21265
2016-07-17,21265
2016-07-18,21265
2016-07-23,21265
2016-07-24,21265
2016-07-25,21265
2016-07-26,21265
2016-07-27,21265
2016-07-28,21265
2016-07-29,20204
2016-07-30,20204
2016-07-31,20204
2016-08-01,20204
2016-08-02,20204
2016-08-03,20204
2016-08-04,20204
2016-08-05,20204
2016-08-06,20204
2016-08-07,20204
2016-08-08,20204
2016-08-09,20204
2016-08-10,20204
2016-08-11,20204
2016-08-12,20204
2016-08-13,20204
2016-08-14,20204
2016-08-15,20204
2016-08-16,20204
2016-08-17,20204
2016-08-18,20204
2016-08-19,20204
2016-08-20,20204
2016-08-21,20204
2016-08-22,20204
2016-08-23,20204
2016-08-24,20204
2016-08-25,20204
2016-08-26,20204
2016-08-28,20204
2016-08-31,20204
2016-09-01,19245
2016-09-02,19245
2016-09-03,19245
2016-09-04,19245
2016-09-05,19245
2016-09-06,19245
2016-09-07,19245
2016-09-08,19245
2016-09-09,19245
2016-09-10,19245
2016-09-11,19245
2016-09-12,19245
2016-09-13,19245
2016-09-14,19245
2016-09-15,19245
2016-09-16,19245
2016-09-17,19245
2016-09-18,19245
2016-09-19,19245
2016-09-20,19245
2016-09-21,19245
2016-09-22,19245
2016-09-23,19245
2016-09-24,19245
2016-09-25,19245
2016-09-26,19245
2016-09-27,19245
2016-09-28,19245
2016-09-29,19245
2016-09-30,19245
2016-10-01,19245
2016-10-02,19245
2016-10-03,19245
2016-10-04,19245
2016-10-05,19245
2016-10-06,18289
2016-10-07,18289
2016-10-08,18289
2016-10-09,18289
2016-10-10,18289
2016-10-11,18289
2016-10-12,18289
2016-10-13,18289
2016-10-14,18289
2016-10-15,18289
2016-10-16,18289
2016-10-17,18289
2016-10-18,18289
2016-10-19,18289
2016-10-20,18289
2016-10-21,18289
2016-10-22,18289
2016-10-23,18289
2016-10-24,18289
2016-10-25,18289
2016-10-26,18289
2016-10-27,18289
2016-10-28,18289
2016-10-29,18289
2016-10-30,18289
2016-10-31,18289
2016-11-01,18289
2016-11-02,18289
2016-11-03,18289
2016-11-04,18289
2016-11-05,18289
