date_obj,Teak%20armchair%20(flatpack) price
2015-03-05,450
2015-03-06,450
2015-03-07,450
2015-03-08,450
2015-03-09,450
2015-03-10,450
2015-03-11,450
2015-03-12,450
2015-03-13,450
2015-03-14,450
2015-03-15,450
2015-03-16,450
2015-03-17,450
2015-03-18,450
2015-03-19,450
2015-03-20,450
2015-03-21,450
2015-03-22,450
2015-03-23,450
2015-03-24,450
2015-03-25,450
2015-03-26,450
2015-03-27,450
2015-03-28,450
2015-03-29,450
2015-03-30,450
2015-03-31,450
2015-04-01,450
2015-04-02,450
2015-04-03,450
2015-04-04,450
2015-04-05,450
2015-04-06,450
2015-04-07,450
2015-04-08,450
2015-04-09,450
2015-04-10,450
2015-04-11,450
2015-04-12,450
2015-04-13,450
2015-04-14,450
2015-04-15,450
2015-04-16,450
2015-04-17,450
2015-04-18,450
2015-04-19,450
2015-04-20,450
2015-04-21,450
2015-04-22,450
2015-04-23,450
2015-04-24,450
2015-04-25,450
2015-04-26,450
2015-04-27,450
2015-04-28,450
2015-04-29,450
2015-04-30,450
2015-05-01,450
2015-05-02,450
2015-05-03,450
2015-05-04,450
2015-05-05,450
2015-05-06,450
2015-05-07,450
2015-05-08,450
2015-05-09,450
2015-05-10,450
2015-05-11,450
2015-05-12,450
2015-05-13,450
2015-05-14,450
2015-05-15,450
2015-05-16,450
2015-05-17,450
2015-05-18,450
2015-05-19,450
2015-05-20,450
2015-05-21,450
2015-05-22,450
2015-05-23,450
2015-05-24,450
2015-05-25,450
2015-05-26,450
2015-05-27,450
2015-05-28,428
2015-05-29,428
2015-05-30,428
2015-05-31,428
2015-06-01,428
2015-06-02,428
2015-06-03,428
2015-06-04,428
2015-06-05,428
2015-06-06,428
2015-06-07,428
2015-06-08,428
2015-06-09,428
2015-06-10,428
2015-06-11,428
2015-06-12,428
2015-06-13,428
2015-06-14,428
2015-06-15,428
2015-06-16,428
2015-06-17,428
2015-06-18,428
2015-06-19,428
2015-06-20,428
2015-06-21,428
2015-06-22,428
2015-06-23,428
2015-06-24,428
2015-06-25,428
2015-06-26,428
2015-06-27,428
2015-06-28,428
2015-06-29,428
2015-06-30,428
2015-07-01,428
2015-07-02,428
2015-07-03,428
2015-07-04,428
2015-07-05,428
2015-07-06,428
2015-07-07,428
2015-07-08,428
2015-07-09,428
2015-07-10,428
2015-07-11,428
2015-07-12,428
2015-07-13,428
2015-07-14,428
2015-07-15,428
2015-07-16,428
2015-07-17,428
2015-07-18,428
2015-07-19,428
2015-07-20,428
2015-07-21,428
2015-07-22,428
2015-07-23,428
2015-07-24,428
2015-07-25,428
2015-07-26,428
2015-07-27,428
2015-07-28,428
2015-07-29,407
2015-07-30,407
2015-07-31,407
2015-08-01,407
2015-08-02,407
2015-08-03,407
2015-08-04,407
2015-08-05,407
2015-08-06,407
2015-08-07,407
2015-08-08,407
2015-08-09,407
2015-08-10,407
2015-08-11,407
2015-08-12,407
2015-08-13,407
2015-08-14,407
2015-08-15,407
2015-08-16,407
2015-08-17,407
2015-08-18,407
2015-08-19,407
2015-08-20,407
2015-08-21,407
2015-08-22,407
2015-08-23,407
2015-08-24,407
2015-08-25,407
2015-08-26,407
2015-08-27,407
2015-08-28,407
2015-08-29,407
2015-08-30,407
2015-08-31,407
2015-09-02,407
2015-09-07,407
2015-09-08,407
2015-09-10,407
2015-09-14,407
2015-09-16,407
2015-09-22,407
2015-09-23,407
2015-09-24,407
2015-09-25,407
2015-09-27,407
2015-09-28,407
2015-09-29,407
2015-09-30,407
2015-10-05,386
2015-10-06,386
2015-10-07,386
2015-10-08,386
2015-10-09,386
2015-10-10,386
2015-10-11,386
2015-10-12,386
2015-10-13,386
2015-10-14,386
2015-10-15,386
2015-10-16,386
2015-10-17,386
2015-10-18,386
2015-10-19,386
2015-10-20,386
2015-10-22,386
2015-10-23,386
2015-10-24,386
2015-10-25,386
2015-10-26,386
2015-10-27,386
2015-10-29,386
2015-10-30,386
2015-10-31,386
2015-11-01,386
2015-11-02,386
2015-11-03,386
2015-11-04,386
2015-11-05,386
2015-11-06,386
2015-11-07,386
2015-11-08,386
2015-11-09,386
2015-11-10,386
2015-11-11,386
2015-11-12,386
2015-11-13,386
2015-11-14,386
2015-11-15,386
2015-11-16,386
2015-11-17,386
2015-11-18,386
2015-11-19,386
2015-11-20,386
2015-11-21,386
2015-11-22,386
2015-11-23,386
2015-11-24,386
2015-11-25,386
2015-11-26,386
2015-11-27,386
2015-11-28,386
2015-11-29,386
2015-11-30,386
2015-12-01,386
2015-12-02,386
2015-12-03,386
2015-12-04,386
2015-12-05,386
2015-12-06,386
2015-12-07,386
2015-12-08,386
2015-12-09,386
2015-12-10,386
2015-12-11,386
2015-12-13,386
2015-12-14,386
2015-12-15,386
2015-12-16,386
2015-12-17,386
2015-12-18,386
2015-12-19,386
2015-12-20,386
2015-12-21,386
2015-12-22,386
2015-12-23,367
2015-12-24,367
2015-12-25,367
2015-12-26,367
2015-12-27,367
2015-12-28,367
2015-12-29,367
2015-12-30,367
2015-12-31,367
2016-01-01,367
2016-01-02,367
2016-01-03,367
2016-01-04,367
2016-01-05,367
2016-01-06,367
2016-01-07,367
2016-01-08,367
2016-01-09,367
2016-01-10,367
2016-01-11,367
2016-01-12,367
2016-01-13,367
2016-01-14,367
2016-01-15,367
2016-01-16,367
2016-01-17,367
2016-01-18,367
2016-01-19,367
2016-01-20,367
2016-01-21,367
2016-01-22,367
2016-01-23,367
2016-01-24,367
2016-01-25,367
2016-01-26,367
2016-01-27,367
2016-01-28,367
2016-01-29,367
2016-01-30,367
2016-01-31,367
2016-02-01,367
2016-02-02,367
2016-02-03,367
2016-02-04,367
2016-02-05,367
2016-02-06,367
2016-02-07,367
2016-02-08,367
2016-02-09,367
2016-02-10,367
2016-02-11,367
2016-02-12,367
2016-02-13,367
2016-02-14,367
2016-02-15,367
2016-02-16,367
2016-02-17,367
2016-02-18,367
2016-02-19,367
2016-02-20,367
2016-02-21,367
2016-02-22,367
2016-02-23,367
2016-02-24,367
2016-02-25,348
2016-02-26,348
2016-02-27,348
2016-02-28,348
2016-02-29,348
2016-03-01,348
2016-03-02,348
2016-03-03,348
2016-03-04,348
2016-03-05,348
2016-03-06,348
2016-03-07,348
2016-03-08,348
2016-03-09,348
2016-03-10,348
2016-03-11,348
2016-03-12,348
2016-03-13,348
2016-03-14,348
2016-03-15,348
2016-03-16,348
2016-03-17,348
2016-03-18,348
2016-03-19,348
2016-03-20,348
2016-03-21,348
2016-03-22,348
2016-03-23,348
2016-03-24,348
2016-03-25,348
2016-03-26,348
2016-03-27,348
2016-03-28,348
2016-03-29,348
2016-03-30,348
2016-03-31,348
2016-04-01,348
2016-04-02,348
2016-04-03,348
2016-04-04,348
2016-04-05,348
2016-04-06,348
2016-04-07,348
2016-04-08,348
2016-04-09,348
2016-04-10,348
2016-04-11,348
2016-04-12,348
2016-04-13,348
2016-04-14,348
2016-04-15,348
2016-04-16,348
2016-04-17,348
2016-04-18,348
2016-04-19,348
2016-04-20,348
2016-04-21,348
2016-04-22,348
2016-04-23,348
2016-04-24,348
2016-04-25,348
2016-04-26,348
2016-04-27,348
2016-04-28,348
2016-04-29,348
2016-04-30,330
2016-05-01,330
2016-05-02,330
2016-05-03,330
2016-05-04,330
2016-05-05,330
2016-05-06,330
2016-05-07,330
2016-05-08,330
2016-05-09,330
2016-05-10,330
2016-05-11,330
2016-05-12,330
2016-05-13,330
2016-05-14,330
2016-05-15,330
2016-05-16,330
2016-05-17,330
2016-05-18,330
2016-05-19,330
2016-05-22,330
2016-05-23,330
2016-05-24,330
2016-05-25,330
2016-05-26,330
2016-05-27,330
2016-05-28,330
2016-05-29,330
2016-05-30,330
2016-05-31,330
2016-06-01,330
2016-06-02,330
2016-06-03,330
2016-06-04,330
2016-06-05,330
2016-06-06,330
2016-06-07,330
2016-06-08,330
2016-06-09,330
2016-06-10,330
2016-06-11,330
2016-06-12,330
2016-06-13,330
2016-06-14,330
2016-06-15,330
2016-06-16,330
2016-06-17,330
2016-06-18,330
2016-06-19,313
2016-06-20,313
2016-06-21,313
2016-06-22,313
2016-06-23,313
2016-06-24,313
2016-06-25,313
2016-06-26,313
2016-06-27,313
2016-06-28,313
2016-06-29,313
2016-06-30,313
2016-07-01,313
2016-07-02,313
2016-07-03,313
2016-07-04,313
2016-07-05,313
2016-07-06,313
2016-07-07,313
2016-07-08,313
2016-07-09,313
2016-07-10,313
2016-07-11,313
2016-07-12,313
2016-07-13,313
2016-07-14,313
2016-07-15,313
2016-07-16,313
2016-07-17,313
2016-07-18,313
2016-07-24,313
2016-07-25,313
2016-07-26,313
2016-07-27,313
2016-07-28,313
2016-07-29,313
2016-07-30,313
2016-07-31,313
2016-08-01,313
2016-08-02,313
2016-08-03,313
2016-08-04,313
2016-08-05,313
2016-08-06,313
2016-08-07,297
2016-08-08,297
2016-08-09,297
2016-08-10,297
2016-08-11,297
2016-08-12,297
2016-08-13,297
2016-08-14,297
2016-08-15,297
2016-08-16,297
2016-08-17,297
2016-08-18,297
2016-08-19,297
2016-08-20,297
2016-08-21,297
2016-08-22,297
2016-08-23,297
2016-08-24,297
2016-08-25,297
2016-08-26,297
2016-08-28,297
2016-08-31,297
2016-09-01,297
2016-09-02,297
2016-09-03,297
2016-09-04,297
2016-09-05,297
2016-09-06,297
2016-09-07,297
2016-09-08,297
2016-09-09,297
2016-09-10,297
2016-09-11,297
2016-09-12,297
2016-09-13,297
2016-09-14,297
2016-09-15,297
2016-09-16,297
2016-09-17,297
2016-09-18,297
2016-09-19,297
2016-09-20,297
