date_obj,Chef's%20hat price
2015-07-12,616
2015-07-13,617
2015-07-14,638
2015-07-15,616
2015-07-16,621
2015-07-17,625
2015-07-18,625
2015-07-19,648
2015-07-20,649
2015-07-21,649
2015-07-22,644
2015-07-23,644
2015-07-24,641
2015-07-25,641
2015-07-26,646
2015-07-27,652
2015-07-28,658
2015-07-29,658
2015-07-30,658
2015-07-31,660
2015-08-01,673
2015-08-02,674
2015-08-03,699
2015-08-04,717
2015-08-05,735
2015-08-06,766
2015-08-07,772
2015-08-08,787
2015-08-09,787
2015-08-10,785
2015-08-11,800
2015-08-12,800
2015-08-13,839
2015-08-14,860
2015-08-15,860
2015-08-16,860
2015-08-17,863
2015-08-18,832
2015-08-19,838
2015-08-20,850
2015-08-21,834
2015-08-22,808
2015-08-23,808
2015-08-24,786
2015-08-25,786
2015-08-26,768
2015-08-27,729
2015-08-28,708
2015-08-29,703
2015-08-30,703
2015-08-31,702
2015-09-01,700
2015-09-02,700
2015-09-03,701
2015-09-04,692
2015-09-05,692
2015-09-06,694
2015-09-07,696
2015-09-08,706
2015-09-09,722
2015-09-10,736
2015-09-11,735
2015-09-12,741
2015-09-13,709
2015-09-14,709
2015-09-15,683
2015-09-16,683
2015-09-17,665
2015-09-18,665
2015-09-19,632
2015-09-20,603
2015-09-21,576
2015-09-22,548
2015-09-23,545
2015-09-24,545
2015-09-25,545
2015-09-27,544
2015-09-28,561
2015-09-29,561
2015-09-30,580
2015-10-05,579
2015-10-06,589
2015-10-07,589
2015-10-08,591
2015-10-09,582
2015-10-10,582
2015-10-11,583
2015-10-12,580
2015-10-13,580
2015-10-14,584
2015-10-15,587
2015-10-16,604
2015-10-17,604
2015-10-18,606
2015-10-19,629
2015-10-20,660
2015-10-22,693
2015-10-23,727
2015-10-24,727
2015-10-25,745
2015-10-26,740
2015-10-27,740
2015-10-29,753
2015-10-30,737
2015-10-31,700
2015-11-01,700
2015-11-02,666
2015-11-03,666
2015-11-04,648
2015-11-05,628
2015-11-06,628
2015-11-07,610
2015-11-08,610
2015-11-09,589
2015-11-10,589
2015-11-11,578
2015-11-12,578
2015-11-13,574
2015-11-14,574
2015-11-15,569
2015-11-16,569
2015-11-17,574
2015-11-18,574
2015-11-19,589
2015-11-20,584
2015-11-21,584
2015-11-22,590
2015-11-23,590
2015-11-24,579
2015-11-25,586
2015-11-26,586
2015-11-27,594
2015-11-28,589
2015-11-29,577
2015-11-30,563
2015-12-01,563
2015-12-02,581
2015-12-03,581
2015-12-04,581
2015-12-05,601
2015-12-06,611
2015-12-07,611
2015-12-08,597
2015-12-09,591
2015-12-10,591
2015-12-11,596
2015-12-12,596
2015-12-13,599
2015-12-14,599
2015-12-15,607
2015-12-16,612
2015-12-17,612
2015-12-18,608
2015-12-19,608
2015-12-20,610
2015-12-21,610
2015-12-22,620
2015-12-23,608
2015-12-24,608
2015-12-25,601
2015-12-26,586
2015-12-27,563
2015-12-28,563
2015-12-29,539
2015-12-30,545
2015-12-31,545
2016-01-01,552
2016-01-02,552
2016-01-03,550
2016-01-04,544
2016-01-05,550
2016-01-06,565
2016-01-07,565
2016-01-08,577
2016-01-09,577
2016-01-10,561
2016-01-11,552
2016-01-12,543
2016-01-13,543
2016-01-14,521
2016-01-15,500
2016-01-16,500
2016-01-17,477
2016-01-18,453
2016-01-19,453
2016-01-20,437
2016-01-21,437
2016-01-22,423
2016-01-23,403
2016-01-24,388
2016-01-25,376
2016-01-26,376
2016-01-27,371
2016-01-28,371
2016-01-29,369
2016-01-30,369
2016-01-31,364
2016-02-01,370
2016-02-02,370
2016-02-03,372
2016-02-04,372
2016-02-05,362
2016-02-06,362
2016-02-07,362
2016-02-08,354
2016-02-09,354
2016-02-10,347
2016-02-11,347
2016-02-12,348
2016-02-13,340
2016-02-14,340
2016-02-15,337
2016-02-16,337
2016-02-17,338
2016-02-18,338
2016-02-19,348
2016-02-20,360
2016-02-21,361
2016-02-22,361
2016-02-23,363
2016-02-24,363
2016-02-25,370
2016-02-26,370
2016-02-27,367
2016-02-28,367
2016-02-29,368
2016-03-01,367
2016-03-02,367
2016-03-03,365
2016-03-04,366
2016-03-05,364
2016-03-06,368
2016-03-07,368
2016-03-08,383
2016-03-09,394
2016-03-10,395
2016-03-11,395
2016-03-12,388
2016-03-13,388
2016-03-14,376
2016-03-15,374
2016-03-16,376
2016-03-17,376
2016-03-18,374
2016-03-19,361
2016-03-20,343
2016-03-21,343
2016-03-22,344
2016-03-23,351
2016-03-24,356
2016-03-25,361
2016-03-26,369
2016-03-27,370
2016-03-28,372
2016-03-29,370
2016-03-30,370
2016-03-31,370
2016-04-01,370
2016-04-02,375
2016-04-03,380
2016-04-04,363
2016-04-05,363
2016-04-06,346
2016-04-07,355
2016-04-08,360
2016-04-09,377
2016-04-10,392
2016-04-11,392
2016-04-12,393
2016-04-13,376
2016-04-14,362
2016-04-15,373
2016-04-16,372
2016-04-17,376
2016-04-18,378
2016-04-19,378
2016-04-20,375
2016-04-21,375
2016-04-22,374
2016-04-23,362
2016-04-24,364
2016-04-25,370
2016-04-26,373
2016-04-27,378
2016-04-28,378
2016-04-29,384
2016-04-30,378
2016-05-01,378
2016-05-02,369
2016-05-03,350
2016-05-04,354
2016-05-05,349
2016-05-06,349
2016-05-07,344
2016-05-08,344
2016-05-09,344
2016-05-10,343
2016-05-11,343
2016-05-12,334
2016-05-13,324
2016-05-14,317
2016-05-15,311
2016-05-16,314
2016-05-17,305
2016-05-18,309
2016-05-19,309
2016-05-22,311
2016-05-23,310
2016-05-24,309
2016-05-25,309
2016-05-26,300
2016-05-27,285
2016-05-28,285
2016-05-29,285
2016-05-30,285
2016-05-31,298
2016-06-01,313
2016-06-02,329
2016-06-03,329
2016-06-04,345
2016-06-05,363
2016-06-06,382
2016-06-07,382
2016-06-08,402
2016-06-09,422
2016-06-10,441
2016-06-11,456
2016-06-12,450
2016-06-13,450
2016-06-14,443
2016-06-15,443
2016-06-16,443
2016-06-17,444
2016-06-18,444
2016-06-19,460
2016-06-20,467
2016-06-21,479
2016-06-22,473
2016-06-23,464
2016-06-24,470
2016-06-25,471
2016-06-26,471
2016-06-27,495
2016-06-28,513
2016-06-29,506
2016-06-30,501
2016-07-01,481
2016-07-02,484
2016-07-03,475
2016-07-04,460
2016-07-05,454
2016-07-06,462
2016-07-07,470
2016-07-08,475
2016-07-09,471
2016-07-10,459
2016-07-11,472
2016-07-12,473
2016-07-13,460
2016-07-14,461
2016-07-15,460
2016-07-16,455
2016-07-17,462
2016-07-18,468
2016-07-23,474
2016-07-24,477
2016-07-25,466
2016-07-26,466
2016-07-27,470
2016-07-28,485
2016-07-29,490
2016-07-30,491
2016-07-31,491
2016-08-01,490
2016-08-02,500
2016-08-03,488
2016-08-04,488
2016-08-05,512
2016-08-06,531
2016-08-07,533
2016-08-08,533
2016-08-09,536
2016-08-10,531
2016-08-11,531
2016-08-12,538
2016-08-13,537
2016-08-14,559
2016-08-15,574
2016-08-16,582
2016-08-17,582
2016-08-18,572
2016-08-19,566
2016-08-20,570
2016-08-21,570
2016-08-22,576
2016-08-23,576
2016-08-24,576
2016-08-25,565
2016-08-26,565
2016-08-28,571
2016-08-31,584
2016-09-01,611
2016-09-02,611
2016-09-03,630
2016-09-04,634
2016-09-05,641
2016-09-06,661
2016-09-07,661
2016-09-08,652
2016-09-09,652
2016-09-10,668
2016-09-11,668
2016-09-12,679
2016-09-13,692
2016-09-14,692
2016-09-15,702
2016-09-16,702
2016-09-17,704
2016-09-18,697
2016-09-19,705
2016-09-20,705
2016-09-21,706
2016-09-22,704
2016-09-23,703
2016-09-24,703
2016-09-25,699
2016-09-26,699
2016-09-27,706
2016-09-28,700
2016-09-29,700
2016-09-30,700
2016-10-01,697
2016-10-02,697
2016-10-03,669
2016-10-04,652
2016-10-05,630
2016-10-06,605
2016-10-07,605
2016-10-08,574
2016-10-09,574
2016-10-10,545
2016-10-11,554
2016-10-12,554
2016-10-13,582
2016-10-14,584
2016-10-15,567
2016-10-16,540
2016-10-17,515
2016-10-18,515
2016-10-19,502
2016-10-20,506
2016-10-21,517
2016-10-22,517
2016-10-23,527
2016-10-24,545
2016-10-25,545
2016-10-26,544
2016-10-27,544
2016-10-28,545
2016-10-29,543
2016-10-30,539
2016-10-31,533
2016-11-01,533
2016-11-02,531
2016-11-03,531
2016-11-04,553
2016-11-05,553
2016-11-06,581
2016-11-07,611
2016-11-08,642
2016-11-09,668
2016-11-10,678
2016-11-11,688
2016-11-12,710
2016-11-13,737
2016-11-14,766
2016-11-15,801
2016-12-07,673
2016-12-08,678
2016-12-09,675
2016-12-10,670
2016-12-11,663
2016-12-12,658
2016-12-13,668
2016-12-14,668
2016-12-15,668
2016-12-16,668
2016-12-17,668
2016-12-18,661
2016-12-19,667
2016-12-20,667
2016-12-21,667
2016-12-22,659
2016-12-23,636
2016-12-24,636
2016-12-25,667
2016-12-26,674
2016-12-27,665
2016-12-28,638
2016-12-29,639
2016-12-30,610
2016-12-31,619
2017-01-01,650
2017-01-02,676
2017-01-03,694
2017-01-04,685
2017-01-05,674
2017-01-06,667
2017-01-07,666
2017-01-08,660
2017-01-09,675
2017-01-10,685
2017-01-11,693
2017-01-12,695
2017-01-13,695
2017-01-14,694
2017-01-15,671
2017-01-16,644
2017-01-17,663
2017-01-18,672
2017-01-19,671
2017-01-20,657
2017-01-21,674
2017-01-22,686
2017-01-23,686
2017-01-27,666
2017-01-28,658
2017-01-29,639
2017-01-30,666
2017-01-31,681
2017-02-01,676
2017-02-02,661
2017-02-03,647
2017-02-04,625
2017-02-05,593
2017-02-06,563
2017-02-07,540
2017-02-08,524
2017-02-09,524
2017-02-10,508
2017-02-11,482
2017-02-12,461
2017-02-13,442
2017-02-14,419
2017-02-15,402
2017-02-16,390
2017-02-18,370
2017-02-19,356
2017-02-20,338
2017-02-21,321
2017-02-22,306
2017-02-23,291
2017-02-24,291
2017-02-25,290
2017-02-26,284
2017-02-27,277
2017-02-28,284
2017-03-01,282
2017-03-02,274
2017-03-03,266
2017-03-04,257
2017-03-05,252
2017-03-06,245
2017-03-07,239
2017-03-08,240
2017-03-09,242
2017-03-10,238
2017-03-11,245
2017-03-12,255
2017-03-13,253
2017-03-14,243
2017-03-15,235
2017-03-16,241
2017-03-17,245
2017-03-18,248
2017-03-19,243
2017-03-20,240
2017-03-21,231
2017-03-22,227
2017-03-23,237
2017-03-24,245
2017-03-25,245
2017-03-26,251
2017-03-27,258
2017-03-28,269
2017-03-29,282
2017-03-30,280
2017-03-31,288
2017-04-01,289
2017-04-02,280
2017-04-03,276
2017-04-04,274
2017-04-12,294
2017-04-13,296
2017-04-14,290
2017-04-15,289
2017-04-16,285
2017-04-17,277
2017-04-18,274
2017-04-19,275
2017-04-20,270
2017-04-21,280
2017-04-22,280
2017-04-23,286
2017-04-24,289
2017-04-25,287
2017-04-26,287
2017-04-27,291
2017-04-28,281
2017-04-29,283
2017-04-30,280
2017-05-01,280
2017-05-02,282
2017-05-03,282
2017-05-04,283
2017-05-05,277
2017-05-06,281
2017-05-07,281
2017-05-08,284
2017-05-09,288
2017-05-10,288
2017-05-11,301
2017-05-12,292
2017-05-13,296
2017-05-14,296
2017-05-15,299
2017-05-16,287
2017-05-17,287
2017-05-18,289
2017-05-19,289
2017-05-20,289
2017-05-21,289
2017-05-22,278
2017-05-23,281
2017-05-24,282
2017-05-25,282
2017-05-26,279
2017-05-27,266
2017-05-28,252
2017-05-29,239
2017-05-30,227
2017-05-31,215
2017-06-01,204
2017-06-02,194
2017-06-03,194
2017-06-04,191
2017-06-05,191
2017-06-06,189
2017-06-07,189
2017-06-08,189
2017-06-09,190
2017-06-10,186
2017-06-11,176
2017-06-12,167
2017-06-13,158
2017-06-14,150
2017-06-15,143
2017-06-16,135
2017-06-17,129
2017-06-18,130
2017-06-19,130
2017-06-20,130
2017-06-21,136
2017-06-22,136
2017-06-23,139
2017-06-24,142
2017-06-25,146
2017-06-26,154
2017-06-27,157
2017-06-28,164
2017-06-29,169
2017-06-30,170
2017-07-01,170
2017-07-02,176
2017-07-03,180
2017-07-04,188
2017-07-05,188
2017-07-06,198
2017-07-07,198
2017-07-08,206
2017-07-13,199
2017-07-14,204
2017-07-15,204
2017-07-16,208
2017-07-17,208
2017-07-18,216
2017-07-19,219
2017-07-20,218
2017-07-21,216
2017-07-22,207
2017-07-23,201
2017-07-24,192
2017-07-25,184
2017-07-26,177
2017-07-27,172
2017-07-28,166
2017-07-29,160
2017-07-30,162
2017-07-31,162
2017-08-01,162
2017-08-02,166
2017-08-03,163
2017-08-04,163
2017-08-05,166
2017-08-06,167
2017-08-09,174
2017-08-10,181
2017-08-11,183
2017-08-12,190
2017-08-13,184
2017-08-14,191
2017-08-15,195
2017-08-16,191
2017-08-17,191
2017-08-18,191
2017-08-19,198
2017-08-20,205
2017-08-21,213
2017-08-22,210
2017-08-23,208
2017-08-24,211
2017-08-25,207
2017-08-26,201
2017-08-27,204
2017-08-28,209
2017-08-29,207
2017-08-30,208
2017-08-31,212
2017-09-01,208
2017-09-02,217
2017-09-03,217
2017-09-04,226
2017-09-05,238
2017-09-06,247
2017-09-07,259
2017-09-08,271
2017-09-09,277
2017-09-10,267
2017-09-11,264
2017-09-12,278
2017-09-13,292
2017-09-14,305
2017-09-15,305
2017-09-16,317
2017-09-17,332
2017-09-18,346
2017-09-19,363
2017-09-20,381
2017-09-21,399
2017-09-22,403
2017-09-23,414
2017-09-24,421
2017-09-25,438
2017-09-26,444
2017-09-27,449
2017-09-28,438
2017-09-29,432
2017-09-30,422
2017-10-01,401
2017-10-02,400
2017-10-03,401
2017-10-04,422
2017-10-05,436
2017-10-06,450
2017-10-07,450
2017-10-08,448
2017-10-09,436
2017-10-10,422
2017-10-11,422
2017-10-12,402
2017-10-13,403
2017-10-14,382
2017-10-15,382
2017-10-16,376
2017-10-17,376
2017-10-18,363
2017-10-19,355
2017-10-20,345
2017-10-21,340
2017-10-22,354
2017-10-23,366
2017-10-24,366
2017-10-25,353
2017-10-26,343
2017-10-27,334
2017-10-28,334
2017-10-29,326
2017-10-30,323
2017-10-31,314
2017-11-01,314
2017-11-02,308
2017-11-03,306
2017-11-04,303
2017-11-05,291
2017-11-06,282
2017-11-07,272
2017-11-08,259
2017-11-09,246
2017-11-10,237
2017-11-11,239
2017-11-12,236
2017-11-13,231
2017-11-14,226
2017-11-15,232
2017-11-16,236
2017-11-17,230
2017-11-18,225
2017-11-19,219
2017-11-20,223
2017-11-21,221
2017-11-22,221
2017-11-23,217
2017-11-24,222
2017-11-25,226
2017-11-26,224
2017-11-27,224
2017-11-28,226
2017-11-29,220
2017-11-30,209
2017-12-01,198
2017-12-02,188
2017-12-03,178
2017-12-04,170
2017-12-05,161
2017-12-06,152
2017-12-07,148
2017-12-08,148
2017-12-09,142
2017-12-10,134
2017-12-11,127
2017-12-12,120
2017-12-13,114
2017-12-14,111
2017-12-15,113
2017-12-16,113
2017-12-17,116
2017-12-18,120
2017-12-19,123
2017-12-20,122
2017-12-21,123
2017-12-22,126
2017-12-23,126
2017-12-24,128
2017-12-25,126
2017-12-26,127
2017-12-27,124
2017-12-28,125
2017-12-29,122
2017-12-30,120
2017-12-31,119
2018-01-01,116
2018-01-02,111
2018-01-03,105
2018-01-04,100
2018-01-05,97
2018-01-06,97
2018-01-07,96
2018-01-08,95
2018-01-09,96
2018-01-10,95
2018-01-11,91
2018-01-12,86
2018-01-13,81
2018-01-14,76
2018-01-15,75
2018-01-16,74
2018-01-17,73
2018-01-18,75
2018-01-19,75
2018-01-20,76
2018-01-21,76
2018-01-22,76
2018-01-23,76
2018-01-24,75
2018-01-25,75
2018-01-26,75
2018-01-27,76
2018-01-28,79
2018-01-29,83
2018-01-30,88
2018-01-31,93
2018-02-01,98
2018-02-02,103
2018-02-03,109
2018-02-04,115
2018-02-05,121
2018-02-06,127
2018-02-07,132
2018-02-08,139
2018-02-09,144
2018-02-10,152
2018-02-11,155
2018-02-12,162
2018-02-13,171
2018-02-14,176
2018-02-15,184
2018-02-16,189
2018-02-17,192
2018-02-18,196
2018-02-19,202
2018-02-20,209
2018-02-21,220
2018-02-22,222
2018-02-23,217
2018-02-24,216
2018-02-25,219
2018-02-26,226
2018-02-27,223
2018-02-28,218
2018-03-01,213
2018-03-02,213
2018-03-03,218
2018-03-04,223
2018-03-05,226
2018-03-06,222
2018-03-07,223
2018-03-08,217
2018-03-09,210
2018-03-10,199
2018-03-11,189
2018-03-12,181
2018-03-13,174
2018-03-14,178
2018-03-15,181
2018-03-16,178
2018-03-17,175
2018-03-18,171
2018-03-20,157
2018-03-21,150
2018-03-23,142
2018-03-24,142
2018-03-25,141
2018-03-26,143
2018-03-27,145
2018-03-28,146
2018-03-29,144
2018-03-30,143
2018-03-31,142
2018-04-01,134
2018-04-02,127
2018-04-03,125
2018-04-04,127
2018-04-05,124
2018-04-06,123
2018-04-07,116
2018-04-08,117
2018-04-09,118
2018-04-10,118
2018-04-11,114
2018-04-12,110
2018-04-13,106
2018-04-14,106
2018-04-15,109
2018-04-16,112
2018-04-17,115
2018-04-18,117
2018-04-19,117
2018-04-20,118
2018-04-21,118
2018-04-22,123
2018-04-23,122
2018-04-24,119
2018-04-25,117
2018-04-26,114
2018-04-27,118
2018-04-28,121
2018-04-29,119
2018-04-30,115
2018-05-01,112
2018-05-03,112
2018-05-04,111
2018-05-05,113
2018-05-07,116
2018-05-08,121
2018-05-09,122
2018-05-10,129
2018-05-11,135
2018-05-12,133
2018-05-13,134
2018-05-14,137
2018-05-15,140
2018-05-16,145
2018-05-17,143
2018-05-18,139
2018-05-19,144
2018-05-20,151
2018-05-21,155
2018-05-22,162
2018-05-23,161
2018-05-24,168
2018-05-25,172
2018-05-26,175
2018-05-27,181
2018-05-28,185
2018-05-29,188
2018-05-30,189
2018-05-31,191
2018-06-01,199
2018-06-02,209
2018-06-03,218
2018-06-04,220
2018-06-05,218
2018-06-06,216
2018-06-07,215
2018-06-08,212
2018-06-09,211
2018-06-10,211
2018-06-11,214
2018-06-12,219
2018-06-13,224
2018-06-14,214
2018-06-15,221
2018-06-16,229
2018-06-17,225
2018-06-18,223
2018-06-19,223
2018-06-20,213
2018-06-21,211
2018-06-22,215
2018-06-23,210
2018-06-24,208
2018-06-25,216
2018-06-26,218
2018-06-27,223
2018-06-28,224
2018-06-29,228
2018-06-30,231
2018-07-01,233
2018-07-02,242
2018-07-03,247
2018-07-04,242
2018-07-05,236
2018-07-06,235
2018-07-07,237
2018-07-08,239
2018-07-09,233
2018-07-10,226
2018-07-11,232
2018-07-12,230
2018-07-13,239
2018-07-14,238
2018-07-15,240
2018-07-16,244
2018-07-17,245
2018-07-18,246
2018-07-19,247
2018-07-20,249
2018-07-21,250
2018-07-22,246
2018-07-23,242
2018-07-24,240
2018-07-25,234
2018-07-26,232
2018-07-27,232
2018-07-28,227
2018-07-29,230
2018-07-30,229
2018-07-31,231
2018-08-01,238
2018-08-02,244
2018-08-03,249
2018-08-04,259
2018-08-05,268
2018-08-06,276
2018-08-07,278
2018-08-08,285
2018-08-09,287
2018-08-10,281
2018-08-11,279
2018-08-12,281
2018-08-14,286
2018-08-16,307
2018-08-17,292
2018-08-18,288
2018-08-19,291
2018-08-20,295
2018-08-21,303
2018-08-22,309
2018-08-23,323
2018-08-24,340
2018-08-25,335
2018-08-26,336
2018-08-27,342
2018-08-28,353
2018-08-29,340
2018-08-30,330
2018-08-31,336
2018-09-01,341
2018-09-02,337
2018-09-03,338
2018-09-04,341
2018-09-05,350
2018-09-06,345
2018-09-07,349
2018-09-08,351
2018-09-09,352
2018-09-10,350
2018-09-11,345
2018-09-12,340
2018-09-13,344
2018-09-14,353
2018-09-15,366
2018-09-16,379
2018-09-17,386
2018-09-18,389
2018-09-19,373
2018-09-20,359
2018-09-21,342
2018-09-22,324
2018-09-23,307
2018-09-24,291
2018-09-25,276
2018-09-26,262
2018-09-27,248
2018-09-28,235
2018-09-29,229
2018-09-30,236
2018-10-01,234
2018-10-02,233
2018-10-03,230
2018-10-04,223
2018-10-05,223
2018-10-06,211
2018-10-07,201
2018-10-08,192
2018-10-09,186
2018-10-10,182
2018-10-11,178
2018-10-12,180
2018-10-13,182
2018-10-14,178
2018-10-15,177
2018-10-16,180
2018-10-17,185
2018-10-18,188
2018-10-19,188
2018-10-20,181
2018-10-21,179
2018-10-22,175
2018-10-23,175
2018-10-24,182
2018-10-25,191
2018-10-26,195
2018-10-27,205
2018-10-28,213
2018-10-29,208
2018-10-30,204
2018-10-31,196
2018-11-01,187
2018-11-03,170
2018-11-04,162
2018-11-05,154
2018-11-06,150
2018-11-07,150
2018-11-08,148
2018-11-09,148
2018-11-10,144
2018-11-11,137
2018-11-12,131
2018-11-13,126
2018-11-14,121
2018-11-15,117
2018-11-16,114
2018-11-17,111
2018-11-18,109
2018-11-19,109
2018-11-20,110
2018-11-21,111
2018-11-22,113
2018-11-23,113
2018-11-24,117
2018-11-25,117
2018-11-26,112
2018-11-27,109
2018-11-28,108
2018-11-29,114
2018-12-01,118
2018-12-02,121
2018-12-03,122
2018-12-04,125
2018-12-05,123
2018-12-07,111
2018-12-09,112
2018-12-10,113
2018-12-11,111
2018-12-12,116
2018-12-13,119
2018-12-14,124
2018-12-15,128
2018-12-16,131
2018-12-17,131
2018-12-18,130
2018-12-19,127
2018-12-20,126
2018-12-21,129
2018-12-22,127
2018-12-23,124
2018-12-24,118
2018-12-25,116
2018-12-26,114
2018-12-27,110
2018-12-28,104
2018-12-29,99
2018-12-30,99
2018-12-31,101
2019-01-01,103
2019-01-02,106
2019-01-03,107
2019-01-04,109
2019-01-05,111
2019-01-06,111
2019-01-08,111
2019-01-10,113
2019-01-11,116
2019-01-12,115
2019-01-13,115
2019-01-14,113
2019-01-15,114
2019-01-16,120
2019-01-17,126
2019-01-18,133
2019-01-19,140
2019-01-20,145
2019-01-21,151
2019-01-22,159
2019-01-23,167
2019-01-24,176
2019-01-25,185
2019-01-26,195
2019-01-27,205
2019-01-28,216
2019-01-29,224
2019-01-30,233
2019-01-31,243
2019-02-01,251
2019-02-02,246
2019-02-03,241
2019-02-04,234
2019-02-05,233
2019-02-06,224
2019-02-07,218
2019-02-08,215
2019-02-09,210
2019-02-10,207
2019-02-11,208
2019-02-12,211
2019-02-13,215
2019-02-14,214
2019-02-15,219
2019-02-16,224
2019-02-17,218
2019-02-18,214
2019-02-19,219
2019-02-20,222
2019-02-21,227
2019-02-22,231
2019-02-23,243
2019-02-24,249
2019-02-25,261
2019-02-26,272
2019-02-27,281
2019-02-28,282
2019-03-01,280
2019-03-02,272
2019-03-03,270
2019-03-04,267
2019-03-05,258
2019-03-06,255
2019-03-07,248
2019-03-08,257
2019-03-09,265
2019-03-10,271
2019-03-11,284
2019-03-12,292
2019-03-13,282
2019-03-14,278
2019-03-15,282
2019-03-16,278
2019-03-17,288
2019-03-18,297
2019-03-19,292
2019-03-20,287
2019-03-21,292
2019-03-22,291
2019-03-23,285
2019-03-24,278
2019-03-25,264
2019-03-26,256
2019-03-27,256
2019-03-28,248
2019-03-29,235
2019-03-30,228
2019-03-31,223
2019-04-01,216
2019-04-02,208
2019-04-03,203
2019-04-04,193
2019-04-05,183
2019-04-06,173
2019-04-07,166
2019-04-08,163
2019-04-09,167
2019-04-10,173
2019-04-11,181
2019-04-12,189
2019-04-13,195
2019-04-14,196
2019-04-15,196
2019-04-16,201
2019-04-17,204
2019-04-18,211
2019-04-19,221
2019-04-20,231
2019-04-21,228
2019-04-22,230
2019-04-23,233
2019-04-24,229
2019-04-25,238
2019-04-26,232
2019-04-27,226
2019-04-28,220
2019-04-29,218
2019-04-30,222
2019-05-01,228
2019-05-02,231
2019-05-03,240
2019-05-04,240
2019-05-05,240
2019-05-06,235
2019-05-07,241
2019-05-08,247
2019-05-09,245
2019-05-10,253
2019-05-11,253
2019-05-12,252
2019-05-13,250
2019-05-14,249
2019-05-15,248
2019-05-16,252
2019-05-17,257
2019-05-18,260
2019-05-19,265
2019-05-20,275
2019-05-21,275
2019-05-22,289
2019-05-23,304
2019-05-24,307
2019-05-25,305
2019-05-26,305
2019-05-27,306
2019-05-28,320
2019-05-29,317
2019-05-30,315
2019-05-31,318
2019-06-01,322
2019-06-02,330
2019-06-03,334
2019-06-04,333
2019-06-05,343
2019-06-06,355
2019-06-07,355
2019-06-08,358
2019-06-09,365
2019-06-10,366
2019-06-11,355
2019-06-12,340
2019-06-13,334
2019-06-14,329
2019-06-15,312
2019-06-16,309
2019-06-17,314
2019-06-18,322
2019-06-19,335
2019-06-20,345
2019-06-21,346
2019-06-22,357
2019-06-23,366
2019-06-24,376
2019-06-25,380
2019-06-26,382
2019-06-27,381
2019-06-28,387
2019-06-29,390
2019-06-30,396
2019-07-01,404
2019-07-02,409
2019-07-03,388
2019-07-04,368
2019-07-05,349
2019-07-06,331
2019-07-07,314
2019-07-08,298
2019-07-09,294
2019-07-10,297
2019-07-11,297
2019-07-12,298
2019-07-13,297
2019-07-14,288
2019-07-15,273
2019-07-16,268
2019-07-17,279
2019-07-18,293
2019-07-19,293
2019-07-20,297
2019-07-21,296
2019-07-22,297
2019-07-23,296
2019-07-24,295
2019-07-25,292
2019-07-26,295
2019-07-27,292
2019-07-28,287
2019-07-29,281
2019-07-30,278
2019-07-31,273
2019-08-01,268
2019-08-02,264
2019-08-03,262
2019-08-04,260
2019-08-05,247
2019-08-06,234
2019-08-07,236
2019-08-08,248
2019-08-09,253
2019-08-10,256
2019-08-11,260
2019-08-12,265
2019-08-13,268
2019-08-14,270
2019-08-15,275
2019-08-16,278
2019-08-17,278
2019-08-18,285
2019-08-19,291
2019-08-20,294
2019-08-21,293
2019-08-22,292
2019-08-23,292
2019-08-24,293
2019-08-24,293
2019-08-25,294
2019-08-25,294
