date_obj,Druid's%20robe price
2015-09-01,3307
2015-09-02,3307
2015-09-03,3307
2015-09-04,3307
2015-09-05,3307
2015-09-06,3178
2015-09-07,3178
2015-09-08,3178
2015-09-09,3178
2015-09-10,3178
2015-09-11,3178
2015-09-12,3178
2015-09-13,3178
2015-09-14,3178
2015-09-15,3178
2015-09-16,3178
2015-09-17,3178
2015-09-18,3178
2015-09-19,3178
2015-09-20,3178
2015-09-21,3178
2015-09-22,3178
2015-09-23,3178
2015-09-24,3178
2015-09-25,3178
2015-09-27,3178
2015-09-28,3178
2015-09-29,3178
2015-09-30,3178
2015-10-05,3025
2015-10-06,3025
2015-10-07,3025
2015-10-08,3025
2015-10-09,3025
2015-10-10,3025
2015-10-11,3025
2015-10-12,3025
2015-10-13,3025
2015-10-14,3025
2015-10-15,3025
2015-10-16,3025
2015-10-17,3025
2015-10-18,3025
2015-10-19,3025
2015-10-20,3025
2015-10-22,3025
2015-10-23,3025
2015-10-24,3025
2015-10-25,3025
2015-10-26,3025
2015-10-27,3025
2015-10-29,2889
2015-10-30,2889
2015-10-31,2889
2015-11-01,2889
2015-11-02,2889
2015-11-03,2889
2015-11-04,2889
2015-11-05,2889
2015-11-06,2889
2015-11-07,2889
2015-11-08,2889
2015-11-09,2889
2015-11-10,2889
2015-11-11,2889
2015-11-12,2889
2015-11-13,2889
2015-11-14,2889
2015-11-15,2889
2015-11-16,2889
2015-11-17,2889
2015-11-18,2889
2015-11-19,2889
2015-11-20,2889
2015-11-21,2889
2015-11-22,2889
2015-11-23,2889
2015-11-24,2889
2015-11-25,2763
2015-11-26,2763
2015-11-27,2763
2015-11-28,2763
2015-11-29,2763
2015-11-30,2763
2015-12-01,2763
2015-12-02,2763
2015-12-03,2763
2015-12-04,2763
2015-12-05,2763
2015-12-06,2763
2015-12-07,2763
2015-12-08,2763
2015-12-09,2763
2015-12-10,2763
2015-12-11,2763
2015-12-12,2763
2015-12-13,2763
2015-12-14,2763
2015-12-15,2763
2015-12-16,2763
2015-12-17,2763
2015-12-18,2763
2015-12-19,2763
2015-12-20,2763
2015-12-21,2674
2015-12-22,2674
2015-12-23,2674
2015-12-24,2674
2015-12-25,2674
2015-12-26,2674
2015-12-27,2674
2015-12-28,2674
2015-12-29,2674
2015-12-30,2674
2015-12-31,2674
2016-01-01,2674
2016-01-02,2674
2016-01-03,2674
2016-01-04,2674
2016-01-05,2674
2016-01-06,2674
2016-01-07,2674
2016-01-08,2674
2016-01-09,2674
2016-01-10,2674
2016-01-11,2674
2016-01-12,2674
2016-01-13,2543
2016-01-14,2543
2016-01-15,2543
2016-01-16,2543
2016-01-17,2543
2016-01-18,2543
2016-01-19,2543
2016-01-20,2543
2016-01-21,2543
2016-01-22,2543
2016-01-23,2543
2016-01-24,2543
2016-01-25,2543
2016-01-26,2543
2016-01-27,2543
2016-01-28,2543
2016-01-29,2543
2016-01-30,2543
2016-01-31,2543
2016-02-01,2543
2016-02-02,2434
2016-02-03,2434
2016-02-04,2434
2016-02-05,2434
2016-02-06,2434
2016-02-07,2434
2016-02-08,2434
2016-02-09,2434
2016-02-10,2434
2016-02-11,2434
2016-02-12,2434
2016-02-13,2434
2016-02-14,2434
2016-02-15,2434
2016-02-16,2434
2016-02-17,2434
2016-02-18,2434
2016-02-19,2434
2016-02-20,2434
2016-02-21,2434
2016-02-22,2434
2016-02-23,2434
2016-02-24,2434
2016-02-25,2434
2016-02-26,2434
2016-02-27,2315
2016-02-28,2315
2016-02-29,2315
2016-03-01,2315
2016-03-02,2315
2016-03-03,2315
2016-03-04,2315
2016-03-05,2315
2016-03-06,2315
2016-03-07,2315
2016-03-08,2315
2016-03-09,2315
2016-03-10,2315
2016-03-11,2315
2016-03-12,2315
2016-03-13,2315
2016-03-14,2315
2016-03-15,2315
2016-03-16,2315
2016-03-17,2315
2016-03-18,2204
2016-03-19,2204
2016-03-20,2204
2016-03-21,2204
2016-03-22,2204
2016-03-23,2204
2016-03-24,2204
2016-03-25,2204
2016-03-26,2204
2016-03-27,2204
2016-03-28,2204
2016-03-29,2204
2016-03-30,2204
2016-03-31,2204
2016-04-01,2204
2016-04-02,2204
2016-04-04,2204
2016-04-05,2204
2016-04-06,2204
2016-04-07,2131
2016-04-08,2131
2016-04-09,2131
2016-04-10,2131
2016-04-11,2131
2016-04-12,2131
2016-04-13,2131
2016-04-14,2131
2016-04-15,2131
2016-04-16,2131
2016-04-17,2131
2016-04-18,2131
2016-04-19,2131
2016-04-20,2131
2016-04-21,2131
2016-04-22,2131
2016-04-23,2131
2016-04-24,2131
2016-04-25,2029
2016-04-26,2029
2016-04-27,2029
2016-04-28,2029
2016-04-29,2029
2016-04-30,2029
2016-05-01,2029
2016-05-02,2029
2016-05-03,2029
2016-05-04,2029
2016-05-05,2029
2016-05-06,2029
2016-05-07,2029
2016-05-08,2029
2016-05-09,2029
2016-05-10,2029
2016-05-11,2029
2016-05-12,2029
2016-05-13,2029
2016-05-14,2029
2016-05-15,1949
2016-05-16,1949
2016-05-17,1949
2016-05-18,1949
2016-05-19,1949
2016-05-22,1949
2016-05-23,1949
2016-05-24,1949
2016-05-25,1949
2016-05-26,1949
2016-05-27,1949
2016-05-28,1949
2016-05-29,1949
2016-05-30,1949
2016-05-31,1949
2016-06-01,1949
2016-06-02,1949
2016-06-03,1864
2016-06-04,1864
2016-06-05,1864
2016-06-06,1864
2016-06-07,1864
2016-06-08,1864
2016-06-09,1864
2016-06-10,1864
2016-06-11,1864
2016-06-12,1864
2016-06-13,1864
2016-06-14,1864
2016-06-15,1864
2016-06-16,1864
2016-06-17,1864
2016-06-18,1864
2016-06-19,1864
2016-06-20,1864
2016-06-21,1864
2016-06-22,1790
2016-06-23,1790
2016-06-24,1790
2016-06-25,1790
2016-06-26,1790
2016-06-27,1790
2016-06-28,1790
2016-06-29,1790
2016-06-30,1790
2016-07-01,1790
2016-07-02,1790
2016-07-03,1790
2016-07-04,1790
2016-07-05,1790
2016-07-06,1790
2016-07-07,1790
2016-07-08,1790
2016-07-09,1790
2016-07-10,1718
2016-07-11,1718
2016-07-12,1718
2016-07-13,1718
2016-07-14,1718
2016-07-15,1718
2016-07-16,1718
2016-07-17,1718
2016-07-18,1718
2016-07-23,1718
2016-07-24,1718
2016-07-25,1718
2016-07-26,1718
2016-07-27,1718
2016-07-28,1718
2016-07-29,1718
2016-07-30,1718
2016-07-31,1718
2016-08-01,1718
2016-08-02,1676
2016-08-03,1676
2016-08-04,1676
2016-08-05,1676
2016-08-06,1676
2016-08-07,1676
2016-08-08,1676
2016-08-09,1676
2016-08-10,1676
2016-08-11,1676
2016-08-12,1676
2016-08-13,1676
2016-08-14,1676
2016-08-15,1676
2016-08-16,1676
2016-08-17,1676
2016-08-18,1676
2016-08-19,1676
2016-08-20,1676
2016-08-21,1676
2016-08-22,1676
2016-08-23,1676
2016-08-24,1676
2016-08-25,1676
2016-08-26,1676
2016-08-28,1676
2016-08-31,1622
2016-09-01,1622
2016-09-02,1622
2016-09-03,1622
2016-09-04,1622
2016-09-05,1622
2016-09-06,1622
2016-09-07,1622
2016-09-08,1622
2016-09-09,1622
2016-09-10,1622
2016-09-11,1622
2016-09-12,1622
2016-09-13,1622
2016-09-14,1622
2016-09-15,1622
2016-09-16,1622
2016-09-17,1622
2016-09-18,1622
2016-09-19,1622
2016-09-20,1622
2016-09-21,1622
2016-09-22,1622
2016-09-23,1622
2016-09-24,1622
2016-09-25,1622
2016-09-26,1622
2016-09-27,1622
2016-09-28,1582
2016-09-29,1582
2016-09-30,1582
2016-10-01,1582
2016-10-02,1582
2016-10-03,1582
2016-10-04,1582
2016-10-05,1582
2016-10-06,1582
2016-10-07,1582
2016-10-08,1582
2016-10-09,1582
2016-10-10,1582
2016-10-11,1582
2016-10-12,1582
2016-10-13,1582
2016-10-14,1582
2016-10-15,1582
2016-10-16,1582
2016-10-17,1582
2016-10-18,1582
2016-10-19,1582
2016-10-20,1582
2016-10-21,1582
2016-10-22,1582
2016-10-23,1582
2016-10-24,1528
2016-10-25,1528
2016-10-26,1528
2016-10-27,1528
2016-10-28,1528
2016-10-29,1528
2016-10-30,1528
2016-10-31,1528
2016-11-01,1528
2016-11-02,1528
2016-11-03,1528
2016-11-04,1528
2016-11-05,1528
2016-11-06,1528
2016-11-07,1528
2016-11-08,1528
2016-11-09,1528
2016-11-10,1528
2016-11-11,1528
2016-11-12,1528
2016-11-13,1528
2016-11-14,1528
2016-11-15,1528
2016-12-07,1512
2016-12-08,1512
2016-12-09,1512
2016-12-10,1512
2016-12-11,1465
2016-12-12,1465
2016-12-13,1465
2016-12-14,1465
2016-12-15,1465
2016-12-16,1465
2016-12-17,1465
2016-12-18,1465
2016-12-19,1465
2016-12-20,1465
2016-12-21,1465
2016-12-22,1465
2016-12-23,1465
2016-12-24,1465
2016-12-25,1465
2016-12-26,1465
2016-12-27,1465
2016-12-28,1465
2016-12-29,1465
2016-12-30,1465
2016-12-31,1465
2017-01-01,1402
2017-01-02,1402
2017-01-03,1402
2017-01-04,1402
2017-01-05,1402
2017-01-06,1402
2017-01-07,1402
2017-01-08,1402
2017-01-09,1402
2017-01-10,1402
2017-01-11,1402
2017-01-12,1402
2017-01-13,1402
2017-01-14,1402
2017-01-15,1402
2017-01-16,1402
2017-01-17,1402
2017-01-18,1334
2017-01-19,1334
2017-01-20,1334
2017-01-21,1334
2017-01-22,1334
2017-01-23,1334
2017-01-27,1334
2017-01-28,1334
2017-01-29,1334
2017-01-30,1334
2017-01-31,1334
2017-02-01,1334
2017-02-02,1334
2017-02-03,1334
2017-02-04,1334
2017-02-05,1334
2017-02-06,1334
2017-02-07,1274
2017-02-08,1274
2017-02-09,1274
2017-02-10,1274
2017-02-11,1274
2017-02-12,1274
2017-02-13,1274
2017-02-14,1274
2017-02-15,1274
2017-02-16,1274
2017-02-18,1274
2017-02-19,1274
2017-02-20,1274
2017-02-21,1274
2017-02-22,1274
2017-02-23,1274
2017-02-24,1274
2017-02-25,1274
2017-02-26,1274
2017-02-27,1234
2017-02-28,1234
2017-03-01,1234
2017-03-02,1234
2017-03-03,1234
2017-03-04,1234
2017-03-05,1234
2017-03-06,1234
2017-03-07,1234
2017-03-08,1234
2017-03-09,1234
2017-03-10,1234
2017-03-11,1234
2017-03-12,1234
2017-03-13,1234
2017-03-14,1234
2017-03-15,1234
2017-03-16,1234
2017-03-17,1234
2017-03-18,1228
2017-03-19,1228
2017-03-20,1228
2017-03-21,1228
2017-03-22,1228
2017-03-23,1228
2017-03-24,1228
2017-03-25,1228
2017-03-26,1228
2017-03-27,1228
2017-03-28,1228
2017-03-29,1228
2017-03-30,1228
2017-03-31,1228
2017-04-01,1228
2017-04-02,1228
2017-04-03,1228
2017-04-04,1228
2017-04-12,1193
2017-04-13,1193
2017-04-14,1193
2017-04-15,1193
2017-04-16,1193
2017-04-17,1193
2017-04-18,1193
2017-04-19,1193
2017-04-20,1193
2017-04-21,1193
2017-04-22,1193
2017-04-23,1193
2017-04-24,1193
2017-04-25,1193
2017-04-26,1193
2017-04-27,1193
2017-04-28,1193
2017-04-29,1176
2017-04-30,1176
2017-05-01,1176
2017-05-02,1176
2017-05-03,1176
2017-05-04,1176
2017-05-05,1176
2017-05-06,1176
2017-05-07,1176
2017-05-08,1176
2017-05-09,1176
2017-05-10,1176
2017-05-11,1176
2017-05-12,1176
2017-05-13,1176
2017-05-14,1176
2017-05-15,1176
2017-05-16,1176
2017-05-17,1176
2017-05-18,1176
2017-05-19,1176
2017-05-20,1176
2017-05-21,1176
2017-05-22,1176
2017-05-23,1146
2017-05-24,1146
2017-05-25,1146
2017-05-26,1146
2017-05-27,1146
2017-05-28,1146
2017-05-29,1146
2017-05-30,1146
2017-05-31,1146
2017-06-01,1146
2017-06-02,1146
2017-06-03,1146
2017-06-04,1146
2017-06-05,1146
2017-06-06,1146
2017-06-07,1146
2017-06-08,1146
2017-06-09,1146
2017-06-10,1146
2017-06-11,1145
2017-06-12,1145
2017-06-13,1145
2017-06-14,1145
2017-06-15,1145
2017-06-16,1145
2017-06-17,1145
2017-06-18,1145
2017-06-19,1145
2017-06-20,1145
2017-06-21,1145
2017-06-22,1145
2017-06-23,1145
2017-06-24,1145
2017-06-25,1145
2017-06-26,1145
2017-06-27,1145
2017-06-28,1145
2017-06-29,1145
2017-06-30,1145
2017-07-01,1145
2017-07-02,1145
2017-07-03,1145
2017-07-04,1145
2017-07-05,1145
2017-07-06,1145
2017-07-07,1145
2017-07-08,1112
2017-07-13,1112
2017-07-14,1112
2017-07-15,1112
2017-07-16,1112
2017-07-17,1112
2017-07-18,1112
2017-07-19,1112
2017-07-20,1112
2017-07-21,1112
2017-07-22,1112
2017-07-23,1112
2017-07-24,1112
2017-07-25,1112
2017-07-26,1112
2017-07-27,1112
2017-07-28,1112
2017-07-29,1112
2017-07-30,1081
2017-07-31,1081
2017-08-01,1081
2017-08-02,1081
2017-08-03,1081
2017-08-04,1081
2017-08-05,1081
2017-08-06,1081
2017-08-09,1081
2017-08-10,1081
2017-08-11,1081
2017-08-12,1081
2017-08-13,1081
2017-08-14,1081
2017-08-15,1081
2017-08-16,1081
2017-08-17,1081
2017-08-18,1081
2017-08-19,1081
2017-08-20,1080
2017-08-21,1080
2017-08-22,1080
2017-08-23,1080
2017-08-24,1080
2017-08-25,1080
2017-08-26,1080
2017-08-27,1080
2017-08-28,1080
2017-08-29,1080
2017-08-30,1080
2017-08-31,1080
2017-09-01,1080
2017-09-03,1080
2017-09-04,1080
2017-09-05,1080
2017-09-06,1080
2017-09-07,1080
2017-09-08,1080
2017-09-09,1080
2017-09-10,1041
2017-09-11,1041
2017-09-12,1041
2017-09-13,1041
2017-09-14,1041
2017-09-15,1041
2017-09-16,1041
2017-09-17,1041
2017-09-18,1041
2017-09-19,1041
2017-09-20,1041
2017-09-21,1041
2017-09-22,1041
2017-09-23,1041
2017-09-24,1041
2017-09-25,1041
2017-09-26,1041
2017-09-27,1041
2017-09-28,1041
2017-09-29,1041
2017-09-30,1041
2017-10-01,1041
2017-10-02,1041
2017-10-03,1041
2017-10-04,1041
2017-10-05,1041
2017-10-06,1022
2017-10-07,1022
2017-10-08,1022
2017-10-09,1022
2017-10-10,1022
2017-10-11,1022
2017-10-12,1022
2017-10-13,1022
2017-10-14,1022
2017-10-15,1022
2017-10-16,1022
2017-10-17,1022
2017-10-18,1022
2017-10-19,1022
2017-10-20,1022
2017-10-21,1022
2017-10-22,1022
2017-10-23,1022
2017-10-24,1022
2017-10-25,1022
2017-10-26,1022
2017-10-27,1022
2017-10-28,1022
2017-10-29,1022
2017-10-30,1022
2017-10-31,1022
2017-11-01,1022
2017-11-02,1022
2017-11-03,1008
2017-11-04,1008
2017-11-05,1008
2017-11-06,1008
2017-11-07,1008
2017-11-08,1008
2017-11-09,1008
2017-11-10,1008
2017-11-11,1008
2017-11-12,1008
2017-11-13,1008
2017-11-14,1008
2017-11-15,1008
2017-11-16,1008
2017-11-17,1008
2017-11-18,1008
2017-11-19,1008
2017-11-20,1008
2017-11-21,1008
2017-11-22,1008
2017-11-23,1008
2017-11-24,1008
2017-11-25,1008
2017-11-26,977
2017-11-27,977
2017-11-28,977
2017-11-29,977
2017-11-30,977
2017-12-01,977
2017-12-02,977
2017-12-03,977
2017-12-04,977
2017-12-05,977
2017-12-06,977
2017-12-07,977
2017-12-08,977
2017-12-09,977
2017-12-10,977
2017-12-11,977
2017-12-12,977
2017-12-13,977
2017-12-14,977
2017-12-15,977
2017-12-16,977
2017-12-17,977
2017-12-18,952
2017-12-19,952
2017-12-20,952
2017-12-21,952
2017-12-22,952
2017-12-23,952
2017-12-24,952
2017-12-25,952
2017-12-26,952
2017-12-27,952
2017-12-28,952
2017-12-29,952
2017-12-30,952
2017-12-31,952
2018-01-01,952
2018-01-02,952
2018-01-03,952
2018-01-04,952
2018-01-05,952
2018-01-06,954
2018-01-07,954
2018-01-08,954
2018-01-09,954
2018-01-10,954
2018-01-11,954
2018-01-12,954
2018-01-13,954
2018-01-14,954
2018-01-15,954
2018-01-16,954
2018-01-17,954
2018-01-18,954
2018-01-19,954
2018-01-20,954
2018-01-21,954
2018-01-22,954
2018-01-23,954
2018-01-25,933
2018-01-26,933
2018-01-27,933
2018-01-28,933
2018-01-29,933
2018-01-30,933
2018-01-31,933
2018-02-01,933
2018-02-02,933
2018-02-03,913
2018-02-04,913
2018-02-05,913
2018-02-06,913
2018-02-07,913
2018-02-08,913
2018-02-09,913
2018-02-10,913
2018-02-11,913
2018-02-12,913
2018-02-13,905
2018-02-14,905
2018-02-15,905
2018-02-16,905
2018-02-17,905
2018-02-18,905
2018-02-19,905
2018-02-20,905
2018-02-21,905
2018-02-22,905
2018-02-23,905
2018-02-24,877
2018-02-25,877
2018-02-26,877
2018-02-27,877
2018-02-28,877
2018-03-01,877
2018-03-02,877
2018-03-03,877
2018-03-04,877
2018-03-05,877
2018-03-06,877
2018-03-07,877
2018-03-09,912
2018-03-10,912
2018-03-11,912
2018-03-12,912
2018-03-13,912
2018-03-14,912
2018-03-15,912
2018-03-16,912
2018-03-17,912
2018-03-18,912
2018-03-20,912
2018-03-21,912
2018-03-23,926
2018-03-24,926
2018-03-25,926
2018-03-26,926
2018-03-27,926
2018-03-28,926
2018-03-29,926
2018-03-30,926
2018-03-31,926
2018-04-01,926
2018-04-02,926
2018-04-03,926
2018-04-04,926
2018-04-05,926
2018-04-06,971
2018-04-07,971
2018-04-08,971
2018-04-09,971
2018-04-10,971
2018-04-11,971
2018-04-12,971
2018-04-13,971
2018-04-14,971
2018-04-15,971
2018-04-16,971
2018-04-17,971
2018-04-18,971
2018-04-19,971
2018-04-20,971
2018-04-21,971
2018-04-22,971
2018-04-23,1019
2018-04-24,1019
2018-04-25,1019
2018-04-26,1019
2018-04-27,1019
2018-04-28,1019
2018-04-29,1019
2018-04-30,1019
2018-05-01,1019
2018-05-03,1019
2018-05-04,1019
2018-05-05,1019
2018-05-07,1019
2018-05-08,1019
2018-05-09,1069
2018-05-10,1069
2018-05-11,1069
2018-05-12,1069
2018-05-13,1069
2018-05-14,1069
2018-05-15,1069
2018-05-16,1069
2018-05-17,1069
2018-05-18,1069
2018-05-19,1069
2018-05-20,1069
2018-05-21,1069
2018-05-22,1069
2018-05-23,1100
2018-05-24,1100
2018-05-25,1100
2018-05-26,1100
2018-05-27,1100
2018-05-28,1100
2018-05-29,1100
2018-05-30,1100
2018-05-31,1100
2018-06-01,1100
2018-06-02,1100
2018-06-03,1100
2018-06-04,1100
2018-06-05,1076
2018-06-06,1076
2018-06-07,1076
2018-06-08,1076
2018-06-09,1076
2018-06-10,1076
2018-06-11,1076
2018-06-12,1076
2018-06-13,1076
2018-06-14,1076
2018-06-15,1076
2018-06-16,1076
2018-06-17,1041
2018-06-18,1041
2018-06-19,1041
2018-06-20,1041
2018-06-21,1041
2018-06-22,1041
2018-06-23,1041
2018-06-24,1041
2018-06-25,1041
2018-06-26,1041
2018-06-27,1041
2018-06-28,1041
2018-06-29,1041
2018-06-30,1022
2018-07-01,1022
2018-07-02,1022
2018-07-03,1022
2018-07-04,1022
2018-07-05,1022
2018-07-06,1022
2018-07-07,1022
2018-07-08,1022
2018-07-09,1022
2018-07-10,1022
2018-07-11,1022
2018-07-12,1022
2018-07-13,1022
2018-07-14,1022
2018-07-15,1022
2018-07-16,1022
2018-07-17,1022
2018-07-18,1022
2018-07-19,1022
2018-07-20,1022
2018-07-21,1022
2018-07-22,1000
2018-07-23,1000
2018-07-24,1000
2018-07-25,1000
2018-07-26,1000
2018-07-27,1000
2018-07-28,1000
2018-07-29,1000
2018-07-30,1000
2018-07-31,1009
2018-08-01,1009
2018-08-02,1009
2018-08-03,1009
2018-08-04,1009
2018-08-05,1009
2018-08-06,1009
2018-08-07,1009
2018-08-08,1009
2018-08-09,1014
2018-08-10,1014
2018-08-11,1014
2018-08-12,1014
2018-08-14,1014
2018-08-16,1014
2018-08-17,1014
2018-08-18,995
2018-08-19,995
2018-08-20,995
2018-08-21,995
2018-08-22,995
2018-08-23,995
2018-08-24,995
2018-08-25,962
2018-08-26,962
2018-08-27,962
2018-08-28,962
2018-08-29,962
2018-08-30,962
2018-08-31,962
2018-09-01,962
2018-09-02,928
2018-09-03,928
2018-09-04,928
2018-09-05,928
2018-09-06,928
2018-09-07,928
2018-09-08,928
2018-09-09,928
2018-09-10,899
2018-09-11,899
2018-09-12,899
2018-09-13,899
2018-09-14,899
2018-09-15,899
2018-09-16,899
2018-09-17,899
2018-09-18,899
2018-09-19,879
2018-09-20,879
2018-09-21,879
2018-09-22,879
2018-09-23,879
2018-09-24,879
2018-09-25,879
2018-09-26,879
2018-09-27,879
2018-09-28,879
2018-09-29,851
2018-09-30,851
2018-10-01,851
2018-10-02,851
2018-10-03,851
2018-10-04,851
2018-10-05,851
2018-10-06,851
2018-10-07,851
2018-10-08,866
2018-10-09,866
2018-10-10,866
2018-10-11,866
2018-10-12,866
2018-10-13,866
2018-10-14,866
2018-10-15,866
2018-10-16,866
2018-10-17,866
2018-10-18,866
2018-10-19,892
2018-10-20,892
2018-10-21,892
2018-10-22,892
2018-10-23,892
2018-10-24,892
2018-10-25,892
2018-10-26,892
2018-10-27,892
2018-10-28,892
2018-10-29,883
2018-10-30,883
2018-10-31,883
2018-11-01,883
2018-11-03,876
2018-11-04,876
2018-11-05,876
2018-11-06,876
2018-11-07,876
2018-11-08,881
2018-11-09,881
2018-11-10,881
2018-11-11,881
2018-11-12,867
2018-11-13,867
2018-11-14,867
2018-11-15,867
2018-11-16,865
2018-11-17,865
2018-11-18,865
2018-11-19,865
2018-11-20,837
2018-11-21,837
2018-11-22,837
2018-11-23,837
2018-11-24,802
2018-11-25,802
2018-11-26,802
2018-11-27,802
2018-11-28,766
2018-11-29,766
2018-12-01,766
2018-12-02,763
2018-12-03,763
2018-12-04,763
2018-12-05,763
2018-12-07,733
2018-12-09,733
2018-12-10,706
2018-12-11,706
2018-12-12,706
2018-12-13,706
2018-12-14,676
2018-12-15,676
2018-12-16,676
2018-12-17,676
2018-12-18,669
2018-12-19,669
2018-12-20,669
2018-12-21,669
2018-12-22,669
2018-12-23,651
2018-12-24,651
2018-12-25,651
2018-12-26,651
2018-12-27,631
2018-12-28,631
2018-12-29,631
2018-12-30,631
2018-12-31,602
2019-01-01,602
2019-01-02,602
2019-01-03,602
2019-01-04,602
2019-01-05,590
2019-01-06,590
2019-01-08,590
2019-01-10,607
2019-01-11,607
2019-01-12,607
2019-01-13,613
2019-01-14,613
2019-01-15,613
2019-01-16,613
2019-01-17,613
2019-01-18,595
2019-01-19,595
2019-01-20,595
2019-01-21,595
2019-01-22,596
2019-01-23,596
2019-01-24,596
2019-01-25,596
2019-01-26,596
2019-01-27,579
2019-01-28,579
2019-01-29,579
2019-01-30,579
2019-01-31,579
2019-02-01,572
2019-02-02,572
2019-02-03,572
2019-02-04,572
2019-02-05,572
2019-02-06,572
2019-02-07,556
2019-02-08,556
2019-02-09,556
2019-02-10,556
2019-02-11,556
2019-02-12,556
2019-02-13,545
2019-02-14,545
2019-02-15,545
2019-02-16,545
2019-02-17,545
2019-02-18,545
2019-02-19,545
2019-02-20,565
2019-02-21,565
2019-02-22,565
2019-02-23,565
2019-02-24,565
2019-02-25,565
2019-02-26,593
2019-02-27,593
2019-02-28,593
2019-03-01,593
2019-03-02,593
2019-03-03,593
2019-03-04,593
2019-03-05,593
2019-03-06,623
2019-03-07,623
2019-03-08,623
2019-03-09,623
2019-03-10,623
2019-03-11,623
2019-03-12,623
2019-03-13,623
2019-03-14,623
2019-03-15,623
2019-03-16,623
2019-03-17,623
2019-03-18,623
2019-03-19,623
2019-03-20,623
2019-03-21,602
2019-03-22,602
2019-03-23,602
2019-03-24,602
2019-03-25,602
2019-03-26,602
2019-03-27,602
2019-03-28,602
2019-03-29,584
2019-03-30,584
2019-03-31,584
2019-04-01,584
2019-04-02,584
2019-04-03,584
2019-04-04,584
2019-04-05,584
2019-04-06,584
2019-04-07,576
2019-04-08,576
2019-04-09,576
2019-04-10,576
2019-04-11,576
2019-04-12,576
2019-04-13,576
2019-04-14,588
2019-04-15,588
2019-04-16,588
2019-04-17,588
2019-04-18,588
2019-04-19,588
2019-04-20,588
2019-04-21,588
2019-04-22,608
2019-04-23,608
2019-04-24,608
2019-04-25,608
2019-04-26,608
2019-04-27,608
2019-04-28,608
2019-04-29,608
2019-04-30,608
2019-05-01,630
2019-05-02,630
2019-05-03,630
2019-05-04,630
2019-05-05,630
2019-05-06,630
2019-05-07,630
2019-05-08,630
2019-05-09,630
2019-05-10,634
