date_obj,Mithril%20full%20helm price
2015-10-05,856
2015-10-06,870
2015-10-07,874
2015-10-08,908
2015-10-09,943
2015-10-10,943
2015-10-11,960
2015-10-12,961
2015-10-13,961
2015-10-14,973
2015-10-15,953
2015-10-16,969
2015-10-17,969
2015-10-18,976
2015-10-19,997
2015-10-20,970
2015-10-22,945
2015-10-23,939
2015-10-24,959
2015-10-25,919
2015-10-26,875
2015-10-27,855
2015-10-29,883
2015-10-30,840
2015-10-31,808
2015-11-01,771
2015-11-02,756
2015-11-03,756
2015-11-04,754
2015-11-05,749
2015-11-06,745
2015-11-07,758
2015-11-08,773
2015-11-09,769
2015-11-10,752
2015-11-11,764
2015-11-12,781
2015-11-13,794
2015-11-14,799
2015-11-15,802
2015-11-16,842
2015-11-17,863
2015-11-18,892
2015-11-19,906
2015-11-20,895
2015-11-21,895
2015-11-22,886
2015-11-23,886
2015-11-24,905
2015-11-25,903
2015-11-26,903
2015-11-27,888
2015-11-28,859
2015-11-29,838
2015-11-30,851
2015-12-01,876
2015-12-02,895
2015-12-03,895
2015-12-04,867
2015-12-05,872
2015-12-06,865
2015-12-07,879
2015-12-08,870
2015-12-09,855
2015-12-10,831
2015-12-11,827
2015-12-12,827
2015-12-13,835
2015-12-14,835
2015-12-15,816
2015-12-16,801
2015-12-17,784
2015-12-18,813
2015-12-19,836
2015-12-20,878
2015-12-21,878
2015-12-22,891
2015-12-23,906
2015-12-24,872
2015-12-25,850
2015-12-26,874
2015-12-27,870
2015-12-28,844
2015-12-29,810
2015-12-30,808
2015-12-31,802
2016-01-01,769
2016-01-02,766
2016-01-03,769
2016-01-04,789
2016-01-05,827
2016-01-06,869
2016-01-07,885
2016-01-08,925
2016-01-09,894
2016-01-10,885
2016-01-11,930
2016-01-12,943
2016-01-13,901
2016-01-14,874
2016-01-15,871
2016-01-16,883
2016-01-17,896
2016-01-18,869
2016-01-19,846
2016-01-20,817
2016-01-21,787
2016-01-22,781
2016-01-23,777
2016-01-24,794
2016-01-25,786
2016-01-26,797
2016-01-27,810
2016-01-28,810
2016-01-29,812
2016-01-30,837
2016-01-31,838
2016-02-01,851
2016-02-02,848
2016-02-03,853
2016-02-04,829
2016-02-05,801
2016-02-06,793
2016-02-07,809
2016-02-08,803
2016-02-09,777
2016-02-10,762
2016-02-11,769
2016-02-12,784
2016-02-13,787
2016-02-14,769
2016-02-15,752
2016-02-16,730
2016-02-17,737
2016-02-18,716
2016-02-19,714
2016-02-20,733
2016-02-21,706
2016-02-22,700
2016-02-23,732
2016-02-24,769
2016-02-25,807
2016-02-26,848
2016-02-27,849
2016-02-28,863
2016-02-29,892
2016-03-01,914
2016-03-02,923
2016-03-03,943
2016-03-04,905
2016-03-05,880
2016-03-06,871
2016-03-07,847
2016-03-08,852
2016-03-09,894
2016-03-10,895
2016-03-11,879
2016-03-12,848
2016-03-13,885
2016-03-14,914
2016-03-15,924
2016-03-16,916
2016-03-17,947
2016-03-18,971
2016-03-19,963
2016-03-20,915
2016-03-21,886
2016-03-22,864
2016-03-23,830
2016-03-24,868
2016-03-25,848
2016-03-26,838
2016-03-27,803
2016-03-28,774
2016-03-29,738
2016-03-30,718
2016-03-31,734
2016-04-01,735
2016-04-02,765
2016-04-03,780
2016-04-04,796
2016-04-05,808
2016-04-06,807
2016-04-07,825
2016-04-08,837
2016-04-09,839
2016-04-10,858
2016-04-11,858
2016-04-12,853
2016-04-13,871
2016-04-14,871
2016-04-15,836
2016-04-16,840
2016-04-17,846
2016-04-18,854
2016-04-19,839
2016-04-20,832
2016-04-21,844
2016-04-22,860
2016-04-23,880
2016-04-24,913
2016-04-25,900
2016-04-26,927
2016-04-27,966
2016-04-28,1007
2016-04-29,1000
2016-04-30,980
2016-05-01,976
2016-05-02,970
2016-05-03,940
2016-05-04,913
2016-05-05,930
2016-05-06,944
2016-05-07,899
2016-05-08,855
2016-05-09,821
2016-05-10,793
2016-05-11,764
2016-05-12,743
2016-05-13,720
2016-05-14,710
2016-05-15,719
2016-05-16,732
2016-05-17,759
2016-05-18,779
2016-05-19,782
2016-05-22,798
2016-05-23,794
2016-05-24,830
2016-05-25,860
2016-05-26,855
2016-05-27,874
2016-05-28,906
2016-05-29,899
2016-05-30,940
2016-05-31,914
2016-06-01,944
2016-06-02,979
2016-06-03,988
2016-06-04,984
2016-06-05,988
2016-06-06,966
2016-06-07,931
2016-06-08,896
2016-06-09,909
2016-06-10,902
2016-06-11,909
2016-06-12,904
2016-06-13,896
2016-06-14,893
2016-06-15,852
2016-06-16,843
2016-06-17,816
2016-06-18,788
2016-06-19,782
2016-06-20,794
2016-06-21,813
2016-06-22,820
2016-06-23,791
2016-06-24,778
2016-06-25,781
2016-06-26,782
2016-06-27,747
2016-06-28,745
2016-06-29,756
2016-06-30,760
2016-07-01,776
2016-07-02,756
2016-07-03,767
2016-07-04,748
2016-07-05,764
2016-07-06,773
2016-07-07,788
2016-07-08,787
2016-07-09,804
2016-07-10,817
2016-07-11,821
2016-07-12,841
2016-07-13,867
2016-07-14,838
2016-07-15,814
2016-07-16,800
2016-07-17,780
2016-07-18,786
2016-07-23,759
2016-07-24,745
2016-07-25,723
2016-07-26,698
2016-07-27,714
2016-07-28,722
2016-07-29,739
2016-07-30,749
2016-07-31,749
2016-08-01,748
2016-08-02,749
2016-08-03,751
2016-08-04,747
2016-08-05,746
2016-08-06,765
2016-08-07,744
2016-08-08,777
2016-08-09,805
2016-08-10,800
2016-08-11,761
2016-08-12,741
2016-08-13,767
2016-08-14,763
2016-08-15,763
2016-08-16,747
2016-08-17,776
2016-08-18,768
2016-08-19,777
2016-08-20,791
2016-08-21,778
2016-08-22,782
2016-08-23,788
2016-08-24,781
2016-08-25,777
2016-08-26,777
2016-08-28,743
2016-08-31,774
2016-09-01,773
2016-09-02,773
2016-09-03,761
2016-09-04,785
2016-09-05,791
2016-09-06,784
2016-09-07,775
2016-09-08,758
2016-09-09,750
2016-09-10,727
2016-09-11,727
2016-09-12,737
2016-09-13,739
2016-09-14,725
2016-09-15,725
2016-09-16,718
2016-09-17,717
2016-09-18,737
2016-09-19,754
2016-09-20,763
2016-09-21,757
2016-09-22,776
2016-09-23,745
2016-09-24,745
2016-09-25,731
2016-09-26,731
2016-09-27,717
2016-09-28,717
2016-09-29,718
2016-09-30,722
2016-10-01,707
2016-10-02,694
2016-10-03,693
2016-10-04,699
2016-10-05,695
2016-10-06,710
2016-10-07,705
2016-10-08,722
2016-10-09,728
2016-10-10,711
2016-10-11,709
2016-10-12,718
2016-10-13,719
2016-10-14,723
2016-10-15,751
2016-10-16,742
2016-10-17,734
2016-10-18,749
2016-10-19,750
2016-10-20,746
2016-10-21,756
2016-10-22,756
2016-10-23,762
2016-10-24,769
2016-10-25,769
2016-10-26,773
2016-10-27,787
2016-10-28,797
2016-10-29,801
2016-10-30,779
2016-10-31,788
2016-11-01,788
2016-11-02,792
2016-11-03,760
2016-11-04,736
2016-11-05,724
2016-11-06,724
2016-11-07,732
2016-11-08,721
2016-11-09,712
2016-11-10,724
2016-11-11,703
2016-11-12,691
2016-11-13,698
2016-11-14,692
2016-12-07,733
2016-12-08,731
2016-12-09,721
2016-12-10,719
2016-12-11,716
2016-12-12,714
2016-12-13,706
2016-12-14,712
2016-12-15,739
2016-12-16,732
2016-12-17,724
2016-12-18,717
2016-12-19,702
2016-12-20,701
2016-12-21,708
2016-12-22,708
2016-12-23,699
2016-12-24,688
2016-12-25,706
2016-12-26,710
2016-12-27,721
2016-12-28,738
2016-12-29,729
2016-12-30,717
2016-12-31,728
2017-01-01,741
2017-01-02,759
2017-01-03,769
2017-01-04,766
2017-01-05,753
2017-01-06,768
2017-01-07,787
2017-01-08,781
2017-01-09,768
2017-01-10,762
2017-01-11,769
2017-01-12,774
2017-01-13,778
2017-01-14,769
2017-01-15,754
2017-01-16,740
2017-01-17,741
2017-01-18,731
2017-01-19,748
2017-01-20,734
2017-01-21,737
2017-01-22,732
2017-01-27,726
2017-01-28,704
2017-01-29,706
2017-01-30,716
2017-01-31,724
2017-02-01,720
2017-02-02,728
2017-02-03,720
2017-02-04,709
2017-02-05,705
2017-02-06,722
2017-02-07,720
2017-02-08,719
2017-02-09,717
2017-02-10,710
2017-02-11,701
2017-02-12,682
2017-02-13,704
2017-02-14,695
2017-02-15,681
2017-02-16,692
2017-02-18,725
2017-02-19,735
2017-02-20,747
2017-02-21,739
2017-02-22,757
2017-02-23,733
2017-02-24,717
2017-02-25,719
2017-02-26,722
2017-02-27,743
2017-02-28,730
2017-03-01,710
2017-03-02,717
2017-03-03,698
2017-03-04,715
2017-03-05,720
2017-03-06,710
2017-03-07,696
2017-03-08,691
2017-03-09,687
2017-03-10,673
2017-03-11,681
2017-03-12,704
2017-03-13,726
2017-03-14,739
2017-03-15,749
2017-03-16,775
2017-03-17,736
2017-03-18,736
2017-03-19,719
2017-03-20,723
2017-03-21,744
2017-03-22,739
2017-03-23,732
2017-03-24,741
2017-03-25,715
2017-03-26,709
2017-03-27,690
2017-03-28,698
2017-03-29,689
2017-03-30,679
2017-03-31,683
2017-04-01,669
2017-04-02,666
2017-04-03,668
2017-04-04,665
2017-04-12,689
2017-04-13,716
2017-04-14,707
2017-04-15,727
2017-04-16,733
2017-04-17,745
2017-04-18,779
2017-04-19,787
2017-04-20,777
2017-04-21,767
2017-04-22,787
2017-04-23,777
2017-04-24,784
2017-04-25,794
2017-04-26,771
2017-04-27,783
2017-04-28,804
2017-04-29,793
2017-04-30,785
2017-05-01,783
2017-05-02,771
2017-05-03,791
2017-05-04,797
2017-05-05,780
2017-05-06,754
2017-05-07,740
2017-05-08,716
2017-05-09,726
2017-05-10,729
2017-05-11,723
2017-05-12,744
2017-05-13,729
2017-05-14,721
2017-05-15,714
2017-05-16,719
2017-05-17,698
2017-05-18,711
2017-05-19,713
2017-05-20,715
2017-05-21,707
2017-05-22,723
2017-05-23,733
2017-05-24,724
2017-05-25,701
2017-05-26,691
2017-05-27,699
2017-05-28,686
2017-05-29,687
2017-05-30,707
2017-05-31,696
2017-06-01,696
2017-06-02,698
2017-06-03,706
2017-06-06,718
2017-06-07,729
2017-06-08,714
2017-06-09,720
2017-06-10,705
2017-06-11,706
2017-06-12,711
2017-06-13,727
2017-06-14,734
2017-06-15,759
2017-06-16,790
2017-06-17,796
2017-06-18,784
2017-06-19,784
2017-06-20,767
2017-06-21,738
2017-06-22,719
2017-06-23,730
2017-06-24,744
2017-06-25,754
2017-06-26,738
2017-06-27,724
2017-06-28,737
2017-06-29,731
2017-06-30,715
2017-07-01,696
2017-07-02,679
2017-07-03,665
2017-07-04,684
2017-07-05,678
2017-07-06,672
2017-07-07,674
2017-07-08,667
2017-07-13,703
2017-07-14,708
2017-07-15,706
2017-07-16,717
2017-07-17,717
2017-07-18,701
2017-07-19,723
2017-07-20,716
2017-07-21,701
2017-07-22,685
2017-07-23,671
2017-07-24,675
2017-07-25,675
2017-07-26,695
2017-07-27,710
2017-07-28,715
2017-07-29,714
2017-07-30,724
2017-07-31,747
2017-08-01,750
2017-08-02,748
2017-08-03,732
2017-08-04,755
2017-08-05,752
2017-08-06,714
2017-08-09,709
2017-08-10,702
2017-08-11,716
2017-08-12,714
2017-08-13,716
2017-08-14,710
2017-08-15,702
2017-08-16,695
2017-08-17,716
2017-08-18,723
2017-08-19,726
2017-08-20,730
2017-08-21,705
2017-08-22,727
2017-08-23,744
2017-08-24,734
2017-08-25,707
2017-08-26,727
2017-08-27,726
2017-08-28,746
2017-08-29,729
2017-08-30,724
2017-08-31,723
2017-09-01,709
2017-09-02,719
2017-09-03,703
2017-09-04,700
2017-09-05,700
2017-09-06,697
2017-09-07,697
2017-09-08,687
2017-09-09,707
2017-09-10,700
2017-09-11,715
2017-09-12,712
2017-09-13,718
2017-09-14,724
2017-09-15,743
2017-09-16,763
2017-09-17,753
2017-09-19,792
2017-09-20,809
2017-09-21,814
2017-09-22,809
2017-09-23,804
2017-09-24,793
2017-09-25,776
2017-09-26,754
2017-09-27,718
2017-09-28,696
2017-09-29,669
2017-09-30,671
2017-10-01,695
2017-10-02,729
2017-10-03,747
2017-10-04,725
2017-10-05,713
2017-10-06,706
2017-10-07,692
2017-10-08,699
2017-10-09,706
2017-10-10,711
2017-10-11,721
2017-10-12,722
2017-10-13,742
2017-10-14,732
2017-10-15,719
2017-10-16,712
2017-10-17,713
2017-10-18,714
2017-10-19,716
2017-10-20,699
2017-10-21,689
2017-10-22,685
2017-10-23,689
2017-10-24,675
2017-10-25,675
2017-10-26,657
2017-10-27,662
2017-10-28,662
2017-10-29,669
2017-10-30,686
2017-10-31,678
2017-11-02,667
2017-11-03,683
2017-11-04,678
2017-11-05,686
2017-11-06,704
2017-11-07,680
2017-11-08,706
2017-11-09,710
2017-11-10,682
2017-11-11,690
2017-11-12,683
2017-11-13,686
2017-11-14,688
2017-11-15,712
2017-11-16,719
2017-11-17,726
2017-11-18,721
2017-11-19,714
2017-11-20,714
2017-11-21,719
2017-11-22,722
2017-11-23,722
2017-11-24,730
2017-11-25,726
2017-11-26,743
2017-11-27,729
2017-11-28,717
2017-11-29,724
2017-11-30,755
2017-12-01,773
2017-12-02,775
2017-12-03,790
2017-12-04,798
2017-12-05,810
2017-12-06,826
2017-12-07,840
2017-12-08,838
2017-12-09,851
2017-12-10,828
2017-12-11,829
2017-12-12,841
2017-12-14,808
2017-12-15,841
2017-12-17,774
2017-12-18,741
2017-12-19,713
2017-12-20,690
2017-12-21,659
2017-12-22,659
2017-12-23,671
2017-12-24,674
2017-12-25,666
2017-12-26,667
2017-12-27,672
2017-12-28,695
2017-12-29,696
2017-12-30,707
2017-12-31,692
2018-01-01,671
2018-01-02,663
2018-01-03,679
2018-01-04,664
2018-01-05,668
2018-01-06,672
2018-01-07,680
2018-01-08,711
2018-01-09,703
2018-01-10,706
2018-01-11,724
2018-01-12,706
2018-01-13,699
2018-01-14,690
2018-01-15,707
2018-01-16,723
2018-01-17,735
2018-01-18,749
2018-01-19,780
2018-01-20,773
2018-01-21,788
2018-01-22,792
2018-01-23,815
2018-01-25,800
2018-01-26,795
2018-01-27,792
2018-01-28,789
2018-01-29,778
2018-01-31,754
2018-02-01,737
2018-02-02,701
2018-02-03,712
2018-02-04,695
2018-02-05,680
2018-02-06,669
2018-02-07,675
2018-02-08,685
2018-02-09,691
2018-02-10,676
2018-02-11,692
2018-02-12,706
2018-02-13,739
2018-02-14,739
2018-02-15,726
2018-02-16,750
2018-02-17,780
2018-02-18,774
2018-02-19,805
2018-02-20,832
2018-02-21,801
2018-02-22,799
2018-02-23,798
2018-02-24,785
2018-02-25,773
2018-02-26,755
2018-02-27,741
2018-03-01,722
2018-03-02,711
2018-03-03,701
2018-03-04,707
2018-03-05,726
2018-03-06,698
2018-03-07,710
2018-03-08,708
2018-03-09,686
2018-03-10,667
2018-03-11,672
2018-03-12,673
2018-03-13,685
2018-03-14,704
2018-03-15,681
2018-03-16,663
2018-03-17,677
2018-03-18,691
2018-03-19,688
2018-03-20,675
2018-03-21,649
2018-03-23,662
2018-03-24,660
2018-03-26,685
2018-03-27,690
2018-03-28,701
2018-03-29,695
2018-03-30,675
2018-03-31,662
2018-04-01,679
2018-04-02,702
2018-04-03,701
2018-04-04,693
2018-04-05,693
2018-04-06,694
2018-04-07,680
2018-04-08,713
2018-04-09,712
2018-04-10,718
2018-04-11,723
2018-04-12,732
2018-04-13,724
2018-04-14,747
2018-04-15,749
2018-04-16,785
2018-04-17,799
2018-04-18,784
2018-04-19,746
2018-04-20,758
2018-04-21,753
2018-04-22,731
2018-04-23,710
2018-04-24,702
2018-04-25,678
2018-04-26,664
2018-04-27,659
2018-04-28,685
2018-04-29,674
2018-04-30,674
2018-05-01,677
2018-05-04,748
2018-05-05,746
2018-05-06,716
2018-05-07,706
2018-05-08,676
2018-05-09,658
2018-05-10,667
2018-05-11,674
2018-05-12,674
2018-05-13,704
2018-05-14,684
2018-05-15,684
2018-05-16,685
2018-05-17,688
2018-05-18,707
2018-05-19,701
2018-05-20,697
2018-05-21,719
2018-05-22,755
2018-05-23,767
2018-05-24,780
2018-05-25,758
2018-05-26,749
2018-05-27,720
2018-05-28,730
2018-05-29,707
2018-05-30,696
2018-05-31,702
2018-06-01,715
2018-06-02,700
2018-06-03,698
2018-06-04,666
2018-06-05,680
2018-06-06,692
2018-06-07,668
2018-06-08,687
2018-06-09,710
2018-06-10,715
2018-06-11,720
2018-06-12,723
2018-06-13,730
2018-06-14,753
2018-06-15,740
2018-06-16,727
2018-06-17,754
2018-06-18,781
2018-06-19,798
2018-06-20,780
2018-06-21,777
2018-06-22,761
2018-06-23,787
2018-06-24,767
2018-06-25,793
2018-06-26,800
2018-06-27,786
2018-06-28,756
2018-06-29,726
2018-06-30,720
2018-07-01,707
2018-07-02,687
2018-07-03,692
2018-07-04,690
2018-07-05,724
2018-07-06,720
2018-07-07,722
2018-07-08,707
2018-07-09,718
2018-07-10,712
2018-07-11,717
2018-07-12,713
2018-07-13,706
2018-07-14,720
2018-07-15,717
2018-07-16,705
2018-07-17,708
2018-07-18,712
2018-07-19,715
2018-07-20,705
2018-07-21,701
2018-07-22,683
2018-07-23,688
2018-07-24,689
2018-07-25,702
2018-07-26,694
2018-07-27,708
2018-07-28,741
2018-07-29,753
2018-07-30,750
2018-07-31,740
2018-08-01,738
2018-08-02,744
2018-08-03,764
2018-08-04,774
2018-08-05,780
2018-08-06,796
2018-08-07,796
2018-08-08,780
2018-08-09,785
2018-08-10,764
2018-08-11,748
2018-08-12,729
2018-08-14,696
2018-08-16,674
2018-08-17,678
2018-08-18,677
2018-08-19,695
2018-08-20,705
2018-08-21,717
2018-08-22,734
2018-08-23,724
2018-08-24,726
2018-08-25,724
2018-08-26,741
2018-08-27,731
2018-08-28,720
2018-08-29,710
2018-08-30,739
2018-08-31,730
2018-09-01,707
2018-09-02,692
2018-09-03,683
2018-09-04,696
2018-09-05,704
2018-09-06,704
2018-09-07,689
2018-09-08,674
2018-09-09,675
2018-09-10,674
2018-09-11,653
2018-09-12,648
2018-09-13,679
2018-09-14,694
2018-09-15,706
2018-09-16,710
2018-09-17,709
2018-09-18,705
2018-09-19,721
2018-09-20,732
2018-09-21,728
2018-09-22,720
2018-09-23,705
2018-09-24,692
2018-09-25,722
2018-09-26,718
2018-09-27,751
2018-09-28,786
2018-09-29,806
2018-09-30,798
2018-10-02,821
2018-10-03,824
2018-10-04,826
2018-10-05,826
2018-10-06,834
2018-10-07,831
2018-10-08,828
2018-10-09,804
2018-10-10,825
2018-10-11,795
2018-10-12,793
2018-10-13,802
2018-10-14,797
2018-10-15,769
2018-10-16,745
2018-10-17,726
2018-10-18,712
2018-10-19,708
2018-10-20,727
2018-10-21,712
2018-10-22,689
2018-10-23,687
2018-10-24,695
2018-10-25,715
2018-10-26,737
2018-10-27,735
2018-10-28,738
2018-10-29,742
2018-10-30,759
2018-10-31,774
2018-11-01,777
2018-11-03,787
2018-11-04,795
2018-11-05,823
2018-11-06,831
2018-11-07,819
2018-11-08,841
2018-11-09,857
2018-11-10,862
2018-11-11,843
2018-11-12,846
2018-11-13,835
2018-11-14,815
2018-11-15,804
2018-11-16,784
2018-11-17,767
2018-11-18,743
2018-11-19,727
2018-11-20,712
2018-11-21,694
2018-11-22,688
2018-11-23,695
2018-11-24,687
2018-11-25,686
2018-11-26,685
2018-11-27,687
2018-11-28,668
2018-11-29,665
2018-12-01,651
2018-12-02,655
2018-12-03,644
2018-12-04,639
2018-12-05,662
2018-12-07,710
2018-12-09,711
2018-12-10,736
2018-12-11,763
2018-12-12,770
2018-12-13,778
2018-12-14,759
2018-12-15,737
2018-12-16,714
2018-12-17,715
2018-12-18,727
2018-12-19,715
2018-12-20,738
2018-12-21,733
2018-12-22,758
2018-12-23,737
2018-12-24,740
2018-12-25,747
2018-12-26,781
2018-12-27,791
2018-12-28,767
2018-12-29,767
2018-12-30,742
2018-12-31,725
2019-01-01,701
2019-01-02,682
2019-01-03,695
2019-01-04,666
2019-01-05,672
2019-01-06,692
2019-01-08,710
2019-01-10,713
2019-01-11,690
2019-01-12,666
2019-01-13,687
2019-01-14,688
2019-01-15,720
2019-01-16,709
2019-01-17,701
2019-01-18,685
2019-01-19,674
2019-01-20,671
2019-01-21,650
2019-01-22,651
2019-01-23,658
2019-01-24,659
2019-01-25,644
2019-01-26,631
2019-01-27,620
2019-01-28,620
2019-01-29,622
2019-01-30,631
2019-01-31,662
2019-02-01,658
2019-02-02,658
2019-02-03,654
2019-02-04,644
2019-02-05,641
2019-02-06,647
2019-02-07,642
2019-02-08,644
2019-02-09,647
2019-02-10,645
2019-02-11,648
2019-02-12,656
2019-02-13,660
2019-02-14,665
2019-02-15,660
2019-02-16,667
2019-02-17,661
2019-02-18,668
2019-02-19,685
2019-02-20,692
2019-02-21,695
2019-02-22,702
2019-02-23,691
2019-02-24,671
2019-02-25,673
2019-02-26,673
2019-02-27,674
2019-02-28,668
2019-03-01,660
2019-03-02,662
2019-03-03,665
2019-03-04,675
2019-03-05,675
2019-03-06,674
2019-03-07,679
2019-03-08,680
2019-03-09,673
2019-03-10,668
2019-03-11,667
2019-03-12,670
2019-03-13,670
2019-03-14,678
2019-03-15,672
2019-03-16,675
2019-03-17,673
2019-03-18,671
2019-03-19,671
2019-03-20,670
2019-03-21,661
2019-03-22,682
2019-03-23,680
2019-03-24,690
2019-03-25,682
2019-03-26,681
2019-03-27,689
2019-03-28,695
2019-03-29,686
2019-03-30,685
2019-03-31,680
2019-04-01,672
2019-04-02,670
2019-04-03,676
2019-04-04,674
2019-04-05,675
2019-04-06,676
2019-04-07,678
2019-04-08,675
2019-04-09,669
2019-04-10,678
2019-04-11,686
2019-04-12,685
2019-04-13,659
2019-04-14,669
2019-04-15,671
2019-04-16,677
2019-04-17,695
2019-04-18,692
2019-04-19,682
2019-04-20,684
2019-04-21,678
2019-04-22,681
2019-04-23,680
2019-04-24,688
2019-04-25,690
2019-04-26,689
2019-04-27,717
2019-04-28,703
2019-04-29,685
2019-04-30,688
2019-05-01,684
2019-05-02,685
2019-05-03,689
2019-05-04,687
2019-05-05,696
2019-05-06,698
2019-05-07,685
2019-05-08,689
2019-05-09,693
2019-05-10,696
2019-05-11,680
2019-05-12,678
2019-05-13,681
2019-05-14,679
2019-05-15,681
2019-05-16,674
2019-05-17,668
2019-05-18,666
2019-05-19,674
2019-05-20,675
2019-05-21,678
2019-05-22,688
2019-05-23,686
2019-05-24,684
2019-05-25,671
2019-05-26,654
2019-05-27,666
2019-05-28,660
2019-05-29,652
2019-05-30,654
2019-05-31,655
2019-06-01,649
2019-06-02,649
2019-06-03,644
2019-06-04,661
2019-06-05,673
2019-06-06,675
2019-06-07,678
2019-06-08,685
2019-06-09,673
2019-06-10,657
2019-06-11,644
2019-06-12,662
2019-06-13,659
2019-06-14,669
2019-06-15,690
2019-06-16,683
2019-06-17,672
2019-06-18,667
2019-06-19,673
2019-06-20,689
2019-06-21,676
2019-06-22,682
2019-06-23,666
2019-06-24,647
2019-06-25,632
2019-06-26,636
2019-06-27,639
2019-06-28,653
2019-06-29,639
2019-06-30,647
2019-07-01,661
2019-07-02,674
2019-07-03,686
2019-07-04,703
2019-07-05,697
2019-07-06,692
2019-07-07,685
2019-07-08,677
2019-07-09,677
2019-07-10,680
2019-07-11,681
2019-07-12,666
2019-07-13,650
2019-07-14,641
2019-07-15,651
2019-07-16,665
2019-07-17,671
2019-07-18,668
2019-07-19,662
2019-07-20,661
2019-07-21,652
2019-07-22,648
2019-07-23,634
2019-07-24,638
2019-07-25,649
2019-07-26,656
2019-07-27,644
2019-07-28,632
2019-07-29,623
2019-07-30,632
2019-07-31,616
2019-08-01,607
2019-08-02,607
2019-08-03,603
2019-08-04,608
2019-08-05,615
2019-08-06,619
2019-08-07,624
2019-08-08,620
2019-08-09,615
2019-08-10,610
2019-08-11,622
2019-08-12,634
2019-08-13,631
2019-08-14,638
2019-08-15,638
2019-08-16,649
2019-08-17,639
2019-08-18,638
2019-08-19,648
2019-08-20,642
2019-08-21,640
2019-08-22,630
2019-08-23,624
2019-08-24,633
2019-08-24,633
2019-08-25,636
2019-08-25,636
2019-08-26,630
2019-08-26,630
2019-08-27,630
2019-08-27,630
2019-08-28,628
2019-08-29,633
