date_obj,Ancient%20page%202 price
2017-12-22,128492
2017-12-23,127428
2017-12-24,127428
2017-12-25,125293
2017-12-26,127087
2017-12-27,131125
2017-12-28,131125
2017-12-29,129931
2017-12-30,127302
2017-12-31,127302
2018-01-01,124442
2018-01-02,124442
2018-01-03,125532
2018-01-04,125532
2018-01-05,130001
2018-01-06,135423
2018-01-07,138269
2018-01-08,138269
2018-01-09,141728
2018-01-10,141728
2018-01-11,144724
2018-01-12,144724
2018-01-13,144057
2018-01-14,143006
2018-01-15,142495
2018-01-16,148246
2018-01-17,150496
2018-01-18,147149
2018-01-19,147149
2018-01-20,143087
2018-01-21,143087
2018-01-22,140150
2018-01-23,138341
2018-01-24,133246
2018-01-25,129926
2018-01-26,128724
2018-01-27,124915
2018-01-28,122479
2018-01-29,117508
2018-01-30,114231
2018-01-31,113185
2018-02-01,111759
2018-02-02,108546
2018-02-03,105204
2018-02-04,104087
2018-02-05,100307
2018-02-06,98729
2018-02-07,100338
2018-02-08,100338
2018-02-09,98914
2018-02-10,94239
2018-02-11,92295
2018-02-12,94192
2018-02-13,95253
2018-02-14,97088
2018-02-15,101093
2018-02-16,103072
2018-02-17,105625
2018-02-18,110832
2018-02-19,116374
2018-02-20,121825
2018-02-21,127443
2018-02-22,123359
2018-02-23,118939
2018-02-24,117449
2018-02-25,112977
2018-02-26,111924
2018-02-27,107721
2018-02-28,103595
2018-03-01,99215
2018-03-02,100140
2018-03-03,101844
2018-03-04,101844
2018-03-05,106593
2018-03-06,108090
2018-03-07,111876
2018-03-08,113602
2018-03-09,113466
2018-03-10,111004
2018-03-11,111544
2018-03-12,112717
2018-03-13,109501
2018-03-14,105508
2018-03-15,102336
2018-03-16,100887
2018-03-17,101976
2018-03-18,101324
2018-03-19,100964
2018-03-20,99343
2018-03-21,98467
2018-03-22,96388
2018-03-23,94966
2018-03-24,96381
2018-03-25,98376
2018-03-26,98571
2018-03-27,99827
2018-03-28,98947
2018-03-29,101668
2018-03-30,101582
2018-03-31,105489
2018-04-01,110150
2018-04-02,112850
2018-04-03,112594
2018-04-04,107209
2018-04-05,107209
2018-04-06,104051
2018-04-07,103852
2018-04-08,102067
2018-04-09,101973
2018-04-10,100369
2018-04-11,99340
2018-04-12,98501
2018-04-13,98580
2018-04-14,97495
2018-04-15,96900
2018-04-16,98058
2018-04-17,98721
2018-04-18,98355
2018-04-19,98978
2018-04-20,99692
2018-04-21,98301
2018-04-22,98209
2018-04-23,98262
2018-04-24,97451
2018-04-25,96977
2018-04-26,96977
2018-04-27,96974
2018-04-28,95596
2018-04-29,95877
2018-04-30,95418
2018-05-01,96889
2018-05-02,95904
2018-05-03,95522
2018-05-04,94284
2018-05-05,93525
2018-05-06,93525
2018-05-07,93003
2018-05-08,90049
2018-05-09,87780
2018-05-10,85738
2018-05-11,86238
2018-05-12,87876
2018-05-13,90094
2018-05-14,92348
2018-05-15,93795
2018-05-16,96169
2018-05-17,100893
2018-05-18,103731
2018-05-19,107000
2018-05-20,106970
2018-05-21,105064
2018-05-22,105064
2018-05-23,103384
2018-05-24,101645
2018-05-25,102592
2018-05-26,102008
2018-05-27,102251
2018-05-28,104742
2018-05-29,109303
2018-05-30,111913
2018-05-31,112431
2018-06-01,116277
2018-06-02,116380
2018-06-03,116315
2018-06-04,114326
2018-06-05,113442
2018-06-06,109085
2018-06-07,105459
2018-06-08,102421
2018-06-09,98867
2018-06-10,98118
2018-06-11,99335
2018-06-12,97015
2018-06-13,95715
2018-06-14,97465
2018-06-15,97663
2018-06-16,98088
2018-06-17,98274
2018-06-18,100921
2018-06-19,101708
2018-06-20,101708
2018-06-21,106436
2018-06-22,110784
2018-06-23,115099
2018-06-24,117083
2018-06-25,119729
2018-06-26,117469
2018-06-27,118246
2018-06-28,119591
2018-06-29,117112
2018-06-30,116698
2018-07-01,112834
2018-07-02,108507
2018-07-03,109318
2018-07-04,109279
2018-07-05,111872
2018-07-06,114475
2018-07-07,117381
2018-07-08,118607
2018-07-09,121761
2018-07-10,122907
2018-07-11,127963
2018-07-12,127672
2018-07-13,128187
2018-07-14,131223
2018-07-15,137218
2018-07-16,142804
2018-07-17,149398
2018-07-18,156529
2018-07-19,164253
2018-07-20,171368
2018-07-21,174317
2018-07-22,177317
2018-07-23,179009
2018-07-24,179953
2018-07-25,180185
2018-07-26,181886
2018-07-27,182107
2018-07-28,177266
2018-07-29,170627
2018-07-30,168926
2018-07-31,162827
2018-08-01,157332
2018-08-02,151900
2018-08-03,146469
2018-08-04,142053
2018-08-05,139850
2018-08-06,134792
2018-08-07,135974
2018-08-08,140272
2018-08-09,144405
2018-08-10,148753
2018-08-11,152993
2018-08-12,155679
2018-08-14,153703
2018-08-16,154098
2018-08-17,156417
2018-08-18,152785
2018-08-19,147596
2018-08-20,146463
2018-08-21,147658
2018-08-22,152590
2018-08-23,157417
2018-08-24,164136
2018-08-25,169243
2018-08-26,174068
2018-08-27,175636
2018-08-28,182042
2018-08-29,188414
2018-08-30,188202
2018-08-31,191151
2018-09-01,187214
2018-09-02,182948
2018-09-03,179024
2018-09-04,172056
2018-09-05,168502
2018-09-06,168502
2018-09-07,163984
2018-09-08,160266
2018-09-09,155189
2018-09-10,149162
2018-09-11,148135
2018-09-12,150014
2018-09-13,151997
2018-09-14,154277
2018-09-15,155034
2018-09-16,159038
2018-09-17,165541
2018-09-18,171704
2018-09-19,176133
2018-09-20,174305
2018-09-21,176063
2018-09-22,170760
2018-09-23,167064
2018-09-24,169278
2018-09-25,165126
2018-09-26,162401
2018-09-27,160902
2018-09-28,155649
2018-09-29,153263
2018-09-30,151799
2018-10-01,147797
2018-10-02,146499
2018-10-03,141950
2018-10-04,137150
2018-10-05,133209
2018-10-06,129877
2018-10-07,128188
2018-10-08,126821
2018-10-09,127187
2018-10-10,125516
2018-10-11,121419
2018-10-12,120296
2018-10-13,120459
2018-10-14,123063
2018-10-15,121257
2018-10-16,116551
2018-10-17,111791
2018-10-18,109634
2018-10-19,108949
2018-10-20,113775
2018-10-21,116031
2018-10-22,119276
2018-10-23,121282
2018-10-24,125363
2018-10-25,127923
2018-10-26,125230
2018-10-27,127165
2018-10-28,122777
2018-10-29,118839
2018-10-30,118825
2018-10-31,115895
2018-11-01,115307
2018-11-03,115425
2018-11-04,111777
2018-11-05,109502
2018-11-06,110830
2018-11-07,110221
2018-11-08,111610
2018-11-09,113060
2018-11-10,115860
2018-11-11,117808
2018-11-12,123412
2018-11-13,128946
2018-11-14,131730
2018-11-15,135898
2018-11-16,134996
2018-11-17,139604
2018-11-18,141965
2018-11-19,143211
2018-11-20,140585
2018-11-21,135947
2018-11-22,132734
2018-11-23,130803
2018-11-24,126951
2018-11-25,124265
2018-11-26,126657
2018-11-27,127063
2018-11-28,125186
2018-11-29,123683
2018-12-01,115756
2018-12-02,113129
2018-12-03,113580
2018-12-04,111752
2018-12-05,114260
2018-12-07,115298
2018-12-09,119635
2018-12-10,121581
2018-12-11,124019
2018-12-12,128025
2018-12-13,129289
2018-12-14,131641
2018-12-15,133435
2018-12-16,136290
2018-12-17,141557
2018-12-18,145268
2018-12-19,151454
2018-12-20,156761
2018-12-21,148922
2018-12-22,141888
2018-12-23,136898
2018-12-24,132132
2018-12-25,129437
2018-12-26,127561
2018-12-27,128273
2018-12-28,126493
2018-12-29,125403
2018-12-30,123822
2018-12-31,124344
2019-01-01,125231
2019-01-02,125581
2019-01-03,124271
2019-01-04,122816
2019-01-05,119596
2019-01-06,117993
2019-01-08,117706
2019-01-10,111539
2019-01-11,108941
2019-01-12,106795
2019-01-13,104970
2019-01-14,103132
2019-01-15,102637
2019-01-16,103073
2019-01-17,102518
2019-01-18,101762
2019-01-19,101271
2019-01-20,102461
2019-01-21,103171
2019-01-22,105971
2019-01-23,110628
2019-01-24,114497
2019-01-25,118788
2019-01-26,122113
2019-01-27,125389
2019-01-28,130475
2019-01-29,135916
2019-01-30,138564
2019-01-31,142733
2019-02-01,138941
2019-02-02,134338
2019-02-03,134607
2019-02-04,135006
2019-02-05,138451
2019-02-06,140674
2019-02-07,141374
2019-02-08,140671
2019-02-09,135433
2019-02-10,134279
2019-02-11,133867
2019-02-12,133899
2019-02-13,133198
2019-02-14,131244
2019-02-15,128305
2019-02-16,124552
2019-02-17,120525
2019-02-18,119120
2019-02-19,116037
2019-02-20,115313
2019-02-21,116268
2019-02-22,115500
2019-02-23,114895
2019-02-24,116680
2019-02-25,118936
2019-02-26,121918
2019-02-27,122675
2019-02-28,119711
2019-03-01,122990
2019-03-02,122220
2019-03-03,122286
2019-03-04,123175
2019-03-05,123218
2019-03-06,123599
2019-03-07,123153
2019-03-08,126325
2019-03-09,126208
2019-03-10,126210
2019-03-11,128904
2019-03-12,132988
2019-03-13,131298
2019-03-14,131652
2019-03-15,137488
2019-03-16,137667
2019-03-17,135145
2019-03-18,131806
