date_obj,Ancient%20page%202 price
2015-03-26,45985
2015-03-27,45985
2015-03-28,47296
2015-03-29,47296
2015-03-30,48753
2015-03-31,48753
2015-04-01,50572
2015-04-02,50572
2015-04-03,52915
2015-04-04,52915
2015-04-05,54507
2015-04-06,54507
2015-04-07,56204
2015-04-08,56204
2015-04-09,56204
2015-04-10,58637
2015-04-11,58637
2015-04-12,61202
2015-04-13,61202
2015-04-14,61688
2015-04-15,61688
2015-04-16,60957
2015-04-17,60957
2015-04-18,59057
2015-04-19,59057
2015-04-20,58335
2015-04-21,58335
2015-04-22,58335
2015-04-23,57141
2015-04-24,57141
2015-04-25,57141
2015-04-26,54627
2015-04-27,54627
2015-04-28,52580
2015-04-29,52580
2015-04-30,52580
2015-05-01,52016
2015-05-02,52016
2015-05-03,49852
2015-05-04,49852
2015-05-05,47940
2015-05-06,47940
2015-05-07,45765
2015-05-08,45765
2015-05-09,43476
2015-05-10,43476
2015-05-11,41302
2015-05-12,41302
2015-05-13,39468
2015-05-14,39468
2015-05-15,37793
2015-05-16,37793
2015-05-17,36429
2015-05-18,36429
2015-05-19,35117
2015-05-20,35117
2015-05-21,35117
2015-05-22,35332
2015-05-23,35332
2015-05-24,35500
2015-05-25,35500
2015-05-26,35535
2015-05-27,35535
2015-05-28,36788
2015-05-29,38221
2015-05-30,39761
2015-05-31,39761
2015-06-01,41619
2015-06-02,41619
2015-06-03,43700
2015-06-04,43700
2015-06-05,45750
2015-06-06,47058
2015-06-07,47058
2015-06-08,48956
2015-06-09,50569
2015-06-10,52021
2015-06-11,52021
2015-06-12,52429
2015-06-13,52999
2015-06-14,52999
2015-06-15,53782
2015-06-16,53782
2015-06-17,55134
2015-06-18,56917
2015-06-19,56917
2015-06-20,59083
2015-06-21,59083
2015-06-22,61328
2015-06-23,61328
2015-06-24,62364
2015-06-25,62364
2015-06-26,63323
2015-06-27,63323
2015-06-28,65098
2015-06-29,65098
2015-06-30,67936
2015-07-01,67936
2015-07-02,70141
2015-07-03,72807
2015-07-04,72807
2015-07-05,73026
2015-07-06,73026
2015-07-07,75150
2015-07-08,75150
2015-07-09,73699
2015-07-10,71738
2015-07-11,71738
2015-07-12,70389
2015-07-13,70389
2015-07-14,68707
2015-07-15,68707
2015-07-16,65507
2015-07-17,65507
2015-07-18,62518
2015-07-19,62518
2015-07-20,61939
2015-07-21,61939
2015-07-22,59565
2015-07-23,59565
2015-07-24,57741
2015-07-25,57741
2015-07-26,55202
2015-07-27,55202
2015-07-28,53757
2015-07-29,51393
2015-07-30,51393
2015-07-31,51008
2015-08-01,51008
2015-08-02,51827
2015-08-03,51827
2015-08-04,53923
2015-08-05,53923
2015-08-06,54119
2015-08-07,54119
2015-08-08,52532
2015-08-09,52532
2015-08-10,50417
2015-08-11,50417
2015-08-12,48052
2015-08-13,48052
2015-08-14,47538
2015-08-15,47538
2015-08-16,46021
2015-08-17,46021
2015-08-18,44270
2015-08-19,44270
2015-08-20,42137
2015-08-21,40470
2015-08-22,40470
2015-08-23,39197
2015-08-24,39197
2015-08-25,38419
2015-08-26,38419
2015-08-27,40187
2015-08-28,40187
2015-08-29,41231
2015-08-30,41231
2015-08-31,40797
2015-09-01,40797
2015-09-02,39676
2015-09-03,39676
2015-09-04,39792
2015-09-05,39792
2015-09-06,39792
2015-09-07,41300
2015-09-08,41300
2015-09-09,42769
2015-09-10,42769
2015-09-11,44835
2015-09-12,44835
2015-09-13,47031
2015-09-14,47031
2015-09-15,48417
2015-09-16,48417
2015-09-17,48116
2015-09-18,48116
2015-09-19,48664
2015-09-20,48664
2015-09-21,48480
2015-09-22,48480
2015-09-23,48640
2015-09-24,48640
2015-09-25,48640
2015-09-27,48170
2015-09-28,46971
2015-09-29,46971
2015-09-30,44746
2015-10-05,41983
2015-10-06,40795
2015-10-07,40795
2015-10-08,42484
2015-10-09,42484
2015-10-10,44597
2015-10-11,45551
2015-10-12,45551
2015-10-13,45317
2015-10-14,45317
2015-10-15,46769
2015-10-16,46769
2015-10-17,46564
2015-10-18,46564
2015-10-19,45501
2015-10-20,45501
2015-10-22,43690
2015-10-23,42646
2015-10-24,42646
2015-10-25,42875
2015-10-26,42875
2015-10-27,43304
2015-10-28,43304
2015-10-29,44299
2015-10-30,44299
2015-10-31,45991
2015-11-01,45991
2015-11-02,45991
2015-11-03,44566
2015-11-04,44566
2015-11-05,42548
2015-11-06,42548
2015-11-07,40632
2015-11-08,40632
2015-11-09,40632
2015-11-10,40099
2015-11-11,40099
2015-11-12,40808
2015-11-13,40808
2015-11-14,40808
2015-11-15,40403
2015-11-16,40403
2015-11-17,40403
2015-11-18,41629
2015-11-19,41629
2015-11-20,43090
2015-11-21,43090
2015-11-22,44782
2015-11-23,44782
2015-11-24,44782
2015-11-25,46975
2015-11-26,46975
2015-11-27,49063
2015-11-28,49063
2015-11-29,49786
2015-11-30,49786
2015-12-01,52051
2015-12-02,52051
2015-12-03,54389
2015-12-04,54389
2015-12-05,56315
2015-12-06,58969
2015-12-07,58969
2015-12-08,58172
2015-12-09,57482
2015-12-10,57482
2015-12-11,56572
2015-12-12,56572
2015-12-13,59019
2015-12-14,59019
2015-12-15,61550
2015-12-16,61550
2015-12-17,63767
2015-12-18,66779
2015-12-19,66779
2015-12-20,69517
2015-12-21,69517
2015-12-22,69919
2015-12-23,69919
2015-12-24,70053
2015-12-25,70053
2015-12-26,71359
2015-12-27,71909
2015-12-28,71909
2015-12-29,70795
2015-12-30,70559
2015-12-31,70559
2016-01-01,69773
2016-01-02,69773
2016-01-03,70397
2016-01-04,67535
2016-01-05,67535
2016-01-06,64781
2016-01-07,64781
2016-01-08,63315
2016-01-09,63315
2016-01-10,61904
2016-01-11,61904
2016-01-12,63674
2016-01-13,63674
2016-01-14,66708
2016-01-15,66708
2016-01-16,65743
2016-01-17,65743
2016-01-18,62604
2016-01-19,62604
2016-01-20,60126
2016-01-21,60126
2016-01-22,57201
2016-01-23,57201
2016-01-24,54340
2016-01-25,51633
2016-01-26,51633
2016-01-27,49051
2016-01-28,49051
2016-01-29,46598
2016-01-30,46598
2016-01-31,44317
2016-02-01,42555
2016-02-02,42555
2016-02-03,41392
2016-02-04,41392
2016-02-05,41297
2016-02-06,40910
2016-02-07,40910
2016-02-08,40124
2016-02-09,40124
2016-02-10,38559
2016-02-11,38559
2016-02-12,38780
2016-02-13,39012
2016-02-14,39012
2016-02-15,38847
2016-02-16,38847
2016-02-17,38136
2016-02-18,38136
2016-02-19,38516
2016-02-20,38516
2016-02-21,40097
2016-02-22,40097
2016-02-23,42089
2016-02-24,42089
2016-02-25,44194
2016-02-26,44194
2016-02-27,45527
2016-02-28,45527
2016-02-29,45348
2016-03-01,45348
2016-03-02,46848
2016-03-03,49155
2016-03-04,51613
2016-03-05,54194
2016-03-06,56904
2016-03-07,56904
2016-03-08,59750
2016-03-09,62439
2016-03-10,65545
2016-03-11,65545
2016-03-12,68810
2016-03-13,68810
2016-03-14,71272
2016-03-15,73158
2016-03-16,75071
2016-03-17,75071
2016-03-18,78300
2016-03-19,81963
2016-03-20,85840
2016-03-21,85840
2016-03-22,90009
2016-03-23,94498
2016-03-24,94498
2016-03-25,98918
2016-03-26,103864
2016-03-27,103864
2016-03-28,109029
2016-03-29,114379
2016-03-30,114379
2016-03-31,118689
2016-04-01,118689
2016-04-02,120530
2016-04-03,123286
2016-04-04,126381
2016-04-05,126381
2016-04-06,126558
2016-04-07,126558
2016-04-08,125330
2016-04-09,129604
2016-04-10,135524
2016-04-11,135524
2016-04-12,141380
2016-04-13,141380
2016-04-14,147495
2016-04-15,154120
2016-04-16,154120
2016-04-17,155464
2016-04-18,160490
2016-04-19,160490
2016-04-20,162687
2016-04-21,162687
2016-04-22,161298
2016-04-23,159910
2016-04-24,153765
2016-04-25,148292
2016-04-26,148292
2016-04-27,142789
2016-04-28,142789
2016-04-29,136882
2016-04-30,132293
2016-05-01,132293
2016-05-02,129881
2016-05-03,128459
2016-05-04,128459
2016-05-05,131640
2016-05-06,131640
2016-05-07,134444
2016-05-08,134444
2016-05-09,132872
2016-05-10,134286
2016-05-11,134286
2016-05-12,138990
2016-05-13,145869
2016-05-14,145869
2016-05-15,151584
2016-05-16,151584
2016-05-17,154416
2016-05-18,153177
2016-05-19,153177
2016-05-22,153975
2016-05-23,158355
2016-05-24,164337
2016-05-25,164337
2016-05-26,170806
2016-05-27,178697
2016-05-28,178697
2016-05-29,185999
2016-05-30,185999
2016-05-31,193563
2016-06-01,198895
2016-06-02,198895
2016-06-03,195524
2016-06-04,186709
2016-06-05,186709
2016-06-06,177480
2016-06-07,177480
2016-06-08,168606
2016-06-09,160175
2016-06-10,153021
2016-06-11,153021
2016-06-12,145483
2016-06-13,145483
2016-06-14,139226
2016-06-15,139226
2016-06-16,132380
2016-06-17,125765
2016-06-18,125765
2016-06-19,119668
2016-06-20,114219
2016-06-21,110043
2016-06-22,105422
2016-06-23,103097
2016-06-24,103097
2016-06-25,102505
2016-06-26,102505
2016-06-27,105206
2016-06-28,108092
2016-06-29,108092
2016-06-30,113128
2016-07-01,117724
2016-07-02,117724
2016-07-03,122451
2016-07-04,128574
2016-07-05,128574
2016-07-06,131018
2016-07-07,127675
2016-07-08,128620
2016-07-09,130301
2016-07-10,130098
2016-07-11,126970
2016-07-12,125358
2016-07-13,127932
2016-07-14,127664
2016-07-15,128492
2016-07-16,130117
2016-07-17,127224
2016-07-18,126567
2016-07-23,137550
2016-07-24,136169
2016-07-25,136169
2016-07-26,134169
2016-07-27,131845
2016-07-28,131845
2016-07-29,128999
2016-07-30,124607
2016-07-31,124607
2016-08-01,128429
2016-08-02,133627
2016-08-03,139443
2016-08-04,139443
2016-08-05,146333
2016-08-06,153383
2016-08-07,159438
2016-08-08,159438
2016-08-09,166870
2016-08-10,166870
2016-08-11,158618
2016-08-12,158618
2016-08-13,150687
2016-08-14,143780
2016-08-15,136915
2016-08-16,132880
2016-08-17,132880
2016-08-18,128061
2016-08-19,122909
2016-08-20,118931
2016-08-21,118931
2016-08-22,114171
2016-08-23,110372
2016-08-24,110372
2016-08-25,105486
2016-08-26,105486
2016-08-28,100211
2016-08-31,90700
2016-09-01,87193
2016-09-02,87193
2016-09-03,88466
2016-09-04,91614
2016-09-05,91614
2016-09-06,95079
2016-09-07,95079
2016-09-08,95079
2016-09-09,99152
2016-09-10,99152
2016-09-11,103812
2016-09-12,103812
2016-09-13,108942
2016-09-14,108942
2016-09-15,109379
2016-09-16,109379
2016-09-17,106987
2016-09-18,106987
2016-09-19,102534
2016-09-20,102534
2016-09-21,99044
2016-09-22,94935
2016-09-23,94935
2016-09-24,92714
2016-09-25,92714
2016-09-26,91202
2016-09-27,91202
2016-09-28,89409
2016-09-29,89409
2016-09-30,91884
2016-10-01,91884
2016-10-02,90251
2016-10-03,90251
2016-10-04,90431
2016-10-05,90431
2016-10-06,89215
2016-10-07,89215
2016-10-08,92286
2016-10-09,92286
2016-10-10,92286
2016-10-11,95471
2016-10-12,95471
2016-10-13,97911
2016-10-14,97911
2016-10-15,102269
2016-10-16,102269
2016-10-17,107002
2016-10-18,107002
2016-10-19,111291
2016-10-20,111291
2016-10-21,114105
2016-10-22,114105
2016-10-23,113240
2016-10-24,111776
2016-10-25,111776
2016-10-26,113140
2016-10-27,113140
2016-10-28,113140
2016-10-29,108978
2016-10-30,108978
2016-10-31,104118
2016-11-01,104118
2016-11-02,100043
2016-11-03,100043
2016-11-04,99276
2016-11-05,99276
2016-11-06,95483
2016-11-07,95483
2016-11-08,92311
2016-11-09,92311
2016-11-10,95048
2016-11-11,95048
2016-11-12,96681
2016-11-13,96681
2016-11-14,100707
2016-11-15,100707
2016-12-07,116688
2016-12-08,114807
2016-12-09,114807
2016-12-10,112239
2016-12-11,112239
2016-12-12,107795
2016-12-13,107795
2016-12-15,108606
2016-12-16,108365
2016-12-17,108216
2016-12-18,108216
2016-12-19,105130
2016-12-20,105158
2016-12-21,105107
2016-12-22,105107
2016-12-23,103591
2016-12-24,103591
2016-12-25,103559
2016-12-26,103559
2016-12-27,103538
2016-12-28,104781
2016-12-29,104781
2016-12-30,110021
2016-12-31,114508
2017-01-01,117081
2017-01-02,120303
2017-01-03,120303
2017-01-04,120733
2017-01-05,120733
2017-01-06,118286
2017-01-07,117840
2017-01-08,114810
2017-01-09,116589
2017-01-10,116589
2017-01-11,118340
2017-01-12,117343
2017-01-13,117343
2017-01-14,119530
2017-01-15,120946
2017-01-16,124684
2017-01-17,127626
2017-01-18,127118
2017-01-19,127118
2017-01-20,126459
2017-01-21,131891
2017-01-22,131891
2017-01-23,136181
2017-01-27,156454
2017-01-28,159300
2017-01-29,156009
2017-01-30,156009
2017-01-31,155117
2017-02-01,154724
2017-02-02,154724
2017-02-03,153871
2017-02-04,157941
2017-02-05,164277
2017-02-06,168681
2017-02-07,168681
2017-02-08,175824
2017-02-09,175824
2017-02-10,174200
2017-02-11,171503
2017-02-12,171503
2017-02-13,172284
2017-02-14,175543
2017-02-15,175543
2017-02-16,174200
2017-02-17,174200
2017-02-18,171703
2017-02-19,174626
2017-02-20,174626
2017-02-21,178668
2017-02-22,178668
2017-02-23,181864
2017-02-24,181864
2017-02-25,179358
2017-02-26,179358
2017-02-27,170494
2017-02-28,165312
2017-03-01,164630
2017-03-02,164772
2017-03-03,164772
2017-03-04,162885
2017-03-05,162885
2017-03-06,159065
2017-03-07,157047
2017-03-08,157047
2017-03-09,156857
2017-03-10,162608
2017-03-11,166805
2017-03-12,166805
2017-03-13,170086
2017-03-14,171555
2017-03-15,173484
2017-03-16,173484
2017-03-17,175510
2017-03-18,175510
2017-03-19,180484
2017-03-20,187842
2017-03-21,187135
2017-03-22,187135
2017-03-23,190453
2017-03-24,191762
2017-03-25,191762
2017-03-26,186983
2017-03-27,189260
2017-03-28,189260
2017-03-29,189985
2017-03-30,195042
2017-03-31,195013
2017-04-01,195013
2017-04-02,194455
2017-04-03,199888
2017-04-04,203403
2017-04-05,203403
2017-04-12,205188
2017-04-13,208158
2017-04-14,208158
2017-04-15,204204
2017-04-16,205227
2017-04-17,210274
2017-04-18,210274
2017-04-19,219392
2017-04-20,219392
2017-04-21,229864
2017-04-22,229864
2017-04-23,239514
2017-04-24,251490
2017-04-25,264065
2017-04-26,264065
2017-04-27,277269
2017-04-28,291000
2017-04-29,299504
2017-04-30,299504
2017-05-01,307913
2017-05-02,302494
2017-05-03,302494
2017-05-04,292174
2017-05-05,277565
2017-05-06,265084
2017-05-07,251829
2017-05-08,240256
2017-05-09,228243
2017-05-10,217659
2017-05-11,207902
2017-05-12,199281
2017-05-13,196239
2017-05-14,196239
2017-05-15,192410
2017-05-16,188398
2017-05-17,188398
2017-05-18,186952
2017-05-19,186952
2017-05-20,182494
2017-05-21,182494
2017-05-22,181351
2017-05-23,181351
2017-05-24,183921
2017-05-25,183921
2017-05-26,181205
2017-05-27,173959
2017-05-28,173959
2017-05-29,168487
2017-05-30,162697
2017-05-31,155345
2017-06-01,148523
2017-06-02,141643
2017-06-03,141643
2017-06-04,134560
2017-06-05,134560
2017-06-06,127877
2017-06-07,122060
2017-06-08,122060
2017-06-09,116528
2017-06-10,111033
2017-06-11,107955
2017-06-12,107955
2017-06-13,102787
2017-06-14,99043
2017-06-15,99043
2017-06-16,99252
2017-06-17,99252
2017-06-18,99499
2017-06-19,99499
2017-06-20,104115
2017-06-21,108614
2017-06-22,108614
2017-06-23,114045
2017-06-24,119524
2017-06-25,125166
2017-06-26,131388
2017-06-27,137958
2017-06-28,137958
2017-06-29,143561
2017-06-30,143561
2017-07-01,149432
2017-07-02,149432
2017-07-03,155645
2017-07-04,155645
2017-07-05,163428
2017-07-06,171575
2017-07-07,171575
2017-07-08,176965
2017-07-09,177174
2017-07-13,184199
2017-07-14,175562
2017-07-15,175562
2017-07-16,166919
2017-07-17,158789
2017-07-18,158789
2017-07-19,150949
2017-07-20,144495
2017-07-21,138618
2017-07-22,133026
2017-07-23,129787
2017-07-24,129787
2017-07-25,128314
2017-07-26,124778
2017-07-27,125033
2017-07-28,125033
2017-07-29,131279
2017-07-30,137843
2017-07-31,137843
2017-08-01,144666
2017-08-02,151826
2017-08-03,151826
2017-08-04,150710
2017-08-05,148218
2017-08-06,148218
2017-08-07,145076
2017-08-08,145076
2017-08-09,140316
2017-08-10,137722
2017-08-11,137722
2017-08-12,136968
2017-08-13,136968
2017-08-14,138160
2017-08-15,134011
2017-08-16,134011
2017-08-17,132690
2017-08-18,132690
2017-08-19,133103
2017-08-20,133323
2017-08-21,133323
2017-08-22,134267
2017-08-23,134267
2017-08-24,129460
2017-08-25,129460
2017-08-26,123327
2017-08-27,123327
2017-08-28,118800
2017-08-29,118800
2017-08-30,116859
2017-08-31,116859
2017-09-01,115260
2017-09-02,111705
2017-09-03,111705
2017-09-04,114363
2017-09-05,116598
2017-09-06,116598
2017-09-07,122157
2017-09-08,122157
2017-09-09,127604
2017-09-10,133039
2017-09-11,133039
2017-09-12,138368
2017-09-13,143919
2017-09-14,142466
2017-09-15,142466
2017-09-16,137249
2017-09-17,131011
2017-09-18,131011
2017-09-19,124931
2017-09-20,119321
2017-09-22,114688
2017-09-23,114688
2017-09-24,115654
2017-09-25,117812
2017-09-26,117812
2017-09-27,119840
2017-09-28,119840
2017-09-29,124653
2017-09-30,124653
2017-10-01,119163
2017-10-02,113226
2017-10-03,113226
2017-10-04,110926
2017-10-05,110926
2017-10-06,115215
2017-10-07,118728
2017-10-08,118728
2017-10-09,121332
2017-10-10,126384
2017-10-11,126384
2017-10-12,127893
2017-10-13,126606
2017-10-14,121295
2017-10-15,121295
2017-10-16,117555
2017-10-17,117555
2017-10-18,114518
2017-10-19,114518
2017-10-20,116036
2017-10-21,116036
2017-10-22,113671
2017-10-23,113671
2017-10-24,114825
2017-10-25,112215
2017-10-26,112215
2017-10-27,113202
2017-10-28,113202
2017-10-29,110253
2017-10-30,110253
2017-10-31,107083
2017-11-01,107083
2017-11-02,110098
2017-11-03,110098
2017-11-04,108262
2017-11-05,108262
2017-11-06,109236
2017-11-07,109236
2017-11-08,109681
2017-11-09,108295
2017-11-10,108295
2017-11-11,107314
2017-11-12,106469
2017-11-13,106469
2017-11-14,103850
2017-11-15,103850
2017-11-16,104484
2017-11-17,104484
2017-11-18,101622
2017-11-19,99774
2017-11-20,99774
2017-11-21,99423
2017-11-22,99423
2017-11-23,99812
2017-11-24,99812
2017-11-25,98729
2017-11-26,99262
2017-11-27,99262
2017-11-28,101085
2017-11-29,101085
2017-11-30,103007
2017-12-01,101376
2017-12-02,101376
2017-12-03,103092
2017-12-04,103092
2017-12-05,103926
2017-12-06,103926
2017-12-07,106075
2017-12-08,106075
2017-12-09,107569
2017-12-10,112470
2017-12-11,112470
2017-12-12,115876
2017-12-13,115876
2017-12-14,117554
2017-12-15,119934
2017-12-16,119934
2017-12-17,119854
2017-12-18,123543
2017-12-19,123543
2017-12-20,126845
2017-12-21,128492
