date_obj,Mystic%20hat%20(light) price
2015-12-27,9246
2015-12-28,9191
2015-12-29,9181
2015-12-30,9181
2015-12-31,9066
2016-01-01,9066
2016-01-02,9220
2016-01-03,9220
2016-01-04,9273
2016-01-05,9273
2016-01-06,9205
2016-01-07,9205
2016-01-08,9201
2016-01-09,9201
2016-01-10,9067
2016-01-11,9067
2016-01-12,9084
2016-01-13,9084
2016-01-14,8970
2016-01-15,8970
2016-01-16,8986
2016-01-17,8986
2016-01-18,9033
2016-01-19,9033
2016-01-20,9129
2016-01-21,9129
2016-01-22,9151
2016-01-23,9151
2016-01-24,9043
2016-01-25,9043
2016-01-26,8840
2016-01-27,8840
2016-01-28,8776
2016-01-29,9149
2016-01-30,9149
2016-01-31,9357
2016-02-01,9357
2016-02-02,9604
2016-02-03,9604
2016-02-04,9582
2016-02-05,9582
2016-02-06,9231
2016-02-07,9231
2016-02-08,9231
2016-02-09,9252
2016-02-10,9252
2016-02-11,9109
2016-02-12,9109
2016-02-13,9219
2016-02-14,9219
2016-02-15,9311
2016-02-16,9311
2016-02-17,9311
2016-02-18,9311
2016-02-19,9164
2016-02-20,9164
2016-02-21,8972
2016-02-22,8972
2016-02-23,8972
2016-02-24,9316
2016-02-25,9316
2016-02-26,9293
2016-02-27,9293
2016-02-28,9182
2016-02-29,9182
2016-03-01,9137
2016-03-02,9137
2016-03-03,8983
2016-03-04,8983
2016-03-05,8936
2016-03-06,8936
2016-03-07,8762
2016-03-08,8762
2016-03-09,8740
2016-03-10,8740
2016-03-11,8807
2016-03-12,8807
2016-03-13,8700
2016-03-14,8700
2016-03-15,8745
2016-03-16,8745
2016-03-17,8750
2016-03-18,8750
2016-03-19,8826
2016-03-20,8826
2016-03-21,8892
2016-03-22,8892
2016-03-23,8887
2016-03-24,8887
2016-03-25,8939
2016-03-26,8939
2016-03-27,9003
2016-03-28,9031
2016-03-29,9031
2016-03-30,8906
2016-03-31,8906
2016-04-01,9092
2016-04-02,9092
2016-04-03,9074
2016-04-04,9074
2016-04-05,9276
2016-04-06,9276
2016-04-07,9506
2016-04-08,9506
2016-04-09,9340
2016-04-10,9340
2016-04-11,9293
2016-04-12,9293
2016-04-13,9074
2016-04-14,9074
2016-04-15,9082
2016-04-16,9082
2016-04-17,9186
2016-04-18,9186
2016-04-19,9183
2016-04-20,9183
2016-04-21,9001
2016-04-22,9001
2016-04-23,9224
2016-04-24,9224
2016-04-25,9254
2016-04-26,9254
2016-04-27,9187
2016-04-28,9187
2016-04-29,9594
2016-04-30,9594
2016-05-01,10074
2016-05-02,10074
2016-05-03,10295
2016-05-04,10295
2016-05-05,10113
2016-05-06,10113
2016-05-07,9692
2016-05-08,9692
2016-05-09,9504
2016-05-10,9504
2016-05-11,9225
2016-05-12,9225
2016-05-13,9049
2016-05-14,9049
2016-05-15,9085
2016-05-16,9085
2016-05-17,9142
2016-05-18,9142
2016-05-19,9153
2016-05-22,9206
2016-05-23,9214
2016-05-24,9214
2016-05-25,9255
2016-05-26,9255
2016-05-27,9320
2016-05-28,9320
2016-05-29,9342
2016-05-30,9342
2016-05-31,9315
2016-06-01,9315
2016-06-02,9305
2016-06-03,9305
2016-06-04,9452
2016-06-05,9452
2016-06-06,9423
2016-06-07,9423
2016-06-08,9423
2016-06-09,9047
2016-06-10,9047
2016-06-11,8964
2016-06-12,8964
2016-06-13,8981
2016-06-14,8981
2016-06-15,9022
2016-06-16,9022
2016-06-17,9021
2016-06-18,9021
2016-06-19,9184
2016-06-20,9184
2016-06-21,8888
2016-06-22,8888
2016-06-23,8850
2016-06-24,8850
2016-06-25,8926
2016-06-26,8926
2016-06-27,8926
2016-06-28,8911
2016-06-29,8911
2016-06-30,8930
2016-07-01,8930
2016-07-02,9008
2016-07-03,9008
2016-07-04,8864
2016-07-05,8864
2016-07-06,9090
2016-07-07,9090
2016-07-08,9354
2016-07-09,9354
2016-07-10,9246
2016-07-11,9246
2016-07-12,9129
2016-07-13,9129
2016-07-14,9063
2016-07-15,9063
2016-07-16,9095
2016-07-17,9095
2016-07-18,9139
2016-07-23,8916
2016-07-24,8916
2016-07-25,8962
2016-07-26,8962
2016-07-27,8947
2016-07-28,8947
2016-07-29,8936
2016-07-30,8936
2016-07-31,8936
2016-08-01,8939
2016-08-02,8939
2016-08-03,8922
2016-08-04,8922
2016-08-05,8922
2016-08-06,9009
2016-08-07,9009
2016-08-08,8920
2016-08-09,8920
2016-08-10,8929
2016-08-11,8929
2016-08-12,8929
2016-08-13,9086
2016-08-14,9086
2016-08-15,8989
2016-08-16,8989
2016-08-17,8989
2016-08-18,8943
2016-08-19,8943
2016-08-20,9130
2016-08-21,9130
2016-08-22,9130
2016-08-23,9077
2016-08-24,9077
2016-08-25,9077
2016-08-26,9032
2016-08-28,9108
2016-08-31,9050
2016-09-01,9050
2016-09-02,9050
2016-09-03,8944
2016-09-04,8944
2016-09-05,9031
2016-09-06,9031
2016-09-07,9031
2016-09-08,9018
2016-09-09,9018
2016-09-10,9018
2016-09-11,9281
2016-09-12,9281
2016-09-13,9281
2016-09-14,9208
2016-09-15,9208
2016-09-16,9208
2016-09-17,9604
2016-09-18,9604
2016-09-19,9604
2016-09-20,9705
2016-09-21,9705
2016-09-22,9705
2016-09-23,9549
2016-09-24,9549
2016-09-25,9549
2016-09-26,9549
2016-09-27,9234
2016-09-28,9234
2016-09-29,9234
2016-09-30,8965
2016-10-01,8965
2016-10-02,8965
2016-10-03,8947
2016-10-04,8947
2016-10-05,8947
2016-10-06,8930
2016-10-07,8930
2016-10-08,8908
2016-10-09,8908
2016-10-10,8908
2016-10-11,8885
2016-10-12,8885
2016-10-13,8885
2016-10-14,8980
2016-10-15,8980
2016-10-16,8980
2016-10-17,9043
2016-10-18,9043
2016-10-19,9043
2016-10-20,9288
2016-10-21,9288
2016-10-22,9288
2016-10-23,9214
2016-10-24,9214
2016-10-25,9214
2016-10-26,9022
2016-10-27,9022
2016-10-28,9022
2016-10-29,8976
2016-10-30,8976
2016-10-31,9042
2016-11-01,9042
2016-11-02,9042
2016-11-03,9248
2016-11-04,9248
2016-11-05,9422
2016-11-06,9422
2016-11-07,9308
2016-11-08,9308
2016-11-09,9357
2016-11-10,9357
2016-11-11,9357
2016-11-12,9279
2016-11-13,9279
2016-11-14,9279
2016-12-07,9064
2016-12-08,9127
2016-12-09,9127
2016-12-10,9292
2016-12-11,9292
2016-12-12,8986
2016-12-13,8986
2016-12-14,9009
2016-12-15,9009
2016-12-16,9009
2016-12-17,9278
2016-12-18,9278
2016-12-19,9278
2016-12-20,9533
2016-12-21,9533
2016-12-22,9646
2016-12-23,9646
2016-12-24,9559
2016-12-25,9559
2016-12-26,9452
2016-12-27,9452
2016-12-28,9558
2016-12-29,9558
2016-12-30,9611
2016-12-31,9611
2017-01-01,9697
2017-01-02,9921
2017-01-03,9921
2017-01-04,10056
2017-01-05,10056
2017-01-06,9812
2017-01-07,9812
2017-01-08,9726
2017-01-09,9726
2017-01-10,9604
2017-01-11,9604
2017-01-12,9618
2017-01-13,9618
2017-01-14,9569
2017-01-15,9317
2017-01-16,9317
2017-01-17,9181
2017-01-18,9181
2017-01-19,9046
2017-01-20,9046
2017-01-21,9155
2017-01-22,9155
2017-01-27,9045
2017-01-28,9045
2017-01-29,9011
2017-01-30,9011
2017-01-31,9269
2017-02-01,9507
2017-02-02,9507
2017-02-03,9716
2017-02-04,9716
2017-02-05,9366
2017-02-06,9366
2017-02-07,9063
2017-02-08,9063
2017-02-09,8890
2017-02-10,8939
2017-02-11,8939
2017-02-12,8975
2017-02-13,8975
2017-02-14,8977
2017-02-15,8977
2017-02-16,8954
2017-02-18,8982
2017-02-19,8982
2017-02-20,9121
2017-02-21,9121
2017-02-22,9273
2017-02-23,9273
2017-02-24,9173
2017-02-25,9173
2017-02-26,9101
2017-02-27,9101
2017-02-28,9006
2017-03-01,9006
2017-03-02,9041
2017-03-03,9041
2017-03-04,9093
2017-03-05,9093
2017-03-06,9213
2017-03-07,9213
2017-03-08,9674
2017-03-09,9674
2017-03-10,10118
2017-03-11,10118
2017-03-12,10486
2017-03-13,10486
2017-03-14,10039
2017-03-15,10039
2017-03-16,9537
2017-03-17,9537
2017-03-18,9189
2017-03-19,9189
2017-03-20,9230
2017-03-21,9230
2017-03-22,9335
2017-03-23,9335
2017-03-24,9325
2017-03-25,9325
2017-03-26,9086
2017-03-27,9086
2017-03-28,9251
2017-03-29,9251
2017-03-30,8877
2017-03-31,8877
2017-04-01,8964
2017-04-02,8964
2017-04-03,9048
2017-04-04,9048
2017-04-12,9505
2017-04-13,9326
2017-04-14,9326
2017-04-15,9211
2017-04-16,9170
2017-04-17,9170
2017-04-18,9187
2017-04-19,9187
2017-04-20,9068
2017-04-21,9068
2017-04-22,9022
2017-04-23,9022
2017-04-24,8984
2017-04-25,8995
2017-04-26,8995
2017-04-27,8995
2017-04-28,9016
2017-04-29,9016
2017-04-30,9045
2017-05-01,9045
2017-05-02,9055
2017-05-03,9055
2017-05-04,9016
2017-05-05,9016
2017-05-06,9331
2017-05-07,9331
2017-05-08,9458
2017-05-09,9315
2017-05-10,9315
2017-05-11,9144
2017-05-12,9144
2017-05-13,9020
2017-05-14,9020
2017-05-15,9016
2017-05-16,9016
2017-05-17,9006
2017-05-18,9006
2017-05-19,9098
2017-05-20,9388
2017-05-21,9388
2017-05-22,9388
2017-05-23,9497
2017-05-24,9497
2017-05-25,9224
2017-05-26,9224
2017-05-27,9173
2017-05-28,9173
2017-05-29,9123
2017-05-30,9123
2017-05-31,8975
2017-06-01,8975
2017-06-02,8992
2017-06-03,8992
2017-06-06,9117
2017-06-07,9117
2017-06-08,9131
2017-06-09,9131
2017-06-10,8970
2017-06-11,8970
2017-06-12,8852
2017-06-13,8852
2017-06-14,8790
2017-06-15,8790
2017-06-16,8893
2017-06-17,8893
2017-06-18,8825
2017-06-19,8825
2017-06-20,8820
2017-06-21,8820
2017-06-22,8820
2017-06-23,8698
2017-06-24,8698
2017-06-25,8765
2017-06-26,8765
2017-06-27,8859
2017-06-28,8859
2017-06-29,8997
2017-06-30,8997
2017-07-01,9078
2017-07-02,9078
2017-07-03,9024
2017-07-04,9024
2017-07-05,8968
2017-07-06,8968
2017-07-07,9100
2017-07-08,9100
2017-07-13,9314
2017-07-14,9175
2017-07-15,9175
2017-07-16,9206
2017-07-17,9206
2017-07-18,9343
2017-07-19,9343
2017-07-20,9139
2017-07-21,9139
2017-07-22,9458
2017-07-23,9458
2017-07-24,9399
2017-07-25,9399
2017-07-26,9451
2017-07-27,9451
2017-07-28,9247
2017-07-29,9247
2017-07-30,9240
2017-07-31,9240
2017-08-01,9240
2017-08-02,9295
2017-08-03,9295
2017-08-04,9295
2017-08-05,9444
2017-08-06,9444
2017-08-09,9224
2017-08-10,9224
2017-08-11,9066
2017-08-12,9066
2017-08-13,8871
2017-08-14,8871
2017-08-15,8849
2017-08-16,8849
2017-08-17,8844
2017-08-18,8844
2017-08-19,8844
2017-08-20,9025
2017-08-22,8950
2017-08-23,8950
2017-08-24,8950
2017-08-25,9287
2017-08-26,9287
2017-08-27,9529
2017-08-28,9529
2017-08-29,9529
2017-08-30,9579
2017-08-31,9579
2017-09-01,9579
2017-09-02,9613
2017-09-03,9613
2017-09-04,9613
2017-09-05,9472
2017-09-06,9472
2017-09-07,9180
2017-09-08,9180
2017-09-09,9104
2017-09-10,9104
2017-09-11,8904
2017-09-12,8904
2017-09-13,8805
2017-09-14,8805
2017-09-15,8805
2017-09-16,8875
2017-09-17,8875
2017-09-19,8817
2017-09-20,8737
2017-09-21,8737
2017-09-22,8881
2017-09-23,8881
2017-09-24,9046
2017-09-25,9046
2017-09-26,9030
2017-09-27,9030
2017-09-28,8924
2017-09-29,8924
2017-09-30,8962
2017-10-01,8962
2017-10-02,8937
2017-10-03,8937
2017-10-04,8937
2017-10-05,8853
2017-10-06,8853
2017-10-07,8864
2017-10-08,8864
2017-10-09,8848
2017-10-10,8848
2017-10-11,8901
2017-10-12,8901
2017-10-13,8858
2017-10-14,8858
2017-10-15,8814
2017-10-16,8814
2017-10-17,8795
2017-10-18,8795
2017-10-19,8837
2017-10-20,8837
2017-10-21,8837
2017-10-22,8820
2017-10-23,8820
2017-10-24,8870
2017-10-25,8870
2017-10-26,8884
2017-10-27,8884
2017-10-28,8884
2017-10-29,8925
2017-10-30,8925
2017-10-31,8904
2017-11-01,8904
2017-11-02,8904
2017-11-03,8923
2017-11-04,8923
2017-11-05,8873
2017-11-06,8873
2017-11-07,8817
2017-11-08,8817
2017-11-09,8805
2017-11-10,8805
2017-11-11,8805
2017-11-12,8863
2017-11-13,8863
2017-11-14,8863
2017-11-15,8873
2017-11-16,8873
2017-11-17,8875
2017-11-18,8875
2017-11-19,8875
2017-11-20,8785
2017-11-21,8785
2017-11-22,8788
2017-11-23,9053
2017-11-24,9053
2017-11-25,9446
2017-11-26,9446
2017-11-27,9757
2017-11-28,9757
2017-11-29,9648
2017-11-30,9648
2017-12-01,9242
2017-12-02,9242
2017-12-03,9304
2017-12-04,9304
2017-12-05,9242
2017-12-06,9242
2017-12-07,9372
2017-12-08,9372
2017-12-09,9355
2017-12-10,9355
2017-12-11,9232
2017-12-12,9232
2017-12-14,9278
2017-12-15,9415
2017-12-17,9415
2017-12-18,9217
2017-12-19,9217
2017-12-20,9176
2017-12-21,9176
2017-12-22,9421
2017-12-23,9421
2017-12-24,9886
2017-12-25,9886
2017-12-26,9799
2017-12-27,9799
2017-12-28,9618
2017-12-29,9618
2017-12-30,9426
2017-12-31,9426
2018-01-01,9420
2018-01-02,9420
2018-01-03,9382
2018-01-04,9382
2018-01-05,9206
2018-01-06,9206
2018-01-07,9176
2018-01-08,9176
2018-01-09,9053
2018-01-10,9053
2018-01-11,8910
2018-01-12,8910
2018-01-13,8916
2018-01-14,8916
2018-01-15,8884
2018-01-16,8884
2018-01-17,8840
2018-01-18,8840
2018-01-19,8840
2018-01-20,8845
2018-01-21,8845
2018-01-22,8835
2018-01-23,8835
2018-01-25,8917
2018-01-26,8966
2018-01-27,9105
2018-01-28,9181
2018-01-29,9078
2018-01-31,9093
2018-02-01,9084
2018-02-02,9084
2018-02-03,8982
2018-02-04,8900
2018-02-05,8900
2018-02-06,8795
2018-02-07,8983
2018-02-08,8983
2018-02-09,9039
2018-02-10,9039
2018-02-11,9028
2018-02-12,8826
2018-02-13,8826
2018-02-14,8816
2018-02-15,8796
2018-02-16,8860
2018-02-17,8908
2018-02-18,9085
2018-02-19,9440
2018-02-20,9434
2018-02-21,9367
2018-02-22,9342
2018-02-23,9221
2018-02-24,9221
2018-02-25,9287
2018-02-26,9080
2018-02-27,8914
2018-03-01,8921
2018-03-02,9181
2018-03-03,9405
2018-03-04,9405
2018-03-05,9808
2018-03-06,10073
2018-03-07,10009
2018-03-08,10009
2018-03-09,9790
2018-03-10,9579
2018-03-11,9515
2018-03-12,9528
2018-03-13,9528
2018-03-14,9628
2018-03-15,9628
2018-03-16,9756
2018-03-17,9858
2018-03-18,9869
2018-03-19,9869
2018-03-20,9645
2018-03-21,9411
2018-03-23,9367
2018-03-24,9225
2018-03-26,9132
2018-03-27,9200
2018-03-28,9200
2018-03-29,9287
2018-03-30,9069
2018-03-31,9032
2018-04-01,8981
2018-04-02,9025
2018-04-03,8828
2018-04-04,8938
2018-04-05,8938
2018-04-06,8917
2018-04-07,8917
2018-04-08,9001
2018-04-09,9112
2018-04-10,9442
2018-04-11,9313
2018-04-12,8993
2018-04-13,8993
2018-04-14,8878
2018-04-15,9015
2018-04-16,9015
2018-04-17,8919
2018-04-18,8919
2018-04-19,8827
2018-04-20,8789
2018-04-21,9211
2018-04-22,9211
2018-04-23,9129
2018-04-24,9129
2018-04-25,9056
2018-04-26,9056
2018-04-27,8997
2018-04-28,9019
2018-04-29,9146
2018-04-30,9091
2018-05-01,8986
2018-05-04,9047
2018-05-05,9072
2018-05-06,9072
2018-05-07,9235
2018-05-08,9235
2018-05-09,9101
2018-05-10,8935
2018-05-11,8978
2018-05-12,9123
2018-05-13,9123
2018-05-14,9189
2018-05-15,9189
2018-05-16,9267
2018-05-17,9267
2018-05-18,9397
2018-05-19,9623
2018-05-20,9623
2018-05-21,9746
2018-05-22,9746
2018-05-23,9632
2018-05-24,9632
2018-05-25,9518
2018-05-26,9317
2018-05-27,9317
2018-05-28,9248
2018-05-29,9273
2018-05-30,9273
2018-05-31,9251
2018-06-01,9131
2018-06-02,9284
2018-06-03,9284
2018-06-04,9530
2018-06-05,9616
2018-06-06,9564
2018-06-07,9564
2018-06-08,9300
2018-06-09,9300
2018-06-10,9189
2018-06-11,9189
2018-06-12,8866
2018-06-13,8919
2018-06-14,8925
2018-06-15,8925
2018-06-16,9040
2018-06-17,9125
2018-06-18,9088
2018-06-19,9055
2018-06-20,9055
2018-06-21,9282
2018-06-22,9196
2018-06-23,9196
2018-06-24,9240
2018-06-25,9450
2018-06-26,9767
2018-06-27,9730
2018-06-28,9584
2018-06-29,9812
2018-06-30,9812
2018-07-01,10303
2018-07-02,10303
2018-07-03,10568
2018-07-04,10568
2018-07-05,10391
2018-07-06,10163
2018-07-07,10163
2018-07-08,9798
2018-07-09,9440
2018-07-10,9251
2018-07-11,9036
2018-07-12,9180
2018-07-13,9535
2018-07-14,9941
2018-07-15,9941
2018-07-16,10395
2018-07-17,10185
2018-07-18,10043
2018-07-19,10043
2018-07-20,9879
2018-07-21,9860
2018-07-22,9814
2018-07-23,9719
2018-07-24,9805
2018-07-25,9728
2018-07-26,9690
2018-07-27,9845
2018-07-28,10338
2018-07-29,10601
2018-07-30,10393
2018-07-31,10606
2018-08-01,10606
2018-08-02,11137
2018-08-03,11451
2018-08-04,11570
2018-08-05,11112
2018-08-06,10714
2018-08-07,10478
2018-08-08,10121
2018-08-09,10121
2018-08-10,9740
2018-08-11,9580
2018-08-12,9470
2018-08-14,9138
2018-08-16,9323
2018-08-17,9403
2018-08-18,9356
2018-08-19,9325
2018-08-20,9623
2018-08-21,10057
2018-08-22,10417
2018-08-23,10232
2018-08-24,10202
2018-08-25,9988
2018-08-26,9570
2018-08-27,9311
2018-08-28,9242
2018-08-29,9138
2018-08-30,8973
2018-08-31,8934
2018-09-01,9083
2018-09-02,9327
2018-09-03,9569
2018-09-04,9844
2018-09-05,9812
2018-09-06,9812
2018-09-07,9856
2018-09-08,10047
2018-09-09,10540
2018-09-10,11058
2018-09-11,11058
2018-09-12,11484
2018-09-13,11753
2018-09-14,11843
2018-09-15,11963
2018-09-16,11963
2018-09-17,11535
2018-09-18,11644
2018-09-19,12060
2018-09-20,12200
2018-09-21,12029
2018-09-22,11543
2018-09-23,10975
2018-09-24,10977
2018-09-25,10937
2018-09-26,10720
2018-09-27,10324
2018-09-28,10499
2018-09-29,10279
2018-09-30,10153
2018-10-02,9525
2018-10-03,9217
2018-10-04,9233
2018-10-05,9629
2018-10-06,9903
2018-10-07,9826
2018-10-08,10212
2018-10-09,10398
2018-10-10,10767
2018-10-11,10994
2018-10-12,10994
2018-10-13,10692
2018-10-14,10618
2018-10-15,11035
2018-10-16,11157
2018-10-17,11582
2018-10-18,11530
2018-10-19,11296
2018-10-20,11296
2018-10-21,11081
2018-10-22,10667
2018-10-23,10667
2018-10-24,10453
2018-10-25,10382
2018-10-26,10197
2018-10-27,10167
2018-10-28,9942
2018-10-29,9942
2018-10-30,9997
2018-10-31,9680
2018-11-01,9462
2018-11-03,9145
2018-11-04,9249
2018-11-05,9529
2018-11-06,9703
2018-11-07,9725
2018-11-08,9706
2018-11-09,9755
2018-11-10,10059
2018-11-11,10530
2018-11-12,10911
2018-11-13,10862
2018-11-15,10535
2018-11-16,10270
2018-11-17,10052
2018-11-18,10119
2018-11-19,10456
2018-11-20,10932
2018-11-21,11265
2018-11-22,11383
2018-11-23,11869
2018-11-24,12362
2018-11-25,12729
2018-11-26,12794
2018-11-27,13115
2018-11-28,13670
2018-11-29,13512
2018-12-01,13519
2018-12-02,13538
2018-12-03,13454
2018-12-04,13487
2018-12-05,13616
2018-12-07,12726
2018-12-09,12016
2018-12-10,11576
2018-12-11,11144
2018-12-12,10849
2018-12-13,10480
2018-12-14,10443
2018-12-15,10143
2018-12-16,9740
2018-12-17,9439
2018-12-18,9189
2018-12-19,9236
2018-12-20,9124
2018-12-21,9100
2018-12-22,9173
2018-12-23,9434
2018-12-24,9244
2018-12-25,8972
2018-12-26,8948
2018-12-27,8930
2018-12-28,8860
2018-12-29,8872
2018-12-30,8867
2018-12-31,9019
2019-01-01,8943
2019-01-02,8948
2019-01-03,9191
2019-01-04,9446
2019-01-05,9313
2019-01-06,9205
2019-01-08,8993
2019-01-10,9089
2019-01-11,8948
2019-01-12,8920
2019-01-13,9146
2019-01-14,9232
2019-01-15,9212
2019-01-16,9015
2019-01-17,8974
2019-01-18,8995
2019-01-19,9323
2019-01-20,9254
2019-01-21,9193
2019-01-22,9080
2019-01-23,8992
2019-01-24,9035
2019-01-25,8945
2019-01-26,8925
2019-01-27,8879
2019-01-28,8896
2019-01-29,8898
2019-01-30,8986
2019-01-31,8956
2019-02-01,8941
2019-02-02,8995
2019-02-03,8926
2019-02-04,9063
2019-02-05,9066
2019-02-06,8996
2019-02-07,9124
2019-02-08,9072
2019-02-09,9227
2019-02-10,9678
2019-02-11,10158
2019-02-12,10437
2019-02-13,10508
2019-02-14,10508
2019-02-15,10465
2019-02-16,10423
2019-02-17,10269
2019-02-18,10297
2019-02-19,9868
2019-02-20,9770
2019-02-21,9585
2019-02-22,9390
2019-02-23,9449
2019-02-24,9344
2019-02-25,9232
2019-02-26,9031
2019-02-27,8971
2019-02-28,8874
2019-03-01,8949
2019-03-02,9019
2019-03-03,9176
2019-03-04,9208
2019-03-05,9086
2019-03-06,9370
2019-03-07,9491
2019-03-08,9491
2019-03-09,9686
2019-03-10,9576
2019-03-11,9541
2019-03-12,9835
2019-03-13,10219
2019-03-14,10070
2019-03-15,9906
2019-03-16,9626
2019-03-17,9588
2019-03-18,9588
2019-03-19,9564
2019-03-20,9471
2019-03-21,9267
2019-03-22,9361
2019-03-23,9517
2019-03-24,9286
2019-03-25,9286
2019-03-26,9222
2019-03-27,9222
2019-03-28,9177
2019-03-29,9121
2019-03-30,9121
2019-03-31,9071
2019-04-01,8989
