date_obj,Insulated%20boots price
2015-03-26,696
2015-03-27,696
2015-03-28,681
2015-03-29,681
2015-03-30,681
2015-03-31,681
2015-04-01,681
2015-04-02,674
2015-04-03,674
2015-04-04,674
2015-04-05,674
2015-04-06,674
2015-04-07,641
2015-04-08,641
2015-04-09,641
2015-04-10,641
2015-04-11,641
2015-04-12,641
2015-04-13,610
2015-04-14,610
2015-04-15,610
2015-04-16,610
2015-04-17,610
2015-04-18,581
2015-04-19,581
2015-04-20,581
2015-04-21,581
2015-04-22,581
2015-04-23,581
2015-04-24,558
2015-04-25,558
2015-04-26,558
2015-04-27,558
2015-04-28,558
2015-04-29,558
2015-04-30,554
2015-05-01,554
2015-05-02,554
2015-05-03,554
2015-05-04,554
2015-05-05,554
2015-05-06,544
2015-05-07,544
2015-05-08,544
2015-05-09,544
2015-05-10,544
2015-05-11,544
2015-05-12,538
2015-05-13,538
2015-05-14,538
2015-05-15,538
2015-05-16,538
2015-05-17,527
2015-05-18,527
2015-05-19,527
2015-05-20,527
2015-05-21,527
2015-05-22,527
2015-05-23,527
2015-05-24,502
2015-05-25,502
2015-05-26,502
2015-05-27,502
2015-05-28,488
2015-05-29,488
2015-05-30,488
2015-05-31,488
2015-06-01,492
2015-06-02,492
2015-06-03,492
2015-06-04,492
2015-06-05,492
2015-06-06,506
2015-06-07,506
2015-06-08,506
2015-06-09,506
2015-06-10,511
2015-06-11,511
2015-06-12,511
2015-06-13,511
2015-06-14,511
2015-06-15,509
2015-06-16,509
2015-06-17,509
2015-06-18,509
2015-06-19,509
2015-06-20,507
2015-06-21,507
2015-06-22,507
2015-06-23,507
2015-06-24,507
2015-06-25,505
2015-06-26,505
2015-06-27,505
2015-06-28,505
2015-06-29,499
2015-06-30,499
2015-07-01,499
2015-07-02,499
2015-07-03,485
2015-07-04,485
2015-07-05,485
2015-07-06,485
2015-07-07,464
2015-07-08,464
2015-07-09,464
2015-07-10,464
2015-07-11,464
2015-07-12,448
2015-07-13,448
2015-07-14,448
2015-07-15,448
2015-07-16,448
2015-07-17,449
2015-07-18,449
2015-07-19,449
2015-07-20,449
2015-07-21,449
2015-07-22,451
2015-07-23,451
2015-07-24,451
2015-07-25,451
2015-07-26,451
2015-07-27,436
2015-07-28,436
2015-07-29,436
2015-07-30,436
2015-07-31,436
2015-08-01,435
2015-08-02,435
2015-08-03,435
2015-08-04,435
2015-08-05,432
2015-08-06,432
2015-08-07,432
2015-08-08,432
2015-08-09,410
2015-08-10,410
2015-08-11,410
2015-08-12,410
2015-08-13,390
2015-08-14,390
2015-08-15,390
2015-08-16,390
2015-08-17,371
2015-08-18,371
2015-08-19,371
2015-08-20,371
2015-08-21,353
2015-08-22,353
2015-08-23,353
2015-08-24,353
2015-08-25,353
2015-08-26,366
2015-08-27,366
2015-08-28,366
2015-08-29,366
2015-08-30,384
2015-08-31,384
2015-09-01,384
2015-09-02,384
2015-09-03,384
2015-09-04,391
2015-09-05,391
2015-09-06,391
2015-09-07,391
2015-09-08,391
2015-09-09,393
2015-09-10,393
2015-09-11,393
2015-09-12,393
2015-09-13,393
2015-09-14,393
2015-09-15,399
2015-09-16,399
2015-09-17,399
2015-09-18,399
2015-09-19,399
2015-09-20,399
2015-09-21,399
2015-09-22,399
2015-09-23,399
2015-09-24,399
2015-09-25,399
2015-09-27,399
2015-09-28,382
2015-09-29,382
2015-09-30,382
2015-10-05,366
2015-10-06,366
2015-10-07,366
2015-10-08,366
2015-10-09,366
2015-10-10,366
2015-10-11,371
2015-10-12,371
2015-10-13,371
2015-10-14,371
2015-10-15,371
2015-10-16,371
2015-10-17,355
2015-10-18,355
2015-10-19,355
2015-10-20,355
2015-10-22,355
2015-10-23,351
2015-10-24,351
2015-10-25,351
2015-10-26,351
2015-10-27,351
2015-10-29,364
2015-10-30,364
2015-10-31,364
2015-11-01,364
2015-11-02,364
2015-11-03,364
2015-11-04,364
2015-11-05,370
2015-11-06,370
2015-11-07,370
2015-11-08,370
2015-11-09,370
2015-11-10,370
2015-11-11,370
2015-11-12,366
2015-11-13,366
2015-11-14,366
2015-11-15,366
2015-11-16,366
2015-11-17,366
2015-11-18,366
2015-11-19,372
2015-11-20,372
2015-11-21,372
2015-11-22,372
2015-11-23,372
2015-11-24,372
2015-11-25,372
2015-11-26,372
2015-11-27,372
2015-11-28,372
2015-11-29,372
2015-11-30,372
2015-12-01,372
2015-12-02,359
2015-12-03,359
2015-12-04,359
2015-12-05,359
2015-12-06,359
2015-12-07,359
2015-12-08,349
2015-12-09,349
2015-12-10,349
2015-12-11,349
2015-12-12,349
2015-12-13,349
2015-12-14,342
2015-12-15,342
2015-12-16,342
2015-12-17,342
2015-12-18,342
2015-12-19,328
2015-12-20,328
2015-12-21,328
2015-12-22,328
2015-12-23,328
2015-12-24,327
2015-12-25,327
2015-12-26,327
2015-12-27,327
2015-12-28,327
2015-12-29,332
2015-12-31,332
2016-01-01,332
2016-01-02,332
2016-01-03,332
2016-01-04,340
2016-01-05,340
2016-01-06,340
2016-01-07,340
2016-01-08,340
2016-01-09,340
2016-01-10,346
2016-01-11,346
2016-01-12,346
2016-01-13,346
2016-01-14,346
2016-01-15,333
2016-01-16,333
2016-01-17,333
2016-01-18,333
2016-01-19,333
2016-01-20,323
2016-01-21,323
2016-01-22,323
2016-01-23,323
2016-01-24,323
2016-01-25,314
2016-01-26,314
2016-01-27,314
2016-01-28,314
2016-01-29,314
2016-01-30,306
2016-01-31,306
2016-02-01,306
2016-02-02,306
2016-02-03,306
2016-02-04,317
2016-02-05,317
2016-02-06,317
2016-02-07,317
2016-02-08,317
2016-02-09,317
2016-02-10,312
2016-02-11,312
2016-02-12,312
2016-02-13,312
2016-02-14,312
2016-02-15,312
2016-02-16,300
2016-02-17,300
2016-02-18,300
2016-02-19,300
2016-02-20,300
2016-02-21,293
2016-02-22,293
2016-02-23,293
2016-02-24,293
2016-02-25,293
2016-02-26,293
2016-02-27,294
2016-02-28,294
2016-02-29,294
2016-03-01,294
2016-03-02,294
2016-03-03,287
2016-03-04,287
2016-03-05,287
2016-03-06,287
2016-03-07,287
2016-03-08,288
2016-03-09,288
2016-03-10,288
2016-03-11,288
2016-03-12,288
2016-03-13,286
2016-03-14,286
2016-03-15,286
2016-03-16,286
2016-03-17,286
2016-03-18,287
2016-03-19,287
2016-03-20,287
2016-03-22,287
2016-03-23,282
2016-03-24,282
2016-03-25,282
2016-03-26,282
2016-03-27,282
2016-03-28,284
2016-03-29,284
2016-03-30,284
2016-03-31,284
2016-04-01,284
2016-04-02,284
2016-04-03,297
2016-04-04,297
2016-04-05,297
2016-04-06,297
2016-04-07,297
2016-04-08,290
2016-04-09,290
2016-04-10,290
2016-04-11,290
2016-04-12,290
2016-04-13,286
2016-04-14,286
2016-04-15,286
2016-04-16,286
2016-04-17,286
2016-04-18,284
2016-04-19,284
2016-04-20,284
2016-04-21,284
2016-04-22,284
2016-04-23,284
2016-04-24,277
2016-04-25,277
2016-04-26,277
2016-04-27,277
2016-04-28,277
2016-04-29,281
2016-04-30,281
2016-05-01,281
2016-05-02,281
2016-05-03,293
2016-05-04,293
2016-05-05,293
2016-05-06,293
2016-05-07,293
2016-05-08,289
2016-05-09,289
2016-05-10,289
2016-05-11,289
2016-05-12,289
2016-05-13,274
2016-05-14,274
2016-05-15,274
2016-05-16,274
2016-05-17,268
2016-05-18,268
2016-05-19,268
2016-05-22,264
2016-05-23,264
2016-05-24,264
2016-05-25,264
2016-05-26,254
2016-05-27,254
2016-05-28,254
2016-05-29,254
2016-05-30,254
2016-05-31,246
2016-06-01,246
2016-06-02,246
2016-06-03,246
2016-06-04,246
2016-06-05,242
2016-06-06,242
2016-06-07,242
2016-06-08,242
2016-06-09,242
2016-06-10,231
2016-06-11,231
2016-06-12,231
2016-06-13,231
2016-06-14,231
2016-06-15,236
2016-06-16,236
2016-06-17,236
2016-06-18,236
2016-06-19,239
2016-06-20,239
2016-06-21,239
2016-06-22,239
2016-06-23,239
2016-06-24,233
2016-06-25,233
2016-06-26,233
2016-06-27,233
2016-06-28,233
2016-06-29,231
2016-06-30,231
2016-07-01,231
2016-07-02,231
2016-07-03,231
2016-07-04,230
2016-07-05,230
2016-07-06,230
2016-07-07,230
2016-07-08,230
2016-07-09,230
2016-07-10,230
2016-07-11,230
2016-07-12,230
2016-07-13,230
2016-07-14,223
2016-07-15,223
2016-07-16,223
2016-07-17,223
2016-07-18,223
2016-07-23,221
2016-07-24,221
2016-07-25,218
2016-07-26,218
2016-07-27,218
2016-07-28,218
2016-07-29,218
2016-07-30,218
2016-07-31,217
2016-08-01,217
2016-08-02,217
2016-08-03,217
2016-08-04,217
2016-08-05,217
2016-08-06,213
2016-08-07,213
2016-08-08,213
2016-08-09,213
2016-08-10,213
2016-08-11,213
2016-08-12,213
2016-08-13,210
2016-08-14,210
2016-08-15,210
2016-08-16,210
2016-08-17,210
2016-08-18,210
2016-08-19,210
2016-08-20,205
2016-08-21,205
2016-08-22,205
2016-08-23,205
2016-08-24,205
2016-08-25,205
2016-08-26,205
2016-08-28,203
2016-08-31,203
2016-09-01,203
2016-09-02,203
2016-09-03,206
2016-09-04,206
2016-09-05,206
2016-09-06,206
2016-09-07,206
2016-09-08,202
2016-09-09,212
2016-09-10,217
2016-09-11,226
2016-09-12,236
2016-09-13,244
2016-09-14,244
2016-09-15,249
2016-09-16,249
2016-09-17,260
2016-09-18,260
2016-09-19,271
2016-09-20,271
2016-09-21,281
2016-09-22,288
2016-09-23,288
2016-09-24,298
2016-09-25,303
2016-09-26,303
2016-09-27,297
2016-09-28,297
2016-09-29,301
2016-09-30,309
2016-10-01,309
2016-10-02,320
2016-10-03,320
2016-10-04,331
2016-10-05,331
2016-10-06,336
2016-10-07,336
2016-10-08,333
2016-10-09,333
2016-10-10,333
2016-10-11,325
2016-10-12,325
2016-10-13,325
2016-10-14,320
2016-10-15,320
2016-10-16,320
2016-10-17,305
2016-10-18,305
2016-10-19,305
2016-10-20,313
2016-10-21,313
2016-10-22,313
2016-10-23,318
2016-10-24,318
2016-10-25,318
2016-10-26,313
2016-10-27,313
2016-10-28,313
2016-10-29,313
2016-10-30,311
2016-10-31,311
2016-11-01,311
2016-11-02,311
2016-11-03,320
2016-11-04,320
2016-11-05,320
2016-11-06,306
2016-11-07,306
2016-11-08,306
2016-11-09,306
2016-11-10,307
2016-11-11,307
2016-11-12,307
2016-11-13,313
2016-11-14,313
2016-12-07,311
2016-12-08,305
2016-12-09,305
2016-12-10,305
2016-12-11,311
2016-12-12,311
2016-12-13,311
2016-12-14,311
2016-12-15,316
2016-12-16,316
2016-12-17,316
2016-12-18,316
2016-12-19,305
2016-12-20,305
2016-12-21,305
2016-12-22,305
2016-12-23,303
2016-12-24,303
2016-12-25,303
2016-12-26,303
2016-12-27,298
2016-12-28,298
2016-12-29,298
2016-12-30,298
2016-12-31,298
2017-01-01,298
2017-01-02,298
2017-01-03,296
2017-01-04,296
2017-01-05,296
2017-01-06,296
2017-01-07,296
2017-01-08,296
2017-01-09,281
2017-01-10,281
2017-01-11,281
2017-01-12,270
2017-01-13,270
2017-01-14,270
2017-01-15,267
2017-01-16,267
2017-01-17,267
2017-01-18,269
2017-01-19,269
2017-01-20,269
2017-01-21,269
2017-01-22,278
2017-01-23,278
2017-01-27,278
2017-01-28,277
2017-01-29,277
2017-01-30,277
2017-01-31,277
2017-02-01,272
2017-02-02,272
2017-02-03,272
2017-02-04,276
2017-02-05,276
2017-02-06,276
2017-02-07,276
2017-02-08,279
2017-02-09,279
2017-02-10,279
2017-02-11,283
2017-02-12,283
2017-02-13,283
2017-02-14,283
2017-02-15,277
2017-02-16,277
2017-02-18,277
2017-02-19,279
2017-02-20,279
2017-02-21,279
2017-02-22,279
2017-02-23,277
2017-02-24,277
2017-02-25,277
2017-02-26,277
2017-02-27,272
2017-02-28,272
2017-03-01,272
2017-03-02,272
2017-03-03,281
2017-03-04,281
2017-03-05,281
2017-03-06,283
2017-03-07,283
2017-03-08,283
2017-03-09,283
2017-03-10,283
2017-03-11,284
2017-03-12,284
2017-03-13,284
2017-03-14,281
2017-03-15,281
2017-03-16,281
2017-03-17,281
2017-03-18,268
2017-03-19,268
2017-03-20,268
2017-03-21,260
2017-03-22,260
2017-03-23,260
2017-03-24,260
2017-03-25,250
2017-03-26,250
2017-03-27,250
2017-03-28,250
2017-03-29,241
2017-03-30,241
2017-03-31,241
2017-04-01,241
2017-04-02,241
2017-04-03,228
2017-04-04,228
2017-04-12,208
2017-04-13,208
2017-04-14,208
2017-04-15,199
2017-04-16,199
2017-04-17,199
2017-04-18,199
2017-04-19,199
2017-04-20,199
2017-04-21,199
2017-04-22,199
2017-04-23,199
2017-04-24,197
2017-04-25,197
2017-04-26,197
2017-04-27,197
2017-04-28,188
2017-04-29,188
2017-04-30,188
2017-05-01,188
2017-05-02,178
2017-05-03,178
2017-05-04,178
2017-05-05,178
2017-05-06,181
2017-05-07,181
2017-05-08,181
2017-05-09,181
2017-05-10,191
2017-05-11,191
2017-05-12,191
2017-05-13,191
2017-05-14,188
2017-05-15,188
2017-05-16,188
2017-05-17,188
2017-05-18,187
2017-05-19,187
2017-05-20,187
2017-05-21,187
2017-05-22,187
2017-05-23,183
2017-05-24,183
2017-05-25,183
2017-05-26,183
2017-05-27,180
2017-05-28,180
2017-05-29,180
2017-05-30,180
2017-05-31,188
2017-06-01,188
2017-06-02,188
2017-06-03,188
2017-06-04,195
2017-06-06,195
2017-06-07,195
2017-06-08,192
2017-06-09,192
2017-06-10,192
2017-06-11,186
2017-06-12,186
2017-06-13,186
2017-06-14,186
2017-06-15,178
2017-06-16,178
2017-06-17,178
2017-06-18,178
2017-06-19,178
2017-06-20,169
2017-06-21,169
2017-06-22,169
2017-06-23,169
2017-06-24,169
2017-06-25,162
2017-06-26,162
2017-06-27,162
2017-06-28,162
2017-06-29,157
2017-06-30,157
2017-07-01,157
2017-07-02,157
2017-07-03,157
2017-07-04,149
2017-07-05,149
2017-07-06,149
2017-07-07,149
2017-07-08,149
2017-07-13,141
2017-07-14,133
2017-07-15,133
2017-07-16,133
2017-07-17,133
2017-07-18,133
2017-07-19,126
2017-07-20,126
2017-07-21,126
2017-07-22,126
2017-07-23,129
2017-07-24,129
2017-07-25,129
2017-07-26,129
2017-07-27,124
2017-07-28,124
2017-07-29,124
2017-07-30,124
2017-07-31,124
2017-08-01,123
2017-08-02,123
2017-08-03,123
2017-08-04,123
2017-08-05,122
2017-08-06,122
2017-08-09,125
2017-08-10,125
2017-08-11,125
2017-08-12,125
2017-08-13,127
2017-08-14,127
2017-08-15,127
2017-08-16,127
2017-08-17,131
2017-08-18,131
2017-08-19,131
2017-08-20,131
2017-08-21,131
2017-08-22,135
2017-08-23,135
2017-08-24,135
2017-08-25,135
2017-08-26,135
2017-08-27,135
2017-08-28,135
2017-08-29,135
2017-08-30,132
2017-08-31,132
2017-09-01,132
2017-09-02,132
2017-09-03,132
2017-09-04,134
2017-09-05,134
2017-09-06,134
2017-09-07,134
2017-09-08,134
2017-09-09,134
2017-09-10,134
2017-09-11,134
2017-09-12,134
2017-09-13,131
2017-09-14,131
2017-09-15,131
2017-09-16,131
2017-09-17,131
2017-09-19,127
2017-09-20,127
2017-09-21,127
2017-09-22,128
2017-09-23,128
2017-09-24,128
2017-09-25,128
2017-09-26,128
2017-09-27,126
2017-09-28,126
2017-09-29,126
2017-09-30,126
2017-10-01,126
2017-10-02,126
2017-10-03,126
2017-10-04,126
2017-10-05,126
2017-10-06,126
2017-10-07,127
2017-10-08,127
2017-10-09,127
2017-10-10,127
2017-10-11,127
2017-10-12,131
2017-10-13,131
2017-10-14,131
2017-10-15,131
2017-10-16,131
2017-10-17,137
2017-10-18,137
2017-10-19,137
2017-10-20,137
2017-10-21,137
2017-10-22,139
2017-10-23,139
2017-10-24,139
2017-10-25,139
2017-10-26,139
2017-10-27,135
2017-10-28,135
2017-10-29,135
2017-10-30,135
2017-10-31,135
2017-11-01,135
2017-11-02,130
2017-11-03,130
2017-11-04,130
2017-11-05,130
2017-11-06,124
2017-11-07,124
2017-11-08,124
2017-11-09,124
2017-11-10,124
2017-11-11,123
2017-11-12,123
2017-11-13,123
2017-11-14,123
2017-11-15,123
2017-11-16,123
2017-11-17,123
2017-11-18,123
2017-11-19,123
2017-11-20,123
2017-11-21,125
2017-11-22,125
2017-11-23,125
2017-11-24,125
2017-11-25,125
2017-11-26,127
2017-11-27,127
2017-11-28,127
2017-11-29,127
2017-11-30,127
2017-12-01,127
2017-12-02,127
2017-12-03,127
2017-12-04,127
2017-12-05,127
2017-12-06,127
2017-12-07,127
2017-12-08,127
2017-12-09,127
2017-12-10,127
2017-12-11,128
2017-12-12,128
2017-12-13,128
2017-12-14,128
2017-12-15,128
2017-12-16,131
2017-12-17,131
2017-12-18,131
2017-12-19,131
2017-12-20,131
2017-12-21,128
2017-12-22,128
2017-12-23,128
2017-12-24,128
2017-12-25,128
2017-12-26,126
2017-12-27,126
2017-12-28,126
2017-12-29,126
2017-12-30,127
2017-12-31,127
2018-01-01,127
2018-01-02,127
2018-01-03,127
2018-01-04,130
2018-01-05,134
2018-01-06,138
2018-01-07,143
2018-01-08,150
2018-01-09,158
2018-01-10,158
2018-01-11,165
2018-01-12,174
2018-01-13,180
2018-01-14,182
2018-01-15,188
2018-01-16,188
2018-01-17,193
2018-01-18,193
2018-01-19,197
2018-01-20,197
2018-01-21,204
2018-01-22,204
2018-01-23,211
2018-01-25,222
2018-01-26,232
2018-01-27,238
2018-01-28,240
2018-01-29,241
2018-01-30,241
2018-01-31,244
2018-02-01,244
2018-02-02,250
2018-02-03,257
2018-02-04,257
2018-02-05,260
2018-02-06,260
2018-02-07,260
2018-02-08,260
2018-02-09,259
2018-02-10,259
2018-02-11,265
2018-02-12,265
2018-02-13,270
2018-02-14,270
2018-02-15,272
2018-02-16,272
2018-02-17,280
2018-02-18,280
2018-02-19,286
2018-02-20,286
2018-02-21,284
2018-02-22,284
2018-02-23,277
2018-02-24,277
2018-02-25,273
2018-02-26,273
2018-02-27,271
2018-02-28,271
2018-03-01,269
2018-03-02,274
2018-03-03,281
2018-03-04,281
2018-03-05,287
2018-03-06,287
2018-03-07,293
2018-03-08,293
2018-03-09,298
2018-03-10,298
2018-03-11,297
2018-03-12,297
2018-03-13,301
2018-03-14,301
2018-03-15,312
2018-03-16,312
2018-03-17,318
2018-03-18,318
2018-03-19,320
2018-03-20,320
2018-03-21,320
2018-03-23,321
2018-03-24,328
2018-03-25,324
2018-03-26,324
2018-03-27,322
2018-03-28,322
2018-03-29,326
2018-03-30,326
2018-03-31,326
2018-04-01,326
2018-04-02,334
2018-04-03,334
2018-04-04,330
2018-04-05,330
2018-04-06,332
2018-04-07,332
2018-04-08,342
2018-04-09,342
2018-04-10,348
2018-04-11,348
2018-04-12,345
2018-04-13,345
2018-04-14,343
2018-04-15,340
2018-04-16,340
2018-04-17,342
2018-04-18,342
2018-04-19,325
2018-04-20,325
2018-04-21,334
2018-04-22,334
2018-04-23,339
2018-04-24,339
2018-04-25,347
2018-04-26,347
2018-04-27,348
2018-04-28,348
2018-04-29,355
2018-04-30,355
2018-05-01,354
2018-05-04,355
2018-05-05,344
2018-05-06,344
2018-05-07,341
2018-05-08,341
2018-05-09,325
2018-05-10,325
2018-05-11,313
2018-05-12,310
2018-05-13,310
2018-05-14,321
2018-05-15,321
2018-05-16,321
2018-05-17,321
2018-05-18,332
2018-05-19,340
2018-05-20,340
2018-05-21,334
2018-05-22,334
2018-05-23,317
2018-05-24,317
2018-05-25,305
2018-05-26,297
2018-05-27,297
2018-05-28,301
2018-05-29,302
2018-05-30,302
2018-05-31,305
