date_obj,Mithril%20platelegs price
2019-04-09,1326
2019-04-10,1320
2019-04-11,1335
2019-04-12,1315
2019-04-13,1322
2019-04-14,1303
2019-04-15,1308
2019-04-16,1320
2019-04-17,1301
2019-04-18,1305
2019-04-19,1317
2019-04-20,1297
2019-04-21,1299
2019-04-22,1318
2019-04-23,1334
2019-04-24,1382
2019-04-25,1383
2019-04-26,1409
2019-04-27,1405
2019-04-28,1368
2019-04-29,1380
2019-04-30,1395
2019-05-01,1375
2019-05-02,1375
2019-05-03,1371
2019-05-04,1304
2019-05-05,1280
2019-05-06,1342
2019-05-07,1379
2019-05-08,1391
2019-05-09,1392
2019-05-10,1383
2019-05-11,1382
2019-05-12,1374
2019-05-13,1375
2019-05-14,1380
2019-05-15,1379
2019-05-16,1383
2019-05-17,1376
2019-05-18,1331
2019-05-19,1310
2019-05-20,1349
2019-05-21,1378
2019-05-22,1358
2019-05-23,1330
2019-05-24,1320
2019-05-25,1298
2019-05-26,1267
2019-05-27,1302
2019-05-28,1368
2019-05-29,1349
2019-05-30,1320
2019-05-31,1313
2019-06-01,1294
2019-06-02,1315
2019-06-03,1308
2019-06-04,1364
2019-06-05,1341
2019-06-06,1329
2019-06-07,1326
2019-06-08,1306
2019-06-09,1294
2019-06-10,1305
2019-06-11,1296
2019-06-12,1321
2019-06-13,1340
2019-06-14,1333
2019-06-15,1319
2019-06-16,1308
2019-06-17,1313
2019-06-18,1353
2019-06-19,1363
2019-06-20,1340
2019-06-21,1331
2019-06-22,1307
2019-06-23,1287
2019-06-24,1270
2019-06-25,1262
2019-06-26,1278
2019-06-27,1290
2019-06-28,1292
2019-06-29,1311
2019-06-30,1301
2019-07-01,1327
2019-07-02,1371
2019-07-03,1379
2019-07-04,1377
2019-07-05,1370
2019-07-06,1347
2019-07-07,1329
2019-07-08,1311
2019-07-09,1340
2019-07-10,1359
2019-07-11,1333
2019-07-12,1335
2019-07-13,1301
2019-07-14,1322
2019-07-15,1313
2019-07-16,1325
2019-07-17,1319
2019-07-18,1273
2019-07-19,1268
2019-07-20,1302
2019-07-21,1289
2019-07-22,1292
2019-07-23,1307
2019-07-24,1300
2019-07-25,1296
2019-07-26,1266
2019-07-27,1241
2019-07-28,1255
2019-07-29,1284
2019-07-30,1287
2019-07-31,1284
2019-08-01,1272
2019-08-02,1282
2019-08-03,1288
2019-08-04,1291
2019-08-05,1277
2019-08-06,1253
2019-08-07,1246
2019-08-08,1256
2019-08-09,1245
2019-08-10,1241
2019-08-11,1233
2019-08-12,1250
2019-08-13,1273
2019-08-14,1253
2019-08-15,1254
2019-08-16,1262
2019-08-17,1246
2019-08-18,1256
2019-08-19,1273
2019-08-20,1272
2019-08-21,1260
2019-08-22,1265
2019-08-23,1286
2019-08-24,1281
2019-08-24,1281
2019-08-25,1255
2019-08-25,1255
2019-08-26,1249
2019-08-26,1249
2019-08-27,1241
2019-08-27,1241
2019-08-28,1272
2019-08-29,1281
2019-08-30,1264
2019-08-31,1226
2019-09-01,1240
2019-09-02,1225
2019-09-03,1234
2019-09-04,1245
2019-09-05,1256
2019-09-06,1224
2019-09-07,1240
2019-09-08,1244
2019-09-09,1237
2019-09-10,1252
2019-09-11,1284
2019-09-12,1295
2019-09-13,1287
2019-09-14,1290
2019-09-15,1287
2019-09-16,1320
2019-09-17,1329
2019-09-18,1308
2019-09-19,1288
2019-09-20,1285
2019-09-21,1245
2019-09-22,1251
2019-09-23,1274
2019-09-24,1255
2019-09-25,1279
2019-09-26,1267
2019-09-27,1288
2019-09-28,1261
2019-09-29,1240
2019-09-30,1225
2019-10-01,1215
2019-10-02,1235
2019-10-03,1252
2019-10-04,1279
2019-10-05,1282
2019-10-06,1267
2019-10-07,1283
2019-10-08,1290
2019-10-09,1271
2019-10-10,1271
2019-10-11,1283
2019-10-12,1265
2019-10-13,1235
2019-10-14,1214
2019-10-15,1247
2019-10-16,1265
2019-10-17,1263
2019-10-18,1279
2019-10-19,1228
2019-10-20,1193
2019-10-21,1227
2019-10-22,1244
2019-10-23,1232
2019-10-24,1215
2019-10-25,1228
2019-10-26,1244
2019-10-27,1242
2019-10-28,1251
2019-10-29,1258
2019-10-30,1243
2019-10-31,1251
2019-11-01,1273
2019-11-02,1260
2019-11-03,1254
2019-11-04,1262
2019-11-05,1251
2019-11-06,1250
2019-11-07,1257
2019-11-08,1255
2019-11-09,1268
2019-11-10,1267
2019-11-11,1303
2019-11-12,1297
2019-11-13,1261
2019-11-14,1249
2019-11-15,1255
2019-11-16,1267
2019-11-17,1244
2019-11-18,1227
2019-11-19,1256
2019-11-20,1237
2019-11-21,1252
2019-11-22,1231
2019-11-23,1231
2019-11-24,1223
2019-11-25,1232
2019-11-26,1208
2019-11-27,1222
2019-11-28,1244
2019-11-29,1231
2019-11-30,1230
2019-12-01,1219
2019-12-02,1248
2019-12-03,1238
2019-12-04,1235
2019-12-05,1223
2019-12-06,1228
2019-12-07,1236
2019-12-08,1258
2019-12-09,1265
2019-12-10,1256
2019-12-11,1254
2019-12-12,1241
2019-12-13,1249
2019-12-14,1263
2019-12-15,1276
2019-12-16,1246
2019-12-17,1261
2019-12-18,1252
2019-12-19,1270
2019-12-20,1274
2019-12-21,1284
2019-12-22,1297
2019-12-23,1271
2019-12-24,1297
2019-12-25,1298
2019-12-26,1307
2019-12-27,1308
2019-12-28,1303
2019-12-29,1266
2019-12-30,1280
2019-12-31,1270
2020-01-01,1265
2020-01-02,1256
2020-01-03,1244
2020-01-04,1231
2020-01-05,1251
2020-01-06,1248
2020-01-07,1233
2020-01-08,1229
2020-01-09,1273
2020-01-10,1254
2020-01-11,1273
2020-01-12,1271
2020-01-13,1254
2020-01-14,1247
2020-01-15,1251
2020-01-16,1284
2020-01-17,1280
2020-01-18,1309
2020-01-19,1277
2020-01-20,1287
2020-01-21,1288
2020-01-22,1281
2020-01-23,1270
2020-01-24,1286
2020-01-25,1281
2020-01-26,1254
2020-01-27,1269
2020-01-28,1268
2020-01-29,1260
2020-01-30,1265
2020-01-31,1258
2020-02-01,1257
2020-02-02,1243
2020-02-03,1245
2020-02-04,1265
2020-02-05,1274
2020-02-06,1286
2020-02-07,1257
2020-02-08,1231
2020-02-09,1218
2020-02-10,1227
2020-02-11,1228
2020-02-12,1248
2020-02-13,1258
2020-02-14,1274
2020-02-15,1247
2020-02-16,1230
2020-02-17,1243
2020-02-18,1225
2020-02-19,1252
2020-02-20,1263
2020-02-21,1254
2020-02-22,1262
2020-02-23,1231
2020-02-24,1240
2020-02-25,1251
2020-02-26,1264
2020-02-27,1255
2020-02-28,1227
2020-02-29,1233
2020-03-01,1253
2020-03-02,1259
2020-03-03,1260
2020-03-04,1277
2020-03-05,1271
2020-03-06,1266
2020-03-07,1263
2020-03-08,1245
2020-03-09,1248
2020-03-10,1247
2020-03-11,1260
2020-03-12,1289
2020-03-13,1295
2020-03-14,1295
2020-03-15,1283
2020-03-16,1272
2020-03-17,1251
2020-03-18,1266
2020-03-19,1281
2020-03-20,1285
2020-03-21,1288
2020-03-22,1283
2020-03-23,1292
2020-03-24,1287
2020-03-25,1288
2020-03-26,1265
2020-03-27,1268
2020-03-28,1242
2020-03-29,1238
2020-03-30,1248
2020-03-31,1260
2020-04-01,1244
2020-04-02,1254
2020-04-03,1262
2020-04-04,1258
2020-04-05,1246
2020-04-06,1251
2020-04-07,1263
2020-04-08,1257
2020-04-09,1241
2020-04-10,1256
2020-04-11,1245
2020-04-12,1265
2020-04-13,1254
2020-04-14,1260
2020-04-15,1276
2020-04-16,1290
2020-04-17,1265
2020-04-18,1262
2020-04-19,1271
2020-04-20,1274
2020-04-21,1272
2020-04-22,1264
2020-04-23,1258
2020-04-24,1261
2020-04-25,1261
2020-04-26,1265
2020-04-27,1274
2020-04-28,1281
2020-04-29,1277
2020-04-30,1284
2020-05-01,1277
2020-05-02,1275
2020-05-03,1272
2020-05-04,1275
2020-05-05,1284
2020-05-06,1286
2020-05-07,1292
2020-05-08,1300
2020-05-09,1280
2020-05-10,1284
2020-05-11,1304
2020-05-12,1309
2020-05-13,1299
