date_obj,White%20platebody price
2016-02-28,14540
2016-02-29,13831
2016-03-01,13831
2016-03-02,13831
2016-03-03,13831
2016-03-04,13831
2016-03-05,13831
2016-03-06,13831
2016-03-07,13831
2016-03-08,13154
2016-03-09,13154
2016-03-10,13154
2016-03-11,13154
2016-03-12,13154
2016-03-13,13154
2016-03-14,13154
2016-03-15,12513
2016-03-16,12513
2016-03-17,12513
2016-03-18,12513
2016-03-19,12513
2016-03-20,12513
2016-03-21,12513
2016-03-22,12513
2016-03-23,11928
2016-03-24,11928
2016-03-25,11928
2016-03-26,11928
2016-03-27,11928
2016-03-28,11928
2016-03-29,11928
2016-03-30,11928
2016-03-31,11369
2016-04-01,11369
2016-04-02,11369
2016-04-03,11369
2016-04-04,11369
2016-04-05,11369
2016-04-06,11369
2016-04-07,11369
2016-04-08,11369
2016-04-09,11044
2016-04-10,11044
2016-04-11,11044
2016-04-12,11044
2016-04-13,11044
2016-04-14,11044
2016-04-15,11044
2016-04-16,11044
2016-04-17,11044
2016-04-18,10497
2016-04-19,10497
2016-04-20,10497
2016-04-21,10497
2016-04-22,10497
2016-04-23,10497
2016-04-24,10497
2016-04-25,10001
2016-04-26,10001
2016-04-27,10001
2016-04-28,10001
2016-04-29,10001
2016-04-30,10001
2016-05-01,10001
2016-05-02,9602
2016-05-03,9602
2016-05-04,9602
2016-05-05,9602
2016-05-06,9602
2016-05-07,9602
2016-05-08,9602
2016-05-09,9305
2016-05-10,9305
2016-05-11,9305
2016-05-12,9305
2016-05-13,9305
2016-05-14,9305
2016-05-15,9305
2016-05-16,9305
2016-05-17,8976
2016-05-18,8976
2016-05-19,8976
2016-05-22,8976
2016-05-23,8976
2016-05-24,8705
2016-05-25,8705
2016-05-26,8705
2016-05-27,8705
2016-05-28,8705
2016-05-29,8705
2016-05-30,8705
2016-05-31,8705
2016-06-01,8314
2016-06-02,8314
2016-06-03,8314
2016-06-04,8314
2016-06-05,8314
2016-06-06,8314
2016-06-07,8314
2016-06-08,8314
2016-06-09,7908
2016-06-10,7908
2016-06-11,7908
2016-06-12,7908
2016-06-13,7908
2016-06-14,7908
2016-06-15,7908
2016-06-16,7908
2016-06-17,7521
2016-06-18,7521
2016-06-19,7521
2016-06-20,7521
2016-06-21,7521
2016-06-22,7521
2016-06-23,7521
2016-06-24,7521
2016-06-25,7171
2016-06-26,7171
2016-06-27,7171
2016-06-28,7171
2016-06-29,7171
2016-06-30,7171
2016-07-01,7171
2016-07-02,6819
2016-07-03,6819
2016-07-04,6819
2016-07-05,6819
2016-07-06,6482
2016-07-07,6482
2016-07-08,6510
2016-07-09,6510
2016-07-10,6477
2016-07-11,6477
2016-07-12,6477
2016-07-13,6187
2016-07-14,6187
2016-07-15,6187
2016-07-16,5881
2016-07-17,5881
2016-07-18,5881
2016-07-24,5649
2016-07-25,5649
2016-07-26,5649
2016-07-27,5649
2016-07-28,5649
2016-07-29,5795
2016-07-30,5795
2016-07-31,5795
2016-08-01,5795
2016-08-02,5667
2016-08-03,5667
2016-08-04,5667
2016-08-05,5667
2016-08-06,5667
2016-08-07,5666
2016-08-08,5666
2016-08-09,5666
2016-08-10,5666
2016-08-11,5666
2016-08-12,5704
2016-08-13,5704
2016-08-14,5704
2016-08-15,5704
2016-08-16,5704
2016-08-17,5645
2016-08-18,5645
2016-08-19,5645
2016-08-20,5645
2016-08-21,5645
2016-08-22,5794
2016-08-23,5794
2016-08-24,5794
2016-08-25,5794
2016-08-26,5794
2016-08-28,5697
2016-08-31,5697
2016-09-01,5697
2016-09-02,5592
2016-09-03,5592
2016-09-04,5592
2016-09-05,5592
2016-09-06,5592
2016-09-07,5491
2016-09-08,5491
2016-09-09,5491
2016-09-10,5491
2016-09-11,5491
2016-09-12,5491
2016-09-13,5328
2016-09-14,5328
2016-09-15,5328
2016-09-16,5328
2016-09-17,5328
2016-09-18,5338
2016-09-19,5338
2016-09-20,5338
2016-09-21,5338
2016-09-22,5338
2016-09-23,5338
2016-09-24,5338
2016-09-25,5199
2016-09-26,5199
2016-09-27,5199
2016-09-28,5199
2016-09-29,5199
2016-09-30,5199
2016-10-01,5212
2016-10-02,5212
2016-10-03,5212
2016-10-04,5212
2016-10-05,5212
2016-10-06,5212
2016-10-07,5212
2016-10-08,5292
2016-10-09,5292
2016-10-10,5292
2016-10-11,5292
2016-10-12,5292
2016-10-13,5292
2016-10-14,5235
2016-10-15,5235
2016-10-16,5235
2016-10-17,5235
2016-10-18,5235
2016-10-19,5235
2016-10-20,5204
2016-10-21,5204
2016-10-22,5204
2016-10-23,5204
2016-10-24,5204
2016-10-25,5204
2016-10-26,5308
2016-10-27,5308
2016-10-28,5308
2016-10-29,5308
2016-10-30,5308
2016-10-31,5308
2016-11-01,5308
2016-11-02,5356
2016-11-03,5356
2016-11-04,5356
2016-11-05,5356
2016-11-06,5356
2016-11-07,5356
2016-11-08,5390
2016-11-09,5390
2016-11-10,5390
2016-11-11,5390
2016-11-12,5390
2016-11-13,5390
2016-11-14,5390
2016-12-08,5479
2016-12-09,5479
2016-12-10,5479
2016-12-11,5479
2016-12-12,5479
2016-12-13,5382
2016-12-14,5382
2016-12-15,5382
2016-12-16,5382
2016-12-17,5382
2016-12-18,5378
2016-12-19,5378
2016-12-20,5378
2016-12-21,5378
2016-12-22,5378
2016-12-23,5612
2016-12-24,5612
2016-12-25,5612
2016-12-26,5612
2016-12-27,5612
2016-12-28,5612
2016-12-29,5696
2016-12-30,5696
2016-12-31,5696
2017-01-01,5696
2017-01-02,5696
2017-01-03,5705
2017-01-04,5705
2017-01-05,5705
2017-01-06,5705
2017-01-07,5705
2017-01-08,5725
2017-01-09,5725
2017-01-10,5725
2017-01-11,5725
2017-01-12,5571
2017-01-13,5571
2017-01-14,5571
2017-01-15,5571
2017-01-16,5571
2017-01-17,5597
2017-01-18,5597
2017-01-19,5597
2017-01-20,5597
2017-01-21,5597
2017-01-22,5641
2017-01-27,5450
2017-01-28,5450
2017-01-29,5450
2017-01-30,5450
2017-01-31,5494
2017-02-01,5494
2017-02-02,5494
2017-02-03,5494
2017-02-04,5494
2017-02-05,5547
2017-02-06,5547
2017-02-07,5547
2017-02-08,5547
2017-02-09,5547
2017-02-10,5511
2017-02-11,5511
2017-02-12,5511
2017-02-13,5511
2017-02-14,5391
2017-02-15,5391
2017-02-16,5391
2017-02-18,5391
2017-02-19,5386
2017-02-20,5386
2017-02-21,5386
2017-02-22,5386
2017-02-23,5386
2017-02-24,5386
2017-02-25,5435
2017-02-26,5435
2017-02-27,5435
2017-02-28,5435
2017-03-01,5466
2017-03-02,5466
2017-03-03,5466
2017-03-04,5466
2017-03-05,5466
2017-03-06,5263
2017-03-07,5263
2017-03-08,5263
2017-03-09,5263
2017-03-10,5263
2017-03-11,5294
2017-03-12,5294
2017-03-13,5294
2017-03-14,5294
2017-03-15,5347
2017-03-16,5347
2017-03-17,5347
2017-03-18,5347
2017-03-19,5347
2017-03-20,5400
2017-03-21,5400
2017-03-22,5400
2017-03-23,5400
2017-03-24,5400
2017-03-25,5452
2017-03-26,5452
2017-03-27,5452
2017-03-28,5452
2017-03-29,5452
2017-03-30,5452
2017-03-31,5452
2017-04-01,5452
2017-04-02,5452
2017-04-03,5434
2017-04-04,5434
2017-04-12,5438
2017-04-13,5404
2017-04-14,5404
2017-04-15,5404
2017-04-16,5404
2017-04-17,5404
2017-04-18,5375
2017-04-19,5375
2017-04-20,5375
2017-04-21,5375
2017-04-22,5375
2017-04-23,5428
2017-04-24,5428
2017-04-25,5428
2017-04-26,5428
2017-04-27,5428
2017-04-28,5444
2017-04-29,5444
2017-04-30,5444
2017-05-01,5444
2017-05-02,5444
2017-05-03,5285
2017-05-04,5285
2017-05-05,5285
2017-05-06,5285
2017-05-07,5020
2017-05-08,5020
2017-05-09,5020
2017-05-10,5020
2017-05-11,4769
2017-05-12,4769
2017-05-13,4769
2017-05-14,4769
2017-05-15,4675
2017-05-16,4675
2017-05-17,4675
2017-05-18,4675
2017-05-19,4675
2017-05-20,4669
2017-05-21,4669
2017-05-22,4669
2017-05-23,4669
2017-05-24,4669
2017-05-25,4712
2017-05-26,4712
2017-05-27,4712
2017-05-28,4712
2017-05-29,4712
2017-05-30,4748
2017-05-31,4748
2017-06-01,4748
2017-06-02,4748
2017-06-03,4748
2017-06-06,4797
2017-06-07,4797
2017-06-08,4952
2017-06-09,4952
2017-06-10,4952
2017-06-11,4952
2017-06-12,4913
2017-06-13,4913
2017-06-14,4913
2017-06-15,4913
2017-06-16,4950
2017-06-17,4950
2017-06-18,4950
2017-06-19,4950
2017-06-20,4950
2017-06-21,5057
2017-06-22,5057
2017-06-23,5057
2017-06-24,5057
2017-06-25,5057
2017-06-26,5110
2017-06-27,5110
2017-06-28,5110
2017-06-29,5110
2017-06-30,5049
2017-07-01,5049
2017-07-02,5049
2017-07-03,5049
2017-07-04,5049
2017-07-05,5049
2017-07-06,5126
2017-07-07,5126
2017-07-08,5126
2017-07-13,5123
2017-07-14,5123
2017-07-15,5123
2017-07-16,5123
2017-07-17,5137
2017-07-18,5137
2017-07-19,5137
2017-07-20,5137
2017-07-21,5137
2017-07-22,5157
2017-07-23,5157
2017-07-24,5157
2017-07-25,5157
2017-07-26,5157
2017-07-27,5146
2017-07-28,5146
2017-07-29,5146
2017-07-30,5146
2017-07-31,5146
2017-08-01,5083
2017-08-02,5083
2017-08-03,5083
2017-08-04,5083
2017-08-05,5121
2017-08-06,5121
2017-08-09,5121
2017-08-10,5178
2017-08-11,5178
2017-08-12,5178
2017-08-13,5178
2017-08-14,5178
2017-08-15,5199
2017-08-16,5199
2017-08-17,5199
2017-08-18,5199
2017-08-19,5199
2017-08-20,5195
2017-08-21,5195
2017-08-22,5195
2017-08-23,5195
2017-08-24,5195
2017-08-25,5236
2017-08-26,5236
2017-08-27,5236
2017-08-28,5236
2017-08-29,5236
2017-08-30,5281
2017-08-31,5281
2017-09-01,5281
2017-09-02,5281
2017-09-03,5281
2017-09-04,5353
2017-09-05,5353
2017-09-06,5353
2017-09-07,5353
2017-09-08,5353
2017-09-09,5402
2017-09-10,5402
2017-09-11,5402
2017-09-12,5402
2017-09-13,5402
2017-09-14,5490
2017-09-15,5490
2017-09-16,5490
2017-09-17,5490
2017-09-18,5316
2017-09-19,5316
2017-09-20,5316
2017-09-21,5316
2017-09-22,5316
2017-09-23,5246
2017-09-24,5246
2017-09-25,5246
2017-09-26,5246
2017-09-27,5246
2017-09-28,5255
2017-09-29,5255
2017-09-30,5255
2017-10-01,5255
2017-10-02,5255
2017-10-03,5330
2017-10-04,5330
2017-10-05,5330
2017-10-06,5330
2017-10-07,5330
2017-10-08,5510
2017-10-09,5510
2017-10-10,5510
2017-10-11,5510
2017-10-12,5510
2017-10-13,5612
2017-10-14,5612
2017-10-15,5612
2017-10-16,5612
2017-10-17,5612
2017-10-18,5740
2017-10-19,5740
2017-10-20,5740
2017-10-21,5740
2017-10-22,5740
2017-10-23,5932
2017-10-24,5932
2017-10-25,5932
2017-10-26,5932
2017-10-27,5879
2017-10-28,5879
2017-10-29,5879
2017-10-30,5879
2017-10-31,5879
2017-11-01,5877
2017-11-02,5877
2017-11-03,5877
2017-11-04,5877
2017-11-05,5877
2017-11-06,5956
2017-11-07,5956
2017-11-08,5956
2017-11-09,5956
2017-11-10,5956
2017-11-11,6084
2017-11-12,6084
2017-11-13,6084
2017-11-14,6084
2017-11-15,6084
2017-11-16,5998
2017-11-17,5998
2017-11-18,5998
2017-11-19,5998
2017-11-20,5998
2017-11-21,5713
2017-11-22,5713
2017-11-23,5713
2017-11-24,5713
2017-11-25,5713
2017-11-26,5567
2017-11-27,5567
2017-11-28,5567
2017-11-29,5567
2017-11-30,5567
2017-12-01,5636
2017-12-02,5636
2017-12-03,5636
2017-12-04,5636
2017-12-05,5636
2017-12-06,5738
2017-12-07,5738
2017-12-08,5738
2017-12-09,5738
2017-12-10,5738
2017-12-11,5808
2017-12-12,5808
2017-12-13,5808
2017-12-14,5808
2017-12-15,5808
2017-12-16,5805
2017-12-17,5805
2017-12-18,5805
2017-12-19,5805
2017-12-20,5751
2017-12-21,5751
2017-12-22,5751
2017-12-23,5751
2017-12-24,5751
2017-12-25,5784
2017-12-26,5784
2017-12-27,5784
2017-12-28,5784
2017-12-29,5748
2017-12-30,5748
2017-12-31,5748
2018-01-01,5748
2018-01-02,5627
2018-01-03,5627
2018-01-04,5627
2018-01-05,5387
2018-01-06,5387
2018-01-07,5387
2018-01-08,5387
2018-01-09,5287
2018-01-10,5287
2018-01-11,5287
2018-01-12,5287
2018-01-13,5168
2018-01-14,5168
2018-01-15,5168
2018-01-16,5168
2018-01-17,5062
2018-01-18,5062
2018-01-19,5062
2018-01-20,5062
2018-01-21,5062
2018-01-22,4954
2018-01-23,4954
2018-01-24,5081
2018-01-25,5081
2018-01-26,5081
2018-01-27,5062
2018-01-28,5062
2018-01-29,5091
2018-01-30,5091
2018-02-01,5058
2018-02-02,5058
2018-02-03,4944
2018-02-04,4944
2018-02-05,4944
2018-02-06,4878
2018-02-07,4878
2018-02-08,4878
2018-02-09,4818
2018-02-10,4818
2018-02-11,4818
2018-02-12,4790
2018-02-13,4790
2018-02-14,4790
2018-02-15,4692
2018-02-16,4692
2018-02-17,4692
2018-02-18,4621
2018-02-19,4621
2018-02-20,4621
2018-02-21,4625
2018-02-22,4625
2018-02-23,4625
2018-02-24,4588
2018-02-25,4588
2018-02-26,4603
2018-02-27,4603
2018-02-28,4603
2018-03-01,4448
2018-03-02,4448
2018-03-03,4474
2018-03-04,4474
2018-03-05,4474
2018-03-06,4544
2018-03-07,4544
2018-03-08,4544
2018-03-09,4702
2018-03-10,4702
2018-03-11,4702
2018-03-12,4689
2018-03-13,4689
2018-03-14,4689
2018-03-15,4742
2018-03-16,4742
2018-03-17,4742
2018-03-18,4795
2018-03-19,4795
2018-03-20,4795
2018-03-21,4817
2018-03-23,4817
2018-03-24,4891
2018-03-26,4891
2018-03-27,4904
2018-03-28,4904
2018-03-29,4904
2018-03-30,4990
2018-03-31,4990
2018-04-01,4990
2018-04-02,5104
2018-04-03,5104
2018-04-04,5104
2018-04-05,5251
2018-04-06,5251
2018-04-08,5350
2018-04-09,5350
2018-04-10,5350
2018-04-11,5179
2018-04-12,5179
2018-04-13,5179
2018-04-14,5253
2018-04-16,5253
2018-04-17,5241
2018-04-18,5241
2018-04-19,5241
2018-04-20,5241
2018-04-21,5280
2018-04-22,5280
2018-04-23,5280
2018-04-24,5280
2018-04-25,5186
2018-04-26,5186
2018-04-27,5186
2018-04-28,5225
2018-04-29,5225
2018-04-30,5225
2018-05-02,5296
2018-05-03,5296
2018-05-04,5296
2018-05-05,5437
2018-05-06,5437
2018-05-07,5437
2018-05-08,5437
2018-05-09,5234
2018-05-10,5234
2018-05-11,5234
2018-05-12,5126
2018-05-13,5126
2018-05-14,5126
2018-05-15,4919
2018-05-16,4919
2018-05-17,4919
2018-05-18,4734
2018-05-19,4734
2018-05-20,4734
2018-05-21,4754
2018-05-22,4754
2018-05-23,4754
2018-05-24,4878
2018-05-25,4878
2018-05-26,4929
2018-05-27,4929
2018-05-28,4929
2018-05-29,4988
2018-05-30,4988
2018-05-31,4988
2018-06-01,5077
2018-06-02,5077
2018-06-03,5077
2018-06-04,5080
2018-06-05,5080
2018-06-06,5203
2018-06-07,5203
2018-06-08,5203
2018-06-09,5271
2018-06-10,5271
2018-06-11,5312
2018-06-12,5312
2018-06-13,5297
2018-06-14,5297
2018-06-15,5297
2018-06-16,5342
2018-06-17,5342
2018-06-18,5342
2018-06-19,5382
2018-06-20,5382
2018-06-21,5382
2018-06-22,5452
2018-06-23,5452
2018-06-24,5452
2018-06-25,5521
2018-06-26,5521
2018-06-27,5521
2018-06-28,5603
2018-06-29,5603
2018-06-30,5603
2018-07-01,5526
2018-07-02,5526
2018-07-03,5526
2018-07-04,5561
2018-07-05,5561
2018-07-06,5561
2018-07-07,5626
2018-07-08,5626
2018-07-09,5694
2018-07-10,5694
2018-07-11,5727
2018-07-12,5727
2018-07-13,5440
2018-07-14,5440
2018-07-15,5183
2018-07-16,5183
2018-07-17,5060
2018-07-18,5060
2018-07-19,5060
2018-07-20,5087
2018-07-21,5087
2018-07-22,5058
2018-07-23,5058
2018-07-24,4927
2018-07-25,4927
2018-07-26,5088
2018-07-27,5088
2018-07-28,5066
2018-07-29,5066
2018-07-30,5057
2018-07-31,5057
2018-08-01,5233
2018-08-02,5233
2018-08-03,5230
2018-08-04,5230
2018-08-05,5258
2018-08-06,5258
2018-08-07,5258
2018-08-08,5184
2018-08-09,5184
2018-08-10,5142
2018-08-11,5142
2018-08-12,5164
2018-08-14,5216
2018-08-16,5216
2018-08-17,5162
2018-08-18,5162
2018-08-19,5273
2018-08-20,5273
2018-08-21,5378
2018-08-22,5378
2018-08-23,5486
2018-08-24,5486
2018-08-25,5373
2018-08-26,5373
2018-08-27,5370
2018-08-28,5370
2018-08-29,5352
2018-08-30,5352
2018-08-31,5376
2018-09-01,5376
2018-09-02,5459
2018-09-03,5459
2018-09-04,5472
2018-09-05,5472
2018-09-06,5472
2018-09-07,5320
2018-09-08,5320
2018-09-09,5243
2018-09-10,5243
2018-09-11,5193
2018-09-12,5193
2018-09-13,5096
2018-09-14,5096
2018-09-15,5013
2018-09-16,5013
2018-09-17,5013
2018-09-18,4955
2018-09-19,4955
2018-09-20,4900
2018-09-21,4900
2018-09-22,4982
2018-09-23,4982
2018-09-24,5024
2018-09-25,5024
2018-09-26,5000
2018-09-27,5000
2018-09-28,5004
2018-09-29,5004
2018-09-30,5032
2018-10-02,5031
2018-10-03,5031
2018-10-04,5031
2018-10-05,4955
2018-10-06,4955
2018-10-07,4944
2018-10-08,4944
2018-10-09,4946
2018-10-10,4946
2018-10-11,4815
2018-10-12,4815
2018-10-13,4815
2018-10-14,4749
2018-10-15,4749
2018-10-16,4749
2018-10-17,4629
2018-10-18,4629
2018-10-19,4574
2018-10-20,4574
2018-10-21,4574
2018-10-22,4589
2018-10-23,4589
2018-10-24,4589
2018-10-25,4624
2018-10-26,4624
2018-10-27,4802
2018-10-28,4802
2018-10-29,5037
2018-10-30,5037
2018-10-31,5134
2018-11-01,5229
2018-11-03,5228
2018-11-04,5303
2018-11-05,5454
2018-11-06,5553
2018-11-07,5553
2018-11-08,5559
2018-11-09,5559
2018-11-10,5677
2018-11-11,5677
2018-11-12,5796
2018-11-13,5848
2018-11-14,5848
2018-11-15,5842
2018-11-16,5908
2018-11-17,5908
2018-11-18,5945
2018-11-19,5945
2018-11-20,6068
2018-11-21,6068
2018-11-22,5958
2018-11-23,5958
2018-11-24,5916
2018-11-25,5781
2018-11-26,5781
2018-11-27,5714
2018-11-28,5714
2018-11-29,5499
2018-12-01,5299
2018-12-02,5293
2018-12-03,5293
2018-12-04,5315
2018-12-05,5448
2018-12-07,5393
2018-12-09,5259
2018-12-10,5245
2018-12-11,5245
2018-12-12,5366
2018-12-13,5366
2018-12-14,5208
2018-12-15,5208
2018-12-16,5271
2018-12-17,5271
2018-12-18,5520
2018-12-19,5520
2018-12-20,5608
2018-12-21,5608
2018-12-22,5641
2018-12-23,5815
2018-12-24,5815
2018-12-25,5993
2018-12-26,5993
2018-12-27,6196
2018-12-28,6196
2018-12-29,6168
2018-12-30,6168
2018-12-31,6081
2019-01-01,6081
2019-01-02,5918
2019-01-03,5918
2019-01-04,5745
2019-01-05,5834
2019-01-06,5624
2019-01-08,5803
2019-01-10,5966
2019-01-11,5966
2019-01-12,5988
2019-01-13,5988
2019-01-14,6035
2019-01-15,6035
2019-01-16,6000
2019-01-17,6000
2019-01-18,5908
2019-01-19,5893
2019-01-20,5685
2019-01-21,5685
2019-01-22,5660
2019-01-23,5660
2019-01-24,5736
2019-01-25,5736
2019-01-26,5681
2019-01-27,5681
2019-01-28,5432
2019-01-29,5432
2019-01-30,5365
2019-01-31,5365
2019-02-01,5349
2019-02-02,5349
2019-02-03,5431
2019-02-04,5431
2019-02-05,5462
2019-02-06,5462
2019-02-07,5305
2019-02-08,5305
2019-02-09,5289
2019-02-10,5289
2019-02-11,5363
2019-02-12,5363
2019-02-13,5394
2019-02-14,5394
2019-02-15,5497
2019-02-16,5497
2019-02-17,5611
2019-02-18,5611
2019-02-19,5687
2019-02-20,5687
2019-02-21,5719
2019-02-22,5719
2019-02-23,5744
2019-02-24,5744
2019-02-25,5844
2019-02-26,5844
2019-02-27,5978
2019-02-28,5978
2019-03-01,6057
2019-03-02,6057
2019-03-03,6115
2019-03-04,6115
2019-03-05,5988
2019-03-06,6010
2019-03-07,6010
2019-03-08,5975
2019-03-09,5975
2019-03-10,5958
2019-03-11,5958
2019-03-12,6023
2019-03-13,6023
2019-03-14,5887
2019-03-15,5887
2019-03-16,5616
2019-03-17,5437
2019-03-18,5437
2019-03-19,5437
2019-03-20,5481
2019-03-21,5481
2019-03-22,5689
2019-03-23,5852
2019-03-24,5852
2019-03-25,5914
2019-03-26,5914
2019-03-27,5941
2019-03-28,5941
2019-03-29,5950
2019-03-30,5950
2019-03-31,5950
2019-04-01,5952
2019-04-02,5952
2019-04-03,5901
2019-04-04,5901
2019-04-05,5703
2019-04-06,5703
