date_obj,Steel%20plateskirt price
2019-08-23,415
2019-08-24,410
2019-08-24,410
2019-08-25,410
2019-08-25,410
2019-08-26,407
2019-08-26,407
2019-08-27,407
2019-08-27,407
2019-08-28,405
2019-08-29,405
2019-08-30,403
2019-08-31,403
2019-09-01,407
2019-09-02,407
2019-09-03,408
2019-09-04,400
2019-09-05,400
2019-09-06,402
2019-09-07,416
2019-09-08,420
2019-09-09,420
2019-09-10,414
2019-09-11,414
2019-09-12,414
2019-09-13,427
2019-09-14,434
2019-09-15,420
2019-09-16,401
2019-09-17,385
2019-09-18,389
2019-09-19,389
2019-09-20,396
2019-09-21,401
2019-09-22,400
2019-09-23,382
2019-09-24,382
2019-09-25,384
2019-09-26,380
2019-09-27,380
2019-09-28,383
2019-09-29,383
2019-09-30,378
2019-10-01,377
2019-10-02,377
2019-10-03,383
2019-10-04,383
2019-10-05,393
2019-10-06,399
2019-10-07,399
2019-10-08,398
2019-10-09,398
2019-10-10,387
2019-10-11,387
2019-10-12,390
2019-10-13,376
2019-10-14,371
2019-10-15,371
2019-10-16,359
2019-10-17,359
2019-10-18,361
2019-10-19,360
2019-10-20,354
2019-10-21,354
2019-10-22,358
2019-10-23,350
2019-10-24,350
2019-10-25,347
2019-10-26,341
2019-10-27,341
2019-10-28,336
2019-10-29,336
2019-10-30,342
2019-10-31,342
2019-11-01,357
2019-11-02,352
2019-11-03,346
2019-11-04,344
2019-11-05,344
2019-11-06,342
2019-11-07,342
2019-11-08,335
2019-11-09,348
2019-11-10,351
2019-11-11,358
2019-11-12,358
2019-11-13,360
2019-11-14,360
2019-11-15,352
2019-11-16,337
2019-11-17,337
2019-11-18,344
2019-11-19,344
2019-11-20,352
2019-11-21,352
2019-11-22,363
2019-11-23,360
2019-11-24,353
2019-11-25,353
2019-11-26,354
2019-11-27,354
2019-11-28,346
2019-11-29,346
2019-11-30,347
2019-12-01,347
2019-12-02,345
2019-12-03,337
2019-12-04,337
2019-12-05,340
2019-12-06,340
2019-12-07,348
2019-12-08,348
2019-12-09,360
2019-12-10,372
2019-12-11,372
2019-12-12,390
2019-12-13,390
2019-12-14,389
2019-12-15,404
2019-12-16,404
2019-12-17,398
2019-12-18,398
2019-12-19,410
2019-12-20,410
2019-12-21,402
2019-12-22,397
2019-12-23,397
2019-12-24,394
2019-12-25,382
2019-12-26,382
2019-12-27,376
2019-12-28,378
2019-12-29,378
2019-12-30,377
2019-12-31,377
2020-01-01,371
2020-01-02,382
2020-01-03,382
2020-01-04,392
2020-01-05,385
2020-01-06,382
2020-01-07,386
2020-01-08,386
2020-01-09,399
2020-01-10,400
2020-01-11,400
2020-01-12,401
2020-01-13,401
2020-01-14,403
2020-01-15,403
2020-01-16,399
2020-01-17,396
2020-01-18,396
2020-01-19,398
2020-01-20,393
2020-01-21,393
2020-01-22,390
2020-01-23,393
2020-01-24,406
2020-01-25,406
2020-01-26,401
2020-01-27,400
2020-01-28,400
2020-01-29,398
2020-01-30,380
2020-01-31,380
2020-02-01,384
2020-02-02,375
2020-02-03,375
2020-02-04,382
2020-02-05,382
2020-02-06,381
2020-02-07,381
2020-02-08,392
2020-02-09,389
2020-02-10,387
2020-02-11,387
2020-02-12,395
2020-02-13,395
2020-02-14,389
2020-02-15,376
2020-02-16,378
2020-02-17,379
2020-02-18,388
2020-02-19,388
2020-02-20,382
2020-02-21,382
2020-02-22,378
2020-02-23,377
2020-02-24,367
2020-02-25,367
2020-02-26,371
2020-02-27,371
2020-02-28,380
2020-02-29,380
2020-03-01,385
2020-03-02,372
2020-03-03,374
2020-03-04,374
2020-03-05,378
2020-03-06,368
2020-03-07,368
2020-03-08,365
2020-03-09,367
2020-03-10,365
2020-03-11,365
2020-03-12,366
2020-03-13,366
2020-03-14,368
2020-03-15,363
2020-03-16,371
2020-03-17,373
2020-03-18,381
2020-03-19,387
2020-03-20,388
2020-03-21,385
2020-03-22,395
2020-03-23,396
2020-03-24,392
2020-03-25,392
2020-03-26,385
2020-03-27,378
2020-03-28,363
2020-03-29,355
2020-03-30,345
2020-03-31,344
2020-04-01,336
2020-04-02,324
2020-04-03,324
2020-04-04,327
2020-04-05,332
2020-04-06,335
2020-04-07,335
2020-04-08,339
2020-04-09,340
2020-04-10,343
2020-04-11,339
2020-04-12,343
2020-04-13,337
2020-04-14,345
2020-04-15,338
2020-04-16,338
2020-04-17,347
2020-04-18,357
2020-04-19,356
2020-04-20,345
2020-04-21,340
2020-04-22,334
2020-04-23,331
2020-04-24,337
2020-04-25,349
2020-04-26,360
2020-04-27,360
2020-04-28,360
2020-04-29,350
2020-04-30,349
2020-05-01,349
2020-05-02,345
2020-05-03,359
2020-05-04,362
2020-05-05,360
2020-05-06,363
2020-05-07,368
2020-05-08,370
2020-05-09,371
2020-05-10,374
2020-05-11,374
2020-05-12,376
2020-05-13,378
