date_obj,Guthix%20mjolnir price
2015-12-11,27073
2015-12-12,27073
2015-12-13,27073
2015-12-14,27073
2015-12-15,27073
2015-12-16,27073
2015-12-17,27073
2015-12-18,27073
2015-12-19,27073
2015-12-20,27073
2015-12-21,27073
2015-12-22,27073
2015-12-23,27073
2015-12-24,25742
2015-12-25,25742
2015-12-26,25742
2015-12-27,25742
2015-12-28,25742
2015-12-29,25742
2015-12-30,25742
2015-12-31,25742
2016-01-01,25742
2016-01-02,25742
2016-01-03,25742
2016-01-04,25742
2016-01-05,25742
2016-01-06,25742
2016-01-07,24507
2016-01-08,24507
2016-01-09,24507
2016-01-10,24507
2016-01-11,24507
2016-01-12,24507
2016-01-13,24507
2016-01-14,24507
2016-01-15,24507
2016-01-16,24507
2016-01-17,24507
2016-01-18,24507
2016-01-19,24507
2016-01-20,24507
2016-01-21,23296
2016-01-22,23296
2016-01-23,23296
2016-01-24,23296
2016-01-25,23296
2016-01-26,23296
2016-01-27,23296
2016-01-28,23296
2016-01-29,23296
2016-01-30,23296
2016-01-31,23296
2016-02-01,23296
2016-02-02,23296
2016-02-03,22154
2016-02-04,22154
2016-02-05,22154
2016-02-06,22154
2016-02-07,22154
2016-02-08,22154
2016-02-09,22154
2016-02-10,22154
2016-02-11,22154
2016-02-12,22154
2016-02-13,22154
2016-02-14,22154
2016-02-15,22154
2016-02-16,22154
2016-02-17,21066
2016-02-18,21066
2016-02-19,21066
2016-02-20,21066
2016-02-21,21066
2016-02-22,21066
2016-02-23,21066
2016-02-24,21066
2016-02-25,21066
2016-02-26,21066
2016-02-27,21066
2016-02-28,21066
2016-02-29,21066
2016-03-01,21066
2016-03-02,20038
2016-03-03,20038
2016-03-04,20038
2016-03-05,20038
2016-03-06,20038
2016-03-07,20038
2016-03-08,20038
2016-03-09,20038
2016-03-10,20038
2016-03-11,20038
2016-03-12,20038
2016-03-13,20038
2016-03-14,20038
2016-03-15,20038
2016-03-16,20038
2016-03-17,20038
2016-03-18,19218
2016-03-19,19218
2016-03-20,19218
2016-03-21,19218
2016-03-22,19218
2016-03-23,19218
2016-03-24,19218
2016-03-25,19218
2016-03-26,19218
2016-03-27,19218
2016-03-28,19218
2016-03-29,19218
2016-03-30,19218
2016-03-31,19218
2016-04-01,19218
2016-04-02,19218
2016-04-03,19218
2016-04-04,19218
2016-04-05,19218
2016-04-06,19218
2016-04-07,19218
2016-04-08,19218
2016-04-09,19050
2016-04-10,19050
2016-04-11,19050
2016-04-12,19050
2016-04-13,19050
2016-04-14,19050
2016-04-15,19050
2016-04-16,19050
2016-04-17,19050
2016-04-18,19050
2016-04-19,19050
2016-04-20,19050
2016-04-21,19050
2016-04-22,19050
2016-04-23,19050
2016-04-24,19050
2016-04-25,19050
2016-04-26,19050
2016-04-27,19050
2016-04-28,19050
2016-04-29,19050
2016-04-30,19050
2016-05-01,19050
2016-05-02,19050
2016-05-03,19050
2016-05-04,19050
2016-05-05,18562
2016-05-06,18562
2016-05-07,18562
2016-05-08,18562
2016-05-09,18562
2016-05-10,18562
2016-05-11,18562
2016-05-12,18562
2016-05-13,18562
2016-05-14,18562
2016-05-15,18562
2016-05-16,18562
2016-05-17,18562
2016-05-18,18562
2016-05-19,18562
2016-05-22,18562
2016-05-23,18562
2016-05-24,18562
2016-05-25,18562
2016-05-26,17740
2016-05-27,17740
2016-05-28,17740
2016-05-29,17740
2016-05-30,17740
2016-05-31,17740
2016-06-01,17740
2016-06-02,17740
2016-06-03,17740
2016-06-04,17740
2016-06-05,17740
2016-06-06,17740
2016-06-07,17740
2016-06-08,17740
2016-06-09,17740
2016-06-10,17740
2016-06-11,17740
2016-06-12,17740
2016-06-13,17740
2016-06-14,17069
2016-06-15,17069
2016-06-16,17069
2016-06-17,17069
2016-06-18,17069
2016-06-19,17069
2016-06-20,17069
2016-06-21,17069
2016-06-22,17069
2016-06-23,17069
2016-06-24,17069
2016-06-25,17069
2016-06-26,17069
2016-06-27,17069
2016-06-28,17069
2016-06-29,17069
2016-06-30,17069
2016-07-01,17069
2016-07-02,17069
2016-07-03,17069
2016-07-04,17069
2016-07-05,17069
2016-07-06,17142
2016-07-07,17142
2016-07-08,17142
2016-07-09,17142
2016-07-10,17142
2016-07-11,17142
2016-07-12,17142
2016-07-13,17142
2016-07-14,17142
2016-07-15,17290
2016-07-16,17290
2016-07-17,17290
2016-07-18,17290
2016-07-23,16487
2016-07-24,16487
2016-07-25,16487
2016-07-26,16487
2016-07-27,16487
2016-07-28,16487
2016-07-29,16487
2016-07-30,16487
2016-07-31,16487
2016-08-01,15754
2016-08-02,15754
2016-08-03,15754
2016-08-04,15754
2016-08-05,15754
2016-08-06,15754
2016-08-07,15754
2016-08-08,15754
2016-08-09,15754
2016-08-10,15222
2016-08-11,15222
2016-08-12,15222
2016-08-13,15222
2016-08-14,15222
2016-08-15,15222
2016-08-16,15222
2016-08-17,15222
2016-08-18,15222
2016-08-19,15222
2016-08-20,15222
2016-08-21,15222
2016-08-22,15222
2016-08-23,15627
2016-08-24,15627
2016-08-25,15627
2016-08-26,15627
2016-08-28,15627
2016-08-31,15627
2016-09-01,15627
2016-09-02,15627
2016-09-03,15627
2016-09-04,15627
2016-09-05,15459
2016-09-06,15459
2016-09-07,15459
2016-09-08,15459
2016-09-09,15459
2016-09-10,15459
2016-09-11,15459
2016-09-12,15459
2016-09-13,15459
2016-09-14,15459
2016-09-15,15459
2016-09-16,15459
2016-09-17,15459
2016-09-18,15459
2016-09-19,15459
2016-09-20,15459
2016-09-21,14854
2016-09-22,14854
2016-09-23,14854
2016-09-24,14854
2016-09-25,14854
2016-09-26,14854
2016-09-27,14854
2016-09-28,14854
2016-09-29,14854
2016-09-30,14854
2016-10-01,14854
2016-10-02,14854
2016-10-03,14854
2016-10-04,14854
2016-10-05,14854
2016-10-06,14854
2016-10-07,14142
2016-10-08,14142
2016-10-09,14142
2016-10-10,14142
2016-10-11,14142
2016-10-12,14142
2016-10-13,14142
2016-10-14,14142
2016-10-15,14142
2016-10-16,14142
2016-10-17,14142
2016-10-18,14142
2016-10-19,14142
2016-10-20,14142
2016-10-21,13517
2016-10-22,13517
2016-10-23,13517
2016-10-24,13517
2016-10-25,13517
2016-10-26,13517
2016-10-27,13517
2016-10-28,13517
2016-10-29,13517
2016-10-30,13517
2016-10-31,13517
2016-11-01,13517
2016-11-02,13517
2016-11-03,13517
2016-11-04,12889
2016-11-05,12889
2016-11-06,12889
2016-11-07,12889
2016-11-08,12889
2016-11-09,12889
2016-11-10,12889
2016-11-11,12889
2016-11-12,12889
2016-11-13,12889
2016-11-14,12889
2016-11-15,12889
2016-12-07,11758
2016-12-08,11758
2016-12-09,11758
2016-12-10,11758
2016-12-11,11758
2016-12-12,11758
2016-12-13,11758
2016-12-14,11247
2016-12-15,11247
2016-12-16,11247
2016-12-17,11247
2016-12-18,11247
2016-12-19,11247
2016-12-20,11247
2016-12-21,11247
2016-12-22,11247
2016-12-23,11247
2016-12-24,11247
2016-12-25,11247
2016-12-26,11247
2016-12-27,10768
2016-12-28,10768
2016-12-29,10768
2016-12-30,10768
2016-12-31,10768
2017-01-01,10768
2017-01-02,10768
2017-01-03,10768
2017-01-04,10768
2017-01-05,10768
2017-01-06,10768
2017-01-07,10768
2017-01-08,10349
2017-01-09,10349
2017-01-10,10349
2017-01-11,10349
2017-01-12,10349
2017-01-13,10349
2017-01-14,10349
2017-01-15,10349
2017-01-16,10349
2017-01-17,10349
2017-01-18,9953
2017-01-19,9953
2017-01-20,9953
2017-01-21,9953
2017-01-22,9953
2017-01-23,9953
2017-01-27,9953
2017-01-28,9953
2017-01-29,9632
2017-01-30,9632
2017-01-31,9632
2017-02-01,9632
2017-02-02,9632
2017-02-03,9632
2017-02-04,9632
2017-02-05,9632
2017-02-06,9632
2017-02-07,9632
2017-02-08,9632
2017-02-09,9632
2017-02-10,9632
2017-02-11,9306
2017-02-12,9306
2017-02-13,9306
2017-02-14,9306
2017-02-15,9306
2017-02-16,9306
2017-02-18,9306
2017-02-19,9306
2017-02-20,9306
2017-02-21,9306
2017-02-22,9306
2017-02-23,9306
2017-02-24,9306
2017-02-25,8914
2017-02-26,8914
2017-02-27,8914
2017-02-28,8914
2017-03-01,8914
2017-03-02,8914
2017-03-03,8914
2017-03-04,8914
2017-03-05,8914
2017-03-06,8914
2017-03-07,8914
2017-03-08,8914
2017-03-09,8914
2017-03-10,8667
2017-03-11,8667
2017-03-12,8667
2017-03-13,8667
2017-03-14,8667
2017-03-15,8667
2017-03-16,8667
2017-03-17,8667
2017-03-18,8667
2017-03-19,8667
2017-03-20,8667
2017-03-21,8667
2017-03-22,8429
2017-03-23,8429
2017-03-24,8429
2017-03-25,8429
2017-03-26,8429
2017-03-27,8429
2017-03-28,8429
2017-03-29,8429
2017-03-30,8429
2017-03-31,8429
2017-04-01,8429
2017-04-02,8429
2017-04-03,8017
2017-04-04,8017
2017-04-12,8017
2017-04-13,8017
2017-04-14,8017
2017-04-15,8017
2017-04-16,7642
2017-04-17,7642
2017-04-18,7642
2017-04-19,7642
2017-04-20,7642
2017-04-21,7642
2017-04-22,7642
2017-04-23,7642
2017-04-24,7642
2017-04-25,7642
2017-04-26,7272
2017-04-27,7272
2017-04-28,7272
2017-04-29,7272
2017-04-30,7272
2017-05-01,7272
2017-05-02,7272
2017-05-03,7272
2017-05-04,7272
2017-05-05,7272
2017-05-06,7272
2017-05-07,6930
2017-05-08,6930
2017-05-09,6930
2017-05-10,6930
2017-05-11,6930
2017-05-12,6930
2017-05-13,6930
2017-05-14,6930
2017-05-15,6930
2017-05-16,6930
2017-05-17,6930
2017-05-18,6930
2017-05-19,6930
2017-05-20,6597
2017-05-21,6597
2017-05-22,6597
2017-05-23,6597
2017-05-24,6597
2017-05-25,6597
2017-05-26,6597
2017-05-27,6597
2017-05-28,6597
2017-05-29,6597
2017-05-30,6597
2017-05-31,6597
2017-06-01,6279
2017-06-02,6279
2017-06-03,6279
2017-06-04,6279
2017-06-05,6279
2017-06-06,6279
2017-06-07,6279
2017-06-08,6279
2017-06-09,6279
2017-06-10,6279
2017-06-11,5988
2017-06-12,5988
2017-06-13,5988
2017-06-14,5988
2017-06-15,5988
2017-06-16,5988
2017-06-17,5988
2017-06-18,5988
2017-06-19,5988
2017-06-20,5988
2017-06-21,5988
2017-06-22,5988
2017-06-23,5729
2017-06-24,5729
2017-06-25,5729
2017-06-26,5729
2017-06-27,5729
2017-06-28,5729
2017-06-29,5729
2017-06-30,5729
2017-07-01,5729
2017-07-02,5729
2017-07-03,5729
2017-07-04,5471
2017-07-05,5471
2017-07-06,5471
2017-07-07,5471
2017-07-08,5471
2017-07-13,5471
2017-07-14,5471
2017-07-15,5471
2017-07-16,5226
2017-07-17,5226
2017-07-18,5226
2017-07-19,5226
2017-07-20,5226
2017-07-21,5226
2017-07-22,5226
2017-07-23,5226
2017-07-24,5226
2017-07-25,5226
2017-07-26,5226
2017-07-27,4973
2017-07-28,4973
2017-07-29,4973
2017-07-30,4973
2017-07-31,4973
2017-08-01,4973
2017-08-02,4973
2017-08-03,4973
2017-08-04,4973
2017-08-05,4973
2017-08-06,4973
2017-08-09,4735
2017-08-10,4735
2017-08-11,4735
2017-08-12,4735
2017-08-13,4735
2017-08-14,4735
2017-08-15,4735
2017-08-16,4735
2017-08-17,4735
2017-08-18,4735
2017-08-19,4517
2017-08-20,4517
2017-08-21,4517
2017-08-22,4517
2017-08-23,4517
2017-08-24,4517
2017-08-25,4517
2017-08-26,4517
2017-08-27,4517
2017-08-28,4517
2017-08-29,4517
2017-08-30,4432
2017-08-31,4432
2017-09-01,4432
2017-09-02,4432
2017-09-03,4432
2017-09-04,4432
2017-09-05,4432
2017-09-06,4432
2017-09-07,4432
2017-09-08,4432
2017-09-09,4295
2017-09-10,4295
2017-09-11,4295
2017-09-12,4295
2017-09-13,4295
2017-09-14,4295
2017-09-15,4295
2017-09-16,4295
2017-09-17,4295
2017-09-18,4295
2017-09-19,4295
2017-09-20,4128
2017-09-21,4128
2017-09-22,4128
2017-09-23,4128
2017-09-24,4128
2017-09-25,4128
2017-09-26,4128
2017-09-27,4128
2017-09-28,4128
2017-09-29,4128
2017-09-30,4128
2017-10-01,4128
2017-10-02,3989
2017-10-03,3989
2017-10-04,3989
2017-10-05,3989
2017-10-06,3989
2017-10-07,3989
2017-10-08,3989
2017-10-09,3989
2017-10-10,3989
2017-10-11,3989
2017-10-12,3989
2017-10-13,3989
2017-10-14,3989
2017-10-15,3989
2017-10-16,3989
2017-10-17,3865
2017-10-18,3865
2017-10-19,3865
2017-10-20,3865
2017-10-21,3865
2017-10-22,3865
2017-10-23,3865
2017-10-24,3865
2017-10-25,3865
2017-10-26,3865
2017-10-27,3865
2017-10-28,3865
2017-10-29,3781
2017-10-30,3781
2017-10-31,3781
2017-11-01,3781
2017-11-02,3781
2017-11-03,3781
2017-11-04,3781
2017-11-05,3781
2017-11-06,3781
2017-11-07,3781
2017-11-08,3781
2017-11-09,3781
2017-11-10,3781
2017-11-11,3780
2017-11-12,3780
2017-11-13,3780
2017-11-14,3780
2017-11-15,3780
2017-11-16,3780
2017-11-17,3780
2017-11-18,3780
2017-11-19,3780
2017-11-20,3780
2017-11-21,3780
2017-11-22,3780
2017-11-23,3780
2017-11-24,3709
2017-11-25,3709
2017-11-26,3709
2017-11-27,3709
2017-11-28,3709
2017-11-29,3709
2017-11-30,3709
2017-12-01,3709
2017-12-02,3709
2017-12-03,3709
2017-12-04,3709
2017-12-05,3709
2017-12-06,3709
2017-12-07,3543
2017-12-08,3543
2017-12-09,3543
2017-12-10,3543
2017-12-11,3543
2017-12-12,3543
2017-12-13,3543
2017-12-14,3543
2017-12-15,3543
2017-12-16,3543
2017-12-17,3543
2017-12-18,3522
2017-12-19,3522
2017-12-20,3522
2017-12-21,3522
2017-12-22,3522
2017-12-23,3522
2017-12-24,3522
2017-12-25,3522
2017-12-26,3522
2017-12-27,3522
2017-12-28,3522
2017-12-29,3522
2017-12-30,3594
2017-12-31,3594
2018-01-01,3594
2018-01-02,3594
2018-01-03,3594
2018-01-04,3594
2018-01-05,3594
2018-01-06,3594
2018-01-07,3594
2018-01-08,3594
2018-01-09,3594
2018-01-10,3594
2018-01-11,3605
2018-01-12,3605
2018-01-13,3605
2018-01-14,3605
2018-01-15,3605
2018-01-16,3605
2018-01-17,3605
2018-01-18,3605
2018-01-19,3605
2018-01-20,3605
2018-01-21,3609
2018-01-22,3609
2018-01-23,3609
2018-01-25,3609
2018-01-26,3609
2018-01-27,3609
2018-01-28,3600
2018-01-29,3600
2018-01-30,3600
2018-01-31,3600
2018-02-01,3600
2018-02-02,3600
2018-02-03,3605
2018-02-04,3605
2018-02-05,3605
2018-02-06,3605
2018-02-07,3605
2018-02-08,3605
2018-02-09,3589
2018-02-10,3589
2018-02-11,3589
2018-02-12,3589
2018-02-13,3589
2018-02-14,3589
2018-02-15,3499
2018-02-16,3499
2018-02-17,3499
2018-02-18,3499
2018-02-19,3499
2018-02-20,3499
2018-02-21,3369
2018-02-22,3369
2018-02-23,3369
2018-02-24,3369
2018-02-25,3369
2018-02-26,3369
2018-02-27,3279
2018-02-28,3279
2018-03-01,3279
2018-03-02,3279
2018-03-03,3279
2018-03-04,3279
2018-03-05,3175
2018-03-06,3175
2018-03-07,3175
2018-03-08,3175
2018-03-09,3175
2018-03-10,3175
2018-03-11,3071
2018-03-12,3071
2018-03-13,3071
2018-03-14,3071
2018-03-15,3071
2018-03-16,3071
2018-03-17,3071
2018-03-18,3033
2018-03-19,3033
2018-03-20,3033
2018-03-21,3033
2018-03-23,3033
2018-03-24,3033
2018-03-25,3025
2018-03-26,3025
2018-03-27,3025
2018-03-28,3025
2018-03-29,3025
2018-03-30,3025
2018-03-31,3035
2018-04-01,3035
2018-04-02,3035
2018-04-03,3035
2018-04-04,3035
2018-04-05,3035
2018-04-06,3024
2018-04-07,3024
2018-04-08,3024
2018-04-09,3024
2018-04-10,3024
2018-04-11,3024
2018-04-12,3024
2018-04-13,3024
2018-04-14,3045
2018-04-15,3045
2018-04-16,3045
2018-04-17,3045
2018-04-18,3045
2018-04-19,3045
2018-04-20,3045
2018-04-21,3045
2018-04-22,3041
2018-04-23,3041
2018-04-24,3041
2018-04-25,3041
2018-04-26,3041
2018-04-27,3041
2018-04-28,3041
2018-04-29,3041
2018-04-30,3025
2018-05-01,3025
2018-05-03,3025
2018-05-04,3025
2018-05-05,3025
2018-05-06,3025
2018-05-07,3025
2018-05-08,3025
2018-05-09,3116
2018-05-10,3116
2018-05-11,3116
2018-05-12,3116
2018-05-13,3116
2018-05-14,3116
2018-05-15,3116
2018-05-16,3270
2018-05-17,3270
2018-05-18,3270
2018-05-19,3270
2018-05-20,3270
2018-05-21,3270
2018-05-22,3431
2018-05-23,3431
2018-05-24,3431
2018-05-25,3431
2018-05-26,3431
2018-05-27,3431
2018-05-28,3599
2018-05-29,3599
2018-05-30,3599
2018-05-31,3599
2018-06-01,3599
2018-06-02,3755
2018-06-03,3755
2018-06-04,3755
2018-06-05,3755
2018-06-06,3755
2018-06-07,3755
2018-06-08,3943
2018-06-09,3943
2018-06-10,3943
2018-06-11,3943
2018-06-12,3943
2018-06-13,4139
2018-06-14,4139
2018-06-15,4139
2018-06-16,4139
2018-06-17,4139
2018-06-18,4139
2018-06-19,4345
2018-06-20,4345
2018-06-21,4345
2018-06-22,4345
2018-06-23,4345
2018-06-24,4345
2018-06-25,4560
2018-06-26,4560
2018-06-27,4560
2018-06-28,4560
2018-06-29,4560
2018-06-30,4560
2018-07-01,4690
2018-07-02,4690
2018-07-03,4690
2018-07-04,4690
2018-07-05,4690
2018-07-06,4690
2018-07-07,4690
2018-07-08,4919
2018-07-09,4919
2018-07-10,4919
2018-07-11,4919
2018-07-12,4919
2018-07-13,4919
2018-07-14,4919
2018-07-15,4919
2018-07-16,5104
2018-07-17,5104
2018-07-18,5104
2018-07-19,5104
2018-07-20,5104
2018-07-21,5353
2018-07-22,5353
2018-07-23,5353
2018-07-24,5353
2018-07-25,5353
2018-07-26,5353
2018-07-27,5621
2018-07-28,5621
2018-07-29,5621
2018-07-30,5621
2018-07-31,5735
2018-08-01,5735
2018-08-02,5735
2018-08-03,5735
2018-08-04,5735
2018-08-05,5488
2018-08-06,5488
2018-08-07,5488
2018-08-08,5488
2018-08-09,5488
2018-08-10,5242
2018-08-11,5242
2018-08-12,5242
2018-08-14,4999
2018-08-16,4999
2018-08-17,4999
2018-08-18,4999
2018-08-19,4776
2018-08-20,4776
2018-08-21,4776
2018-08-22,4776
2018-08-23,4602
2018-08-24,4602
2018-08-25,4602
2018-08-26,4602
2018-08-27,4602
2018-08-28,4642
2018-08-29,4642
2018-08-30,4642
2018-08-31,4642
2018-09-01,4642
2018-09-02,4519
2018-09-03,4519
2018-09-04,4519
2018-09-05,4519
2018-09-06,4519
2018-09-07,4317
2018-09-08,4317
2018-09-09,4317
2018-09-10,4317
2018-09-11,4317
2018-09-12,4317
2018-09-13,4136
2018-09-14,4136
2018-09-15,4136
2018-09-16,4136
2018-09-17,4136
2018-09-18,3977
2018-09-19,3977
2018-09-20,3977
2018-09-21,3977
2018-09-22,3977
2018-09-23,4011
2018-09-24,4011
2018-09-25,4011
2018-09-26,4011
2018-09-27,4011
2018-09-28,4011
2018-09-29,3995
2018-09-30,3995
2018-10-01,3995
2018-10-02,3995
2018-10-03,3995
2018-10-04,4029
2018-10-05,4029
2018-10-06,4029
2018-10-07,4029
2018-10-08,4029
2018-10-09,4011
2018-10-10,4011
2018-10-11,4011
2018-10-12,4011
2018-10-13,4011
2018-10-14,4030
2018-10-15,4030
2018-10-16,4030
2018-10-17,4030
2018-10-18,4030
2018-10-19,4016
2018-10-20,4016
2018-10-21,4016
2018-10-22,4016
2018-10-23,4016
2018-10-24,4016
2018-10-25,4007
2018-10-26,4007
2018-10-27,4007
2018-10-28,4007
2018-10-29,4007
2018-10-30,4037
2018-10-31,4037
2018-11-01,4037
2018-11-03,4037
2018-11-04,3975
2018-11-05,3975
2018-11-06,3975
2018-11-07,3975
2018-11-08,4042
2018-11-09,4042
2018-11-10,4042
2018-11-11,4042
2018-11-12,4058
2018-11-13,4058
2018-11-14,4058
2018-11-15,4058
2018-11-16,4056
2018-11-17,4056
2018-11-18,4056
2018-11-19,4056
2018-11-20,4062
2018-11-21,4062
2018-11-22,4062
2018-11-23,4062
2018-11-24,4153
2018-11-25,4153
2018-11-26,4153
2018-11-27,4153
2018-11-28,4056
2018-11-29,4056
2018-12-01,4056
2018-12-02,4087
2018-12-03,4087
2018-12-04,4087
2018-12-05,4087
2018-12-07,4057
2018-12-09,4057
2018-12-10,4026
2018-12-11,4026
2018-12-12,4026
2018-12-13,4026
2018-12-14,4026
2018-12-15,4039
2018-12-16,4039
2018-12-17,4039
2018-12-18,4039
2018-12-19,3937
2018-12-20,3937
2018-12-21,3937
2018-12-22,3789
2018-12-23,3789
2018-12-24,3789
2018-12-25,3979
2018-12-26,3979
2018-12-27,3979
2018-12-28,3979
2018-12-29,4021
2018-12-30,4021
2018-12-31,4021
2019-01-01,4021
2019-01-02,4034
2019-01-03,4034
2019-01-04,4034
2019-01-05,4016
2019-01-06,4016
2019-01-08,3961
2019-01-10,3961
2019-01-11,3961
2019-01-12,4011
2019-01-13,4011
2019-01-14,4011
2019-01-15,4010
2019-01-16,4010
2019-01-17,4010
2019-01-18,4041
2019-01-19,4041
2019-01-20,4041
2019-01-21,4022
2019-01-22,4022
2019-01-23,4022
2019-01-24,4017
2019-01-25,4017
2019-01-26,4017
2019-01-27,4008
2019-01-28,4008
2019-01-29,4008
2019-01-30,4057
2019-01-31,4057
2019-02-01,4057
2019-02-02,4131
2019-02-03,4131
2019-02-04,4131
2019-02-05,4239
2019-02-06,4239
2019-02-07,4239
2019-02-08,4436
2019-02-09,4436
2019-02-10,4436
2019-02-11,4566
2019-02-12,4566
2019-02-13,4566
2019-02-14,4566
2019-02-15,4640
2019-02-16,4640
2019-02-17,4640
2019-02-18,4736
2019-02-19,4736
2019-02-20,4736
2019-02-21,4793
2019-02-22,4793
2019-02-23,4793
2019-02-24,4789
2019-02-25,4789
2019-02-26,4789
2019-02-27,4789
2019-02-28,4789
2019-03-01,4789
2019-03-02,4789
2019-03-03,4577
2019-03-04,4577
2019-03-05,4577
2019-03-06,4559
2019-03-07,4559
2019-03-08,4559
2019-03-09,4559
2019-03-10,4553
2019-03-11,4553
2019-03-12,4553
2019-03-13,4552
2019-03-14,4552
2019-03-15,4552
2019-03-16,4586
2019-03-17,4586
2019-03-18,4586
2019-03-19,4504
2019-03-20,4504
2019-03-21,4504
2019-03-22,4572
2019-03-23,4572
2019-03-24,4572
2019-03-25,4561
