date_obj,Black%20halberd price
2015-07-30,33852
2015-07-31,33852
2015-08-01,33852
2015-08-02,33852
2015-08-03,33852
2015-08-04,33852
2015-08-05,33852
2015-08-06,33852
2015-08-07,33852
2015-08-08,33852
2015-08-09,33852
2015-08-10,33852
2015-08-11,33852
2015-08-12,33852
2015-08-13,33852
2015-08-14,33852
2015-08-15,33852
2015-08-16,33852
2015-08-17,33852
2015-08-18,33852
2015-08-19,33852
2015-08-20,32258
2015-08-21,32258
2015-08-22,32258
2015-08-23,32258
2015-08-24,32258
2015-08-25,32258
2015-08-26,32258
2015-08-27,32258
2015-08-28,32258
2015-08-29,32258
2015-08-30,32258
2015-08-31,32258
2015-09-01,32258
2015-09-02,32258
2015-09-03,32258
2015-09-04,32258
2015-09-05,32258
2015-09-06,32258
2015-09-07,32258
2015-09-08,32258
2015-09-09,32258
2015-09-10,32258
2015-09-11,32258
2015-09-12,32258
2015-09-13,32258
2015-09-14,32258
2015-09-15,32258
2015-09-16,32258
2015-09-17,32258
2015-09-18,32258
2015-09-19,32258
2015-09-20,32258
2015-09-21,32258
2015-09-22,32258
2015-09-23,32258
2015-09-24,32258
2015-09-25,32258
2015-09-27,32258
2015-09-28,32258
2015-09-29,32258
2015-09-30,32258
2015-10-05,32258
2015-10-06,32258
2015-10-07,32258
2015-10-08,32258
2015-10-09,32258
2015-10-10,32258
2015-10-11,32258
2015-10-12,32258
2015-10-13,32258
2015-10-14,32258
2015-10-15,32258
2015-10-16,32258
2015-10-17,32258
2015-10-18,32258
2015-10-19,32258
2015-10-20,32258
2015-10-22,32258
2015-10-23,32258
2015-10-24,32258
2015-10-25,32258
2015-10-26,32258
2015-10-27,32258
2015-10-29,32258
2015-10-30,32258
2015-10-31,32258
2015-11-01,32258
2015-11-02,32258
2015-11-03,32258
2015-11-04,32258
2015-11-05,32258
2015-11-06,32258
2015-11-07,32258
2015-11-08,32258
2015-11-09,32258
2015-11-10,32258
2015-11-11,32258
2015-11-12,32258
2015-11-13,32258
2015-11-14,32258
2015-11-15,32258
2015-11-16,32258
2015-11-17,32258
2015-11-18,30940
2015-11-19,30940
2015-11-20,30940
2015-11-21,30940
2015-11-22,30940
2015-11-23,30940
2015-11-24,30940
2015-11-25,30940
2015-11-26,30940
2015-11-27,30940
2015-11-28,30940
2015-11-29,30940
2015-11-30,30940
2015-12-01,30940
2015-12-02,30940
2015-12-03,30940
2015-12-04,30940
2015-12-05,30940
2015-12-06,30940
2015-12-07,30940
2015-12-08,30940
2015-12-09,30940
2015-12-10,30940
2015-12-11,30940
2015-12-12,30940
2015-12-13,30940
2015-12-14,30940
2015-12-15,30940
2015-12-16,30940
2015-12-17,30940
2015-12-18,30940
2015-12-19,30940
2015-12-20,30940
2015-12-21,30940
2015-12-22,30940
2015-12-23,30940
2015-12-24,30940
2015-12-25,30940
2015-12-26,30940
2015-12-27,30940
2015-12-28,30940
2015-12-29,30940
2015-12-30,30940
2015-12-31,30940
2016-01-01,30940
2016-01-02,30940
2016-01-03,30940
2016-01-04,30940
2016-01-05,30940
2016-01-06,30940
2016-01-07,30940
2016-01-08,30940
2016-01-09,30940
2016-01-10,30940
2016-01-11,30940
2016-01-12,30940
2016-01-13,30940
2016-01-14,30940
2016-01-15,30940
2016-01-16,30940
2016-01-17,30940
2016-01-18,30940
2016-01-19,30940
2016-01-20,30940
2016-01-21,30940
2016-01-22,30940
2016-01-23,30940
2016-01-24,30940
2016-01-25,30940
2016-01-26,30940
2016-01-27,30940
2016-01-28,30940
2016-01-29,30940
2016-01-30,30940
2016-01-31,30940
2016-02-01,30940
2016-02-02,30940
2016-02-03,30940
2016-02-04,30940
2016-02-05,30940
2016-02-06,29428
2016-02-07,29428
2016-02-08,29428
2016-02-09,29428
2016-02-10,29428
2016-02-11,29428
2016-02-12,29428
2016-02-13,29428
2016-02-14,29428
2016-02-15,29428
2016-02-16,29428
2016-02-17,29428
2016-02-18,29428
2016-02-19,29428
2016-02-20,29428
2016-02-21,29428
2016-02-22,29428
2016-02-23,29428
2016-02-24,29428
2016-02-25,29428
2016-02-26,29428
2016-02-27,29428
2016-02-28,29428
2016-02-29,29428
2016-03-01,29428
2016-03-02,29428
2016-03-03,29428
2016-03-04,29428
2016-03-05,29428
2016-03-06,29428
2016-03-07,29428
2016-03-08,29428
2016-03-09,29428
2016-03-10,29428
2016-03-11,29428
2016-03-12,29428
2016-03-13,29428
2016-03-14,29428
2016-03-15,29428
2016-03-16,29428
2016-03-17,29428
2016-03-18,29428
2016-03-19,29428
2016-03-20,29428
2016-03-21,29428
2016-03-22,29428
2016-03-23,29428
2016-03-24,29428
2016-03-25,29428
2016-03-26,29428
2016-03-27,29428
2016-03-28,29428
2016-03-29,29428
2016-03-30,29428
2016-03-31,29428
2016-04-01,29428
2016-04-02,29428
2016-04-03,29428
2016-04-04,29428
2016-04-05,29428
2016-04-06,29428
2016-04-07,29428
2016-04-08,29428
2016-04-09,27983
2016-04-10,27983
2016-04-11,27983
2016-04-12,27983
2016-04-13,27983
2016-04-14,27983
2016-04-15,27983
2016-04-16,27983
2016-04-17,27983
2016-04-18,27983
2016-04-19,27983
2016-04-20,27983
2016-04-21,27983
2016-04-22,27983
2016-04-23,27983
2016-04-24,27983
2016-04-25,27983
2016-04-26,27983
2016-04-27,27983
2016-04-28,27983
2016-04-29,27983
2016-04-30,27983
2016-05-01,27983
2016-05-02,27983
2016-05-03,27983
2016-05-04,27983
2016-05-05,27983
2016-05-06,27983
2016-05-07,27983
2016-05-08,27983
2016-05-09,27983
2016-05-10,27983
2016-05-11,27983
2016-05-12,27983
2016-05-13,27983
2016-05-14,27983
2016-05-15,27983
2016-05-16,27983
2016-05-17,27983
2016-05-18,27983
2016-05-19,27983
2016-05-22,27983
2016-05-23,27983
2016-05-24,27983
2016-05-25,27983
2016-05-26,27983
2016-05-27,27983
2016-05-28,27983
2016-05-29,27983
2016-05-30,27983
2016-05-31,27983
2016-06-01,27983
2016-06-02,26619
2016-06-03,26619
2016-06-04,26619
2016-06-05,26619
2016-06-06,26619
2016-06-07,26619
2016-06-08,26619
2016-06-09,26619
2016-06-10,26619
2016-06-11,26619
2016-06-12,26619
2016-06-13,26619
2016-06-14,26619
2016-06-15,26619
2016-06-16,26619
2016-06-17,26619
2016-06-18,26619
2016-06-19,26619
2016-06-20,26619
2016-06-21,26619
2016-06-22,26619
2016-06-23,26619
2016-06-24,26619
2016-06-25,26619
2016-06-26,26619
2016-06-27,26619
2016-06-28,26619
2016-06-29,26619
2016-06-30,26619
2016-07-01,26619
2016-07-02,26619
2016-07-03,26619
2016-07-04,26619
2016-07-05,26619
2016-07-06,26619
2016-07-07,26619
2016-07-08,26619
2016-07-09,26619
2016-07-10,26619
2016-07-11,26619
2016-07-12,26619
2016-07-13,26619
2016-07-14,26619
2016-07-15,26619
2016-07-16,26619
2016-07-17,26619
2016-07-18,26619
2016-07-23,26619
2016-07-24,26619
2016-07-25,26619
2016-07-26,26619
2016-07-27,26619
2016-07-28,26619
2016-07-29,26619
2016-07-30,26619
2016-07-31,26619
2016-08-01,26619
2016-08-02,26619
2016-08-03,25317
2016-08-04,25317
2016-08-05,25317
2016-08-06,25317
2016-08-07,25317
2016-08-08,25317
2016-08-09,25317
2016-08-10,25317
2016-08-11,25317
2016-08-12,25317
2016-08-13,25317
2016-08-14,25317
2016-08-15,25317
2016-08-16,25317
2016-08-17,25317
2016-08-18,25317
2016-08-19,25317
2016-08-20,25317
2016-08-21,25317
2016-08-22,25317
2016-08-23,25317
2016-08-24,25317
2016-08-25,25317
2016-08-26,25317
2016-08-28,25317
2016-08-31,25317
2016-09-01,25317
2016-09-02,25317
2016-09-03,25317
2016-09-04,25317
2016-09-05,25317
2016-09-06,25317
2016-09-07,25317
2016-09-08,25317
2016-09-09,25317
2016-09-10,25317
2016-09-11,25317
2016-09-12,25317
2016-09-13,25317
2016-09-14,25317
2016-09-15,25317
2016-09-16,25317
2016-09-17,25317
2016-09-18,25317
2016-09-19,25317
2016-09-20,25317
2016-09-21,25317
2016-09-22,25317
2016-09-23,25317
2016-09-24,25317
2016-09-25,25317
2016-09-26,25317
2016-09-27,25317
2016-09-28,25317
2016-09-29,25317
2016-09-30,25317
2016-10-01,25317
2016-10-02,25317
2016-10-03,25317
2016-10-04,25317
2016-10-05,25317
2016-10-06,25317
2016-10-07,25317
2016-10-08,25317
2016-10-09,25317
2016-10-10,25317
2016-10-11,25317
2016-10-12,25317
2016-10-13,25317
2016-10-14,25317
2016-10-15,25317
2016-10-16,25317
2016-10-17,25317
2016-10-18,25317
2016-10-19,25317
2016-10-20,25317
2016-10-21,25317
2016-10-22,25317
2016-10-23,25317
2016-10-24,25317
2016-10-25,25317
2016-10-26,25317
2016-10-27,25317
2016-10-28,25317
2016-10-29,25317
2016-10-30,25317
2016-10-31,25317
2016-11-01,25317
2016-11-02,24076
2016-11-03,24076
2016-11-04,24076
2016-11-05,24076
2016-11-06,24076
2016-11-07,24076
2016-11-08,24076
2016-11-09,24076
2016-11-10,24076
2016-11-11,24076
2016-11-12,24076
2016-11-13,24076
2016-11-14,24076
2016-11-15,24076
2016-12-07,24076
2016-12-08,24076
2016-12-09,24076
2016-12-10,24076
2016-12-11,24076
2016-12-12,24076
2016-12-13,24076
2016-12-14,24076
2016-12-15,24076
2016-12-16,24076
2016-12-17,24076
2016-12-18,24076
2016-12-19,24076
2016-12-20,24076
2016-12-21,24076
2016-12-22,24076
2016-12-23,24076
2016-12-24,24076
2016-12-25,24076
2016-12-26,24076
2016-12-27,24076
2016-12-28,24076
2016-12-29,24076
2016-12-30,24076
2016-12-31,24076
2017-01-01,24076
2017-01-02,24076
2017-01-03,24076
2017-01-04,24076
2017-01-05,24076
2017-01-06,24076
2017-01-07,24076
2017-01-08,24076
2017-01-09,22939
2017-01-10,22939
2017-01-11,22939
2017-01-12,22939
2017-01-13,22939
2017-01-14,22939
2017-01-15,22939
2017-01-16,22939
2017-01-17,22939
2017-01-18,22939
2017-01-19,22939
2017-01-20,22939
2017-01-21,22939
2017-01-22,22939
2017-01-23,22939
2017-01-27,22939
2017-01-28,22939
2017-01-29,22939
2017-01-30,22939
2017-01-31,22939
2017-02-01,22939
2017-02-02,22939
2017-02-03,22939
2017-02-04,22939
2017-02-05,22939
2017-02-06,22939
2017-02-07,22939
2017-02-08,22939
2017-02-09,22939
2017-02-10,22939
2017-02-11,22939
2017-02-12,22939
2017-02-13,22939
2017-02-14,22939
2017-02-15,22939
2017-02-16,22939
2017-02-18,22939
2017-02-19,22939
2017-02-20,22939
2017-02-21,22939
2017-02-22,22939
2017-02-23,22939
2017-02-24,22939
2017-02-25,22939
2017-02-26,22939
2017-02-27,22939
2017-02-28,22939
2017-03-01,22939
2017-03-02,22939
2017-03-03,22939
2017-03-04,22939
2017-03-05,22939
2017-03-06,22939
2017-03-07,22939
2017-03-08,22939
2017-03-09,22939
2017-03-10,22939
2017-03-11,22939
2017-03-12,22939
2017-03-13,22939
2017-03-14,21820
2017-03-15,21820
2017-03-16,21820
2017-03-17,21820
2017-03-18,21820
2017-03-19,21820
2017-03-20,21820
2017-03-21,21820
2017-03-22,21820
2017-03-23,21820
2017-03-24,21820
2017-03-25,21820
2017-03-26,21820
2017-03-27,21820
2017-03-28,21820
2017-03-29,21820
2017-03-30,21820
2017-03-31,21820
2017-04-01,21820
2017-04-02,21820
2017-04-03,21820
2017-04-04,21820
2017-04-12,21820
2017-04-13,21820
2017-04-14,21820
2017-04-15,21820
2017-04-16,21820
2017-04-17,21820
2017-04-18,21820
2017-04-19,21820
2017-04-20,21820
2017-04-21,21820
2017-04-22,21820
2017-04-23,21820
2017-04-24,21820
2017-04-25,21820
2017-04-26,21820
2017-04-27,21820
2017-04-28,21820
2017-04-29,21820
2017-04-30,21820
2017-05-01,21820
2017-05-02,21820
2017-05-03,21820
2017-05-04,21820
2017-05-05,21820
2017-05-06,21820
2017-05-07,21820
2017-05-08,21820
2017-05-09,20749
2017-05-10,20749
2017-05-11,20749
2017-05-12,20749
2017-05-13,20749
2017-05-14,20749
2017-05-15,20749
2017-05-16,20749
2017-05-17,20749
2017-05-18,20749
2017-05-19,20749
2017-05-20,20749
2017-05-21,20749
2017-05-22,20749
2017-05-23,20749
2017-05-24,20749
2017-05-25,20749
2017-05-26,20749
2017-05-27,20749
2017-05-28,20749
2017-05-29,20749
2017-05-30,20749
2017-05-31,20749
2017-06-01,20749
2017-06-02,20749
2017-06-03,20749
2017-06-04,20749
2017-06-05,20749
2017-06-06,20749
2017-06-07,20749
2017-06-08,20749
2017-06-09,20749
2017-06-10,20749
2017-06-11,20749
2017-06-12,20749
2017-06-13,20749
2017-06-14,20749
2017-06-15,20749
2017-06-16,20749
2017-06-17,20749
2017-06-18,20749
2017-06-19,20749
2017-06-20,20749
2017-06-21,20749
2017-06-22,20749
2017-06-23,20749
2017-06-24,20749
2017-06-25,20749
2017-06-26,20749
2017-06-27,20749
2017-06-28,20749
2017-06-29,20749
2017-06-30,20749
2017-07-01,20749
2017-07-02,20749
2017-07-03,19717
2017-07-04,19717
2017-07-05,19717
2017-07-06,19717
2017-07-07,19717
2017-07-08,19717
2017-07-13,19717
2017-07-14,19717
2017-07-15,19717
2017-07-16,19717
2017-07-17,19717
2017-07-18,19717
2017-07-19,19717
2017-07-20,19717
2017-07-21,19717
2017-07-22,19717
2017-07-23,19717
2017-07-24,19717
2017-07-25,19717
2017-07-26,19717
2017-07-27,19717
2017-07-28,19717
2017-07-29,19717
2017-07-30,19717
2017-07-31,19717
2017-08-01,19717
2017-08-02,19717
2017-08-03,19717
2017-08-04,19717
2017-08-05,19717
2017-08-06,19717
2017-08-07,19717
2017-08-08,19717
2017-08-09,19717
2017-08-10,19717
2017-08-11,19717
2017-08-12,19717
2017-08-13,19717
2017-08-14,19717
2017-08-15,19717
2017-08-16,19717
2017-08-17,19717
2017-08-18,19717
2017-08-19,19717
2017-08-20,18757
2017-08-21,18757
2017-08-22,18757
2017-08-23,18757
2017-08-24,18757
2017-08-25,18757
2017-08-26,18757
2017-08-27,18757
2017-08-28,18757
2017-08-29,18757
2017-08-30,18757
2017-08-31,18757
2017-09-01,18757
2017-09-02,18757
2017-09-03,18757
2017-09-04,18757
2017-09-05,18757
2017-09-06,18757
2017-09-07,18757
2017-09-08,18757
2017-09-09,18757
2017-09-10,18757
2017-09-11,18757
2017-09-12,18757
2017-09-13,18757
2017-09-14,18757
2017-09-15,18757
2017-09-16,18757
2017-09-17,18757
2017-09-18,18757
2017-09-19,18757
2017-09-20,18757
2017-09-22,18757
2017-09-23,18757
2017-09-24,18757
2017-09-25,18757
2017-09-26,18757
2017-09-27,18757
2017-09-28,18757
2017-09-29,18757
2017-09-30,18757
2017-10-01,18757
2017-10-02,18757
2017-10-03,18757
2017-10-04,18757
2017-10-05,18757
2017-10-06,18757
2017-10-07,18757
2017-10-08,18757
2017-10-09,18757
2017-10-10,18757
2017-10-11,18757
2017-10-12,18757
2017-10-13,18757
2017-10-14,18757
2017-10-15,18757
2017-10-16,17878
2017-10-17,17878
2017-10-18,17878
2017-10-19,17878
2017-10-20,17878
2017-10-21,17878
2017-10-22,17878
2017-10-23,17878
2017-10-24,17878
2017-10-25,17878
2017-10-26,17878
2017-10-27,17878
2017-10-28,17878
2017-10-29,17878
2017-10-30,17878
2017-10-31,17878
2017-11-01,17878
2017-11-02,17878
2017-11-03,17878
2017-11-04,17878
2017-11-05,17878
2017-11-06,17878
2017-11-07,17878
2017-11-08,17878
2017-11-09,17878
2017-11-10,17878
2017-11-11,17878
2017-11-12,17878
2017-11-13,17878
2017-11-14,17878
2017-11-15,17878
2017-11-16,17878
2017-11-17,17878
2017-11-18,17878
2017-11-19,17878
2017-11-20,17878
2017-11-21,17878
2017-11-22,17878
2017-11-23,17878
2017-11-24,17878
2017-11-25,17878
2017-11-26,17878
2017-11-27,17878
2017-11-28,17878
2017-11-29,17878
2017-11-30,17878
2017-12-01,17878
2017-12-02,17878
2017-12-03,17878
2017-12-04,17878
2017-12-05,17878
2017-12-06,17878
2017-12-07,17878
2017-12-08,17878
2017-12-09,17878
2017-12-10,17878
2017-12-11,17878
2017-12-12,17878
2017-12-13,17878
2017-12-14,17878
2017-12-15,17878
2017-12-16,17878
2017-12-17,17878
2017-12-18,17878
2017-12-19,17878
2017-12-20,17878
2017-12-21,17130
2017-12-22,17130
2017-12-23,17130
2017-12-24,17130
2017-12-25,17130
2017-12-26,17130
2017-12-27,17130
2017-12-28,17130
2017-12-29,17130
2017-12-30,17130
2017-12-31,17130
2018-01-01,17130
2018-01-02,17130
2018-01-03,17130
2018-01-04,17130
2018-01-05,17130
2018-01-06,17130
2018-01-07,17130
2018-01-08,17130
2018-01-09,17130
2018-01-10,17130
2018-01-11,17130
2018-01-12,17130
2018-01-13,17130
2018-01-14,17130
2018-01-15,17130
2018-01-16,17130
2018-01-17,17130
2018-01-18,17130
2018-01-19,17130
2018-01-20,17130
2018-01-21,17130
2018-01-22,17130
2018-01-23,17130
2018-01-24,16275
2018-01-25,16275
2018-01-26,16275
2018-01-27,16275
2018-01-28,16275
2018-01-29,16275
2018-01-30,16275
2018-01-31,16275
2018-02-01,16275
2018-02-02,16275
2018-02-03,16275
2018-02-04,16275
2018-02-05,16275
2018-02-06,16275
2018-02-07,16275
2018-02-08,16275
2018-02-09,16275
2018-02-10,16275
2018-02-11,16275
2018-02-12,16275
2018-02-13,16275
2018-02-14,16275
2018-02-15,16275
2018-02-16,16275
2018-02-17,16275
2018-02-18,16275
2018-02-19,16275
2018-02-20,15475
2018-02-21,15475
2018-02-22,15475
2018-02-23,15475
2018-02-24,15475
2018-02-25,15475
2018-02-26,15475
2018-02-27,15475
2018-02-28,15475
2018-03-01,15475
2018-03-02,15475
2018-03-03,15475
2018-03-04,15475
2018-03-05,15475
2018-03-06,15475
2018-03-07,15475
2018-03-08,15475
2018-03-09,15475
2018-03-10,15475
2018-03-11,15475
2018-03-12,15475
2018-03-13,15475
2018-03-14,15475
2018-03-15,15475
2018-03-16,15475
2018-03-17,15475
2018-03-18,15475
2018-03-20,15475
2018-03-21,15475
2018-03-22,15475
2018-03-23,15475
2018-03-24,14758
2018-03-25,14758
2018-03-26,14758
2018-03-27,14758
2018-03-28,14758
2018-03-29,14758
2018-03-30,14758
2018-03-31,14758
2018-04-01,14758
2018-04-02,14758
2018-04-03,14758
2018-04-04,14758
2018-04-05,14758
2018-04-06,14758
2018-04-07,14758
2018-04-08,14758
2018-04-09,14758
2018-04-10,14758
2018-04-11,14758
2018-04-12,14758
2018-04-13,14758
2018-04-14,14758
2018-04-15,14758
2018-04-16,14758
2018-04-17,14758
2018-04-18,14758
2018-04-19,14758
2018-04-20,14758
2018-04-21,14758
2018-04-22,14758
2018-04-23,14758
2018-04-24,14758
2018-04-25,14758
2018-04-26,14758
2018-04-27,14160
2018-04-28,14160
2018-04-29,14160
2018-04-30,14160
2018-05-01,14160
2018-05-02,14160
2018-05-03,14160
2018-05-04,14160
2018-05-05,14160
2018-05-06,14160
2018-05-07,14160
2018-05-08,14160
2018-05-09,14160
2018-05-10,14160
2018-05-11,14160
2018-05-12,14160
2018-05-13,14160
2018-05-14,14160
2018-05-15,14160
2018-05-16,14160
2018-05-17,14160
2018-05-18,14160
2018-05-19,14160
2018-05-20,14160
2018-05-21,14160
2018-05-22,14160
2018-05-23,14160
2018-05-24,14160
2018-05-25,14160
2018-05-26,14160
2018-05-27,14160
2018-05-28,14160
2018-05-29,14160
2018-05-30,14160
2018-05-31,13845
2018-06-01,13845
2018-06-02,13845
2018-06-03,13845
2018-06-04,13845
2018-06-05,13845
2018-06-06,13845
2018-06-07,13845
2018-06-08,13845
2018-06-09,13845
2018-06-10,13845
2018-06-11,13845
2018-06-12,13845
2018-06-13,13845
2018-06-14,13845
2018-06-15,13845
2018-06-16,13845
2018-06-17,13845
2018-06-18,13845
2018-06-19,13845
2018-06-20,13845
2018-06-21,13845
2018-06-22,13845
2018-06-23,13845
2018-06-24,13845
2018-06-25,13845
2018-06-26,13845
2018-06-27,13845
2018-06-28,13845
2018-06-29,13845
2018-06-30,13845
2018-07-01,13845
2018-07-02,13845
2018-07-03,13845
2018-07-04,13845
2018-07-05,13845
2018-07-06,13845
2018-07-07,13845
2018-07-08,13278
2018-07-09,13278
2018-07-10,13278
2018-07-11,13278
2018-07-12,13278
2018-07-13,13278
2018-07-14,13278
2018-07-15,13278
2018-07-16,13278
2018-07-17,13278
2018-07-18,13278
2018-07-19,13278
2018-07-20,13278
2018-07-21,13278
2018-07-22,13278
2018-07-23,13278
2018-07-24,13278
2018-07-25,13278
2018-07-26,13278
2018-07-27,12815
2018-07-28,12815
2018-07-29,12815
2018-07-30,12815
2018-07-31,12815
2018-08-01,12815
2018-08-02,12815
2018-08-03,12815
2018-08-04,12815
2018-08-05,12815
2018-08-06,12815
2018-08-07,12815
2018-08-08,12197
2018-08-09,12197
2018-08-10,12197
2018-08-11,12197
2018-08-12,12197
2018-08-14,12197
2018-08-16,12197
2018-08-17,12197
2018-08-18,12197
2018-08-19,12197
2018-08-20,11619
2018-08-21,11619
2018-08-22,11619
2018-08-23,11619
2018-08-24,11619
2018-08-25,11619
2018-08-26,11619
2018-08-27,11619
2018-08-28,11065
2018-08-29,11065
2018-08-30,11065
2018-08-31,11065
2018-09-01,11065
2018-09-02,11065
2018-09-03,10563
2018-09-04,10563
2018-09-05,10563
2018-09-06,10563
2018-09-07,10563
2018-09-08,10563
2018-09-09,10563
2018-09-10,10190
2018-09-11,10190
2018-09-12,10190
2018-09-13,10190
2018-09-14,10190
2018-09-15,10190
2018-09-16,10190
2018-09-17,10190
2018-09-18,10190
2018-09-19,10190
2018-09-20,10190
2018-09-21,10190
2018-09-22,9783
2018-09-23,9783
2018-09-24,9783
2018-09-25,9783
2018-09-26,9783
2018-09-27,9783
2018-09-28,9783
2018-09-29,9783
2018-09-30,9783
2018-10-01,9783
2018-10-02,9783
2018-10-03,9783
2018-10-04,9783
2018-10-05,9783
2018-10-06,9307
2018-10-07,9307
2018-10-08,9307
2018-10-09,9307
2018-10-10,9307
2018-10-11,9307
2018-10-12,9307
2018-10-13,9307
2018-10-14,9307
2018-10-15,9307
2018-10-16,9307
2018-10-17,9307
2018-10-18,9307
2018-10-19,9307
2018-10-20,9307
2018-10-21,9307
2018-10-22,9307
2018-10-23,8886
2018-10-24,8886
2018-10-25,8886
2018-10-26,8886
2018-10-27,8886
2018-10-28,8886
2018-10-29,8886
2018-10-30,8886
2018-10-31,8886
2018-11-01,8588
2018-11-03,8588
2018-11-04,8247
2018-11-05,8247
2018-11-06,8117
2018-11-08,8117
2018-11-09,8117
2018-11-10,8086
2018-11-11,8086
2018-11-12,8086
2018-11-13,8036
2018-11-15,8036
2018-11-16,8036
2018-11-17,8036
2018-11-18,8042
2018-11-19,8042
2018-11-20,8042
2018-11-21,8042
2018-11-22,8042
2018-11-23,7779
2018-11-24,7779
2018-11-25,7779
2018-11-26,7779
2018-11-27,7779
2018-11-28,7600
2018-11-29,7600
2018-12-01,7600
2018-12-02,7600
2018-12-03,7600
2018-12-04,7520
2018-12-05,7520
2018-12-07,7520
2018-12-09,7520
2018-12-10,7520
2018-12-11,7520
2018-12-12,7342
2018-12-13,7342
2018-12-14,7342
2018-12-15,7342
2018-12-16,7342
2018-12-17,7342
2018-12-18,7342
2018-12-19,7342
2018-12-20,7342
2018-12-21,7342
2018-12-22,7125
2018-12-23,7125
2018-12-24,7125
2018-12-25,7125
2018-12-26,7125
2018-12-27,7125
2018-12-28,7125
2018-12-29,6942
2018-12-30,6942
2018-12-31,6942
2019-01-01,6942
2019-01-02,6942
2019-01-03,6942
2019-01-04,6942
2019-01-05,6942
2019-01-06,6942
2019-01-08,6779
2019-01-10,6779
2019-01-11,6779
2019-01-12,6779
2019-01-13,6779
2019-01-14,6779
2019-01-15,6779
2019-01-16,6779
2019-01-17,6779
2019-01-18,6779
2019-01-19,6779
2019-01-20,6779
2019-01-21,6895
2019-01-22,6895
2019-01-23,6895
2019-01-24,6895
2019-01-25,6895
2019-01-26,6895
2019-01-27,6895
2019-01-28,6895
2019-01-29,6895
2019-01-30,6895
2019-01-31,6895
2019-02-01,6895
2019-02-02,6895
2019-02-03,6895
2019-02-04,6876
2019-02-05,6876
2019-02-06,6876
2019-02-07,6876
2019-02-08,6876
2019-02-09,6876
2019-02-10,6876
2019-02-11,6876
2019-02-12,6876
2019-02-13,6876
2019-02-14,6876
2019-02-15,6876
2019-02-16,6876
2019-02-17,6753
2019-02-18,6753
2019-02-19,6753
2019-02-20,6753
2019-02-21,6753
2019-02-22,6753
2019-02-23,6753
2019-02-24,6753
2019-02-25,6753
2019-02-26,6753
2019-02-27,6753
2019-02-28,6753
2019-03-01,6753
2019-03-02,6753
2019-03-03,6753
2019-03-04,6753
2019-03-05,6753
2019-03-06,6753
2019-03-07,6753
2019-03-08,6753
2019-03-09,6753
2019-03-10,6753
2019-03-11,6753
2019-03-12,6787
2019-03-13,6787
2019-03-14,6787
2019-03-15,6787
2019-03-16,6787
2019-03-17,6787
2019-03-18,6787
2019-03-19,6787
2019-03-20,6787
2019-03-21,6787
2019-03-22,6787
2019-03-23,6787
2019-03-24,6787
2019-03-25,6787
