date_obj,Dragon%20claws price
2017-09-03,73577867
2017-09-04,75187440
2017-09-05,75291632
2017-09-06,75036781
2017-09-07,75138990
2017-09-08,75278607
2017-09-09,77056535
2017-09-10,78592804
2017-09-11,79196859
2017-09-12,78341956
2017-09-13,76655662
2017-09-14,76989705
2017-09-15,77836258
2017-09-16,77787292
2017-09-17,79664154
2017-09-18,78897418
2017-09-19,78746931
2017-09-20,78533692
2017-09-21,78556200
2017-09-22,79091284
2017-09-23,79698552
2017-09-24,79971036
2017-09-25,79567189
2017-09-26,79430886
2017-09-27,79178127
2017-09-28,78977920
2017-09-29,78409185
2017-09-30,78561502
2017-10-01,78837182
2017-10-02,79152049
2017-10-03,79139501
2017-10-04,79100935
2017-10-05,79277438
2017-10-06,79132897
2017-10-07,79414880
2017-10-08,79694715
2017-10-09,79563034
2017-10-10,79200004
2017-10-11,79237659
2017-10-12,79276595
2017-10-13,80284411
2017-10-14,80533588
2017-10-15,80676179
2017-10-16,80407581
2017-10-17,80319453
2017-10-18,80153446
2017-10-19,80066330
2017-10-20,79935010
2017-10-21,79944877
2017-10-22,80691424
2017-10-23,80159928
2017-10-24,80230484
2017-10-25,80361240
2017-10-26,80461457
2017-10-27,80909640
2017-10-28,81174502
2017-10-29,81152731
2017-10-30,80892472
2017-10-31,80999515
2017-11-01,80940665
2017-11-02,81456215
2017-11-03,82710788
2017-11-04,84600894
2017-11-05,83508533
2017-11-06,82703431
2017-11-07,81671182
2017-11-08,81815017
2017-11-09,82124993
2017-11-10,81741914
2017-11-11,81797419
2017-11-12,81620275
2017-11-13,81448857
2017-11-14,81287241
2017-11-15,80491731
2017-11-16,80261753
2017-11-17,81976661
2017-11-18,82508899
2017-11-19,82629834
2017-11-20,82237107
2017-11-21,82589215
2017-11-22,82927851
2017-11-23,84062547
2017-11-24,85410202
2017-11-25,86209046
2017-11-26,86503065
2017-11-27,85512229
2017-11-28,83310648
2017-11-29,82525955
2017-11-30,82913964
2017-12-01,84003564
2017-12-02,84263291
2017-12-03,83915563
2017-12-04,83337881
2017-12-05,83583964
2017-12-06,84040391
2017-12-07,83865225
2017-12-08,83805587
2017-12-09,84165676
2017-12-10,84435074
2017-12-11,84194221
2017-12-12,84115731
2017-12-13,83948760
2017-12-14,83945314
2017-12-15,84144382
2017-12-16,84204542
2017-12-17,84285936
2017-12-18,84490731
2017-12-19,84359946
2017-12-20,84182277
2017-12-21,83891732
2017-12-22,83826056
2017-12-23,83676380
2017-12-24,83735849
2017-12-25,83702708
2017-12-26,83823413
2017-12-27,84019137
2017-12-28,84464337
2017-12-29,84697006
2017-12-30,84877018
2017-12-31,85375403
2018-01-01,85116488
2018-01-02,84322657
2018-01-03,82877047
2018-01-04,80198946
2018-01-05,79255629
2018-01-06,80128039
2018-01-07,79685827
2018-01-08,79051499
2018-01-09,76645421
2018-01-10,76348729
2018-01-11,75244137
2018-01-12,74834243
2018-01-13,74675191
2018-01-14,74160337
2018-01-15,72104340
2018-01-16,70532030
2018-01-17,72335558
2018-01-18,73427284
2018-01-19,74437167
2018-01-20,73604769
2018-01-21,72894358
2018-01-22,71324035
2018-01-23,71895897
2018-01-25,71432874
2018-01-26,71120482
2018-01-27,70906229
2018-01-28,71133565
2018-01-29,71444631
2018-01-30,72215021
2018-01-31,72427787
2018-02-01,72433476
2018-02-02,72629953
2018-02-03,72330776
2018-02-04,71806766
2018-02-05,71450066
2018-02-06,71244491
2018-02-07,71594544
2018-02-08,71723150
2018-02-09,72339356
2018-02-10,73431541
2018-02-11,72996568
2018-02-12,73452114
2018-02-13,74013589
2018-02-14,74650593
2018-02-15,75411724
2018-02-16,77419708
2018-02-17,78818002
2018-02-18,79038228
2018-02-19,76136642
2018-02-20,74713494
2018-02-21,73501920
2018-02-22,73423743
2018-02-23,73880304
2018-02-24,72991202
2018-02-25,73074681
2018-02-26,73750639
2018-02-27,74096438
2018-02-28,74471851
2018-03-01,74656859
2018-03-02,74559916
2018-03-03,74741160
2018-03-04,74082929
2018-03-05,73996267
2018-03-06,73846850
2018-03-07,73916620
2018-03-08,74075405
2018-03-09,74222855
2018-03-10,73901720
2018-03-11,73743289
2018-03-12,73428252
2018-03-13,73494553
2018-03-14,73166335
2018-03-15,72562269
2018-03-16,71310187
2018-03-17,70447044
2018-03-18,69781438
2018-03-20,65951519
2018-03-21,67594760
2018-03-23,68312035
2018-03-24,68547715
2018-03-25,69394841
2018-03-26,69238083
2018-03-27,67943174
2018-03-28,67157438
2018-03-29,67942027
2018-03-30,67717315
2018-03-31,67540005
2018-04-01,67533780
2018-04-02,67376107
2018-04-03,67397165
2018-04-04,67712996
2018-04-05,67817119
2018-04-06,68110818
2018-04-07,68072578
2018-04-08,67807198
2018-04-09,67658315
2018-04-10,67750730
2018-04-11,67386432
2018-04-12,66586322
2018-04-13,65949507
2018-04-14,66220870
2018-04-15,65967148
2018-04-16,65396713
2018-04-17,64963879
2018-04-18,64301643
2018-04-19,63126407
2018-04-20,62191819
2018-04-21,62706944
2018-04-22,61801856
2018-04-23,61212069
2018-04-24,60384189
2018-04-25,60596269
2018-04-26,62167009
2018-04-27,63168331
2018-04-28,63642137
2018-04-29,64517388
2018-04-30,65582849
2018-05-01,66246359
2018-05-03,65468573
2018-05-04,64639301
2018-05-05,64180586
2018-05-07,62447765
2018-05-08,62193677
2018-05-09,61297902
2018-05-10,61038586
2018-05-11,60577174
2018-05-12,61664313
2018-05-13,62916163
2018-05-14,62543150
2018-05-15,62292969
2018-05-16,62015198
2018-05-17,61884283
2018-05-18,62724795
2018-05-19,63173466
2018-05-20,62894843
2018-05-21,62630714
2018-05-22,62685607
2018-05-23,62333762
2018-05-24,62141548
2018-05-25,62015933
2018-05-26,61919892
2018-05-27,61836649
2018-05-28,61604871
2018-05-29,61654677
2018-05-30,61837636
2018-05-31,62086595
2018-06-01,62059220
2018-06-02,61912189
2018-06-03,61815168
2018-06-04,61892834
2018-06-05,61448743
2018-06-06,62960481
2018-06-07,66106543
2018-06-08,66652530
2018-06-09,68868260
2018-06-10,72096046
2018-06-11,75618238
2018-06-12,78132565
2018-06-13,74802134
2018-06-14,71956059
2018-06-15,70451705
2018-06-16,72416853
2018-06-17,73472421
2018-06-18,75974133
2018-06-19,77393110
2018-06-20,77857335
2018-06-21,79455490
2018-06-22,79292092
2018-06-23,79668600
2018-06-24,78786343
2018-06-25,77528902
2018-06-26,77678344
2018-06-27,77396154
2018-06-28,75856079
2018-06-29,74639572
2018-06-30,75134938
2018-07-01,75999231
2018-07-02,76278614
2018-07-03,78239052
2018-07-04,78799328
2018-07-05,79427065
2018-07-06,80225931
2018-07-07,80490502
2018-07-08,80250215
2018-07-09,79414994
2018-07-10,78479817
2018-07-11,78602255
2018-07-12,79053207
2018-07-13,80586445
2018-07-14,81927330
2018-07-15,82433623
2018-07-16,82175323
2018-07-17,81822582
2018-07-18,82928283
2018-07-19,82737381
2018-07-20,84740925
2018-07-21,85801651
2018-07-22,85587025
2018-07-23,85936968
2018-07-24,85614432
2018-07-25,85656754
2018-07-26,86120267
2018-07-27,86718821
2018-07-28,87425896
2018-07-29,87580253
2018-07-30,86918254
2018-07-31,84632670
2018-08-01,82061827
2018-08-02,79794016
2018-08-03,81492416
2018-08-04,82216399
2018-08-05,83217284
2018-08-06,83361972
2018-08-07,82890708
2018-08-08,81510362
2018-08-09,80732328
2018-08-10,79089783
2018-08-11,76320260
2018-08-12,76185220
2018-08-14,75844342
2018-08-16,73612841
2018-08-17,76032476
2018-08-18,79469203
2018-08-19,81606796
2018-08-20,81486809
2018-08-21,80905402
2018-08-22,80957739
2018-08-23,82154025
2018-08-24,83040433
2018-08-25,83722447
2018-08-26,83873108
2018-08-27,84012470
2018-08-28,84002591
2018-08-29,83888981
2018-08-30,84011894
2018-08-31,84510563
2018-09-01,86268210
2018-09-02,86578817
2018-09-03,86414743
2018-09-04,86984062
2018-09-05,86664412
2018-09-06,87503416
2018-09-07,87553942
2018-09-08,87737790
2018-09-09,86736257
2018-09-10,84604024
2018-09-11,83371102
2018-09-12,81117080
2018-09-13,81531180
2018-09-14,80836273
2018-09-15,81694011
2018-09-16,82260527
2018-09-17,82864106
2018-09-18,82908146
2018-09-19,82992591
2018-09-20,83346327
2018-09-21,84972833
2018-09-22,85835592
2018-09-23,84943272
2018-09-24,84811112
2018-09-25,85030107
2018-09-26,85069937
2018-09-27,85032024
2018-09-28,84981163
2018-09-29,85151804
2018-09-30,85604036
2018-10-01,85731299
2018-10-02,85832527
2018-10-03,86437727
2018-10-04,87155528
2018-10-05,87923689
2018-10-06,88939636
2018-10-07,88709008
2018-10-08,87487937
2018-10-09,86553584
2018-10-10,85816606
2018-10-11,85416015
2018-10-12,85176640
2018-10-13,85405586
2018-10-14,85611653
2018-10-15,86316949
2018-10-16,86706436
2018-10-17,87031514
2018-10-18,86693652
2018-10-19,86949605
2018-10-20,86757028
2018-10-21,86304684
2018-10-22,86130371
2018-10-23,85980163
2018-10-24,85970821
2018-10-25,85902740
2018-10-26,85706282
2018-10-27,85823488
2018-10-28,85947525
2018-10-29,86095666
2018-10-30,86095056
2018-10-31,85712166
2018-11-01,85100594
2018-11-03,84425555
2018-11-04,84461548
2018-11-05,83933930
2018-11-06,83533604
2018-11-07,83173735
2018-11-08,82534423
2018-11-09,81507959
2018-11-10,80747154
2018-11-11,78436138
2018-11-12,76539750
2018-11-13,74996028
2018-11-14,72584805
2018-11-15,73562880
2018-11-16,76284915
2018-11-17,76811761
2018-11-18,76752153
2018-11-19,76320439
2018-11-20,73640110
2018-11-21,72191593
2018-11-22,71148924
2018-11-23,69680863
2018-11-24,70400851
2018-11-25,72166500
2018-11-26,72574191
2018-11-27,72580283
2018-11-28,72389561
2018-11-29,72217458
2018-12-01,72113822
2018-12-02,71996058
2018-12-03,72276939
2018-12-04,72115798
2018-12-05,71621244
2018-12-07,70680764
2018-12-09,70364949
2018-12-10,70317508
2018-12-11,69788547
2018-12-12,69195892
2018-12-13,68098912
2018-12-14,68232430
2018-12-15,68889119
2018-12-16,69615581
2018-12-17,69563063
2018-12-18,69525129
2018-12-19,69284716
2018-12-20,69534588
2018-12-21,70578390
2018-12-22,71294783
2018-12-23,71674144
2018-12-24,71834089
2018-12-25,71830477
2018-12-26,71533834
2018-12-27,71673173
2018-12-28,71704358
2018-12-29,71649725
2018-12-30,71739272
2018-12-31,72404811
2019-01-01,72943316
2019-01-02,72669403
2019-01-03,72915035
2019-01-04,72599677
2019-01-05,72824393
2019-01-06,72919469
2019-01-08,74719447
2019-01-10,71319803
2019-01-11,68477888
2019-01-12,67604317
2019-01-13,66731366
2019-01-14,67173811
2019-01-15,68198106
2019-01-16,69699347
2019-01-17,69493512
2019-01-18,69010026
2019-01-19,68714058
2019-01-20,68621615
2019-01-21,68557920
2019-01-22,68296500
2019-01-23,68571478
2019-01-24,68414668
2019-01-25,68471747
2019-01-26,69463283
2019-01-27,69778424
2019-01-28,69664884
2019-01-29,69490489
2019-01-30,69319369
2019-01-31,68950625
2019-02-01,68457947
2019-02-02,68016468
2019-02-03,67718002
2019-02-04,67714958
2019-02-05,67099639
2019-02-06,66769230
2019-02-07,66594383
2019-02-08,66547620
2019-02-09,66595999
2019-02-10,66375757
2019-02-11,65703748
2019-02-12,64660764
2019-02-13,62493723
2019-02-14,62500958
2019-02-15,62410176
2019-02-16,63713036
2019-02-17,64363323
2019-02-18,64659064
2019-02-19,64029316
2019-02-20,63713679
2019-02-21,63657903
2019-02-22,63971153
2019-02-23,65046088
2019-02-24,65532233
2019-02-25,66302421
2019-02-26,66214937
2019-02-27,66130663
2019-02-28,65388985
2019-03-01,64928217
2019-03-02,64624709
2019-03-03,64525975
2019-03-04,64326127
2019-03-05,63906735
2019-03-06,63798097
2019-03-07,64062813
2019-03-08,64470760
2019-03-09,64805699
2019-03-10,64454798
2019-03-11,63789002
2019-03-12,63708207
2019-03-13,63569304
2019-03-14,63180997
2019-03-15,63078593
2019-03-16,62898918
2019-03-17,62968971
2019-03-18,63079337
2019-03-19,63268524
2019-03-20,63197411
2019-03-21,63227071
2019-03-22,63537602
2019-03-23,64271580
2019-03-24,64299335
2019-03-25,64621274
2019-03-26,64366686
2019-03-27,64016466
2019-03-28,63593855
2019-03-29,63194621
2019-03-30,63331629
2019-03-31,63399667
2019-04-01,63228459
2019-04-02,63337111
2019-04-03,63205739
2019-04-04,63429109
2019-04-05,63641079
2019-04-06,63968626
2019-04-07,63767940
2019-04-08,63863543
2019-04-09,63961259
2019-04-10,63978088
2019-04-11,63935247
2019-04-12,64183580
2019-04-13,64972352
2019-04-14,64567578
2019-04-15,64584689
2019-04-16,64642076
2019-04-17,64505331
2019-04-18,64324601
2019-04-19,64476305
2019-04-20,64987123
2019-04-21,65260834
2019-04-22,65849397
2019-04-23,66031833
2019-04-24,66349465
2019-04-25,66301809
2019-04-26,66187843
2019-04-27,66403443
2019-04-28,66349525
2019-04-29,66514133
2019-04-30,65850124
2019-05-01,65498261
2019-05-02,65289061
2019-05-03,65178249
2019-05-04,65331968
2019-05-05,65418909
2019-05-06,65259151
2019-05-07,65202934
2019-05-08,64960489
2019-05-09,64999065
2019-05-10,65131877
2019-05-11,65637314
2019-05-12,66343590
2019-05-13,66548537
2019-05-14,66408179
2019-05-15,66043228
2019-05-16,65800597
2019-05-17,65908423
2019-05-18,65894492
2019-05-19,65996571
2019-05-20,65808400
2019-05-21,65836472
2019-05-22,65925038
2019-05-23,66498313
2019-05-24,66353315
2019-05-25,66246627
2019-05-26,67063785
2019-05-27,66817423
2019-05-28,66783989
2019-05-29,66580984
2019-05-30,66636075
2019-05-31,67124890
2019-06-01,67461844
2019-06-02,68236902
2019-06-03,67674089
2019-06-04,66900681
2019-06-05,66173825
2019-06-06,65775447
2019-06-07,65689550
2019-06-08,65769650
2019-06-09,65250219
2019-06-10,64894880
2019-06-11,64401908
2019-06-12,64099229
2019-06-13,63884840
2019-06-14,63902739
2019-06-15,64265328
2019-06-16,63932753
2019-06-17,64033972
2019-06-18,63822411
2019-06-19,63368212
2019-06-20,62459052
2019-06-21,62510614
2019-06-22,61738700
2019-06-23,58812204
2019-06-24,57975007
2019-06-25,59859309
2019-06-26,61190026
2019-06-27,62010245
2019-06-28,62169328
2019-06-29,62302328
2019-06-30,62490821
2019-07-01,62532284
2019-07-02,62354327
2019-07-03,62418286
2019-07-04,63931745
2019-07-05,64591862
2019-07-06,64042376
2019-07-07,64139975
2019-07-08,63944899
2019-07-09,63835628
2019-07-10,63724436
2019-07-11,63932805
2019-07-12,64053671
2019-07-13,63898595
2019-07-14,63795593
2019-07-15,63701250
2019-07-16,63541201
2019-07-17,63302843
2019-07-18,63129484
2019-07-19,63254922
2019-07-20,63920026
2019-07-21,64081342
2019-07-22,63945413
2019-07-23,63840740
2019-07-24,63560576
2019-07-25,63312654
2019-07-26,63145410
2019-07-27,63516843
2019-07-28,63374177
2019-07-29,63461956
2019-07-30,63057019
2019-07-31,62776558
2019-08-01,62682923
2019-08-02,62969567
2019-08-03,63080595
2019-08-04,62885538
2019-08-05,62935710
2019-08-06,62795827
2019-08-07,63038148
2019-08-08,63034070
2019-08-09,63352475
2019-08-10,63691288
2019-08-11,63246549
2019-08-12,62889174
2019-08-13,62629168
2019-08-14,62587162
2019-08-15,62217220
2019-08-16,61276892
2019-08-17,61159402
2019-08-18,60759259
2019-08-19,60768696
2019-08-20,60923972
2019-08-21,60964979
2019-08-22,60988657
2019-08-23,60776164
2019-08-24,61118627
2019-08-24,61118627
2019-08-25,61600944
2019-08-25,61600944
2019-08-26,61587830
2019-08-26,61587830
2019-08-27,61883673
2019-08-28,61522825
2019-08-29,61082576
2019-08-30,61015782
2019-08-31,61196231
2019-09-01,61165188
2019-09-02,61267342
2019-09-03,60960396
2019-09-04,60858197
2019-09-05,60944947
2019-09-06,61241155
2019-09-07,61822834
2019-09-08,61792759
2019-09-09,61504971
2019-09-10,61255036
2019-09-11,60911959
2019-09-12,60459614
2019-09-13,60464389
2019-09-14,60610202
2019-09-15,60453828
2019-09-16,60493809
2019-09-17,60242782
2019-09-18,59552170
2019-09-19,59224531
2019-09-20,59123083
2019-09-21,58854147
2019-09-22,58641469
2019-09-23,58213125
2019-09-24,57466131
2019-09-25,57120350
2019-09-26,55777454
2019-09-27,56574881
2019-09-28,57214182
2019-09-29,57960422
2019-09-30,57276018
2019-10-01,56463957
2019-10-02,56712433
2019-10-03,56125749
2019-10-04,55949116
2019-10-05,56169283
2019-10-06,57048277
2019-10-07,56771171
2019-10-08,57080379
2019-10-09,57201558
2019-10-10,57469554
2019-10-11,57442857
2019-10-12,57544802
2019-10-13,57513190
2019-10-14,57334797
2019-10-15,56958695
2019-10-16,56623767
2019-10-17,56547451
2019-10-18,56551798
2019-10-19,55561942
2019-10-20,54805082
2019-10-21,55068962
2019-10-22,55532300
2019-10-23,55212377
2019-10-24,55083094
2019-10-25,55073050
2019-10-26,54844963
2019-10-27,54590669
2019-10-28,54272912
2019-10-29,54165839
2019-10-30,53838300
2019-10-31,53574530
2019-11-01,54105052
2019-11-02,53784565
2019-11-03,53467427
2019-11-04,53310858
2019-11-05,53032183
2019-11-06,52183731
2019-11-07,52447193
2019-11-08,52461573
2019-11-09,53318068
2019-11-10,54177250
2019-11-11,54712476
2019-11-12,54608259
2019-11-13,54647944
2019-11-14,54544209
2019-11-15,54987318
2019-11-16,55106086
2019-11-17,55020975
2019-11-18,54777853
2019-11-19,54611751
2019-11-20,54728185
2019-11-21,54619721
2019-11-22,54608841
2019-11-23,54878355
2019-11-24,55081536
2019-11-25,55125194
2019-11-26,55042286
2019-11-27,55507725
2019-11-28,55568449
2019-11-29,55710365
2019-11-30,55549140
2019-12-01,55337640
2019-12-02,54664465
2019-12-03,53940404
2019-12-04,53839941
2019-12-05,53354389
2019-12-06,53210862
2019-12-07,53054772
2019-12-08,52885748
2019-12-09,52732888
2019-12-10,52674917
2019-12-11,52287695
2019-12-12,52017314
2019-12-13,52062118
2019-12-14,53227138
2019-12-15,53339076
2019-12-16,53330519
2019-12-17,53117682
2019-12-18,52938025
2019-12-19,52680033
2019-12-20,52938526
2019-12-21,52900526
2019-12-22,52652498
2019-12-23,52680227
2019-12-24,52795223
2019-12-25,53289765
2019-12-26,53232556
2019-12-27,53350164
2019-12-28,53434271
2019-12-29,53489239
2019-12-30,53414917
2019-12-31,53321727
2020-01-01,53474760
2020-01-02,53624809
2020-01-03,53670666
2020-01-04,53681460
2020-01-05,53550003
2020-01-06,53355481
2020-01-07,53073654
2020-01-08,52927777
2020-01-09,52822360
2020-01-10,52707572
2020-01-11,52662653
2020-01-12,52545732
2020-01-13,52526636
2020-01-14,52470323
2020-01-15,52259052
2020-01-16,52181908
2020-01-17,52254862
2020-01-18,52644878
2020-01-19,52599208
2020-01-20,52560023
2020-01-21,52717368
2020-01-22,53102035
2020-01-23,53858657
2020-01-24,53917570
2020-01-25,56116870
2020-01-26,57308982
2020-01-27,56401651
2020-01-28,55469698
2020-01-29,54901331
2020-01-30,55096209
2020-01-31,55417865
2020-02-01,56343945
2020-02-02,56327120
2020-02-03,56448097
2020-02-04,56512356
2020-02-05,57082252
2020-02-06,57018027
2020-02-07,57523159
2020-02-08,57744238
2020-02-09,57758706
2020-02-10,56850156
2020-02-11,54993164
2020-02-12,53615058
2020-02-13,53611206
2020-02-14,53749321
2020-02-15,53919613
2020-02-16,54283544
2020-02-17,54019575
2020-02-18,53632822
2020-02-19,53300789
2020-02-20,53204955
2020-02-21,53605057
2020-02-22,53571977
2020-02-23,53932104
2020-02-24,53724824
2020-02-25,54138605
2020-02-26,53990466
2020-02-27,54001017
2020-02-28,53960978
2020-02-29,54052557
2020-03-01,54155194
2020-03-02,54469607
2020-03-03,54396278
2020-03-04,54403205
2020-03-05,54381472
2020-03-06,54308081
2020-03-07,54444858
2020-03-08,54634224
2020-03-09,54737198
2020-03-10,54811515
2020-03-11,54739313
2020-03-12,54918355
2020-03-13,55348558
2020-03-14,55518847
2020-03-15,55833605
2020-03-16,55881506
2020-03-17,55989042
2020-03-18,56364826
2020-03-19,57049958
2020-03-20,58345131
2020-03-21,58193754
2020-03-22,57915730
2020-03-23,57765409
2020-03-24,57604016
2020-03-25,57484505
2020-03-26,57295908
2020-03-27,57069396
2020-03-28,56776521
2020-03-29,56302422
2020-03-30,55980741
2020-03-31,55867098
2020-04-01,55868688
2020-04-02,56333904
2020-04-03,56636496
2020-04-04,56875545
2020-04-05,56941388
2020-04-06,57069876
2020-04-07,57208911
2020-04-08,57344865
2020-04-09,57463545
2020-04-10,57756502
2020-04-11,58425334
2020-04-12,58389248
2020-04-13,58496329
2020-04-14,58565227
2020-04-15,58687331
2020-04-16,59098053
2020-04-17,59140029
2020-04-18,59601960
2020-04-19,60126634
2020-04-20,60286074
2020-04-21,60270052
2020-04-22,60281348
2020-04-23,61875376
2020-04-24,62134787
2020-04-25,61752158
2020-04-26,60796054
2020-04-27,60387645
2020-04-28,60256937
2020-04-29,59985863
2020-04-30,59817322
2020-05-01,59603815
2020-05-02,59497637
2020-05-03,59385527
2020-05-04,59018263
2020-05-05,58534050
2020-05-06,58208432
2020-05-07,58101284
2020-05-08,58344942
2020-05-09,58593485
2020-05-10,58545996
2020-05-11,58570115
2020-05-12,58493855
2020-05-13,58488509
