date_obj,Warrior%20ring price
2019-04-07,59765
2019-04-08,60994
2019-04-09,62946
2019-04-10,65075
2019-04-11,67135
2019-04-12,68768
2019-04-13,68408
2019-04-14,66911
2019-04-15,66610
2019-04-16,66210
2019-04-17,66630
2019-04-18,68407
2019-04-19,70038
2019-04-20,71185
2019-04-21,70726
2019-04-22,69466
2019-04-23,67378
2019-04-24,66812
2019-04-25,66286
2019-04-26,66379
2019-04-27,66758
2019-04-28,67042
2019-04-29,67922
2019-04-30,68653
2019-05-01,67639
2019-05-02,67888
2019-05-03,67707
2019-05-04,67749
2019-05-05,68198
2019-05-06,69173
2019-05-07,68907
2019-05-08,69554
2019-05-09,68746
2019-05-10,68369
2019-05-11,66923
2019-05-12,66364
2019-05-13,65757
2019-05-14,64176
2019-05-15,64256
2019-05-16,63664
2019-05-17,63985
2019-05-18,63707
2019-05-19,63770
2019-05-20,64483
2019-05-21,65115
2019-05-22,66394
2019-05-23,67540
2019-05-24,69495
2019-05-25,70266
2019-05-26,68691
2019-05-27,68381
2019-05-28,68574
2019-05-29,68015
2019-05-30,68878
2019-05-31,70398
2019-06-01,71119
2019-06-02,70804
2019-06-03,70960
2019-06-04,73808
2019-06-05,76232
2019-06-06,76010
2019-06-07,74257
2019-06-08,71100
2019-06-09,67983
2019-06-10,65306
2019-06-11,63131
2019-06-12,62811
2019-06-13,61972
2019-06-14,62217
2019-06-15,62612
2019-06-16,61947
2019-06-17,61175
2019-06-18,62050
2019-06-19,63443
2019-06-20,63895
2019-06-21,63975
2019-06-22,64354
2019-06-23,63564
2019-06-24,63387
2019-06-25,63446
2019-06-26,64014
2019-06-27,64377
2019-06-28,65544
2019-06-29,65347
2019-06-30,64668
2019-07-01,63675
2019-07-02,64119
2019-07-03,63514
2019-07-04,62787
2019-07-05,62445
2019-07-06,62191
2019-07-07,62795
2019-07-08,63307
2019-07-09,63251
2019-07-10,63546
2019-07-11,63601
2019-07-12,64198
2019-07-13,64479
2019-07-14,64969
2019-07-15,65039
2019-07-16,65127
2019-07-17,66004
2019-07-18,65926
2019-07-19,66326
2019-07-20,66521
2019-07-21,66140
2019-07-22,65742
2019-07-23,65716
2019-07-24,62589
2019-07-25,60949
2019-07-26,59352
2019-07-27,59012
2019-07-28,59000
2019-07-29,59952
2019-07-30,60947
2019-07-31,62307
2019-08-01,63189
2019-08-02,64305
2019-08-03,64092
2019-08-04,64326
2019-08-05,64150
2019-08-06,63898
2019-08-07,63550
2019-08-08,63023
2019-08-09,62620
2019-08-10,61563
2019-08-11,59438
2019-08-12,58763
2019-08-13,58402
2019-08-14,58824
2019-08-15,59004
2019-08-16,59944
2019-08-17,60585
2019-08-18,61316
2019-08-19,61403
2019-08-20,61394
2019-08-21,61831
2019-08-22,62352
2019-08-23,63420
2019-08-24,63586
2019-08-24,63586
2019-08-25,64715
2019-08-25,64715
2019-08-26,64551
2019-08-26,64551
2019-08-27,63936
2019-08-27,63936
2019-08-28,64273
2019-08-29,63186
2019-08-30,60751
2019-08-31,60442
2019-09-01,59681
2019-09-02,58762
2019-09-03,58741
2019-09-04,59229
2019-09-05,59934
2019-09-06,59842
2019-09-07,60018
2019-09-08,59765
2019-09-09,60290
2019-09-10,60196
2019-09-11,60565
2019-09-12,59920
2019-09-13,60233
2019-09-14,59586
2019-09-15,59584
2019-09-16,59746
2019-09-17,59684
2019-09-18,59933
2019-09-19,60094
2019-09-20,59983
2019-09-21,60197
2019-09-22,59934
2019-09-23,60434
2019-09-24,59159
2019-09-25,59368
2019-09-26,59030
2019-09-27,59112
2019-09-28,59269
2019-09-29,58952
2019-09-30,59135
2019-10-01,59250
2019-10-02,59185
2019-10-03,59726
2019-10-04,60413
2019-10-05,60422
2019-10-06,60784
2019-10-07,60386
2019-10-08,61087
2019-10-09,61295
2019-10-10,61272
2019-10-11,60721
2019-10-12,60515
2019-10-13,60681
2019-10-14,60386
2019-10-15,60070
2019-10-16,58368
2019-10-17,57025
2019-10-18,55189
2019-10-19,53591
2019-10-20,51554
2019-10-21,49271
2019-10-22,48140
2019-10-23,46895
2019-10-24,46815
2019-10-25,47170
2019-10-26,46856
2019-10-27,46663
2019-10-28,46695
2019-10-29,47011
2019-10-30,47377
2019-10-31,47426
2019-11-01,47750
2019-11-02,47619
2019-11-03,47466
2019-11-04,47336
2019-11-05,47152
2019-11-06,47445
2019-11-07,47147
2019-11-08,47596
2019-11-09,48327
2019-11-10,48340
2019-11-11,48626
2019-11-12,49109
2019-11-13,48946
2019-11-14,49279
2019-11-15,49191
2019-11-16,49068
2019-11-17,49196
2019-11-18,49165
2019-11-19,48546
2019-11-20,48847
2019-11-21,48956
2019-11-22,48754
2019-11-23,47595
2019-11-24,46814
2019-11-25,45950
2019-11-26,45277
2019-11-27,45095
2019-11-28,44680
2019-11-29,44343
2019-11-30,44471
2019-12-01,44187
2019-12-02,44442
2019-12-03,44655
2019-12-04,44310
2019-12-05,44497
2019-12-06,44661
2019-12-07,44979
2019-12-08,45203
2019-12-09,45185
2019-12-10,45964
2019-12-11,46932
2019-12-12,48177
2019-12-13,48381
2019-12-14,48314
2019-12-15,47748
2019-12-16,47923
2019-12-17,47695
2019-12-18,49220
2019-12-19,50080
2019-12-20,50249
2019-12-21,51100
2019-12-22,51073
2019-12-23,51057
2019-12-24,52125
2019-12-25,52482
2019-12-26,53425
2019-12-27,54316
2019-12-28,53867
2019-12-29,52563
2019-12-30,52472
2019-12-31,52724
2020-01-01,52067
2020-01-02,51717
2020-01-03,51220
2020-01-04,51139
2020-01-05,50708
2020-01-06,50001
2020-01-07,48444
2020-01-08,47029
2020-01-09,46091
2020-01-10,45609
2020-01-11,45712
2020-01-12,45610
2020-01-13,45246
2020-01-14,45039
2020-01-15,45435
2020-01-16,46079
2020-01-17,46065
2020-01-18,46105
2020-01-19,45588
2020-01-20,45456
2020-01-21,45297
2020-01-22,45299
2020-01-23,45541
2020-01-24,45354
2020-01-25,45196
2020-01-26,45443
2020-01-27,44292
2020-01-28,42879
2020-01-29,41701
2020-01-30,40839
2020-01-31,40335
2020-02-01,40132
2020-02-02,40054
2020-02-03,39357
2020-02-04,39105
2020-02-05,38776
2020-02-06,38066
2020-02-07,37339
2020-02-08,36789
2020-02-09,36522
2020-02-10,36620
2020-02-11,36834
2020-02-12,36819
2020-02-13,36812
2020-02-14,37224
2020-02-15,36951
2020-02-16,36659
2020-02-17,36745
2020-02-18,36965
2020-02-19,37126
2020-02-20,37064
2020-02-21,36946
2020-02-22,36964
2020-02-23,37256
2020-02-24,38495
2020-02-25,38783
2020-02-26,38945
2020-02-27,38832
2020-02-28,39498
2020-02-29,39235
2020-03-01,39591
2020-03-02,40388
2020-03-03,41728
2020-03-04,42738
2020-03-05,43090
2020-03-06,42706
2020-03-07,42330
2020-03-08,42260
2020-03-09,42577
2020-03-10,43015
2020-03-11,43751
2020-03-12,43681
2020-03-13,43463
2020-03-14,42823
2020-03-15,42858
2020-03-16,42641
2020-03-17,42601
2020-03-18,42766
2020-03-19,42484
2020-03-20,42919
2020-03-21,43207
2020-03-22,43172
2020-03-23,42983
2020-03-24,43197
2020-03-25,43315
2020-03-26,43048
2020-03-27,42874
2020-03-28,42775
2020-03-29,43024
2020-03-30,43367
2020-03-31,43591
2020-04-01,44119
2020-04-02,44405
2020-04-03,44702
2020-04-04,45260
2020-04-05,45096
2020-04-06,45831
2020-04-07,46888
2020-04-08,47854
2020-04-09,48323
2020-04-10,48872
2020-04-11,50043
2020-04-12,50365
2020-04-13,50457
2020-04-14,51059
2020-04-15,51193
2020-04-16,51044
2020-04-17,50606
2020-04-18,50268
2020-04-19,50164
2020-04-20,49824
2020-04-21,49739
2020-04-22,48029
2020-04-23,46373
2020-04-24,44679
2020-04-25,43363
2020-04-26,42622
2020-04-27,42100
2020-04-28,41947
2020-04-29,41918
2020-04-30,42287
2020-05-01,42787
2020-05-02,42833
2020-05-03,43128
2020-05-04,43482
2020-05-05,43395
2020-05-06,43175
2020-05-07,43266
2020-05-08,43422
2020-05-09,42986
2020-05-10,42322
2020-05-11,41255
2020-05-12,40757
2020-05-13,39368
