date_obj,Black%20d'hide%20chaps price
2019-03-23,5417
2019-03-24,5434
2019-03-25,5450
2019-03-26,5472
2019-03-27,5436
2019-03-28,5408
2019-03-29,5418
2019-03-30,5391
2019-03-31,5385
2019-04-01,5397
2019-04-02,5382
2019-04-03,5444
2019-04-04,5497
2019-04-05,5519
2019-04-06,5503
2019-04-07,5460
2019-04-08,5512
2019-04-09,5507
2019-04-10,5585
2019-04-11,5528
2019-04-12,5477
2019-04-13,5532
2019-04-14,5474
2019-04-15,5464
2019-04-16,5490
2019-04-17,5472
2019-04-18,5507
2019-04-19,5494
2019-04-20,5473
2019-04-21,5529
2019-04-22,5542
2019-04-23,5536
2019-04-24,5522
2019-04-25,5513
2019-04-26,5487
2019-04-27,5502
2019-04-28,5483
2019-04-29,5523
2019-04-30,5495
2019-05-01,5467
2019-05-02,5459
2019-05-03,5506
2019-05-04,5487
2019-05-05,5475
2019-05-06,5515
2019-05-07,5518
2019-05-08,5488
2019-05-09,5521
2019-05-10,5559
2019-05-11,5527
2019-05-12,5459
2019-05-13,5475
2019-05-14,5533
2019-05-15,5512
2019-05-16,5556
2019-05-17,5552
2019-05-18,5570
2019-05-19,5607
2019-05-20,5591
2019-05-21,5560
2019-05-22,5589
2019-05-23,5675
2019-05-24,5727
2019-05-25,5828
2019-05-26,5828
2019-05-27,5671
2019-05-28,5551
2019-05-29,5418
2019-05-30,5390
2019-05-31,5320
2019-06-01,5191
2019-06-02,5124
2019-06-03,5171
2019-06-04,5117
2019-06-05,5189
2019-06-06,5205
2019-06-07,5243
2019-06-08,5319
2019-06-09,5322
2019-06-10,5306
2019-06-11,5367
2019-06-12,5347
2019-06-13,5368
2019-06-14,5445
2019-06-15,5502
2019-06-16,5467
2019-06-17,5505
2019-06-18,5545
2019-06-19,5533
2019-06-20,5570
2019-06-21,5610
2019-06-22,5558
2019-06-23,5563
2019-06-24,5567
2019-06-25,5650
2019-06-26,5624
2019-06-27,5640
2019-06-28,5650
2019-06-29,5620
2019-06-30,5499
2019-07-01,5368
2019-07-02,5306
2019-07-03,5205
2019-07-04,4994
2019-07-05,4960
2019-07-06,4916
2019-07-07,4908
2019-07-08,4848
2019-07-09,4825
2019-07-10,4870
2019-07-11,4874
2019-07-12,4839
2019-07-13,4804
2019-07-14,4801
2019-07-15,4787
2019-07-16,4790
2019-07-17,4799
2019-07-18,4838
2019-07-19,4861
2019-07-20,4812
2019-07-21,4799
2019-07-22,4857
2019-07-23,4922
2019-07-24,4958
2019-07-25,4963
2019-07-26,4989
2019-07-27,4986
2019-07-28,4949
2019-07-29,4964
2019-07-30,5058
2019-07-31,5068
2019-08-01,5062
2019-08-02,5056
2019-08-03,5085
2019-08-04,5114
2019-08-05,5105
2019-08-06,5111
2019-08-07,5105
2019-08-08,5160
2019-08-09,5163
2019-08-10,5168
2019-08-11,5223
2019-08-12,5205
2019-08-13,5182
2019-08-14,5224
2019-08-15,5288
2019-08-16,5301
2019-08-17,5294
2019-08-18,5312
2019-08-19,5372
2019-08-20,5406
2019-08-21,5433
2019-08-22,5300
2019-08-23,5286
2019-08-24,5290
2019-08-24,5290
2019-08-25,5228
2019-08-25,5228
2019-08-26,5121
2019-08-27,5209
2019-08-27,5209
2019-08-28,5224
2019-08-29,5212
2019-08-30,5296
2019-08-31,5359
2019-09-01,5321
2019-09-02,5303
2019-09-03,5358
2019-09-04,5358
2019-09-05,5401
2019-09-06,5351
2019-09-07,5337
2019-09-08,5351
2019-09-09,5465
2019-09-10,5472
2019-09-11,5491
2019-09-12,5402
2019-09-13,5385
2019-09-14,5366
2019-09-15,5299
2019-09-16,5363
2019-09-17,5408
2019-09-18,5427
2019-09-19,5433
2019-09-20,5442
2019-09-21,5491
2019-09-22,5453
2019-09-23,5492
2019-09-24,5514
2019-09-25,5498
2019-09-26,5514
2019-09-27,5471
2019-09-28,5381
2019-09-29,5238
2019-09-30,5260
2019-10-01,5297
2019-10-02,5308
2019-10-03,5335
2019-10-04,5336
2019-10-05,5374
2019-10-06,5406
2019-10-07,5456
2019-10-08,5393
2019-10-09,5398
2019-10-10,5429
2019-10-11,5400
2019-10-12,5377
2019-10-13,5366
2019-10-14,5378
2019-10-15,5351
2019-10-16,5340
2019-10-17,5367
2019-10-18,5392
2019-10-19,5331
2019-10-20,5333
2019-10-21,5306
2019-10-22,5337
2019-10-23,5296
2019-10-24,5308
2019-10-25,5321
2019-10-26,5342
2019-10-27,5290
2019-10-28,5331
2019-10-29,5269
2019-10-30,5238
2019-10-31,5308
2019-11-01,5304
2019-11-02,5317
2019-11-03,5332
2019-11-04,5296
2019-11-05,5350
2019-11-06,5338
2019-11-07,5292
2019-11-08,5326
2019-11-09,5304
2019-11-10,5339
2019-11-11,5358
2019-11-12,5404
2019-11-13,5395
2019-11-14,5422
2019-11-15,5492
2019-11-16,5554
2019-11-17,5584
2019-11-18,5628
2019-11-19,5728
2019-11-20,5890
2019-11-21,5927
2019-11-22,6036
2019-11-23,6001
2019-11-24,6152
2019-11-25,6229
2019-11-26,6170
2019-11-27,5966
2019-11-28,5802
2019-11-29,5672
2019-11-30,5469
2019-12-01,5285
2019-12-02,5172
2019-12-03,4983
2019-12-04,4959
2019-12-05,4919
2019-12-06,4940
2019-12-07,4984
2019-12-08,4992
2019-12-09,4957
2019-12-10,4956
2019-12-11,4929
2019-12-12,5013
2019-12-13,5063
2019-12-14,5024
2019-12-15,5070
2019-12-16,4946
2019-12-17,4993
2019-12-18,5005
2019-12-19,5032
2019-12-20,5069
2019-12-21,5115
2019-12-22,5128
2019-12-23,5142
2019-12-24,5236
2019-12-25,5387
2019-12-26,5467
2019-12-27,5417
2019-12-28,5430
2019-12-29,5465
2019-12-30,5361
2019-12-31,5425
2020-01-01,5427
2020-01-02,5519
2020-01-03,5570
2020-01-04,5535
2020-01-05,5710
2020-01-06,5802
2020-01-07,5884
2020-01-08,5886
2020-01-09,5820
2020-01-10,5741
2020-01-11,5601
2020-01-12,5509
2020-01-13,5385
2020-01-14,5351
2020-01-15,5367
2020-01-16,5359
2020-01-17,5329
2020-01-18,5335
2020-01-19,5315
2020-01-20,5286
2020-01-21,5298
2020-01-22,5287
2020-01-23,5307
2020-01-24,5276
2020-01-25,5311
2020-01-26,5275
2020-01-27,5290
2020-01-28,5280
2020-01-29,5272
2020-01-30,5162
2020-01-31,5188
2020-02-01,5169
2020-02-02,5166
2020-02-03,5194
2020-02-04,5226
2020-02-05,5275
2020-02-06,5139
2020-02-07,5130
2020-02-08,5052
2020-02-09,4915
2020-02-10,4830
2020-02-11,4837
2020-02-12,4834
2020-02-13,4785
2020-02-14,4748
2020-02-15,4730
2020-02-16,4718
2020-02-17,4756
2020-02-18,4772
2020-02-19,4815
2020-02-20,4785
2020-02-21,4768
2020-02-22,4785
2020-02-23,4733
2020-02-24,4754
2020-02-25,4776
2020-02-26,4741
2020-02-27,4716
2020-02-28,4706
2020-02-29,4713
2020-03-01,4697
2020-03-02,4719
2020-03-03,4724
2020-03-04,4750
2020-03-05,4747
2020-03-06,4773
2020-03-07,4803
2020-03-08,4817
2020-03-09,4857
2020-03-10,4916
2020-03-11,4991
2020-03-12,4997
2020-03-13,5111
2020-03-14,5072
2020-03-15,5075
2020-03-16,5066
2020-03-17,5089
2020-03-18,5134
2020-03-19,5169
2020-03-20,5174
2020-03-21,5108
2020-03-22,5012
2020-03-23,4998
2020-03-24,5005
2020-03-25,4987
2020-03-26,5018
2020-03-27,4937
2020-03-28,4919
2020-03-29,4961
2020-03-30,4951
2020-03-31,5014
2020-04-01,5027
2020-04-02,5085
2020-04-03,5030
2020-04-04,5061
2020-04-05,5024
2020-04-06,5017
2020-04-07,5021
2020-04-08,5111
2020-04-09,5222
2020-04-10,5261
2020-04-11,5312
2020-04-12,5442
2020-04-13,5423
2020-04-14,5497
2020-04-15,5540
2020-04-16,5535
2020-04-17,5613
2020-04-18,5614
2020-04-19,5473
2020-04-20,5377
2020-04-21,5382
2020-04-22,5411
2020-04-23,5429
2020-04-24,5428
2020-04-25,5496
2020-04-26,5511
2020-04-27,5541
2020-04-28,5527
2020-04-29,5542
2020-04-30,5454
2020-05-01,5255
2020-05-02,5035
2020-05-03,4874
2020-05-04,4943
2020-05-05,5046
2020-05-06,5139
2020-05-07,5257
2020-05-08,5351
2020-05-09,5460
2020-05-10,5486
2020-05-11,5488
2020-05-12,5457
2020-05-13,5500
