date_obj,Diamond%20bolts price
2015-03-26,761
2015-03-27,761
2015-03-28,722
2015-03-29,722
2015-03-30,722
2015-03-31,685
2015-04-01,685
2015-04-02,685
2015-04-03,650
2015-04-04,650
2015-04-05,618
2015-04-06,618
2015-04-07,587
2015-04-08,587
2015-04-09,587
2015-04-10,558
2015-04-11,558
2015-04-12,558
2015-04-13,530
2015-04-14,530
2015-04-15,530
2015-04-16,503
2015-04-17,503
2015-04-18,503
2015-04-19,477
2015-04-20,477
2015-04-21,477
2015-04-22,477
2015-04-23,454
2015-04-24,454
2015-04-25,454
2015-04-26,454
2015-04-27,437
2015-04-28,437
2015-04-29,437
2015-04-30,427
2015-05-01,427
2015-05-02,427
2015-05-03,417
2015-05-04,417
2015-05-05,417
2015-05-06,409
2015-05-07,409
2015-05-08,409
2015-05-09,420
2015-05-10,420
2015-05-11,420
2015-05-12,426
2015-05-13,426
2015-05-14,426
2015-05-15,426
2015-05-16,422
2015-05-17,422
2015-05-18,422
2015-05-19,431
2015-05-20,431
2015-05-21,431
2015-05-22,431
2015-05-23,425
2015-05-24,425
2015-05-25,425
2015-05-26,423
2015-05-27,423
2015-05-28,423
2015-05-29,423
2015-05-30,427
2015-05-31,427
2015-06-01,428
2015-06-02,428
2015-06-03,428
2015-06-04,429
2015-06-05,429
2015-06-06,424
2015-06-07,424
2015-06-08,424
2015-06-09,424
2015-06-10,424
2015-06-11,425
2015-06-12,425
2015-06-13,434
2015-06-14,434
2015-06-15,438
2015-06-16,438
2015-06-17,433
2015-06-18,433
2015-06-19,432
2015-06-20,432
2015-06-21,422
2015-06-22,422
2015-06-23,417
2015-06-24,417
2015-06-25,420
2015-06-26,420
2015-06-27,412
2015-06-28,412
2015-06-29,419
2015-06-30,419
2015-07-01,418
2015-07-02,418
2015-07-03,418
2015-07-04,415
2015-07-05,415
2015-07-06,415
2015-07-07,413
2015-07-08,413
2015-07-09,413
2015-07-10,411
2015-07-11,411
2015-07-12,411
2015-07-13,415
2015-07-14,415
2015-07-15,422
2015-07-16,422
2015-07-17,422
2015-07-18,425
2015-07-19,425
2015-07-20,411
2015-07-21,411
2015-07-22,412
2015-07-23,412
2015-07-24,412
2015-07-25,412
2015-07-26,412
2015-07-27,419
2015-07-28,419
2015-07-29,422
2015-07-30,422
2015-07-31,431
2015-08-01,431
2015-08-02,424
2015-08-03,424
2015-08-04,424
2015-08-05,415
2015-08-06,415
2015-08-07,415
2015-08-08,412
2015-08-09,412
2015-08-10,417
2015-08-11,417
2015-08-12,417
2015-08-13,424
2015-08-14,424
2015-08-15,429
2015-08-16,429
2015-08-17,437
2015-08-18,437
2015-08-19,456
2015-08-20,456
2015-08-21,477
2015-08-22,477
2015-08-23,499
2015-08-24,499
2015-08-25,491
2015-08-26,491
2015-08-27,472
2015-08-28,472
2015-08-29,448
2015-08-30,448
2015-08-31,429
2015-09-01,429
2015-09-02,429
2015-09-03,429
2015-09-04,417
2015-09-05,417
2015-09-06,417
2015-09-07,420
2015-09-08,420
2015-09-09,412
2015-09-10,412
2015-09-11,410
2015-09-12,410
2015-09-13,409
2015-09-14,409
2015-09-15,410
2015-09-16,410
2015-09-17,410
2015-09-18,411
2015-09-19,411
2015-09-20,411
2015-09-21,411
2015-09-22,401
2015-09-23,401
2015-09-24,401
2015-09-25,401
2015-09-27,408
2015-09-28,408
2015-09-29,408
2015-09-30,416
2015-10-05,426
2015-10-06,426
2015-10-07,424
2015-10-08,424
2015-10-09,418
2015-10-10,418
2015-10-11,410
2015-10-12,410
2015-10-13,410
2015-10-14,392
2015-10-15,392
2015-10-16,393
2015-10-17,393
2015-10-18,393
2015-10-19,392
2015-10-20,392
2015-10-22,396
2015-10-23,396
2015-10-24,396
2015-10-25,396
2015-10-26,393
2015-10-27,393
2015-10-29,387
2015-10-30,387
2015-10-31,387
2015-11-01,390
2015-11-02,390
2015-11-03,390
2015-11-04,386
2015-11-05,386
2015-11-06,386
2015-11-07,376
2015-11-08,376
2015-11-09,376
2015-11-10,376
2015-11-11,379
2015-11-12,379
2015-11-13,379
2015-11-14,383
2015-11-15,383
2015-11-16,383
2015-11-17,387
2015-11-18,387
2015-11-19,387
2015-11-20,381
2015-11-21,381
2015-11-22,381
2015-11-23,380
2015-11-24,380
2015-11-25,389
2015-11-26,389
2015-11-27,389
2015-11-28,394
2015-11-29,394
2015-11-30,401
2015-12-01,401
2015-12-02,401
2015-12-03,406
2015-12-04,406
2015-12-05,406
2015-12-06,405
2015-12-07,405
2015-12-08,405
2015-12-09,404
2015-12-10,404
2015-12-11,404
2015-12-12,414
2015-12-13,414
2015-12-14,425
2015-12-15,425
2015-12-16,427
2015-12-17,427
2015-12-18,427
2015-12-19,431
2015-12-20,431
2015-12-21,432
2015-12-22,432
2015-12-23,436
2015-12-24,436
2015-12-25,436
2015-12-26,433
2015-12-27,433
2015-12-28,420
2015-12-29,420
2015-12-30,416
2015-12-31,416
2016-01-01,413
2016-01-02,413
2016-01-03,425
2016-01-04,425
2016-01-05,427
2016-01-06,427
2016-01-07,429
2016-01-08,429
2016-01-09,427
2016-01-10,427
2016-01-11,437
2016-01-12,437
2016-01-13,440
2016-01-14,440
2016-01-15,436
2016-01-16,436
2016-01-17,435
2016-01-18,435
2016-01-19,437
2016-01-20,437
2016-01-21,440
2016-01-22,440
2016-01-23,432
2016-01-24,432
2016-01-25,427
2016-01-26,427
2016-01-27,410
2016-01-28,410
2016-01-29,399
2016-01-30,399
2016-01-31,397
2016-02-01,397
2016-02-02,401
2016-02-03,401
2016-02-04,397
2016-02-05,397
2016-02-06,394
2016-02-07,394
2016-02-08,396
2016-02-09,396
2016-02-10,407
2016-02-11,407
2016-02-12,407
2016-02-13,417
2016-02-14,417
2016-02-15,416
2016-02-16,416
2016-02-17,418
2016-02-18,418
2016-02-19,417
2016-02-20,417
2016-02-21,416
2016-02-22,416
2016-02-23,411
2016-02-24,411
2016-02-25,409
2016-02-26,409
2016-02-27,405
2016-02-28,405
2016-02-29,403
2016-03-01,403
2016-03-02,409
2016-03-03,409
2016-03-04,419
2016-03-05,419
2016-03-06,430
2016-03-07,430
2016-03-08,426
2016-03-09,426
2016-03-10,428
2016-03-11,428
2016-03-12,431
2016-03-13,431
2016-03-14,424
2016-03-15,424
2016-03-16,418
2016-03-17,418
2016-03-18,412
2016-03-19,412
2016-03-20,400
2016-03-21,400
2016-03-22,396
2016-03-23,396
2016-03-24,397
2016-03-25,397
2016-03-26,386
2016-03-27,386
2016-03-28,378
2016-03-29,378
2016-03-30,378
2016-03-31,386
2016-04-01,386
2016-04-02,393
2016-04-03,393
2016-04-04,387
2016-04-05,387
2016-04-06,377
2016-04-07,377
2016-04-08,378
2016-04-09,378
2016-04-10,390
2016-04-11,390
2016-04-12,390
2016-04-13,397
2016-04-14,397
2016-04-15,397
2016-04-16,397
2016-04-17,398
2016-04-18,398
2016-04-19,408
2016-04-20,408
2016-04-21,418
2016-04-22,418
2016-04-23,418
2016-04-24,418
2016-04-25,412
2016-04-26,412
2016-04-27,402
2016-04-28,402
2016-04-29,403
2016-04-30,403
2016-05-01,414
2016-05-02,414
2016-05-03,425
2016-05-04,425
2016-05-05,409
2016-05-06,409
2016-05-07,404
2016-05-08,404
2016-05-09,413
2016-05-10,413
2016-05-11,421
2016-05-12,421
2016-05-13,411
2016-05-14,411
2016-05-15,396
2016-05-16,396
2016-05-17,386
2016-05-18,386
2016-05-19,395
2016-05-22,403
2016-05-23,409
2016-05-24,409
2016-05-25,404
2016-05-26,404
2016-05-27,409
2016-05-28,409
2016-05-29,410
2016-05-30,410
2016-05-31,397
2016-06-01,397
2016-06-02,387
2016-06-03,387
2016-06-04,386
2016-06-05,386
2016-06-06,390
2016-06-07,390
2016-06-08,387
2016-06-09,387
2016-06-10,396
2016-06-11,396
2016-06-12,409
2016-06-13,409
2016-06-14,414
2016-06-15,414
2016-06-16,409
2016-06-17,410
2016-06-18,410
2016-06-19,412
2016-06-20,412
2016-06-21,415
2016-06-22,415
2016-06-23,425
2016-06-24,425
2016-06-25,422
2016-06-26,422
2016-06-27,437
2016-06-28,442
2016-06-29,442
2016-06-30,444
2016-07-01,454
2016-07-02,454
2016-07-03,457
2016-07-04,451
2016-07-05,451
2016-07-06,439
2016-07-07,439
2016-07-08,426
2016-07-09,426
2016-07-10,415
2016-07-11,415
2016-07-12,415
2016-07-13,424
2016-07-14,424
2016-07-15,419
2016-07-16,419
2016-07-17,417
2016-07-18,424
2016-07-23,433
2016-07-24,427
2016-07-25,427
2016-07-26,422
2016-07-27,422
2016-07-28,427
2016-07-29,430
2016-07-30,430
2016-07-31,434
2016-08-01,434
2016-08-02,433
2016-08-03,433
2016-08-04,437
2016-08-05,437
2016-08-06,431
2016-08-07,431
2016-08-08,416
2016-08-09,416
2016-08-10,414
2016-08-11,414
2016-08-12,414
2016-08-13,414
2016-08-14,411
2016-08-15,411
2016-08-16,413
2016-08-17,413
2016-08-18,413
2016-08-19,404
2016-08-20,404
2016-08-21,404
2016-08-22,404
2016-08-23,404
2016-08-24,404
2016-08-25,396
2016-08-26,396
2016-08-28,393
2016-08-31,390
2016-09-01,394
2016-09-02,394
2016-09-03,394
2016-09-04,396
2016-09-05,386
2016-09-06,380
2016-09-07,380
2016-09-08,383
2016-09-09,383
2016-09-10,388
2016-09-11,388
2016-09-12,389
2016-09-13,390
2016-09-14,390
2016-09-15,389
2016-09-16,389
2016-09-17,377
2016-09-18,377
2016-09-19,362
2016-09-20,362
2016-09-21,372
2016-09-22,372
2016-09-23,380
2016-09-24,380
2016-09-25,382
2016-09-26,382
