date_obj,Egg%20potato price
2015-03-26,550
2015-03-27,550
2015-03-28,550
2015-03-29,550
2015-03-30,550
2015-03-31,550
2015-04-01,550
2015-04-02,550
2015-04-03,550
2015-04-04,550
2015-04-05,550
2015-04-06,550
2015-04-07,550
2015-04-08,550
2015-04-09,550
2015-04-10,550
2015-04-11,550
2015-04-12,550
2015-04-13,550
2015-04-14,550
2015-04-15,550
2015-04-16,550
2015-04-17,550
2015-04-18,550
2015-04-19,550
2015-04-20,550
2015-04-21,550
2015-04-22,550
2015-04-23,550
2015-04-24,550
2015-04-25,550
2015-04-26,550
2015-04-27,550
2015-04-28,550
2015-04-29,550
2015-04-30,550
2015-05-01,550
2015-05-02,550
2015-05-03,550
2015-05-04,550
2015-05-05,550
2015-05-06,550
2015-05-07,550
2015-05-08,550
2015-05-09,550
2015-05-10,550
2015-05-11,550
2015-05-12,550
2015-05-13,563
2015-05-14,563
2015-05-15,563
2015-05-16,563
2015-05-17,563
2015-05-18,563
2015-05-19,563
2015-05-20,563
2015-05-21,563
2015-05-22,563
2015-05-23,563
2015-05-24,563
2015-05-25,563
2015-05-26,563
2015-05-27,563
2015-05-28,563
2015-05-29,563
2015-05-30,563
2015-05-31,563
2015-06-01,563
2015-06-02,563
2015-06-03,563
2015-06-04,563
2015-06-05,563
2015-06-06,563
2015-06-07,563
2015-06-08,563
2015-06-09,563
2015-06-10,563
2015-06-11,563
2015-06-12,563
2015-06-13,563
2015-06-14,563
2015-06-15,563
2015-06-16,563
2015-06-17,563
2015-06-18,563
2015-06-19,563
2015-06-20,563
2015-06-21,563
2015-06-22,563
2015-06-23,563
2015-06-24,563
2015-06-25,563
2015-06-26,563
2015-06-27,563
2015-06-28,563
2015-06-29,563
2015-06-30,563
2015-07-01,563
2015-07-02,563
2015-07-03,563
2015-07-04,563
2015-07-05,563
2015-07-06,563
2015-07-07,563
2015-07-08,563
2015-07-09,563
2015-07-10,563
2015-07-11,563
2015-07-12,563
2015-07-13,563
2015-07-14,563
2015-07-15,563
2015-07-16,579
2015-07-17,579
2015-07-18,579
2015-07-19,579
2015-07-20,579
2015-07-21,579
2015-07-22,579
2015-07-23,579
2015-07-24,579
2015-07-25,579
2015-07-26,579
2015-07-27,579
2015-07-28,579
2015-07-29,579
2015-07-30,579
2015-07-31,579
2015-08-01,579
2015-08-02,579
2015-08-03,579
2015-08-04,579
2015-08-05,579
2015-08-06,579
2015-08-07,579
2015-08-08,579
2015-08-09,579
2015-08-10,579
2015-08-11,579
2015-08-12,579
2015-08-13,579
2015-08-14,579
2015-08-15,579
2015-08-16,579
2015-08-17,579
2015-08-18,579
2015-08-19,579
2015-08-20,579
2015-08-21,579
2015-08-22,579
2015-08-23,579
2015-08-24,579
2015-08-25,579
2015-08-26,579
2015-08-27,579
2015-08-28,579
2015-08-29,579
2015-08-30,579
2015-08-31,579
2015-09-01,579
2015-09-02,579
2015-09-03,579
2015-09-04,579
2015-09-05,579
2015-09-06,579
2015-09-07,579
2015-09-08,579
2015-09-09,579
2015-09-10,579
2015-09-11,579
2015-09-12,579
2015-09-13,579
2015-09-14,579
2015-09-15,579
2015-09-16,579
2015-09-17,579
2015-09-18,579
2015-09-19,579
2015-09-20,579
2015-09-21,579
2015-09-22,579
2015-09-23,579
2015-09-24,579
2015-09-25,579
2015-09-27,579
2015-09-28,579
2015-09-29,579
2015-09-30,579
2015-10-05,579
2015-10-06,579
2015-10-07,579
2015-10-08,579
2015-10-09,579
2015-10-10,579
2015-10-11,579
2015-10-12,579
2015-10-13,579
2015-10-14,579
2015-10-15,579
2015-10-16,579
2015-10-17,579
2015-10-18,579
2015-10-19,579
2015-10-20,579
2015-10-22,579
2015-10-23,579
2015-10-24,579
2015-10-25,579
2015-10-26,579
2015-10-27,579
2015-10-29,579
2015-10-30,579
2015-10-31,579
2015-11-01,579
2015-11-02,579
2015-11-03,579
2015-11-04,579
2015-11-05,579
2015-11-06,579
2015-11-07,579
2015-11-08,579
2015-11-09,579
2015-11-10,579
2015-11-11,579
2015-11-12,579
2015-11-13,579
2015-11-14,579
2015-11-15,579
2015-11-16,594
2015-11-17,594
2015-11-18,594
2015-11-19,594
2015-11-20,594
2015-11-21,594
2015-11-22,594
2015-11-23,594
2015-11-24,594
2015-11-25,594
2015-11-26,594
2015-11-27,594
2015-11-28,594
2015-11-29,594
2015-11-30,594
2015-12-01,594
2015-12-02,594
2015-12-03,594
2015-12-04,594
2015-12-05,594
2015-12-06,594
2015-12-07,594
2015-12-08,594
2015-12-09,594
2015-12-10,594
2015-12-11,594
2015-12-12,594
2015-12-13,594
2015-12-14,594
2015-12-15,594
2015-12-16,594
2015-12-17,594
2015-12-18,594
2015-12-19,594
2015-12-20,594
2015-12-21,594
2015-12-22,594
2015-12-23,594
2015-12-24,594
2015-12-25,594
2015-12-26,594
2015-12-27,594
2015-12-28,594
2015-12-29,594
2015-12-30,594
2015-12-31,594
2016-01-01,594
2016-01-02,594
2016-01-03,594
2016-01-04,594
2016-01-05,594
2016-01-06,594
2016-01-07,594
2016-01-08,594
2016-01-09,594
2016-01-10,594
2016-01-11,594
2016-01-12,594
2016-01-13,594
2016-01-14,594
2016-01-15,594
2016-01-16,594
2016-01-17,594
2016-01-18,594
2016-01-19,594
2016-01-20,594
2016-01-21,594
2016-01-22,594
2016-01-23,594
2016-01-24,594
2016-01-25,594
2016-01-26,594
2016-01-27,594
2016-01-28,594
2016-01-29,594
2016-01-30,594
2016-01-31,594
2016-02-01,594
2016-02-02,594
2016-02-03,594
2016-02-04,594
2016-02-05,594
2016-02-06,594
2016-02-07,594
2016-02-08,594
2016-02-09,594
2016-02-10,594
2016-02-11,594
2016-02-12,594
2016-02-13,594
2016-02-14,594
2016-02-15,594
2016-02-16,594
2016-02-17,594
2016-02-18,594
2016-02-19,594
2016-02-20,594
2016-02-21,594
2016-02-22,594
2016-02-23,615
2016-02-24,615
2016-02-25,615
2016-02-26,615
2016-02-27,615
2016-02-28,615
2016-02-29,615
2016-03-01,615
2016-03-02,615
2016-03-03,615
2016-03-04,615
2016-03-05,615
2016-03-06,615
2016-03-07,615
2016-03-08,615
2016-03-09,615
2016-03-10,615
2016-03-11,615
2016-03-12,615
2016-03-13,615
2016-03-14,615
2016-03-15,615
2016-03-16,615
2016-03-17,615
2016-03-18,615
2016-03-19,615
2016-03-20,615
2016-03-21,615
2016-03-22,615
2016-03-23,615
2016-03-24,615
2016-03-25,615
2016-03-26,615
2016-03-27,615
2016-03-28,615
2016-03-29,615
2016-03-30,615
2016-03-31,615
2016-04-01,615
2016-04-02,615
2016-04-03,615
2016-04-04,615
2016-04-05,615
2016-04-06,615
2016-04-07,615
2016-04-08,615
2016-04-09,615
2016-04-10,615
2016-04-11,615
2016-04-12,615
2016-04-13,615
2016-04-14,615
2016-04-15,615
2016-04-16,615
2016-04-17,615
2016-04-18,615
2016-04-19,615
2016-04-20,615
2016-04-21,615
2016-04-22,615
2016-04-23,615
2016-04-24,615
2016-04-25,615
2016-04-26,615
2016-04-27,615
2016-04-28,615
2016-04-29,615
2016-04-30,615
2016-05-01,615
2016-05-02,615
2016-05-03,615
2016-05-04,615
2016-05-05,615
2016-05-06,615
2016-05-07,615
2016-05-08,615
2016-05-09,615
2016-05-10,615
2016-05-11,615
2016-05-12,615
2016-05-13,615
2016-05-14,615
2016-05-15,615
2016-05-16,615
2016-05-17,615
2016-05-18,615
2016-05-19,615
2016-05-22,615
2016-05-23,615
2016-05-24,615
2016-05-25,615
2016-05-26,615
2016-05-27,615
2016-05-28,615
2016-05-29,629
2016-05-30,629
2016-05-31,629
2016-06-01,629
2016-06-02,629
2016-06-03,629
2016-06-04,629
2016-06-05,629
2016-06-06,629
2016-06-07,629
2016-06-08,629
2016-06-09,629
2016-06-10,629
2016-06-11,629
2016-06-12,629
2016-06-13,629
2016-06-14,629
2016-06-15,629
2016-06-16,629
2016-06-17,629
2016-06-18,629
2016-06-19,629
2016-06-20,629
2016-06-21,629
2016-06-22,629
2016-06-23,629
2016-06-24,629
2016-06-25,629
2016-06-26,629
2016-06-27,629
2016-06-28,629
2016-06-29,629
2016-06-30,629
2016-07-01,629
2016-07-02,629
2016-07-03,629
2016-07-04,629
2016-07-05,629
2016-07-06,629
